calibration,alpha,method,baseline,scope,gained_tp,lost_tp,added_fp,removed_fp,shared_tp,earlier,same,later,median_query_delta
episode,0.01,dynamics_only,v82_reference,libero_object,4,15,4,66,8,3,1,4,0.5
episode,0.01,dynamics_only,v82_reference,libero_spatial,16,69,1,2,37,15,5,17,0.0
episode,0.01,dynamics_only,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,43,0,0,1,0,1,0,0.0
episode,0.01,dynamics_only,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,7,1,0,0,1,7.0
episode,0.01,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_the_plate,1,10,0,0,2,0,0,2,7.5
episode,0.01,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,1,2,6,1.0
episode,0.01,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,16,0,0,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,0,2,0,5,7,4,1,2,-1.0
episode,0.01,dynamics_only,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,1,0,0,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,1,0,0,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,1,0,1,3,1,0,2,2.0
episode,0.01,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,14,0,1,1,0,0,-10.0
episode,0.01,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,1,12,3,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,103,1,16,5,2,1,2,0.0
episode,0.01,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,2,12,9,1,16,5,0,11,1.0
episode,0.01,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,4,3,0,4,0,0,4,20.5
episode,0.01,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,1,6,1,1,0,0,1,1.0
episode,0.01,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,3,9,0,2,8,0,0,8,17.5
episode,0.01,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,8,4,18,5,34,21,4,9,-2.5
episode,0.01,dynamics_only,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,11,18,6,3,0,3,-1.0
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,2,3,2,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,6,0,0,1,1,0,0,-5.0
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,27,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,24,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1,0,1,0,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,1,0,2,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,2,0,8,4,1,1,2,0.5
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,0,0,3,1,0,0,1,6.0
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,3,0,0,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,1,0,0,2,1,0,1,0.0
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,0,0,0,0,0,
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,2,0,0,1,1,0,0,-1.0
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,9,0,0,2,0,2,0,0.0
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,0,0,1,0,0,1,1.0
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,9,2,0,0,5,4,0,1,-2.0
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,6,0,0,2,2,0,0,-2.5
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,1,7,0,1,5,1,0,4,4.0
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,3,0,0,7,2,1,4,1.0
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,30,0,1,6,4,0,2,-2.0
episode,0.01,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,10,0,0,8,1,2,5,1.5
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,all,18,0,75,0,475,61,414,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal,1,0,0,0,87,4,83,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long,7,0,71,0,239,37,202,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object,3,0,4,0,30,3,27,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial,7,0,0,0,119,17,102,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,0,0,0,39,1,38,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,0,1,0,1,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_the_plate,1,0,0,0,11,0,11,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,1,8,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,0,0,16,0,16,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_cream_cheese_in_the_bowl,0,0,0,0,9,2,7,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_wine_bottle_on_the_rack,0,0,0,0,1,0,1,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,1,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,0,0,4,2,2,0,-2.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,15,0,1,1,0,0,-10.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,6,0,1,0,1,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,0,2,0,123,2,121,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,0,9,0,29,7,22,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,0,3,0,8,0,8,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,1,0,2,0,3,1,2,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,0,0,0,17,1,16,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,0,19,0,47,19,28,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,15,0,6,4,2,0,-2.5
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,3,0,2,0,2,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,0,0,9,0,9,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,1,0,5,1,4,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,0,1,0,1,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,0,0,0,6,2,4,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,0,0,0,1,0,1,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,0,0,3,0,3,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,0,0,0,3,0,3,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,0,0,3,0,3,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,0,0,0,10,1,9,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,0,0,1,0,1,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,0,0,0,18,9,9,0,-0.5
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,0,0,7,0,7,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,13,1,12,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,0,0,0,10,2,8,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,0,0,0,38,3,35,0,0.0
episode,0.01,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,0,0,19,1,18,0,0.0
episode,0.02,v82_integrated,v82_reference,all,34,25,103,192,436,62,144,230,1.0
episode,0.02,v82_integrated,v82_reference,libero_goal,1,6,0,16,89,2,33,54,1.0
episode,0.02,v82_integrated,v82_reference,libero_long,19,10,96,26,214,37,62,115,1.0
episode,0.02,v82_integrated,v82_reference,libero_object,3,2,6,149,25,6,11,8,0.0
episode,0.02,v82_integrated,v82_reference,libero_spatial,11,7,1,1,108,17,38,53,0.0
episode,0.02,v82_integrated,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
episode,0.02,v82_integrated,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,2,0,0,43,0,12,31,1.0
episode,0.02,v82_integrated,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,14,1,0,1,0,0.0
episode,0.02,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_the_plate,1,4,0,1,9,0,2,7,2.0
episode,0.02,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,1,4,4,0.0
episode,0.02,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,0,0,16,0,11,5,0.0
episode,0.02,v82_integrated,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,0,0,0,1,9,1,1,7,7.0
episode,0.02,v82_integrated,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,0,0,0,1,0,1,0,0.0
episode,0.02,v82_integrated,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,1,0,0.0
episode,0.02,v82_integrated,v82_reference,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
episode,0.02,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,3,1,4,1,0,3,1.0
episode,0.02,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,14,1,1,1,0,0,-10.0
episode,0.02,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,12,0,1,0,0,1,1.0
episode,0.02,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,5,8,2,12,108,2,34,72,1.0
episode,0.02,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,0,11,0,29,6,5,18,1.0
episode,0.02,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,0,5,0,8,0,5,3,0.0
episode,0.02,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,0,8,0,2,0,1,1,0.5
episode,0.02,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,2,1,1,17,0,9,8,0.0
episode,0.02,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,9,0,23,0,38,24,8,6,-1.5
episode,0.02,v82_integrated,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,17,11,6,3,0,3,0.0
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,1,5,9,2,0,1,1,0.5
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,1,0,0,7,2,4,1,0.0
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,39,0,0,0,0,
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,57,0,0,0,0,
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,1,0,1,1,0,0,-3.0
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,7,1,0,1,0,0.0
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,0,0,33,6,2,1,3,0.5
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,2,0,0,4,2,1,1,0,-4.5
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,0,0,3,0,1,2,1.0
episode,0.02,v82_integrated,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,1,0,0,0,3,0,2,1,0.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,0,0,0,0,0,
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,0,0,3,0,0,3,1.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,0,0,0,11,1,5,5,0.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,0,0,1,1,0,0,-1.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,1,0,1,7,4,2,1,-1.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,1,0,0,7,2,2,3,0.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,1,0,0,0,12,1,7,4,0.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,1,0,0,11,2,5,4,0.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,1,0,0,40,4,13,23,1.0
episode,0.02,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,3,0,0,16,2,4,10,1.0
episode,0.02,dynamics_only,v82_reference,all,52,225,161,242,236,82,32,122,1.0
episode,0.02,dynamics_only,v82_reference,libero_goal,1,66,0,24,29,5,5,19,1.0
episode,0.02,dynamics_only,v82_reference,libero_long,30,99,151,44,125,44,12,69,1.0
episode,0.02,dynamics_only,v82_reference,libero_object,5,10,9,172,17,7,4,6,0.0
episode,0.02,dynamics_only,v82_reference,libero_spatial,16,50,1,2,65,26,11,28,0.0
episode,0.02,dynamics_only,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
episode,0.02,dynamics_only,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,38,0,0,7,0,1,6,3.0
episode,0.02,dynamics_only,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,17,1,0,0,1,1.0
episode,0.02,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_the_plate,1,9,0,1,4,0,1,3,1.0
episode,0.02,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,4,3,2,0.0
episode,0.02,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,16,0,0,0,0,0,0,
episode,0.02,dynamics_only,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,0,2,0,6,7,1,0,6,9.0
episode,0.02,dynamics_only,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,1,0,0,0,0,0,0,
episode,0.02,dynamics_only,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,0,1,14.0
episode,0.02,dynamics_only,v82_reference,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
episode,0.02,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,13,1,4,1,0,3,3.0
episode,0.02,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,19,1,1,1,0,0,-11.0
episode,0.02,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,13,3,1,0,0,1,12.0
episode,0.02,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,83,4,22,33,6,3,24,3.0
episode,0.02,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,10,22,1,19,7,3,9,0.0
episode,0.02,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,0,9,0,8,0,0,8,2.0
episode,0.02,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,1,10,0,1,0,1,0,0.0
episode,0.02,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,5,1,2,14,0,0,14,14.0
episode,0.02,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,9,0,32,1,38,26,3,9,-4.0
episode,0.02,dynamics_only,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,28,13,6,3,2,1,-1.5
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,3,6,9,0,0,0,0,
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,4,1,0,4,3,0,1,-2.5
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,52,0,0,0,0,
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,63,0,0,0,0,
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1,0,2,0,1,1,0,0,-4.0
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,7,1,0,0,1,6.0
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,0,0,35,6,2,1,3,3.0
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,0,0,6,2,1,1,0,-4.5
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,2,0,0,1,0,0,1,1.0
episode,0.02,dynamics_only,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,1,1,0,0,2,0,2,0,0.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,0,0,0,0,0,
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,2,0,0,1,0,0,1,1.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,9,0,0,2,2,0,0,-1.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,0,0,1,1,0,0,-1.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,12,1,0,1,7,5,1,1,-1.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,3,0,0,5,3,0,2,-1.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,1,1,0,0,11,1,3,7,2.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,1,0,0,11,6,0,5,-1.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,27,0,1,14,5,4,5,0.0
episode,0.02,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,6,0,0,13,3,3,7,1.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,all,36,0,171,0,475,113,362,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal,4,0,0,0,87,14,73,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long,17,0,162,0,239,57,182,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object,5,0,9,0,30,8,22,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial,10,0,0,0,119,34,85,0,0.0
