task,episode,init_state_id,probability_stagnation,probability_active_retry,probability_eef_oscillation,probability_gripper_cycling,probability_goal_regression,probability_goal_approach_leave,probability_subtask_undo,probability_regrasp_or_drop
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,407,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,408,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,409,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,410,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,411,39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,412,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,413,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,414,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,415,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,416,42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,422,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,423,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,425,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,427,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,428,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,430,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,431,42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,432,42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,433,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,434,42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,435,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,436,42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,439,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,441,42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,442,42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,443,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,444,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,463,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,480,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,481,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,482,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,483,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,484,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,485,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,486,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,487,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,488,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,489,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,490,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,491,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,492,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,493,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,494,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,495,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,496,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,497,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,498,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,499,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,500,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,501,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,502,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,503,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,504,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,505,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,506,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,507,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,508,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,509,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,510,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,511,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,114,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,144,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,183,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,188,16,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,204,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,259,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,394,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,435,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,448,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,449,46,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.955
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,455,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,478,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,28,0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,1.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,51,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,76,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,106,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,122,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,130,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,131,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,196,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,197,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,199,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,200,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,201,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,216,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,218,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,226,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,249,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,268,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,304,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,318,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,320,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,324,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,327,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,329,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,330,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,334,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,335,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,336,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,338,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,340,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,341,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,342,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,345,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,346,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,349,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,350,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,358,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,443,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
