cohort,pool,arm,mode,fp_budget,tp,n_mode,fp,baseline_tp,channel,sign,stat,n_ops_searched,excess_over_baseline,null_ceiling,floor,excess_over_floor
development_main,null_noise,change_point,drop,400,27,218,350,134,ctrl_white_noise|L12,-1,change_point,544,-107,134,134,-107
development_main,null_noise,change_point,grasp,0,0,116,0,0,,0,,544,0,11,11,-11
development_main,null_noise,change_point,grasp,10,3,116,8,0,ctrl_white_noise|L2,-1,change_point,544,3,73,73,-70
development_main,null_noise,change_point,grasp,20,4,116,16,89,ctrl_white_noise|L2,-1,change_point,544,-85,89,89,-85
development_main,null_noise,change_point,grasp,38,6,116,28,89,ctrl_white_noise|L2,-1,change_point,544,-83,89,89,-83
development_main,null_noise,change_point,grasp,57,7,116,42,89,ctrl_white_noise|L2,-1,change_point,544,-82,89,89,-82
development_main,null_noise,change_point,grasp,80,8,116,80,89,ctrl_white_noise|L2,-1,change_point,544,-81,89,89,-81
development_main,null_noise,change_point,grasp,120,11,116,120,89,ctrl_white_noise|L2,-1,change_point,544,-78,89,89,-78
development_main,null_noise,change_point,grasp,200,14,116,169,89,ctrl_white_noise|L2,-1,change_point,544,-75,89,89,-75
development_main,null_noise,change_point,grasp,400,24,116,355,94,ctrl_white_noise|L2,-1,change_point,544,-70,94,94,-70
development_main,null_noise,change_point,all,0,0,487,0,0,,0,,544,0,43,43,-43
development_main,null_noise,change_point,all,10,8,487,8,0,ctrl_white_noise|L14,1,change_point,544,8,181,181,-173
development_main,null_noise,change_point,all,20,9,487,12,222,ctrl_white_noise|L14,1,change_point,544,-213,222,222,-213
development_main,null_noise,change_point,all,38,13,487,31,222,ctrl_white_noise|L14,1,change_point,544,-209,224,224,-211
development_main,null_noise,change_point,all,57,17,487,54,222,ctrl_white_noise|L2,-1,change_point,544,-205,224,224,-207
development_main,null_noise,change_point,all,80,24,487,79,222,ctrl_white_noise|L5,-1,change_point,544,-198,224,224,-200
development_main,null_noise,change_point,all,120,30,487,117,222,ctrl_white_noise|L13,-1,change_point,544,-192,244,244,-214
development_main,null_noise,change_point,all,200,42,487,174,222,ctrl_white_noise|L13,-1,change_point,544,-180,261,261,-219
development_main,null_noise,change_point,all,400,70,487,367,361,ctrl_white_noise|L12,1,change_point,544,-291,361,361,-291
development_main,null_noise,persistence,drop,0,3,218,0,0,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,3,7,7,-4
development_main,null_noise,persistence,drop,10,11,218,9,0,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,11,32,32,-21
development_main,null_noise,persistence,drop,20,11,218,9,41,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-30,41,41,-30
development_main,null_noise,persistence,drop,38,17,218,27,41,ctrl_white_noise|L4,1,persist_cycles|g900,1632,-24,43,43,-26
development_main,null_noise,persistence,drop,57,17,218,27,41,ctrl_white_noise|L4,1,persist_cycles|g900,1632,-24,47,47,-30
development_main,null_noise,persistence,drop,80,27,218,80,41,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-14,47,47,-20
development_main,null_noise,persistence,drop,120,32,218,112,41,ctrl_white_noise|L12,1,persist_cycles|g900,1632,-9,60,60,-28
development_main,null_noise,persistence,drop,200,32,218,112,41,ctrl_white_noise|L12,1,persist_cycles|g900,1632,-9,72,72,-40
development_main,null_noise,persistence,drop,400,61,218,353,134,ctrl_white_noise|L12,1,persist_cycles|g900,1632,-73,134,134,-73
development_main,null_noise,persistence,grasp,0,6,116,0,0,ctrl_white_noise|L2,1,persist_cycles|g900,1632,6,11,11,-5
development_main,null_noise,persistence,grasp,10,14,116,7,0,ctrl_white_noise|L4,-1,persist_cycles|g900,1632,14,73,73,-59
development_main,null_noise,persistence,grasp,20,14,116,7,89,ctrl_white_noise|L4,-1,persist_cycles|g900,1632,-75,89,89,-75
development_main,null_noise,persistence,grasp,38,29,116,26,89,ctrl_white_noise|L4,-1,persist_cycles|g900,1632,-60,89,89,-60
development_main,null_noise,persistence,grasp,57,29,116,26,89,ctrl_white_noise|L4,-1,persist_cycles|g900,1632,-60,89,89,-60
development_main,null_noise,persistence,grasp,80,34,116,80,89,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-55,89,89,-55
development_main,null_noise,persistence,grasp,120,52,116,108,89,ctrl_white_noise|L14,-1,persist_cycles|g900,1632,-37,89,89,-37
development_main,null_noise,persistence,grasp,200,52,116,108,89,ctrl_white_noise|L14,-1,persist_cycles|g900,1632,-37,89,89,-37
development_main,null_noise,persistence,grasp,400,69,116,351,94,ctrl_white_noise|L5,-1,persist_cycles|g900,1632,-25,94,94,-25
development_main,null_noise,persistence,all,0,14,487,0,0,ctrl_white_noise|L14,1,persist_cycles|g900,1632,14,43,43,-29
development_main,null_noise,persistence,all,10,35,487,7,0,ctrl_white_noise|L2,-1,persist_cycles|g900,1632,35,181,181,-146
development_main,null_noise,persistence,all,20,35,487,7,222,ctrl_white_noise|L2,-1,persist_cycles|g900,1632,-187,222,222,-187
development_main,null_noise,persistence,all,38,74,487,27,222,ctrl_white_noise|L4,1,persist_cycles|g900,1632,-148,224,224,-150
development_main,null_noise,persistence,all,57,74,487,27,222,ctrl_white_noise|L4,1,persist_cycles|g900,1632,-148,224,224,-150
development_main,null_noise,persistence,all,80,109,487,80,222,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-113,224,224,-115
development_main,null_noise,persistence,all,120,125,487,111,222,ctrl_white_noise|L4,1,persist_cycles|g900,1632,-97,244,244,-119
development_main,null_noise,persistence,all,200,125,487,111,222,ctrl_white_noise|L4,1,persist_cycles|g900,1632,-97,261,261,-136
development_main,null_noise,persistence,all,400,199,487,320,361,ctrl_white_noise|L2,-1,persist_cycles|g900,1632,-162,361,361,-162
development_main,null_noise,any,drop,0,3,218,0,0,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,3,7,7,-4
development_main,null_noise,any,drop,10,11,218,9,0,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,11,32,32,-21
development_main,null_noise,any,drop,20,11,218,9,41,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-30,41,41,-30
development_main,null_noise,any,drop,38,17,218,27,41,ctrl_white_noise|L4,1,persist_cycles|g900,2448,-24,43,43,-26
development_main,null_noise,any,drop,57,17,218,27,41,ctrl_white_noise|L4,1,persist_cycles|g900,2448,-24,47,47,-30
development_main,null_noise,any,drop,80,27,218,80,41,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-14,47,47,-20
development_main,null_noise,any,drop,120,32,218,112,41,ctrl_white_noise|L12,1,persist_cycles|g900,2448,-9,60,60,-28
development_main,null_noise,any,drop,200,32,218,112,41,ctrl_white_noise|L12,1,persist_cycles|g900,2448,-9,72,72,-40
development_main,null_noise,any,drop,400,61,218,353,134,ctrl_white_noise|L12,1,persist_cycles|g900,2448,-73,134,134,-73
development_main,null_noise,any,grasp,0,6,116,0,0,ctrl_white_noise|L2,1,persist_cycles|g900,2448,6,11,11,-5
development_main,null_noise,any,grasp,10,14,116,7,0,ctrl_white_noise|L4,-1,persist_cycles|g900,2448,14,73,73,-59
development_main,null_noise,any,grasp,20,14,116,7,89,ctrl_white_noise|L4,-1,persist_cycles|g900,2448,-75,89,89,-75
development_main,null_noise,any,grasp,38,29,116,26,89,ctrl_white_noise|L4,-1,persist_cycles|g900,2448,-60,89,89,-60
development_main,null_noise,any,grasp,57,29,116,26,89,ctrl_white_noise|L4,-1,persist_cycles|g900,2448,-60,89,89,-60
development_main,null_noise,any,grasp,80,34,116,80,89,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-55,89,89,-55
development_main,null_noise,any,grasp,120,52,116,108,89,ctrl_white_noise|L14,-1,persist_cycles|g900,2448,-37,89,89,-37
development_main,null_noise,any,grasp,200,52,116,108,89,ctrl_white_noise|L14,-1,persist_cycles|g900,2448,-37,89,89,-37
development_main,null_noise,any,grasp,400,69,116,351,94,ctrl_white_noise|L5,-1,persist_cycles|g900,2448,-25,94,94,-25
development_main,null_noise,any,all,0,14,487,0,0,ctrl_white_noise|L14,1,persist_cycles|g900,2448,14,43,43,-29
development_main,null_noise,any,all,10,35,487,7,0,ctrl_white_noise|L2,-1,persist_cycles|g900,2448,35,181,181,-146
development_main,null_noise,any,all,20,35,487,7,222,ctrl_white_noise|L2,-1,persist_cycles|g900,2448,-187,222,222,-187
development_main,null_noise,any,all,38,74,487,27,222,ctrl_white_noise|L4,1,persist_cycles|g900,2448,-148,224,224,-150
development_main,null_noise,any,all,57,74,487,27,222,ctrl_white_noise|L4,1,persist_cycles|g900,2448,-148,224,224,-150
development_main,null_noise,any,all,80,109,487,80,222,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-113,224,224,-115
development_main,null_noise,any,all,120,125,487,111,222,ctrl_white_noise|L4,1,persist_cycles|g900,2448,-97,244,244,-119
development_main,null_noise,any,all,200,125,487,111,222,ctrl_white_noise|L4,1,persist_cycles|g900,2448,-97,261,261,-136
development_main,null_noise,any,all,400,199,487,320,361,ctrl_white_noise|L2,-1,persist_cycles|g900,2448,-162,361,361,-162
development_main,null_elapsed,threshold,drop,0,0,218,0,0,,0,,272,0,7,7,-7
development_main,null_elapsed,threshold,drop,10,0,218,0,0,,0,,272,0,32,32,-32
development_main,null_elapsed,threshold,drop,20,0,218,0,41,,0,,272,-41,41,41,-41
development_main,null_elapsed,threshold,drop,38,0,218,0,41,,0,,272,-41,43,43,-43
development_main,null_elapsed,threshold,drop,57,0,218,0,41,,0,,272,-41,47,47,-47
development_main,null_elapsed,threshold,drop,80,0,218,0,41,,0,,272,-41,47,47,-47
development_main,null_elapsed,threshold,drop,120,0,218,0,41,,0,,272,-41,60,60,-60
development_main,null_elapsed,threshold,drop,200,0,218,0,41,,0,,272,-41,72,72,-72
development_main,null_elapsed,threshold,drop,400,0,218,0,134,,0,,272,-134,134,134,-134
development_main,null_elapsed,threshold,grasp,0,0,116,0,0,,0,,272,0,11,11,-11
development_main,null_elapsed,threshold,grasp,10,0,116,0,0,,0,,272,0,73,73,-73
development_main,null_elapsed,threshold,grasp,20,0,116,0,89,,0,,272,-89,89,89,-89
development_main,null_elapsed,threshold,grasp,38,0,116,0,89,,0,,272,-89,89,89,-89
development_main,null_elapsed,threshold,grasp,57,0,116,0,89,,0,,272,-89,89,89,-89
development_main,null_elapsed,threshold,grasp,80,0,116,0,89,,0,,272,-89,89,89,-89
development_main,null_elapsed,threshold,grasp,120,0,116,0,89,,0,,272,-89,89,89,-89
development_main,null_elapsed,threshold,grasp,200,0,116,0,89,,0,,272,-89,89,89,-89
development_main,null_elapsed,threshold,grasp,400,0,116,0,94,,0,,272,-94,94,94,-94
development_main,null_elapsed,threshold,all,0,0,487,0,0,,0,,272,0,43,43,-43
development_main,null_elapsed,threshold,all,10,0,487,0,0,,0,,272,0,181,181,-181
development_main,null_elapsed,threshold,all,20,0,487,0,222,,0,,272,-222,222,222,-222
development_main,null_elapsed,threshold,all,38,0,487,0,222,,0,,272,-222,224,224,-224
development_main,null_elapsed,threshold,all,57,0,487,0,222,,0,,272,-222,224,224,-224
development_main,null_elapsed,threshold,all,80,0,487,0,222,,0,,272,-222,224,224,-224
development_main,null_elapsed,threshold,all,120,0,487,0,222,,0,,272,-222,244,244,-244
development_main,null_elapsed,threshold,all,200,0,487,0,222,,0,,272,-222,261,261,-261
development_main,null_elapsed,threshold,all,400,0,487,0,361,,0,,272,-361,361,361,-361
development_main,null_elapsed,change_point,drop,0,0,218,0,0,,0,,544,0,7,7,-7
development_main,null_elapsed,change_point,drop,10,0,218,0,0,,0,,544,0,32,32,-32
development_main,null_elapsed,change_point,drop,20,0,218,0,41,,0,,544,-41,41,41,-41
development_main,null_elapsed,change_point,drop,38,0,218,0,41,,0,,544,-41,43,43,-43
development_main,null_elapsed,change_point,drop,57,0,218,0,41,,0,,544,-41,47,47,-47
development_main,null_elapsed,change_point,drop,80,0,218,0,41,,0,,544,-41,47,47,-47
development_main,null_elapsed,change_point,drop,120,0,218,0,41,,0,,544,-41,60,60,-60
development_main,null_elapsed,change_point,drop,200,0,218,0,41,,0,,544,-41,72,72,-72
development_main,null_elapsed,change_point,drop,400,0,218,0,134,,0,,544,-134,134,134,-134
development_main,null_elapsed,change_point,grasp,0,0,116,0,0,,0,,544,0,11,11,-11
development_main,null_elapsed,change_point,grasp,10,0,116,0,0,,0,,544,0,73,73,-73
development_main,null_elapsed,change_point,grasp,20,0,116,0,89,,0,,544,-89,89,89,-89
development_main,null_elapsed,change_point,grasp,38,0,116,0,89,,0,,544,-89,89,89,-89
development_main,null_elapsed,change_point,grasp,57,0,116,0,89,,0,,544,-89,89,89,-89
development_main,null_elapsed,change_point,grasp,80,0,116,0,89,,0,,544,-89,89,89,-89
development_main,null_elapsed,change_point,grasp,120,0,116,0,89,,0,,544,-89,89,89,-89
development_main,null_elapsed,change_point,grasp,200,0,116,0,89,,0,,544,-89,89,89,-89
development_main,null_elapsed,change_point,grasp,400,0,116,0,94,,0,,544,-94,94,94,-94
development_main,null_elapsed,change_point,all,0,0,487,0,0,,0,,544,0,43,43,-43
development_main,null_elapsed,change_point,all,10,0,487,0,0,,0,,544,0,181,181,-181
development_main,null_elapsed,change_point,all,20,0,487,0,222,,0,,544,-222,222,222,-222
development_main,null_elapsed,change_point,all,38,0,487,0,222,,0,,544,-222,224,224,-224
development_main,null_elapsed,change_point,all,57,0,487,0,222,,0,,544,-222,224,224,-224
development_main,null_elapsed,change_point,all,80,0,487,0,222,,0,,544,-222,224,224,-224
development_main,null_elapsed,change_point,all,120,0,487,0,222,,0,,544,-222,244,244,-244
development_main,null_elapsed,change_point,all,200,0,487,0,222,,0,,544,-222,261,261,-261
development_main,null_elapsed,change_point,all,400,0,487,0,361,,0,,544,-361,361,361,-361
development_main,null_elapsed,persistence,drop,0,0,218,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,7,7,-7
development_main,null_elapsed,persistence,drop,10,0,218,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,32,32,-32
development_main,null_elapsed,persistence,drop,20,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,41,41,0
development_main,null_elapsed,persistence,drop,38,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,43,43,-2
development_main,null_elapsed,persistence,drop,57,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,47,47,-6
development_main,null_elapsed,persistence,drop,80,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,47,47,-6
development_main,null_elapsed,persistence,drop,120,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,60,60,-19
development_main,null_elapsed,persistence,drop,200,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,72,72,-31
development_main,null_elapsed,persistence,drop,400,134,218,379,134,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,134,134,0
development_main,null_elapsed,persistence,grasp,0,0,116,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,11,11,-11
development_main,null_elapsed,persistence,grasp,10,0,116,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,73,73,-73
development_main,null_elapsed,persistence,grasp,20,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,89,89,0
development_main,null_elapsed,persistence,grasp,38,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,89,89,0
development_main,null_elapsed,persistence,grasp,57,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,89,89,0
development_main,null_elapsed,persistence,grasp,80,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,89,89,0
development_main,null_elapsed,persistence,grasp,120,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,89,89,0
development_main,null_elapsed,persistence,grasp,200,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,89,89,0
development_main,null_elapsed,persistence,grasp,400,94,116,347,94,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,94,94,0
development_main,null_elapsed,persistence,all,0,0,487,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,43,43,-43
development_main,null_elapsed,persistence,all,10,0,487,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,181,181,-181
development_main,null_elapsed,persistence,all,20,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,222,222,0
development_main,null_elapsed,persistence,all,38,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,224,224,-2
development_main,null_elapsed,persistence,all,57,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,224,224,-2
development_main,null_elapsed,persistence,all,80,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,224,224,-2
development_main,null_elapsed,persistence,all,120,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,244,244,-22
development_main,null_elapsed,persistence,all,200,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,261,261,-39
development_main,null_elapsed,persistence,all,400,361,487,379,361,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,361,361,0
development_main,null_elapsed,any,drop,0,0,218,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,7,7,-7
development_main,null_elapsed,any,drop,10,0,218,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,32,32,-32
development_main,null_elapsed,any,drop,20,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,41,41,0
development_main,null_elapsed,any,drop,38,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,43,43,-2
development_main,null_elapsed,any,drop,57,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,47,47,-6
development_main,null_elapsed,any,drop,80,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,47,47,-6
development_main,null_elapsed,any,drop,120,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,60,60,-19
development_main,null_elapsed,any,drop,200,41,218,18,41,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,72,72,-31
development_main,null_elapsed,any,drop,400,134,218,379,134,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,134,134,0
development_main,null_elapsed,any,grasp,0,0,116,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,11,11,-11
development_main,null_elapsed,any,grasp,10,0,116,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,73,73,-73
development_main,null_elapsed,any,grasp,20,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,89,89,0
development_main,null_elapsed,any,grasp,38,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,89,89,0
development_main,null_elapsed,any,grasp,57,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,89,89,0
development_main,null_elapsed,any,grasp,80,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,89,89,0
development_main,null_elapsed,any,grasp,120,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,89,89,0
development_main,null_elapsed,any,grasp,200,89,116,18,89,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,89,89,0
development_main,null_elapsed,any,grasp,400,94,116,347,94,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,94,94,0
development_main,null_elapsed,any,all,0,0,487,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,43,43,-43
development_main,null_elapsed,any,all,10,0,487,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,181,181,-181
development_main,null_elapsed,any,all,20,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,222,222,0
development_main,null_elapsed,any,all,38,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,224,224,-2
development_main,null_elapsed,any,all,57,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,224,224,-2
development_main,null_elapsed,any,all,80,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,224,224,-2
development_main,null_elapsed,any,all,120,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,244,244,-22
development_main,null_elapsed,any,all,200,222,487,18,222,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,261,261,-39
development_main,null_elapsed,any,all,400,361,487,379,361,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,361,361,0
development_main,null_epconst,threshold,drop,0,0,218,0,0,,0,,816,0,7,7,-7
development_main,null_epconst,threshold,drop,10,0,218,3,0,ctrl_episode_const_rand|L2,1,threshold,816,0,32,32,-32
development_main,null_epconst,threshold,drop,20,2,218,17,41,ctrl_episode_const_rand2|L2,-1,threshold,816,-39,41,41,-39
development_main,null_epconst,threshold,drop,38,2,218,23,41,ctrl_episode_const_rand|L2,1,threshold,816,-39,43,43,-41
development_main,null_epconst,threshold,drop,57,2,218,23,41,ctrl_episode_const_rand|L2,1,threshold,816,-39,47,47,-45
development_main,null_epconst,threshold,drop,80,2,218,23,41,ctrl_episode_const_rand|L2,1,threshold,816,-39,47,47,-45
development_main,null_epconst,threshold,drop,120,3,218,102,41,ctrl_episode_const_rand2|L2,-1,threshold,816,-38,60,60,-57
development_main,null_epconst,threshold,drop,200,5,218,198,41,ctrl_episode_const_rand|L2,1,threshold,816,-36,72,72,-67
development_main,null_epconst,threshold,drop,400,27,218,386,134,ctrl_flow_noise_seed|L2,-1,threshold,816,-107,134,134,-107
development_main,null_epconst,threshold,grasp,0,0,116,0,0,,0,,816,0,11,11,-11
development_main,null_epconst,threshold,grasp,10,1,116,2,0,ctrl_episode_const_rand|L2,-1,threshold,816,1,73,73,-72
development_main,null_epconst,threshold,grasp,20,1,116,2,89,ctrl_episode_const_rand|L2,-1,threshold,816,-88,89,89,-88
development_main,null_epconst,threshold,grasp,38,1,116,34,89,ctrl_episode_const_rand|L2,1,threshold,816,-88,89,89,-88
development_main,null_epconst,threshold,grasp,57,2,116,49,89,ctrl_episode_const_rand2|L2,1,threshold,816,-87,89,89,-87
development_main,null_epconst,threshold,grasp,80,2,116,70,89,ctrl_episode_const_rand|L2,-1,threshold,816,-87,89,89,-87
development_main,null_epconst,threshold,grasp,120,5,116,96,89,ctrl_episode_const_rand2|L2,1,threshold,816,-84,89,89,-84
development_main,null_epconst,threshold,grasp,200,5,116,194,89,ctrl_episode_const_rand|L2,-1,threshold,816,-84,89,89,-84
development_main,null_epconst,threshold,grasp,400,11,116,386,94,ctrl_flow_noise_seed|L2,-1,threshold,816,-83,94,94,-83
development_main,null_epconst,threshold,all,0,0,487,0,0,,0,,816,0,43,43,-43
development_main,null_epconst,threshold,all,10,2,487,10,0,ctrl_episode_const_rand|L2,-1,threshold,816,2,181,181,-179
development_main,null_epconst,threshold,all,20,2,487,10,222,ctrl_episode_const_rand|L2,-1,threshold,816,-220,222,222,-220
development_main,null_epconst,threshold,all,38,3,487,34,222,ctrl_episode_const_rand|L2,1,threshold,816,-219,224,224,-221
development_main,null_epconst,threshold,all,57,3,487,34,222,ctrl_episode_const_rand|L2,1,threshold,816,-219,224,224,-221
development_main,null_epconst,threshold,all,80,4,487,70,222,ctrl_episode_const_rand|L2,1,threshold,816,-218,224,224,-220
development_main,null_epconst,threshold,all,120,9,487,96,222,ctrl_episode_const_rand2|L2,1,threshold,816,-213,244,244,-235
development_main,null_epconst,threshold,all,200,16,487,195,222,ctrl_episode_const_rand2|L2,1,threshold,816,-206,261,261,-245
development_main,null_epconst,threshold,all,400,58,487,386,361,ctrl_flow_noise_seed|L2,-1,threshold,816,-303,361,361,-303
development_main,null_epconst,change_point,drop,0,7,218,0,0,ctrl_episode_const_rand|L2,-1,change_point,1632,7,7,7,0
development_main,null_epconst,change_point,drop,10,32,218,8,0,ctrl_episode_const_rand|L2,-1,change_point,1632,32,32,32,0
development_main,null_epconst,change_point,drop,20,32,218,8,41,ctrl_episode_const_rand|L2,-1,change_point,1632,-9,41,41,-9
development_main,null_epconst,change_point,drop,38,43,218,30,41,ctrl_episode_const_rand|L2,-1,change_point,1632,2,43,43,0
development_main,null_epconst,change_point,drop,57,47,218,47,41,ctrl_episode_const_rand2|L2,-1,change_point,1632,6,47,47,0
development_main,null_epconst,change_point,drop,80,47,218,47,41,ctrl_episode_const_rand2|L2,-1,change_point,1632,6,47,47,0
development_main,null_epconst,change_point,drop,120,60,218,81,41,ctrl_episode_const_rand|L2,-1,self_baseline,1632,19,60,60,0
development_main,null_epconst,change_point,drop,200,72,218,173,41,ctrl_episode_const_rand|L2,-1,self_baseline,1632,31,72,72,0
development_main,null_epconst,change_point,drop,400,82,218,380,134,ctrl_episode_const_rand|L2,-1,self_baseline,1632,-52,134,134,-52
development_main,null_epconst,change_point,grasp,0,11,116,0,0,ctrl_episode_const_rand|L2,-1,change_point,1632,11,11,11,0
development_main,null_epconst,change_point,grasp,10,73,116,8,0,ctrl_episode_const_rand|L2,-1,change_point,1632,73,73,73,0
development_main,null_epconst,change_point,grasp,20,73,116,8,89,ctrl_episode_const_rand|L2,-1,change_point,1632,-16,89,89,-16
development_main,null_epconst,change_point,grasp,38,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,1632,0,89,89,0
development_main,null_epconst,change_point,grasp,57,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,1632,0,89,89,0
development_main,null_epconst,change_point,grasp,80,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,1632,0,89,89,0
development_main,null_epconst,change_point,grasp,120,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,1632,0,89,89,0
development_main,null_epconst,change_point,grasp,200,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,1632,0,89,89,0
development_main,null_epconst,change_point,grasp,400,92,116,334,94,ctrl_episode_const_rand2|L2,-1,change_point,1632,-2,94,94,-2
development_main,null_epconst,change_point,all,0,43,487,0,0,ctrl_episode_const_rand|L2,-1,change_point,1632,43,43,43,0
development_main,null_epconst,change_point,all,10,181,487,8,0,ctrl_episode_const_rand|L2,-1,change_point,1632,181,181,181,0
development_main,null_epconst,change_point,all,20,181,487,8,222,ctrl_episode_const_rand|L2,-1,change_point,1632,-41,222,222,-41
development_main,null_epconst,change_point,all,38,224,487,30,222,ctrl_episode_const_rand|L2,-1,change_point,1632,2,224,224,0
development_main,null_epconst,change_point,all,57,224,487,30,222,ctrl_episode_const_rand|L2,-1,change_point,1632,2,224,224,0
development_main,null_epconst,change_point,all,80,224,487,30,222,ctrl_episode_const_rand|L2,-1,change_point,1632,2,224,224,0
development_main,null_epconst,change_point,all,120,244,487,81,222,ctrl_episode_const_rand|L2,-1,self_baseline,1632,22,244,244,0
development_main,null_epconst,change_point,all,200,261,487,173,222,ctrl_episode_const_rand|L2,-1,self_baseline,1632,39,261,261,0
development_main,null_epconst,change_point,all,400,280,487,380,361,ctrl_episode_const_rand|L2,-1,self_baseline,1632,-81,361,361,-81
development_main,null_epconst,persistence,drop,0,4,218,0,0,ctrl_episode_const_rand|L2,1,persist_run|g900,4896,4,7,7,-3
development_main,null_epconst,persistence,drop,10,7,218,8,0,ctrl_episode_const_rand|L2,1,persist_run|g975,4896,7,32,32,-25
development_main,null_epconst,persistence,drop,20,7,218,8,41,ctrl_episode_const_rand|L2,1,persist_run|g975,4896,-34,41,41,-34
development_main,null_epconst,persistence,drop,38,19,218,38,41,ctrl_episode_const_rand|L2,1,persist_run|g900,4896,-22,43,43,-24
development_main,null_epconst,persistence,drop,57,20,218,49,41,ctrl_episode_const_rand|L2,1,persist_run|g900,4896,-21,47,47,-27
