cohort,pool,arm,mode,fp_budget,tp,n_mode,fp,baseline_tp,channel,sign,stat,n_ops_searched,excess_over_baseline,null_ceiling,floor,excess_over_floor
external_8b,null_epconst,threshold,drop,57,2,241,16,50,ctrl_episode_const_rand|L2,-1,threshold,816,-48,50,50,-48
external_8b,null_epconst,threshold,drop,80,2,241,16,50,ctrl_episode_const_rand|L2,-1,threshold,816,-48,53,53,-51
external_8b,null_epconst,threshold,drop,120,3,241,96,50,ctrl_episode_const_rand|L2,-1,threshold,816,-47,53,53,-50
external_8b,null_epconst,threshold,drop,200,7,241,192,50,ctrl_episode_const_rand|L2,-1,threshold,816,-43,63,63,-56
external_8b,null_epconst,threshold,drop,400,11,241,398,131,ctrl_episode_const_rand2|L2,1,threshold,816,-120,131,131,-120
external_8b,null_epconst,threshold,grasp,0,0,143,0,0,,0,,816,0,29,29,-29
external_8b,null_epconst,threshold,grasp,10,0,143,3,0,ctrl_episode_const_rand|L2,1,threshold,816,0,76,76,-76
external_8b,null_epconst,threshold,grasp,20,0,143,3,0,ctrl_episode_const_rand|L2,1,threshold,816,0,112,112,-112
external_8b,null_epconst,threshold,grasp,38,0,143,3,112,ctrl_episode_const_rand|L2,1,threshold,816,-112,112,112,-112
external_8b,null_epconst,threshold,grasp,57,1,143,46,112,ctrl_episode_const_rand2|L2,1,threshold,816,-111,112,112,-111
external_8b,null_epconst,threshold,grasp,80,1,143,68,112,ctrl_episode_const_rand|L2,-1,threshold,816,-111,112,112,-111
external_8b,null_epconst,threshold,grasp,120,2,143,96,112,ctrl_episode_const_rand|L2,-1,threshold,816,-110,112,112,-110
external_8b,null_epconst,threshold,grasp,200,4,143,191,112,ctrl_episode_const_rand2|L2,1,threshold,816,-108,113,113,-109
external_8b,null_epconst,threshold,grasp,400,9,143,386,117,ctrl_episode_const_rand|L2,-1,threshold,816,-108,117,117,-108
external_8b,null_epconst,threshold,all,0,0,564,0,0,,0,,816,0,65,65,-65
external_8b,null_epconst,threshold,all,10,2,564,10,0,ctrl_episode_const_rand2|L2,-1,threshold,816,2,180,180,-178
external_8b,null_epconst,threshold,all,20,2,564,16,0,ctrl_episode_const_rand|L2,-1,threshold,816,2,274,274,-272
external_8b,null_epconst,threshold,all,38,3,564,35,274,ctrl_episode_const_rand|L2,-1,threshold,816,-271,274,274,-271
external_8b,null_epconst,threshold,all,57,5,564,46,274,ctrl_episode_const_rand2|L2,1,threshold,816,-269,274,274,-269
external_8b,null_epconst,threshold,all,80,5,564,46,274,ctrl_episode_const_rand2|L2,1,threshold,816,-269,274,274,-269
external_8b,null_epconst,threshold,all,120,9,564,96,274,ctrl_episode_const_rand|L2,-1,threshold,816,-265,274,274,-265
external_8b,null_epconst,threshold,all,200,16,564,192,274,ctrl_episode_const_rand|L2,-1,threshold,816,-258,290,290,-274
external_8b,null_epconst,threshold,all,400,28,564,386,380,ctrl_episode_const_rand|L2,-1,threshold,816,-352,380,380,-352
external_8b,null_epconst,change_point,drop,0,14,241,0,0,ctrl_episode_const_rand|L2,-1,change_point,1632,14,14,14,0
external_8b,null_epconst,change_point,drop,10,32,241,5,0,ctrl_episode_const_rand|L2,-1,change_point,1632,32,32,32,0
external_8b,null_epconst,change_point,drop,20,48,241,20,0,ctrl_episode_const_rand|L2,-1,change_point,1632,48,50,50,-2
external_8b,null_epconst,change_point,drop,38,48,241,20,50,ctrl_episode_const_rand|L2,-1,change_point,1632,-2,50,50,-2
external_8b,null_epconst,change_point,drop,57,48,241,20,50,ctrl_episode_const_rand|L2,-1,change_point,1632,-2,50,50,-2
external_8b,null_epconst,change_point,drop,80,53,241,63,50,ctrl_episode_const_rand2|L2,-1,change_point,1632,3,53,53,0
external_8b,null_epconst,change_point,drop,120,53,241,63,50,ctrl_episode_const_rand2|L2,-1,change_point,1632,3,53,53,0
external_8b,null_epconst,change_point,drop,200,63,241,129,50,ctrl_episode_const_rand|L2,-1,self_baseline,1632,13,63,63,0
external_8b,null_epconst,change_point,drop,400,85,241,334,131,ctrl_flow_noise_seed|L2,1,change_point,1632,-46,131,131,-46
external_8b,null_epconst,change_point,grasp,0,29,143,0,0,ctrl_episode_const_rand|L2,-1,change_point,1632,29,29,29,0
external_8b,null_epconst,change_point,grasp,10,76,143,5,0,ctrl_episode_const_rand|L2,-1,change_point,1632,76,76,76,0
external_8b,null_epconst,change_point,grasp,20,104,143,20,0,ctrl_episode_const_rand|L2,-1,change_point,1632,104,112,112,-8
external_8b,null_epconst,change_point,grasp,38,104,143,20,112,ctrl_episode_const_rand|L2,-1,change_point,1632,-8,112,112,-8
external_8b,null_epconst,change_point,grasp,57,104,143,20,112,ctrl_episode_const_rand|L2,-1,change_point,1632,-8,112,112,-8
external_8b,null_epconst,change_point,grasp,80,112,143,76,112,ctrl_episode_const_rand|L2,-1,change_point,1632,0,112,112,0
external_8b,null_epconst,change_point,grasp,120,112,143,76,112,ctrl_episode_const_rand|L2,-1,change_point,1632,0,112,112,0
external_8b,null_epconst,change_point,grasp,200,113,143,129,112,ctrl_episode_const_rand|L2,-1,self_baseline,1632,1,113,113,0
external_8b,null_epconst,change_point,grasp,400,114,143,260,117,ctrl_episode_const_rand|L2,-1,self_baseline,1632,-3,117,117,-3
external_8b,null_epconst,change_point,all,0,65,564,0,0,ctrl_episode_const_rand|L2,-1,change_point,1632,65,65,65,0
external_8b,null_epconst,change_point,all,10,180,564,5,0,ctrl_episode_const_rand|L2,-1,change_point,1632,180,180,180,0
external_8b,null_epconst,change_point,all,20,255,564,20,0,ctrl_episode_const_rand|L2,-1,change_point,1632,255,274,274,-19
external_8b,null_epconst,change_point,all,38,255,564,20,274,ctrl_episode_const_rand|L2,-1,change_point,1632,-19,274,274,-19
external_8b,null_epconst,change_point,all,57,255,564,20,274,ctrl_episode_const_rand|L2,-1,change_point,1632,-19,274,274,-19
external_8b,null_epconst,change_point,all,80,274,564,76,274,ctrl_episode_const_rand|L2,-1,change_point,1632,0,274,274,0
external_8b,null_epconst,change_point,all,120,274,564,76,274,ctrl_episode_const_rand|L2,-1,change_point,1632,0,274,274,0
external_8b,null_epconst,change_point,all,200,290,564,129,274,ctrl_episode_const_rand|L2,-1,self_baseline,1632,16,290,290,0
external_8b,null_epconst,change_point,all,400,310,564,260,380,ctrl_episode_const_rand|L2,-1,self_baseline,1632,-70,380,380,-70
external_8b,null_epconst,persistence,drop,0,4,241,0,0,ctrl_episode_const_rand|L2,-1,persist_run|g900,4896,4,14,14,-10
external_8b,null_epconst,persistence,drop,10,4,241,0,0,ctrl_episode_const_rand|L2,-1,persist_run|g900,4896,4,32,32,-28
external_8b,null_epconst,persistence,drop,20,7,241,13,0,ctrl_episode_const_rand2|L2,1,persist_run|g975,4896,7,50,50,-43
external_8b,null_epconst,persistence,drop,38,47,241,24,50,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-3,50,50,-3
external_8b,null_epconst,persistence,drop,57,47,241,24,50,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-3,50,50,-3
external_8b,null_epconst,persistence,drop,80,47,241,24,50,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-3,53,53,-6
external_8b,null_epconst,persistence,drop,120,47,241,24,50,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-3,53,53,-6
external_8b,null_epconst,persistence,drop,200,47,241,24,50,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-3,63,63,-16
external_8b,null_epconst,persistence,drop,400,118,241,310,131,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-13,131,131,-13
external_8b,null_epconst,persistence,grasp,0,11,143,0,0,ctrl_episode_const_rand|L2,-1,persist_run|g900,4896,11,29,29,-18
external_8b,null_epconst,persistence,grasp,10,15,143,3,0,ctrl_episode_const_rand2|L2,-1,persist_run|g900,4896,15,76,76,-61
external_8b,null_epconst,persistence,grasp,20,15,143,3,0,ctrl_episode_const_rand2|L2,-1,persist_run|g900,4896,15,112,112,-97
external_8b,null_epconst,persistence,grasp,38,100,143,24,112,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-12,112,112,-12
external_8b,null_epconst,persistence,grasp,57,100,143,24,112,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-12,112,112,-12
external_8b,null_epconst,persistence,grasp,80,100,143,24,112,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-12,112,112,-12
external_8b,null_epconst,persistence,grasp,120,100,143,24,112,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-12,112,112,-12
external_8b,null_epconst,persistence,grasp,200,100,143,24,112,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-12,113,113,-13
external_8b,null_epconst,persistence,grasp,400,116,143,310,117,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-1,117,117,-1
external_8b,null_epconst,persistence,all,0,26,564,0,0,ctrl_episode_const_rand|L2,-1,persist_run|g900,4896,26,65,65,-39
external_8b,null_epconst,persistence,all,10,31,564,3,0,ctrl_episode_const_rand2|L2,-1,persist_run|g900,4896,31,180,180,-149
external_8b,null_epconst,persistence,all,20,31,564,3,0,ctrl_episode_const_rand2|L2,-1,persist_run|g900,4896,31,274,274,-243
external_8b,null_epconst,persistence,all,38,244,564,24,274,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-30,274,274,-30
external_8b,null_epconst,persistence,all,57,244,564,24,274,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-30,274,274,-30
external_8b,null_epconst,persistence,all,80,244,564,24,274,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-30,274,274,-30
external_8b,null_epconst,persistence,all,120,244,564,24,274,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-30,274,274,-30
external_8b,null_epconst,persistence,all,200,244,564,24,274,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-30,290,290,-46
external_8b,null_epconst,persistence,all,400,365,564,310,380,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-15,380,380,-15
external_8b,null_epconst,any,drop,0,14,241,0,0,ctrl_episode_const_rand|L2,-1,change_point,7344,14,14,14,0
external_8b,null_epconst,any,drop,10,32,241,5,0,ctrl_episode_const_rand|L2,-1,change_point,7344,32,32,32,0
external_8b,null_epconst,any,drop,20,48,241,20,0,ctrl_episode_const_rand|L2,-1,change_point,7344,48,50,50,-2
external_8b,null_epconst,any,drop,38,48,241,20,50,ctrl_episode_const_rand|L2,-1,change_point,7344,-2,50,50,-2
external_8b,null_epconst,any,drop,57,48,241,20,50,ctrl_episode_const_rand|L2,-1,change_point,7344,-2,50,50,-2
external_8b,null_epconst,any,drop,80,53,241,63,50,ctrl_episode_const_rand2|L2,-1,change_point,7344,3,53,53,0
external_8b,null_epconst,any,drop,120,53,241,63,50,ctrl_episode_const_rand2|L2,-1,change_point,7344,3,53,53,0
external_8b,null_epconst,any,drop,200,63,241,129,50,ctrl_episode_const_rand|L2,-1,self_baseline,7344,13,63,63,0
external_8b,null_epconst,any,drop,400,118,241,310,131,ctrl_flow_noise_seed|L2,1,persist_run|g900,7344,-13,131,131,-13
external_8b,null_epconst,any,grasp,0,29,143,0,0,ctrl_episode_const_rand|L2,-1,change_point,7344,29,29,29,0
external_8b,null_epconst,any,grasp,10,76,143,5,0,ctrl_episode_const_rand|L2,-1,change_point,7344,76,76,76,0
external_8b,null_epconst,any,grasp,20,104,143,20,0,ctrl_episode_const_rand|L2,-1,change_point,7344,104,112,112,-8
external_8b,null_epconst,any,grasp,38,104,143,20,112,ctrl_episode_const_rand|L2,-1,change_point,7344,-8,112,112,-8
external_8b,null_epconst,any,grasp,57,104,143,20,112,ctrl_episode_const_rand|L2,-1,change_point,7344,-8,112,112,-8
external_8b,null_epconst,any,grasp,80,112,143,76,112,ctrl_episode_const_rand|L2,-1,change_point,7344,0,112,112,0
external_8b,null_epconst,any,grasp,120,112,143,76,112,ctrl_episode_const_rand|L2,-1,change_point,7344,0,112,112,0
external_8b,null_epconst,any,grasp,200,113,143,129,112,ctrl_episode_const_rand|L2,-1,self_baseline,7344,1,113,113,0
external_8b,null_epconst,any,grasp,400,116,143,310,117,ctrl_flow_noise_seed|L2,1,persist_run|g900,7344,-1,117,117,-1
external_8b,null_epconst,any,all,0,65,564,0,0,ctrl_episode_const_rand|L2,-1,change_point,7344,65,65,65,0
external_8b,null_epconst,any,all,10,180,564,5,0,ctrl_episode_const_rand|L2,-1,change_point,7344,180,180,180,0
external_8b,null_epconst,any,all,20,255,564,20,0,ctrl_episode_const_rand|L2,-1,change_point,7344,255,274,274,-19
external_8b,null_epconst,any,all,38,255,564,20,274,ctrl_episode_const_rand|L2,-1,change_point,7344,-19,274,274,-19
external_8b,null_epconst,any,all,57,255,564,20,274,ctrl_episode_const_rand|L2,-1,change_point,7344,-19,274,274,-19
external_8b,null_epconst,any,all,80,274,564,76,274,ctrl_episode_const_rand|L2,-1,change_point,7344,0,274,274,0
external_8b,null_epconst,any,all,120,274,564,76,274,ctrl_episode_const_rand|L2,-1,change_point,7344,0,274,274,0
external_8b,null_epconst,any,all,200,290,564,129,274,ctrl_episode_const_rand|L2,-1,self_baseline,7344,16,290,290,0
external_8b,null_epconst,any,all,400,365,564,310,380,ctrl_flow_noise_seed|L2,1,persist_run|g900,7344,-15,380,380,-15
