detector,cohort,budget_dev_fp_lead4,arm,config,n_drop,n_grasp,n_risk,alarms,median_lead_at_lead4,tp_lead0,fp_lead0,tp_drop_lead0,tp_grasp_lead0,tp_other_lead0,tp_lead2,fp_lead2,tp_drop_lead2,tp_grasp_lead2,tp_other_lead2,tp_lead4,fp_lead4,tp_drop_lead4,tp_grasp_lead4,tp_other_lead4,tp_lead8,fp_lead8,tp_drop_lead8,tp_grasp_lead8,tp_other_lead8,tp_lead12,fp_lead12,tp_drop_lead12,tp_grasp_lead12,tp_other_lead12,base_protocol_tp_all,excess_protocol_tp_all,base_protocol_tp_drop,excess_protocol_tp_drop,base_protocol_tp_grasp,excess_protocol_tp_grasp
union_of_two_mode_heads,development_main,220,threshold,selected_mass|L2|sign+1|threshold|k1216 OR token_differentiation_d0|L2|sign-1|threshold|k430,218,116,487,1631,11.0,388,1243,198,84,106,386,309,197,84,105,383,179,194,84,105,356,70,189,76,91,179,44,83,45,51,222,161,41,153,89,-5
union_of_two_undifferentiated_heads,development_main,220,threshold,token_differentiation_d0|L2|sign-1|threshold|k430 OR mobility_d0|L3|sign+1|threshold|k1216,218,116,487,1607,12.0,396,1211,196,91,109,382,605,188,90,104,382,185,188,90,104,346,50,179,79,88,196,32,91,50,55,222,160,41,147,89,1
single_undifferentiated,external_8b,220,threshold,token_differentiation_d0|L2|sign-1|threshold|k430,241,143,564,430,11.0,249,181,97,83,69,245,134,96,83,66,239,101,95,78,66,232,26,91,78,63,110,6,27,53,30,274,-35,50,45,112,-34
drop_head_only,external_8b,220,threshold,selected_mass|L2|sign+1|threshold|k1216,241,143,564,1216,12.0,242,974,122,43,77,242,307,122,43,77,236,233,119,43,74,226,66,113,42,71,129,32,59,24,46,274,-38,50,69,112,-69
grasp_head_only,external_8b,220,threshold,token_differentiation_d0|L2|sign-1|threshold|k430,241,143,564,430,11.0,249,181,97,83,69,245,134,96,83,66,239,101,95,78,66,232,26,91,78,63,110,6,27,53,30,274,-35,50,45,112,-34
union_of_two_mode_heads,external_8b,220,threshold,selected_mass|L2|sign+1|threshold|k1216 OR token_differentiation_d0|L2|sign-1|threshold|k430,241,143,564,1610,11.0,462,1148,212,119,131,459,436,211,119,129,447,331,207,114,126,430,92,197,113,120,218,38,81,70,67,274,173,50,157,112,2
union_of_two_undifferentiated_heads,external_8b,220,threshold,token_differentiation_d0|L2|sign-1|threshold|k430 OR mobility_d0|L3|sign+1|threshold|k1216,241,143,564,1624,10.0,453,1171,205,119,129,442,617,202,118,122,424,290,194,111,119,382,60,167,106,109,189,21,58,66,65,274,150,50,144,112,-1
single_undifferentiated,development_main,220,change_point,state_mobility_d0|L15|sign-1|change_point|k608,218,116,487,608,9.0,314,294,181,63,70,307,278,176,62,69,295,194,169,59,67,210,82,116,41,53,125,51,48,38,39,222,73,41,128,89,-30
drop_head_only,development_main,220,change_point,state_mobility_d0|L15|sign-1|change_point|k430,218,116,487,430,9.0,288,142,179,48,61,281,128,174,47,60,265,93,167,41,57,169,55,101,25,43,96,34,44,23,29,222,43,41,126,89,-48
grasp_head_only,development_main,220,change_point,token_differentiation_d0|L2|sign-1|change_point|k430,218,116,487,430,10.0,253,177,106,71,76,253,132,106,71,76,253,87,106,71,76,216,43,91,58,67,90,31,18,38,34,222,31,41,65,89,-18
union_of_two_mode_heads,development_main,220,change_point,state_mobility_d0|L15|sign-1|change_point|k430 OR token_differentiation_d0|L2|sign-1|change_point|k430,218,116,487,712,10.0,404,308,205,90,109,400,250,201,90,109,387,173,195,86,106,291,95,136,68,87,156,63,52,51,53,222,165,41,154,89,-3
union_of_two_undifferentiated_heads,development_main,220,change_point,state_mobility_d0|L15|sign-1|change_point|k430 OR token_differentiation_d0|L2|sign-1|change_point|k430,218,116,487,712,10.0,404,308,205,90,109,400,250,201,90,109,387,173,195,86,106,291,95,136,68,87,156,63,52,51,53,222,165,41,154,89,-3
single_undifferentiated,external_8b,220,change_point,state_mobility_d0|L15|sign-1|change_point|k608,241,143,564,608,13.0,371,237,191,87,93,366,227,189,87,90,342,177,177,80,85,257,95,126,58,73,174,66,55,57,62,274,68,50,127,112,-32
drop_head_only,external_8b,220,change_point,state_mobility_d0|L15|sign-1|change_point|k430,241,143,564,430,9.0,318,112,182,57,79,311,108,178,55,78,281,86,161,47,73,194,63,106,27,61,123,43,47,26,50,274,7,50,111,112,-65
grasp_head_only,external_8b,220,change_point,token_differentiation_d0|L2|sign-1|change_point|k430,241,143,564,430,9.0,249,181,78,86,85,237,142,76,79,82,220,81,70,72,78,199,20,59,70,70,78,8,13,35,30,274,-54,50,20,112,-40
union_of_two_mode_heads,external_8b,220,change_point,state_mobility_d0|L15|sign-1|change_point|k430 OR token_differentiation_d0|L2|sign-1|change_point|k430,241,143,564,735,9.5,454,281,208,118,128,440,240,204,111,125,400,158,183,100,117,309,82,128,79,102,171,50,54,50,67,274,126,50,133,112,-12
union_of_two_undifferentiated_heads,external_8b,220,change_point,state_mobility_d0|L15|sign-1|change_point|k430 OR token_differentiation_d0|L2|sign-1|change_point|k430,241,143,564,735,9.5,454,281,208,118,128,440,240,204,111,125,400,158,183,100,117,309,82,128,79,102,171,50,54,50,67,274,126,50,133,112,-12
single_undifferentiated,development_main,220,persistence,flow_path|L3|sign+1|persist_run|g900|k860,218,116,487,1344,13.0,238,1106,119,42,77,234,723,117,42,75,231,216,117,42,72,210,131,110,34,66,171,67,100,25,46,222,9,41,76,89,-47
drop_head_only,development_main,220,persistence,flow_path|L15|sign+1|persist_run|g900|k304,218,116,487,322,10.0,215,107,118,26,71,212,98,118,26,68,206,81,114,25,67,163,62,81,22,60,79,17,34,7,38,222,-16,41,73,89,-64
grasp_head_only,development_main,220,persistence,token_entropy_d0|L3|sign+1|persist_cycles|g900|k215,218,116,487,292,14.0,145,147,16,78,51,136,126,15,74,47,135,91,15,74,46,116,49,13,66,37,86,23,11,47,28,222,-87,41,-26,89,-15
union_of_two_mode_heads,development_main,220,persistence,flow_path|L15|sign+1|persist_run|g900|k304 OR token_entropy_d0|L3|sign+1|persist_cycles|g900|k215,218,116,487,599,11.0,346,253,129,102,115,339,223,128,99,112,332,171,124,98,110,275,111,91,88,96,161,40,42,54,65,222,110,41,83,89,9
union_of_two_undifferentiated_heads,development_main,220,persistence,flow_path|L15|sign+1|persist_run|g900|k304 OR selected_mass|L15|sign+1|persist_cycles|g975|k215,218,116,487,880,13.0,245,635,131,34,80,239,282,126,34,79,235,161,123,34,78,219,90,112,34,73,144,24,73,18,53,222,13,41,82,89,-55
single_undifferentiated,external_8b,220,persistence,flow_path|L3|sign+1|persist_run|g900|k860,241,143,564,1434,12.0,280,1154,133,56,91,274,697,132,56,86,270,323,132,55,83,248,225,124,48,76,202,143,106,35,61,274,-4,50,82,112,-57
drop_head_only,external_8b,220,persistence,flow_path|L15|sign+1|persist_run|g900|k304,241,143,564,422,10.0,263,159,130,46,87,259,141,129,45,85,247,119,122,43,82,203,94,92,36,75,110,27,41,17,52,274,-27,50,72,112,-69
grasp_head_only,external_8b,220,persistence,token_entropy_d0|L3|sign+1|persist_cycles|g900|k215,241,143,564,330,16.0,170,160,20,91,59,165,151,19,90,56,164,106,19,89,56,147,47,17,81,49,122,8,14,69,39,274,-110,50,-31,112,-23
union_of_two_mode_heads,external_8b,220,persistence,flow_path|L15|sign+1|persist_run|g900|k304 OR token_entropy_d0|L3|sign+1|persist_cycles|g900|k215,241,143,564,730,13.0,412,318,144,128,140,403,291,142,126,135,391,225,135,124,132,333,141,104,111,118,222,35,51,83,88,274,117,50,85,112,12
union_of_two_undifferentiated_heads,external_8b,220,persistence,flow_path|L15|sign+1|persist_run|g900|k304 OR selected_mass|L15|sign+1|persist_cycles|g975|k215,241,143,564,483,11.0,289,194,140,50,99,285,155,138,50,97,277,127,134,48,95,237,98,105,45,87,133,28,48,21,64,274,3,50,84,112,-64
single_undifferentiated,development_main,220,any,state_mobility_d0|L15|sign-1|change_point|k608,218,116,487,608,9.0,314,294,181,63,70,307,278,176,62,69,295,194,169,59,67,210,82,116,41,53,125,51,48,38,39,222,73,41,128,89,-30
drop_head_only,development_main,220,any,state_mobility_d0|L15|sign-1|change_point|k430,218,116,487,430,9.0,288,142,179,48,61,281,128,174,47,60,265,93,167,41,57,169,55,101,25,43,96,34,44,23,29,222,43,41,126,89,-48
grasp_head_only,development_main,220,any,token_entropy_d0|L3|sign+1|persist_cycles|g900|k215,218,116,487,292,14.0,145,147,16,78,51,136,126,15,74,47,135,91,15,74,46,116,49,13,66,37,86,23,11,47,28,222,-87,41,-26,89,-15
union_of_two_mode_heads,development_main,220,any,state_mobility_d0|L15|sign-1|change_point|k430 OR token_entropy_d0|L3|sign+1|persist_cycles|g900|k215,218,116,487,684,9.5,398,286,186,107,105,383,251,180,103,100,366,181,173,97,96,257,103,107,73,77,164,56,49,59,56,222,144,41,132,89,8
union_of_two_undifferentiated_heads,development_main,220,any,state_mobility_d0|L15|sign-1|change_point|k430 OR token_differentiation_d0|L2|sign-1|change_point|k430,218,116,487,712,10.0,404,308,205,90,109,400,250,201,90,109,387,173,195,86,106,291,95,136,68,87,156,63,52,51,53,222,165,41,154,89,-3
single_undifferentiated,external_8b,220,any,state_mobility_d0|L15|sign-1|change_point|k608,241,143,564,608,13.0,371,237,191,87,93,366,227,189,87,90,342,177,177,80,85,257,95,126,58,73,174,66,55,57,62,274,68,50,127,112,-32
drop_head_only,external_8b,220,any,state_mobility_d0|L15|sign-1|change_point|k430,241,143,564,430,9.0,318,112,182,57,79,311,108,178,55,78,281,86,161,47,73,194,63,106,27,61,123,43,47,26,50,274,7,50,111,112,-65
grasp_head_only,external_8b,220,any,token_entropy_d0|L3|sign+1|persist_cycles|g900|k215,241,143,564,330,16.0,170,160,20,91,59,165,151,19,90,56,164,106,19,89,56,147,47,17,81,49,122,8,14,69,39,274,-110,50,-31,112,-23
union_of_two_mode_heads,external_8b,220,any,state_mobility_d0|L15|sign-1|change_point|k430 OR token_entropy_d0|L3|sign+1|persist_cycles|g900|k215,241,143,564,719,13.0,449,270,195,129,125,439,257,190,126,123,408,191,173,117,118,305,109,116,90,99,220,51,57,80,83,274,134,50,123,112,5
union_of_two_undifferentiated_heads,external_8b,220,any,state_mobility_d0|L15|sign-1|change_point|k430 OR token_differentiation_d0|L2|sign-1|change_point|k430,241,143,564,735,9.5,454,281,208,118,128,440,240,204,111,125,400,158,183,100,117,309,82,128,79,102,171,50,54,50,67,274,126,50,133,112,-12
v7_guard,development_main,-1,published,two::v7_guard|global,218,116,487,449,16.0,382,67,175,99,108,359,57,160,94,105,303,38,124,82,97,217,26,61,77,79,178,18,50,67,61,222,81,41,83,89,-7
union_of_all_published,development_main,-1,published,210 task-agnostic vectors,218,116,487,11665,24.0,487,11178,218,116,153,487,10649,218,116,153,487,7581,218,116,153,487,3411,218,116,153,486,2054,218,116,152,487,0,218,0,116,0
v7_guard,external_8b,-1,published,two::v7_guard|global,241,143,564,519,17.0,439,80,188,119,132,410,71,167,114,129,347,57,134,98,115,261,43,67,97,97,228,31,56,90,82,274,73,50,84,112,-14
union_of_all_published,external_8b,-1,published,311 task-agnostic vectors,241,143,564,12657,24.0,564,12093,241,143,180,564,11503,241,143,180,564,8592,241,143,180,564,4523,241,143,180,560,3237,239,143,178,564,0,241,0,143,0
