calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,median_failure_q,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
task_init,0.02,old_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,1,0,1,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,0,0,0,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,0,0,0,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,0,0,0,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,18,2,24,376,0.75,0.005319148936170213,18.5,2,1,2,1,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,17.0,2,0,3,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,38,0,41,359,0.926829268292683,0.0,19.0,0,0,1,0,,,,
task_init,0.02,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,all,486,133,564,15436,0.8617021276595744,0.008616221819124125,24.0,77,91,160,112,0.8203511482976322,0.9222435897435897,0.005294291935679576,0.012410922882812021
task_init,0.02,previous_absolute_acc,libero_goal,87,10,106,3894,0.8207547169811321,0.0025680534155110425,21.0,21,7,37,10,,,,
task_init,0.02,previous_absolute_acc,libero_long,241,108,274,3726,0.8795620437956204,0.028985507246376812,32.0,51,80,111,96,,,,
task_init,0.02,previous_absolute_acc,libero_object,32,11,44,3956,0.7272727272727273,0.002780586450960566,19.0,1,3,5,5,,,,
task_init,0.02,previous_absolute_acc,libero_spatial,126,4,140,3860,0.9,0.0010362694300518134,18.0,4,1,7,1,,,,
task_init,0.02,previous_absolute_acc,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,0,0,3,1,,,,
task_init,0.02,previous_absolute_acc,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
task_init,0.02,previous_absolute_acc,libero_goal/put_the_bowl_on_the_plate,11,0,18,382,0.6111111111111112,0.0,16.0,2,0,6,0,,,,
task_init,0.02,previous_absolute_acc,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
task_init,0.02,previous_absolute_acc,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
task_init,0.02,previous_absolute_acc,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,3,5,,,,
task_init,0.02,previous_absolute_acc,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
task_init,0.02,previous_absolute_acc,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,35.5,1,0,1,0,,,,
task_init,0.02,previous_absolute_acc,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,8,1,399,1.0,0.020050125313283207,29.0,0,8,1,8,,,,
task_init,0.02,previous_absolute_acc,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,21,1,399,1.0,0.05263157894736842,41.0,0,20,0,20,,,,
task_init,0.02,previous_absolute_acc,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,123,16,151,249,0.8145695364238411,0.0642570281124498,33.0,0,1,22,6,,,,
task_init,0.02,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,6,30,370,1.0,0.016216216216216217,14.0,24,6,24,6,,,,
task_init,0.02,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,2,10,390,0.8,0.005128205128205128,10.0,8,0,8,2,,,,
task_init,0.02,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,7,4,396,1.0,0.017676767676767676,31.5,1,4,2,7,,,,
task_init,0.02,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,5,20,380,0.85,0.013157894736842105,30.0,3,4,15,4,,,,
task_init,0.02,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,14,47,353,1.0,0.039660056657223795,31.0,8,9,32,14,,,,
task_init,0.02,previous_absolute_acc,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,29,6,394,1.0,0.07360406091370558,24.0,6,28,6,29,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,4,3,397,0.6666666666666666,0.010075566750629723,21.5,0,0,0,2,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,0,0,1,0,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,2,5,395,0.6,0.005063291139240506,16.0,0,0,2,0,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,0,0,1,0,,,,
task_init,0.02,previous_absolute_acc,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,1,0,1,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,19.5,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,18.0,2,1,2,1,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,17.0,2,0,3,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,40,0,41,359,0.975609756097561,0.0,19.0,0,0,1,0,,,,
task_init,0.02,previous_absolute_acc,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,all,490,137,564,15436,0.8687943262411347,0.00887535630992485,24.0,76,98,159,116,0.8269608032812258,0.9249346514745308,0.005214269201272685,0.01346864320479132
task_init,0.02,previous_leaky_state_trap,libero_goal,87,10,106,3894,0.8207547169811321,0.0025680534155110425,21.0,21,7,37,10,,,,
task_init,0.02,previous_leaky_state_trap,libero_long,245,114,274,3726,0.8941605839416058,0.030595813204508857,32.0,50,87,110,102,,,,
task_init,0.02,previous_leaky_state_trap,libero_object,32,9,44,3956,0.7272727272727273,0.002275025278058645,19.0,1,3,5,3,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial,126,4,140,3860,0.9,0.0010362694300518134,18.0,4,1,7,1,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,0,0,3,1,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/put_the_bowl_on_the_plate,11,0,18,382,0.6111111111111112,0.0,16.0,2,0,6,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,3,5,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,34.0,1,0,1,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,9,1,399,1.0,0.022556390977443608,29.0,0,9,1,9,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,17,1,399,1.0,0.042606516290726815,41.0,0,16,0,16,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,127,15,151,249,0.8410596026490066,0.060240963855421686,33.0,0,0,22,5,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,7,30,370,1.0,0.01891891891891892,14.0,24,7,24,7,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,2,10,390,0.8,0.005128205128205128,10.0,8,0,8,2,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,7,4,396,1.0,0.017676767676767676,31.5,1,4,2,7,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,5,20,380,0.85,0.013157894736842105,30.0,3,4,15,4,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,14,47,353,1.0,0.039660056657223795,31.0,7,9,31,14,,,,
task_init,0.02,previous_leaky_state_trap,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,38,6,394,1.0,0.09644670050761421,23.5,6,38,6,38,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,2,3,397,0.6666666666666666,0.005037783375314861,21.5,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,0,0,1,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,2,5,395,0.6,0.005063291139240506,16.0,0,0,2,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,0,0,1,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,1,0,1,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,18.0,2,1,2,1,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,17.0,2,0,3,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,40,0,41,359,0.975609756097561,0.0,19.0,0,0,1,0,,,,
task_init,0.02,previous_leaky_state_trap,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,all,490,133,564,15436,0.8687943262411347,0.008616221819124125,24.0,78,94,160,112,0.8315297171392265,0.9208276596440009,0.005175291724733574,0.012878536721191141
task_init,0.02,previous_persistent_ac,libero_goal,89,10,106,3894,0.839622641509434,0.0025680534155110425,21.0,21,7,37,10,,,,
task_init,0.02,previous_persistent_ac,libero_long,245,111,274,3726,0.8941605839416058,0.029790660225442835,32.0,52,83,113,98,,,,
task_init,0.02,previous_persistent_ac,libero_object,32,8,44,3956,0.7272727272727273,0.0020222446916076846,19.5,1,3,4,3,,,,
task_init,0.02,previous_persistent_ac,libero_spatial,124,4,140,3860,0.8857142857142857,0.0010362694300518134,18.0,4,1,6,1,,,,
task_init,0.02,previous_persistent_ac,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,40,1,51,349,0.7843137254901961,0.0028653295128939827,25.0,0,0,3,1,,,,
task_init,0.02,previous_persistent_ac,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
task_init,0.02,previous_persistent_ac,libero_goal/put_the_bowl_on_the_plate,12,0,18,382,0.6666666666666666,0.0,18.5,2,0,6,0,,,,
task_init,0.02,previous_persistent_ac,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
task_init,0.02,previous_persistent_ac,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
task_init,0.02,previous_persistent_ac,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,3,5,,,,
task_init,0.02,previous_persistent_ac,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
task_init,0.02,previous_persistent_ac,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,34.5,1,0,1,0,,,,
task_init,0.02,previous_persistent_ac,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,9,1,399,1.0,0.022556390977443608,20.0,1,9,1,9,,,,
task_init,0.02,previous_persistent_ac,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,15,1,399,1.0,0.03759398496240601,41.0,0,14,0,14,,,,
task_init,0.02,previous_persistent_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,127,17,151,249,0.8410596026490066,0.06827309236947791,33.0,0,1,22,6,,,,
task_init,0.02,previous_persistent_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,6,30,370,1.0,0.016216216216216217,14.0,23,6,23,6,,,,
task_init,0.02,previous_persistent_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,3,10,390,0.8,0.007692307692307693,10.0,8,0,8,3,,,,
task_init,0.02,previous_persistent_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,8,4,396,1.0,0.020202020202020204,28.5,2,5,3,8,,,,
task_init,0.02,previous_persistent_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,5,20,380,0.85,0.013157894736842105,30.0,3,4,15,4,,,,
task_init,0.02,previous_persistent_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,13,47,353,1.0,0.036827195467422094,31.0,8,9,34,13,,,,
task_init,0.02,previous_persistent_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,35,6,394,1.0,0.08883248730964467,24.5,6,35,6,35,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,1,3,397,0.6666666666666666,0.0025188916876574307,21.5,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,0,0,1,0,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,19.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,2,5,395,0.6,0.005063291139240506,17.0,0,0,1,0,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,0,0,1,0,,,,
task_init,0.02,previous_persistent_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,1,0,1,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,18.0,2,1,2,1,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,17.0,2,0,2,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,19.0,0,0,1,0,,,,
task_init,0.02,previous_persistent_ac,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
task_init,0.02,ac_reference,all,482,125,564,15436,0.8546099290780141,0.008097952837522675,24.0,82,89,163,104,0.8128632498805147,0.9155863714598654,0.005212967443122146,0.011122065822455736
task_init,0.02,ac_reference,libero_goal,87,10,106,3894,0.8207547169811321,0.0025680534155110425,21.0,22,8,37,10,,,,
task_init,0.02,ac_reference,libero_long,241,102,274,3726,0.8795620437956204,0.027375201288244767,32.0,55,76,115,89,,,,
task_init,0.02,ac_reference,libero_object,31,9,44,3956,0.7045454545454546,0.002275025278058645,20.0,1,4,4,4,,,,
task_init,0.02,ac_reference,libero_spatial,123,4,140,3860,0.8785714285714286,0.0010362694300518134,19.0,4,1,7,1,,,,
task_init,0.02,ac_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.02,ac_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,1,1,3,1,,,,
task_init,0.02,ac_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
task_init,0.02,ac_reference,libero_goal/put_the_bowl_on_the_plate,11,0,18,382,0.6111111111111112,0.0,16.0,2,0,6,0,,,,
task_init,0.02,ac_reference,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
