key,d_tp0,d_fp0,d_tp4,d_fp4
rankdiff|bnd:ba-bs|high|2|2|0.98|2|8-24,18.0,336.0,73.0,122.0
rankdiff|bnd:ba-bs|high|2|2|0.98|4|8-24,18.0,336.0,73.0,122.0
rankdiff|bnd:ba-bs|high|2|2|0.98|6|8-24,18.0,336.0,73.0,122.0
rankdiff|bnd:ba-bs|high|2|3|0.98|2|8-24,16.0,80.0,51.0,42.0
rankdiff|bnd:ba-bs|high|2|3|0.98|4|8-24,16.0,80.0,51.0,42.0
rankdiff|bnd:ba-bs|high|2|3|0.98|6|8-24,16.0,80.0,51.0,42.0
rankdiff|bnd:ba-bs|high|2|1|0.98|2|6-20,22.0,1132.0,76.0,430.0
rankdiff|bnd:ba-bs|high|2|1|0.98|4|6-20,22.0,1132.0,76.0,430.0
rankdiff|bnd:ba-bs|high|2|1|0.98|6|-,30.0,1277.0,85.0,537.0
rankdiff|bnd:ba-bs|high|2|1|0.98|6|4-16,17.0,940.0,54.0,290.0
rankdiff|bnd:ba-bs|high|2|1|0.98|6|4-24,25.0,1247.0,80.0,525.0
rankdiff|bnd:ba-bs|high|2|1|0.98|6|6-20,22.0,1132.0,76.0,430.0
rankdiff|bnd:ba-bs|high|2|2|0.98|2|6-20,16.0,321.0,70.0,113.0
rankdiff|bnd:ba-bs|high|2|2|0.98|4|6-20,16.0,321.0,70.0,113.0
rankdiff|bnd:ba-bs|high|2|2|0.98|6|-,23.0,368.0,78.0,136.0
rankdiff|bnd:ba-bs|high|2|2|0.98|6|4-16,12.0,244.0,35.0,56.0
rankdiff|bnd:ba-bs|high|2|2|0.98|6|4-24,18.0,342.0,73.0,129.0
rankdiff|bnd:ba-bs|high|2|2|0.98|6|6-20,16.0,321.0,70.0,113.0
rankdiff|bnd:ba-bs|high|2|3|0.98|2|6-20,15.0,78.0,51.0,40.0
rankdiff|bnd:ba-bs|high|2|3|0.98|4|6-20,15.0,78.0,51.0,40.0
rankdiff|bnd:ba-bs|high|2|3|0.98|6|-,20.0,96.0,56.0,46.0
rankdiff|bnd:ba-bs|high|2|3|0.98|6|4-16,9.0,33.0,21.0,10.0
rankdiff|bnd:ba-bs|high|2|3|0.98|6|4-24,16.0,81.0,51.0,43.0
rankdiff|bnd:ba-bs|high|2|3|0.98|6|6-20,15.0,78.0,51.0,40.0
rankdiff|bnd:ba-bs|high|2|1|0.99|2|-,23.0,510.0,72.0,141.0
rankdiff|bnd:ba-bs|high|2|2|0.99|2|-,19.0,117.0,59.0,52.0
rankdiff|bnd:ba-bs|high|2|3|0.99|2|-,18.0,41.0,38.0,25.0
rankdiff|bnd:ba-bs|high|2|1|0.99|2|4-16,13.0,369.0,38.0,48.0
rankdiff|bnd:ba-bs|high|2|1|0.99|2|4-24,19.0,491.0,69.0,132.0
rankdiff|bnd:ba-bs|high|2|1|0.99|4|-,23.0,510.0,72.0,141.0
rankdiff|bnd:ba-bs|high|2|1|0.99|4|4-16,13.0,369.0,38.0,48.0
rankdiff|bnd:ba-bs|high|2|1|0.99|4|4-24,19.0,491.0,69.0,132.0
rankdiff|bnd:ba-bs|high|2|2|0.99|2|4-16,8.0,58.0,23.0,12.0
rankdiff|bnd:ba-bs|high|2|2|0.99|2|4-24,17.0,108.0,57.0,51.0
rankdiff|bnd:ba-bs|high|2|2|0.99|4|-,19.0,117.0,59.0,52.0
rankdiff|bnd:ba-bs|high|2|2|0.99|4|4-16,8.0,58.0,23.0,12.0
rankdiff|bnd:ba-bs|high|2|2|0.99|4|4-24,17.0,108.0,57.0,51.0
rankdiff|bnd:ba-bs|high|2|3|0.99|2|4-16,6.0,9.0,12.0,4.0
rankdiff|bnd:ba-bs|high|2|3|0.99|2|4-24,16.0,37.0,35.0,24.0
rankdiff|bnd:ba-bs|high|2|3|0.99|4|-,18.0,41.0,38.0,25.0
rankdiff|bnd:ba-bs|high|2|3|0.99|4|4-16,6.0,9.0,12.0,4.0
rankdiff|bnd:ba-bs|high|2|3|0.99|4|4-24,16.0,37.0,35.0,24.0
rankdiff|bnd:ba-bs|high|2|1|0.99|2|8-24,19.0,477.0,69.0,118.0
rankdiff|bnd:ba-bs|high|2|1|0.99|4|8-24,19.0,477.0,69.0,118.0
rankdiff|bnd:ba-bs|high|2|1|0.99|6|8-24,19.0,477.0,69.0,118.0
rankdiff|bnd:ba-bs|high|2|2|0.99|2|8-24,17.0,104.0,57.0,47.0
rankdiff|bnd:ba-bs|high|2|2|0.99|4|8-24,17.0,104.0,57.0,47.0
rankdiff|bnd:ba-bs|high|2|2|0.99|6|8-24,17.0,104.0,57.0,47.0
rankdiff|bnd:ba-bs|high|2|3|0.99|2|8-24,16.0,35.0,35.0,22.0
rankdiff|bnd:ba-bs|high|2|3|0.99|4|8-24,16.0,35.0,35.0,22.0
rankdiff|bnd:ba-bs|high|2|3|0.99|6|8-24,16.0,35.0,35.0,22.0
rankdiff|bnd:ba-bs|high|2|1|0.99|2|6-20,17.0,436.0,67.0,86.0
rankdiff|bnd:ba-bs|high|2|1|0.99|4|6-20,17.0,436.0,67.0,86.0
rankdiff|bnd:ba-bs|high|2|1|0.99|6|-,23.0,501.0,72.0,132.0
rankdiff|bnd:ba-bs|high|2|1|0.99|6|4-16,13.0,358.0,36.0,37.0
rankdiff|bnd:ba-bs|high|2|1|0.99|6|4-24,19.0,482.0,69.0,123.0
rankdiff|bnd:ba-bs|high|2|1|0.99|6|6-20,17.0,436.0,67.0,86.0
rankdiff|bnd:ba-bs|high|2|2|0.99|2|6-20,15.0,101.0,56.0,44.0
rankdiff|bnd:ba-bs|high|2|2|0.99|4|6-20,15.0,101.0,56.0,44.0
rankdiff|bnd:ba-bs|high|2|2|0.99|6|-,19.0,115.0,59.0,50.0
rankdiff|bnd:ba-bs|high|2|2|0.99|6|4-16,8.0,56.0,23.0,10.0
rankdiff|bnd:ba-bs|high|2|2|0.99|6|4-24,17.0,106.0,57.0,49.0
rankdiff|bnd:ba-bs|high|2|2|0.99|6|6-20,15.0,101.0,56.0,44.0
rankdiff|bnd:ba-bs|high|2|3|0.99|2|6-20,12.0,30.0,35.0,17.0
rankdiff|bnd:ba-bs|high|2|3|0.99|4|6-20,12.0,30.0,35.0,17.0
rankdiff|bnd:ba-bs|high|2|3|0.99|6|-,18.0,39.0,38.0,23.0
rankdiff|bnd:ba-bs|high|2|3|0.99|6|4-16,6.0,7.0,12.0,2.0
rankdiff|bnd:ba-bs|high|2|3|0.99|6|4-24,16.0,35.0,35.0,22.0
rankdiff|bnd:ba-bs|high|2|3|0.99|6|6-20,12.0,30.0,35.0,17.0
rankdiff|bnd:ba-bs|high|2|1|0.995|2|-,19.0,122.0,55.0,30.0
rankdiff|bnd:ba-bs|high|2|2|0.995|2|-,15.0,30.0,36.0,14.0
rankdiff|bnd:ba-bs|high|2|3|0.995|2|-,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|1|0.995|2|4-16,10.0,84.0,23.0,7.0
rankdiff|bnd:ba-bs|high|2|1|0.995|2|4-24,17.0,117.0,54.0,28.0
rankdiff|bnd:ba-bs|high|2|1|0.995|4|-,19.0,122.0,55.0,30.0
rankdiff|bnd:ba-bs|high|2|1|0.995|4|4-16,10.0,84.0,23.0,7.0
rankdiff|bnd:ba-bs|high|2|1|0.995|4|4-24,17.0,117.0,54.0,28.0
rankdiff|bnd:ba-bs|high|2|2|0.995|2|4-16,3.0,7.0,12.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.995|2|4-24,15.0,29.0,36.0,14.0
rankdiff|bnd:ba-bs|high|2|2|0.995|4|-,15.0,30.0,36.0,14.0
rankdiff|bnd:ba-bs|high|2|2|0.995|4|4-16,3.0,7.0,12.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.995|4|4-24,15.0,29.0,36.0,14.0
rankdiff|bnd:ba-bs|high|2|3|0.995|2|4-16,3.0,1.0,6.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.995|2|4-24,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|3|0.995|4|-,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|3|0.995|4|4-16,3.0,1.0,6.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.995|4|4-24,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|1|0.995|2|8-24,17.0,115.0,54.0,26.0
rankdiff|bnd:ba-bs|high|2|1|0.995|4|8-24,17.0,115.0,54.0,26.0
rankdiff|bnd:ba-bs|high|2|1|0.995|6|8-24,17.0,115.0,54.0,26.0
rankdiff|bnd:ba-bs|high|2|2|0.995|2|8-24,15.0,28.0,36.0,13.0
rankdiff|bnd:ba-bs|high|2|2|0.995|4|8-24,15.0,28.0,36.0,13.0
rankdiff|bnd:ba-bs|high|2|2|0.995|6|8-24,15.0,28.0,36.0,13.0
rankdiff|bnd:ba-bs|high|2|3|0.995|2|8-24,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|3|0.995|4|8-24,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|3|0.995|6|8-24,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|1|0.995|2|6-20,15.0,111.0,53.0,24.0
rankdiff|bnd:ba-bs|high|2|1|0.995|4|6-20,15.0,111.0,53.0,24.0
rankdiff|bnd:ba-bs|high|2|1|0.995|6|-,19.0,122.0,55.0,30.0
rankdiff|bnd:ba-bs|high|2|1|0.995|6|4-16,10.0,84.0,23.0,7.0
rankdiff|bnd:ba-bs|high|2|1|0.995|6|4-24,17.0,117.0,54.0,28.0
rankdiff|bnd:ba-bs|high|2|1|0.995|6|6-20,15.0,111.0,53.0,24.0
rankdiff|bnd:ba-bs|high|2|2|0.995|2|6-20,12.0,27.0,36.0,12.0
rankdiff|bnd:ba-bs|high|2|2|0.995|4|6-20,12.0,27.0,36.0,12.0
rankdiff|bnd:ba-bs|high|2|2|0.995|6|-,15.0,30.0,36.0,14.0
rankdiff|bnd:ba-bs|high|2|2|0.995|6|4-16,3.0,7.0,12.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.995|6|4-24,15.0,29.0,36.0,14.0
rankdiff|bnd:ba-bs|high|2|2|0.995|6|6-20,12.0,27.0,36.0,12.0
rankdiff|bnd:ba-bs|high|2|3|0.995|2|6-20,9.0,10.0,13.0,4.0
rankdiff|bnd:ba-bs|high|2|3|0.995|4|6-20,9.0,10.0,13.0,4.0
rankdiff|bnd:ba-bs|high|2|3|0.995|6|-,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|3|0.995|6|4-16,3.0,1.0,6.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.995|6|4-24,13.0,16.0,13.0,9.0
rankdiff|bnd:ba-bs|high|2|3|0.995|6|6-20,9.0,10.0,13.0,4.0
rankdiff|bnd:ba-bs|high|2|1|0.998|2|-,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|2|0.998|2|-,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|3|0.998|2|-,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.998|2|4-16,2.0,1.0,10.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.998|2|4-24,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|1|0.998|4|-,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|1|0.998|4|4-16,2.0,1.0,10.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.998|4|4-24,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|2|0.998|2|4-16,1.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.998|2|4-24,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.998|4|-,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.998|4|4-16,1.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.998|4|4-24,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|3|0.998|2|4-24,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|4|-,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|4|4-24,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.998|2|8-24,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|1|0.998|4|8-24,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|1|0.998|6|8-24,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|2|0.998|2|8-24,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.998|4|8-24,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.998|6|8-24,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|3|0.998|2|8-24,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|4|8-24,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|6|8-24,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.998|2|6-20,5.0,5.0,22.0,2.0
rankdiff|bnd:ba-bs|high|2|1|0.998|4|6-20,5.0,5.0,22.0,2.0
rankdiff|bnd:ba-bs|high|2|1|0.998|6|-,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|1|0.998|6|4-16,2.0,1.0,10.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.998|6|4-24,8.0,9.0,22.0,5.0
rankdiff|bnd:ba-bs|high|2|1|0.998|6|6-20,5.0,5.0,22.0,2.0
rankdiff|bnd:ba-bs|high|2|2|0.998|2|6-20,4.0,0.0,10.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.998|4|6-20,4.0,0.0,10.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.998|6|-,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.998|6|4-16,1.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.998|6|4-24,6.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.998|6|6-20,4.0,0.0,10.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|2|6-20,0.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|4|6-20,0.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|6|-,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|6|4-24,4.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.998|6|6-20,0.0,0.0,4.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.999|2|-,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.999|2|-,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|2|-,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.999|2|4-16,1.0,0.0,7.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.999|2|4-24,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|1|0.999|4|-,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|1|0.999|4|4-16,1.0,0.0,7.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.999|4|4-24,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.999|2|4-16,0.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|2|4-24,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|4|-,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|4|4-16,0.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|4|4-24,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|2|4-24,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|4|-,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|4|4-24,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.999|2|8-24,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|1|0.999|4|8-24,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|1|0.999|6|8-24,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.999|2|8-24,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|4|8-24,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|6|8-24,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|2|8-24,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|4|8-24,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|6|8-24,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.999|2|6-20,3.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|1|0.999|4|6-20,3.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|1|0.999|6|-,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|1|0.999|6|4-16,1.0,0.0,7.0,0.0
rankdiff|bnd:ba-bs|high|2|1|0.999|6|4-24,5.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|1|0.999|6|6-20,3.0,1.0,10.0,1.0
rankdiff|bnd:ba-bs|high|2|2|0.999|2|6-20,1.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|4|6-20,1.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|6|-,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|6|4-16,0.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|6|4-24,5.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|2|0.999|6|6-20,1.0,0.0,5.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|2|6-20,0.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|4|6-20,0.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|6|-,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|6|4-24,2.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|high|2|3|0.999|6|6-20,0.0,0.0,2.0,0.0
rankdiff|bnd:ba-bs|low|2|1|0.98|2|-,31.0,2321.0,43.0,1486.0
rankdiff|bnd:ba-bs|low|2|2|0.98|2|-,25.0,837.0,25.0,380.0
rankdiff|bnd:ba-bs|low|2|3|0.98|2|-,15.0,169.0,13.0,59.0
rankdiff|bnd:ba-bs|low|2|1|0.98|2|4-16,4.0,1639.0,12.0,965.0
rankdiff|bnd:ba-bs|low|2|1|0.98|2|4-24,10.0,1952.0,22.0,1137.0
rankdiff|bnd:ba-bs|low|2|1|0.98|4|-,30.0,2125.0,42.0,1249.0
rankdiff|bnd:ba-bs|low|2|1|0.98|4|4-16,4.0,1639.0,12.0,965.0
rankdiff|bnd:ba-bs|low|2|1|0.98|4|4-24,10.0,1952.0,22.0,1137.0
rankdiff|bnd:ba-bs|low|2|2|0.98|2|4-16,0.0,546.0,0.0,179.0
rankdiff|bnd:ba-bs|low|2|2|0.98|2|4-24,0.0,705.0,2.0,276.0
rankdiff|bnd:ba-bs|low|2|2|0.98|4|-,24.0,773.0,23.0,307.0
rankdiff|bnd:ba-bs|low|2|2|0.98|4|4-16,0.0,546.0,0.0,179.0
rankdiff|bnd:ba-bs|low|2|2|0.98|4|4-24,0.0,705.0,2.0,276.0
rankdiff|bnd:ba-bs|low|2|3|0.98|2|4-16,0.0,110.0,0.0,16.0
rankdiff|bnd:ba-bs|low|2|3|0.98|2|4-24,0.0,135.0,0.0,33.0
rankdiff|bnd:ba-bs|low|2|3|0.98|4|-,15.0,152.0,13.0,42.0
rankdiff|bnd:ba-bs|low|2|3|0.98|4|4-16,0.0,110.0,0.0,16.0
rankdiff|bnd:ba-bs|low|2|3|0.98|4|4-24,0.0,135.0,0.0,33.0
rankdiff|bnd:ba-bs|low|2|1|0.98|2|8-24,10.0,1819.0,22.0,967.0
rankdiff|bnd:ba-bs|low|2|1|0.98|4|8-24,10.0,1819.0,22.0,967.0
rankdiff|bnd:ba-bs|low|2|1|0.98|6|8-24,10.0,1819.0,22.0,967.0
rankdiff|bnd:ba-bs|low|2|2|0.98|2|8-24,0.0,677.0,2.0,246.0
rankdiff|bnd:ba-bs|low|2|2|0.98|4|8-24,0.0,677.0,2.0,246.0
rankdiff|bnd:ba-bs|low|2|2|0.98|6|8-24,0.0,677.0,2.0,246.0
rankdiff|bnd:ba-bs|low|2|3|0.98|2|8-24,0.0,135.0,0.0,33.0
rankdiff|bnd:ba-bs|low|2|3|0.98|4|8-24,0.0,135.0,0.0,33.0
rankdiff|bnd:ba-bs|low|2|3|0.98|6|8-24,0.0,135.0,0.0,33.0
rankdiff|bnd:ba-bs|low|2|1|0.98|2|6-20,7.0,1700.0,18.0,949.0
rankdiff|bnd:ba-bs|low|2|1|0.98|4|6-20,7.0,1700.0,18.0,949.0
rankdiff|bnd:ba-bs|low|2|1|0.98|6|-,30.0,1994.0,42.0,1082.0
rankdiff|bnd:ba-bs|low|2|1|0.98|6|4-16,4.0,1508.0,12.0,798.0
rankdiff|bnd:ba-bs|low|2|1|0.98|6|4-24,10.0,1821.0,22.0,970.0
rankdiff|bnd:ba-bs|low|2|1|0.98|6|6-20,7.0,1700.0,18.0,949.0
rankdiff|bnd:ba-bs|low|2|2|0.98|2|6-20,0.0,625.0,1.0,239.0
rankdiff|bnd:ba-bs|low|2|2|0.98|4|6-20,0.0,625.0,1.0,239.0
rankdiff|bnd:ba-bs|low|2|2|0.98|6|-,24.0,746.0,23.0,278.0
rankdiff|bnd:ba-bs|low|2|2|0.98|6|4-16,0.0,519.0,0.0,150.0
rankdiff|bnd:ba-bs|low|2|2|0.98|6|4-24,0.0,678.0,2.0,247.0
rankdiff|bnd:ba-bs|low|2|2|0.98|6|6-20,0.0,625.0,1.0,239.0
rankdiff|bnd:ba-bs|low|2|3|0.98|2|6-20,0.0,128.0,0.0,31.0
rankdiff|bnd:ba-bs|low|2|3|0.98|4|6-20,0.0,128.0,0.0,31.0
rankdiff|bnd:ba-bs|low|2|3|0.98|6|-,15.0,152.0,13.0,42.0
rankdiff|bnd:ba-bs|low|2|3|0.98|6|4-16,0.0,110.0,0.0,16.0
rankdiff|bnd:ba-bs|low|2|3|0.98|6|4-24,0.0,135.0,0.0,33.0
rankdiff|bnd:ba-bs|low|2|3|0.98|6|6-20,0.0,128.0,0.0,31.0
rankdiff|bnd:ba-bs|low|2|1|0.99|2|-,27.0,1294.0,27.0,730.0
rankdiff|bnd:ba-bs|low|2|2|0.99|2|-,18.0,396.0,18.0,163.0
rankdiff|bnd:ba-bs|low|2|3|0.99|2|-,13.0,61.0,8.0,14.0
rankdiff|bnd:ba-bs|low|2|1|0.99|2|4-16,1.0,936.0,2.0,512.0
rankdiff|bnd:ba-bs|low|2|1|0.99|2|4-24,5.0,1122.0,7.0,596.0
rankdiff|bnd:ba-bs|low|2|1|0.99|4|-,27.0,1234.0,27.0,659.0
rankdiff|bnd:ba-bs|low|2|1|0.99|4|4-16,1.0,936.0,2.0,512.0
rankdiff|bnd:ba-bs|low|2|1|0.99|4|4-24,5.0,1122.0,7.0,596.0
rankdiff|bnd:ba-bs|low|2|2|0.99|2|4-16,0.0,275.0,0.0,75.0
rankdiff|bnd:ba-bs|low|2|2|0.99|2|4-24,0.0,343.0,0.0,122.0
rankdiff|bnd:ba-bs|low|2|2|0.99|4|-,18.0,377.0,17.0,139.0
rankdiff|bnd:ba-bs|low|2|2|0.99|4|4-16,0.0,275.0,0.0,75.0
rankdiff|bnd:ba-bs|low|2|2|0.99|4|4-24,0.0,343.0,0.0,122.0
rankdiff|bnd:ba-bs|low|2|3|0.99|2|4-16,0.0,45.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|2|4-24,0.0,46.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|4|-,13.0,55.0,8.0,8.0
rankdiff|bnd:ba-bs|low|2|3|0.99|4|4-16,0.0,45.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|4|4-24,0.0,46.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|1|0.99|2|8-24,5.0,1052.0,7.0,518.0
rankdiff|bnd:ba-bs|low|2|1|0.99|4|8-24,5.0,1052.0,7.0,518.0
rankdiff|bnd:ba-bs|low|2|1|0.99|6|8-24,5.0,1052.0,7.0,518.0
rankdiff|bnd:ba-bs|low|2|2|0.99|2|8-24,0.0,329.0,0.0,108.0
rankdiff|bnd:ba-bs|low|2|2|0.99|4|8-24,0.0,329.0,0.0,108.0
rankdiff|bnd:ba-bs|low|2|2|0.99|6|8-24,0.0,329.0,0.0,108.0
rankdiff|bnd:ba-bs|low|2|3|0.99|2|8-24,0.0,46.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|4|8-24,0.0,46.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|6|8-24,0.0,46.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|1|0.99|2|6-20,3.0,971.0,4.0,510.0
rankdiff|bnd:ba-bs|low|2|1|0.99|4|6-20,3.0,971.0,4.0,510.0
rankdiff|bnd:ba-bs|low|2|1|0.99|6|-,27.0,1164.0,27.0,581.0
rankdiff|bnd:ba-bs|low|2|1|0.99|6|4-16,1.0,866.0,2.0,434.0
rankdiff|bnd:ba-bs|low|2|1|0.99|6|4-24,5.0,1052.0,7.0,518.0
rankdiff|bnd:ba-bs|low|2|1|0.99|6|6-20,3.0,971.0,4.0,510.0
rankdiff|bnd:ba-bs|low|2|2|0.99|2|6-20,0.0,309.0,0.0,106.0
rankdiff|bnd:ba-bs|low|2|2|0.99|4|6-20,0.0,309.0,0.0,106.0
rankdiff|bnd:ba-bs|low|2|2|0.99|6|-,18.0,363.0,17.0,125.0
rankdiff|bnd:ba-bs|low|2|2|0.99|6|4-16,0.0,261.0,0.0,61.0
rankdiff|bnd:ba-bs|low|2|2|0.99|6|4-24,0.0,329.0,0.0,108.0
rankdiff|bnd:ba-bs|low|2|2|0.99|6|6-20,0.0,309.0,0.0,106.0
rankdiff|bnd:ba-bs|low|2|3|0.99|2|6-20,0.0,45.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|4|6-20,0.0,45.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|6|-,13.0,55.0,8.0,8.0
rankdiff|bnd:ba-bs|low|2|3|0.99|6|4-16,0.0,45.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|6|4-24,0.0,46.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|3|0.99|6|6-20,0.0,45.0,0.0,3.0
rankdiff|bnd:ba-bs|low|2|1|0.995|2|-,21.0,685.0,18.0,364.0
rankdiff|bnd:ba-bs|low|2|2|0.995|2|-,14.0,198.0,11.0,72.0
rankdiff|bnd:ba-bs|low|2|3|0.995|2|-,11.0,20.0,6.0,2.0
rankdiff|bnd:ba-bs|low|2|1|0.995|2|4-16,0.0,513.0,0.0,269.0
