a,b,chunk,gain,lo,hi,sig,abs_a,abs_b,abs_diff,n,n_task,cohort
wc:front_action,wc:back_action,20,0.02854239793090707,-0.13603209966354446,0.08734756544505935,False,0.0006465915388878529,0.06078576267011515,0.08932816060102222,3995,36,external_8b
wc:back_state,wc:back_action,9,0.0014454720663280574,-0.10103263825809909,0.05311685583611724,False,0.026279106413411024,0.02822458454041865,0.02967005660674671,12602,38,external_8b
wc:back_state,wc:back_action,16,-0.01136998793869326,-0.1864567862155279,0.034595985791014645,False,0.062154953470812624,0.00798693848733567,0.050784965532119364,4793,37,external_8b
wc:back_state,wc:back_action,20,-0.05234312457663648,-0.23903706017411364,0.07141990020762853,False,0.1052466284869758,0.06078576267011515,0.05290350391033932,3995,36,external_8b
bnd:front_state,bnd:front_action,9,-0.011400682606908297,-0.34129045664709856,0.007300650627931615,False,0.06279696746622815,0.08821786059140146,0.07681717798449317,2339,5,legacy_main16x32
bnd:front_state,bnd:front_action,16,-0.13154439324850198,-0.13211265586928478,0.0685060883057308,False,0.10934180055864584,0.15700575357509494,0.025461360326592963,1077,4,legacy_main16x32
bnd:front_state,bnd:front_action,20,-0.05675468988981491,-0.09999999999999998,-0.015873015873015872,False,0.1807441395886007,0.09105097231326281,0.12398944969878578,607,4,legacy_main16x32
bnd:front_state,bnd:back_state,9,0.03407776364974813,-0.1394488025351966,0.05028059938342522,False,0.06279696746622815,0.042624690484612704,0.09687473111597628,2339,5,legacy_main16x32
bnd:front_state,bnd:back_state,16,-0.08661995368491415,-0.2877200971463266,-0.013669654746825133,False,0.10934180055864584,0.12520591114188173,0.03858595745696758,1077,4,legacy_main16x32
bnd:front_state,bnd:back_state,20,-0.1151715204295034,-0.125,0.0,False,0.1807441395886007,0.1508880357087118,0.06557261915909729,607,4,legacy_main16x32
bnd:front_state,bnd:back_action,9,-0.028695303014369122,-0.3008221425641574,0.044850138600138645,False,0.06279696746622815,0.048915381600206476,0.034101664451859026,2339,5,legacy_main16x32
bnd:front_state,bnd:back_action,16,-0.04096736457612149,-0.09778030822986211,0.06453435423482984,False,0.10934180055864584,0.24819156301477785,0.20722419843865636,1077,4,legacy_main16x32
bnd:front_state,bnd:back_action,20,-0.1751100290289353,-0.17661993769470402,0.0,False,0.1807441395886007,0.18589443456003996,0.010784405531104657,607,4,legacy_main16x32
bnd:front_state,wc:front_state,9,-0.06279696746622815,-0.1588913709803107,-0.007403611395812026,False,0.06279696746622815,0.06279696746622815,0.0,2339,5,legacy_main16x32
bnd:front_state,wc:front_state,16,-0.10934180055864584,-0.36734693877551017,-0.03190255220417637,False,0.10934180055864584,0.10934180055864584,0.0,1077,4,legacy_main16x32
bnd:front_state,wc:front_state,20,-0.1807441395886007,-0.5,-0.18014383989993749,False,0.1807441395886007,0.1807441395886007,0.0,607,4,legacy_main16x32
bnd:front_state,wc:front_action,9,0.029938144724136972,-0.17004070930794174,0.0629323784468479,False,0.06279696746622815,0.08190804883411884,0.11184619355825581,2339,5,legacy_main16x32
bnd:front_state,wc:front_action,16,-0.080382935039511,-0.2839253187613843,0.030612244897959218,False,0.10934180055864584,0.05926659822856739,0.028958865519134847,1077,4,legacy_main16x32
bnd:front_state,wc:front_action,20,-0.08222523956675098,-0.23809523809523814,-0.08093339587242027,False,0.1807441395886007,0.08988045072884476,0.09851890002184971,607,4,legacy_main16x32
bnd:front_state,wc:back_state,9,0.03407776364974813,-0.1394488025351966,0.05028059938342522,False,0.06279696746622815,0.042624690484612704,0.09687473111597628,2339,5,legacy_main16x32
bnd:front_state,wc:back_state,16,-0.08661995368491415,-0.2877200971463266,-0.013669654746825133,False,0.10934180055864584,0.12520591114188173,0.03858595745696758,1077,4,legacy_main16x32
bnd:front_state,wc:back_state,20,-0.1151715204295034,-0.125,0.0,False,0.1807441395886007,0.1508880357087118,0.06557261915909729,607,4,legacy_main16x32
bnd:front_state,wc:back_action,9,0.03126702932150405,-0.13062776881074212,0.05833895320520022,False,0.06279696746622815,0.03953670685188193,0.0940639967877322,2339,5,legacy_main16x32
bnd:front_state,wc:back_action,16,-0.09362093250889297,-0.2757538959724752,-0.03573516515638703,False,0.10934180055864584,0.12143385776016424,0.02781292525127127,1077,4,legacy_main16x32
bnd:front_state,wc:back_action,20,-0.10085994319068581,-0.16666666666666663,0.00666666666666671,False,0.1807441395886007,0.12473078003558385,0.07988419639791489,607,4,legacy_main16x32
bnd:front_action,bnd:back_state,9,-0.06976644136177212,-0.26992311288898124,-0.003331216001299042,False,0.08821786059140146,0.042624690484612704,0.01845141922962934,2339,5,legacy_main16x32
bnd:front_action,bnd:back_state,16,-0.12684126339914537,-0.14433278577640352,0.04081632653061218,False,0.15700575357509494,0.12520591114188173,0.030164490175949576,1077,4,legacy_main16x32
bnd:front_action,bnd:back_state,20,-0.05479601710522208,-0.08333333333333331,0.03174603174603169,False,0.09105097231326281,0.1508880357087118,0.0960920186034897,607,4,legacy_main16x32
bnd:front_action,bnd:back_action,9,-0.05263434640866549,-0.2701958543300951,0.005719742091629343,False,0.08821786059140146,0.048915381600206476,0.035583514182735976,2339,5,legacy_main16x32
bnd:front_action,bnd:back_action,16,-0.055219996657674186,-0.13450307119121946,0.015306122448979664,False,0.15700575357509494,0.24819156301477785,0.19297156635710366,1077,4,legacy_main16x32
bnd:front_action,bnd:back_action,20,-0.03410899896994102,-0.33333333333333337,-0.007936507936507964,False,0.09105097231326281,0.18589443456003996,0.15178543559009894,607,4,legacy_main16x32
bnd:front_action,wc:front_state,9,-0.011400682606908297,-0.34129045664709856,0.007300650627931615,False,0.08821786059140146,0.06279696746622815,0.07681717798449317,2339,5,legacy_main16x32
bnd:front_action,wc:front_state,16,-0.13154439324850198,-0.13211265586928472,0.0685060883057308,False,0.15700575357509494,0.10934180055864584,0.025461360326592963,1077,4,legacy_main16x32
bnd:front_action,wc:front_state,20,-0.05675468988981491,-0.09999999999999998,-0.015873015873015872,False,0.09105097231326281,0.1807441395886007,0.12398944969878578,607,4,legacy_main16x32
bnd:front_action,wc:front_action,9,-0.055282555282555323,-0.31062652605330154,0.015310233682514163,False,0.08821786059140146,0.08190804883411884,0.03293530530884614,2339,5,legacy_main16x32
bnd:front_action,wc:front_action,16,-0.1538544178384702,-0.1539104677272944,0.05155182804339087,False,0.15700575357509494,0.05926659822856739,0.0031513357366247385,1077,4,legacy_main16x32
bnd:front_action,wc:front_action,20,-0.0772232106626713,-0.07781529419120864,0.023809523809523836,False,0.09105097231326281,0.08988045072884476,0.013827761650591519,607,4,legacy_main16x32
bnd:front_action,wc:back_state,9,-0.06976644136177212,-0.2556167011662544,-0.003331216001299042,False,0.08821786059140146,0.042624690484612704,0.01845141922962934,2339,5,legacy_main16x32
bnd:front_action,wc:back_state,16,-0.12684126339914537,-0.14433278577640352,0.04081632653061218,False,0.15700575357509494,0.12520591114188173,0.030164490175949576,1077,4,legacy_main16x32
bnd:front_action,wc:back_state,20,-0.05479601710522208,-0.08333333333333331,0.03174603174603169,False,0.09105097231326281,0.1508880357087118,0.0960920186034897,607,4,legacy_main16x32
bnd:front_action,wc:back_action,9,-0.06767751125727783,-0.20073696904729998,-0.012269015799295846,False,0.08821786059140146,0.03953670685188193,0.02054034933412363,2339,5,legacy_main16x32
bnd:front_action,wc:back_action,16,-0.10590994819395044,-0.1639192192482366,0.02426128314106457,False,0.15700575357509494,0.12143385776016424,0.0510958053811445,1077,4,legacy_main16x32
bnd:front_action,wc:back_action,20,-0.051307862783656344,-0.05143656599762397,0.08333333333333337,False,0.09105097231326281,0.12473078003558385,0.07342291725192751,607,4,legacy_main16x32
bnd:back_state,bnd:back_action,9,0.019316628266044633,-0.20737440906021098,0.04604862331575865,False,0.042624690484612704,0.048915381600206476,0.06823200986625111,2339,5,legacy_main16x32
bnd:back_state,bnd:back_action,16,-0.02938262468068853,-0.0864088725276097,0.15477636106051407,False,0.12520591114188173,0.24819156301477785,0.21880893833408932,1077,4,legacy_main16x32
bnd:back_state,bnd:back_action,20,-0.1509816774354652,-0.2698412698412698,0.0,False,0.1508880357087118,0.18589443456003996,0.034912757124574756,607,4,legacy_main16x32
bnd:back_state,wc:front_state,9,0.03407776364974807,-0.13944880253519665,0.05028059938342522,False,0.042624690484612704,0.06279696746622815,0.09687473111597622,2339,5,legacy_main16x32
bnd:back_state,wc:front_state,16,-0.08661995368491415,-0.2877200971463266,-0.013669654746825188,False,0.12520591114188173,0.10934180055864584,0.03858595745696758,1077,4,legacy_main16x32
bnd:back_state,wc:front_state,20,-0.1151715204295034,-0.125,0.0,False,0.1508880357087118,0.1807441395886007,0.06557261915909729,607,4,legacy_main16x32
bnd:back_state,wc:front_action,9,-0.0670513102419717,-0.11886331757493895,0.04157282282282282,False,0.042624690484612704,0.08190804883411884,0.014856738592147145,2339,5,legacy_main16x32
bnd:back_state,wc:front_action,16,-0.1205206866092105,-0.1957024896784687,0.012195121951219523,False,0.12520591114188173,0.05926659822856739,0.004685224532671228,1077,4,legacy_main16x32
bnd:back_state,wc:front_action,20,-0.07196366701001966,-0.40476190476190477,-0.07124765478424017,False,0.1508880357087118,0.08988045072884476,0.07892436869869213,607,4,legacy_main16x32
bnd:back_state,wc:back_state,9,-0.042624690484612704,-0.2367452458154412,-0.0006200492479306874,False,0.042624690484612704,0.042624690484612704,0.0,2339,5,legacy_main16x32
bnd:back_state,wc:back_state,16,-0.12520591114188173,-0.33673469387755106,-0.07539636504253677,False,0.12520591114188173,0.12520591114188173,0.0,1077,4,legacy_main16x32
bnd:back_state,wc:back_state,20,-0.1508880357087118,-0.5,-0.150234521575985,False,0.1508880357087118,0.1508880357087118,0.0,607,4,legacy_main16x32
bnd:back_state,wc:back_action,9,-0.008981921433283357,-0.1286074530680863,0.007869473857690212,False,0.042624690484612704,0.03953670685188193,0.033642769051329346,2339,5,legacy_main16x32
bnd:back_state,wc:back_action,16,-0.09794208226896173,-0.23469387755102045,-0.05988012374323276,False,0.12520591114188173,0.12143385776016424,0.027263828872920004,1077,4,legacy_main16x32
bnd:back_state,wc:back_action,20,-0.09703623934825356,-0.25,0.026666666666666616,False,0.1508880357087118,0.12473078003558385,0.053851796360458226,607,4,legacy_main16x32
bnd:back_action,wc:front_state,9,-0.028695303014369122,-0.287378565120266,0.044850138600138645,False,0.048915381600206476,0.06279696746622815,0.034101664451859026,2339,5,legacy_main16x32
bnd:back_action,wc:front_state,16,-0.04096736457612149,-0.09778030822986217,0.06453435423482978,False,0.24819156301477785,0.10934180055864584,0.20722419843865636,1077,4,legacy_main16x32
bnd:back_action,wc:front_state,20,-0.17511002902893524,-0.17661993769470408,0.0,False,0.18589443456003996,0.1807441395886007,0.010784405531104713,607,4,legacy_main16x32
bnd:back_action,wc:front_action,9,0.008556487155709003,-0.31378385817621607,0.08156039271147186,False,0.048915381600206476,0.08190804883411884,0.09046453598982784,2339,5,legacy_main16x32
bnd:back_action,wc:front_action,16,-0.05360254971709599,-0.09934230412440981,0.0951938529529931,False,0.24819156301477785,0.05926659822856739,0.19458901329768186,1077,4,legacy_main16x32
bnd:back_action,wc:front_action,20,-0.06988794206698506,-0.0700075075075075,0.0,False,0.18589443456003996,0.08988045072884476,0.11600649249305489,607,4,legacy_main16x32
bnd:back_action,wc:back_state,9,0.019316628266044633,-0.20737440906021093,0.0460486233157586,False,0.048915381600206476,0.042624690484612704,0.06823200986625111,2339,5,legacy_main16x32
bnd:back_action,wc:back_state,16,-0.02938262468068853,-0.08640887252760965,0.15477636106051407,False,0.24819156301477785,0.12520591114188173,0.21880893833408932,1077,4,legacy_main16x32
bnd:back_action,wc:back_state,20,-0.15098167743546526,-0.2698412698412698,0.0,False,0.18589443456003996,0.1508880357087118,0.0349127571245747,607,4,legacy_main16x32
bnd:back_action,wc:back_action,9,-0.030425721087199653,-0.19850144597318375,0.05332899764246812,False,0.048915381600206476,0.03953670685188193,0.018489660513006823,2339,5,legacy_main16x32
bnd:back_action,wc:back_action,16,-0.03893212691288461,-0.13265306122448978,0.2008196721311475,False,0.24819156301477785,0.12143385776016424,0.20925943610189324,1077,4,legacy_main16x32
bnd:back_action,wc:back_action,20,-0.037004089022068254,-0.24666666666666665,0.08333333333333331,False,0.18589443456003996,0.12473078003558385,0.1488903455379717,607,4,legacy_main16x32
wc:front_state,wc:front_action,9,0.029938144724136972,-0.17004070930794174,0.0629323784468479,False,0.06279696746622815,0.08190804883411884,0.11184619355825581,2339,5,legacy_main16x32
wc:front_state,wc:front_action,16,-0.080382935039511,-0.2839253187613843,0.030612244897959218,False,0.10934180055864584,0.05926659822856739,0.028958865519134847,1077,4,legacy_main16x32
wc:front_state,wc:front_action,20,-0.08222523956675098,-0.23809523809523814,-0.08093339587242027,False,0.1807441395886007,0.08988045072884476,0.09851890002184971,607,4,legacy_main16x32
wc:front_state,wc:back_state,9,0.03407776364974813,-0.1394488025351966,0.05028059938342522,False,0.06279696746622815,0.042624690484612704,0.09687473111597628,2339,5,legacy_main16x32
wc:front_state,wc:back_state,16,-0.08661995368491415,-0.2877200971463266,-0.013669654746825133,False,0.10934180055864584,0.12520591114188173,0.03858595745696758,1077,4,legacy_main16x32
wc:front_state,wc:back_state,20,-0.1151715204295034,-0.125,0.0,False,0.1807441395886007,0.1508880357087118,0.06557261915909729,607,4,legacy_main16x32
wc:front_state,wc:back_action,9,0.03126702932150405,-0.12766983786680963,0.05833895320520022,False,0.06279696746622815,0.03953670685188193,0.0940639967877322,2339,5,legacy_main16x32
wc:front_state,wc:back_action,16,-0.09362093250889297,-0.2757538959724752,-0.03573516515638703,False,0.10934180055864584,0.12143385776016424,0.02781292525127127,1077,4,legacy_main16x32
wc:front_state,wc:back_action,20,-0.10085994319068581,-0.16666666666666663,0.00666666666666671,False,0.1807441395886007,0.12473078003558385,0.07988419639791489,607,4,legacy_main16x32
wc:front_action,wc:back_state,9,-0.06705131024197164,-0.11886331757493895,0.041170703842650425,False,0.08190804883411884,0.042624690484612704,0.0148567385921472,2339,5,legacy_main16x32
wc:front_action,wc:back_state,16,-0.12052068660921045,-0.1957024896784687,0.012195121951219523,False,0.05926659822856739,0.12520591114188173,0.004685224532671284,1077,4,legacy_main16x32
wc:front_action,wc:back_state,20,-0.07196366701001966,-0.40476190476190477,-0.07124765478424017,False,0.08988045072884476,0.1508880357087118,0.07892436869869213,607,4,legacy_main16x32
wc:front_action,wc:back_action,9,0.002734251761489115,-0.21346218634191377,0.06460369520779785,False,0.08190804883411884,0.03953670685188193,0.08464230059560796,2339,5,legacy_main16x32
wc:front_action,wc:back_action,16,-0.08419676749349442,-0.10589474123191128,0.025510204081632626,False,0.05926659822856739,0.12143385776016424,0.037237090266669826,1077,4,legacy_main16x32
wc:front_action,wc:back_action,20,-0.09222929737491031,-0.41666666666666663,0.08666666666666667,False,0.08988045072884476,0.12473078003558385,0.03250148266067354,607,4,legacy_main16x32
wc:back_state,wc:back_action,9,-0.008981921433283357,-0.1286074530680863,0.0058671925337290265,False,0.042624690484612704,0.03953670685188193,0.033642769051329346,2339,5,legacy_main16x32
wc:back_state,wc:back_action,16,-0.09794208226896173,-0.23469387755102045,-0.05988012374323276,False,0.12520591114188173,0.12143385776016424,0.027263828872920004,1077,4,legacy_main16x32
wc:back_state,wc:back_action,20,-0.09703623934825356,-0.25,0.026666666666666616,False,0.1508880357087118,0.12473078003558385,0.053851796360458226,607,4,legacy_main16x32
