corpus,scopes,ops,order,t,auc,det
B,back/all/act,median/median/median,t->l->d,30,0.333665,0.666335
B,back/all/act,median/median/median,t->d->l,20,0.416335,0.583665
B,back/all/act,median/median/median,t->d->l,25,0.493028,0.506972
B,back/all/act,median/median/median,t->d->l,30,0.315737,0.684263
B,back/all/act,min/min/min,l->d->t,20,0.447211,0.552789
B,back/all/act,min/min/min,l->d->t,25,0.491036,0.508964
B,back/all/act,min/min/min,l->d->t,30,0.285359,0.714641
B,back/all/act,min/min/min,l->t->d,20,0.450697,0.549303
B,back/all/act,min/min/min,l->t->d,25,0.495518,0.504482
B,back/all/act,min/min/min,l->t->d,30,0.302789,0.697211
B,back/all/act,min/min/min,d->l->t,20,0.429283,0.570717
B,back/all/act,min/min/min,d->l->t,25,0.48755,0.51245
B,back/all/act,min/min/min,d->l->t,30,0.293825,0.706175
B,back/all/act,min/min/min,d->t->l,20,0.430777,0.569223
B,back/all/act,min/min/min,d->t->l,25,0.474602,0.525398
B,back/all/act,min/min/min,d->t->l,30,0.294323,0.705677
B,back/all/act,min/min/min,t->l->d,20,0.434263,0.565737
B,back/all/act,min/min/min,t->l->d,25,0.476594,0.523406
B,back/all/act,min/min/min,t->l->d,30,0.313247,0.686753
B,back/all/act,min/min/min,t->d->l,20,0.425299,0.574701
B,back/all/act,min/min/min,t->d->l,25,0.474602,0.525398
B,back/all/act,min/min/min,t->d->l,30,0.311753,0.688247
B,back/all/act,std/mean/mean,l->d->t,20,0.446713,0.553287
B,back/all/act,std/mean/mean,l->d->t,25,0.466633,0.533367
B,back/all/act,std/mean/mean,l->d->t,30,0.325199,0.674801
B,back/all/act,std/mean/mean,l->t->d,20,0.446713,0.553287
B,back/all/act,std/mean/mean,l->t->d,25,0.466633,0.533367
B,back/all/act,std/mean/mean,l->t->d,30,0.325199,0.674801
B,back/all/act,std/mean/mean,d->l->t,20,0.464143,0.535857
B,back/all/act,std/mean/mean,d->l->t,25,0.493028,0.506972
B,back/all/act,std/mean/mean,d->l->t,30,0.333665,0.666335
B,back/all/act,std/mean/mean,d->t->l,20,0.521912,0.521912
B,back/all/act,std/mean/mean,d->t->l,25,0.567231,0.567231
B,back/all/act,std/mean/mean,d->t->l,30,0.311255,0.688745
B,back/all/act,std/mean/mean,t->l->d,20,0.465637,0.534363
B,back/all/act,std/mean/mean,t->l->d,25,0.520916,0.520916
B,back/all/act,std/mean/mean,t->l->d,30,0.326195,0.673805
B,back/all/act,std/mean/mean,t->d->l,20,0.52241,0.52241
B,back/all/act,std/mean/mean,t->d->l,25,0.567231,0.567231
B,back/all/act,std/mean/mean,t->d->l,30,0.311255,0.688745
B,back/all/act,q75/q75/q75,l->d->t,20,0.40488,0.59512
B,back/all/act,q75/q75/q75,l->d->t,25,0.471116,0.528884
B,back/all/act,q75/q75/q75,l->d->t,30,0.299303,0.700697
B,back/all/act,q75/q75/q75,l->t->d,20,0.421315,0.578685
B,back/all/act,q75/q75/q75,l->t->d,25,0.485558,0.514442
B,back/all/act,q75/q75/q75,l->t->d,30,0.307769,0.692231
B,back/all/act,q75/q75/q75,d->l->t,20,0.408865,0.591135
B,back/all/act,q75/q75/q75,d->l->t,25,0.482072,0.517928
B,back/all/act,q75/q75/q75,d->l->t,30,0.285359,0.714641
B,back/all/act,q75/q75/q75,d->t->l,20,0.445717,0.554283
B,back/all/act,q75/q75/q75,d->t->l,25,0.506474,0.506474
B,back/all/act,q75/q75/q75,d->t->l,30,0.291335,0.708665
B,back/all/act,q75/q75/q75,t->l->d,20,0.444223,0.555777
B,back/all/act,q75/q75/q75,t->l->d,25,0.50249,0.50249
B,back/all/act,q75/q75/q75,t->l->d,30,0.300797,0.699203
B,back/all/act,q75/q75/q75,t->d->l,20,0.443725,0.556275
B,back/all/act,q75/q75/q75,t->d->l,25,0.49004,0.50996
B,back/all/act,q75/q75/q75,t->d->l,30,0.303287,0.696713
B,back/all/act,max/min/median,l->d->t,20,0.410359,0.589641
B,back/all/act,max/min/median,l->d->t,25,0.461155,0.538845
B,back/all/act,max/min/median,l->d->t,30,0.400398,0.599602
B,back/all/act,max/min/median,l->t->d,20,0.414343,0.585657
B,back/all/act,max/min/median,l->t->d,25,0.449701,0.550299
B,back/all/act,max/min/median,l->t->d,30,0.375,0.625
B,back/all/act,max/min/median,d->l->t,20,0.428785,0.571215
B,back/all/act,max/min/median,d->l->t,25,0.459163,0.540837
B,back/all/act,max/min/median,d->l->t,30,0.363048,0.636952
B,back/all/act,max/min/median,d->t->l,20,0.466633,0.533367
B,back/all/act,max/min/median,d->t->l,25,0.469124,0.530876
B,back/all/act,max/min/median,d->t->l,30,0.356574,0.643426
B,back/all/act,max/min/median,t->l->d,20,0.410857,0.589143
B,back/all/act,max/min/median,t->l->d,25,0.446215,0.553785
B,back/all/act,max/min/median,t->l->d,30,0.375,0.625
B,back/all/act,max/min/median,t->d->l,20,0.461155,0.538845
B,back/all/act,max/min/median,t->d->l,25,0.459661,0.540339
B,back/all/act,max/min/median,t->d->l,30,0.359064,0.640936
B,all/all/all11,mean/mean/mean,l->d->t,20,0.323705,0.676295
B,all/all/all11,mean/mean/mean,l->d->t,25,0.439243,0.560757
B,all/all/all11,mean/mean/mean,l->d->t,30,0.286853,0.713147
B,all/all/all11,mean/mean/mean,l->t->d,20,0.323705,0.676295
B,all/all/all11,mean/mean/mean,l->t->d,25,0.440239,0.559761
B,all/all/all11,mean/mean/mean,l->t->d,30,0.287351,0.712649
B,all/all/all11,mean/mean/mean,d->l->t,20,0.323207,0.676793
B,all/all/all11,mean/mean/mean,d->l->t,25,0.439741,0.560259
B,all/all/all11,mean/mean/mean,d->l->t,30,0.286853,0.713147
B,all/all/all11,mean/mean/mean,d->t->l,20,0.323705,0.676295
B,all/all/all11,mean/mean/mean,d->t->l,25,0.440239,0.559761
B,all/all/all11,mean/mean/mean,d->t->l,30,0.286853,0.713147
B,all/all/all11,mean/mean/mean,t->l->d,20,0.323207,0.676793
B,all/all/all11,mean/mean/mean,t->l->d,25,0.439741,0.560259
B,all/all/all11,mean/mean/mean,t->l->d,30,0.287351,0.712649
B,all/all/all11,mean/mean/mean,t->d->l,20,0.323705,0.676295
B,all/all/all11,mean/mean/mean,t->d->l,25,0.440239,0.559761
B,all/all/all11,mean/mean/mean,t->d->l,30,0.286853,0.713147
B,all/all/all11,max/mean/mean,l->d->t,20,0.351594,0.648406
B,all/all/all11,max/mean/mean,l->d->t,25,0.453685,0.546315
B,all/all/all11,max/mean/mean,l->d->t,30,0.303287,0.696713
B,all/all/all11,max/mean/mean,l->t->d,20,0.352092,0.647908
B,all/all/all11,max/mean/mean,l->t->d,25,0.454183,0.545817
B,all/all/all11,max/mean/mean,l->t->d,30,0.303785,0.696215
B,all/all/all11,max/mean/mean,d->l->t,20,0.353088,0.646912
B,all/all/all11,max/mean/mean,d->l->t,25,0.443725,0.556275
B,all/all/all11,max/mean/mean,d->l->t,30,0.298805,0.701195
B,all/all/all11,max/mean/mean,d->t->l,20,0.315239,0.684761
B,all/all/all11,max/mean/mean,d->t->l,25,0.403386,0.596614
B,all/all/all11,max/mean/mean,d->t->l,30,0.325199,0.674801
B,all/all/all11,max/mean/mean,t->l->d,20,0.314243,0.685757
B,all/all/all11,max/mean/mean,t->l->d,25,0.404382,0.595618
B,all/all/all11,max/mean/mean,t->l->d,30,0.323705,0.676295
B,all/all/all11,max/mean/mean,t->d->l,20,0.315239,0.684761
B,all/all/all11,max/mean/mean,t->d->l,25,0.403386,0.596614
B,all/all/all11,max/mean/mean,t->d->l,30,0.325199,0.674801
B,all/all/all11,mean/max/mean,l->d->t,20,0.324701,0.675299
B,all/all/all11,mean/max/mean,l->d->t,25,0.451195,0.548805
B,all/all/all11,mean/max/mean,l->d->t,30,0.276892,0.723108
B,all/all/all11,mean/max/mean,l->t->d,20,0.322211,0.677789
B,all/all/all11,mean/max/mean,l->t->d,25,0.443725,0.556275
B,all/all/all11,mean/max/mean,l->t->d,30,0.297311,0.702689
B,all/all/all11,mean/max/mean,d->l->t,20,0.327191,0.672809
B,all/all/all11,mean/max/mean,d->l->t,25,0.458665,0.541335
B,all/all/all11,mean/max/mean,d->l->t,30,0.278884,0.721116
B,all/all/all11,mean/max/mean,d->t->l,20,0.327191,0.672809
B,all/all/all11,mean/max/mean,d->t->l,25,0.458167,0.541833
B,all/all/all11,mean/max/mean,d->t->l,30,0.278884,0.721116
B,all/all/all11,mean/max/mean,t->l->d,20,0.321713,0.678287
B,all/all/all11,mean/max/mean,t->l->d,25,0.443725,0.556275
B,all/all/all11,mean/max/mean,t->l->d,30,0.296315,0.703685
B,all/all/all11,mean/max/mean,t->d->l,20,0.34512,0.65488
B,all/all/all11,mean/max/mean,t->d->l,25,0.471116,0.528884
B,all/all/all11,mean/max/mean,t->d->l,30,0.291833,0.708167
B,all/all/all11,mean/mean/max,l->d->t,20,0.339143,0.660857
B,all/all/all11,mean/mean/max,l->d->t,25,0.401892,0.598108
B,all/all/all11,mean/mean/max,l->d->t,30,0.336653,0.663347
B,all/all/all11,mean/mean/max,l->t->d,20,0.338645,0.661355
B,all/all/all11,mean/mean/max,l->t->d,25,0.401394,0.598606
B,all/all/all11,mean/mean/max,l->t->d,30,0.339641,0.660359
B,all/all/all11,mean/mean/max,d->l->t,20,0.339143,0.660857
B,all/all/all11,mean/mean/max,d->l->t,25,0.401892,0.598108
B,all/all/all11,mean/mean/max,d->l->t,30,0.336653,0.663347
B,all/all/all11,mean/mean/max,d->t->l,20,0.37251,0.62749
B,all/all/all11,mean/mean/max,d->t->l,25,0.415339,0.584661
B,all/all/all11,mean/mean/max,d->t->l,30,0.320717,0.679283
B,all/all/all11,mean/mean/max,t->l->d,20,0.370518,0.629482
B,all/all/all11,mean/mean/max,t->l->d,25,0.415837,0.584163
B,all/all/all11,mean/mean/max,t->l->d,30,0.319223,0.680777
B,all/all/all11,mean/mean/max,t->d->l,20,0.370518,0.629482
B,all/all/all11,mean/mean/max,t->d->l,25,0.415837,0.584163
B,all/all/all11,mean/mean/max,t->d->l,30,0.319223,0.680777
B,all/all/all11,median/median/median,l->d->t,20,0.371514,0.628486
B,all/all/all11,median/median/median,l->d->t,25,0.469124,0.530876
B,all/all/all11,median/median/median,l->d->t,30,0.348108,0.651892
B,all/all/all11,median/median/median,l->t->d,20,0.376992,0.623008
B,all/all/all11,median/median/median,l->t->d,25,0.499004,0.500996
B,all/all/all11,median/median/median,l->t->d,30,0.352092,0.647908
B,all/all/all11,median/median/median,d->l->t,20,0.396912,0.603088
B,all/all/all11,median/median/median,d->l->t,25,0.48506,0.51494
B,all/all/all11,median/median/median,d->l->t,30,0.359064,0.640936
B,all/all/all11,median/median/median,d->t->l,20,0.403884,0.596116
B,all/all/all11,median/median/median,d->t->l,25,0.451195,0.548805
B,all/all/all11,median/median/median,d->t->l,30,0.335159,0.664841
B,all/all/all11,median/median/median,t->l->d,20,0.400896,0.599104
B,all/all/all11,median/median/median,t->l->d,25,0.457669,0.542331
B,all/all/all11,median/median/median,t->l->d,30,0.340637,0.659363
B,all/all/all11,median/median/median,t->d->l,20,0.389442,0.610558
B,all/all/all11,median/median/median,t->d->l,25,0.444721,0.555279
B,all/all/all11,median/median/median,t->d->l,30,0.339143,0.660857
B,all/all/all11,min/min/min,l->d->t,20,0.315737,0.684263
B,all/all/all11,min/min/min,l->d->t,25,0.373008,0.626992
B,all/all/all11,min/min/min,l->d->t,30,0.290339,0.709661
B,all/all/all11,min/min/min,l->t->d,20,0.317231,0.682769
B,all/all/all11,min/min/min,l->t->d,25,0.361554,0.638446
B,all/all/all11,min/min/min,l->t->d,30,0.285857,0.714143
B,all/all/all11,min/min/min,d->l->t,20,0.316733,0.683267
B,all/all/all11,min/min/min,d->l->t,25,0.37749,0.62251
B,all/all/all11,min/min/min,d->l->t,30,0.288845,0.711155
B,all/all/all11,min/min/min,d->t->l,20,0.388446,0.611554
B,all/all/all11,min/min/min,d->t->l,25,0.429283,0.570717
B,all/all/all11,min/min/min,d->t->l,30,0.319223,0.680777
B,all/all/all11,min/min/min,t->l->d,20,0.39741,0.60259
B,all/all/all11,min/min/min,t->l->d,25,0.443725,0.556275
B,all/all/all11,min/min/min,t->l->d,30,0.319223,0.680777
B,all/all/all11,min/min/min,t->d->l,20,0.403386,0.596614
B,all/all/all11,min/min/min,t->d->l,25,0.443725,0.556275
B,all/all/all11,min/min/min,t->d->l,30,0.323705,0.676295
B,all/all/all11,std/mean/mean,l->d->t,20,0.360558,0.639442
B,all/all/all11,std/mean/mean,l->d->t,25,0.422311,0.577689
B,all/all/all11,std/mean/mean,l->d->t,30,0.291833,0.708167
B,all/all/all11,std/mean/mean,l->t->d,20,0.360558,0.639442
B,all/all/all11,std/mean/mean,l->t->d,25,0.422311,0.577689
B,all/all/all11,std/mean/mean,l->t->d,30,0.291833,0.708167
B,all/all/all11,std/mean/mean,d->l->t,20,0.375,0.625
B,all/all/all11,std/mean/mean,d->l->t,25,0.447211,0.552789
B,all/all/all11,std/mean/mean,d->l->t,30,0.298307,0.701693
B,all/all/all11,std/mean/mean,d->t->l,20,0.375996,0.624004
B,all/all/all11,std/mean/mean,d->t->l,25,0.494522,0.505478
B,all/all/all11,std/mean/mean,d->t->l,30,0.321215,0.678785
B,all/all/all11,std/mean/mean,t->l->d,20,0.36255,0.63745
B,all/all/all11,std/mean/mean,t->l->d,25,0.483068,0.516932
B,all/all/all11,std/mean/mean,t->l->d,30,0.326693,0.673307
B,all/all/all11,std/mean/mean,t->d->l,20,0.375996,0.624004
B,all/all/all11,std/mean/mean,t->d->l,25,0.494522,0.505478
B,all/all/all11,std/mean/mean,t->d->l,30,0.321215,0.678785
B,all/all/all11,q75/q75/q75,l->d->t,20,0.439741,0.560259
B,all/all/all11,q75/q75/q75,l->d->t,25,0.517928,0.517928
B,all/all/all11,q75/q75/q75,l->d->t,30,0.35508,0.64492
B,all/all/all11,q75/q75/q75,l->t->d,20,0.441235,0.558765
B,all/all/all11,q75/q75/q75,l->t->d,25,0.50996,0.50996
B,all/all/all11,q75/q75/q75,l->t->d,30,0.339143,0.660857
B,all/all/all11,q75/q75/q75,d->l->t,20,0.461155,0.538845
B,all/all/all11,q75/q75/q75,d->l->t,25,0.542331,0.542331
B,all/all/all11,q75/q75/q75,d->l->t,30,0.34512,0.65488
B,all/all/all11,q75/q75/q75,d->t->l,20,0.423805,0.576195
B,all/all/all11,q75/q75/q75,d->t->l,25,0.458665,0.541335
B,all/all/all11,q75/q75/q75,d->t->l,30,0.383466,0.616534
B,all/all/all11,q75/q75/q75,t->l->d,20,0.413347,0.586653
B,all/all/all11,q75/q75/q75,t->l->d,25,0.473606,0.526394
B,all/all/all11,q75/q75/q75,t->l->d,30,0.391434,0.608566
B,all/all/all11,q75/q75/q75,t->d->l,20,0.420817,0.579183
B,all/all/all11,q75/q75/q75,t->d->l,25,0.483566,0.516434
B,all/all/all11,q75/q75/q75,t->d->l,30,0.368526,0.631474
B,all/all/all11,max/min/median,l->d->t,20,0.461653,0.538347
B,all/all/all11,max/min/median,l->d->t,25,0.432271,0.567729
B,all/all/all11,max/min/median,l->d->t,30,0.378486,0.621514
B,all/all/all11,max/min/median,l->t->d,20,0.459661,0.540339
B,all/all/all11,max/min/median,l->t->d,25,0.449203,0.550797
B,all/all/all11,max/min/median,l->t->d,30,0.374004,0.625996
B,all/all/all11,max/min/median,d->l->t,20,0.487052,0.512948
B,all/all/all11,max/min/median,d->l->t,25,0.451693,0.548307
B,all/all/all11,max/min/median,d->l->t,30,0.378486,0.621514
B,all/all/all11,max/min/median,d->t->l,20,0.461653,0.538347
B,all/all/all11,max/min/median,d->t->l,25,0.489542,0.510458
B,all/all/all11,max/min/median,d->t->l,30,0.438745,0.561255
B,all/all/all11,max/min/median,t->l->d,20,0.419323,0.580677
B,all/all/all11,max/min/median,t->l->d,25,0.40488,0.59512
B,all/all/all11,max/min/median,t->l->d,30,0.441733,0.558267
B,all/all/all11,max/min/median,t->d->l,20,0.486554,0.513446
B,all/all/all11,max/min/median,t->d->l,25,0.476594,0.523406
B,all/all/all11,max/min/median,t->d->l,30,0.424801,0.575199
