label,kind,mode,structure,dev_tp,dev_fp,tp,fp,precision,risk_recall,timely_fpr,early_tp,early_fp,early_precision,mean_alarm_prior,lift,or_curve_tp_at_same_fp,or_curve_early_tp_at_same_early_fp,tp_above_or_curve,early_tp_above_or_curve
reference_pairwise_and:flow_endpoint+mobility,reference_pairwise_and,per_task,flow_endpoint+mobility,,,89,8,0.9175257731958762,0.1578014184397163,0.0005320563979781,11,2,0.8461538461538461,0.7806062202156994,1.1754015653915015,91.75,11.0,-2.75,0.0
reference_pairwise_and:flow_endpoint+partial_edge_std,reference_pairwise_and,per_task,flow_endpoint+partial_edge_std,,,35,2,0.945945945945946,0.0620567375886524,0.0001330140994945,9,0,1.0,0.7260885290990184,1.3027969841635454,80.0,11.0,-45.0,-2.0
reference_pairwise_and:flow_endpoint+partial_query_d1,reference_pairwise_and,per_task,flow_endpoint+partial_query_d1,,,46,2,0.9583333333333334,0.0815602836879432,0.0001330140994945,2,0,1.0,0.8990973525055551,1.0658838341172985,80.0,11.0,-34.0,-9.0
reference_pairwise_and:flow_endpoint+state_action_alignment,reference_pairwise_and,per_task,flow_endpoint+state_action_alignment,,,23,3,0.8846153846153846,0.0407801418439716,0.0001995211492418,12,3,0.8,0.4365559401797373,2.0263505846494123,80.0,11.0,-57.0,1.0
reference_pairwise_and:flow_path+flow_settling_log_ratio,reference_pairwise_and,per_task,flow_path+flow_settling_log_ratio,,,141,26,0.844311377245509,0.25,0.0017291832934291,36,10,0.782608695652174,0.6355137411346821,1.32854936501928,155.5,13.25,-14.5,22.75
reference_pairwise_and:flow_path+mobility,reference_pairwise_and,per_task,flow_path+mobility,,,88,8,0.9166666666666666,0.1560283687943262,0.0005320563979781,12,2,0.8571428571428571,0.8243208394410071,1.1120265590862433,91.75,11.0,-3.75,1.0
reference_pairwise_and:flow_path+partial_edge_std,reference_pairwise_and,per_task,flow_path+partial_edge_std,,,35,2,0.945945945945946,0.0620567375886524,0.0001330140994945,7,0,1.0,0.7620065657658269,1.2413881827845636,80.0,11.0,-45.0,-4.0
reference_pairwise_and:flow_path+partial_query_d1,reference_pairwise_and,per_task,flow_path+partial_query_d1,,,52,3,0.9454545454545454,0.0921985815602836,0.0001995211492418,5,0,1.0,0.8977692140630908,1.0531153559784503,80.0,11.0,-28.0,-6.0
reference_pairwise_and:flow_path+state_action_alignment,reference_pairwise_and,per_task,flow_path+state_action_alignment,,,18,3,0.8571428571428571,0.0319148936170212,0.0001995211492418,10,3,0.7692307692307693,0.4521648141144725,1.8956425409206168,80.0,11.0,-62.0,-1.0
reference_pairwise_and:flow_settling_log_ratio+mobility,reference_pairwise_and,per_task,flow_settling_log_ratio+mobility,,,187,8,0.958974358974359,0.3315602836879432,0.0005320563979781,40,2,0.9523809523809524,0.7504197454534037,1.2779172786757451,91.75,11.0,95.25,29.0
reference_pairwise_and:flow_settling_log_ratio+partial_edge_std,reference_pairwise_and,per_task,flow_settling_log_ratio+partial_edge_std,,,85,2,0.9770114942528736,0.150709219858156,0.0001330140994945,27,0,1.0,0.6863958428812348,1.423393664728129,80.0,11.0,5.0,16.0
reference_pairwise_and:flow_settling_log_ratio+partial_query_d1,reference_pairwise_and,per_task,flow_settling_log_ratio+partial_query_d1,,,103,3,0.9716981132075472,0.1826241134751773,0.0001995211492418,27,0,1.0,0.7495967066912297,1.2962945334921334,80.0,11.0,23.0,16.0
reference_pairwise_and:flow_settling_log_ratio+state_action_alignment,reference_pairwise_and,per_task,flow_settling_log_ratio+state_action_alignment,,,32,4,0.8888888888888888,0.0567375886524822,0.000266028198989,18,3,0.8571428571428571,0.4355472812785273,2.0408550967867365,80.0,11.0,-48.0,7.0
reference_pairwise_and:mobility+partial_edge_std,reference_pairwise_and,per_task,mobility+partial_edge_std,,,89,5,0.946808510638298,0.1578014184397163,0.0003325352487363,24,3,0.8888888888888888,0.701909155712606,1.348904630937689,82.9375,11.0,6.0625,13.0
reference_pairwise_and:mobility+partial_query_d1,reference_pairwise_and,per_task,mobility+partial_query_d1,,,145,10,0.935483870967742,0.2570921985815603,0.0006650704974727,42,2,0.9545454545454546,0.6586026704563159,1.4204070419568562,97.625,11.0,47.375,31.0
reference_pairwise_and:mobility+state_action_alignment,reference_pairwise_and,per_task,mobility+state_action_alignment,,,29,3,0.90625,0.051418439716312,0.0001995211492418,13,3,0.8125,0.5723995367529766,1.5832472631631411,80.0,11.0,-51.0,2.0
reference_pairwise_and:partial_edge_std+partial_query_d1,reference_pairwise_and,per_task,partial_edge_std+partial_query_d1,,,68,1,0.9855072463768116,0.1205673758865248,6.650704974727321e-05,20,0,1.0,0.7097245695436949,1.3885770461778242,80.0,11.0,-12.0,9.0
reference_pairwise_and:partial_edge_std+state_action_alignment,reference_pairwise_and,per_task,partial_edge_std+state_action_alignment,,,18,2,0.9,0.0319148936170212,0.0001330140994945,9,0,1.0,0.5561473237081289,1.618276240186185,80.0,11.0,-62.0,-2.0
reference_pairwise_and:partial_query_d1+state_action_alignment,reference_pairwise_and,per_task,partial_query_d1+state_action_alignment,,,8,0,1.0,0.0141843971631205,0.0,6,0,1.0,0.4066477827942358,2.459130585020307,80.0,11.0,-72.0,-5.0
reference_single:action_consensus,reference_single,global,action_consensus,,,15,5,0.75,0.026595744680851,0.0003325352487363,13,5,0.7222222222222222,0.2247714134348656,3.3367232449127053,184.0,14.0,-169.0,-1.0
reference_single:conditional_effective_rank,reference_single,global,conditional_effective_rank,,,88,158,0.3577235772357723,0.1560283687943262,0.0105081138600691,46,155,0.2288557213930348,0.1822752030649463,1.962546584618601,441.2894736842105,92.15789473684211,-353.2894736842105,-46.15789473684211
reference_single:conditional_energy,reference_single,global,conditional_energy,,,33,8,0.8048780487804879,0.0585106382978723,0.0005320563979781,3,2,0.6,0.547199161584969,1.4709051206313053,184.0,14.0,-151.0,-11.0
reference_single:conditional_query_d1,reference_single,global,conditional_query_d1,,,194,31,0.8622222222222222,0.3439716312056737,0.0020617185421654,38,10,0.7916666666666666,0.4994217760998185,1.7264409833220635,320.24242424242425,16.666666666666668,-126.24242424242425,21.333333333333332
reference_single:expert_load_effective_rank,reference_single,global,expert_load_effective_rank,,,237,36,0.8681318681318682,0.4202127659574468,0.0023942537909018,30,22,0.5769230769230769,0.6711226645210323,1.293551706753098,327.8939393939394,32.666666666666664,-90.89393939393938,-2.6666666666666643
reference_single:flow_endpoint,reference_single,global,flow_endpoint,,,59,9,0.8676470588235294,0.1046099290780141,0.0005985634477254,5,7,0.4166666666666667,0.7899495654019094,1.098357536765134,192.26666666666668,14.0,-133.26666666666668,-9.0
reference_single:flow_path,reference_single,global,flow_path,,,50,4,0.925925925925926,0.0886524822695035,0.000266028198989,3,4,0.4285714285714285,0.7499984373666172,1.2345704734759482,184.0,14.0,-134.0,-11.0
reference_single:flow_settling_log_ratio,reference_single,global,flow_settling_log_ratio,,,3,2,0.6,0.0053191489361702,0.0001330140994945,3,2,0.6,0.1321957702224305,4.538723130024882,184.0,14.0,-181.0,-11.0
reference_single:mobility,reference_single,global,mobility,,,195,17,0.9198113207547168,0.3457446808510638,0.0011306198457036,36,4,0.9,0.5214150585184776,1.7640674271437853,258.4,14.0,-63.39999999999998,22.0
reference_single:partial_edge_std,reference_single,global,partial_edge_std,,,99,147,0.4024390243902439,0.175531914893617,0.0097765363128491,55,143,0.2777777777777778,0.2002735876876397,2.0094463230863724,437.9122807017544,88.57894736842105,-338.9122807017544,-33.578947368421055
reference_single:partial_query_d1,reference_single,global,partial_query_d1,,,65,173,0.2731092436974789,0.1152482269503546,0.0115057196062782,37,168,0.1804878048780487,0.1540412086612584,1.772962222713111,445.89473684210526,96.03508771929825,-380.89473684210526,-59.03508771929825
reference_single:state_action_alignment,reference_single,global,state_action_alignment,,,33,8,0.8048780487804879,0.0585106382978723,0.0005320563979781,3,2,0.6,0.5457194138418074,1.4748935595203234,184.0,14.0,-151.0,-11.0
reference_pairwise_and:action_consensus+conditional_effective_rank,reference_pairwise_and,global,action_consensus+conditional_effective_rank,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:action_consensus+conditional_energy,reference_pairwise_and,global,action_consensus+conditional_energy,,,1,0,1.0,0.00177304964539,0.0,0,0,0.0,0.9906542056074766,1.009433962264151,184.0,14.0,-183.0,-14.0
reference_pairwise_and:action_consensus+conditional_query_d1,reference_pairwise_and,global,action_consensus+conditional_query_d1,,,9,0,1.0,0.0159574468085106,0.0,0,0,0.0,0.9152261406886832,1.0926261341787362,184.0,14.0,-175.0,-14.0
reference_pairwise_and:action_consensus+expert_load_effective_rank,reference_pairwise_and,global,action_consensus+expert_load_effective_rank,,,1,0,1.0,0.00177304964539,0.0,0,0,0.0,0.9927536231884058,1.0072992700729928,184.0,14.0,-183.0,-14.0
reference_pairwise_and:action_consensus+flow_endpoint,reference_pairwise_and,global,action_consensus+flow_endpoint,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:action_consensus+flow_path,reference_pairwise_and,global,action_consensus+flow_path,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:action_consensus+flow_settling_log_ratio,reference_pairwise_and,global,action_consensus+flow_settling_log_ratio,,,3,0,1.0,0.0053191489361702,0.0,3,0,1.0,0.2105452455802318,4.749572934996211,184.0,14.0,-181.0,-11.0
reference_pairwise_and:action_consensus+mobility,reference_pairwise_and,global,action_consensus+mobility,,,15,0,1.0,0.026595744680851,0.0,13,0,1.0,0.2883154149055676,3.468423637104285,184.0,14.0,-169.0,-1.0
reference_pairwise_and:action_consensus+partial_edge_std,reference_pairwise_and,global,action_consensus+partial_edge_std,,,1,0,1.0,0.00177304964539,0.0,0,0,0.0,0.9217391304347826,1.0849056603773586,184.0,14.0,-183.0,-14.0
reference_pairwise_and:action_consensus+partial_query_d1,reference_pairwise_and,global,action_consensus+partial_query_d1,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:action_consensus+state_action_alignment,reference_pairwise_and,global,action_consensus+state_action_alignment,,,1,0,1.0,0.00177304964539,0.0,0,0,0.0,0.9906542056074766,1.009433962264151,184.0,14.0,-183.0,-14.0
reference_pairwise_and:conditional_effective_rank+conditional_energy,reference_pairwise_and,global,conditional_effective_rank+conditional_energy,,,14,2,0.875,0.0248226950354609,0.0001330140994945,2,1,0.6666666666666666,0.5096116138127893,1.71699383664643,184.0,14.0,-170.0,-12.0
reference_pairwise_and:conditional_effective_rank+conditional_query_d1,reference_pairwise_and,global,conditional_effective_rank+conditional_query_d1,,,43,4,0.9148936170212766,0.076241134751773,0.000266028198989,10,1,0.9090909090909092,0.5039230799805718,1.8155421995288432,184.0,14.0,-141.0,-4.0
reference_pairwise_and:conditional_effective_rank+expert_load_effective_rank,reference_pairwise_and,global,conditional_effective_rank+expert_load_effective_rank,,,42,5,0.8936170212765957,0.0744680851063829,0.0003325352487363,7,4,0.6363636363636364,0.6035422235879455,1.4806205537107409,184.0,14.0,-142.0,-7.0
reference_pairwise_and:conditional_effective_rank+flow_endpoint,reference_pairwise_and,global,conditional_effective_rank+flow_endpoint,,,1,0,1.0,0.00177304964539,0.0,0,0,0.0,0.9790209790209792,1.0214285714285714,184.0,14.0,-183.0,-14.0
reference_pairwise_and:conditional_effective_rank+flow_path,reference_pairwise_and,global,conditional_effective_rank+flow_path,,,8,1,0.8888888888888888,0.0141843971631205,6.650704974727321e-05,0,1,0.0,0.6016714731617718,1.4773658525271194,184.0,14.0,-176.0,-14.0
reference_pairwise_and:conditional_effective_rank+flow_settling_log_ratio,reference_pairwise_and,global,conditional_effective_rank+flow_settling_log_ratio,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:conditional_effective_rank+mobility,reference_pairwise_and,global,conditional_effective_rank+mobility,,,38,2,0.95,0.0673758865248227,0.0001330140994945,3,1,0.75,0.5665706197847049,1.6767547889458103,184.0,14.0,-146.0,-11.0
reference_pairwise_and:conditional_effective_rank+partial_edge_std,reference_pairwise_and,global,conditional_effective_rank+partial_edge_std,,,73,110,0.3989071038251366,0.1294326241134751,0.0073157754722,38,107,0.2620689655172414,0.2046089908159497,1.9496069172442296,421.0,73.57142857142857,-348.0,-35.57142857142857
reference_pairwise_and:conditional_effective_rank+partial_query_d1,reference_pairwise_and,global,conditional_effective_rank+partial_query_d1,,,50,106,0.3205128205128205,0.0886524822695035,0.0070497472732109,28,103,0.2137404580152671,0.1659070929689208,1.9318813606893936,418.7142857142857,71.66666666666667,-368.7142857142857,-43.66666666666667
reference_pairwise_and:conditional_effective_rank+state_action_alignment,reference_pairwise_and,global,conditional_effective_rank+state_action_alignment,,,14,2,0.875,0.0248226950354609,0.0001330140994945,2,1,0.6666666666666666,0.5058197602209377,1.7298651986585254,184.0,14.0,-170.0,-12.0
reference_pairwise_and:conditional_energy+conditional_query_d1,reference_pairwise_and,global,conditional_energy+conditional_query_d1,,,18,1,0.9473684210526316,0.0319148936170212,6.650704974727321e-05,0,0,0.0,0.6379583664928163,1.4850003868760286,184.0,14.0,-166.0,-14.0
reference_pairwise_and:conditional_energy+expert_load_effective_rank,reference_pairwise_and,global,conditional_energy+expert_load_effective_rank,,,16,5,0.7619047619047619,0.0283687943262411,0.0003325352487363,3,1,0.75,0.4553010783585338,1.6734086478591388,184.0,14.0,-168.0,-11.0
reference_pairwise_and:conditional_energy+flow_endpoint,reference_pairwise_and,global,conditional_energy+flow_endpoint,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:conditional_energy+flow_path,reference_pairwise_and,global,conditional_energy+flow_path,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:conditional_energy+flow_settling_log_ratio,reference_pairwise_and,global,conditional_energy+flow_settling_log_ratio,,,1,0,1.0,0.00177304964539,0.0,0,0,0.0,0.9906542056074766,1.009433962264151,184.0,14.0,-183.0,-14.0
reference_pairwise_and:conditional_energy+mobility,reference_pairwise_and,global,conditional_energy+mobility,,,14,1,0.9333333333333332,0.0248226950354609,6.650704974727321e-05,2,1,0.6666666666666666,0.6067994367772641,1.5381249170076752,184.0,14.0,-170.0,-12.0
reference_pairwise_and:conditional_energy+partial_edge_std,reference_pairwise_and,global,conditional_energy+partial_edge_std,,,10,1,0.9090909090909092,0.0177304964539007,6.650704974727321e-05,0,0,0.0,0.5857753386440101,1.5519446605508016,184.0,14.0,-174.0,-14.0
reference_pairwise_and:conditional_energy+partial_query_d1,reference_pairwise_and,global,conditional_energy+partial_query_d1,,,9,2,0.8181818181818182,0.0159574468085106,0.0001330140994945,0,0,0.0,0.5224240620957512,1.566125830612794,184.0,14.0,-175.0,-14.0
reference_pairwise_and:conditional_energy+state_action_alignment,reference_pairwise_and,global,conditional_energy+state_action_alignment,,,33,8,0.8048780487804879,0.0585106382978723,0.0005320563979781,3,2,0.6,0.547199161584969,1.4709051206313053,184.0,14.0,-151.0,-11.0
reference_pairwise_and:conditional_query_d1+expert_load_effective_rank,reference_pairwise_and,global,conditional_query_d1+expert_load_effective_rank,,,82,7,0.9213483146067416,0.1453900709219858,0.0004655493482309,6,0,1.0,0.7033244259070478,1.309990497512606,184.0,14.0,-102.0,-8.0
reference_pairwise_and:conditional_query_d1+flow_endpoint,reference_pairwise_and,global,conditional_query_d1+flow_endpoint,,,3,1,0.75,0.0053191489361702,6.650704974727321e-05,0,0,0.0,0.9807446075051708,0.7647250815967863,184.0,14.0,-181.0,-14.0
reference_pairwise_and:conditional_query_d1+flow_path,reference_pairwise_and,global,conditional_query_d1+flow_path,,,4,0,1.0,0.0070921985815602,0.0,0,0,0.0,0.9631129195603276,1.0382998500907992,184.0,14.0,-180.0,-14.0
reference_pairwise_and:conditional_query_d1+flow_settling_log_ratio,reference_pairwise_and,global,conditional_query_d1+flow_settling_log_ratio,,,2,0,1.0,0.0035460992907801,0.0,0,0,0.0,0.9860678435444792,1.0141290039491004,184.0,14.0,-182.0,-14.0
reference_pairwise_and:conditional_query_d1+mobility,reference_pairwise_and,global,conditional_query_d1+mobility,,,140,9,0.9395973154362416,0.2482269503546099,0.0005985634477254,10,0,1.0,0.5595080991638286,1.6793274607471227,192.26666666666668,14.0,-52.26666666666668,-4.0
reference_pairwise_and:conditional_query_d1+partial_edge_std,reference_pairwise_and,global,conditional_query_d1+partial_edge_std,,,49,5,0.9074074074074074,0.0868794326241134,0.0003325352487363,14,2,0.875,0.4338241170381373,2.0916481398097044,184.0,14.0,-135.0,0.0
reference_pairwise_and:conditional_query_d1+partial_query_d1,reference_pairwise_and,global,conditional_query_d1+partial_query_d1,,,35,4,0.8974358974358975,0.0620567375886524,0.000266028198989,11,2,0.8461538461538461,0.4341181324326099,2.067261951043269,184.0,14.0,-149.0,-3.0
reference_pairwise_and:conditional_query_d1+state_action_alignment,reference_pairwise_and,global,conditional_query_d1+state_action_alignment,,,18,1,0.9473684210526316,0.0319148936170212,6.650704974727321e-05,0,0,0.0,0.6347652266259939,1.4924705722905405,184.0,14.0,-166.0,-14.0
reference_pairwise_and:expert_load_effective_rank+flow_endpoint,reference_pairwise_and,global,expert_load_effective_rank+flow_endpoint,,,55,2,0.9649122807017544,0.0975177304964539,0.0001330140994945,1,0,1.0,0.94556788056244,1.0204579708521908,184.0,14.0,-129.0,-13.0
reference_pairwise_and:expert_load_effective_rank+flow_path,reference_pairwise_and,global,expert_load_effective_rank+flow_path,,,32,0,1.0,0.0567375886524822,0.0,0,0,0.0,0.944565782133042,1.0586875143219512,184.0,14.0,-152.0,-14.0
reference_pairwise_and:expert_load_effective_rank+flow_settling_log_ratio,reference_pairwise_and,global,expert_load_effective_rank+flow_settling_log_ratio,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:expert_load_effective_rank+mobility,reference_pairwise_and,global,expert_load_effective_rank+mobility,,,69,3,0.9583333333333334,0.1223404255319148,0.0001995211492418,10,1,0.9090909090909092,0.6672635426350707,1.4362141374438164,184.0,14.0,-115.0,-4.0
reference_pairwise_and:expert_load_effective_rank+partial_edge_std,reference_pairwise_and,global,expert_load_effective_rank+partial_edge_std,,,41,1,0.9761904761904762,0.0726950354609929,6.650704974727321e-05,1,0,1.0,0.8077145169639477,1.2085835473897375,184.0,14.0,-143.0,-13.0
reference_pairwise_and:expert_load_effective_rank+partial_query_d1,reference_pairwise_and,global,expert_load_effective_rank+partial_query_d1,,,24,3,0.8888888888888888,0.0425531914893617,0.0001995211492418,0,0,0.0,0.7674103503011146,1.158296716404866,184.0,14.0,-160.0,-14.0
reference_pairwise_and:expert_load_effective_rank+state_action_alignment,reference_pairwise_and,global,expert_load_effective_rank+state_action_alignment,,,16,5,0.7619047619047619,0.0283687943262411,0.0003325352487363,3,1,0.75,0.4553010783585338,1.6734086478591388,184.0,14.0,-168.0,-11.0
reference_pairwise_and:flow_endpoint+flow_path,reference_pairwise_and,global,flow_endpoint+flow_path,,,30,2,0.9375,0.0531914893617021,0.0001330140994945,2,2,0.5,0.8333786692822341,1.124938799798467,184.0,14.0,-154.0,-12.0
reference_pairwise_and:flow_endpoint+flow_settling_log_ratio,reference_pairwise_and,global,flow_endpoint+flow_settling_log_ratio,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:flow_endpoint+mobility,reference_pairwise_and,global,flow_endpoint+mobility,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:flow_endpoint+partial_edge_std,reference_pairwise_and,global,flow_endpoint+partial_edge_std,,,2,0,1.0,0.0035460992907801,0.0,0,0,0.0,0.9859154929577464,1.0142857142857142,184.0,14.0,-182.0,-14.0
reference_pairwise_and:flow_endpoint+partial_query_d1,reference_pairwise_and,global,flow_endpoint+partial_query_d1,,,1,0,1.0,0.00177304964539,0.0,0,0,0.0,0.8536585365853658,1.1714285714285717,184.0,14.0,-183.0,-14.0
reference_pairwise_and:flow_endpoint+state_action_alignment,reference_pairwise_and,global,flow_endpoint+state_action_alignment,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:flow_path+flow_settling_log_ratio,reference_pairwise_and,global,flow_path+flow_settling_log_ratio,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:flow_path+mobility,reference_pairwise_and,global,flow_path+mobility,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:flow_path+partial_edge_std,reference_pairwise_and,global,flow_path+partial_edge_std,,,7,1,0.875,0.0124113475177304,6.650704974727321e-05,0,1,0.0,0.7462760671890004,1.1724883571516158,184.0,14.0,-177.0,-14.0
reference_pairwise_and:flow_path+partial_query_d1,reference_pairwise_and,global,flow_path+partial_query_d1,,,6,1,0.8571428571428571,0.0106382978723404,6.650704974727321e-05,0,1,0.0,0.6575952686458505,1.303450462634751,184.0,14.0,-178.0,-14.0
reference_pairwise_and:flow_path+state_action_alignment,reference_pairwise_and,global,flow_path+state_action_alignment,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:flow_settling_log_ratio+mobility,reference_pairwise_and,global,flow_settling_log_ratio+mobility,,,3,0,1.0,0.0053191489361702,0.0,3,0,1.0,0.215719298245614,4.635653871177619,184.0,14.0,-181.0,-11.0
reference_pairwise_and:flow_settling_log_ratio+partial_edge_std,reference_pairwise_and,global,flow_settling_log_ratio+partial_edge_std,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:flow_settling_log_ratio+partial_query_d1,reference_pairwise_and,global,flow_settling_log_ratio+partial_query_d1,,,0,0,0.0,0.0,0.0,0,0,0.0,,,184.0,14.0,-184.0,-14.0
reference_pairwise_and:flow_settling_log_ratio+state_action_alignment,reference_pairwise_and,global,flow_settling_log_ratio+state_action_alignment,,,1,0,1.0,0.00177304964539,0.0,0,0,0.0,0.9906542056074766,1.009433962264151,184.0,14.0,-183.0,-14.0
reference_pairwise_and:mobility+partial_edge_std,reference_pairwise_and,global,mobility+partial_edge_std,,,39,2,0.951219512195122,0.0691489361702127,0.0001330140994945,0,0,0.0,0.5962892234746868,1.5952317679870032,184.0,14.0,-145.0,-14.0
reference_pairwise_and:mobility+partial_query_d1,reference_pairwise_and,global,mobility+partial_query_d1,,,25,2,0.925925925925926,0.0443262411347517,0.0001330140994945,0,0,0.0,0.5563062914633986,1.664417498299758,184.0,14.0,-159.0,-14.0
reference_pairwise_and:mobility+state_action_alignment,reference_pairwise_and,global,mobility+state_action_alignment,,,14,1,0.9333333333333332,0.0248226950354609,6.650704974727321e-05,2,1,0.6666666666666666,0.6027547929459557,1.548446141376462,184.0,14.0,-170.0,-12.0
reference_pairwise_and:partial_edge_std+partial_query_d1,reference_pairwise_and,global,partial_edge_std+partial_query_d1,,,51,95,0.3493150684931507,0.0904255319148936,0.0063181697259909,30,91,0.2479338842975206,0.1760005201838087,1.9847388412735276,412.42857142857144,65.95238095238095,-361.42857142857144,-35.95238095238095
reference_pairwise_and:partial_edge_std+state_action_alignment,reference_pairwise_and,global,partial_edge_std+state_action_alignment,,,10,1,0.9090909090909092,0.0177304964539007,6.650704974727321e-05,0,0,0.0,0.5802599152376804,1.5666960360660724,184.0,14.0,-174.0,-14.0
reference_pairwise_and:partial_query_d1+state_action_alignment,reference_pairwise_and,global,partial_query_d1+state_action_alignment,,,9,2,0.8181818181818182,0.0159574468085106,0.0001330140994945,0,0,0.0,0.5169086386894215,1.5828364181652093,184.0,14.0,-175.0,-14.0
