rule,family,mode,pool,level,level_loose,k,window,frames,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,union_tp,union_coverage_share,median_confirmation_delay,alarms
quorum|per_task|all12|selected|selected|1|0|1,quorum,per_task,all12,selected,selected,1,0,1,406,194,0.8336755646817249,0.013554111646754699,0.6766666666666666,108,152,0.4153846153846154,0.2660098522167488,0.4417093831069176,1.5319273090987897,406,1.0,0.0,600
cascade|per_task|all12|0.995|0.96|2|2|1,cascade,per_task,all12,0.995,0.96,2,2,1,64,9,0.13141683778234087,0.0006287989939216097,0.8767123287671232,13,1,0.9285714285714286,0.203125,0.6785131146710811,1.2921081550385685,302,0.2119205298013245,2.0,73
cascade|per_task|all12|0.995|0.96|2|2|2,cascade,per_task,all12,0.995,0.96,2,2,2,54,7,0.11088295687885011,0.000489065884161252,0.8852459016393442,11,1,0.9166666666666666,0.2037037037037037,0.6890252633424959,1.284780034544702,302,0.17880794701986755,2.0,61
cascade|per_task|all12|0.995|0.96|2|4|1,cascade,per_task,all12,0.995,0.96,2,4,1,79,9,0.162217659137577,0.0006287989939216097,0.8977272727272727,13,1,0.9285714285714286,0.16455696202531644,0.7003661763971691,1.281797012736067,302,0.26158940397350994,3.0,88
cascade|per_task|all12|0.995|0.96|2|4|2,cascade,per_task,all12,0.995,0.96,2,4,2,65,8,0.13347022587268995,0.0005589324390414309,0.8904109589041096,11,1,0.9166666666666666,0.16923076923076924,0.7058794469475703,1.2614207181615893,302,0.2152317880794702,3.0,73
cascade|per_task|all12|0.995|0.96|2|8|1,cascade,per_task,all12,0.995,0.96,2,8,1,83,9,0.1704312114989733,0.0006287989939216097,0.9021739130434783,13,1,0.9285714285714286,0.1566265060240964,0.7038140158170964,1.2818356735850096,302,0.27483443708609273,3.0,92
cascade|per_task|all12|0.995|0.96|2|8|2,cascade,per_task,all12,0.995,0.96,2,8,2,74,8,0.15195071868583163,0.0005589324390414309,0.9024390243902439,11,1,0.9166666666666666,0.14864864864864866,0.7242684958925951,1.2460006606777363,302,0.24503311258278146,4.0,82
cascade|per_task|all12|0.995|0.96|2|-1|1,cascade,per_task,all12,0.995,0.96,2,-1,1,94,9,0.19301848049281314,0.0006287989939216097,0.912621359223301,13,1,0.9285714285714286,0.13829787234042554,0.7288399889785667,1.2521559917455884,302,0.31125827814569534,4.0,103
cascade|per_task|all12|0.995|0.96|2|-1|2,cascade,per_task,all12,0.995,0.96,2,-1,2,86,8,0.17659137577002054,0.0005589324390414309,0.9148936170212766,11,1,0.9166666666666666,0.12790697674418605,0.7526259241945242,1.2156020509131606,302,0.2847682119205298,4.5,94
cascade|per_task|all12|0.995|0.96|3|0|1,cascade,per_task,all12,0.995,0.96,3,0,1,8,0,0.01642710472279261,0.0,1.0,1,0,1.0,0.125,0.7015600801411122,1.4253946715423995,302,0.026490066225165563,3.0,8
cascade|per_task|all12|0.995|0.96|3|0|2,cascade,per_task,all12,0.995,0.96,3,0,2,4,0,0.008213552361396304,0.0,1.0,0,0,0.0,0.0,0.6865256436877076,1.4566098283356887,302,0.013245033112582781,1.0,4
cascade|per_task|all12|0.995|0.96|3|1|1,cascade,per_task,all12,0.995,0.96,3,1,1,33,4,0.06776180698151951,0.00027946621952071543,0.8918918918918919,8,0,1.0,0.24242424242424243,0.6639494206002681,1.343313005809304,302,0.10927152317880795,2.0,37
cascade|per_task|all12|0.995|0.96|3|1|2,cascade,per_task,all12,0.995,0.96,3,1,2,32,3,0.06570841889117043,0.00020959966464053657,0.9142857142857143,7,0,1.0,0.21875,0.6827328339822476,1.3391559168948473,302,0.10596026490066225,3.0,35
cascade|per_task|all12|0.995|0.96|3|2|1,cascade,per_task,all12,0.995,0.96,3,2,1,43,6,0.08829568788501027,0.00041919932928107315,0.8775510204081632,11,0,1.0,0.2558139534883721,0.6676535460141422,1.314380827671924,302,0.1423841059602649,2.0,49
cascade|per_task|all12|0.995|0.96|3|2|2,cascade,per_task,all12,0.995,0.96,3,2,2,41,5,0.08418891170431211,0.0003493327744008943,0.8913043478260869,10,0,1.0,0.24390243902439024,0.6814758107649562,1.3079031327987978,302,0.1357615894039735,2.0,46
cascade|per_task|all12|0.995|0.96|3|4|1,cascade,per_task,all12,0.995,0.96,3,4,1,57,7,0.11704312114989733,0.000489065884161252,0.890625,11,0,1.0,0.19298245614035087,0.712872781227204,1.2493463398431304,302,0.18874172185430463,3.0,64
cascade|per_task|all12|0.995|0.96|3|4|2,cascade,per_task,all12,0.995,0.96,3,4,2,55,7,0.11293634496919917,0.000489065884161252,0.8870967741935484,10,0,1.0,0.18181818181818182,0.7204489137120514,1.231311141303355,302,0.18211920529801323,3.0,62
cascade|per_task|all12|0.995|0.96|3|8|1,cascade,per_task,all12,0.995,0.96,3,8,1,74,7,0.15195071868583163,0.000489065884161252,0.9135802469135802,11,0,1.0,0.14864864864864866,0.7323051735881355,1.2475403422827622,302,0.24503311258278146,4.0,81
cascade|per_task|all12|0.995|0.96|3|8|2,cascade,per_task,all12,0.995,0.96,3,8,2,70,7,0.1437371663244353,0.000489065884161252,0.9090909090909091,10,0,1.0,0.14285714285714285,0.7322225474707925,1.2415500072089376,302,0.23178807947019867,4.0,77
cascade|per_task|all12|0.995|0.96|3|-1|1,cascade,per_task,all12,0.995,0.96,3,-1,1,87,7,0.17864476386036962,0.000489065884161252,0.925531914893617,11,0,1.0,0.12643678160919541,0.7545522924963579,1.2265974460584974,302,0.28807947019867547,5.0,94
cascade|per_task|all12|0.995|0.96|3|-1|2,cascade,per_task,all12,0.995,0.96,3,-1,2,84,7,0.17248459958932238,0.000489065884161252,0.9230769230769231,10,0,1.0,0.11904761904761904,0.76481819153382,1.2069233358920504,302,0.2781456953642384,5.0,91
cascade|per_task|all12|0.995|0.975|2|0|1,cascade,per_task,all12,0.995,0.975,2,0,1,24,4,0.049281314168377825,0.00027946621952071543,0.8571428571428571,4,1,0.8,0.16666666666666666,0.6725116504867061,1.2745397890468229,270,0.08888888888888889,1.0,28
cascade|per_task|all12|0.995|0.975|2|0|2,cascade,per_task,all12,0.995,0.975,2,0,2,15,3,0.030800821355236138,0.00020959966464053657,0.8333333333333334,1,1,0.5,0.06666666666666667,0.6954202309582579,1.198316206856734,270,0.05555555555555555,1.0,18
cascade|per_task|all12|0.995|0.975|2|1|1,cascade,per_task,all12,0.995,0.975,2,1,1,47,9,0.09650924024640657,0.0006287989939216097,0.8392857142857143,10,1,0.9090909090909091,0.2127659574468085,0.6608705708913131,1.269969871942964,270,0.17407407407407408,1.0,56
cascade|per_task|all12|0.995|0.975|2|1|2,cascade,per_task,all12,0.995,0.975,2,1,2,41,6,0.08418891170431211,0.00041919932928107315,0.8723404255319149,6,1,0.8571428571428571,0.14634146341463414,0.7043949313624813,1.2384251883309036,270,0.15185185185185185,2.0,47
cascade|per_task|all12|0.995|0.975|2|2|1,cascade,per_task,all12,0.995,0.975,2,2,1,63,9,0.1293634496919918,0.0006287989939216097,0.875,11,1,0.9166666666666666,0.1746031746031746,0.6861923210172838,1.2751527133133869,270,0.23333333333333334,2.0,72
cascade|per_task|all12|0.995|0.975|2|2|2,cascade,per_task,all12,0.995,0.975,2,2,2,52,6,0.10677618069815195,0.00041919932928107315,0.896551724137931,7,1,0.875,0.1346153846153846,0.7227822213664924,1.2404175111597378,270,0.1925925925925926,2.0,58
cascade|per_task|all12|0.995|0.975|2|4|1,cascade,per_task,all12,0.995,0.975,2,4,1,75,9,0.1540041067761807,0.0006287989939216097,0.8928571428571429,11,1,0.9166666666666666,0.14666666666666667,0.7046111968534189,1.2671628649166713,270,0.2777777777777778,2.5,84
cascade|per_task|all12|0.995|0.975|2|4|2,cascade,per_task,all12,0.995,0.975,2,4,2,64,6,0.13141683778234087,0.00041919932928107315,0.9142857142857143,7,1,0.875,0.109375,0.742231787504734,1.2318061954196255,270,0.23703703703703705,3.0,70
cascade|per_task|all12|0.995|0.975|2|8|1,cascade,per_task,all12,0.995,0.975,2,8,1,82,9,0.16837782340862423,0.0006287989939216097,0.9010989010989011,11,1,0.9166666666666666,0.13414634146341464,0.7133148507020048,1.2632554897912045,270,0.3037037037037037,3.0,91
cascade|per_task|all12|0.995|0.975|2|8|2,cascade,per_task,all12,0.995,0.975,2,8,2,70,6,0.1437371663244353,0.00041919932928107315,0.9210526315789473,7,1,0.875,0.1,0.7558031471160994,1.2186409054968699,270,0.25925925925925924,3.0,76
cascade|per_task|all12|0.995|0.975|2|-1|1,cascade,per_task,all12,0.995,0.975,2,-1,1,90,9,0.18480492813141683,0.0006287989939216097,0.9090909090909091,11,1,0.9166666666666666,0.12222222222222222,0.7317884832212199,1.2422864392306794,270,0.3333333333333333,3.0,99
cascade|per_task|all12|0.995|0.975|2|-1|2,cascade,per_task,all12,0.995,0.975,2,-1,2,80,6,0.16427104722792607,0.00041919932928107315,0.9302325581395349,7,1,0.875,0.0875,0.7786849934343286,1.1946198603838731,270,0.2962962962962963,4.0,86
cascade|per_task|all12|0.995|0.975|3|0|1,cascade,per_task,all12,0.995,0.975,3,0,1,9,2,0.018480492813141684,0.00013973310976035772,0.8181818181818182,1,0,1.0,0.1111111111111111,0.723774377296039,1.1304376665535987,270,0.03333333333333333,1.0,11
cascade|per_task|all12|0.995|0.975|3|0|2,cascade,per_task,all12,0.995,0.975,3,0,2,7,1,0.014373716632443531,6.986655488017886e-05,0.875,0,0,0.0,0.0,0.7678152168107274,1.1395971072760003,270,0.025925925925925925,1.0,8
cascade|per_task|all12|0.995|0.975|3|1|1,cascade,per_task,all12,0.995,0.975,3,1,1,29,5,0.059548254620123205,0.0003493327744008943,0.8529411764705882,4,0,1.0,0.13793103448275862,0.7397052469313696,1.1530825014544268,270,0.10740740740740741,2.0,34
cascade|per_task|all12|0.995|0.975|3|1|2,cascade,per_task,all12,0.995,0.975,3,1,2,29,4,0.059548254620123205,0.00027946621952071543,0.8787878787878788,4,0,1.0,0.13793103448275862,0.7440364909732782,1.1811085739065454,270,0.10740740740740741,2.0,33
cascade|per_task|all12|0.995|0.975|3|2|1,cascade,per_task,all12,0.995,0.975,3,2,1,43,6,0.08829568788501027,0.00041919932928107315,0.8775510204081632,6,0,1.0,0.13953488372093023,0.7122693168208731,1.232049450515438,270,0.15925925925925927,2.0,49
cascade|per_task|all12|0.995|0.975|3|2|2,cascade,per_task,all12,0.995,0.975,3,2,2,42,5,0.08624229979466119,0.0003493327744008943,0.8936170212765957,6,0,1.0,0.14285714285714285,0.7242929319053866,1.2337784643649232,270,0.15555555555555556,2.0,47
cascade|per_task|all12|0.995|0.975|3|4|1,cascade,per_task,all12,0.995,0.975,3,4,1,54,6,0.11088295687885011,0.00041919932928107315,0.9,6,0,1.0,0.1111111111111111,0.7403830341693713,1.2155870116738985,270,0.2,3.0,60
cascade|per_task|all12|0.995|0.975|3|4|2,cascade,per_task,all12,0.995,0.975,3,4,2,53,5,0.10882956878850103,0.0003493327744008943,0.9137931034482759,6,0,1.0,0.11320754716981132,0.7510957469912528,1.2166133373924135,270,0.1962962962962963,3.0,58
cascade|per_task|all12|0.995|0.975|3|8|1,cascade,per_task,all12,0.995,0.975,3,8,1,64,6,0.13141683778234087,0.00041919932928107315,0.9142857142857143,6,0,1.0,0.09375,0.7533858072550911,1.2135690710936682,270,0.23703703703703705,3.5,70
cascade|per_task|all12|0.995|0.975|3|8|2,cascade,per_task,all12,0.995,0.975,3,8,2,62,5,0.1273100616016427,0.0003493327744008943,0.9253731343283582,6,0,1.0,0.0967741935483871,0.7652678698671695,1.2092146694842667,270,0.22962962962962963,4.0,67
cascade|per_task|all12|0.995|0.975|3|-1|1,cascade,per_task,all12,0.995,0.975,3,-1,1,80,6,0.16427104722792607,0.00041919932928107315,0.9302325581395349,6,0,1.0,0.075,0.7849058528244066,1.1851517666637144,270,0.2962962962962963,4.0,86
cascade|per_task|all12|0.995|0.975|3|-1|2,cascade,per_task,all12,0.995,0.975,3,-1,2,77,5,0.15811088295687886,0.0003493327744008943,0.9390243902439024,6,0,1.0,0.07792207792207792,0.7938685163121088,1.1828462408436484,270,0.2851851851851852,4.0,82
cascade|per_task|all12|0.995|0.98|2|0|1,cascade,per_task,all12,0.995,0.98,2,0,1,24,3,0.049281314168377825,0.00020959966464053657,0.8888888888888888,3,1,0.75,0.125,0.6429800183626639,1.3824518079930805,248,0.0967741935483871,1.0,27
cascade|per_task|all12|0.995|0.98|2|0|2,cascade,per_task,all12,0.995,0.98,2,0,2,15,2,0.030800821355236138,0.00013973310976035772,0.8823529411764706,1,1,0.5,0.06666666666666667,0.7123823878198505,1.2385945473424629,248,0.06048387096774194,2.0,17
cascade|per_task|all12|0.995|0.98|2|1|1,cascade,per_task,all12,0.995,0.98,2,1,1,47,9,0.09650924024640657,0.0006287989939216097,0.8392857142857143,8,1,0.8888888888888888,0.1702127659574468,0.672174220661334,1.2486133631545164,248,0.18951612903225806,1.0,56
cascade|per_task|all12|0.995|0.98|2|1|2,cascade,per_task,all12,0.995,0.98,2,1,2,39,6,0.08008213552361396,0.00041919932928107315,0.8666666666666667,6,1,0.8571428571428571,0.15384615384615385,0.7085074679444117,1.2232286967717099,248,0.15725806451612903,2.0,45
cascade|per_task|all12|0.995|0.98|2|2|1,cascade,per_task,all12,0.995,0.98,2,2,1,61,9,0.12525667351129363,0.0006287989939216097,0.8714285714285714,9,1,0.9,0.14754098360655737,0.689041347855777,1.2646970666424648,248,0.24596774193548387,2.0,70
cascade|per_task|all12|0.995|0.98|2|2|2,cascade,per_task,all12,0.995,0.98,2,2,2,51,6,0.10472279260780287,0.00041919932928107315,0.8947368421052632,7,1,0.875,0.13725490196078433,0.7100937465972257,1.2600263646776901,248,0.2056451612903226,2.0,57
cascade|per_task|all12|0.995|0.98|2|4|1,cascade,per_task,all12,0.995,0.98,2,4,1,68,9,0.13963039014373715,0.0006287989939216097,0.8831168831168831,9,1,0.9,0.1323529411764706,0.6961666845778447,1.2685422940806266,248,0.27419354838709675,2.0,77
cascade|per_task|all12|0.995|0.98|2|4|2,cascade,per_task,all12,0.995,0.98,2,4,2,61,6,0.12525667351129363,0.00041919932928107315,0.9104477611940298,7,1,0.875,0.11475409836065574,0.732452701384924,1.2430123603511218,248,0.24596774193548387,3.0,67
cascade|per_task|all12|0.995|0.98|2|8|1,cascade,per_task,all12,0.995,0.98,2,8,1,79,9,0.162217659137577,0.0006287989939216097,0.8977272727272727,9,1,0.9,0.11392405063291139,0.7156779130593187,1.2543733100407486,248,0.3185483870967742,3.0,88
cascade|per_task|all12|0.995|0.98|2|8|2,cascade,per_task,all12,0.995,0.98,2,8,2,70,6,0.1437371663244353,0.00041919932928107315,0.9210526315789473,7,1,0.875,0.1,0.7555126070051873,1.219109546338283,248,0.28225806451612906,3.0,76
cascade|per_task|all12|0.995|0.98|2|-1|1,cascade,per_task,all12,0.995,0.98,2,-1,1,84,9,0.17248459958932238,0.0006287989939216097,0.9032258064516129,9,1,0.9,0.10714285714285714,0.7279816847169095,1.2407260037082535,248,0.3387096774193548,3.0,93
cascade|per_task|all12|0.995|0.98|2|-1|2,cascade,per_task,all12,0.995,0.98,2,-1,2,76,6,0.15605749486652978,0.00041919932928107315,0.926829268292683,7,1,0.875,0.09210526315789473,0.7699578609303643,1.2037402503726191,248,0.3064516129032258,3.5,82
cascade|per_task|all12|0.995|0.98|3|0|1,cascade,per_task,all12,0.995,0.98,3,0,1,7,2,0.014373716632443531,0.00013973310976035772,0.7777777777777778,0,0,0.0,0.0,0.8129376427974515,0.9567496162452475,248,0.028225806451612902,1.0,9
cascade|per_task|all12|0.995|0.98|3|0|2,cascade,per_task,all12,0.995,0.98,3,0,2,6,1,0.012320328542094456,6.986655488017886e-05,0.8571428571428571,0,0,0.0,0.0,0.8170949416612395,1.04901256076827,248,0.024193548387096774,1.0,7
cascade|per_task|all12|0.995|0.98|3|1|1,cascade,per_task,all12,0.995,0.98,3,1,1,25,4,0.0513347022587269,0.00027946621952071543,0.8620689655172413,2,0,1.0,0.08,0.7887829214091132,1.0929102825619081,248,0.10080645161290322,2.0,29
cascade|per_task|all12|0.995|0.98|3|1|2,cascade,per_task,all12,0.995,0.98,3,1,2,24,3,0.049281314168377825,0.00020959966464053657,0.8888888888888888,2,0,1.0,0.08333333333333333,0.7974845685643024,1.114615785593369,248,0.0967741935483871,2.0,27
cascade|per_task|all12|0.995|0.98|3|2|1,cascade,per_task,all12,0.995,0.98,3,2,1,41,5,0.08418891170431211,0.0003493327744008943,0.8913043478260869,5,0,1.0,0.12195121951219512,0.7424992726662658,1.2004110719536087,248,0.16532258064516128,2.0,46
cascade|per_task|all12|0.995|0.98|3|2|2,cascade,per_task,all12,0.995,0.98,3,2,2,39,4,0.08008213552361396,0.00027946621952071543,0.9069767441860465,5,0,1.0,0.1282051282051282,0.7521359377681832,1.2058681132526696,248,0.15725806451612903,2.0,43
cascade|per_task|all12|0.995|0.98|3|4|1,cascade,per_task,all12,0.995,0.98,3,4,1,54,5,0.11088295687885011,0.0003493327744008943,0.9152542372881356,5,0,1.0,0.09259259259259259,0.7698485209787352,1.1888757493805937,248,0.21774193548387097,3.0,59
cascade|per_task|all12|0.995|0.98|3|4|2,cascade,per_task,all12,0.995,0.98,3,4,2,51,4,0.10472279260780287,0.00027946621952071543,0.9272727272727272,5,0,1.0,0.09803921568627451,0.7751683147018676,1.1962211427970446,248,0.2056451612903226,3.0,55
cascade|per_task|all12|0.995|0.98|3|8|1,cascade,per_task,all12,0.995,0.98,3,8,1,61,5,0.12525667351129363,0.0003493327744008943,0.9242424242424242,5,0,1.0,0.08196721311475409,0.7772714611446062,1.189085757608274,248,0.24596774193548387,3.0,66
cascade|per_task|all12|0.995|0.98|3|8|2,cascade,per_task,all12,0.995,0.98,3,8,2,59,4,0.12114989733059549,0.00027946621952071543,0.9365079365079365,5,0,1.0,0.0847457627118644,0.7828168068648939,1.1963309018090207,248,0.23790322580645162,4.0,63
cascade|per_task|all12|0.995|0.98|3|-1|1,cascade,per_task,all12,0.995,0.98,3,-1,1,74,5,0.15195071868583163,0.0003493327744008943,0.9367088607594937,5,0,1.0,0.06756756756756757,0.8056511766598374,1.162672987884174,248,0.29838709677419356,4.0,79
cascade|per_task|all12|0.995|0.98|3|-1|2,cascade,per_task,all12,0.995,0.98,3,-1,2,72,4,0.14784394250513347,0.00027946621952071543,0.9473684210526315,5,0,1.0,0.06944444444444445,0.8115346131915634,1.1673789455841785,248,0.2903225806451613,4.0,76
cascade|per_task|all12|0.995|0.99|2|0|1,cascade,per_task,all12,0.995,0.99,2,0,1,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,0,1,0.0,0.0,0.7427524513139708,1.0607555538658755,166,0.1566265060240964,1.0,33
cascade|per_task|all12|0.995|0.99|2|0|2,cascade,per_task,all12,0.995,0.99,2,0,2,16,5,0.03285420944558522,0.0003493327744008943,0.7619047619047619,0,1,0.0,0.0,0.7775222889048036,0.9799137243743326,166,0.0963855421686747,1.0,21
cascade|per_task|all12|0.995|0.99|2|1|1,cascade,per_task,all12,0.995,0.99,2,1,1,42,8,0.08624229979466119,0.0005589324390414309,0.84,5,1,0.8333333333333334,0.11904761904761904,0.726911655556389,1.155573711852304,166,0.25301204819277107,1.0,50
cascade|per_task|all12|0.995|0.99|2|1|2,cascade,per_task,all12,0.995,0.99,2,1,2,33,6,0.06776180698151951,0.00041919932928107315,0.8461538461538461,3,1,0.75,0.09090909090909091,0.7384413319098894,1.1458646876731173,166,0.19879518072289157,1.0,39
cascade|per_task|all12|0.995|0.99|2|2|1,cascade,per_task,all12,0.995,0.99,2,2,1,58,8,0.11909650924024641,0.0005589324390414309,0.8787878787878788,6,1,0.8571428571428571,0.10344827586206896,0.7518581822416864,1.1688213276707955,166,0.3493975903614458,2.0,66
cascade|per_task|all12|0.995|0.99|2|2|2,cascade,per_task,all12,0.995,0.99,2,2,2,48,6,0.09856262833675565,0.00041919932928107315,0.8888888888888888,4,1,0.8,0.08333333333333333,0.7793843586203791,1.1405013188388182,166,0.2891566265060241,2.0,54
cascade|per_task|all12|0.995|0.99|2|4|1,cascade,per_task,all12,0.995,0.99,2,4,1,62,8,0.1273100616016427,0.0005589324390414309,0.8857142857142857,6,1,0.8571428571428571,0.0967741935483871,0.7458159944219291,1.1875774887353947,166,0.37349397590361444,2.0,70
cascade|per_task|all12|0.995|0.99|2|4|2,cascade,per_task,all12,0.995,0.99,2,4,2,54,6,0.11088295687885011,0.00041919932928107315,0.9,4,1,0.8,0.07407407407407407,0.7748773143604388,1.1614741886498947,166,0.3253012048192771,2.0,60
cascade|per_task|all12|0.995|0.99|2|8|1,cascade,per_task,all12,0.995,0.99,2,8,1,65,8,0.13347022587268995,0.0005589324390414309,0.8904109589041096,6,1,0.8571428571428571,0.09230769230769231,0.7524278729322156,1.1833838045288954,166,0.39156626506024095,2.0,73
cascade|per_task|all12|0.995|0.99|2|8|2,cascade,per_task,all12,0.995,0.99,2,8,2,57,6,0.11704312114989733,0.00041919932928107315,0.9047619047619048,4,1,0.8,0.07017543859649122,0.7745462494981588,1.168118631196155,166,0.3433734939759036,2.0,63
cascade|per_task|all12|0.995|0.99|2|-1|1,cascade,per_task,all12,0.995,0.99,2,-1,1,69,8,0.14168377823408623,0.0005589324390414309,0.8961038961038961,6,1,0.8571428571428571,0.08695652173913043,0.7604097867344322,1.1784486624668524,166,0.41566265060240964,2.0,77
cascade|per_task|all12|0.995|0.99|2|-1|2,cascade,per_task,all12,0.995,0.99,2,-1,2,61,6,0.12525667351129363,0.00041919932928107315,0.9104477611940298,4,1,0.8,0.06557377049180328,0.78155759359545,1.1649144844279973,166,0.3674698795180723,2.0,67
cascade|per_task|all12|0.995|0.99|3|0|1,cascade,per_task,all12,0.995,0.99,3,0,1,4,1,0.008213552361396304,6.986655488017886e-05,0.8,0,0,0.0,0.0,0.8348344898724681,0.9582737772635753,166,0.024096385542168676,1.0,5
cascade|per_task|all12|0.995|0.99|3|0|2,cascade,per_task,all12,0.995,0.99,3,0,2,4,1,0.008213552361396304,6.986655488017886e-05,0.8,0,0,0.0,0.0,0.8348344898724681,0.9582737772635753,166,0.024096385542168676,1.0,5
cascade|per_task|all12|0.995|0.99|3|1|1,cascade,per_task,all12,0.995,0.99,3,1,1,17,2,0.03490759753593429,0.00013973310976035772,0.8947368421052632,0,0,0.0,0.0,0.8105908846042483,1.103808171420651,166,0.10240963855421686,1.0,19
cascade|per_task|all12|0.995|0.99|3|1|2,cascade,per_task,all12,0.995,0.99,3,1,2,15,2,0.030800821355236138,0.00013973310976035772,0.8823529411764706,0,0,0.0,0.0,0.8329363147762815,1.0593282169639366,166,0.09036144578313253,1.0,17
