experiment,unit,leg,signal,lead,eff_auc_minus_05,ci95_lo,ci95_hi,p_maxT,n_groups,n_events_used,n_events_present,n_events_total,family,named
E2_loop,U3_grid50x8_long_objaware,raw,D_tok,-4,0.0664,-0.0762,0.2089,1.0,23,52,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_tok,-3,0.097,-0.0672,0.2613,0.999,22,51,56,56,56,yes
E2_loop,U3_grid50x8_long_objaware,raw,D_tok,-2,-0.0365,-0.1823,0.1094,1.0,21,49,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_tok,-1,0.0776,-0.0884,0.2437,1.0,20,48,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_tok,0,0.0483,-0.1374,0.2341,1.0,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_tok,1,0.1255,-0.0708,0.3218,0.966,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_tok,2,0.0469,-0.1584,0.2523,1.0,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,C,-4,-0.0385,-0.1918,0.1147,1.0,23,52,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,C,-3,-0.1007,-0.2642,0.0628,0.9985,22,51,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,C,-2,0.0248,-0.1198,0.1693,1.0,21,49,56,56,56,yes
E2_loop,U3_grid50x8_long_objaware,raw,C,-1,-0.0631,-0.2308,0.1045,1.0,20,48,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,C,0,-0.0653,-0.2385,0.108,1.0,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,C,1,-0.1253,-0.3223,0.0716,0.966,19,47,56,56,56,yes
E2_loop,U3_grid50x8_long_objaware,raw,C,2,-0.0504,-0.2553,0.1544,1.0,19,47,56,56,56,yes
E2_loop,U3_grid50x8_long_objaware,raw,S_ent,-4,-0.1,-0.2433,0.0434,0.999,23,52,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_ent,-3,-0.04,-0.2074,0.1274,1.0,22,51,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_ent,-2,0.0283,-0.1291,0.1856,1.0,21,49,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_ent,-1,-0.0387,-0.1776,0.1001,1.0,20,48,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_ent,0,-0.1843,-0.2964,-0.0722,0.4368,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_ent,1,-0.1697,-0.35,0.0105,0.6142,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_ent,2,-0.0913,-0.2716,0.0889,1.0,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_margin,-4,0.0499,-0.0827,0.1824,1.0,23,52,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_margin,-3,0.0082,-0.1357,0.1521,1.0,22,51,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_margin,-2,-0.0065,-0.1814,0.1684,1.0,21,49,56,56,56,yes
E2_loop,U3_grid50x8_long_objaware,raw,S_margin,-1,0.0775,-0.0703,0.2253,1.0,20,48,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_margin,0,0.1003,-0.0436,0.2443,0.9985,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_margin,1,0.0864,-0.0711,0.2439,1.0,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,S_margin,2,0.0168,-0.1828,0.2164,1.0,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,V,-4,0.0919,-0.0742,0.2579,1.0,23,52,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,V,-3,0.1629,0.0038,0.3219,0.6937,22,51,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,V,-2,0.1772,0.0459,0.3085,0.5227,21,49,56,56,56,yes
E2_loop,U3_grid50x8_long_objaware,raw,V,-1,0.2218,0.079,0.3646,0.1464,20,48,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,V,0,0.2884,0.1513,0.4256,0.012,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,V,1,0.2346,0.0576,0.4117,0.0965,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,V,2,0.1296,-0.0586,0.3178,0.954,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,A,-4,0.1464,-0.0072,0.3,0.8511,23,52,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,A,-3,0.1712,0.0157,0.3268,0.5922,22,51,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,A,-2,0.2253,0.0998,0.3508,0.1334,21,49,56,56,56,yes
E2_loop,U3_grid50x8_long_objaware,raw,A,-1,0.1804,0.0487,0.3121,0.4843,20,48,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,A,0,0.2807,0.1456,0.4158,0.0195,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,A,1,0.2261,0.0652,0.387,0.1294,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,A,2,0.2046,0.0121,0.3971,0.2449,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_layer,-4,0.0934,-0.054,0.2408,1.0,23,52,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_layer,-3,0.0915,-0.083,0.2661,1.0,22,51,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_layer,-2,-0.0754,-0.2339,0.0831,1.0,21,49,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_layer,-1,0.0245,-0.1115,0.1606,1.0,20,48,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_layer,0,0.099,-0.0342,0.2322,0.999,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_layer,1,0.1208,-0.0681,0.3098,0.975,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,D_layer,2,0.0831,-0.0928,0.259,1.0,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,flow_com,-4,0.1229,-0.0204,0.2662,0.9715,23,52,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,flow_com,-3,0.0566,-0.0941,0.2073,1.0,22,51,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,flow_com,-2,0.0551,-0.0906,0.2008,1.0,21,49,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,flow_com,-1,0.086,-0.0694,0.2414,1.0,20,48,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,flow_com,0,0.2858,0.169,0.4027,0.0125,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,flow_com,1,0.2022,0.0535,0.3508,0.2654,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,raw,flow_com,2,0.0784,-0.0907,0.2475,1.0,19,47,56,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_tok,-4,0.0604,-0.1244,0.2452,1.0,15,38,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_tok,-3,0.0153,-0.178,0.2087,1.0,17,40,0,56,56,yes
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_tok,-2,0.0764,-0.0712,0.224,1.0,16,41,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_tok,-1,-0.0206,-0.1581,0.1168,1.0,15,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_tok,0,-0.0532,-0.1949,0.0885,1.0,14,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_tok,1,-0.0148,-0.2208,0.1912,1.0,16,44,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_tok,2,0.0195,-0.187,0.226,1.0,17,45,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,C,-4,-0.04,-0.2324,0.1523,1.0,15,38,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,C,-3,-0.0033,-0.2018,0.1953,1.0,17,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,C,-2,-0.0543,-0.1961,0.0876,1.0,16,41,0,56,56,yes
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,C,-1,0.032,-0.1121,0.1761,1.0,15,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,C,0,0.0287,-0.1291,0.1865,1.0,14,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,C,1,0.0203,-0.1851,0.2257,1.0,16,44,0,56,56,yes
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,C,2,-0.0271,-0.2348,0.1805,1.0,17,45,0,56,56,yes
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_ent,-4,-0.0636,-0.2165,0.0893,1.0,15,38,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_ent,-3,0.0537,-0.1304,0.2377,1.0,17,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_ent,-2,-0.0455,-0.2049,0.1139,1.0,16,41,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_ent,-1,-0.0181,-0.1982,0.1621,1.0,15,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_ent,0,-0.0884,-0.2451,0.0683,1.0,14,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_ent,1,-0.1383,-0.3073,0.0307,0.9295,16,44,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_ent,2,-0.148,-0.3193,0.0233,0.8676,17,45,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_margin,-4,0.0534,-0.1253,0.2321,1.0,15,38,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_margin,-3,0.0055,-0.1734,0.1843,1.0,17,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_margin,-2,-0.1254,-0.2902,0.0394,0.9755,16,41,0,56,56,yes
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_margin,-1,0.0758,-0.1106,0.2622,1.0,15,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_margin,0,0.0657,-0.1047,0.2362,1.0,14,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_margin,1,0.0643,-0.0998,0.2285,1.0,16,44,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,S_margin,2,-0.0121,-0.1969,0.1726,1.0,17,45,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,V,-4,0.13,-0.0352,0.2952,0.963,15,38,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,V,-3,-0.0052,-0.1968,0.1864,1.0,17,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,V,-2,0.0892,-0.0455,0.2239,1.0,16,41,0,56,56,yes
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,V,-1,0.0754,-0.1035,0.2543,1.0,15,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,V,0,0.2209,0.0767,0.3651,0.1579,14,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,V,1,0.1167,-0.0845,0.3179,0.9925,16,44,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,V,2,0.0956,-0.0803,0.2716,1.0,17,45,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,A,-4,0.0776,-0.0972,0.2523,1.0,15,38,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,A,-3,0.0387,-0.1497,0.2272,1.0,17,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,A,-2,0.0952,-0.0453,0.2357,1.0,16,41,0,56,56,yes
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,A,-1,0.0874,-0.0987,0.2734,1.0,15,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,A,0,0.1942,0.0594,0.329,0.3803,14,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,A,1,0.1453,-0.033,0.3237,0.8841,16,44,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,A,2,0.1488,-0.0356,0.3331,0.8616,17,45,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_layer,-4,0.0743,-0.0744,0.223,1.0,15,38,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_layer,-3,0.0599,-0.1136,0.2335,1.0,17,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_layer,-2,0.0275,-0.1291,0.1842,1.0,16,41,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_layer,-1,-0.0009,-0.1638,0.162,1.0,15,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_layer,0,0.1075,-0.0194,0.2343,0.9975,14,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_layer,1,0.132,-0.0451,0.3092,0.9565,16,44,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,D_layer,2,0.1264,-0.0296,0.2825,0.9715,17,45,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,flow_com,-4,0.045,-0.1351,0.2251,1.0,15,38,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,flow_com,-3,0.0174,-0.1422,0.177,1.0,17,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,flow_com,-2,-0.0616,-0.2355,0.1124,1.0,16,41,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,flow_com,-1,0.0781,-0.0686,0.2247,1.0,15,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,flow_com,0,0.2437,0.1093,0.3782,0.064,14,40,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,flow_com,1,0.0812,-0.0732,0.2357,1.0,16,44,0,56,56,
E2_loop,U3_grid50x8_long_objaware,resid_mob1w8,flow_com,2,-0.0693,-0.2261,0.0876,1.0,17,45,0,56,56,
