rule,regime,run_id,episodes,failures,successes,tp,fp,recall,fpr,precision,recall_ci_low,recall_ci_high,fpr_ci_low,fpr_ci_high,first_query_median,phase_median,lead_median,recall_by_half,recall_by_065,recall_lead3
recurrence_back_025,calvin_partial,routes-v2-20260903,839,77,762,62,39,0.8051948051948052,0.051181102362204724,0.6138613861386139,0.7031488665717069,0.8782359907234323,0.037663639232376735,0.06920111440308219,15.5,0.4583333333333333,19.5,0.45454545454545453,0.6623376623376623,0.7402597402597403
recurrence_back_025,duplicate_pin_base,pin-base,512,12,500,8,149,0.6666666666666666,0.298,0.050955414012738856,0.39062208887280625,0.8618799089087836,0.25957321187843346,0.33950702166803354,11.0,0.5454545454545454,10.0,0.16666666666666666,0.6666666666666666,0.6666666666666666
recurrence_back_025,libero_natural,right-16x32,2560,307,2253,116,627,0.3778501628664495,0.2782956058588549,0.15612382234185734,0.3254389397179144,0.4332805043210385,0.2601794035902916,0.2971665517068853,20.5,0.6346153846153846,16.0,0.17263843648208468,0.20195439739413681,0.34527687296416937
recurrence_back_025,libero_natural,right-50x8-20260903,16000,532,15468,312,10052,0.5864661654135338,0.6498577708818205,0.03010420686993439,0.5441444757584861,0.6275480995089784,0.6423040951225851,0.6573370311350109,9.5,0.35714285714285715,19.0,0.4116541353383459,0.4605263157894737,0.575187969924812
recurrence_back_025,libero_natural,right-50x8b-20260903,16000,564,15436,323,10009,0.5726950354609929,0.6484192796061156,0.031262098335269065,0.5315123853133327,0.6128941188723592,0.6408510104777096,0.6559136947960178,9.0,0.35714285714285715,19.0,0.4095744680851064,0.4397163120567376,0.5585106382978723
recurrence_back_025,pin_intervention,pin-off,512,19,493,12,193,0.631578947368421,0.39148073022312374,0.05853658536585366,0.4103953316480363,0.8085048725486456,0.34939435838336314,0.4352451919191099,5.0,0.2727272727272727,16.0,0.5789473684210527,0.631578947368421,0.631578947368421
recurrence_back_025,pin_intervention,pin-on,512,8,504,3,177,0.375,0.35119047619047616,0.016666666666666666,0.13684428582360114,0.6942576053973659,0.310785001929822,0.3938472265055463,5.0,0.2727272727272727,16.0,0.25,0.375,0.375
recurrence_back_025,pin_smoke,pin-smoke,2,0,2,0,0,,0.0,,,,0.0,0.6576197724933345,,,,,,
recurrence_back_025,libero_natural,all,34560,1403,33157,751,20688,0.5352815395580898,0.6239406460174323,0.03502961891879285,0.5091227912509599,0.5612476114545362,0.6187126991893237,0.6291398774772365,9.0,0.36363636363636365,19.0,0.3585174625801853,0.3955808980755524,0.5181753385602281
recurrence_back_035,calvin_partial,routes-v1,339,30,309,30,227,1.0,0.7346278317152104,0.11673151750972763,0.8864866068260369,1.0,0.6827351690753036,0.7807583862437415,5.0,0.16666666666666666,30.0,1.0,1.0,1.0
recurrence_back_035,calvin_partial,routes-v2-20260903,839,77,762,77,566,1.0,0.7427821522309711,0.11975116640746501,0.9524815747175684,1.0,0.7105833378526639,0.7725453772860499,5.0,0.16666666666666666,30.0,1.0,1.0,1.0
recurrence_back_035,duplicate_pin_base,pin-base,512,12,500,12,500,1.0,1.0,0.0234375,0.7575059933447693,1.0,0.9923756595384482,1.0,5.0,0.2727272727272727,16.0,1.0,1.0,1.0
recurrence_back_035,libero_natural,right-16x32,2560,307,2253,307,2253,1.0,1.0,0.119921875,0.9876417424005536,1.0,0.9982978605760364,0.9999999999999998,5.0,0.15384615384615385,44.0,1.0,1.0,1.0
recurrence_back_035,libero_natural,right-50x8-20260903,16000,532,15468,532,15468,1.0,1.0,0.03325,0.9928309787205559,1.0,0.999751712888804,1.0,5.0,0.2,33.0,0.9981203007518797,1.0,1.0
recurrence_back_035,libero_natural,right-50x8b-20260903,16000,564,15436,564,15436,1.0,1.0,0.03525,0.9932349800089063,1.0,0.9997511982988337,1.0,5.0,0.2,24.0,1.0,1.0,1.0
recurrence_back_035,pin_intervention,pin-off,512,19,493,19,493,1.0,1.0,0.037109375,0.8318207759473915,1.0,0.992268240195148,1.0,5.0,0.2727272727272727,16.0,1.0,1.0,1.0
recurrence_back_035,pin_intervention,pin-on,512,8,504,8,504,1.0,1.0,0.015625,0.6755924351161318,1.0,0.9924357124571624,1.0,5.0,0.2727272727272727,16.0,1.0,1.0,1.0
recurrence_back_035,pin_smoke,pin-smoke,2,0,2,0,2,,1.0,0.0,,,0.34238022750666547,1.0,,,,,,
recurrence_back_035,libero_natural,all,34560,1403,33157,1403,33157,1.0,1.0,0.040596064814814814,0.9972694444021332,0.9999999999999999,0.999884156774928,1.0,5.0,0.15384615384615385,44.0,0.9992872416250891,1.0,1.0
collapse_back_half,calvin_partial,routes-v1,339,30,309,0,0,0.0,0.0,,0.0,0.11351339317396321,0.0,0.012279251078725018,,,,0.0,0.0,0.0
collapse_back_half,calvin_partial,routes-v2-20260903,839,77,762,0,0,0.0,0.0,,0.0,0.04751842528243159,0.0,0.00501599747108143,,,,0.0,0.0,0.0
collapse_back_half,duplicate_pin_base,pin-base,512,12,500,0,0,0.0,0.0,,0.0,0.24249400665523077,0.0,0.007624340461551825,,,,0.0,0.0,0.0
collapse_back_half,libero_natural,right-16x32,2560,307,2253,0,0,0.0,0.0,,8.673617379884035e-19,0.012358257599446618,0.0,0.0017021394239634612,,,,0.0,0.0,0.0
collapse_back_half,libero_natural,right-50x8-20260903,16000,532,15468,0,100,0.0,0.006464959917248513,0.0,4.336808689942018e-19,0.00716902127944408,0.005318717575592718,0.007856279037656658,,,,0.0,0.0,0.0
collapse_back_half,libero_natural,right-50x8b-20260903,16000,564,15436,0,110,0.0,0.007126198497019953,0.0,0.0,0.006765019991093893,0.005916380063435621,0.008581272611152858,,,,0.0,0.0,0.0
collapse_back_half,pin_intervention,pin-off,512,19,493,0,0,0.0,0.0,,0.0,0.16817922405260854,4.336808689942018e-19,0.0077317598048520855,,,,0.0,0.0,0.0
collapse_back_half,pin_intervention,pin-on,512,8,504,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.007564287542837727,,,,0.0,0.0,0.0
collapse_back_half,pin_smoke,pin-smoke,2,0,2,0,0,,0.0,,,,0.0,0.6576197724933345,,,,,,
collapse_back_half,libero_natural,all,34560,1403,33157,0,210,0.0,0.00633350423741593,0.0,0.0,0.0027305555978667803,0.005534936838739554,0.0072464474740506525,,,,0.0,0.0,0.0
joint_back_half,calvin_partial,routes-v1,339,30,309,0,0,0.0,0.0,,0.0,0.11351339317396321,0.0,0.012279251078725018,,,,0.0,0.0,0.0
joint_back_half,calvin_partial,routes-v2-20260903,839,77,762,0,0,0.0,0.0,,0.0,0.04751842528243159,0.0,0.00501599747108143,,,,0.0,0.0,0.0
joint_back_half,duplicate_pin_base,pin-base,512,12,500,0,0,0.0,0.0,,0.0,0.24249400665523077,0.0,0.007624340461551825,,,,0.0,0.0,0.0
joint_back_half,libero_natural,right-16x32,2560,307,2253,0,0,0.0,0.0,,8.673617379884035e-19,0.012358257599446618,0.0,0.0017021394239634612,,,,0.0,0.0,0.0
joint_back_half,libero_natural,right-50x8-20260903,16000,532,15468,0,5,0.0,0.00032324799586242565,0.0,4.336808689942018e-19,0.00716902127944408,0.00013807987578028053,0.0007565427105184384,,,,0.0,0.0,0.0
joint_back_half,libero_natural,right-50x8b-20260903,16000,564,15436,0,12,0.0,0.0007774034724021767,0.0,0.0,0.006765019991093893,0.000444777862437129,0.0013584439449207599,,,,0.0,0.0,0.0
joint_back_half,pin_intervention,pin-off,512,19,493,0,0,0.0,0.0,,0.0,0.16817922405260854,4.336808689942018e-19,0.0077317598048520855,,,,0.0,0.0,0.0
joint_back_half,pin_intervention,pin-on,512,8,504,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.007564287542837727,,,,0.0,0.0,0.0
joint_back_half,pin_smoke,pin-smoke,2,0,2,0,0,,0.0,,,,0.0,0.6576197724933345,,,,,,
joint_back_half,libero_natural,all,34560,1403,33157,0,17,0.0,0.0005127122477908134,0.0,0.0,0.0027305555978667803,0.00032015117549700665,0.0008209977566760697,,,,0.0,0.0,0.0
collapse_back_quarter,calvin_partial,routes-v1,339,30,309,0,0,0.0,0.0,,0.0,0.11351339317396321,0.0,0.012279251078725018,,,,0.0,0.0,0.0
collapse_back_quarter,calvin_partial,routes-v2-20260903,839,77,762,0,0,0.0,0.0,,0.0,0.04751842528243159,0.0,0.00501599747108143,,,,0.0,0.0,0.0
collapse_back_quarter,duplicate_pin_base,pin-base,512,12,500,0,0,0.0,0.0,,0.0,0.24249400665523077,0.0,0.007624340461551825,,,,0.0,0.0,0.0
collapse_back_quarter,libero_natural,right-16x32,2560,307,2253,0,0,0.0,0.0,,8.673617379884035e-19,0.012358257599446618,0.0,0.0017021394239634612,,,,0.0,0.0,0.0
collapse_back_quarter,libero_natural,right-50x8-20260903,16000,532,15468,0,0,0.0,0.0,,4.336808689942018e-19,0.00716902127944408,0.0,0.00024828711119605283,,,,0.0,0.0,0.0
collapse_back_quarter,libero_natural,right-50x8b-20260903,16000,564,15436,0,0,0.0,0.0,,0.0,0.006765019991093893,2.710505431213761e-20,0.00024880170116638796,,,,0.0,0.0,0.0
collapse_back_quarter,pin_intervention,pin-off,512,19,493,0,0,0.0,0.0,,0.0,0.16817922405260854,4.336808689942018e-19,0.0077317598048520855,,,,0.0,0.0,0.0
collapse_back_quarter,pin_intervention,pin-on,512,8,504,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.007564287542837727,,,,0.0,0.0,0.0
collapse_back_quarter,pin_smoke,pin-smoke,2,0,2,0,0,,0.0,,,,0.0,0.6576197724933345,,,,,,
collapse_back_quarter,libero_natural,all,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
joint_back_quarter,calvin_partial,routes-v1,339,30,309,0,0,0.0,0.0,,0.0,0.11351339317396321,0.0,0.012279251078725018,,,,0.0,0.0,0.0
joint_back_quarter,calvin_partial,routes-v2-20260903,839,77,762,0,0,0.0,0.0,,0.0,0.04751842528243159,0.0,0.00501599747108143,,,,0.0,0.0,0.0
joint_back_quarter,duplicate_pin_base,pin-base,512,12,500,0,0,0.0,0.0,,0.0,0.24249400665523077,0.0,0.007624340461551825,,,,0.0,0.0,0.0
joint_back_quarter,libero_natural,right-16x32,2560,307,2253,0,0,0.0,0.0,,8.673617379884035e-19,0.012358257599446618,0.0,0.0017021394239634612,,,,0.0,0.0,0.0
joint_back_quarter,libero_natural,right-50x8-20260903,16000,532,15468,0,0,0.0,0.0,,4.336808689942018e-19,0.00716902127944408,0.0,0.00024828711119605283,,,,0.0,0.0,0.0
joint_back_quarter,libero_natural,right-50x8b-20260903,16000,564,15436,0,0,0.0,0.0,,0.0,0.006765019991093893,2.710505431213761e-20,0.00024880170116638796,,,,0.0,0.0,0.0
joint_back_quarter,pin_intervention,pin-off,512,19,493,0,0,0.0,0.0,,0.0,0.16817922405260854,4.336808689942018e-19,0.0077317598048520855,,,,0.0,0.0,0.0
joint_back_quarter,pin_intervention,pin-on,512,8,504,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.007564287542837727,,,,0.0,0.0,0.0
joint_back_quarter,pin_smoke,pin-smoke,2,0,2,0,0,,0.0,,,,0.0,0.6576197724933345,,,,,,
joint_back_quarter,libero_natural,all,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_half_k1,calvin_partial,routes-v1,339,30,309,0,0,0.0,0.0,,0.0,0.11351339317396321,0.0,0.012279251078725018,,,,0.0,0.0,0.0
freeze_back_half_k1,calvin_partial,routes-v2-20260903,839,77,762,1,0,0.012987012987012988,0.0,1.0,0.002296217297124134,0.06996198914680275,0.0,0.00501599747108143,14.0,0.4166666666666667,21.0,0.012987012987012988,0.012987012987012988,0.012987012987012988
freeze_back_half_k1,duplicate_pin_base,pin-base,512,12,500,11,1,0.9166666666666666,0.002,0.9166666666666666,0.646120088858892,0.9851349055950824,0.0003531363945592893,0.01124070670514633,16.0,0.7727272727272727,5.0,0.0,0.0,0.6666666666666666
freeze_back_half_k1,libero_natural,right-16x32,2560,307,2253,265,27,0.8631921824104235,0.011984021304926764,0.9075342465753424,0.8202388361532781,0.8971686835709026,0.00824916584007555,0.017380219243499972,30.0,0.6346153846153846,19.0,0.026058631921824105,0.4495114006514658,0.8175895765472313
freeze_back_half_k1,libero_natural,right-50x8-20260903,16000,532,15468,382,1331,0.7180451127819549,0.08604861649857772,0.2230005837711617,0.6783524629276956,0.754611422529389,0.0817313367349414,0.09057145384858442,23.0,0.6483516483516484,15.0,0.12593984962406016,0.35902255639097747,0.6390977443609023
freeze_back_half_k1,libero_natural,right-50x8b-20260903,16000,564,15436,383,1315,0.6790780141843972,0.08519046385073853,0.22555948174322732,0.6394507221802682,0.7162823734966804,0.08088906629969272,0.08969827203829231,23.0,0.6538461538461539,16.0,0.11524822695035461,0.3102836879432624,0.5886524822695035
freeze_back_half_k1,pin_intervention,pin-off,512,19,493,18,0,0.9473684210526315,0.0,1.0,0.7536126883310192,0.9906480059376992,4.336808689942018e-19,0.0077317598048520855,16.5,0.7954545454545454,4.5,0.0,0.05263157894736842,0.6842105263157895
freeze_back_half_k1,pin_intervention,pin-on,512,8,504,8,0,1.0,0.0,1.0,0.6755924351161318,1.0,0.0,0.007564287542837727,17.0,0.8181818181818182,4.0,0.0,0.0,0.75
freeze_back_half_k1,pin_smoke,pin-smoke,2,0,2,0,0,,0.0,,,,0.0,0.6576197724933345,,,,,,
freeze_back_half_k1,libero_natural,all,34560,1403,33157,1030,2673,0.7341411261582323,0.08061646107910848,0.2781528490413179,0.7104073553758649,0.7565962262151554,0.0777344526841735,0.08359563495742495,27.0,0.6538461538461539,17.0,0.09978617248752673,0.3592302209550962,0.6578759800427655
freeze_back_half_k4,calvin_partial,routes-v1,339,30,309,0,0,0.0,0.0,,0.0,0.11351339317396321,0.0,0.012279251078725018,,,,0.0,0.0,0.0
freeze_back_half_k4,calvin_partial,routes-v2-20260903,839,77,762,0,0,0.0,0.0,,0.0,0.04751842528243159,0.0,0.00501599747108143,,,,0.0,0.0,0.0
freeze_back_half_k4,duplicate_pin_base,pin-base,512,12,500,8,1,0.6666666666666666,0.002,0.8888888888888888,0.39062208887280625,0.8618799089087836,0.0003531363945592893,0.01124070670514633,19.0,0.9090909090909091,2.0,0.0,0.0,0.16666666666666666
freeze_back_half_k4,libero_natural,right-16x32,2560,307,2253,211,14,0.6872964169381107,0.006213936972924989,0.9377777777777778,0.633393049495821,0.7365704696444514,0.0037051476271210467,0.01040371176849311,33.0,0.6923076923076923,16.0,0.0,0.10749185667752444,0.5602605863192183
freeze_back_half_k4,libero_natural,right-50x8-20260903,16000,532,15468,265,19,0.4981203007518797,0.0012283423842772176,0.9330985915492958,0.4557990368222755,0.5404685158893014,0.000786545958702043,0.0019178159578841416,29.0,0.6923076923076923,14.0,0.045112781954887216,0.14661654135338345,0.37593984962406013
freeze_back_half_k4,libero_natural,right-50x8b-20260903,16000,564,15436,250,23,0.4432624113475177,0.0014900233221041722,0.9157509157509157,0.4027852011293662,0.48450728340863014,0.0009931255752360165,0.002234981329464082,31.0,0.7115384615384616,14.0,0.04609929078014184,0.12588652482269502,0.3528368794326241
freeze_back_half_k4,pin_intervention,pin-off,512,19,493,12,0,0.631578947368421,0.0,1.0,0.4103953316480363,0.8085048725486456,4.336808689942018e-19,0.0077317598048520855,18.5,0.8863636363636364,2.5,0.0,0.0,0.3157894736842105
freeze_back_half_k4,pin_intervention,pin-on,512,8,504,4,0,0.5,0.0,1.0,0.2152160622138829,0.7847839377861171,0.0,0.007564287542837727,20.0,0.9545454545454546,1.0,0.0,0.0,0.0
freeze_back_half_k4,pin_smoke,pin-smoke,2,0,2,0,0,,0.0,,,,0.0,0.6576197724933345,,,,,,
freeze_back_half_k4,libero_natural,all,34560,1403,33157,726,56,0.5174625801853172,0.0016889344633109148,0.928388746803069,0.4913034343939981,0.5435263608844798,0.0013009548499185336,0.0021923659985450513,32.0,0.6923076923076923,15.0,0.03563791874554526,0.12972202423378476,0.4069850320741269
freeze_back_half_k8,calvin_partial,routes-v1,339,30,309,0,0,0.0,0.0,,0.0,0.11351339317396321,0.0,0.012279251078725018,,,,0.0,0.0,0.0
freeze_back_half_k8,calvin_partial,routes-v2-20260903,839,77,762,0,0,0.0,0.0,,0.0,0.04751842528243159,0.0,0.00501599747108143,,,,0.0,0.0,0.0
freeze_back_half_k8,duplicate_pin_base,pin-base,512,12,500,1,0,0.08333333333333333,0.0,1.0,0.014865094404917678,0.35387991114110795,0.0,0.007624340461551825,21.0,1.0,0.0,0.0,0.0,0.0
freeze_back_half_k8,libero_natural,right-16x32,2560,307,2253,142,7,0.46254071661237783,0.0031069684864624943,0.9530201342281879,0.40757407453400996,0.5184332216379356,0.0015058315950117066,0.006399667814777102,38.0,0.75,13.0,0.0,0.0,0.4201954397394137
freeze_back_half_k8,libero_natural,right-50x8-20260903,16000,532,15468,151,5,0.28383458646616544,0.00032324799586242565,0.967948717948718,0.24717869845420504,0.3235898633771336,0.00013807987578028053,0.0007565427105184384,37.0,0.7307692307692307,13.0,0.02631578947368421,0.041353383458646614,0.26127819548872183
freeze_back_half_k8,libero_natural,right-50x8b-20260903,16000,564,15436,162,7,0.2872340425531915,0.00045348535890126976,0.9585798816568047,0.2514299030819158,0.325916913935571,0.000219689207777712,0.0009358575553337183,37.0,0.75,12.0,0.028368794326241134,0.03546099290780142,0.2553191489361702
freeze_back_half_k8,pin_intervention,pin-off,512,19,493,3,0,0.15789473684210525,0.0,1.0,0.055204716385342884,0.37565475270328397,4.336808689942018e-19,0.0077317598048520855,21.0,1.0,0.0,0.0,0.0,0.0
freeze_back_half_k8,pin_intervention,pin-on,512,8,504,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.007564287542837727,,,,0.0,0.0,0.0
freeze_back_half_k8,pin_smoke,pin-smoke,2,0,2,0,0,,0.0,,,,0.0,0.6576197724933345,,,,,,
freeze_back_half_k8,libero_natural,all,34560,1403,33157,455,19,0.32430506058446185,0.0005730313357662032,0.959915611814346,0.30031890419743595,0.34925070657216356,0.0003668960612282127,0.0008948770717802745,37.0,0.75,13.0,0.021382751247327157,0.02993585174625802,0.2936564504632929
