corpus,event_kind,signal,variant,control_kind,relative,auc_event_high,det_auc,direction,ci95_low,ci95_high,n_groups,n_events,npairs,p_point,p_maxT,null_max_effect_q95
A,loop,physical_progress,comparator,all_no_event,-2,0.5144508670520231,0.5144508670520231,event_high,0.4618041325136612,0.5667109938700299,16,121,692,0.6451774112943528,1.0,0.3118393234672304
A,loop,physical_progress,comparator,all_no_event,-1,0.5173661360347322,0.5173661360347322,event_high,0.46557510831503357,0.5682455518779944,15,120,691,,,
A,loop,physical_progress,comparator,all_no_event,0,0.5130624092888244,0.5130624092888244,event_high,0.4684165824457747,0.5553039809289809,15,120,689,0.6051974012993503,1.0,0.3118393234672304
A,loop,physical_progress,comparator,all_no_event,1,0.5219619326500732,0.5219619326500732,event_high,0.47658644568055397,0.5599756935206907,15,119,683,,,
A,loop,physical_progress,comparator,all_no_event,2,0.49409158050221563,0.5059084194977843,event_low,0.4586754677280333,0.5264465161064426,15,119,677,,,
A,loop,physical_progress,comparator,all_no_event,3,0.4955357142857143,0.5044642857142857,event_low,0.4737758961428377,0.5135642934574078,15,119,672,,,
A,loop,physical_progress,comparator,all_no_event,4,0.5,0.5,event_high,0.46553611291500935,0.5450542242649294,15,116,652,,,
A,static,weighted_recurrence,raw,all_no_event,-8,0.75,0.75,event_high,0.6327051108095884,0.8635538329384707,12,54,488,0.004997501249375313,0.136431784107946,0.3108034501820628
A,static,weighted_recurrence,raw,all_no_event,-7,0.7807377049180327,0.7807377049180327,event_high,0.6673219086021506,0.8952614256300816,12,54,488,,,
A,static,weighted_recurrence,raw,all_no_event,-6,0.8477366255144033,0.8477366255144033,event_high,0.7637005914309417,0.9300988501383088,12,54,486,0.0004997501249375312,0.026986506746626688,0.3108034501820628
A,static,weighted_recurrence,raw,all_no_event,-5,0.9094650205761317,0.9094650205761317,event_high,0.8589692482915717,0.9615458015267175,12,54,486,,,
A,static,weighted_recurrence,raw,all_no_event,-4,0.9381443298969072,0.9381443298969072,event_high,0.8977266796356045,0.9762847979419381,12,54,485,0.0004997501249375312,0.0029985007496251873,0.3108034501820628
A,static,weighted_recurrence,raw,all_no_event,-3,0.9607438016528925,0.9607438016528925,event_high,0.9283718109953288,0.9901993969734896,12,54,484,,,
A,static,weighted_recurrence,raw,all_no_event,-2,0.9688149688149689,0.9688149688149689,event_high,0.9487716913718973,0.9882352941176471,12,54,481,0.0004997501249375312,0.0004997501249375312,0.3108034501820628
A,static,weighted_recurrence,raw,all_no_event,-1,0.9684873949579832,0.9684873949579832,event_high,0.9468056752710611,0.9894460494528127,12,54,476,,,
A,static,weighted_recurrence,raw,all_no_event,0,0.9746300211416491,0.9746300211416491,event_high,0.9534037117151007,0.9934369607372222,12,54,473,0.0004997501249375312,0.0004997501249375312,0.3108034501820628
A,static,weighted_recurrence,raw,all_no_event,1,0.9639065817409767,0.9639065817409767,event_high,0.92615903847353,0.9932088285229203,12,54,471,,,
A,static,weighted_recurrence,raw,all_no_event,2,0.9635974304068522,0.9635974304068522,event_high,0.925109556554974,0.9945058708414873,12,54,467,,,
A,static,weighted_recurrence,raw,all_no_event,3,0.9513274336283186,0.9513274336283186,event_high,0.9084114560431507,0.9875291958625292,12,53,452,,,
A,static,weighted_recurrence,raw,all_no_event,4,0.9505882352941176,0.9505882352941176,event_high,0.9076910828025477,0.9855113990282796,12,51,425,,,
A,static,lag_periodicity,raw,all_no_event,-8,0.5327868852459017,0.5327868852459017,event_high,0.4291913488831297,0.627277183600713,12,54,488,0.5717141429285357,1.0,0.3108034501820628
A,static,lag_periodicity,raw,all_no_event,-7,0.5491803278688525,0.5491803278688525,event_high,0.4099446738342381,0.6971735502711723,12,54,488,,,
A,static,lag_periodicity,raw,all_no_event,-6,0.5802469135802469,0.5802469135802469,event_high,0.4323073733964525,0.7372722835931561,12,54,486,0.3278360819590205,0.9950024987506247,0.3108034501820628
A,static,lag_periodicity,raw,all_no_event,-5,0.5864197530864198,0.5864197530864198,event_high,0.4462908496732026,0.7346631970889396,12,54,486,,,
A,static,lag_periodicity,raw,all_no_event,-4,0.7154639175257732,0.7154639175257732,event_high,0.6205541366689458,0.811088295687885,12,54,485,0.004497751124437781,0.24187906046976512,0.3108034501820628
A,static,lag_periodicity,raw,all_no_event,-3,0.8285123966942148,0.8285123966942148,event_high,0.7761184535338574,0.8834140649237103,12,54,484,,,
A,static,lag_periodicity,raw,all_no_event,-2,0.9064449064449065,0.9064449064449065,event_high,0.870300555258439,0.935677376338709,12,54,481,0.0004997501249375312,0.010494752623688156,0.3108034501820628
A,static,lag_periodicity,raw,all_no_event,-1,0.9285714285714286,0.9285714285714286,event_high,0.8911755398361877,0.9598289603418054,12,54,476,,,
A,static,lag_periodicity,raw,all_no_event,0,0.9429175475687104,0.9429175475687104,event_high,0.9037114557236334,0.9738430583501007,12,54,473,0.0004997501249375312,0.0029985007496251873,0.3108034501820628
A,static,lag_periodicity,raw,all_no_event,1,0.9426751592356688,0.9426751592356688,event_high,0.9102233189481387,0.9693742655699177,12,54,471,,,
A,static,lag_periodicity,raw,all_no_event,2,0.9550321199143469,0.9550321199143469,event_high,0.9308598094793872,0.9770558708576554,12,54,467,,,
A,static,lag_periodicity,raw,all_no_event,3,0.9535398230088495,0.9535398230088495,event_high,0.9311377245508982,0.9737993865668538,12,53,452,,,
A,static,lag_periodicity,raw,all_no_event,4,0.9435294117647058,0.9435294117647058,event_high,0.8992761396264154,0.9814395892412133,12,51,425,,,
A,static,late_flow_volatility,raw,all_no_event,-8,0.24180327868852458,0.7581967213114754,event_low,0.19587411828540424,0.3029637406121295,12,54,488,0.0029985007496251873,0.12093953023488256,0.3108034501820628
A,static,late_flow_volatility,raw,all_no_event,-7,0.2459016393442623,0.7540983606557377,event_low,0.1941020993991291,0.3171480756686236,12,54,488,,,
A,static,late_flow_volatility,raw,all_no_event,-6,0.25308641975308643,0.7469135802469136,event_low,0.18647166361974407,0.3282837776258829,12,54,486,0.004497751124437781,0.1409295352323838,0.3108034501820628
A,static,late_flow_volatility,raw,all_no_event,-5,0.25308641975308643,0.7469135802469136,event_low,0.15971749351491568,0.3606186868686868,12,54,486,,,
A,static,late_flow_volatility,raw,all_no_event,-4,0.2618556701030928,0.7381443298969073,event_low,0.17358012142523557,0.3642856357418545,12,54,485,0.009995002498750625,0.15992003998001,0.3108034501820628
A,static,late_flow_volatility,raw,all_no_event,-3,0.2727272727272727,0.7272727272727273,event_low,0.1742488161859664,0.3773855374761986,12,54,484,,,
A,static,late_flow_volatility,raw,all_no_event,-2,0.2910602910602911,0.7089397089397089,event_low,0.18833211297071129,0.41414206437291884,12,54,481,0.013993003498250875,0.263368315842079,0.3108034501820628
A,static,late_flow_volatility,raw,all_no_event,-1,0.25630252100840334,0.7436974789915967,event_low,0.15879658014851147,0.3621227097641999,12,54,476,,,
A,static,late_flow_volatility,raw,all_no_event,0,0.27061310782241016,0.7293868921775899,event_low,0.16347856979724415,0.37649991118216536,12,54,473,0.009995002498750625,0.18290854572713644,0.3108034501820628
A,static,late_flow_volatility,raw,all_no_event,1,0.27176220806794055,0.7282377919320595,event_low,0.17829867650473416,0.3671341171837641,12,54,471,,,
A,static,late_flow_volatility,raw,all_no_event,2,0.31049250535331907,0.6895074946466809,event_low,0.213956207702974,0.39845370195314206,12,54,467,,,
A,static,late_flow_volatility,raw,all_no_event,3,0.3141592920353982,0.6858407079646018,event_low,0.1974124513618677,0.4212860310421286,12,53,452,,,
A,static,late_flow_volatility,raw,all_no_event,4,0.3835294117647059,0.6164705882352941,event_low,0.24096330976078226,0.5152299677142587,12,51,425,,,
A,static,route_acceleration,raw,all_no_event,-8,0.29508196721311475,0.7049180327868853,event_low,0.2368772155270174,0.3692379958246346,12,54,488,0.0069965017491254375,0.280359820089955,0.3108034501820628
A,static,route_acceleration,raw,all_no_event,-7,0.305327868852459,0.694672131147541,event_low,0.24572583947583945,0.3899594468432722,12,54,488,,,
A,static,route_acceleration,raw,all_no_event,-6,0.33127572016460904,0.668724279835391,event_low,0.23847122601397566,0.4286021285304951,12,54,486,0.01649175412293853,0.43928035982008995,0.3108034501820628
A,static,route_acceleration,raw,all_no_event,-5,0.3497942386831276,0.6502057613168724,event_low,0.251185170178282,0.4593180252815816,12,54,486,,,
A,static,route_acceleration,raw,all_no_event,-4,0.35051546391752575,0.6494845360824743,event_low,0.22980408247503734,0.48884311905314454,12,54,485,0.07746126936531735,0.5697151424287856,0.3108034501820628
A,static,route_acceleration,raw,all_no_event,-3,0.34710743801652894,0.6528925619834711,event_low,0.21874822038724373,0.4784697787160841,12,54,484,,,
A,static,route_acceleration,raw,all_no_event,-2,0.3388773388773389,0.661122661122661,event_low,0.22017281045234613,0.46398102648102635,12,54,481,0.054972513743128434,0.49025487256371814,0.3108034501820628
A,static,route_acceleration,raw,all_no_event,-1,0.32563025210084034,0.6743697478991597,event_low,0.2,0.4649587924861673,12,54,476,,,
A,static,route_acceleration,raw,all_no_event,0,0.33403805496828753,0.6659619450317125,event_low,0.21932672031076583,0.45334615384615373,12,54,473,0.03398300849575212,0.4572713643178411,0.3108034501820628
A,static,route_acceleration,raw,all_no_event,1,0.3503184713375796,0.6496815286624205,event_low,0.2386824359373379,0.45377780232729403,12,54,471,,,
A,static,route_acceleration,raw,all_no_event,2,0.3618843683083512,0.6381156316916488,event_low,0.24454028240001538,0.47084482139224454,12,54,467,,,
A,static,route_acceleration,raw,all_no_event,3,0.37168141592920356,0.6283185840707964,event_low,0.2295980235042735,0.5028718198291084,12,53,452,,,
A,static,route_acceleration,raw,all_no_event,4,0.40941176470588236,0.5905882352941176,event_low,0.251938170525127,0.5479099084923016,12,51,425,,,
A,static,gate_entropy,raw,all_no_event,-8,0.6741803278688525,0.6741803278688525,event_high,0.5632076984763432,0.781496052168558,12,54,488,0.02498750624687656,0.41579210394802596,0.3108034501820628
A,static,gate_entropy,raw,all_no_event,-7,0.7110655737704918,0.7110655737704918,event_high,0.5967014316607812,0.8309172200595374,12,54,488,,,
A,static,gate_entropy,raw,all_no_event,-6,0.7530864197530864,0.7530864197530864,event_high,0.6371871169458706,0.8634752102238002,12,54,486,0.00849575212393803,0.127936031984008,0.3108034501820628
A,static,gate_entropy,raw,all_no_event,-5,0.7695473251028807,0.7695473251028807,event_high,0.6422707432284296,0.8768112576025282,12,54,486,,,
A,static,gate_entropy,raw,all_no_event,-4,0.7835051546391752,0.7835051546391752,event_high,0.6713399401542812,0.8715237786928755,12,54,485,0.0074962518740629685,0.08995502248875563,0.3108034501820628
A,static,gate_entropy,raw,all_no_event,-3,0.768595041322314,0.768595041322314,event_high,0.677742856035695,0.8649474191701568,12,54,484,,,
A,static,gate_entropy,raw,all_no_event,-2,0.738045738045738,0.738045738045738,event_high,0.6270766852195424,0.8506012889509,12,54,481,0.0074962518740629685,0.16041979010494753,0.3108034501820628
A,static,gate_entropy,raw,all_no_event,-1,0.7142857142857143,0.7142857142857143,event_high,0.5971928730071608,0.8319011429435658,12,54,476,,,
A,static,gate_entropy,raw,all_no_event,0,0.718816067653277,0.718816067653277,event_high,0.5982425954053541,0.8408408408408409,12,54,473,0.010494752623688156,0.22938530734632684,0.3108034501820628
A,static,gate_entropy,raw,all_no_event,1,0.692144373673036,0.692144373673036,event_high,0.5695296149766349,0.8251925133689839,12,54,471,,,
A,static,gate_entropy,raw,all_no_event,2,0.6766595289079229,0.6766595289079229,event_high,0.544907699092742,0.8086309421362431,12,54,467,,,
A,static,gate_entropy,raw,all_no_event,3,0.6637168141592921,0.6637168141592921,event_high,0.521812394711957,0.8173731266748271,12,53,452,,,
A,static,gate_entropy,raw,all_no_event,4,0.6376470588235295,0.6376470588235295,event_high,0.47217377260981913,0.8207776292335112,12,51,425,,,
A,static,top12_margin,raw,all_no_event,-8,0.2725409836065574,0.7274590163934427,event_low,0.18776083165458973,0.37260881044890354,12,54,488,0.010494752623688156,0.18790604697651175,0.3108034501820628
A,static,top12_margin,raw,all_no_event,-7,0.25614754098360654,0.7438524590163935,event_low,0.1689255595247203,0.36107468929734937,12,54,488,,,
A,static,top12_margin,raw,all_no_event,-6,0.2613168724279835,0.7386831275720165,event_low,0.1731128319224718,0.35714285714285715,12,54,486,0.005997001499250375,0.15992003998001,0.3108034501820628
A,static,top12_margin,raw,all_no_event,-5,0.2654320987654321,0.7345679012345678,event_low,0.1734608184359015,0.3661204874307818,12,54,486,,,
A,static,top12_margin,raw,all_no_event,-4,0.30103092783505153,0.6989690721649484,event_low,0.18991045598567294,0.40881217838765005,12,54,485,0.013493253373313344,0.29985007496251875,0.3108034501820628
A,static,top12_margin,raw,all_no_event,-3,0.33884297520661155,0.6611570247933884,event_low,0.2186711059640996,0.44,12,54,484,,,
A,static,top12_margin,raw,all_no_event,-2,0.367983367983368,0.632016632016632,event_low,0.24557220434432822,0.46566052614976966,12,54,481,0.034482758620689655,0.7021489255372314,0.3108034501820628
A,static,top12_margin,raw,all_no_event,-1,0.36554621848739494,0.634453781512605,event_low,0.25135709938462236,0.46730338306826247,12,54,476,,,
A,static,top12_margin,raw,all_no_event,0,0.346723044397463,0.6532769556025371,event_low,0.20544935411446977,0.4561803903879275,12,54,473,0.018490754622688656,0.5412293853073463,0.3108034501820628
A,static,top12_margin,raw,all_no_event,1,0.386411889596603,0.613588110403397,event_low,0.2865635888501742,0.4685743145743146,12,54,471,,,
A,static,top12_margin,raw,all_no_event,2,0.43254817987152033,0.5674518201284797,event_low,0.32393330571665285,0.5154926392831302,12,54,467,,,
A,static,top12_margin,raw,all_no_event,3,0.4269911504424779,0.5730088495575221,event_low,0.3234144587205712,0.5058388828224727,12,53,452,,,
A,static,top12_margin,raw,all_no_event,4,0.5011764705882353,0.5011764705882353,event_high,0.38550332317917474,0.5653271692745376,12,51,425,,,
A,static,state_action_gap,raw,all_no_event,-8,0.36475409836065575,0.6352459016393442,event_low,0.2556375726334091,0.4586016478700403,12,54,488,0.0239880059970015,0.6741629185407296,0.3108034501820628
A,static,state_action_gap,raw,all_no_event,-7,0.32172131147540983,0.6782786885245902,event_low,0.2307303370786517,0.400377134093861,12,54,488,,,
A,static,state_action_gap,raw,all_no_event,-6,0.27983539094650206,0.7201646090534979,event_low,0.1942547197785905,0.3554906133395521,12,54,486,0.0004997501249375312,0.21839080459770116,0.3108034501820628
A,static,state_action_gap,raw,all_no_event,-5,0.30864197530864196,0.691358024691358,event_low,0.21269496204278812,0.3966910706341105,12,54,486,,,
A,static,state_action_gap,raw,all_no_event,-4,0.3443298969072165,0.6556701030927835,event_low,0.2606339683325087,0.413867904920263,12,54,485,0.005997001499250375,0.5257371314342829,0.3108034501820628
A,static,state_action_gap,raw,all_no_event,-3,0.3822314049586777,0.6177685950413223,event_low,0.3119801420937785,0.45341784850397826,12,54,484,,,
A,static,state_action_gap,raw,all_no_event,-2,0.4386694386694387,0.5613305613305613,event_low,0.3711140238924724,0.5176800539643005,12,54,481,0.17041479260369816,1.0,0.3108034501820628
A,static,state_action_gap,raw,all_no_event,-1,0.47058823529411764,0.5294117647058824,event_low,0.3964155881925258,0.5671668928086838,12,54,476,,,
A,static,state_action_gap,raw,all_no_event,0,0.4820295983086681,0.5179704016913319,event_low,0.40703998720171436,0.5677700348432055,12,54,473,0.6736631684157921,1.0,0.3108034501820628
A,static,state_action_gap,raw,all_no_event,1,0.45222929936305734,0.5477707006369427,event_low,0.36047941865001953,0.5324368390129259,12,54,471,,,
A,static,state_action_gap,raw,all_no_event,2,0.43254817987152033,0.5674518201284797,event_low,0.3461405529953917,0.5283691814549847,12,54,467,,,
A,static,state_action_gap,raw,all_no_event,3,0.37168141592920356,0.6283185840707964,event_low,0.2809546972792425,0.45834116541353376,12,53,452,,,
A,static,state_action_gap,raw,all_no_event,4,0.36470588235294116,0.6352941176470588,event_low,0.28132008656305335,0.4441563169839869,12,51,425,,,
A,static,macro_stickiness,raw,all_no_event,-8,0.6762295081967213,0.6762295081967213,event_high,0.569532117291276,0.7766365690236521,12,54,488,0.02498750624687656,0.4052973513243378,0.3108034501820628
A,static,macro_stickiness,raw,all_no_event,-7,0.6967213114754098,0.6967213114754098,event_high,0.588508963994311,0.8105504132699275,12,54,488,,,
A,static,macro_stickiness,raw,all_no_event,-6,0.6851851851851852,0.6851851851851852,event_high,0.5581149395565324,0.8025787401574803,12,54,486,0.02848575712143928,0.36031984007996004,0.3108034501820628
A,static,macro_stickiness,raw,all_no_event,-5,0.7448559670781894,0.7448559670781894,event_high,0.6587998200411918,0.8406617881005409,12,54,486,,,
A,static,macro_stickiness,raw,all_no_event,-4,0.7587628865979381,0.7587628865979381,event_high,0.6886354756058504,0.8415251286749131,12,54,485,0.001999000499750125,0.12043978010994502,0.3108034501820628
A,static,macro_stickiness,raw,all_no_event,-3,0.7747933884297521,0.7747933884297521,event_high,0.6728840133107549,0.8655411934352144,12,54,484,,,
A,static,macro_stickiness,raw,all_no_event,-2,0.8024948024948025,0.8024948024948025,event_high,0.7060017080531813,0.8885292207792207,12,54,481,0.0029985007496251873,0.06146926536731634,0.3108034501820628
A,static,macro_stickiness,raw,all_no_event,-1,0.8004201680672269,0.8004201680672269,event_high,0.7317236160279104,0.8771645103054009,12,54,476,,,
A,static,macro_stickiness,raw,all_no_event,0,0.8202959830866807,0.8202959830866807,event_high,0.7621843061548943,0.8962296385438604,12,54,473,0.0004997501249375312,0.043478260869565216,0.3108034501820628
A,static,macro_stickiness,raw,all_no_event,1,0.7813163481953291,0.7813163481953291,event_high,0.7137308616552477,0.8582949654362854,12,54,471,,,
A,static,macro_stickiness,raw,all_no_event,2,0.7312633832976445,0.7312633832976445,event_high,0.6330785661606111,0.8211033730821365,12,54,467,,,
A,static,macro_stickiness,raw,all_no_event,3,0.7477876106194691,0.7477876106194691,event_high,0.6273406824990003,0.854030899538215,12,53,452,,,
A,static,macro_stickiness,raw,all_no_event,4,0.7505882352941177,0.7505882352941177,event_high,0.6214178721796395,0.8573171512083956,12,51,425,,,
A,static,weighted_recurrence,residual_route_mobility,all_no_event,-8,0.6055327868852459,0.6055327868852459,event_high,0.46519694297472075,0.767024817004814,12,54,488,0.20089955022488756,0.8570714642678661,0.2391304347826087
A,static,weighted_recurrence,residual_route_mobility,all_no_event,-7,0.5379098360655737,0.5379098360655737,event_high,0.4562468112244898,0.6258582872401297,12,54,488,,,
A,static,weighted_recurrence,residual_route_mobility,all_no_event,-6,0.6923868312757202,0.6923868312757202,event_high,0.5700434249786871,0.7954114234304893,12,54,486,0.022488755622188907,0.15242378810594703,0.2391304347826087
A,static,weighted_recurrence,residual_route_mobility,all_no_event,-5,0.6800411522633745,0.6800411522633745,event_high,0.5959939355943238,0.7958453919465096,12,54,486,,,
A,static,weighted_recurrence,residual_route_mobility,all_no_event,-4,0.643298969072165,0.643298969072165,event_high,0.5896521127026466,0.7188350340136054,12,54,485,0.0009995002498750624,0.4592703648175912,0.2391304347826087
A,static,weighted_recurrence,residual_route_mobility,all_no_event,-3,0.7355371900826446,0.7355371900826446,event_high,0.6743788987049175,0.8030836515666421,12,54,484,,,
A,static,weighted_recurrence,residual_route_mobility,all_no_event,-2,0.7411642411642412,0.7411642411642412,event_high,0.6980724413213863,0.7847088820602868,12,54,481,0.0014992503748125937,0.04897551224387806,0.2391304347826087
A,static,weighted_recurrence,residual_route_mobility,all_no_event,-1,0.8130252100840336,0.8130252100840336,event_high,0.7418594080338267,0.8759036144578313,12,54,476,,,
A,static,weighted_recurrence,residual_route_mobility,all_no_event,0,0.7780126849894292,0.7780126849894292,event_high,0.7138524997642103,0.8460322681704261,12,54,473,0.0009995002498750624,0.015992003998001,0.2391304347826087
A,static,weighted_recurrence,residual_route_mobility,all_no_event,1,0.8036093418259024,0.8036093418259024,event_high,0.7242675461741426,0.8603709703165701,12,54,471,,,
A,static,weighted_recurrence,residual_route_mobility,all_no_event,2,0.7794432548179872,0.7794432548179872,event_high,0.6890641932356129,0.857431873501583,12,54,467,,,
A,static,weighted_recurrence,residual_route_mobility,all_no_event,3,0.7112831858407079,0.7112831858407079,event_high,0.6116873660320262,0.7968757555609284,12,53,452,,,
A,static,weighted_recurrence,residual_route_mobility,all_no_event,4,0.7435294117647059,0.7435294117647059,event_high,0.6867272870128615,0.7803378540855095,12,51,425,,,
A,static,lag_periodicity,residual_route_mobility,all_no_event,-8,0.47950819672131145,0.5204918032786885,event_low,0.39960189742942487,0.5605641826314457,12,54,488,0.6381809095452274,1.0,0.2391304347826087
A,static,lag_periodicity,residual_route_mobility,all_no_event,-7,0.4672131147540984,0.5327868852459017,event_low,0.36608820189925684,0.5895182809599575,12,54,488,,,
A,static,lag_periodicity,residual_route_mobility,all_no_event,-6,0.43209876543209874,0.5679012345679013,event_low,0.32957412105835443,0.5538442044183444,12,54,486,0.2888555722138931,0.999000499750125,0.2391304347826087
A,static,lag_periodicity,residual_route_mobility,all_no_event,-5,0.45267489711934156,0.5473251028806585,event_low,0.34883399124688924,0.5744768209349278,12,54,486,,,
A,static,lag_periodicity,residual_route_mobility,all_no_event,-4,0.511340206185567,0.511340206185567,event_high,0.4069139795994289,0.618707023331611,12,54,485,0.8540729635182409,1.0,0.2391304347826087
A,static,lag_periodicity,residual_route_mobility,all_no_event,-3,0.5516528925619835,0.5516528925619835,event_high,0.4900878378378378,0.6383126477541371,12,54,484,,,
A,static,lag_periodicity,residual_route_mobility,all_no_event,-2,0.6507276507276507,0.6507276507276507,event_high,0.5906721941734702,0.7162557612841703,12,54,481,0.0024987506246876563,0.3818090954522739,0.2391304347826087
A,static,lag_periodicity,residual_route_mobility,all_no_event,-1,0.7058823529411765,0.7058823529411765,event_high,0.6421303407196508,0.7781180595263174,12,54,476,,,
A,static,lag_periodicity,residual_route_mobility,all_no_event,0,0.7610993657505285,0.7610993657505285,event_high,0.6901953508676197,0.8353456817925908,12,54,473,0.0009995002498750624,0.02448775612193903,0.2391304347826087
A,static,lag_periodicity,residual_route_mobility,all_no_event,1,0.7176220806794055,0.7176220806794055,event_high,0.6153553299492386,0.7940102445472571,12,54,471,,,
A,static,lag_periodicity,residual_route_mobility,all_no_event,2,0.7323340471092077,0.7323340471092077,event_high,0.6612434911976196,0.8060641296687808,12,54,467,,,
A,static,lag_periodicity,residual_route_mobility,all_no_event,3,0.7234513274336283,0.7234513274336283,event_high,0.6873786407766991,0.7764436923963134,12,53,452,,,
A,static,lag_periodicity,residual_route_mobility,all_no_event,4,0.6941176470588235,0.6941176470588235,event_high,0.639432820734049,0.7655704856199905,12,51,425,,,
A,static,late_flow_volatility,residual_route_mobility,all_no_event,-8,0.32684426229508196,0.673155737704918,event_low,0.25130727253783436,0.4148986350863107,12,54,488,0.010994502748625687,0.2383808095952024,0.2391304347826087
A,static,late_flow_volatility,residual_route_mobility,all_no_event,-7,0.3463114754098361,0.6536885245901639,event_low,0.2814986906914396,0.4151698834473909,12,54,488,,,
A,static,late_flow_volatility,residual_route_mobility,all_no_event,-6,0.36419753086419754,0.6358024691358024,event_low,0.30912447154153294,0.4275271086919253,12,54,486,0.008995502248875561,0.5397301349325337,0.2391304347826087
A,static,late_flow_volatility,residual_route_mobility,all_no_event,-5,0.39711934156378603,0.602880658436214,event_low,0.31642786561264824,0.4884195073391316,12,54,486,,,
A,static,late_flow_volatility,residual_route_mobility,all_no_event,-4,0.4350515463917526,0.5649484536082474,event_low,0.37773335772291194,0.5134490847816031,12,54,485,0.12393803098450774,0.9995002498750625,0.2391304347826087
A,static,late_flow_volatility,residual_route_mobility,all_no_event,-3,0.4628099173553719,0.5371900826446281,event_low,0.36858825051759836,0.5451044981251585,12,54,484,,,
A,static,late_flow_volatility,residual_route_mobility,all_no_event,-2,0.527027027027027,0.527027027027027,event_high,0.43748355263157895,0.6102494698068979,12,54,481,0.5612193903048476,1.0,0.2391304347826087
A,static,late_flow_volatility,residual_route_mobility,all_no_event,-1,0.4957983193277311,0.5042016806722689,event_low,0.3980524482904179,0.5874133713819812,12,54,476,,,
A,static,late_flow_volatility,residual_route_mobility,all_no_event,0,0.48520084566596194,0.514799154334038,event_low,0.38816310841279394,0.572512110904968,12,54,473,0.7871064467766117,1.0,0.2391304347826087
A,static,late_flow_volatility,residual_route_mobility,all_no_event,1,0.4416135881104034,0.5583864118895966,event_low,0.35816558026584866,0.51494940029985,12,54,471,,,
A,static,late_flow_volatility,residual_route_mobility,all_no_event,2,0.4860813704496788,0.5139186295503212,event_low,0.4030173608858004,0.5609284144692359,12,54,467,,,
A,static,late_flow_volatility,residual_route_mobility,all_no_event,3,0.48008849557522126,0.5199115044247787,event_low,0.39201805793786926,0.5686853002070393,12,53,452,,,
A,static,late_flow_volatility,residual_route_mobility,all_no_event,4,0.5588235294117647,0.5588235294117647,event_high,0.4921596175405774,0.6327742756950823,12,51,425,,,
A,static,route_acceleration,residual_route_mobility,all_no_event,-8,0.3483606557377049,0.6516393442622951,event_low,0.2703111146427556,0.42890326487914987,12,54,488,0.01199400299850075,0.37881059470264866,0.2391304347826087
A,static,route_acceleration,residual_route_mobility,all_no_event,-7,0.36065573770491804,0.639344262295082,event_low,0.3017841748768473,0.43609022556390975,12,54,488,,,
A,static,route_acceleration,residual_route_mobility,all_no_event,-6,0.39094650205761317,0.6090534979423868,event_low,0.328078349495893,0.4590843822558963,12,54,486,0.02498750624687656,0.8255872063968016,0.2391304347826087
A,static,route_acceleration,residual_route_mobility,all_no_event,-5,0.448559670781893,0.5514403292181069,event_low,0.37707307600382406,0.531895776734018,12,54,486,,,
A,static,route_acceleration,residual_route_mobility,all_no_event,-4,0.4639175257731959,0.5360824742268041,event_low,0.37472696005886585,0.5646050292351454,12,54,485,0.4897551224387806,1.0,0.2391304347826087
A,static,route_acceleration,residual_route_mobility,all_no_event,-3,0.48760330578512395,0.5123966942148761,event_low,0.39100159184497074,0.5857480454868513,12,54,484,,,
A,static,route_acceleration,residual_route_mobility,all_no_event,-2,0.49480249480249483,0.5051975051975052,event_low,0.39414275728930903,0.581523041725678,12,54,481,0.9320339830084957,1.0,0.2391304347826087
A,static,route_acceleration,residual_route_mobility,all_no_event,-1,0.4810924369747899,0.51890756302521,event_low,0.38966796813501686,0.5740574358252207,12,54,476,,,
A,static,route_acceleration,residual_route_mobility,all_no_event,0,0.49577167019027485,0.5042283298097252,event_low,0.40975414783234027,0.5774017635884391,12,54,473,0.9190404797601199,1.0,0.2391304347826087
A,static,route_acceleration,residual_route_mobility,all_no_event,1,0.49150743099787686,0.5084925690021231,event_low,0.4025859843520394,0.5625,12,54,471,,,
A,static,route_acceleration,residual_route_mobility,all_no_event,2,0.5053533190578159,0.5053533190578159,event_high,0.4164805136379541,0.5823295568910487,12,54,467,,,
A,static,route_acceleration,residual_route_mobility,all_no_event,3,0.5132743362831859,0.5132743362831859,event_high,0.40498842229078524,0.6175151694231036,12,53,452,,,
A,static,route_acceleration,residual_route_mobility,all_no_event,4,0.5411764705882353,0.5411764705882353,event_high,0.46746952306266487,0.6096495304245745,12,51,425,,,
A,static,gate_entropy,residual_route_mobility,all_no_event,-8,0.5379098360655737,0.5379098360655737,event_high,0.44876611714566056,0.6408305255691263,12,54,488,0.4357821089455272,1.0,0.2391304347826087
A,static,gate_entropy,residual_route_mobility,all_no_event,-7,0.5840163934426229,0.5840163934426229,event_high,0.49815587449933246,0.6812657198221055,12,54,488,,,
A,static,gate_entropy,residual_route_mobility,all_no_event,-6,0.6275720164609053,0.6275720164609053,event_high,0.525677849264706,0.7306862373737372,12,54,486,0.03798100949525238,0.6256871564217891,0.2391304347826087
A,static,gate_entropy,residual_route_mobility,all_no_event,-5,0.6049382716049383,0.6049382716049383,event_high,0.49448395910453025,0.6906605552719641,12,54,486,,,
