cohort,suite,family_a,family_b,tp_jaccard,fp_jaccard,tp_a,tp_b,fp_a,fp_b,union_tp,union_fp,and_tp,and_fp,marginal_tp_over_better,marginal_fp_over_better,exchange_rate_tp_per_fp
external_8b,libero_long,2,4,0.0967741935483871,0.023391812865497075,145,59,114,61,186,171,18,4,41,57,0.7192982456140351
external_8b,libero_long,2,5,0.18781725888324874,0.031088082901554404,145,89,114,85,197,193,37,6,52,79,0.6582278481012658
external_8b,libero_long,2,6,0.1414141414141414,0.057034220532319393,145,81,114,164,198,263,28,15,53,149,0.35570469798657717
external_8b,libero_long,2,7,0.006802721088435374,0.0,145,3,114,32,147,146,1,0,2,32,0.0625
external_8b,libero_long,2,8,0.0,0.0,145,0,114,5,145,119,0,0,0,5,0.0
external_8b,libero_long,2,9,0.4339622641509434,0.09316770186335403,145,159,114,62,212,161,92,15,53,99,0.5353535353535354
external_8b,libero_long,3,4,0.30985915492957744,0.16279069767441862,34,59,39,61,71,86,22,14,12,25,0.48
external_8b,libero_long,3,5,0.1941747572815534,0.05982905982905983,34,89,39,85,103,117,20,7,14,32,0.4375
external_8b,libero_long,3,6,0.3855421686746988,0.14689265536723164,34,81,39,164,83,177,32,26,2,13,0.15384615384615385
external_8b,libero_long,3,7,0.08823529411764706,0.04411764705882353,34,3,39,32,34,68,3,3,0,29,0.0
external_8b,libero_long,3,8,0.0,0.1,34,0,39,5,34,40,0,4,0,1,0.0
external_8b,libero_long,3,9,0.1488095238095238,0.09782608695652174,34,159,39,62,168,92,25,9,9,30,0.3
external_8b,libero_long,4,5,0.4095238095238095,0.35185185185185186,59,89,61,85,105,108,43,38,16,23,0.6956521739130435
external_8b,libero_long,4,6,0.41414141414141414,0.13636363636363635,59,81,61,164,99,198,41,27,18,34,0.5294117647058824
external_8b,libero_long,4,7,0.05084745762711865,0.03333333333333333,59,3,61,32,59,90,3,3,0,29,0.0
external_8b,libero_long,4,8,0.0,0.0,59,0,61,5,59,66,0,0,0,5,0.0
external_8b,libero_long,4,9,0.2247191011235955,0.1388888888888889,59,159,61,62,178,108,40,15,19,46,0.41304347826086957
external_8b,libero_long,5,6,0.36,0.15813953488372093,89,81,85,164,125,215,45,34,36,130,0.27692307692307694
external_8b,libero_long,5,7,0.022222222222222223,0.044642857142857144,89,3,85,32,90,112,2,5,1,27,0.037037037037037035
external_8b,libero_long,5,8,0.0,0.0,89,0,85,5,89,90,0,0,0,5,0.0
external_8b,libero_long,5,9,0.3191489361702128,0.176,89,159,85,62,188,125,60,22,29,63,0.4603174603174603
external_8b,libero_long,6,7,0.037037037037037035,0.02617801047120419,81,3,164,32,81,191,3,5,0,27,0.0
external_8b,libero_long,6,8,0.0,0.024242424242424242,81,0,164,5,81,165,0,4,0,1,0.0
external_8b,libero_long,6,9,0.36363636363636365,0.17098445595854922,81,159,164,62,176,193,64,33,17,131,0.1297709923664122
external_8b,libero_long,7,8,0.0,0.0,3,0,32,5,3,37,0,0,0,5,0.0
external_8b,libero_long,7,9,0.018867924528301886,0.021739130434782608,3,159,32,62,159,92,3,2,0,30,0.0
external_8b,libero_long,8,9,0.0,0.03076923076923077,0,159,5,62,159,65,0,2,0,3,0.0
external_8b,libero_object,1,2,0.5,0.0,1,2,0,6,2,6,1,0,0,0,inf
external_8b,libero_object,1,3,0.0,0.0,1,11,0,6,12,6,0,0,1,0,inf
external_8b,libero_object,1,4,0.034482758620689655,0.0,1,29,0,67,29,67,1,0,0,0,inf
external_8b,libero_object,1,5,0.09090909090909091,0.0,1,11,0,19,11,19,1,0,0,0,inf
external_8b,libero_object,1,6,0.0,0.0,1,5,0,1,6,1,0,0,1,0,inf
external_8b,libero_object,1,7,0.3333333333333333,0.0,1,3,0,32,3,32,1,0,0,0,inf
external_8b,libero_object,1,8,0.0,0.0,1,0,0,39,1,39,0,0,0,39,0.0
external_8b,libero_object,1,9,0.16666666666666666,0.0,1,6,0,5,6,5,1,0,0,0,inf
external_8b,libero_object,2,3,0.08333333333333333,0.0,2,11,6,6,12,12,1,0,1,6,0.16666666666666666
external_8b,libero_object,2,4,0.06896551724137931,0.0,2,29,6,67,29,73,2,0,0,6,0.0
external_8b,libero_object,2,5,0.18181818181818182,0.0,2,11,6,19,11,25,2,0,0,6,0.0
external_8b,libero_object,2,6,0.16666666666666666,0.0,2,5,6,1,6,7,1,0,1,6,0.16666666666666666
external_8b,libero_object,2,7,0.25,0.0,2,3,6,32,4,38,1,0,1,6,0.16666666666666666
external_8b,libero_object,2,8,0.0,0.0,2,0,6,39,2,45,0,0,0,39,0.0
external_8b,libero_object,2,9,0.3333333333333333,0.0,2,6,6,5,6,11,2,0,0,6,0.0
external_8b,libero_object,3,4,0.3793103448275862,0.07352941176470588,11,29,6,67,29,68,11,5,0,1,0.0
external_8b,libero_object,3,5,0.2222222222222222,0.041666666666666664,11,11,6,19,18,24,4,1,7,18,0.3888888888888889
external_8b,libero_object,3,6,0.14285714285714285,0.16666666666666666,11,5,6,1,14,6,2,1,3,0,inf
external_8b,libero_object,3,7,0.07692307692307693,0.0,11,3,6,32,13,38,1,0,2,32,0.0625
external_8b,libero_object,3,8,0.0,0.0,11,0,6,39,11,45,0,0,0,39,0.0
external_8b,libero_object,3,9,0.0625,0.0,11,6,6,5,16,11,1,0,5,5,1.0
external_8b,libero_object,4,5,0.2903225806451613,0.075,29,11,67,19,31,80,9,6,2,13,0.15384615384615385
external_8b,libero_object,4,6,0.1724137931034483,0.014925373134328358,29,5,67,1,29,67,5,1,0,0,inf
external_8b,libero_object,4,7,0.06666666666666667,0.01020408163265306,29,3,67,32,30,98,2,1,1,31,0.03225806451612903
external_8b,libero_object,4,8,0.0,0.009523809523809525,29,0,67,39,29,105,0,1,0,38,0.0
external_8b,libero_object,4,9,0.12903225806451613,0.043478260869565216,29,6,67,5,31,69,4,3,2,2,1.0
external_8b,libero_object,5,6,0.23076923076923078,0.05263157894736842,11,5,19,1,13,19,3,1,2,0,inf
external_8b,libero_object,5,7,0.07692307692307693,0.0,11,3,19,32,13,51,1,0,2,32,0.0625
external_8b,libero_object,5,8,0.0,0.0,11,0,19,39,11,58,0,0,0,39,0.0
external_8b,libero_object,5,9,0.13333333333333333,0.09090909090909091,11,6,19,5,15,22,2,2,4,3,1.3333333333333333
external_8b,libero_object,6,7,0.0,0.0,5,3,1,32,8,33,0,0,3,32,0.09375
external_8b,libero_object,6,8,0.0,0.0,5,0,1,39,5,40,0,0,0,39,0.0
external_8b,libero_object,6,9,0.1,0.0,5,6,1,5,10,6,1,0,4,1,4.0
external_8b,libero_object,7,8,0.0,0.0,3,0,32,39,3,71,0,0,0,39,0.0
external_8b,libero_object,7,9,0.2857142857142857,0.0,3,6,32,5,7,37,2,0,1,32,0.03125
external_8b,libero_object,8,9,0.0,0.0,0,6,39,5,6,44,0,0,0,39,0.0
external_8b,libero_spatial,1,2,0.0,0.0,0,1,0,0,1,0,0,0,0,0,inf
external_8b,libero_spatial,1,3,0.0,0.0,0,63,0,112,63,112,0,0,0,0,inf
external_8b,libero_spatial,1,4,0.0,0.0,0,34,0,9,34,9,0,0,0,0,inf
external_8b,libero_spatial,1,5,0.0,0.0,0,43,0,40,43,40,0,0,0,0,inf
external_8b,libero_spatial,1,6,0.0,0.0,0,2,0,0,2,0,0,0,0,0,inf
external_8b,libero_spatial,1,7,0.0,0.0,0,2,0,21,2,21,0,0,0,0,inf
external_8b,libero_spatial,1,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,inf
external_8b,libero_spatial,1,9,0.0,0.0,0,1,0,1,1,1,0,0,0,0,inf
external_8b,libero_spatial,2,3,0.0,0.0,1,63,0,112,64,112,0,0,1,0,inf
external_8b,libero_spatial,2,4,0.029411764705882353,0.0,1,34,0,9,34,9,1,0,0,0,inf
external_8b,libero_spatial,2,5,0.023255813953488372,0.0,1,43,0,40,43,40,1,0,0,0,inf
external_8b,libero_spatial,2,6,0.0,0.0,1,2,0,0,3,0,0,0,1,0,inf
external_8b,libero_spatial,2,7,0.0,0.0,1,2,0,21,3,21,0,0,1,0,inf
external_8b,libero_spatial,2,8,0.0,0.0,1,0,0,0,1,0,0,0,0,0,inf
external_8b,libero_spatial,2,9,0.0,0.0,1,1,0,1,2,1,0,0,1,1,1.0
external_8b,libero_spatial,3,4,0.27631578947368424,0.025423728813559324,63,34,112,9,76,118,21,3,13,6,2.1666666666666665
external_8b,libero_spatial,3,5,0.43243243243243246,0.09352517985611511,63,43,112,40,74,139,32,13,11,27,0.4074074074074074
external_8b,libero_spatial,3,6,0.031746031746031744,0.0,63,2,112,0,63,112,2,0,0,0,inf
external_8b,libero_spatial,3,7,0.015625,0.0,63,2,112,21,64,133,1,0,1,21,0.047619047619047616
external_8b,libero_spatial,3,8,0.0,0.0,63,0,112,0,63,112,0,0,0,0,inf
external_8b,libero_spatial,3,9,0.0,0.0,63,1,112,1,64,113,0,0,1,1,1.0
external_8b,libero_spatial,4,5,0.3508771929824561,0.0425531914893617,34,43,9,40,57,47,20,2,14,7,2.0
external_8b,libero_spatial,4,6,0.0,0.0,34,2,9,0,36,9,0,0,2,0,inf
external_8b,libero_spatial,4,7,0.058823529411764705,0.0,34,2,9,21,34,30,2,0,0,21,0.0
external_8b,libero_spatial,4,8,0.0,0.0,34,0,9,0,34,9,0,0,0,0,inf
external_8b,libero_spatial,4,9,0.029411764705882353,0.1111111111111111,34,1,9,1,34,9,1,1,0,0,inf
external_8b,libero_spatial,5,6,0.0,0.0,43,2,40,0,45,40,0,0,2,0,inf
external_8b,libero_spatial,5,7,0.046511627906976744,0.0,43,2,40,21,43,61,2,0,0,21,0.0
external_8b,libero_spatial,5,8,0.0,0.0,43,0,40,0,43,40,0,0,0,0,inf
external_8b,libero_spatial,5,9,0.023255813953488372,0.025,43,1,40,1,43,40,1,1,0,0,inf
external_8b,libero_spatial,6,7,0.0,0.0,2,2,0,21,4,21,0,0,2,21,0.09523809523809523
external_8b,libero_spatial,6,8,0.0,0.0,2,0,0,0,2,0,0,0,0,0,inf
external_8b,libero_spatial,6,9,0.0,0.0,2,1,0,1,3,1,0,0,1,1,1.0
external_8b,libero_spatial,7,8,0.0,0.0,2,0,21,0,2,21,0,0,0,0,inf
external_8b,libero_spatial,7,9,0.0,0.0,2,1,21,1,3,22,0,0,1,1,1.0
external_8b,libero_spatial,8,9,0.0,0.0,0,1,0,1,1,1,0,0,0,0,inf
