arm,cohort,suite,k,tp,fp,recall,fpr,precision,fp_removed_vs_k1,fp_removed_that_were_idiosyncratic,share_of_removed_fp_idiosyncratic,tp_lost_vs_k1,fp_removed_per_tp_lost
families@0.005,external_8b,libero_spatial,4,0,0,0.0,0.0,,72,64,0.8888888888888888,69,1.0434782608695652
families@0.005,external_8b,libero_spatial,5,0,0,0.0,0.0,,72,64,0.8888888888888888,69,1.0434782608695652
families@0.005,external_8b,libero_spatial,6,0,0,0.0,0.0,,72,64,0.8888888888888888,69,1.0434782608695652
families@0.005,external_8b,libero_spatial,7,0,0,0.0,0.0,,72,64,0.8888888888888888,69,1.0434782608695652
families@0.005,external_8b,libero_spatial,8,0,0,0.0,0.0,,72,64,0.8888888888888888,69,1.0434782608695652
families@0.005,external_8b,libero_spatial,9,0,0,0.0,0.0,,72,64,0.8888888888888888,69,1.0434782608695652
families@0.005,external_8b,_base,0,411,434,0.7287234042553191,0.028864059590316574,0.4863905325443787,0,343,,0,
greedy_top5@0.005,development_main,pooled,1,352,250,0.7227926078028748,0.017466638720044714,0.584717607973422,0,0,,0,inf
greedy_top5@0.005,development_main,pooled,2,186,33,0.38193018480492813,0.002305596311045902,0.8493150684931506,217,217,1.0,166,1.3072289156626506
greedy_top5@0.005,development_main,pooled,3,61,7,0.12525667351129363,0.000489065884161252,0.8970588235294118,243,217,0.8930041152263375,291,0.8350515463917526
greedy_top5@0.005,development_main,pooled,4,10,1,0.02053388090349076,6.986655488017886e-05,0.9090909090909091,249,217,0.8714859437751004,342,0.7280701754385965
greedy_top5@0.005,development_main,pooled,5,0,0,0.0,0.0,,250,217,0.868,352,0.7102272727272727
greedy_top5@0.005,development_main,libero_goal,1,73,14,0.7156862745098039,0.0035915854284248334,0.8390804597701149,0,0,,0,inf
greedy_top5@0.005,development_main,libero_goal,2,43,3,0.4215686274509804,0.0007696254489481786,0.9347826086956522,11,11,1.0,30,0.36666666666666664
greedy_top5@0.005,development_main,libero_goal,3,19,0,0.18627450980392157,0.0,1.0,14,11,0.7857142857142857,54,0.25925925925925924
greedy_top5@0.005,development_main,libero_goal,4,3,0,0.029411764705882353,0.0,1.0,14,11,0.7857142857142857,70,0.2
greedy_top5@0.005,development_main,libero_goal,5,0,0,0.0,0.0,,14,11,0.7857142857142857,73,0.1917808219178082
greedy_top5@0.005,development_main,libero_long,1,186,143,0.8378378378378378,0.05546935608999224,0.5653495440729484,0,0,,0,inf
greedy_top5@0.005,development_main,libero_long,2,102,25,0.4594594594594595,0.009697439875872769,0.8031496062992126,118,118,1.0,84,1.4047619047619047
greedy_top5@0.005,development_main,libero_long,3,29,7,0.13063063063063063,0.0027152831652443757,0.8055555555555556,136,118,0.8676470588235294,157,0.8662420382165605
greedy_top5@0.005,development_main,libero_long,4,7,1,0.03153153153153153,0.0003878975950349108,0.875,142,118,0.8309859154929577,179,0.7932960893854749
greedy_top5@0.005,development_main,libero_long,5,0,0,0.0,0.0,,143,118,0.8251748251748252,186,0.7688172043010753
greedy_top5@0.005,development_main,libero_object,1,35,44,0.9459459459459459,0.011102699974766591,0.4430379746835443,0,0,,0,inf
greedy_top5@0.005,development_main,libero_object,2,16,3,0.43243243243243246,0.000757002271006813,0.8421052631578947,41,41,1.0,19,2.1578947368421053
greedy_top5@0.005,development_main,libero_object,3,3,0,0.08108108108108109,0.0,1.0,44,41,0.9318181818181818,32,1.375
greedy_top5@0.005,development_main,libero_object,4,0,0,0.0,0.0,,44,41,0.9318181818181818,35,1.2571428571428571
greedy_top5@0.005,development_main,libero_object,5,0,0,0.0,0.0,,44,41,0.9318181818181818,35,1.2571428571428571
greedy_top5@0.005,development_main,libero_spatial,1,58,49,0.4603174603174603,0.012648425400103252,0.5420560747663551,0,0,,0,inf
greedy_top5@0.005,development_main,libero_spatial,2,25,2,0.1984126984126984,0.0005162622612287042,0.9259259259259259,47,47,1.0,33,1.4242424242424243
greedy_top5@0.005,development_main,libero_spatial,3,10,0,0.07936507936507936,0.0,1.0,49,47,0.9591836734693877,48,1.0208333333333333
greedy_top5@0.005,development_main,libero_spatial,4,0,0,0.0,0.0,,49,47,0.9591836734693877,58,0.8448275862068966
greedy_top5@0.005,development_main,libero_spatial,5,0,0,0.0,0.0,,49,47,0.9591836734693877,58,0.8448275862068966
greedy_top5@0.005,development_main,_base,0,352,250,0.7227926078028748,0.017466638720044714,0.584717607973422,0,217,,0,
greedy_top5@0.005,external_8b,pooled,1,402,324,0.7127659574468085,0.02154828411811652,0.5537190082644629,0,0,,0,inf
greedy_top5@0.005,external_8b,pooled,2,229,71,0.40602836879432624,0.004722000532056398,0.7633333333333333,253,253,1.0,173,1.4624277456647399
greedy_top5@0.005,external_8b,pooled,3,74,15,0.13120567375886524,0.0009976057462090981,0.8314606741573034,309,253,0.8187702265372169,328,0.9420731707317073
greedy_top5@0.005,external_8b,pooled,4,10,4,0.01773049645390071,0.00026602819898909286,0.7142857142857143,320,253,0.790625,392,0.8163265306122449
greedy_top5@0.005,external_8b,pooled,5,2,0,0.0035460992907801418,0.0,1.0,324,253,0.7808641975308642,400,0.81
greedy_top5@0.005,external_8b,libero_goal,1,78,28,0.7358490566037735,0.007190549563430919,0.7358490566037735,0,0,,0,inf
greedy_top5@0.005,external_8b,libero_goal,2,50,4,0.4716981132075472,0.001027221366204417,0.9259259259259259,24,24,1.0,28,0.8571428571428571
greedy_top5@0.005,external_8b,libero_goal,3,18,0,0.16981132075471697,0.0,1.0,28,24,0.8571428571428571,60,0.4666666666666667
greedy_top5@0.005,external_8b,libero_goal,4,2,0,0.018867924528301886,0.0,1.0,28,24,0.8571428571428571,76,0.3684210526315789
greedy_top5@0.005,external_8b,libero_goal,5,0,0,0.0,0.0,,28,24,0.8571428571428571,78,0.358974358974359
greedy_top5@0.005,external_8b,libero_long,1,229,192,0.8357664233576643,0.05152979066022544,0.5439429928741093,0,0,,0,inf
greedy_top5@0.005,external_8b,libero_long,2,133,54,0.4854014598540146,0.014492753623188406,0.7112299465240641,138,138,1.0,96,1.4375
greedy_top5@0.005,external_8b,libero_long,3,42,12,0.15328467153284672,0.00322061191626409,0.7777777777777778,180,138,0.7666666666666667,187,0.9625668449197861
greedy_top5@0.005,external_8b,libero_long,4,7,4,0.025547445255474453,0.0010735373054213634,0.6363636363636364,188,138,0.7340425531914894,222,0.8468468468468469
greedy_top5@0.005,external_8b,libero_long,5,1,0,0.0036496350364963502,0.0,1.0,192,138,0.71875,228,0.8421052631578947
greedy_top5@0.005,external_8b,libero_object,1,26,40,0.5909090909090909,0.01124859392575928,0.3939393939393939,0,0,,0,inf
greedy_top5@0.005,external_8b,libero_object,2,15,5,0.3409090909090909,0.00140607424071991,0.75,35,35,1.0,11,3.1818181818181817
greedy_top5@0.005,external_8b,libero_object,3,3,2,0.06818181818181818,0.0005624296962879641,0.6,38,35,0.9210526315789473,23,1.6521739130434783
greedy_top5@0.005,external_8b,libero_object,4,1,0,0.022727272727272728,0.0,1.0,40,35,0.875,25,1.6
greedy_top5@0.005,external_8b,libero_object,5,1,0,0.022727272727272728,0.0,1.0,40,35,0.875,25,1.6
greedy_top5@0.005,external_8b,libero_spatial,1,69,64,0.4928571428571429,0.016580310880829015,0.518796992481203,0,0,,0,inf
greedy_top5@0.005,external_8b,libero_spatial,2,31,8,0.22142857142857142,0.002072538860103627,0.7948717948717948,56,56,1.0,38,1.4736842105263157
greedy_top5@0.005,external_8b,libero_spatial,3,11,1,0.07857142857142857,0.00025906735751295336,0.9166666666666666,63,56,0.8888888888888888,58,1.0862068965517242
greedy_top5@0.005,external_8b,libero_spatial,4,0,0,0.0,0.0,,64,56,0.875,69,0.927536231884058
greedy_top5@0.005,external_8b,libero_spatial,5,0,0,0.0,0.0,,64,56,0.875,69,0.927536231884058
greedy_top5@0.005,external_8b,_base,0,402,324,0.7127659574468085,0.02154828411811652,0.5537190082644629,0,253,,0,
families@0.01,development_main,pooled,1,389,734,0.7987679671457906,0.05128205128205128,0.346393588601959,0,0,,0,inf
families@0.01,development_main,pooled,2,245,99,0.5030800821355236,0.006916788933137707,0.7122093023255814,635,635,1.0,144,4.409722222222222
families@0.01,development_main,pooled,3,136,37,0.2792607802874743,0.002585062530566618,0.7861271676300579,697,635,0.9110473457675753,253,2.7549407114624507
families@0.01,development_main,pooled,4,54,16,0.11088295687885011,0.0011178648780828617,0.7714285714285715,718,635,0.8844011142061281,335,2.1432835820895524
families@0.01,development_main,pooled,5,26,5,0.053388090349075976,0.0003493327744008943,0.8387096774193549,729,635,0.8710562414266118,363,2.0082644628099175
families@0.01,development_main,pooled,6,10,0,0.02053388090349076,0.0,1.0,734,635,0.8651226158038147,379,1.9366754617414248
families@0.01,development_main,pooled,7,1,0,0.002053388090349076,0.0,1.0,734,635,0.8651226158038147,388,1.8917525773195876
families@0.01,development_main,pooled,8,1,0,0.002053388090349076,0.0,1.0,734,635,0.8651226158038147,388,1.8917525773195876
families@0.01,development_main,pooled,9,0,0,0.0,0.0,,734,635,0.8651226158038147,389,1.8868894601542416
families@0.01,development_main,libero_goal,1,78,110,0.7647058823529411,0.028219599794766546,0.4148936170212766,0,0,,0,inf
families@0.01,development_main,libero_goal,2,47,4,0.46078431372549017,0.001026167265264238,0.9215686274509803,106,106,1.0,31,3.4193548387096775
families@0.01,development_main,libero_goal,3,32,1,0.3137254901960784,0.0002565418163160595,0.9696969696969697,109,106,0.9724770642201835,46,2.369565217391304
families@0.01,development_main,libero_goal,4,21,0,0.20588235294117646,0.0,1.0,110,106,0.9636363636363636,57,1.9298245614035088
families@0.01,development_main,libero_goal,5,8,0,0.0784313725490196,0.0,1.0,110,106,0.9636363636363636,70,1.5714285714285714
families@0.01,development_main,libero_goal,6,0,0,0.0,0.0,,110,106,0.9636363636363636,78,1.4102564102564104
families@0.01,development_main,libero_goal,7,0,0,0.0,0.0,,110,106,0.9636363636363636,78,1.4102564102564104
families@0.01,development_main,libero_goal,8,0,0,0.0,0.0,,110,106,0.9636363636363636,78,1.4102564102564104
families@0.01,development_main,libero_goal,9,0,0,0.0,0.0,,110,106,0.9636363636363636,78,1.4102564102564104
families@0.01,development_main,libero_long,1,203,334,0.9144144144144144,0.1295577967416602,0.3780260707635009,0,0,,0,inf
families@0.01,development_main,libero_long,2,141,78,0.6351351351351351,0.030256012412723042,0.6438356164383562,256,256,1.0,62,4.129032258064516
families@0.01,development_main,libero_long,3,84,35,0.3783783783783784,0.013576415826221877,0.7058823529411765,299,256,0.8561872909698997,119,2.5126050420168067
families@0.01,development_main,libero_long,4,32,16,0.14414414414414414,0.0062063615205585725,0.6666666666666666,318,256,0.8050314465408805,171,1.8596491228070176
families@0.01,development_main,libero_long,5,18,5,0.08108108108108109,0.001939487975174554,0.782608695652174,329,256,0.7781155015197568,185,1.7783783783783784
families@0.01,development_main,libero_long,6,10,0,0.04504504504504504,0.0,1.0,334,256,0.7664670658682635,193,1.7305699481865284
families@0.01,development_main,libero_long,7,1,0,0.0045045045045045045,0.0,1.0,334,256,0.7664670658682635,202,1.6534653465346534
families@0.01,development_main,libero_long,8,1,0,0.0045045045045045045,0.0,1.0,334,256,0.7664670658682635,202,1.6534653465346534
families@0.01,development_main,libero_long,9,0,0,0.0,0.0,,334,256,0.7664670658682635,203,1.645320197044335
families@0.01,development_main,libero_object,1,36,193,0.972972972972973,0.04870047943477164,0.1572052401746725,0,0,,0,inf
families@0.01,development_main,libero_object,2,21,9,0.5675675675675675,0.002271006813020439,0.7,184,184,1.0,15,12.266666666666667
families@0.01,development_main,libero_object,3,6,1,0.16216216216216217,0.00025233409033560434,0.8571428571428571,192,184,0.9583333333333334,30,6.4
families@0.01,development_main,libero_object,4,1,0,0.02702702702702703,0.0,1.0,193,184,0.9533678756476683,35,5.514285714285714
families@0.01,development_main,libero_object,5,0,0,0.0,0.0,,193,184,0.9533678756476683,36,5.361111111111111
families@0.01,development_main,libero_object,6,0,0,0.0,0.0,,193,184,0.9533678756476683,36,5.361111111111111
families@0.01,development_main,libero_object,7,0,0,0.0,0.0,,193,184,0.9533678756476683,36,5.361111111111111
families@0.01,development_main,libero_object,8,0,0,0.0,0.0,,193,184,0.9533678756476683,36,5.361111111111111
families@0.01,development_main,libero_object,9,0,0,0.0,0.0,,193,184,0.9533678756476683,36,5.361111111111111
families@0.01,development_main,libero_spatial,1,72,97,0.5714285714285714,0.025038719669592154,0.4260355029585799,0,0,,0,inf
families@0.01,development_main,libero_spatial,2,36,8,0.2857142857142857,0.002065049044914817,0.8181818181818182,89,89,1.0,36,2.4722222222222223
families@0.01,development_main,libero_spatial,3,14,0,0.1111111111111111,0.0,1.0,97,89,0.9175257731958762,58,1.6724137931034482
families@0.01,development_main,libero_spatial,4,0,0,0.0,0.0,,97,89,0.9175257731958762,72,1.3472222222222223
families@0.01,development_main,libero_spatial,5,0,0,0.0,0.0,,97,89,0.9175257731958762,72,1.3472222222222223
families@0.01,development_main,libero_spatial,6,0,0,0.0,0.0,,97,89,0.9175257731958762,72,1.3472222222222223
families@0.01,development_main,libero_spatial,7,0,0,0.0,0.0,,97,89,0.9175257731958762,72,1.3472222222222223
families@0.01,development_main,libero_spatial,8,0,0,0.0,0.0,,97,89,0.9175257731958762,72,1.3472222222222223
families@0.01,development_main,libero_spatial,9,0,0,0.0,0.0,,97,89,0.9175257731958762,72,1.3472222222222223
families@0.01,development_main,_base,0,389,734,0.7987679671457906,0.05128205128205128,0.346393588601959,0,635,,0,
families@0.01,external_8b,pooled,1,443,870,0.7854609929078015,0.057861133280127694,0.3373952779893374,0,0,,0,inf
families@0.01,external_8b,pooled,2,309,156,0.5478723404255319,0.010375099760574621,0.6645161290322581,714,714,1.0,134,5.3283582089552235
families@0.01,external_8b,pooled,3,178,58,0.31560283687943264,0.0038574088853418464,0.7542372881355932,812,714,0.8793103448275862,265,3.0641509433962266
families@0.01,external_8b,pooled,4,80,28,0.14184397163120568,0.00186219739292365,0.7407407407407407,842,714,0.8479809976247031,363,2.319559228650138
families@0.01,external_8b,pooled,5,35,9,0.06205673758865248,0.0005985634477254589,0.7954545454545454,861,714,0.8292682926829268,408,2.110294117647059
families@0.01,external_8b,pooled,6,10,2,0.01773049645390071,0.00013301409949454643,0.8333333333333334,868,714,0.8225806451612904,433,2.004618937644342
families@0.01,external_8b,pooled,7,3,0,0.005319148936170213,0.0,1.0,870,714,0.8206896551724138,440,1.9772727272727273
families@0.01,external_8b,pooled,8,1,0,0.0017730496453900709,0.0,1.0,870,714,0.8206896551724138,442,1.9683257918552035
families@0.01,external_8b,pooled,9,0,0,0.0,0.0,,870,714,0.8206896551724138,443,1.963882618510158
families@0.01,external_8b,libero_goal,1,83,125,0.7830188679245284,0.03210066769388803,0.39903846153846156,0,0,,0,inf
families@0.01,external_8b,libero_goal,2,54,7,0.5094339622641509,0.0017976373908577298,0.8852459016393442,118,118,1.0,29,4.068965517241379
families@0.01,external_8b,libero_goal,3,39,1,0.36792452830188677,0.00025680534155110427,0.975,124,118,0.9516129032258065,44,2.8181818181818183
families@0.01,external_8b,libero_goal,4,24,1,0.22641509433962265,0.00025680534155110427,0.96,124,118,0.9516129032258065,59,2.1016949152542375
families@0.01,external_8b,libero_goal,5,12,1,0.11320754716981132,0.00025680534155110427,0.9230769230769231,124,118,0.9516129032258065,71,1.7464788732394365
families@0.01,external_8b,libero_goal,6,0,0,0.0,0.0,,125,118,0.944,83,1.5060240963855422
families@0.01,external_8b,libero_goal,7,0,0,0.0,0.0,,125,118,0.944,83,1.5060240963855422
families@0.01,external_8b,libero_goal,8,0,0,0.0,0.0,,125,118,0.944,83,1.5060240963855422
families@0.01,external_8b,libero_goal,9,0,0,0.0,0.0,,125,118,0.944,83,1.5060240963855422
families@0.01,external_8b,libero_long,1,245,423,0.8941605839416058,0.11352657004830918,0.36676646706586824,0,0,,0,inf
families@0.01,external_8b,libero_long,2,190,118,0.6934306569343066,0.03166935050993022,0.6168831168831169,305,305,1.0,55,5.545454545454546
families@0.01,external_8b,libero_long,3,112,53,0.40875912408759124,0.014224369296833066,0.6787878787878788,370,305,0.8243243243243243,133,2.781954887218045
families@0.01,external_8b,libero_long,4,53,26,0.19343065693430658,0.006977992485238862,0.6708860759493671,397,305,0.7682619647355163,192,2.0677083333333335
families@0.01,external_8b,libero_long,5,21,8,0.07664233576642336,0.0021470746108427268,0.7241379310344828,415,305,0.7349397590361446,224,1.8526785714285714
families@0.01,external_8b,libero_long,6,8,2,0.029197080291970802,0.0005367686527106817,0.8,421,305,0.7244655581947743,237,1.7763713080168777
families@0.01,external_8b,libero_long,7,3,0,0.010948905109489052,0.0,1.0,423,305,0.7210401891252955,242,1.7479338842975207
families@0.01,external_8b,libero_long,8,1,0,0.0036496350364963502,0.0,1.0,423,305,0.7210401891252955,244,1.7336065573770492
families@0.01,external_8b,libero_long,9,0,0,0.0,0.0,,423,305,0.7210401891252955,245,1.726530612244898
families@0.01,external_8b,libero_object,1,33,158,0.75,0.04443194600674916,0.17277486910994763,0,0,,0,inf
families@0.01,external_8b,libero_object,2,20,13,0.45454545454545453,0.003655793025871766,0.6060606060606061,145,145,1.0,13,11.153846153846153
families@0.01,external_8b,libero_object,3,9,3,0.20454545454545456,0.000843644544431946,0.75,155,145,0.9354838709677419,24,6.458333333333333
families@0.01,external_8b,libero_object,4,2,1,0.045454545454545456,0.00028121484814398203,0.6666666666666666,157,145,0.9235668789808917,31,5.064516129032258
families@0.01,external_8b,libero_object,5,2,0,0.045454545454545456,0.0,1.0,158,145,0.9177215189873418,31,5.096774193548387
families@0.01,external_8b,libero_object,6,2,0,0.045454545454545456,0.0,1.0,158,145,0.9177215189873418,31,5.096774193548387
families@0.01,external_8b,libero_object,7,0,0,0.0,0.0,,158,145,0.9177215189873418,33,4.787878787878788
families@0.01,external_8b,libero_object,8,0,0,0.0,0.0,,158,145,0.9177215189873418,33,4.787878787878788
families@0.01,external_8b,libero_object,9,0,0,0.0,0.0,,158,145,0.9177215189873418,33,4.787878787878788
families@0.01,external_8b,libero_spatial,1,82,164,0.5857142857142857,0.04248704663212435,0.3333333333333333,0,0,,0,inf
families@0.01,external_8b,libero_spatial,2,45,18,0.32142857142857145,0.00466321243523316,0.7142857142857143,146,146,1.0,37,3.945945945945946
families@0.01,external_8b,libero_spatial,3,18,1,0.12857142857142856,0.00025906735751295336,0.9473684210526315,163,146,0.8957055214723927,64,2.546875
families@0.01,external_8b,libero_spatial,4,1,0,0.007142857142857143,0.0,1.0,164,146,0.8902439024390244,81,2.0246913580246915
families@0.01,external_8b,libero_spatial,5,0,0,0.0,0.0,,164,146,0.8902439024390244,82,2.0
families@0.01,external_8b,libero_spatial,6,0,0,0.0,0.0,,164,146,0.8902439024390244,82,2.0
families@0.01,external_8b,libero_spatial,7,0,0,0.0,0.0,,164,146,0.8902439024390244,82,2.0
families@0.01,external_8b,libero_spatial,8,0,0,0.0,0.0,,164,146,0.8902439024390244,82,2.0
families@0.01,external_8b,libero_spatial,9,0,0,0.0,0.0,,164,146,0.8902439024390244,82,2.0
families@0.01,external_8b,_base,0,443,870,0.7854609929078015,0.057861133280127694,0.3373952779893374,0,714,,0,
greedy_top5@0.01,development_main,pooled,1,383,400,0.7864476386036962,0.027946621952071544,0.4891443167305236,0,0,,0,inf
greedy_top5@0.01,development_main,pooled,2,185,52,0.3798767967145791,0.0036330608537693005,0.7805907172995781,348,348,1.0,198,1.7575757575757576
greedy_top5@0.01,development_main,pooled,3,77,10,0.15811088295687886,0.0006986655488017886,0.8850574712643678,390,348,0.8923076923076924,306,1.2745098039215685
greedy_top5@0.01,development_main,pooled,4,21,2,0.043121149897330596,0.00013973310976035772,0.9130434782608695,398,348,0.8743718592964824,362,1.0994475138121547
greedy_top5@0.01,development_main,pooled,5,3,0,0.006160164271047228,0.0,1.0,400,348,0.87,380,1.0526315789473684
greedy_top5@0.01,development_main,libero_goal,1,72,42,0.7058823529411765,0.0107747562852745,0.631578947368421,0,0,,0,inf
greedy_top5@0.01,development_main,libero_goal,2,21,0,0.20588235294117646,0.0,1.0,42,42,1.0,51,0.8235294117647058
greedy_top5@0.01,development_main,libero_goal,3,4,0,0.0392156862745098,0.0,1.0,42,42,1.0,68,0.6176470588235294
greedy_top5@0.01,development_main,libero_goal,4,0,0,0.0,0.0,,42,42,1.0,72,0.5833333333333334
greedy_top5@0.01,development_main,libero_goal,5,0,0,0.0,0.0,,42,42,1.0,72,0.5833333333333334
greedy_top5@0.01,development_main,libero_long,1,196,183,0.8828828828828829,0.07098525989138868,0.5171503957783641,0,0,,0,inf
greedy_top5@0.01,development_main,libero_long,2,111,31,0.5,0.012024825446082235,0.7816901408450704,152,152,1.0,85,1.7882352941176471
greedy_top5@0.01,development_main,libero_long,3,47,10,0.21171171171171171,0.003878975950349108,0.8245614035087719,173,152,0.8786127167630058,149,1.1610738255033557
greedy_top5@0.01,development_main,libero_long,4,21,2,0.0945945945945946,0.0007757951900698216,0.9130434782608695,181,152,0.8397790055248618,175,1.0342857142857143
greedy_top5@0.01,development_main,libero_long,5,3,0,0.013513513513513514,0.0,1.0,183,152,0.8306010928961749,193,0.9481865284974094
greedy_top5@0.01,development_main,libero_object,1,27,23,0.7297297297297297,0.0058036840777189,0.54,0,0,,0,inf
greedy_top5@0.01,development_main,libero_object,2,7,2,0.1891891891891892,0.0005046681806712087,0.7777777777777778,21,21,1.0,20,1.05
greedy_top5@0.01,development_main,libero_object,3,0,0,0.0,0.0,,23,21,0.9130434782608695,27,0.8518518518518519
greedy_top5@0.01,development_main,libero_object,4,0,0,0.0,0.0,,23,21,0.9130434782608695,27,0.8518518518518519
greedy_top5@0.01,development_main,libero_object,5,0,0,0.0,0.0,,23,21,0.9130434782608695,27,0.8518518518518519
greedy_top5@0.01,development_main,libero_spatial,1,88,152,0.6984126984126984,0.03923593185338152,0.36666666666666664,0,0,,0,inf
greedy_top5@0.01,development_main,libero_spatial,2,46,19,0.36507936507936506,0.00490449148167269,0.7076923076923077,133,133,1.0,42,3.1666666666666665
greedy_top5@0.01,development_main,libero_spatial,3,26,0,0.20634920634920634,0.0,1.0,152,133,0.875,62,2.4516129032258065
greedy_top5@0.01,development_main,libero_spatial,4,0,0,0.0,0.0,,152,133,0.875,88,1.7272727272727273
greedy_top5@0.01,development_main,libero_spatial,5,0,0,0.0,0.0,,152,133,0.875,88,1.7272727272727273
greedy_top5@0.01,development_main,_base,0,383,400,0.7864476386036962,0.027946621952071544,0.4891443167305236,0,348,,0,
greedy_top5@0.01,external_8b,pooled,1,433,562,0.7677304964539007,0.037376961957967546,0.43517587939698493,0,0,,0,inf
greedy_top5@0.01,external_8b,pooled,2,231,108,0.4095744680851064,0.007182761372705506,0.6814159292035398,454,454,1.0,202,2.2475247524752477
greedy_top5@0.01,external_8b,pooled,3,107,20,0.18971631205673758,0.0013301409949454642,0.84251968503937,542,454,0.8376383763837638,326,1.6625766871165644
greedy_top5@0.01,external_8b,pooled,4,36,3,0.06382978723404255,0.00019952114924181964,0.9230769230769231,559,454,0.8121645796064401,397,1.4080604534005037
greedy_top5@0.01,external_8b,pooled,5,4,0,0.0070921985815602835,0.0,1.0,562,454,0.8078291814946619,429,1.31002331002331
greedy_top5@0.01,external_8b,libero_goal,1,80,53,0.7547169811320755,0.013610683102208527,0.6015037593984962,0,0,,0,inf
greedy_top5@0.01,external_8b,libero_goal,2,20,1,0.18867924528301888,0.00025680534155110427,0.9523809523809523,52,52,1.0,60,0.8666666666666667
greedy_top5@0.01,external_8b,libero_goal,3,4,0,0.03773584905660377,0.0,1.0,53,52,0.9811320754716981,76,0.6973684210526315
greedy_top5@0.01,external_8b,libero_goal,4,0,0,0.0,0.0,,53,52,0.9811320754716981,80,0.6625
greedy_top5@0.01,external_8b,libero_goal,5,0,0,0.0,0.0,,53,52,0.9811320754716981,80,0.6625
greedy_top5@0.01,external_8b,libero_long,1,239,248,0.8722627737226277,0.06655931293612453,0.49075975359342916,0,0,,0,inf
greedy_top5@0.01,external_8b,libero_long,2,157,60,0.572992700729927,0.01610305958132045,0.7235023041474654,188,188,1.0,82,2.292682926829268
greedy_top5@0.01,external_8b,libero_long,3,67,15,0.24452554744525548,0.004025764895330112,0.8170731707317073,233,188,0.8068669527896996,172,1.3546511627906976
greedy_top5@0.01,external_8b,libero_long,4,35,3,0.12773722627737227,0.0008051529790660225,0.9210526315789473,245,188,0.7673469387755102,204,1.2009803921568627
greedy_top5@0.01,external_8b,libero_long,5,4,0,0.014598540145985401,0.0,1.0,248,188,0.7580645161290323,235,1.0553191489361702
greedy_top5@0.01,external_8b,libero_object,1,22,33,0.5,0.009280089988751405,0.4,0,0,,0,inf
greedy_top5@0.01,external_8b,libero_object,2,5,3,0.11363636363636363,0.000843644544431946,0.625,30,30,1.0,17,1.7647058823529411
greedy_top5@0.01,external_8b,libero_object,3,2,0,0.045454545454545456,0.0,1.0,33,30,0.9090909090909091,20,1.65
greedy_top5@0.01,external_8b,libero_object,4,1,0,0.022727272727272728,0.0,1.0,33,30,0.9090909090909091,21,1.5714285714285714
greedy_top5@0.01,external_8b,libero_object,5,0,0,0.0,0.0,,33,30,0.9090909090909091,22,1.5
greedy_top5@0.01,external_8b,libero_spatial,1,92,228,0.6571428571428571,0.05906735751295337,0.2875,0,0,,0,inf
greedy_top5@0.01,external_8b,libero_spatial,2,49,44,0.35,0.011398963730569948,0.5268817204301075,184,184,1.0,43,4.27906976744186
greedy_top5@0.01,external_8b,libero_spatial,3,34,5,0.24285714285714285,0.0012953367875647669,0.8717948717948718,223,184,0.8251121076233184,58,3.8448275862068964
greedy_top5@0.01,external_8b,libero_spatial,4,0,0,0.0,0.0,,228,184,0.8070175438596491,92,2.4782608695652173
greedy_top5@0.01,external_8b,libero_spatial,5,0,0,0.0,0.0,,228,184,0.8070175438596491,92,2.4782608695652173
greedy_top5@0.01,external_8b,_base,0,433,562,0.7677304964539007,0.037376961957967546,0.43517587939698493,0,454,,0,
families@0.02,development_main,pooled,1,416,1408,0.8542094455852156,0.09837210927129184,0.22807017543859648,0,0,,0,inf
families@0.02,development_main,pooled,2,301,237,0.6180698151950719,0.01655837350660239,0.5594795539033457,1171,1171,1.0,115,10.182608695652174
families@0.02,development_main,pooled,3,163,55,0.3347022587268994,0.003842660518409837,0.7477064220183486,1353,1171,0.8654841093865484,253,5.3478260869565215
families@0.02,development_main,pooled,4,74,25,0.15195071868583163,0.0017466638720044715,0.7474747474747475,1383,1171,0.8467100506146059,342,4.043859649122807
families@0.02,development_main,pooled,5,36,8,0.07392197125256673,0.0005589324390414309,0.8181818181818182,1400,1171,0.8364285714285714,380,3.6842105263157894
families@0.02,development_main,pooled,6,9,1,0.018480492813141684,6.986655488017886e-05,0.9,1407,1171,0.8322672352523098,407,3.457002457002457
families@0.02,development_main,pooled,7,5,0,0.01026694045174538,0.0,1.0,1408,1171,0.8316761363636364,411,3.4257907542579074
families@0.02,development_main,pooled,8,1,0,0.002053388090349076,0.0,1.0,1408,1171,0.8316761363636364,415,3.3927710843373493
families@0.02,development_main,pooled,9,1,0,0.002053388090349076,0.0,1.0,1408,1171,0.8316761363636364,415,3.3927710843373493
families@0.02,development_main,libero_goal,1,81,257,0.7941176470588235,0.0659312467932273,0.23964497041420119,0,0,,0,inf
families@0.02,development_main,libero_goal,2,52,24,0.5098039215686274,0.0061570035915854285,0.6842105263157895,233,233,1.0,29,8.03448275862069
families@0.02,development_main,libero_goal,3,32,1,0.3137254901960784,0.0002565418163160595,0.9696969696969697,256,233,0.91015625,49,5.224489795918367
families@0.02,development_main,libero_goal,4,26,0,0.2549019607843137,0.0,1.0,257,233,0.9066147859922179,55,4.672727272727273
families@0.02,development_main,libero_goal,5,13,0,0.12745098039215685,0.0,1.0,257,233,0.9066147859922179,68,3.7794117647058822
