level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,progress_bin,alarms,count
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,30904,"[25,50%)",1862,39
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,30904,"[50,75%)",1862,799
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,30904,"[75,100%)",1862,1024
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.03,True,1096,"[0,25%)",871,10
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.03,True,1096,"[25,50%)",871,138
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.03,True,1096,"[50,75%)",871,530
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.03,True,1096,"[75,100%)",871,193
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.03,False,30904,"[0,25%)",1959,0
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.03,False,30904,"[25,50%)",1959,30
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.03,False,30904,"[50,75%)",1959,780
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.03,False,30904,"[75,100%)",1959,1149
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.03,True,1096,"[0,25%)",641,7
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.03,True,1096,"[25,50%)",641,117
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.03,True,1096,"[50,75%)",641,330
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.03,True,1096,"[75,100%)",641,187
all,all,all,all,c16_union_radius,16,union_radius,0.03,False,30904,"[0,25%)",1645,0
all,all,all,all,c16_union_radius,16,union_radius,0.03,False,30904,"[25,50%)",1645,66
all,all,all,all,c16_union_radius,16,union_radius,0.03,False,30904,"[50,75%)",1645,715
all,all,all,all,c16_union_radius,16,union_radius,0.03,False,30904,"[75,100%)",1645,864
all,all,all,all,c16_union_radius,16,union_radius,0.03,True,1096,"[0,25%)",839,10
all,all,all,all,c16_union_radius,16,union_radius,0.03,True,1096,"[25,50%)",839,123
all,all,all,all,c16_union_radius,16,union_radius,0.03,True,1096,"[50,75%)",839,498
all,all,all,all,c16_union_radius,16,union_radius,0.03,True,1096,"[75,100%)",839,208
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.03,False,30904,"[0,25%)",2077,0
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.03,False,30904,"[25,50%)",2077,46
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.03,False,30904,"[50,75%)",2077,897
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.03,False,30904,"[75,100%)",2077,1134
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.03,True,1096,"[0,25%)",879,8
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.03,True,1096,"[25,50%)",879,139
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.03,True,1096,"[50,75%)",879,521
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.03,True,1096,"[75,100%)",879,211
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.03,False,30904,"[0,25%)",1707,0
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.03,False,30904,"[25,50%)",1707,29
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.03,False,30904,"[50,75%)",1707,719
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.03,False,30904,"[75,100%)",1707,959
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.03,True,1096,"[0,25%)",825,7
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.03,True,1096,"[25,50%)",825,125
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.03,True,1096,"[50,75%)",825,496
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.03,True,1096,"[75,100%)",825,197
all,all,all,all,c32_union_radius,32,union_radius,0.03,False,30904,"[0,25%)",1391,0
all,all,all,all,c32_union_radius,32,union_radius,0.03,False,30904,"[25,50%)",1391,21
all,all,all,all,c32_union_radius,32,union_radius,0.03,False,30904,"[50,75%)",1391,392
all,all,all,all,c32_union_radius,32,union_radius,0.03,False,30904,"[75,100%)",1391,978
all,all,all,all,c32_union_radius,32,union_radius,0.03,True,1096,"[0,25%)",855,7
all,all,all,all,c32_union_radius,32,union_radius,0.03,True,1096,"[25,50%)",855,133
all,all,all,all,c32_union_radius,32,union_radius,0.03,True,1096,"[50,75%)",855,512
all,all,all,all,c32_union_radius,32,union_radius,0.03,True,1096,"[75,100%)",855,203
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.03,False,30904,"[0,25%)",2324,0
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.03,False,30904,"[25,50%)",2324,36
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.03,False,30904,"[50,75%)",2324,917
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.03,False,30904,"[75,100%)",2324,1371
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.03,True,1096,"[0,25%)",854,3
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.03,True,1096,"[25,50%)",854,132
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.03,True,1096,"[50,75%)",854,482
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.03,True,1096,"[75,100%)",854,237
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.03,False,30904,"[0,25%)",1840,0
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.03,False,30904,"[25,50%)",1840,27
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.03,False,30904,"[50,75%)",1840,601
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.03,False,30904,"[75,100%)",1840,1212
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.03,True,1096,"[0,25%)",851,2
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.03,True,1096,"[25,50%)",851,130
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.03,True,1096,"[50,75%)",851,459
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.03,True,1096,"[75,100%)",851,260
all,all,all,all,c64_union_radius,64,union_radius,0.03,False,30904,"[0,25%)",1879,0
all,all,all,all,c64_union_radius,64,union_radius,0.03,False,30904,"[25,50%)",1879,23
all,all,all,all,c64_union_radius,64,union_radius,0.03,False,30904,"[50,75%)",1879,519
all,all,all,all,c64_union_radius,64,union_radius,0.03,False,30904,"[75,100%)",1879,1337
all,all,all,all,c64_union_radius,64,union_radius,0.03,True,1096,"[0,25%)",835,2
all,all,all,all,c64_union_radius,64,union_radius,0.03,True,1096,"[25,50%)",835,121
all,all,all,all,c64_union_radius,64,union_radius,0.03,True,1096,"[50,75%)",835,496
all,all,all,all,c64_union_radius,64,union_radius,0.03,True,1096,"[75,100%)",835,216
all,all,all,all,knn20,0,knn20,0.05,False,30904,"[0,25%)",2754,2
all,all,all,all,knn20,0,knn20,0.05,False,30904,"[25,50%)",2754,48
all,all,all,all,knn20,0,knn20,0.05,False,30904,"[50,75%)",2754,1125
all,all,all,all,knn20,0,knn20,0.05,False,30904,"[75,100%)",2754,1579
all,all,all,all,knn20,0,knn20,0.05,True,1096,"[0,25%)",977,30
all,all,all,all,knn20,0,knn20,0.05,True,1096,"[25,50%)",977,159
all,all,all,all,knn20,0,knn20,0.05,True,1096,"[50,75%)",977,598
all,all,all,all,knn20,0,knn20,0.05,True,1096,"[75,100%)",977,190
all,all,all,all,norm_only,0,norm_only,0.05,False,30904,"[0,25%)",1467,2
all,all,all,all,norm_only,0,norm_only,0.05,False,30904,"[25,50%)",1467,46
all,all,all,all,norm_only,0,norm_only,0.05,False,30904,"[50,75%)",1467,400
all,all,all,all,norm_only,0,norm_only,0.05,False,30904,"[75,100%)",1467,1019
all,all,all,all,norm_only,0,norm_only,0.05,True,1096,"[0,25%)",824,29
all,all,all,all,norm_only,0,norm_only,0.05,True,1096,"[25,50%)",824,88
all,all,all,all,norm_only,0,norm_only,0.05,True,1096,"[50,75%)",824,414
all,all,all,all,norm_only,0,norm_only,0.05,True,1096,"[75,100%)",824,293
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.05,False,30904,"[0,25%)",1721,2
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.05,False,30904,"[25,50%)",1721,62
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.05,False,30904,"[50,75%)",1721,609
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.05,False,30904,"[75,100%)",1721,1048
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.05,True,1096,"[0,25%)",831,29
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.05,True,1096,"[25,50%)",831,93
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.05,True,1096,"[50,75%)",831,415
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.05,True,1096,"[75,100%)",831,294
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.05,False,30904,"[0,25%)",1721,2
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.05,False,30904,"[25,50%)",1721,62
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.05,False,30904,"[50,75%)",1721,609
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.05,False,30904,"[75,100%)",1721,1048
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.05,True,1096,"[0,25%)",831,29
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.05,True,1096,"[25,50%)",831,93
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.05,True,1096,"[50,75%)",831,415
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.05,True,1096,"[75,100%)",831,294
all,all,all,all,c1_union_radius,1,union_radius,0.05,False,30904,"[0,25%)",1721,2
all,all,all,all,c1_union_radius,1,union_radius,0.05,False,30904,"[25,50%)",1721,62
all,all,all,all,c1_union_radius,1,union_radius,0.05,False,30904,"[50,75%)",1721,609
all,all,all,all,c1_union_radius,1,union_radius,0.05,False,30904,"[75,100%)",1721,1048
all,all,all,all,c1_union_radius,1,union_radius,0.05,True,1096,"[0,25%)",831,29
all,all,all,all,c1_union_radius,1,union_radius,0.05,True,1096,"[25,50%)",831,93
all,all,all,all,c1_union_radius,1,union_radius,0.05,True,1096,"[50,75%)",831,415
all,all,all,all,c1_union_radius,1,union_radius,0.05,True,1096,"[75,100%)",831,294
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.05,False,30904,"[0,25%)",1952,2
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.05,False,30904,"[25,50%)",1952,55
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.05,False,30904,"[50,75%)",1952,799
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.05,False,30904,"[75,100%)",1952,1096
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.05,True,1096,"[0,25%)",883,29
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.05,True,1096,"[25,50%)",883,113
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.05,True,1096,"[50,75%)",883,512
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.05,True,1096,"[75,100%)",883,229
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.05,False,30904,"[0,25%)",1940,2
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.05,False,30904,"[25,50%)",1940,65
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.05,False,30904,"[50,75%)",1940,828
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.05,False,30904,"[75,100%)",1940,1045
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.05,True,1096,"[0,25%)",872,28
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.05,True,1096,"[25,50%)",872,116
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.05,True,1096,"[50,75%)",872,488
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.05,True,1096,"[75,100%)",872,240
all,all,all,all,c2_union_radius,2,union_radius,0.05,False,30904,"[0,25%)",1950,2
all,all,all,all,c2_union_radius,2,union_radius,0.05,False,30904,"[25,50%)",1950,65
all,all,all,all,c2_union_radius,2,union_radius,0.05,False,30904,"[50,75%)",1950,828
all,all,all,all,c2_union_radius,2,union_radius,0.05,False,30904,"[75,100%)",1950,1055
all,all,all,all,c2_union_radius,2,union_radius,0.05,True,1096,"[0,25%)",871,28
all,all,all,all,c2_union_radius,2,union_radius,0.05,True,1096,"[25,50%)",871,116
all,all,all,all,c2_union_radius,2,union_radius,0.05,True,1096,"[50,75%)",871,483
all,all,all,all,c2_union_radius,2,union_radius,0.05,True,1096,"[75,100%)",871,244
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,False,30904,"[0,25%)",1279,2
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,False,30904,"[25,50%)",1279,31
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,False,30904,"[50,75%)",1279,380
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,False,30904,"[75,100%)",1279,866
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,"[0,25%)",931,28
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,"[25,50%)",931,122
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,"[50,75%)",931,586
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,"[75,100%)",931,195
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,"[0,25%)",1220,1
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,"[25,50%)",1220,46
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,"[50,75%)",1220,430
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,"[75,100%)",1220,743
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,"[0,25%)",942,32
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,"[25,50%)",942,134
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,"[50,75%)",942,566
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,"[75,100%)",942,210
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,"[0,25%)",1188,1
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,"[25,50%)",1188,42
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,"[50,75%)",1188,428
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,"[75,100%)",1188,717
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,"[0,25%)",914,29
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,"[25,50%)",914,129
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,"[50,75%)",914,545
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,"[75,100%)",914,211
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,"[0,25%)",1965,1
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,"[25,50%)",1965,34
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,"[50,75%)",1965,687
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,"[75,100%)",1965,1243
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,"[0,25%)",920,32
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,"[25,50%)",920,138
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,"[50,75%)",920,574
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,"[75,100%)",920,176
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,"[0,25%)",1872,0
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,"[25,50%)",1872,54
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,"[50,75%)",1872,614
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,"[75,100%)",1872,1204
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,"[0,25%)",920,24
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,"[25,50%)",920,144
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,"[50,75%)",920,535
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,"[75,100%)",920,217
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,"[0,25%)",1869,0
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,"[25,50%)",1869,37
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,"[50,75%)",1869,644
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,"[75,100%)",1869,1188
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,"[0,25%)",900,12
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,"[25,50%)",900,138
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,"[50,75%)",900,529
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,"[75,100%)",900,221
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,"[0,25%)",2271,0
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,"[25,50%)",2271,43
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,"[50,75%)",2271,955
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,"[75,100%)",2271,1273
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,"[0,25%)",925,10
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,"[25,50%)",925,148
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,"[50,75%)",925,573
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,"[75,100%)",925,194
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,"[0,25%)",2423,0
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,"[25,50%)",2423,71
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,"[50,75%)",2423,1016
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,"[75,100%)",2423,1336
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,"[0,25%)",794,14
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,"[25,50%)",794,167
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,"[50,75%)",794,437
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,"[75,100%)",794,176
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,"[0,25%)",1754,0
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,"[25,50%)",1754,70
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,"[50,75%)",1754,747
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,"[75,100%)",1754,937
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,"[0,25%)",855,10
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,"[25,50%)",855,135
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,"[50,75%)",855,515
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,"[75,100%)",855,195
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,"[0,25%)",2867,1
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,"[25,50%)",2867,91
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,"[50,75%)",2867,1124
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,"[75,100%)",2867,1651
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,"[0,25%)",991,41
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,"[25,50%)",991,190
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,"[50,75%)",991,561
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,"[75,100%)",991,199
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,"[0,25%)",2906,2
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,"[25,50%)",2906,140
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,"[50,75%)",2906,1082
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,"[75,100%)",2906,1682
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,"[0,25%)",982,68
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,"[25,50%)",982,215
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,"[50,75%)",982,556
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,"[75,100%)",982,143
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,"[0,25%)",1799,0
