level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,query_bin,count
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.02,True,1096,q20-29,103
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.02,True,1096,q30-39,183
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.02,True,1096,q40-51,51
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,no_alarm,30218
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,q0-6,0
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,q7,0
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,q8-10,318
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,q11-14,316
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,q15-19,27
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,q20-29,10
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,q30-39,14
all,all,all,all,c32_union_radius,32,union_radius,0.02,False,30904,q40-51,1
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,no_alarm,343
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,q0-6,0
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,q7,0
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,q8-10,23
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,q11-14,162
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,q15-19,193
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,q20-29,133
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,q30-39,188
all,all,all,all,c32_union_radius,32,union_radius,0.02,True,1096,q40-51,54
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,no_alarm,29969
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,q0-6,0
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,q7,0
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,q8-10,432
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,q11-14,453
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,q15-19,19
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,q20-29,7
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,q30-39,23
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,False,30904,q40-51,1
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,no_alarm,439
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,q0-6,0
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,q7,0
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,q8-10,12
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,q11-14,167
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,q15-19,186
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,q20-29,136
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,q30-39,86
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.02,True,1096,q40-51,70
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,no_alarm,29791
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,q0-6,0
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,q7,4
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,q8-10,584
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,q11-14,470
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,q15-19,26
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,q20-29,5
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,q30-39,22
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,False,30904,q40-51,2
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,no_alarm,436
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,q0-6,0
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,q7,0
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,q8-10,17
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,q11-14,169
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,q15-19,183
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,q20-29,122
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,q30-39,88
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.02,True,1096,q40-51,81
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,no_alarm,30106
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,q0-6,0
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,q7,1
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,q8-10,370
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,q11-14,379
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,q15-19,25
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,q20-29,4
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,q30-39,18
all,all,all,all,c64_union_radius,64,union_radius,0.02,False,30904,q40-51,1
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,no_alarm,366
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,q0-6,0
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,q7,0
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,q8-10,14
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,q11-14,143
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,q15-19,201
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,q20-29,165
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,q30-39,126
all,all,all,all,c64_union_radius,64,union_radius,0.02,True,1096,q40-51,81
all,all,all,all,knn20,0,knn20,0.03,False,30904,no_alarm,28714
all,all,all,all,knn20,0,knn20,0.03,False,30904,q0-6,0
all,all,all,all,knn20,0,knn20,0.03,False,30904,q7,2
all,all,all,all,knn20,0,knn20,0.03,False,30904,q8-10,1536
all,all,all,all,knn20,0,knn20,0.03,False,30904,q11-14,586
all,all,all,all,knn20,0,knn20,0.03,False,30904,q15-19,30
all,all,all,all,knn20,0,knn20,0.03,False,30904,q20-29,11
all,all,all,all,knn20,0,knn20,0.03,False,30904,q30-39,24
all,all,all,all,knn20,0,knn20,0.03,False,30904,q40-51,1
all,all,all,all,knn20,0,knn20,0.03,True,1096,no_alarm,225
all,all,all,all,knn20,0,knn20,0.03,True,1096,q0-6,0
all,all,all,all,knn20,0,knn20,0.03,True,1096,q7,0
all,all,all,all,knn20,0,knn20,0.03,True,1096,q8-10,47
all,all,all,all,knn20,0,knn20,0.03,True,1096,q11-14,253
all,all,all,all,knn20,0,knn20,0.03,True,1096,q15-19,163
all,all,all,all,knn20,0,knn20,0.03,True,1096,q20-29,125
all,all,all,all,knn20,0,knn20,0.03,True,1096,q30-39,225
all,all,all,all,knn20,0,knn20,0.03,True,1096,q40-51,58
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,no_alarm,29591
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,q0-6,0
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,q7,0
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,q8-10,710
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,q11-14,560
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,q15-19,18
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,q20-29,8
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,q30-39,16
all,all,all,all,norm_only,0,norm_only,0.03,False,30904,q40-51,1
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,no_alarm,310
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,q0-6,0
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,q7,1
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,q8-10,23
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,q11-14,99
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,q15-19,256
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,q20-29,164
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,q30-39,203
all,all,all,all,norm_only,0,norm_only,0.03,True,1096,q40-51,40
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,no_alarm,29499
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,q0-6,0
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,q7,0
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,q8-10,891
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,q11-14,470
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,q15-19,18
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,q20-29,8
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,q30-39,16
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,False,30904,q40-51,2
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,no_alarm,309
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,q0-6,0
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,q7,1
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,q8-10,23
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,q11-14,109
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,q15-19,245
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,q20-29,167
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,q30-39,202
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.03,True,1096,q40-51,40
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,no_alarm,29499
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,q0-6,0
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,q7,0
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,q8-10,891
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,q11-14,470
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,q15-19,18
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,q20-29,8
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,q30-39,16
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,False,30904,q40-51,2
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,no_alarm,309
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,q0-6,0
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,q7,1
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,q8-10,23
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,q11-14,109
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,q15-19,245
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,q20-29,167
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,q30-39,202
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.03,True,1096,q40-51,40
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,no_alarm,29499
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,q0-6,0
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,q7,0
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,q8-10,891
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,q11-14,470
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,q15-19,18
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,q20-29,8
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,q30-39,16
all,all,all,all,c1_union_radius,1,union_radius,0.03,False,30904,q40-51,2
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,no_alarm,309
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,q0-6,0
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,q7,1
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,q8-10,23
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,q11-14,109
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,q15-19,245
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,q20-29,167
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,q30-39,202
all,all,all,all,c1_union_radius,1,union_radius,0.03,True,1096,q40-51,40
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,no_alarm,29360
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,q0-6,0
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,q7,0
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,q8-10,983
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,q11-14,515
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,q15-19,20
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,q20-29,8
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,q30-39,16
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,False,30904,q40-51,2
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,no_alarm,271
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,q0-6,0
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,q7,0
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,q8-10,41
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,q11-14,151
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,q15-19,236
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,q20-29,156
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,q30-39,200
all,all,all,all,c2_centroid_distance,2,centroid_distance,0.03,True,1096,q40-51,41
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,no_alarm,29426
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,q0-6,0
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,q7,0
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,q8-10,1013
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,q11-14,421
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,q15-19,19
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,q20-29,7
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,q30-39,16
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,False,30904,q40-51,2
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,no_alarm,268
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,q0-6,0
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,q7,0
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,q8-10,42
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,q11-14,142
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,q15-19,246
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,q20-29,154
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,q30-39,201
all,all,all,all,c2_assigned_radius,2,assigned_radius,0.03,True,1096,q40-51,43
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,no_alarm,29428
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,q0-6,0
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,q7,0
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,q8-10,1012
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,q11-14,420
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,q15-19,19
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,q20-29,7
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,q30-39,16
all,all,all,all,c2_union_radius,2,union_radius,0.03,False,30904,q40-51,2
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,no_alarm,268
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,q0-6,0
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,q7,0
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,q8-10,42
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,q11-14,134
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,q15-19,252
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,q20-29,156
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,q30-39,201
all,all,all,all,c2_union_radius,2,union_radius,0.03,True,1096,q40-51,43
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,no_alarm,29919
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,q0-6,0
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,q7,0
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,q8-10,461
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,q11-14,464
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,q15-19,32
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,q20-29,8
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,q30-39,19
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,False,30904,q40-51,1
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,no_alarm,245
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,q0-6,0
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,q7,0
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,q8-10,32
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,q11-14,210
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,q15-19,217
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,q20-29,128
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,q30-39,211
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.03,True,1096,q40-51,53
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,no_alarm,29955
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,q0-6,0
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,q7,0
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,q8-10,504
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,q11-14,368
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,q15-19,39
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,q20-29,14
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,q30-39,22
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,False,30904,q40-51,2
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,True,1096,no_alarm,255
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,True,1096,q0-6,0
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.03,True,1096,q7,0
