level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,query_bin,count
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,False,30904,q20-29,33
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,False,30904,q30-39,24
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,False,30904,q40-51,0
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,no_alarm,165
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,q0-6,0
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,q7,0
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,q8-10,45
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,q11-14,249
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,q15-19,188
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,q20-29,135
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,q30-39,246
all,all,all,all,c4_centroid_distance,4,centroid_distance,0.05,True,1096,q40-51,68
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,no_alarm,29684
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,q0-6,0
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,q7,0
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,q8-10,634
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,q11-14,464
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,q15-19,59
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,q20-29,32
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,q30-39,30
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,False,30904,q40-51,1
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,no_alarm,154
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,q0-6,0
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,q7,0
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,q8-10,45
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,q11-14,237
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,q15-19,206
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,q20-29,131
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,q30-39,240
all,all,all,all,c4_assigned_radius,4,assigned_radius,0.05,True,1096,q40-51,83
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,no_alarm,29716
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,q0-6,0
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,q7,0
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,q8-10,649
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,q11-14,441
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,q15-19,52
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,q20-29,21
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,q30-39,24
all,all,all,all,c4_union_radius,4,union_radius,0.05,False,30904,q40-51,1
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,no_alarm,182
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,q0-6,0
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,q7,0
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,q8-10,43
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,q11-14,227
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,q15-19,217
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,q20-29,129
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,q30-39,223
all,all,all,all,c4_union_radius,4,union_radius,0.05,True,1096,q40-51,75
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,no_alarm,28939
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,q0-6,0
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,q7,0
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,q8-10,974
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,q11-14,878
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,q15-19,57
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,q20-29,28
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,q30-39,27
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,False,30904,q40-51,1
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,no_alarm,176
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,q0-6,0
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,q7,0
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,q8-10,47
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,q11-14,264
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,q15-19,191
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,q20-29,115
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,q30-39,243
all,all,all,all,c8_centroid_distance,8,centroid_distance,0.05,True,1096,q40-51,60
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,no_alarm,29032
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,q0-6,0
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,q7,10
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,q8-10,923
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,q11-14,723
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,q15-19,84
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,q20-29,94
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,q30-39,37
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,False,30904,q40-51,1
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,no_alarm,176
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,q0-6,0
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,q7,0
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,q8-10,47
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,q11-14,244
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,q15-19,194
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,q20-29,137
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,q30-39,224
all,all,all,all,c8_assigned_radius,8,assigned_radius,0.05,True,1096,q40-51,74
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,no_alarm,29035
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,q0-6,0
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,q7,14
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,q8-10,1033
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,q11-14,619
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,q15-19,53
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,q20-29,125
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,q30-39,24
all,all,all,all,c8_union_radius,8,union_radius,0.05,False,30904,q40-51,1
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,no_alarm,196
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,q0-6,0
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,q7,0
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,q8-10,46
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,q11-14,217
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,q15-19,211
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,q20-29,124
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,q30-39,223
all,all,all,all,c8_union_radius,8,union_radius,0.05,True,1096,q40-51,79
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,no_alarm,28633
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,q0-6,0
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,q7,3
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,q8-10,1381
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,q11-14,782
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,q15-19,59
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,q20-29,12
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,q30-39,32
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,False,30904,q40-51,2
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,no_alarm,171
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,q0-6,0
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,q7,0
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,q8-10,42
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,q11-14,261
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,q15-19,184
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,q20-29,126
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,q30-39,239
all,all,all,all,c16_centroid_distance,16,centroid_distance,0.05,True,1096,q40-51,73
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,no_alarm,28481
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,q0-6,0
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,q7,10
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,q8-10,1348
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,q11-14,792
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,q15-19,176
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,q20-29,65
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,q30-39,31
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,False,30904,q40-51,1
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,no_alarm,302
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,q0-6,0
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,q7,1
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,q8-10,47
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,q11-14,282
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,q15-19,171
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,q20-29,90
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,q30-39,89
all,all,all,all,c16_assigned_radius,16,assigned_radius,0.05,True,1096,q40-51,114
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,no_alarm,29150
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,q0-6,0
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,q7,9
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,q8-10,1073
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,q11-14,458
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,q15-19,102
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,q20-29,92
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,q30-39,19
all,all,all,all,c16_union_radius,16,union_radius,0.05,False,30904,q40-51,1
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,no_alarm,241
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,q0-6,0
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,q7,0
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,q8-10,38
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,q11-14,247
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,q15-19,195
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,q20-29,116
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,q30-39,144
all,all,all,all,c16_union_radius,16,union_radius,0.05,True,1096,q40-51,115
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,no_alarm,28037
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,q0-6,0
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,q7,2
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,q8-10,1862
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,q11-14,844
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,q15-19,81
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,q20-29,41
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,q30-39,36
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,False,30904,q40-51,1
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,no_alarm,105
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,q0-6,0
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,q7,0
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,q8-10,59
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,q11-14,320
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,q15-19,150
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,q20-29,174
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,q30-39,206
all,all,all,all,c32_centroid_distance,32,centroid_distance,0.05,True,1096,q40-51,82
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,no_alarm,27998
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,q0-6,0
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,q7,46
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,q8-10,1827
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,q11-14,730
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,q15-19,211
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,q20-29,62
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,q30-39,30
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,False,30904,q40-51,0
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,no_alarm,114
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,q0-6,0
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,q7,0
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,q8-10,64
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,q11-14,356
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,q15-19,189
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,q20-29,126
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,q30-39,173
all,all,all,all,c32_assigned_radius,32,assigned_radius,0.05,True,1096,q40-51,74
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,no_alarm,29105
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,q0-6,0
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,q7,25
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,q8-10,1163
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,q11-14,419
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,q15-19,117
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,q20-29,48
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,q30-39,27
all,all,all,all,c32_union_radius,32,union_radius,0.05,False,30904,q40-51,0
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,no_alarm,175
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,q0-6,0
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,q7,0
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,q8-10,56
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,q11-14,254
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,q15-19,184
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,q20-29,126
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,q30-39,222
all,all,all,all,c32_union_radius,32,union_radius,0.05,True,1096,q40-51,79
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,no_alarm,28296
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,q0-6,0
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,q7,21
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,q8-10,1638
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,q11-14,787
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,q15-19,84
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,q20-29,38
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,q30-39,38
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,False,30904,q40-51,2
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,no_alarm,119
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,q0-6,0
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,q7,0
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,q8-10,51
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,q11-14,301
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,q15-19,170
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,q20-29,163
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,q30-39,196
all,all,all,all,c64_centroid_distance,64,centroid_distance,0.05,True,1096,q40-51,96
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,no_alarm,28453
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,q0-6,0
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,q7,49
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,q8-10,1358
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,q11-14,837
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,q15-19,111
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,q20-29,56
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,q30-39,38
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,False,30904,q40-51,2
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,no_alarm,97
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,q0-6,0
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,q7,0
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,q8-10,57
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,q11-14,323
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,q15-19,164
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,q20-29,193
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,q30-39,186
all,all,all,all,c64_assigned_radius,64,assigned_radius,0.05,True,1096,q40-51,76
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,no_alarm,28349
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,q0-6,0
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,q7,111
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,q8-10,1412
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,q11-14,854
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,q15-19,85
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,q20-29,48
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,q30-39,43
all,all,all,all,c64_union_radius,64,union_radius,0.05,False,30904,q40-51,2
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,no_alarm,116
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,q0-6,0
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,q7,0
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,q8-10,45
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,q11-14,296
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,q15-19,165
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,q20-29,170
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,q30-39,218
all,all,all,all,c64_union_radius,64,union_radius,0.05,True,1096,q40-51,86
all,all,all,all,knn20,0,knn20,0.1,False,30904,no_alarm,26030
all,all,all,all,knn20,0,knn20,0.1,False,30904,q0-6,0
all,all,all,all,knn20,0,knn20,0.1,False,30904,q7,23
all,all,all,all,knn20,0,knn20,0.1,False,30904,q8-10,2994
all,all,all,all,knn20,0,knn20,0.1,False,30904,q11-14,1349
all,all,all,all,knn20,0,knn20,0.1,False,30904,q15-19,355
all,all,all,all,knn20,0,knn20,0.1,False,30904,q20-29,109
all,all,all,all,knn20,0,knn20,0.1,False,30904,q30-39,44
all,all,all,all,knn20,0,knn20,0.1,False,30904,q40-51,0
all,all,all,all,knn20,0,knn20,0.1,True,1096,no_alarm,46
all,all,all,all,knn20,0,knn20,0.1,True,1096,q0-6,0
all,all,all,all,knn20,0,knn20,0.1,True,1096,q7,3
all,all,all,all,knn20,0,knn20,0.1,True,1096,q8-10,140
all,all,all,all,knn20,0,knn20,0.1,True,1096,q11-14,363
all,all,all,all,knn20,0,knn20,0.1,True,1096,q15-19,155
all,all,all,all,knn20,0,knn20,0.1,True,1096,q20-29,101
all,all,all,all,knn20,0,knn20,0.1,True,1096,q30-39,208
all,all,all,all,knn20,0,knn20,0.1,True,1096,q40-51,80
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,no_alarm,28096
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,q0-6,0
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,q7,0
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,q8-10,1620
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,q11-14,962
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,q15-19,111
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,q20-29,79
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,q30-39,36
all,all,all,all,norm_only,0,norm_only,0.1,False,30904,q40-51,0
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,no_alarm,176
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,q0-6,0
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,q7,1
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,q8-10,52
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,q11-14,155
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,q15-19,242
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,q20-29,173
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,q30-39,246
all,all,all,all,norm_only,0,norm_only,0.1,True,1096,q40-51,51
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,no_alarm,27962
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,q0-6,0
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,q7,1
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,q8-10,1845
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,q11-14,865
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,q15-19,113
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,q20-29,82
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,q30-39,36
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,30904,q40-51,0
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,no_alarm,174
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,q0-6,0
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,q7,1
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,q8-10,63
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,q11-14,157
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,q15-19,231
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,q20-29,173
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,q30-39,246
all,all,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,1096,q40-51,51
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,no_alarm,27962
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,q0-6,0
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,q7,1
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,q8-10,1845
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,q11-14,865
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,q15-19,113
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,q20-29,82
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,q30-39,36
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,30904,q40-51,0
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,no_alarm,174
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,q0-6,0
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,q7,1
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,q8-10,63
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,q11-14,157
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,q15-19,231
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,q20-29,173
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,q30-39,246
all,all,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,1096,q40-51,51
all,all,all,all,c1_union_radius,1,union_radius,0.1,False,30904,no_alarm,27962
all,all,all,all,c1_union_radius,1,union_radius,0.1,False,30904,q0-6,0
all,all,all,all,c1_union_radius,1,union_radius,0.1,False,30904,q7,1
all,all,all,all,c1_union_radius,1,union_radius,0.1,False,30904,q8-10,1845
