level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,query,count
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,30,2
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,31,12
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,32,19
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,33,28
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,34,16
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,35,13
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,36,5
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,37,3
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,38,6
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,39,0
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,40,2
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,41,3
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,42,1
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,43,2
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,44,7
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,45,4
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,46,3
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,47,2
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,48,5
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,49,5
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,50,2
cohort,A,all,all,c4_union_radius,4,union_radius,0.03,True,532,51,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,-1,14689
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,0,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,1,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,2,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,3,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,4,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,5,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,6,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,7,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,8,37
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,9,161
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,10,222
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,11,147
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,12,125
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,13,43
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,14,19
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,15,4
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,16,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,17,4
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,18,2
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,19,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,20,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,21,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,22,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,23,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,24,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,25,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,26,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,27,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,28,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,29,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,30,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,31,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,32,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,33,3
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,34,2
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,35,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,36,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,37,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,38,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,39,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,40,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,41,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,42,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,43,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,44,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,45,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,46,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,47,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,48,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,49,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,50,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,False,15468,51,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,-1,108
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,0,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,1,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,2,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,3,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,4,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,5,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,6,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,7,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,8,3
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,9,5
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,10,10
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,11,16
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,12,17
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,13,30
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,14,39
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,15,32
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,16,26
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,17,23
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,18,15
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,19,8
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,20,6
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,21,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,22,7
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,23,7
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,24,13
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,25,8
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,26,7
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,27,8
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,28,5
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,29,4
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,30,5
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,31,10
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,32,21
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,33,27
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,34,19
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,35,8
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,36,6
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,37,3
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,38,6
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,39,0
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,40,4
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,41,4
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,42,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,43,2
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,44,3
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,45,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,46,2
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,47,2
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,48,4
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,49,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,50,5
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.03,True,532,51,1
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,-1,14741
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,0,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,1,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,2,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,3,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,4,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,5,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,6,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,7,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,8,30
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,9,132
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,10,206
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,11,114
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,12,97
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,13,57
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,14,20
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,15,8
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,16,2
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,17,7
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,18,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,19,2
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,20,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,21,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,22,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,23,4
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,24,7
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,25,13
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,26,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,27,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,28,2
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,29,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,30,2
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,31,4
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,32,1
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,33,2
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,34,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,35,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,36,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,37,1
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,38,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,39,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,40,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,41,1
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,42,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,43,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,44,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,45,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,46,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,47,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,48,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,49,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,50,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,False,15468,51,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,-1,108
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,0,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,1,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,2,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,3,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,4,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,5,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,6,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,7,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,8,4
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,9,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,10,7
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,11,25
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,12,27
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,13,17
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,14,29
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,15,25
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,16,24
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,17,15
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,18,23
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,19,15
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,20,10
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,21,2
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,22,5
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,23,5
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,24,18
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,25,7
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,26,6
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,27,5
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,28,5
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,29,6
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,30,4
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,31,6
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,32,13
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,33,28
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,34,20
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,35,14
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,36,9
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,37,6
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,38,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,39,4
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,40,1
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,41,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,42,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,43,2
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,44,4
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,45,7
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,46,5
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,47,4
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,48,0
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,49,2
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,50,3
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.03,True,532,51,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,-1,14694
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,0,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,1,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,2,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,3,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,4,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,5,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,6,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,7,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,8,39
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,9,154
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,10,229
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,11,126
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,12,92
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,13,41
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,14,16
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,15,7
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,16,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,17,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,18,6
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,19,4
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,20,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,21,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,22,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,23,6
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,24,13
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,25,14
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,26,4
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,27,6
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,28,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,29,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,30,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,31,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,32,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,33,2
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,34,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,35,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,36,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,37,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,38,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,39,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,40,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,41,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,42,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,43,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,44,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,45,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,46,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,47,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,48,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,49,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,50,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,False,15468,51,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,-1,119
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,0,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,1,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,2,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,3,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,4,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,5,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,6,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,7,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,8,4
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,9,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,10,9
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,11,22
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,12,19
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,13,16
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,14,29
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,15,25
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,16,30
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,17,18
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,18,22
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,19,16
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,20,6
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,21,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,22,7
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,23,13
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,24,13
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,25,9
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,26,6
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,27,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,28,5
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,29,5
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,30,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,31,6
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,32,16
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,33,26
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,34,18
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,35,15
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,36,5
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,37,5
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,38,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,39,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,40,1
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,41,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,42,2
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,43,2
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,44,2
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,45,6
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,46,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,47,4
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,48,3
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,49,5
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,50,4
cohort,A,all,all,c8_union_radius,8,union_radius,0.03,True,532,51,0
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,15468,-1,14568
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,15468,0,0
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,15468,1,0
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,15468,2,0
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,15468,3,0
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,15468,4,0
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,15468,5,0
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.03,False,15468,6,0
