method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances,fold,suite
c1_centroid_distance,1,centroid_distance,task_init,0.1,9.219404220581056,68,63,5,libero_long_full_2,libero_long
c1_assigned_radius,1,assigned_radius,episode,0.02,1.8612381219863887,515,506,9,libero_long_full_2,libero_long
c1_assigned_radius,1,assigned_radius,episode,0.03,1.814619541168213,515,501,14,libero_long_full_2,libero_long
c1_assigned_radius,1,assigned_radius,episode,0.05,1.7429914474487305,515,491,24,libero_long_full_2,libero_long
c1_assigned_radius,1,assigned_radius,episode,0.1,1.503092885017395,515,465,50,libero_long_full_2,libero_long
c1_assigned_radius,1,assigned_radius,task_init,0.02,2.8764538764953613,68,68,0,libero_long_full_2,libero_long
c1_assigned_radius,1,assigned_radius,task_init,0.03,2.7125985622406006,68,67,1,libero_long_full_2,libero_long
c1_assigned_radius,1,assigned_radius,task_init,0.05,2.184610605239868,68,66,2,libero_long_full_2,libero_long
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.8860011100769043,68,63,5,libero_long_full_2,libero_long
c1_union_radius,1,union_radius,episode,0.02,1.8612381219863887,515,506,9,libero_long_full_2,libero_long
c1_union_radius,1,union_radius,episode,0.03,1.814619541168213,515,501,14,libero_long_full_2,libero_long
c1_union_radius,1,union_radius,episode,0.05,1.7429914474487305,515,491,24,libero_long_full_2,libero_long
c1_union_radius,1,union_radius,episode,0.1,1.503092885017395,515,465,50,libero_long_full_2,libero_long
c1_union_radius,1,union_radius,task_init,0.02,2.8764538764953613,68,68,0,libero_long_full_2,libero_long
c1_union_radius,1,union_radius,task_init,0.03,2.7125985622406006,68,67,1,libero_long_full_2,libero_long
c1_union_radius,1,union_radius,task_init,0.05,2.184610605239868,68,66,2,libero_long_full_2,libero_long
c1_union_radius,1,union_radius,task_init,0.1,1.8860011100769043,68,63,5,libero_long_full_2,libero_long
c2_centroid_distance,2,centroid_distance,episode,0.02,6.43708610534668,515,506,9,libero_long_full_2,libero_long
c2_centroid_distance,2,centroid_distance,episode,0.03,5.954528331756592,515,501,14,libero_long_full_2,libero_long
c2_centroid_distance,2,centroid_distance,episode,0.05,5.521286964416504,515,491,24,libero_long_full_2,libero_long
c2_centroid_distance,2,centroid_distance,episode,0.1,5.08878231048584,515,465,50,libero_long_full_2,libero_long
c2_centroid_distance,2,centroid_distance,task_init,0.02,11.194652557373049,68,68,0,libero_long_full_2,libero_long
c2_centroid_distance,2,centroid_distance,task_init,0.03,10.752562522888184,68,67,1,libero_long_full_2,libero_long
c2_centroid_distance,2,centroid_distance,task_init,0.05,7.772968769073486,68,66,2,libero_long_full_2,libero_long
c2_centroid_distance,2,centroid_distance,task_init,0.1,6.7240190505981445,68,63,5,libero_long_full_2,libero_long
c2_assigned_radius,2,assigned_radius,episode,0.02,1.9143791198730469,515,506,9,libero_long_full_2,libero_long
c2_assigned_radius,2,assigned_radius,episode,0.03,1.7469491958618164,515,501,14,libero_long_full_2,libero_long
c2_assigned_radius,2,assigned_radius,episode,0.05,1.65350341796875,515,491,24,libero_long_full_2,libero_long
c2_assigned_radius,2,assigned_radius,episode,0.1,1.4710758924484253,515,465,50,libero_long_full_2,libero_long
c2_assigned_radius,2,assigned_radius,task_init,0.02,2.773780345916748,68,68,0,libero_long_full_2,libero_long
c2_assigned_radius,2,assigned_radius,task_init,0.03,2.6642403602600098,68,67,1,libero_long_full_2,libero_long
c2_assigned_radius,2,assigned_radius,task_init,0.05,2.268861532211304,68,66,2,libero_long_full_2,libero_long
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.9187593460083008,68,63,5,libero_long_full_2,libero_long
c2_union_radius,2,union_radius,episode,0.02,1.9143791198730469,515,506,9,libero_long_full_2,libero_long
c2_union_radius,2,union_radius,episode,0.03,1.7469491958618164,515,501,14,libero_long_full_2,libero_long
c2_union_radius,2,union_radius,episode,0.05,1.653107523918152,515,491,24,libero_long_full_2,libero_long
c2_union_radius,2,union_radius,episode,0.1,1.430047869682312,515,465,50,libero_long_full_2,libero_long
c2_union_radius,2,union_radius,task_init,0.02,2.773780345916748,68,68,0,libero_long_full_2,libero_long
c2_union_radius,2,union_radius,task_init,0.03,2.6642403602600098,68,67,1,libero_long_full_2,libero_long
c2_union_radius,2,union_radius,task_init,0.05,2.268861532211304,68,66,2,libero_long_full_2,libero_long
c2_union_radius,2,union_radius,task_init,0.1,1.9187593460083008,68,63,5,libero_long_full_2,libero_long
c4_centroid_distance,4,centroid_distance,episode,0.02,5.2824811935424805,515,506,9,libero_long_full_2,libero_long
c4_centroid_distance,4,centroid_distance,episode,0.03,4.852282524108887,515,501,14,libero_long_full_2,libero_long
c4_centroid_distance,4,centroid_distance,episode,0.05,4.491925239562988,515,491,24,libero_long_full_2,libero_long
c4_centroid_distance,4,centroid_distance,episode,0.1,4.038819789886475,515,465,50,libero_long_full_2,libero_long
c4_centroid_distance,4,centroid_distance,task_init,0.02,9.887794494628906,68,68,0,libero_long_full_2,libero_long
c4_centroid_distance,4,centroid_distance,task_init,0.03,8.448640823364258,68,67,1,libero_long_full_2,libero_long
c4_centroid_distance,4,centroid_distance,task_init,0.05,5.878009796142578,68,66,2,libero_long_full_2,libero_long
c4_centroid_distance,4,centroid_distance,task_init,0.1,5.470298767089844,68,63,5,libero_long_full_2,libero_long
c4_assigned_radius,4,assigned_radius,episode,0.02,1.83822500705719,515,506,9,libero_long_full_2,libero_long
c4_assigned_radius,4,assigned_radius,episode,0.03,1.6973397731781006,515,501,14,libero_long_full_2,libero_long
c4_assigned_radius,4,assigned_radius,episode,0.05,1.613088607788086,515,491,24,libero_long_full_2,libero_long
c4_assigned_radius,4,assigned_radius,episode,0.1,1.5055835247039795,515,465,50,libero_long_full_2,libero_long
c4_assigned_radius,4,assigned_radius,task_init,0.02,2.52708101272583,68,68,0,libero_long_full_2,libero_long
c4_assigned_radius,4,assigned_radius,task_init,0.03,2.2092342376708984,68,67,1,libero_long_full_2,libero_long
c4_assigned_radius,4,assigned_radius,task_init,0.05,2.1592681407928467,68,66,2,libero_long_full_2,libero_long
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.83822500705719,68,63,5,libero_long_full_2,libero_long
c4_union_radius,4,union_radius,episode,0.02,1.6989232301712036,515,506,9,libero_long_full_2,libero_long
c4_union_radius,4,union_radius,episode,0.03,1.5922085046768188,515,501,14,libero_long_full_2,libero_long
c4_union_radius,4,union_radius,episode,0.05,1.5355432033538818,515,491,24,libero_long_full_2,libero_long
c4_union_radius,4,union_radius,episode,0.1,1.4427696466445925,515,465,50,libero_long_full_2,libero_long
c4_union_radius,4,union_radius,task_init,0.02,2.52708101272583,68,68,0,libero_long_full_2,libero_long
c4_union_radius,4,union_radius,task_init,0.03,2.2092342376708984,68,67,1,libero_long_full_2,libero_long
c4_union_radius,4,union_radius,task_init,0.05,2.1592681407928467,68,66,2,libero_long_full_2,libero_long
c4_union_radius,4,union_radius,task_init,0.1,1.7886605262756348,68,63,5,libero_long_full_2,libero_long
c8_centroid_distance,8,centroid_distance,episode,0.02,4.530157089233398,515,506,9,libero_long_full_2,libero_long
c8_centroid_distance,8,centroid_distance,episode,0.03,4.279013633728027,515,501,14,libero_long_full_2,libero_long
c8_centroid_distance,8,centroid_distance,episode,0.05,3.795779705047608,515,491,24,libero_long_full_2,libero_long
c8_centroid_distance,8,centroid_distance,episode,0.1,3.374089479446411,515,465,50,libero_long_full_2,libero_long
c8_centroid_distance,8,centroid_distance,task_init,0.02,9.22848892211914,68,68,0,libero_long_full_2,libero_long
c8_centroid_distance,8,centroid_distance,task_init,0.03,6.77157735824585,68,67,1,libero_long_full_2,libero_long
c8_centroid_distance,8,centroid_distance,task_init,0.05,5.821644306182861,68,66,2,libero_long_full_2,libero_long
c8_centroid_distance,8,centroid_distance,task_init,0.1,4.706476211547852,68,63,5,libero_long_full_2,libero_long
c8_assigned_radius,8,assigned_radius,episode,0.02,1.7748143672943115,515,506,9,libero_long_full_2,libero_long
c8_assigned_radius,8,assigned_radius,episode,0.03,1.580936074256897,515,501,14,libero_long_full_2,libero_long
c8_assigned_radius,8,assigned_radius,episode,0.05,1.5097299814224243,515,491,24,libero_long_full_2,libero_long
c8_assigned_radius,8,assigned_radius,episode,0.1,1.3955802917480469,515,465,50,libero_long_full_2,libero_long
c8_assigned_radius,8,assigned_radius,task_init,0.02,2.778860330581665,68,68,0,libero_long_full_2,libero_long
c8_assigned_radius,8,assigned_radius,task_init,0.03,2.4183475971221924,68,67,1,libero_long_full_2,libero_long
c8_assigned_radius,8,assigned_radius,task_init,0.05,2.110585927963257,68,66,2,libero_long_full_2,libero_long
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.87994384765625,68,63,5,libero_long_full_2,libero_long
c8_union_radius,8,union_radius,episode,0.02,1.66749906539917,515,506,9,libero_long_full_2,libero_long
c8_union_radius,8,union_radius,episode,0.03,1.5161772966384888,515,501,14,libero_long_full_2,libero_long
c8_union_radius,8,union_radius,episode,0.05,1.3868024349212646,515,491,24,libero_long_full_2,libero_long
c8_union_radius,8,union_radius,episode,0.1,1.2884862422943115,515,465,50,libero_long_full_2,libero_long
c8_union_radius,8,union_radius,task_init,0.02,2.778860330581665,68,68,0,libero_long_full_2,libero_long
c8_union_radius,8,union_radius,task_init,0.03,2.3253839015960693,68,67,1,libero_long_full_2,libero_long
c8_union_radius,8,union_radius,task_init,0.05,2.039041042327881,68,66,2,libero_long_full_2,libero_long
c8_union_radius,8,union_radius,task_init,0.1,1.7007887363433838,68,63,5,libero_long_full_2,libero_long
c16_centroid_distance,16,centroid_distance,episode,0.02,3.907520055770874,515,506,9,libero_long_full_2,libero_long
c16_centroid_distance,16,centroid_distance,episode,0.03,3.624361038208008,515,501,14,libero_long_full_2,libero_long
c16_centroid_distance,16,centroid_distance,episode,0.05,3.279004573822021,515,491,24,libero_long_full_2,libero_long
c16_centroid_distance,16,centroid_distance,episode,0.1,2.9338719844818115,515,465,50,libero_long_full_2,libero_long
c16_centroid_distance,16,centroid_distance,task_init,0.02,6.867247104644775,68,68,0,libero_long_full_2,libero_long
c16_centroid_distance,16,centroid_distance,task_init,0.03,6.334845542907715,68,67,1,libero_long_full_2,libero_long
c16_centroid_distance,16,centroid_distance,task_init,0.05,5.107175827026367,68,66,2,libero_long_full_2,libero_long
c16_centroid_distance,16,centroid_distance,task_init,0.1,3.976305246353149,68,63,5,libero_long_full_2,libero_long
c16_assigned_radius,16,assigned_radius,episode,0.02,1.7982076406478882,515,506,9,libero_long_full_2,libero_long
c16_assigned_radius,16,assigned_radius,episode,0.03,1.6620941162109375,515,501,14,libero_long_full_2,libero_long
c16_assigned_radius,16,assigned_radius,episode,0.05,1.5497448444366455,515,491,24,libero_long_full_2,libero_long
c16_assigned_radius,16,assigned_radius,episode,0.1,1.3984687328338623,515,465,50,libero_long_full_2,libero_long
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.3778560161590576,68,68,0,libero_long_full_2,libero_long
c16_assigned_radius,16,assigned_radius,task_init,0.03,2.3668911457061768,68,67,1,libero_long_full_2,libero_long
c16_assigned_radius,16,assigned_radius,task_init,0.05,2.151141166687012,68,66,2,libero_long_full_2,libero_long
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.8318549394607544,68,63,5,libero_long_full_2,libero_long
c16_union_radius,16,union_radius,episode,0.02,1.6588727235794067,515,506,9,libero_long_full_2,libero_long
c16_union_radius,16,union_radius,episode,0.03,1.556214451789856,515,501,14,libero_long_full_2,libero_long
c16_union_radius,16,union_radius,episode,0.05,1.463557481765747,515,491,24,libero_long_full_2,libero_long
c16_union_radius,16,union_radius,episode,0.1,1.322523832321167,515,465,50,libero_long_full_2,libero_long
c16_union_radius,16,union_radius,task_init,0.02,2.3031036853790283,68,68,0,libero_long_full_2,libero_long
c16_union_radius,16,union_radius,task_init,0.03,1.980177402496338,68,67,1,libero_long_full_2,libero_long
c16_union_radius,16,union_radius,task_init,0.05,1.9759029150009155,68,66,2,libero_long_full_2,libero_long
c16_union_radius,16,union_radius,task_init,0.1,1.7318432331085205,68,63,5,libero_long_full_2,libero_long
c32_centroid_distance,32,centroid_distance,episode,0.02,3.4487593173980717,515,506,9,libero_long_full_2,libero_long
c32_centroid_distance,32,centroid_distance,episode,0.03,3.287700653076172,515,501,14,libero_long_full_2,libero_long
c32_centroid_distance,32,centroid_distance,episode,0.05,2.8839340209960938,515,491,24,libero_long_full_2,libero_long
c32_centroid_distance,32,centroid_distance,episode,0.1,2.5228867530822754,515,465,50,libero_long_full_2,libero_long
c32_centroid_distance,32,centroid_distance,task_init,0.02,6.666947364807129,68,68,0,libero_long_full_2,libero_long
c32_centroid_distance,32,centroid_distance,task_init,0.03,5.734556674957275,68,67,1,libero_long_full_2,libero_long
c32_centroid_distance,32,centroid_distance,task_init,0.05,4.628114700317383,68,66,2,libero_long_full_2,libero_long
c32_centroid_distance,32,centroid_distance,task_init,0.1,3.892789602279663,68,63,5,libero_long_full_2,libero_long
c32_assigned_radius,32,assigned_radius,episode,0.02,1.826685667037964,515,506,9,libero_long_full_2,libero_long
c32_assigned_radius,32,assigned_radius,episode,0.03,1.652536392211914,515,501,14,libero_long_full_2,libero_long
c32_assigned_radius,32,assigned_radius,episode,0.05,1.4976134300231934,515,491,24,libero_long_full_2,libero_long
c32_assigned_radius,32,assigned_radius,episode,0.1,1.4068810939788818,515,465,50,libero_long_full_2,libero_long
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.87483811378479,68,68,0,libero_long_full_2,libero_long
c32_assigned_radius,32,assigned_radius,task_init,0.03,2.608527183532715,68,67,1,libero_long_full_2,libero_long
c32_assigned_radius,32,assigned_radius,task_init,0.05,2.190000534057617,68,66,2,libero_long_full_2,libero_long
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.9224777221679688,68,63,5,libero_long_full_2,libero_long
c32_union_radius,32,union_radius,episode,0.02,1.702101707458496,515,506,9,libero_long_full_2,libero_long
c32_union_radius,32,union_radius,episode,0.03,1.6106353998184204,515,501,14,libero_long_full_2,libero_long
c32_union_radius,32,union_radius,episode,0.05,1.425240993499756,515,491,24,libero_long_full_2,libero_long
c32_union_radius,32,union_radius,episode,0.1,1.320326805114746,515,465,50,libero_long_full_2,libero_long
c32_union_radius,32,union_radius,task_init,0.02,2.4249227046966557,68,68,0,libero_long_full_2,libero_long
c32_union_radius,32,union_radius,task_init,0.03,2.1856720447540283,68,67,1,libero_long_full_2,libero_long
c32_union_radius,32,union_radius,task_init,0.05,2.0642480850219727,68,66,2,libero_long_full_2,libero_long
c32_union_radius,32,union_radius,task_init,0.1,1.7263405323028564,68,63,5,libero_long_full_2,libero_long
c64_centroid_distance,64,centroid_distance,episode,0.02,3.138514280319214,515,506,9,libero_long_full_2,libero_long
c64_centroid_distance,64,centroid_distance,episode,0.03,2.9947454929351807,515,501,14,libero_long_full_2,libero_long
c64_centroid_distance,64,centroid_distance,episode,0.05,2.7155909538269043,515,491,24,libero_long_full_2,libero_long
c64_centroid_distance,64,centroid_distance,episode,0.1,2.3539209365844727,515,465,50,libero_long_full_2,libero_long
c64_centroid_distance,64,centroid_distance,task_init,0.02,5.346807479858398,68,68,0,libero_long_full_2,libero_long
c64_centroid_distance,64,centroid_distance,task_init,0.03,4.3911614418029785,68,67,1,libero_long_full_2,libero_long
c64_centroid_distance,64,centroid_distance,task_init,0.05,4.255666255950928,68,66,2,libero_long_full_2,libero_long
c64_centroid_distance,64,centroid_distance,task_init,0.1,3.4111037254333496,68,63,5,libero_long_full_2,libero_long
c64_assigned_radius,64,assigned_radius,episode,0.02,1.7451515197753906,515,506,9,libero_long_full_2,libero_long
c64_assigned_radius,64,assigned_radius,episode,0.03,1.6973261833190918,515,501,14,libero_long_full_2,libero_long
c64_assigned_radius,64,assigned_radius,episode,0.05,1.5965535640716553,515,491,24,libero_long_full_2,libero_long
c64_assigned_radius,64,assigned_radius,episode,0.1,1.4548718929290771,515,465,50,libero_long_full_2,libero_long
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.952143907546997,68,68,0,libero_long_full_2,libero_long
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.8159289360046387,68,67,1,libero_long_full_2,libero_long
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.4312903881073,68,66,2,libero_long_full_2,libero_long
