cohort,subset,base,candidate,structurally_nested,subset_episodes,base_detects,base_misses,candidate_detects,both_detect,candidate_only,candidate_only_frac_of_base_misses,candidate_only_ci_low,candidate_only_ci_high,earlier,earlier_frac_of_base_detects,redundant,redundant_frac_of_base_detects,later,later_frac_of_base_detects,base_only,base_only_frac_of_base_detects,redundant_frac_of_both_detect,median_lead_gain_chunks,median_lead_gain_steps,timely_episodes,base_timely_alarms,candidate_timely_alarms,added_false_alarms,added_false_alarms_frac_timely,added_false_alarms_frac_base_silent_timely,added_false_alarms_ci_low,added_false_alarms_ci_high
development_main,pure_phantom,progress_ratio,v7_freeze,False,22,0,22,15,0,15,0.6818181818181818,0.24930555555555559,1.0,0,,0,,0,,0,,,,,,,,,,,,
development_main,all_risk,progress_ratio,v7_turbulence,False,487,36,451,138,7,131,0.29046563192904656,0.1951792535997649,0.4406938807989177,2,0.05555555555555555,3,0.08333333333333333,2,0.05555555555555555,29,0.8055555555555556,0.42857142857142855,0.0,0.0,14313.0,58.0,24.0,24.0,0.0016767973171242926,0.0016836197825324448,0.00034506740322984465,0.0033507645191374323
development_main,loop,progress_ratio,v7_turbulence,False,256,35,221,79,7,72,0.3257918552036199,0.18180704099821748,0.46853315766359244,2,0.05714285714285714,3,0.08571428571428572,2,0.05714285714285714,28,0.8,0.42857142857142855,0.0,0.0,,,,,,,,
development_main,static,progress_ratio,v7_turbulence,False,135,2,133,30,0,30,0.22556390977443608,0.1012645415876595,0.5897727272727271,0,0.0,0,0.0,0,0.0,2,1.0,,,,,,,,,,,
development_main,pure_phantom,progress_ratio,v7_turbulence,False,22,0,22,3,0,3,0.13636363636363635,0.0,0.5,0,,0,,0,,0,,,,,,,,,,,,
development_main,all_risk,progress_ratio,v7_guard,False,487,36,451,382,11,371,0.8226164079822617,0.7698412698412699,0.8774622502065007,3,0.08333333333333333,3,0.08333333333333333,5,0.1388888888888889,25,0.6944444444444444,0.2727272727272727,-1.0,-10.0,14313.0,58.0,67.0,67.0,0.0046810591769719835,0.0047001052262364085,0.0014483757500517278,0.00869993759319118
development_main,loop,progress_ratio,v7_guard,False,256,35,221,171,11,160,0.7239819004524887,0.6326494555419341,0.8504757687669581,3,0.08571428571428572,3,0.08571428571428572,5,0.14285714285714285,24,0.6857142857142857,0.2727272727272727,-1.0,-10.0,,,,,,,,
development_main,static,progress_ratio,v7_guard,False,135,2,133,132,1,131,0.9849624060150376,0.9354838709677419,1.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0,-16.0,-160.0,,,,,,,,
development_main,pure_phantom,progress_ratio,v7_guard,False,22,0,22,18,0,18,0.8181818181818182,0.3333333333333333,1.0,0,,0,,0,,0,,,,,,,,,,,,
development_main,all_risk,progress_ratio,v7_guard_or_progress_ratio,True,487,36,451,407,36,371,0.8226164079822617,0.7698412698412699,0.8774622502065007,3,0.08333333333333333,33,0.9166666666666666,0,0.0,0,0.0,0.9166666666666666,0.0,0.0,14313.0,58.0,125.0,67.0,0.0046810591769719835,0.0047001052262364085,0.0014483757500517278,0.00869993759319118
development_main,loop,progress_ratio,v7_guard_or_progress_ratio,True,256,35,221,195,35,160,0.7239819004524887,0.6326494555419341,0.8504757687669581,3,0.08571428571428572,32,0.9142857142857143,0,0.0,0,0.0,0.9142857142857143,0.0,0.0,,,,,,,,
development_main,static,progress_ratio,v7_guard_or_progress_ratio,True,135,2,133,133,2,131,0.9849624060150376,0.9354838709677419,1.0,0,0.0,2,1.0,0,0.0,0,0.0,1.0,0.0,0.0,,,,,,,,
