representation,direction,width,confirmations,quantile,tp,fp,risk_recall,early4_risk_recall,early8_risk_recall,precision,timely_fpr,max_suite_fpr,max_task_fpr,spatial_tp,spatial_fp,spatial_recall,spatial_fpr,logical_gpu,eligible
all_mean,low,4,2,0.725,368,199,0.75564681724846,0.6406570841889117,0.3860369609856263,0.6490299823633157,0.013903444421155592,0.04543107748031616,0.09866666793823242,113,176,0.8968253968253969,0.04543107898812597,0,False
all_mean,low,4,2,0.75,368,168,0.75564681724846,0.6406570841889117,0.3860369609856263,0.6865671641791045,0.011737581219870048,0.03742901235818863,0.09333333373069763,113,145,0.8968253968253969,0.03742901393908105,0,False
all_mean,low,4,2,0.775,368,142,0.75564681724846,0.6406570841889117,0.3839835728952772,0.7215686274509804,0.009921050792985399,0.030717603862285614,0.07466666400432587,113,119,0.8968253968253969,0.030717604543107898,0,False
all_mean,low,4,2,0.8,366,118,0.7515400410677618,0.6386036960985626,0.38193018480492813,0.756198347107438,0.008244253475861106,0.024522457271814346,0.06666667014360428,111,95,0.8809523809523809,0.024522457408363448,0,False
all_mean,low,4,2,0.825,365,101,0.7494866529774127,0.6365503080082136,0.3798767967145791,0.7832618025751072,0.007056522042898064,0.020134227350354195,0.0533333346247673,110,78,0.873015873015873,0.020134228187919462,0,False
all_mean,low,4,2,0.85,364,80,0.7474332648870636,0.6365503080082136,0.3757700205338809,0.8198198198198198,0.005589324390414309,0.014713474549353123,0.04266666620969772,109,57,0.8650793650793651,0.01471347444501807,0,False
all_mean,low,4,2,0.875,364,62,0.7474332648870636,0.6324435318275154,0.3737166324435318,0.8544600938967136,0.0043317264025710895,0.010067113675177097,0.03999999910593033,109,39,0.8650793650793651,0.010067114093959731,0,False
all_mean,low,4,2,0.9,364,50,0.7474332648870636,0.6324435318275154,0.3675564681724846,0.8792270531400966,0.003493327744008943,0.0069695403799414635,0.02240896411240101,109,27,0.8650793650793651,0.006969540526587507,0,False
all_mean,low,4,2,0.925,362,39,0.7433264887063655,0.6324435318275154,0.3655030800821355,0.9027431421446384,0.0027247956403269754,0.006594259291887283,0.02240896411240101,107,16,0.8492063492063492,0.004130098089829634,0,False
all_mean,low,4,2,0.95,349,28,0.7166324435318275,0.5831622176591376,0.3613963039014374,0.9257294429708223,0.001956263536645008,0.006594259291887283,0.02240896411240101,94,5,0.746031746031746,0.0012906556530717604,0,False
all_mean,low,4,2,0.96,338,25,0.6940451745379876,0.5708418891170431,0.3613963039014374,0.931129476584022,0.0017466638720044715,0.006594259291887283,0.02240896411240101,83,2,0.6587301587301587,0.0005162622612287042,0,False
all_mean,low,4,2,0.975,328,23,0.6735112936344969,0.5605749486652978,0.3593429158110883,0.9344729344729344,0.0016069307622441137,0.006594259291887283,0.02240896411240101,73,0,0.5793650793650794,0.0,0,False
all_mean,low,4,2,0.98,315,23,0.6468172484599589,0.5420944558521561,0.3593429158110883,0.9319526627218935,0.0016069307622441137,0.006594259291887283,0.02240896411240101,60,0,0.47619047619047616,0.0,0,False
all_mean,low,4,2,0.99,284,23,0.5831622176591376,0.5154004106776181,0.35728952772073924,0.9250814332247557,0.0016069307622441137,0.006594259291887283,0.02240896411240101,29,0,0.23015873015873015,0.0,0,False
all_mean,low,4,2,0.995,273,23,0.5605749486652978,0.5071868583162218,0.35728952772073924,0.9222972972972973,0.0016069307622441137,0.006594259291887283,0.02240896411240101,18,0,0.14285714285714285,0.0,0,False
all_mean,low,4,3,0.5,360,115,0.7392197125256673,0.6098562628336756,0.3757700205338809,0.7578947368421053,0.008034653811220569,0.023748064413666725,0.12054794281721115,105,92,0.8333333333333334,0.023748064016520392,0,False
all_mean,low,4,3,0.55,360,85,0.7392197125256673,0.6078028747433265,0.3737166324435318,0.8089887640449438,0.005938657164815203,0.016004130244255066,0.08493150770664215,105,62,0.8333333333333334,0.01600413009808983,0,False
all_mean,low,4,3,0.6,359,73,0.7371663244353183,0.6036960985626283,0.36960985626283366,0.8310185185185185,0.005100258506253057,0.012906556949019432,0.057534247636795044,104,50,0.8253968253968254,0.012906556530717605,0,False
all_mean,low,4,3,0.65,359,55,0.7371663244353183,0.6036960985626283,0.3675564681724846,0.8671497584541062,0.003842660518409837,0.008260196074843407,0.03287671133875847,104,32,0.8253968253968254,0.008260196179659268,0,False
all_mean,low,4,3,0.7,357,44,0.7330595482546202,0.6036960985626283,0.3655030800821355,0.8902743142144638,0.00307412841472787,0.006594259291887283,0.02666666731238365,102,21,0.8095238095238095,0.0054207537429013936,0,False
all_mean,low,4,3,0.725,357,40,0.7330595482546202,0.6036960985626283,0.36344969199178645,0.8992443324937027,0.0027946621952071545,0.006594259291887283,0.02240896411240101,102,17,0.8095238095238095,0.0043882292204439855,0,False
all_mean,low,4,3,0.75,357,38,0.7330595482546202,0.6036960985626283,0.3613963039014374,0.9037974683544304,0.0026549290854467967,0.006594259291887283,0.02240896411240101,102,15,0.8095238095238095,0.0038719669592152815,0,False
all_mean,low,4,3,0.775,357,36,0.7330595482546202,0.6036960985626283,0.3613963039014374,0.9083969465648855,0.0025151959756864388,0.006594259291887283,0.02240896411240101,102,13,0.8095238095238095,0.003355704697986577,0,False
all_mean,low,4,3,0.8,357,33,0.7330595482546202,0.6036960985626283,0.3593429158110883,0.9153846153846154,0.002305596311045902,0.006594259291887283,0.02240896411240101,102,10,0.8095238095238095,0.002581311306143521,0,False
all_mean,low,4,3,0.825,357,30,0.7330595482546202,0.5995893223819302,0.3593429158110883,0.9224806201550387,0.0020959966464053656,0.006594259291887283,0.02240896411240101,102,7,0.8095238095238095,0.0018069179143004647,0,False
all_mean,low,4,3,0.85,356,29,0.731006160164271,0.5995893223819302,0.3593429158110883,0.9246753246753247,0.002026130091525187,0.006594259291887283,0.02240896411240101,101,6,0.8015873015873016,0.0015487867836861124,0,False
all_mean,low,4,3,0.875,355,25,0.728952772073922,0.5975359342915811,0.3593429158110883,0.9342105263157895,0.0017466638720044715,0.006594259291887283,0.02240896411240101,100,2,0.7936507936507936,0.0005162622612287042,0,False
all_mean,low,4,3,0.9,353,25,0.7248459958932238,0.5954825462012321,0.3593429158110883,0.9338624338624338,0.0017466638720044715,0.006594259291887283,0.02240896411240101,98,2,0.7777777777777778,0.0005162622612287042,0,False
all_mean,low,4,3,0.925,353,23,0.7248459958932238,0.5893223819301848,0.35728952772073924,0.9388297872340425,0.0016069307622441137,0.006594259291887283,0.02240896411240101,98,0,0.7777777777777778,0.0,0,False
all_mean,low,4,3,0.95,335,23,0.6878850102669405,0.5462012320328542,0.35728952772073924,0.9357541899441341,0.0016069307622441137,0.006594259291887283,0.02240896411240101,80,0,0.6349206349206349,0.0,0,False
all_mean,low,4,3,0.96,328,23,0.6735112936344969,0.5462012320328542,0.35728952772073924,0.9344729344729344,0.0016069307622441137,0.006594259291887283,0.02240896411240101,73,0,0.5793650793650794,0.0,0,False
all_mean,low,4,3,0.975,321,23,0.6591375770020534,0.5420944558521561,0.35728952772073924,0.9331395348837209,0.0016069307622441137,0.006594259291887283,0.02240896411240101,66,0,0.5238095238095238,0.0,0,False
all_mean,low,4,3,0.98,309,23,0.6344969199178645,0.5359342915811088,0.35728952772073924,0.9307228915662651,0.0016069307622441137,0.006594259291887283,0.02240896411240101,54,0,0.42857142857142855,0.0,0,False
all_mean,low,4,3,0.99,274,23,0.5626283367556468,0.5071868583162218,0.35728952772073924,0.9225589225589226,0.0016069307622441137,0.006594259291887283,0.02240896411240101,19,0,0.15079365079365079,0.0,0,False
all_mean,low,4,3,0.995,269,23,0.5523613963039015,0.4989733059548255,0.35728952772073924,0.9212328767123288,0.0016069307622441137,0.006594259291887283,0.02240896411240101,14,0,0.1111111111111111,0.0,0,False
all_mean,low,4,4,0.5,354,28,0.7268993839835729,0.5872689938398358,0.3593429158110883,0.9267015706806283,0.001956263536645008,0.006594259291887283,0.02240896411240101,99,5,0.7857142857142857,0.0012906556530717604,0,False
all_mean,low,4,4,0.55,354,27,0.7268993839835729,0.5852156057494866,0.3593429158110883,0.9291338582677166,0.0018863969817648292,0.006594259291887283,0.02240896411240101,99,4,0.7857142857142857,0.0010325245224574084,0,False
all_mean,low,4,4,0.6,353,27,0.7248459958932238,0.5831622176591376,0.3593429158110883,0.9289473684210526,0.0018863969817648292,0.006594259291887283,0.02240896411240101,98,4,0.7777777777777778,0.0010325245224574084,0,False
all_mean,low,4,4,0.65,353,26,0.7248459958932238,0.5831622176591376,0.3593429158110883,0.9313984168865436,0.0018165304268846503,0.006594259291887283,0.02240896411240101,98,3,0.7777777777777778,0.0007743933918430562,0,False
all_mean,low,4,4,0.7,352,25,0.7227926078028748,0.5811088295687885,0.3593429158110883,0.9336870026525199,0.0017466638720044715,0.006594259291887283,0.02240896411240101,97,2,0.7698412698412699,0.0005162622612287042,0,False
all_mean,low,4,4,0.725,352,24,0.7227926078028748,0.5811088295687885,0.3593429158110883,0.9361702127659575,0.0016767973171242926,0.006594259291887283,0.02240896411240101,97,1,0.7698412698412699,0.0002581311306143521,0,False
all_mean,low,4,4,0.75,352,24,0.7227926078028748,0.5811088295687885,0.3593429158110883,0.9361702127659575,0.0016767973171242926,0.006594259291887283,0.02240896411240101,97,1,0.7698412698412699,0.0002581311306143521,0,False
all_mean,low,4,4,0.775,352,24,0.7227926078028748,0.5790554414784395,0.3593429158110883,0.9361702127659575,0.0016767973171242926,0.006594259291887283,0.02240896411240101,97,1,0.7698412698412699,0.0002581311306143521,0,False
all_mean,low,4,4,0.8,351,24,0.7207392197125256,0.5770020533880903,0.3593429158110883,0.936,0.0016767973171242926,0.006594259291887283,0.02240896411240101,96,1,0.7619047619047619,0.0002581311306143521,0,False
all_mean,low,4,4,0.825,351,24,0.7207392197125256,0.5770020533880903,0.3593429158110883,0.936,0.0016767973171242926,0.006594259291887283,0.02240896411240101,96,1,0.7619047619047619,0.0002581311306143521,0,False
all_mean,low,4,4,0.85,349,24,0.7166324435318275,0.5770020533880903,0.3593429158110883,0.935656836461126,0.0016767973171242926,0.006594259291887283,0.02240896411240101,94,1,0.746031746031746,0.0002581311306143521,0,False
all_mean,low,4,4,0.875,348,23,0.7145790554414785,0.5708418891170431,0.3593429158110883,0.9380053908355795,0.0016069307622441137,0.006594259291887283,0.02240896411240101,93,0,0.7380952380952381,0.0,0,False
all_mean,low,4,4,0.9,346,23,0.7104722792607803,0.5687885010266941,0.3593429158110883,0.9376693766937669,0.0016069307622441137,0.006594259291887283,0.02240896411240101,91,0,0.7222222222222222,0.0,0,False
all_mean,low,4,4,0.925,344,23,0.7063655030800822,0.5646817248459959,0.35728952772073924,0.9373297002724795,0.0016069307622441137,0.006594259291887283,0.02240896411240101,89,0,0.7063492063492064,0.0,0,False
all_mean,low,4,4,0.95,323,23,0.6632443531827515,0.5359342915811088,0.35728952772073924,0.9335260115606936,0.0016069307622441137,0.006594259291887283,0.02240896411240101,68,0,0.5396825396825397,0.0,0,False
all_mean,low,4,4,0.96,314,23,0.6447638603696099,0.5359342915811088,0.35728952772073924,0.9317507418397626,0.0016069307622441137,0.006594259291887283,0.02240896411240101,59,0,0.46825396825396826,0.0,0,False
all_mean,low,4,4,0.975,307,23,0.6303901437371663,0.5338809034907598,0.35728952772073924,0.9303030303030303,0.0016069307622441137,0.006594259291887283,0.02240896411240101,52,0,0.4126984126984127,0.0,0,False
all_mean,low,4,4,0.98,292,23,0.5995893223819302,0.5297741273100616,0.35728952772073924,0.926984126984127,0.0016069307622441137,0.006594259291887283,0.02240896411240101,37,0,0.29365079365079366,0.0,0,False
all_mean,low,4,4,0.99,270,23,0.5544147843942505,0.4948665297741273,0.35728952772073924,0.9215017064846417,0.0016069307622441137,0.006594259291887283,0.02240896411240101,15,0,0.11904761904761904,0.0,0,False
all_mean,low,4,4,0.995,266,23,0.5462012320328542,0.4948665297741273,0.35728952772073924,0.9204152249134948,0.0016069307622441137,0.006594259291887283,0.02240896411240101,11,0,0.0873015873015873,0.0,0,False
all_mean,low,4,6,0.5,322,23,0.6611909650924025,0.5112936344969199,0.3593429158110883,0.9333333333333333,0.0016069307622441137,0.006594259291887283,0.02240896411240101,67,0,0.5317460317460317,0.0,0,False
all_mean,low,4,6,0.55,321,23,0.6591375770020534,0.5092402464065708,0.3593429158110883,0.9331395348837209,0.0016069307622441137,0.006594259291887283,0.02240896411240101,66,0,0.5238095238095238,0.0,0,False
all_mean,low,4,6,0.6,321,23,0.6591375770020534,0.5092402464065708,0.3593429158110883,0.9331395348837209,0.0016069307622441137,0.006594259291887283,0.02240896411240101,66,0,0.5238095238095238,0.0,0,False
all_mean,low,4,6,0.65,321,23,0.6591375770020534,0.5092402464065708,0.3593429158110883,0.9331395348837209,0.0016069307622441137,0.006594259291887283,0.02240896411240101,66,0,0.5238095238095238,0.0,0,False
all_mean,low,4,6,0.7,320,23,0.6570841889117043,0.5071868583162218,0.3593429158110883,0.9329446064139941,0.0016069307622441137,0.006594259291887283,0.02240896411240101,65,0,0.5158730158730159,0.0,0,False
all_mean,low,4,6,0.725,320,23,0.6570841889117043,0.5071868583162218,0.3593429158110883,0.9329446064139941,0.0016069307622441137,0.006594259291887283,0.02240896411240101,65,0,0.5158730158730159,0.0,0,False
all_mean,low,4,6,0.75,320,23,0.6570841889117043,0.5071868583162218,0.3593429158110883,0.9329446064139941,0.0016069307622441137,0.006594259291887283,0.02240896411240101,65,0,0.5158730158730159,0.0,0,False
all_mean,low,4,6,0.775,320,23,0.6570841889117043,0.5071868583162218,0.3593429158110883,0.9329446064139941,0.0016069307622441137,0.006594259291887283,0.02240896411240101,65,0,0.5158730158730159,0.0,0,False
all_mean,low,4,6,0.8,320,23,0.6570841889117043,0.5071868583162218,0.3593429158110883,0.9329446064139941,0.0016069307622441137,0.006594259291887283,0.02240896411240101,65,0,0.5158730158730159,0.0,0,False
all_mean,low,4,6,0.825,319,23,0.6550308008213552,0.5051334702258727,0.3593429158110883,0.9327485380116959,0.0016069307622441137,0.006594259291887283,0.02240896411240101,64,0,0.5079365079365079,0.0,0,False
all_mean,low,4,6,0.85,319,23,0.6550308008213552,0.5051334702258727,0.3593429158110883,0.9327485380116959,0.0016069307622441137,0.006594259291887283,0.02240896411240101,64,0,0.5079365079365079,0.0,0,False
all_mean,low,4,6,0.875,319,23,0.6550308008213552,0.5051334702258727,0.3593429158110883,0.9327485380116959,0.0016069307622441137,0.006594259291887283,0.02240896411240101,64,0,0.5079365079365079,0.0,0,False
all_mean,low,4,6,0.9,319,23,0.6550308008213552,0.5030800821355236,0.3593429158110883,0.9327485380116959,0.0016069307622441137,0.006594259291887283,0.02240896411240101,64,0,0.5079365079365079,0.0,0,False
all_mean,low,4,6,0.925,318,23,0.6529774127310062,0.4989733059548255,0.35728952772073924,0.9325513196480938,0.0016069307622441137,0.006594259291887283,0.02240896411240101,63,0,0.5,0.0,0,False
all_mean,low,4,6,0.95,295,23,0.6057494866529775,0.4989733059548255,0.35728952772073924,0.9276729559748428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,40,0,0.31746031746031744,0.0,0,False
all_mean,low,4,6,0.96,289,23,0.5934291581108829,0.4989733059548255,0.35728952772073924,0.9262820512820513,0.0016069307622441137,0.006594259291887283,0.02240896411240101,34,0,0.2698412698412698,0.0,0,False
all_mean,low,4,6,0.975,285,23,0.5852156057494866,0.49691991786447637,0.35728952772073924,0.9253246753246753,0.0016069307622441137,0.006594259291887283,0.02240896411240101,30,0,0.23809523809523808,0.0,0,False
all_mean,low,4,6,0.98,277,23,0.5687885010266941,0.49691991786447637,0.35728952772073924,0.9233333333333333,0.0016069307622441137,0.006594259291887283,0.02240896411240101,22,0,0.1746031746031746,0.0,0,False
all_mean,low,4,6,0.99,264,23,0.5420944558521561,0.4948665297741273,0.35728952772073924,0.9198606271777003,0.0016069307622441137,0.006594259291887283,0.02240896411240101,9,0,0.07142857142857142,0.0,0,False
all_mean,low,4,6,0.995,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,8,0.5,296,23,0.6078028747433265,0.4948665297741273,0.35728952772073924,0.9278996865203761,0.0016069307622441137,0.006594259291887283,0.02240896411240101,41,0,0.3253968253968254,0.0,0,False
all_mean,low,4,8,0.55,295,23,0.6057494866529775,0.4948665297741273,0.35728952772073924,0.9276729559748428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,40,0,0.31746031746031744,0.0,0,False
all_mean,low,4,8,0.6,295,23,0.6057494866529775,0.4948665297741273,0.35728952772073924,0.9276729559748428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,40,0,0.31746031746031744,0.0,0,False
all_mean,low,4,8,0.65,295,23,0.6057494866529775,0.4948665297741273,0.35728952772073924,0.9276729559748428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,40,0,0.31746031746031744,0.0,0,False
all_mean,low,4,8,0.7,294,23,0.6036960985626283,0.4948665297741273,0.35728952772073924,0.9274447949526814,0.0016069307622441137,0.006594259291887283,0.02240896411240101,39,0,0.30952380952380953,0.0,0,False
all_mean,low,4,8,0.725,294,23,0.6036960985626283,0.4948665297741273,0.35728952772073924,0.9274447949526814,0.0016069307622441137,0.006594259291887283,0.02240896411240101,39,0,0.30952380952380953,0.0,0,False
all_mean,low,4,8,0.75,294,23,0.6036960985626283,0.4948665297741273,0.35728952772073924,0.9274447949526814,0.0016069307622441137,0.006594259291887283,0.02240896411240101,39,0,0.30952380952380953,0.0,0,False
all_mean,low,4,8,0.775,293,23,0.6016427104722792,0.4948665297741273,0.35728952772073924,0.9272151898734177,0.0016069307622441137,0.006594259291887283,0.02240896411240101,38,0,0.30158730158730157,0.0,0,False
all_mean,low,4,8,0.8,293,23,0.6016427104722792,0.4948665297741273,0.35728952772073924,0.9272151898734177,0.0016069307622441137,0.006594259291887283,0.02240896411240101,38,0,0.30158730158730157,0.0,0,False
all_mean,low,4,8,0.825,292,23,0.5995893223819302,0.4948665297741273,0.35728952772073924,0.926984126984127,0.0016069307622441137,0.006594259291887283,0.02240896411240101,37,0,0.29365079365079366,0.0,0,False
all_mean,low,4,8,0.85,292,23,0.5995893223819302,0.4948665297741273,0.35728952772073924,0.926984126984127,0.0016069307622441137,0.006594259291887283,0.02240896411240101,37,0,0.29365079365079366,0.0,0,False
all_mean,low,4,8,0.875,291,23,0.5975359342915811,0.4948665297741273,0.35728952772073924,0.9267515923566879,0.0016069307622441137,0.006594259291887283,0.02240896411240101,36,0,0.2857142857142857,0.0,0,False
all_mean,low,4,8,0.9,291,23,0.5975359342915811,0.4948665297741273,0.35728952772073924,0.9267515923566879,0.0016069307622441137,0.006594259291887283,0.02240896411240101,36,0,0.2857142857142857,0.0,0,False
all_mean,low,4,8,0.925,290,23,0.5954825462012321,0.4948665297741273,0.35728952772073924,0.9265175718849841,0.0016069307622441137,0.006594259291887283,0.02240896411240101,35,0,0.2777777777777778,0.0,0,False
all_mean,low,4,8,0.95,276,23,0.5667351129363449,0.4948665297741273,0.35728952772073924,0.9230769230769231,0.0016069307622441137,0.006594259291887283,0.02240896411240101,21,0,0.16666666666666666,0.0,0,False
all_mean,low,4,8,0.96,276,23,0.5667351129363449,0.4948665297741273,0.35728952772073924,0.9230769230769231,0.0016069307622441137,0.006594259291887283,0.02240896411240101,21,0,0.16666666666666666,0.0,0,False
all_mean,low,4,8,0.975,274,23,0.5626283367556468,0.4948665297741273,0.35728952772073924,0.9225589225589226,0.0016069307622441137,0.006594259291887283,0.02240896411240101,19,0,0.15079365079365079,0.0,0,False
all_mean,low,4,8,0.98,272,23,0.5585215605749486,0.4948665297741273,0.35728952772073924,0.9220338983050848,0.0016069307622441137,0.006594259291887283,0.02240896411240101,17,0,0.1349206349206349,0.0,0,False
all_mean,low,4,8,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,8,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,10,0.5,262,23,0.5379876796714579,0.4948665297741273,0.35728952772073924,0.9192982456140351,0.0016069307622441137,0.006594259291887283,0.02240896411240101,7,0,0.05555555555555555,0.0,0,False
all_mean,low,4,10,0.55,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,10,0.6,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,10,0.65,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,10,0.7,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,10,0.725,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,10,0.75,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,10,0.775,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,10,0.8,261,23,0.5359342915811088,0.4948665297741273,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,0,False
all_mean,low,4,10,0.825,260,23,0.5338809034907598,0.4948665297741273,0.35728952772073924,0.9187279151943463,0.0016069307622441137,0.006594259291887283,0.02240896411240101,5,0,0.03968253968253968,0.0,0,False
all_mean,low,4,10,0.85,260,23,0.5338809034907598,0.4948665297741273,0.35728952772073924,0.9187279151943463,0.0016069307622441137,0.006594259291887283,0.02240896411240101,5,0,0.03968253968253968,0.0,0,False
all_mean,low,4,10,0.875,260,23,0.5338809034907598,0.4948665297741273,0.35728952772073924,0.9187279151943463,0.0016069307622441137,0.006594259291887283,0.02240896411240101,5,0,0.03968253968253968,0.0,0,False
all_mean,low,4,10,0.9,259,23,0.5318275154004107,0.4948665297741273,0.35728952772073924,0.9184397163120568,0.0016069307622441137,0.006594259291887283,0.02240896411240101,4,0,0.031746031746031744,0.0,0,False
all_mean,low,4,10,0.925,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,0,False
all_mean,low,4,10,0.95,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,0,False
all_mean,low,4,10,0.96,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,0,False
all_mean,low,4,10,0.975,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
all_mean,low,4,10,0.98,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
all_mean,low,4,10,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,10,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.5,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.55,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.6,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.65,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.7,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.725,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.75,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.775,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.8,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.825,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.85,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.875,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.9,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.925,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.95,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.96,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
all_mean,low,4,12,0.975,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
