task,branch,target,denoise,scene_macro_spearman
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,0,0.16277276931383017
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,1,0.16346338047837367
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,2,0.1612008991878937
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,3,0.15988299051395372
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,4,0.16503094815225666
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,5,0.16616286797028507
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,6,0.17148269627540413
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,7,0.17913830121491411
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,8,0.19319720866744947
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_sim,9,0.18830072320531202
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,0,0.4252940848905751
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,1,0.4228587126375063
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,2,0.4045469604036732
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,3,0.4032377672683215
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,4,0.3800405745814083
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,5,0.3681991263317933
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,6,0.3745613711595084
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,7,0.35264503688799465
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,8,0.31802605097840214
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,action,9,0.2106384211918628
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,0,0.5026106295642869
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,1,0.4985375166443431
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,2,0.4897613565065859
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,3,0.47976215676266787
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,4,0.4668338169289441
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,5,0.45245290781836667
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,6,0.4247629533309338
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,7,0.37169555701756973
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,8,0.33040379373012263
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,action,9,0.32319588351221695
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,0,0.5019877389950652
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,1,0.5021920808821649
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,2,0.4976508365933627
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,3,0.49444876738436483
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,4,0.4904062203130808
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,5,0.4886471812300981
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,6,0.4969484920274334
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,7,0.5057314438930749
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,8,0.5108895614645841
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,action,9,0.48221725268522175
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,0,0.19129763920768011
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,1,0.199215048354644
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,2,0.19458495228457745
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,3,0.18985591211000116
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,4,0.17693075609079698
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,5,0.1567482055087121
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,6,0.1752484973378885
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,7,0.15980348734636557
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,8,0.1419188087960805
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_proprio,9,0.03946205950266604
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,0,0.3038338842930506
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,1,0.30672793481318017
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,2,0.30514388260157227
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,3,0.304553856619679
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,4,0.2972489322543275
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,5,0.28725575594328434
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,6,0.26376961057645976
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,7,0.2144730983653632
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,8,0.15644802957530127
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_proprio,9,0.11424308927858451
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,0,0.30777528071655735
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,1,0.3090855986358031
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,2,0.30384277807608107
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,3,0.3015304989762623
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,4,0.29613403785371073
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,5,0.28579805445576684
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,6,0.2834052764780275
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,7,0.27442230976278004
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,8,0.25701194581959
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_proprio,9,0.2142323085630105
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,0,0.19858197941313568
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,1,0.21621113533596495
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,2,0.20782025363323636
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,3,0.21147600411855294
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,4,0.22050411584856153
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,5,0.2192526554734074
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,6,0.228963535612502
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,7,0.1720645291593156
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,8,0.1688427301344725
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,next_sim,9,0.12404500315677053
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,0,0.3056920887495058
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,1,0.30862116737571077
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,2,0.30803803146346304
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,3,0.30588378142756834
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,4,0.30071094947003624
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,5,0.29127744841482917
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,6,0.27198365535343044
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,7,0.21636825473859775
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,8,0.18325239191748732
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,next_sim,9,0.1686410987921665
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,0,0.34141480112345624
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,1,0.34089380491158094
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,2,0.3362242737952642
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,3,0.3323859641229587
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,4,0.32955962805179073
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,5,0.32171139618748656
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,6,0.322910176110426
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,7,0.31817186107849443
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,8,0.30619012216013575
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,next_sim,9,0.27590398820095546
