method,calibration,alpha,scope,query,tp,fp,failures,successes,active_failure,active_success,recall,fpr
recovery_confirm3,episode,0.02,libero_long,18,40,81,274,3726,274,3475,0.145985401459854,0.021739130434782608
recovery_confirm3,episode,0.02,libero_long,19,41,88,274,3726,274,3421,0.14963503649635038,0.023617820719269995
recovery_confirm3,episode,0.02,libero_long,20,45,106,274,3726,274,3380,0.16423357664233576,0.02844873859366613
recovery_confirm3,episode,0.02,libero_long,21,48,113,274,3726,274,3183,0.17518248175182483,0.030327428878153515
recovery_confirm3,episode,0.02,libero_long,22,49,130,274,3726,274,2761,0.17883211678832117,0.03488996242619431
recovery_confirm3,episode,0.02,libero_long,23,49,144,274,3726,274,2316,0.17883211678832117,0.03864734299516908
recovery_confirm3,episode,0.02,libero_long,24,52,147,274,3726,274,1743,0.1897810218978102,0.039452495974235106
recovery_confirm3,episode,0.02,libero_long,25,55,154,274,3726,274,1114,0.20072992700729927,0.041331186258722494
recovery_confirm3,episode,0.02,libero_long,26,58,158,274,3726,274,705,0.2116788321167883,0.042404723564143855
recovery_confirm3,episode,0.02,libero_long,27,63,159,274,3726,274,497,0.22992700729927007,0.0426731078904992
recovery_confirm3,episode,0.02,libero_long,28,69,162,274,3726,274,388,0.2518248175182482,0.043478260869565216
recovery_confirm3,episode,0.02,libero_long,29,72,163,274,3726,274,354,0.26277372262773724,0.04374664519592056
recovery_confirm3,episode,0.02,libero_long,30,78,164,274,3726,274,333,0.2846715328467153,0.0440150295222759
recovery_confirm3,episode,0.02,libero_long,31,89,167,274,3726,274,313,0.3248175182481752,0.04482018250134192
recovery_confirm3,episode,0.02,libero_long,32,110,170,274,3726,274,295,0.40145985401459855,0.045625335480407946
recovery_confirm3,episode,0.02,libero_long,33,136,173,274,3726,274,287,0.49635036496350365,0.046430488459473965
recovery_confirm3,episode,0.02,libero_long,34,164,177,274,3726,274,284,0.5985401459854015,0.04750402576489533
recovery_confirm3,episode,0.02,libero_long,35,184,183,274,3726,274,278,0.6715328467153284,0.04911433172302738
recovery_confirm3,episode,0.02,libero_long,36,193,188,274,3726,274,270,0.7043795620437956,0.05045625335480408
recovery_confirm3,episode,0.02,libero_long,37,199,197,274,3726,274,245,0.7262773722627737,0.052871712292002146
recovery_confirm3,episode,0.02,libero_long,38,202,199,274,3726,274,185,0.7372262773722628,0.05340848094471283
recovery_confirm3,episode,0.02,libero_long,39,204,200,274,3726,274,110,0.7445255474452555,0.05367686527106817
recovery_confirm3,episode,0.02,libero_long,40,207,201,274,3726,274,60,0.7554744525547445,0.05394524959742351
recovery_confirm3,episode,0.02,libero_long,41,211,201,274,3726,274,37,0.7700729927007299,0.05394524959742351
recovery_confirm3,episode,0.02,libero_long,42,211,201,274,3726,274,28,0.7700729927007299,0.05394524959742351
recovery_confirm3,episode,0.02,libero_long,43,211,201,274,3726,274,23,0.7700729927007299,0.05394524959742351
recovery_confirm3,episode,0.02,libero_long,44,212,202,274,3726,274,14,0.7737226277372263,0.05421363392377885
recovery_confirm3,episode,0.02,libero_long,45,214,202,274,3726,274,11,0.781021897810219,0.05421363392377885
recovery_confirm3,episode,0.02,libero_long,46,217,202,274,3726,274,8,0.791970802919708,0.05421363392377885
recovery_confirm3,episode,0.02,libero_long,47,221,202,274,3726,274,5,0.8065693430656934,0.05421363392377885
recovery_confirm3,episode,0.02,libero_long,48,223,202,274,3726,274,2,0.8138686131386861,0.05421363392377885
recovery_confirm3,episode,0.02,libero_long,49,224,202,274,3726,274,2,0.8175182481751825,0.05421363392377885
recovery_confirm3,episode,0.02,libero_long,50,228,202,274,3726,274,2,0.8321167883211679,0.05421363392377885
recovery_confirm3,episode,0.02,libero_long,51,231,202,274,3726,274,0,0.843065693430657,0.05421363392377885
recovery_confirm3,episode,0.02,libero_object,0,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,1,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,2,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,3,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,4,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,5,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,6,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,7,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,8,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,9,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,10,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,episode,0.02,libero_object,11,1,1,44,3956,44,3932,0.022727272727272728,0.0002527805864509606
recovery_confirm3,episode,0.02,libero_object,12,1,1,44,3956,44,3355,0.022727272727272728,0.0002527805864509606
recovery_confirm3,episode,0.02,libero_object,13,1,1,44,3956,44,2091,0.022727272727272728,0.0002527805864509606
recovery_confirm3,episode,0.02,libero_object,14,2,1,44,3956,44,1298,0.045454545454545456,0.0002527805864509606
recovery_confirm3,episode,0.02,libero_object,15,2,2,44,3956,44,470,0.045454545454545456,0.0005055611729019212
recovery_confirm3,episode,0.02,libero_object,16,7,2,44,3956,44,195,0.1590909090909091,0.0005055611729019212
recovery_confirm3,episode,0.02,libero_object,17,14,2,44,3956,44,90,0.3181818181818182,0.0005055611729019212
recovery_confirm3,episode,0.02,libero_object,18,17,2,44,3956,44,38,0.38636363636363635,0.0005055611729019212
recovery_confirm3,episode,0.02,libero_object,19,20,2,44,3956,44,23,0.45454545454545453,0.0005055611729019212
recovery_confirm3,episode,0.02,libero_object,20,25,2,44,3956,44,16,0.5681818181818182,0.0005055611729019212
recovery_confirm3,episode,0.02,libero_object,21,28,4,44,3956,44,9,0.6363636363636364,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,22,30,4,44,3956,44,6,0.6818181818181818,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,23,34,4,44,3956,44,4,0.7727272727272727,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,24,35,4,44,3956,44,2,0.7954545454545454,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,25,36,4,44,3956,44,2,0.8181818181818182,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,26,36,4,44,3956,44,1,0.8181818181818182,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,27,38,4,44,3956,44,1,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,28,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,29,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,30,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,31,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,32,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,33,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,34,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,35,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,36,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,37,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,38,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,39,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,40,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,41,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,42,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,43,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,44,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,45,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,46,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,47,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,48,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,49,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,50,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_object,51,38,4,44,3956,0,0,0.8636363636363636,0.0010111223458038423
recovery_confirm3,episode,0.02,libero_spatial,0,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,1,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,2,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,3,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,4,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,5,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,6,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,7,0,0,140,3860,140,3846,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,8,0,0,140,3860,140,3537,0.0,0.0
recovery_confirm3,episode,0.02,libero_spatial,9,5,5,140,3860,140,2835,0.03571428571428571,0.0012953367875647669
recovery_confirm3,episode,0.02,libero_spatial,10,6,8,140,3860,140,1930,0.04285714285714286,0.002072538860103627
recovery_confirm3,episode,0.02,libero_spatial,11,7,17,140,3860,140,1360,0.05,0.004404145077720207
recovery_confirm3,episode,0.02,libero_spatial,12,13,18,140,3860,140,624,0.09285714285714286,0.00466321243523316
recovery_confirm3,episode,0.02,libero_spatial,13,23,18,140,3860,140,189,0.16428571428571428,0.00466321243523316
recovery_confirm3,episode,0.02,libero_spatial,14,30,18,140,3860,140,24,0.21428571428571427,0.00466321243523316
recovery_confirm3,episode,0.02,libero_spatial,15,39,18,140,3860,140,7,0.2785714285714286,0.00466321243523316
recovery_confirm3,episode,0.02,libero_spatial,16,53,19,140,3860,140,6,0.37857142857142856,0.004922279792746114
recovery_confirm3,episode,0.02,libero_spatial,17,66,19,140,3860,140,5,0.4714285714285714,0.004922279792746114
recovery_confirm3,episode,0.02,libero_spatial,18,79,19,140,3860,140,5,0.5642857142857143,0.004922279792746114
recovery_confirm3,episode,0.02,libero_spatial,19,86,20,140,3860,140,3,0.6142857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,20,91,20,140,3860,140,2,0.65,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,21,93,20,140,3860,140,2,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,22,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,23,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,24,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,25,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,26,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,27,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,28,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,29,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,30,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,31,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,32,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,33,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,34,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,35,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,36,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,37,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,38,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,39,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,40,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,41,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,42,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,43,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,44,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,45,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,46,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,47,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,48,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,49,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,50,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
recovery_confirm3,episode,0.02,libero_spatial,51,93,20,140,3860,0,0,0.6642857142857143,0.0051813471502590676
reference_confirm3,episode,0.02,all,0,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,episode,0.02,all,1,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,episode,0.02,all,2,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,episode,0.02,all,3,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,episode,0.02,all,4,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,episode,0.02,all,5,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,episode,0.02,all,6,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,episode,0.02,all,7,0,0,564,15436,564,15299,0.0,0.0
reference_confirm3,episode,0.02,all,8,0,0,564,15436,564,14292,0.0,0.0
reference_confirm3,episode,0.02,all,9,7,1,564,15436,564,12438,0.012411347517730497,6.47836227001814e-05
reference_confirm3,episode,0.02,all,10,11,1,564,15436,564,11178,0.01950354609929078,6.47836227001814e-05
reference_confirm3,episode,0.02,all,11,25,12,564,15436,564,10571,0.044326241134751775,0.0007774034724021767
reference_confirm3,episode,0.02,all,12,43,29,564,15436,564,8982,0.07624113475177305,0.0018787250583052605
reference_confirm3,episode,0.02,all,13,47,134,564,15436,564,6735,0.08333333333333333,0.008681005441824307
reference_confirm3,episode,0.02,all,14,52,194,564,15436,564,5543,0.09219858156028368,0.012568022803835191
reference_confirm3,episode,0.02,all,15,73,204,564,15436,564,4584,0.12943262411347517,0.013215859030837005
reference_confirm3,episode,0.02,all,16,92,217,564,15436,564,4239,0.16312056737588654,0.014058046125939362
reference_confirm3,episode,0.02,all,17,121,225,564,15436,564,4024,0.21453900709219859,0.014576315107540814
reference_confirm3,episode,0.02,all,18,148,230,564,15436,564,3739,0.2624113475177305,0.01490023322104172
reference_confirm3,episode,0.02,all,19,172,242,564,15436,564,3530,0.3049645390070922,0.015677636693443898
reference_confirm3,episode,0.02,all,20,206,253,564,15436,564,3431,0.36524822695035464,0.01639025654314589
reference_confirm3,episode,0.02,all,21,226,264,564,15436,564,3212,0.40070921985815605,0.01710287639284789
reference_confirm3,episode,0.02,all,22,237,276,564,15436,424,2776,0.42021276595744683,0.017880279865250065
reference_confirm3,episode,0.02,all,23,242,283,564,15436,424,2326,0.42907801418439717,0.018333765224151335
reference_confirm3,episode,0.02,all,24,250,290,564,15436,424,1750,0.4432624113475177,0.018787250583052605
reference_confirm3,episode,0.02,all,25,274,292,564,15436,424,1118,0.4858156028368794,0.01891681782845297
reference_confirm3,episode,0.02,all,26,291,293,564,15436,424,707,0.5159574468085106,0.018981601451153147
reference_confirm3,episode,0.02,all,27,294,294,564,15436,424,499,0.5212765957446809,0.01904638507385333
reference_confirm3,episode,0.02,all,28,297,294,564,15436,380,389,0.526595744680851,0.01904638507385333
reference_confirm3,episode,0.02,all,29,302,294,564,15436,380,355,0.5354609929078015,0.01904638507385333
reference_confirm3,episode,0.02,all,30,315,296,564,15436,274,333,0.5585106382978723,0.019175952319253693
reference_confirm3,episode,0.02,all,31,332,298,564,15436,274,313,0.5886524822695035,0.019305519564654056
reference_confirm3,episode,0.02,all,32,369,301,564,15436,274,295,0.6542553191489362,0.0194998704327546
reference_confirm3,episode,0.02,all,33,394,304,564,15436,274,287,0.6985815602836879,0.019694221300855144
reference_confirm3,episode,0.02,all,34,414,307,564,15436,274,284,0.7340425531914894,0.019888572168955686
reference_confirm3,episode,0.02,all,35,421,309,564,15436,274,278,0.7464539007092199,0.02001813941435605
reference_confirm3,episode,0.02,all,36,431,309,564,15436,274,270,0.7641843971631206,0.02001813941435605
reference_confirm3,episode,0.02,all,37,436,310,564,15436,274,245,0.7730496453900709,0.020082923037056232
reference_confirm3,episode,0.02,all,38,436,311,564,15436,274,185,0.7730496453900709,0.020147706659756414
reference_confirm3,episode,0.02,all,39,437,312,564,15436,274,110,0.774822695035461,0.020212490282456596
reference_confirm3,episode,0.02,all,40,439,312,564,15436,274,60,0.7783687943262412,0.020212490282456596
reference_confirm3,episode,0.02,all,41,443,312,564,15436,274,37,0.7854609929078015,0.020212490282456596
reference_confirm3,episode,0.02,all,42,444,312,564,15436,274,28,0.7872340425531915,0.020212490282456596
reference_confirm3,episode,0.02,all,43,444,312,564,15436,274,23,0.7872340425531915,0.020212490282456596
reference_confirm3,episode,0.02,all,44,446,312,564,15436,274,14,0.7907801418439716,0.020212490282456596
reference_confirm3,episode,0.02,all,45,449,312,564,15436,274,11,0.7960992907801419,0.020212490282456596
reference_confirm3,episode,0.02,all,46,451,312,564,15436,274,8,0.799645390070922,0.020212490282456596
reference_confirm3,episode,0.02,all,47,456,312,564,15436,274,5,0.8085106382978723,0.020212490282456596
reference_confirm3,episode,0.02,all,48,456,312,564,15436,274,2,0.8085106382978723,0.020212490282456596
reference_confirm3,episode,0.02,all,49,461,312,564,15436,274,2,0.8173758865248227,0.020212490282456596
reference_confirm3,episode,0.02,all,50,464,312,564,15436,274,2,0.8226950354609929,0.020212490282456596
reference_confirm3,episode,0.02,all,51,467,312,564,15436,274,0,0.8280141843971631,0.020212490282456596
reference_confirm3,episode,0.02,libero_goal,0,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,1,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,2,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,3,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,4,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,5,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,6,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,7,0,0,106,3894,106,3771,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,8,0,0,106,3894,106,3073,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,9,0,0,106,3894,106,1921,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,10,0,0,106,3894,106,1566,0.0,0.0
reference_confirm3,episode,0.02,libero_goal,11,2,6,106,3894,106,1553,0.018867924528301886,0.0015408320493066256
reference_confirm3,episode,0.02,libero_goal,12,5,8,106,3894,106,1277,0.04716981132075472,0.002054442732408834
reference_confirm3,episode,0.02,libero_goal,13,6,11,106,3894,106,729,0.05660377358490566,0.002824858757062147
reference_confirm3,episode,0.02,libero_goal,14,8,12,106,3894,106,495,0.07547169811320754,0.0030816640986132513
reference_confirm3,episode,0.02,libero_goal,15,18,15,106,3894,106,413,0.16981132075471697,0.003852080123266564
reference_confirm3,episode,0.02,libero_goal,16,26,16,106,3894,106,394,0.24528301886792453,0.004108885464817668
reference_confirm3,episode,0.02,libero_goal,17,33,18,106,3894,106,369,0.3113207547169811,0.004622496147919877
reference_confirm3,episode,0.02,libero_goal,18,40,20,106,3894,106,221,0.37735849056603776,0.005136106831022085
reference_confirm3,episode,0.02,libero_goal,19,40,22,106,3894,106,83,0.37735849056603776,0.005649717514124294
reference_confirm3,episode,0.02,libero_goal,20,45,23,106,3894,106,33,0.42452830188679247,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,21,46,23,106,3894,106,18,0.4339622641509434,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,22,51,23,106,3894,106,9,0.4811320754716981,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,23,52,23,106,3894,106,6,0.49056603773584906,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,24,55,23,106,3894,106,5,0.5188679245283019,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,25,75,23,106,3894,106,2,0.7075471698113207,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,26,89,23,106,3894,106,1,0.839622641509434,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,27,91,23,106,3894,106,1,0.8584905660377359,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,28,94,23,106,3894,106,1,0.8867924528301887,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,29,95,23,106,3894,106,1,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,30,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,31,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,32,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,33,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,34,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,35,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,36,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,37,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,38,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,39,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,40,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,41,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,42,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,43,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,44,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,45,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,46,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,47,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,48,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,49,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,50,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_goal,51,95,23,106,3894,0,0,0.8962264150943396,0.005906522855675398
reference_confirm3,episode,0.02,libero_long,0,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,1,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,2,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,3,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,4,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,5,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,6,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,7,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,8,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,episode,0.02,libero_long,9,7,1,274,3726,274,3726,0.025547445255474453,0.00026838432635534085
reference_confirm3,episode,0.02,libero_long,10,11,1,274,3726,274,3726,0.040145985401459854,0.00026838432635534085
reference_confirm3,episode,0.02,libero_long,11,22,3,274,3726,274,3726,0.08029197080291971,0.0008051529790660225
reference_confirm3,episode,0.02,libero_long,12,35,9,274,3726,274,3726,0.12773722627737227,0.0024154589371980675
reference_confirm3,episode,0.02,libero_long,13,37,14,274,3726,274,3726,0.13503649635036497,0.003757380568974772
reference_confirm3,episode,0.02,libero_long,14,37,14,274,3726,274,3726,0.13503649635036497,0.003757380568974772
reference_confirm3,episode,0.02,libero_long,15,42,18,274,3726,274,3694,0.15328467153284672,0.004830917874396135
reference_confirm3,episode,0.02,libero_long,16,44,24,274,3726,274,3644,0.16058394160583941,0.00644122383252818
reference_confirm3,episode,0.02,libero_long,17,48,29,274,3726,274,3560,0.17518248175182483,0.0077831454643048845
reference_confirm3,episode,0.02,libero_long,18,48,31,274,3726,274,3475,0.17518248175182483,0.008319914117015567
reference_confirm3,episode,0.02,libero_long,19,48,39,274,3726,274,3421,0.17518248175182483,0.010466988727858293
reference_confirm3,episode,0.02,libero_long,20,48,49,274,3726,274,3380,0.17518248175182483,0.013150831991411701
reference_confirm3,episode,0.02,libero_long,21,50,60,274,3726,274,3183,0.18248175182481752,0.01610305958132045
reference_confirm3,episode,0.02,libero_long,22,51,72,274,3726,274,2761,0.18613138686131386,0.01932367149758454
reference_confirm3,episode,0.02,libero_long,23,53,79,274,3726,274,2316,0.19343065693430658,0.021202361782071927
