fold,method,calibration,alpha,threshold,watch_threshold,rank,units,exceedances
4,recent4_confirm2,episode,0.01,3.942812204360962,2.8461015224456787,3053,3082,29
4,recent4_confirm2,episode,0.02,3.7116785049438477,2.8461015224456787,3022,3082,60
4,recent4_confirm2,episode,0.05,3.32120680809021,2.8461015224456787,2929,3082,153
4,clock,episode,0.005,40.0,24.0,3068,3082,8
4,clock,episode,0.01,38.0,24.0,3053,3082,27
4,clock,episode,0.02,31.0,24.0,3022,3082,60
4,clock,episode,0.05,26.0,24.0,2929,3082,102
4,v82_reference,task_init,0.005,7.56687068939209,3.5537514686584473,399,400,1
4,v82_reference,task_init,0.01,5.532052516937256,3.5537514686584473,397,400,3
4,v82_reference,task_init,0.02,5.002337455749512,3.5537514686584473,393,400,7
4,v82_reference,task_init,0.05,4.022923946380615,3.5537514686584473,381,400,19
4,recent4,task_init,0.005,7.56687068939209,3.5537514686584473,399,400,1
4,recent4,task_init,0.01,5.532052516937256,3.5537514686584473,397,400,3
4,recent4,task_init,0.02,5.002337455749512,3.5537514686584473,393,400,7
4,recent4,task_init,0.05,4.022923946380615,3.5537514686584473,381,400,19
4,absolute_gate,task_init,0.005,4.863229751586914,2.834613084793091,399,400,1
4,absolute_gate,task_init,0.01,4.022923946380615,2.834613084793091,397,400,3
4,absolute_gate,task_init,0.02,3.5212152004241943,2.834613084793091,393,400,7
4,absolute_gate,task_init,0.05,3.156298875808716,2.834613084793091,381,400,19
4,recovery,task_init,0.005,4.863229751586914,2.834613084793091,399,400,1
4,recovery,task_init,0.01,4.022923946380615,2.834613084793091,397,400,3
4,recovery,task_init,0.02,3.5212152004241943,2.834613084793091,393,400,7
4,recovery,task_init,0.05,3.156298875808716,2.834613084793091,381,400,19
4,recovery_fixed,task_init,0.005,4.863229751586914,2.608006000518799,399,400,1
4,recovery_fixed,task_init,0.01,3.4438321590423584,2.608006000518799,397,400,3
4,recovery_fixed,task_init,0.02,3.283759593963623,2.608006000518799,393,400,7
4,recovery_fixed,task_init,0.05,2.911576747894287,2.608006000518799,381,400,19
4,recovery_confirm2,task_init,0.005,4.4967122077941895,2.6062583923339844,399,400,1
4,recovery_confirm2,task_init,0.01,3.7759242057800293,2.6062583923339844,397,400,3
4,recovery_confirm2,task_init,0.02,3.340383768081665,2.6062583923339844,393,400,7
4,recovery_confirm2,task_init,0.05,2.9675867557525635,2.6062583923339844,381,400,19
4,recovery_confirm3,task_init,0.005,4.480372905731201,2.4034812450408936,399,400,1
4,recovery_confirm3,task_init,0.01,3.641507148742676,2.4034812450408936,397,400,3
4,recovery_confirm3,task_init,0.02,2.962508201599121,2.4034812450408936,393,400,7
4,recovery_confirm3,task_init,0.05,2.727583885192871,2.4034812450408936,381,400,19
4,reference_confirm3,task_init,0.005,6.669315814971924,2.9578893184661865,399,400,1
4,reference_confirm3,task_init,0.01,4.358901023864746,2.9578893184661865,397,400,3
4,reference_confirm3,task_init,0.02,3.990218162536621,2.9578893184661865,393,400,7
4,reference_confirm3,task_init,0.05,3.427471399307251,2.9578893184661865,381,400,19
4,recent4_confirm2,task_init,0.005,6.773435592651367,3.340383768081665,399,400,1
4,recent4_confirm2,task_init,0.01,5.228555202484131,3.340383768081665,397,400,3
4,recent4_confirm2,task_init,0.02,4.699333667755127,3.340383768081665,393,400,7
4,recent4_confirm2,task_init,0.05,3.745467185974121,3.340383768081665,381,400,19
4,clock,task_init,0.005,47.0,25.0,399,400,1
4,clock,task_init,0.01,42.0,25.0,397,400,3
4,clock,task_init,0.02,39.0,25.0,393,400,7
4,clock,task_init,0.05,28.0,25.0,381,400,15
deploy,v82_reference,episode,0.005,4.878171920776367,3.203841209411621,3063,3077,14
deploy,v82_reference,episode,0.01,4.38645076751709,3.203841209411621,3048,3077,29
deploy,v82_reference,episode,0.02,4.07007360458374,3.203841209411621,3017,3077,60
deploy,v82_reference,episode,0.05,3.613640546798706,3.203841209411621,2925,3077,152
deploy,recent4,episode,0.005,4.878171920776367,3.203841209411621,3063,3077,14
deploy,recent4,episode,0.01,4.38645076751709,3.203841209411621,3048,3077,29
deploy,recent4,episode,0.02,4.07007360458374,3.203841209411621,3017,3077,60
deploy,recent4,episode,0.05,3.613640546798706,3.203841209411621,2925,3077,152
deploy,absolute_gate,episode,0.005,3.8743295669555664,2.4229750633239746,3063,3077,14
deploy,absolute_gate,episode,0.01,3.394268751144409,2.4229750633239746,3048,3077,29
deploy,absolute_gate,episode,0.02,3.1678378582000732,2.4229750633239746,3017,3077,60
deploy,absolute_gate,episode,0.05,2.7940597534179688,2.4229750633239746,2925,3077,152
deploy,recovery,episode,0.005,3.8743295669555664,2.4229750633239746,3063,3077,14
deploy,recovery,episode,0.01,3.394268751144409,2.4229750633239746,3048,3077,29
deploy,recovery,episode,0.02,3.1678378582000732,2.4229750633239746,3017,3077,60
deploy,recovery,episode,0.05,2.7940597534179688,2.4229750633239746,2925,3077,152
deploy,recovery_fixed,episode,0.005,3.551781177520752,2.2190451622009277,3063,3077,14
deploy,recovery_fixed,episode,0.01,3.2066173553466797,2.2190451622009277,3048,3077,29
deploy,recovery_fixed,episode,0.02,3.027308940887451,2.2190451622009277,3017,3077,60
deploy,recovery_fixed,episode,0.05,2.586091995239258,2.2190451622009277,2925,3077,152
deploy,recovery_confirm2,episode,0.005,3.57486891746521,2.1996281147003174,3063,3077,14
deploy,recovery_confirm2,episode,0.01,3.2112696170806885,2.1996281147003174,3048,3077,29
deploy,recovery_confirm2,episode,0.02,2.990041494369507,2.1996281147003174,3017,3077,60
deploy,recovery_confirm2,episode,0.05,2.613250255584717,2.1996281147003174,2925,3077,152
deploy,recovery_confirm3,episode,0.005,3.3978681564331055,2.0228946208953857,3063,3077,14
deploy,recovery_confirm3,episode,0.01,2.985753297805786,2.0228946208953857,3048,3077,29
deploy,recovery_confirm3,episode,0.02,2.786604166030884,2.0228946208953857,3017,3077,60
deploy,recovery_confirm3,episode,0.05,2.4241421222686768,2.0228946208953857,2925,3077,152
deploy,reference_confirm3,episode,0.005,4.32745361328125,2.6725337505340576,3063,3077,14
deploy,reference_confirm3,episode,0.01,3.765516757965088,2.6725337505340576,3048,3077,29
deploy,reference_confirm3,episode,0.02,3.4861462116241455,2.6725337505340576,3017,3077,60
deploy,reference_confirm3,episode,0.05,3.0960769653320312,2.6725337505340576,2925,3077,152
deploy,recent4_confirm2,episode,0.005,4.696979999542236,2.9789822101593018,3063,3077,14
deploy,recent4_confirm2,episode,0.01,4.16470193862915,2.9789822101593018,3048,3077,29
deploy,recent4_confirm2,episode,0.02,3.8428709506988525,2.9789822101593018,3017,3077,60
deploy,recent4_confirm2,episode,0.05,3.3839809894561768,2.9789822101593018,2925,3077,152
deploy,clock,episode,0.005,39.0,24.0,3063,3077,12
deploy,clock,episode,0.01,38.0,24.0,3048,3077,19
deploy,clock,episode,0.02,28.0,24.0,3017,3077,58
deploy,clock,episode,0.05,25.0,24.0,2925,3077,151
deploy,v82_reference,task_init,0.005,8.66150951385498,3.8315365314483643,398,398,0
deploy,v82_reference,task_init,0.01,6.202287197113037,3.8315365314483643,396,398,2
deploy,v82_reference,task_init,0.02,5.181863784790039,3.8315365314483643,392,398,6
deploy,v82_reference,task_init,0.05,4.276208877563477,3.8315365314483643,380,398,18
deploy,recent4,task_init,0.005,8.66150951385498,3.8315365314483643,398,398,0
deploy,recent4,task_init,0.01,6.202287197113037,3.8315365314483643,396,398,2
deploy,recent4,task_init,0.02,5.181863784790039,3.8315365314483643,392,398,6
deploy,recent4,task_init,0.05,4.276208877563477,3.8315365314483643,380,398,18
deploy,absolute_gate,task_init,0.005,5.181863784790039,3.0071678161621094,398,398,0
deploy,absolute_gate,task_init,0.01,4.614800930023193,3.0071678161621094,396,398,2
deploy,absolute_gate,task_init,0.02,4.036352634429932,3.0071678161621094,392,398,6
deploy,absolute_gate,task_init,0.05,3.3062474727630615,3.0071678161621094,380,398,18
deploy,recovery,task_init,0.005,5.181863784790039,3.0071678161621094,398,398,0
deploy,recovery,task_init,0.01,4.614800930023193,3.0071678161621094,396,398,2
deploy,recovery,task_init,0.02,4.036352634429932,3.0071678161621094,392,398,6
deploy,recovery,task_init,0.05,3.3062474727630615,3.0071678161621094,380,398,18
deploy,recovery_fixed,task_init,0.005,4.891293525695801,2.7568418979644775,398,398,0
deploy,recovery_fixed,task_init,0.01,4.5058722496032715,2.7568418979644775,396,398,2
deploy,recovery_fixed,task_init,0.02,3.885028123855591,2.7568418979644775,392,398,6
deploy,recovery_fixed,task_init,0.05,3.08400559425354,2.7568418979644775,380,398,18
deploy,recovery_confirm2,task_init,0.005,4.968734264373779,2.7376339435577393,398,398,0
deploy,recovery_confirm2,task_init,0.01,4.609553337097168,2.7376339435577393,396,398,2
deploy,recovery_confirm2,task_init,0.02,3.6492156982421875,2.7376339435577393,392,398,6
deploy,recovery_confirm2,task_init,0.05,3.158862829208374,2.7376339435577393,380,398,18
deploy,recovery_confirm3,task_init,0.005,4.845749378204346,2.6501917839050293,398,398,0
deploy,recovery_confirm3,task_init,0.01,4.609553337097168,2.6501917839050293,396,398,2
deploy,recovery_confirm3,task_init,0.02,3.617295503616333,2.6501917839050293,392,398,6
deploy,recovery_confirm3,task_init,0.05,2.921020746231079,2.6501917839050293,380,398,18
deploy,reference_confirm3,task_init,0.005,8.167781829833984,3.345762252807617,398,398,0
deploy,reference_confirm3,task_init,0.01,5.2254743576049805,3.345762252807617,396,398,2
deploy,reference_confirm3,task_init,0.02,4.705172538757324,3.345762252807617,392,398,6
deploy,reference_confirm3,task_init,0.05,3.6870341300964355,3.345762252807617,380,398,18
deploy,recent4_confirm2,task_init,0.005,8.298300743103027,3.527906894683838,398,398,0
deploy,recent4_confirm2,task_init,0.01,5.331699371337891,3.527906894683838,396,398,2
deploy,recent4_confirm2,task_init,0.02,4.968734264373779,3.527906894683838,392,398,6
deploy,recent4_confirm2,task_init,0.05,4.142581462860107,3.527906894683838,380,398,18
deploy,clock,task_init,0.005,51.0,26.0,398,398,0
deploy,clock,task_init,0.01,41.0,26.0,396,398,2
deploy,clock,task_init,0.02,39.0,26.0,392,398,5
deploy,clock,task_init,0.05,28.0,26.0,380,398,17
