method,calibration,alpha,scope,gained_tp,lost_tp,added_fp,removed_fp,shared_tp,earlier,later,median_delta_q,recall_delta_lo,recall_delta_hi,fpr_delta_lo,fpr_delta_hi
recovery_fixed,task_init,0.005,libero_goal,18,1,2,0,27,4,19,1.0,0.03224779124717485,0.517910714285714,0.0,0.0012658709271574189
recovery_fixed,task_init,0.005,libero_long,9,25,1,5,89,12,61,1.0,-0.1509467897380209,-0.015817840189873447,-0.0025550239083201795,0.0002578000635787497
recovery_fixed,task_init,0.005,libero_object,1,7,0,1,0,0,0,,-0.2857142857142857,0.0,-0.0007600709399543957,0.0
recovery_fixed,task_init,0.005,libero_spatial,7,15,0,2,0,0,0,,-0.22619264859228363,0.0719480086034265,-0.0012976901116013497,0.0
recovery_confirm2,task_init,0.005,all,50,48,8,8,116,14,88,1.0,-0.06057444150180659,0.0804699721145344,-0.0003910890395901637,0.00039506239713873624
recovery_confirm2,task_init,0.005,libero_goal,23,3,4,0,25,2,20,2.0,0.00619326325848065,0.6601666666666658,0.00025226884329711415,0.002297779630661024
recovery_confirm2,task_init,0.005,libero_long,15,23,4,5,91,12,68,1.0,-0.139546511627907,0.08662905145577725,-0.0011740706595689016,0.0005331982601385429
recovery_confirm2,task_init,0.005,libero_object,1,7,0,1,0,0,0,,-0.2857142857142857,0.0,-0.0007600709399543957,0.0
recovery_confirm2,task_init,0.005,libero_spatial,11,15,0,2,0,0,0,,-0.20225053504547885,0.10909090909090909,-0.0012976901116013497,0.0
recovery_confirm3,task_init,0.005,all,46,51,6,9,113,9,96,2.0,-0.07003046660459415,0.06687289131220622,-0.0007911810554767576,0.00032230162054558095
recovery_confirm3,task_init,0.005,libero_goal,21,4,4,0,24,2,22,2.0,-0.011001642036124795,0.6363636363636364,0.00025226884329711415,0.002297779630661024
recovery_confirm3,task_init,0.005,libero_long,15,25,2,6,89,7,74,2.0,-0.12949973354649613,0.07973759332454969,-0.0031931029568153663,0.0005353606253044269
recovery_confirm3,task_init,0.005,libero_object,1,7,0,1,0,0,0,,-0.2857142857142857,0.0,-0.0007600709399543957,0.0
recovery_confirm3,task_init,0.005,libero_spatial,9,15,0,2,0,0,0,,-0.20993265993265992,0.07916976763416834,-0.0012976901116013497,0.0
reference_confirm3,task_init,0.005,all,15,13,2,3,151,10,122,1.0,-0.022831339962450455,0.029902383003158187,-0.00026198585276395077,0.00013049868507401474
reference_confirm3,task_init,0.005,libero_goal,0,3,0,0,25,0,23,1.0,-0.04959020136066846,0.0,0.0,0.0
reference_confirm3,task_init,0.005,libero_long,14,5,2,2,109,10,85,1.0,-0.01659125547723376,0.13795498084291175,-0.0008088542636794423,0.0007720618420014286
reference_confirm3,task_init,0.005,libero_object,1,1,0,0,6,0,5,1.0,-0.06818181818181818,0.08,0.0,0.0
reference_confirm3,task_init,0.005,libero_spatial,0,4,0,1,11,0,9,1.0,-0.05518199233716475,0.0,-0.0007804472013958217,0.0
recent4_confirm2,task_init,0.005,all,16,7,2,0,157,18,67,0.0,-0.0018110949523277324,0.036585365853658534,0.0,0.00032639312760193365
recent4_confirm2,task_init,0.005,libero_goal,2,1,0,0,27,0,15,1.0,-0.016,0.10526315789473684,0.0,0.0
recent4_confirm2,task_init,0.005,libero_long,12,4,2,0,110,18,45,0.0,-0.006375753996709832,0.10572735191637611,0.0,0.0013747783271352548
recent4_confirm2,task_init,0.005,libero_object,1,1,0,0,6,0,2,0.0,-0.06818181818181818,0.08,0.0,0.0
recent4_confirm2,task_init,0.005,libero_spatial,1,1,0,0,14,0,5,0.0,-0.014927238805970149,0.02631578947368421,0.0,0.0
selected,task_init,0.005,all,10,1,0,0,163,12,16,0.0,0.0045445577534078095,0.03544405879951,0.0,0.0
selected,task_init,0.005,libero_goal,2,0,0,0,28,0,2,0.0,0.0,0.10526315789473684,0.0,0.0
selected,task_init,0.005,libero_long,6,0,0,0,114,12,12,0.0,0.006152439024390244,0.0684931506849315,0.0,0.0
selected,task_init,0.005,libero_object,1,0,0,0,7,0,1,0.0,0.0,0.1,0.0,0.0
selected,task_init,0.005,libero_spatial,1,1,0,0,14,0,1,0.0,-0.014927238805970149,0.02631578947368421,0.0,0.0
recent4,task_init,0.01,all,0,0,0,0,274,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.01,libero_goal,0,0,0,0,48,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.01,libero_long,0,0,0,0,161,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.01,libero_object,0,0,0,0,14,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.01,libero_spatial,0,0,0,0,51,0,0,0.0,0.0,0.0,0.0,0.0
absolute_gate,task_init,0.01,all,67,103,24,16,171,21,116,1.0,-0.15792087835482746,0.03742482428809505,-0.0006351094328948955,0.0017050835751539677
absolute_gate,task_init,0.01,libero_goal,21,7,12,0,41,10,19,0.0,-0.048892156862745104,0.5060401606425702,0.0005107187121485864,0.006677325575630658
absolute_gate,task_init,0.01,libero_long,13,38,12,13,123,9,92,1.0,-0.2716329966329966,-0.03983964638956612,-0.003870967741935484,0.002933263279486289
absolute_gate,task_init,0.01,libero_object,8,12,0,1,2,0,2,2.0,-0.2777777777777778,0.017248941318814236,-0.0007600709399543957,0.0
absolute_gate,task_init,0.01,libero_spatial,25,46,0,2,5,2,3,2.0,-0.38261490683229815,0.19207421383647758,-0.0012976901116013497,0.0
recovery,task_init,0.01,all,67,103,24,16,171,21,116,1.0,-0.15792087835482746,0.03742482428809505,-0.0006351094328948955,0.0017050835751539677
recovery,task_init,0.01,libero_goal,21,7,12,0,41,10,19,0.0,-0.048892156862745104,0.5060401606425702,0.0005107187121485864,0.006677325575630658
recovery,task_init,0.01,libero_long,13,38,12,13,123,9,92,1.0,-0.2716329966329966,-0.03983964638956612,-0.003870967741935484,0.002933263279486289
recovery,task_init,0.01,libero_object,8,12,0,1,2,0,2,2.0,-0.2777777777777778,0.017248941318814236,-0.0007600709399543957,0.0
recovery,task_init,0.01,libero_spatial,25,46,0,2,5,2,3,2.0,-0.38261490683229815,0.19207421383647758,-0.0012976901116013497,0.0
recovery_fixed,task_init,0.01,all,61,87,28,11,187,43,95,1.0,-0.1318446697996537,0.030226480836236896,0.0002572119886907612,0.0020972538987256277
recovery_fixed,task_init,0.01,libero_goal,19,6,13,0,42,13,17,0.0,-0.02197802197802198,0.45614035087719296,0.0007660780682228795,0.007085479582935236
recovery_fixed,task_init,0.01,libero_long,12,25,14,9,136,27,72,1.0,-0.19544148380355278,7.763975155237135e-05,-6.436663233779243e-06,0.003017571933689865
recovery_fixed,task_init,0.01,libero_object,9,10,0,0,4,1,3,1.5,-0.19444444444444445,0.08164101706256267,0.0,0.0
recovery_fixed,task_init,0.01,libero_spatial,21,46,1,2,5,2,3,1.0,-0.3821261930010605,0.08975694444444438,-0.0007804472013958217,0.0
recovery_confirm2,task_init,0.01,all,64,100,20,18,174,12,150,2.0,-0.15273482495264196,0.022498977455910157,-0.0009757913222947305,0.0011719055494004169
recovery_confirm2,task_init,0.01,libero_goal,18,8,9,0,40,9,29,1.0,-0.08082276250880903,0.47225877192982435,0.0002553593560742932,0.0050634837086296755
recovery_confirm2,task_init,0.01,libero_long,14,32,11,15,129,2,117,2.0,-0.19233870967741937,-0.007870215547380922,-0.004987622784610118,0.0019158402412405204
recovery_confirm2,task_init,0.01,libero_object,10,12,0,1,2,0,2,2.5,-0.25,0.07276094276094257,-0.0007600709399543957,0.0
recovery_confirm2,task_init,0.01,libero_spatial,22,48,0,2,3,1,2,2.0,-0.3936556280027454,0.09196286472148536,-0.0012976901116013497,0.0
recovery_confirm3,task_init,0.01,all,69,96,18,18,178,13,162,2.0,-0.1393042605924702,0.042911417387585894,-0.000971667848994276,0.0009604153715040897
recovery_confirm3,task_init,0.01,libero_goal,17,9,9,0,39,8,29,2.0,-0.0973474018606762,0.45614035087719296,0.0002553593560742932,0.0050634837086296755
recovery_confirm3,task_init,0.01,libero_long,20,27,9,15,134,3,130,2.0,-0.11650889967637541,0.05000570776255705,-0.004680230172577875,0.0007916038322427298
recovery_confirm3,task_init,0.01,libero_object,8,10,0,1,4,1,3,3.0,-0.2,0.05174682395644271,-0.0007600709399543957,0.0
recovery_confirm3,task_init,0.01,libero_spatial,24,50,0,2,1,1,0,-1.0,-0.39646753955264596,0.0975609756097561,-0.0012976901116013497,0.0
reference_confirm3,task_init,0.01,all,25,35,8,3,239,10,208,1.0,-0.08969388456646538,0.03051636345372991,-6.483864912824331e-05,0.0007745470923643769
reference_confirm3,task_init,0.01,libero_goal,8,8,3,0,40,3,34,1.0,-0.03449025487256372,0.10204081632653061,0.0,0.0018378615052990833
reference_confirm3,task_init,0.01,libero_long,9,2,3,3,159,6,137,1.0,0.0,0.0603448275862069,-0.0010761511530268516,0.0010196864501125457
reference_confirm3,task_init,0.01,libero_object,2,1,2,0,13,0,12,1.0,-0.06666666666666667,0.12906732117812042,0.0,0.0015155342258145997
reference_confirm3,task_init,0.01,libero_spatial,6,24,0,0,27,1,25,1.0,-0.26924603174603173,0.02858178053830222,0.0,0.0
recent4_confirm2,task_init,0.01,all,9,20,2,1,254,8,165,1.0,-0.05809249252147062,0.006358324220885717,-0.0001309099738884541,0.0003208897685840515
recent4_confirm2,task_init,0.01,libero_goal,4,6,1,0,42,2,30,1.0,-0.03306013424044564,0.0,0.0,0.0007767995857068876
recent4_confirm2,task_init,0.01,libero_long,4,0,1,1,161,6,101,1.0,0.00577869529314616,0.045055282555282496,-0.0008064042142705759,0.0007909776911847738
recent4_confirm2,task_init,0.01,libero_object,0,1,0,0,13,0,10,1.0,-0.07142857142857142,0.0,0.0,0.0
recent4_confirm2,task_init,0.01,libero_spatial,1,13,0,0,38,0,24,1.0,-0.16129736582617268,0.0,0.0,0.0
selected,task_init,0.01,all,11,30,2,0,244,1,22,0.0,-0.1090428268102618,0.011542397660818693,0.0,0.00039159634314086844
selected,task_init,0.01,libero_goal,3,0,2,0,48,0,2,0.0,0.0,0.056338028169014086,0.0,0.001541623843782117
selected,task_init,0.01,libero_long,1,6,0,0,155,1,19,0.0,-0.05264557670772676,-0.008571428571428572,0.0,0.0
selected,task_init,0.01,libero_object,1,3,0,0,11,0,1,0.0,-0.1388888888888889,0.03389830508474576,0.0,0.0
selected,task_init,0.01,libero_spatial,6,21,0,0,30,0,0,0.0,-0.2771817379922604,0.06931844347225415,0.0,0.0
recent4,task_init,0.02,all,0,0,0,0,344,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.02,libero_goal,0,0,0,0,73,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.02,libero_long,0,0,0,0,185,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.02,libero_object,0,0,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.02,libero_spatial,0,0,0,0,70,0,0,0.0,0.0,0.0,0.0,0.0
absolute_gate,task_init,0.02,all,72,95,41,25,249,47,151,1.0,-0.13043478260869565,0.051891705974842744,-0.0004509205249575224,0.0026688195190428905
absolute_gate,task_init,0.02,libero_goal,15,10,13,0,63,21,30,0.0,-0.1005338586273838,0.3685325602140939,0.0007668662661350634,0.006579730162264461
absolute_gate,task_init,0.02,libero_long,13,21,26,20,164,12,115,1.0,-0.09837416681678976,0.022727272727272728,-0.003624290803376646,0.0073162382472322434
absolute_gate,task_init,0.02,libero_object,10,10,0,3,6,2,3,0.5,-0.23076923076923078,0.16666666666666666,-0.0015128593040847202,0.0
absolute_gate,task_init,0.02,libero_spatial,34,54,2,2,16,12,3,-4.0,-0.36366954213669545,0.13866413985148487,-0.0007700601439906711,0.0007816622059720477
recovery,task_init,0.02,all,72,95,41,25,249,47,151,1.0,-0.13043478260869565,0.051891705974842744,-0.0004509205249575224,0.0026688195190428905
recovery,task_init,0.02,libero_goal,15,10,13,0,63,21,30,0.0,-0.1005338586273838,0.3685325602140939,0.0007668662661350634,0.006579730162264461
recovery,task_init,0.02,libero_long,13,21,26,20,164,12,115,1.0,-0.09837416681678976,0.022727272727272728,-0.003624290803376646,0.0073162382472322434
recovery,task_init,0.02,libero_object,10,10,0,3,6,2,3,0.5,-0.23076923076923078,0.16666666666666666,-0.0015128593040847202,0.0
recovery,task_init,0.02,libero_spatial,34,54,2,2,16,12,3,-4.0,-0.36366954213669545,0.13866413985148487,-0.0007700601439906711,0.0007816622059720477
recovery_fixed,task_init,0.02,all,59,82,34,17,262,57,119,0.0,-0.1302826266107282,0.040519781956843,0.0001287388602497543,0.002191704417948637
recovery_fixed,task_init,0.02,libero_goal,15,4,14,0,69,21,20,0.0,0.0046431088291553416,0.3333333333333333,0.0007668662661350634,0.007161189784206737
recovery_fixed,task_init,0.02,libero_long,8,14,18,12,171,22,93,1.0,-0.06558883799421408,0.014339071546732826,-0.000536354822235453,0.004395695039082445
recovery_fixed,task_init,0.02,libero_object,9,9,0,3,7,2,4,1.0,-0.23076923076923078,0.16666666666666666,-0.0015128593040847202,0.0
recovery_fixed,task_init,0.02,libero_spatial,27,55,2,2,15,12,2,-4.0,-0.4077392894329177,0.07317073170731707,-0.0007700601439906711,0.0007816622059720477
recovery_confirm2,task_init,0.02,all,79,95,38,21,249,38,194,1.0,-0.12930735930735932,0.08376857975961854,-6.373903756487778e-05,0.0024376613877410956
recovery_confirm2,task_init,0.02,libero_goal,15,14,14,0,59,17,39,1.0,-0.1616407982261641,0.3685325602140939,0.0007668662661350634,0.007161189784206737
recovery_confirm2,task_init,0.02,libero_long,16,18,22,16,167,8,145,2.0,-0.07447554185722807,0.08621081504702192,-0.0015852466811565999,0.00552813094209067
recovery_confirm2,task_init,0.02,libero_object,15,9,0,3,7,2,5,1.0,-0.16696428571428568,0.34782608695652173,-0.0015128593040847202,0.0
recovery_confirm2,task_init,0.02,libero_spatial,33,54,2,2,16,11,5,-3.5,-0.3882392331932773,0.14680516349094322,-0.0007700601439906711,0.0007816622059720477
recovery_confirm3,task_init,0.02,all,89,85,45,19,259,45,208,2.0,-0.09427532856914142,0.11218789965568104,0.0005142305305236249,0.0029750740728966994
recovery_confirm3,task_init,0.02,libero_goal,14,10,14,0,63,18,43,2.0,-0.11540404040404041,0.3685325602140939,0.0007668662661350634,0.007161189784206737
recovery_confirm3,task_init,0.02,libero_long,21,16,28,15,169,11,154,2.0,-0.05815663474692202,0.0752715188847463,0.0002606640233541022,0.007186585041256322
recovery_confirm3,task_init,0.02,libero_object,13,5,0,3,11,2,9,3.0,-0.11907142857142856,0.38461538461538464,-0.0015128593040847202,0.0
recovery_confirm3,task_init,0.02,libero_spatial,41,54,3,1,16,14,2,-4.0,-0.3469517468004151,0.21260753864100318,-0.0005192175425820286,0.0018210316174143131
reference_confirm3,task_init,0.02,all,25,36,15,3,308,20,263,1.0,-0.09090909090909091,0.02631578947368421,0.0001290058333170099,0.0016797004971643118
reference_confirm3,task_init,0.02,libero_goal,4,6,3,0,67,5,54,1.0,-0.07517846425976815,0.08928571428571429,0.0,0.00185248940798889
reference_confirm3,task_init,0.02,libero_long,9,5,5,3,180,11,158,1.0,0.0,0.023346758063929596,-0.0005272905841428971,0.0015254189000806018
reference_confirm3,task_init,0.02,libero_object,3,0,7,0,16,1,15,1.0,0.0,0.16666666666666666,0.0,0.004799313060002829
reference_confirm3,task_init,0.02,libero_spatial,9,25,0,0,45,3,36,1.0,-0.2700429640580246,0.025215425153112064,0.0,0.0
recent4_confirm2,task_init,0.02,all,9,20,8,3,324,12,220,1.0,-0.052981995698558375,0.0076926782273603065,-0.00019670841256311063,0.0010827836720212283
recent4_confirm2,task_init,0.02,libero_goal,1,6,1,0,67,4,44,1.0,-0.09770114942528736,0.05,0.0,0.0007767995857068876
recent4_confirm2,task_init,0.02,libero_long,3,3,2,3,182,5,124,1.0,-0.02439777175549533,0.01562807578740156,-0.0014602910390404656,0.0008190624907492374
recent4_confirm2,task_init,0.02,libero_object,1,0,5,0,16,0,12,1.0,0.0,0.06976744186046512,0.0,0.003788835564536499
recent4_confirm2,task_init,0.02,libero_spatial,4,11,0,0,59,3,40,1.0,-0.11382887062566277,0.0,0.0,0.0
selected,task_init,0.02,all,12,33,3,1,311,3,25,0.0,-0.11385248348988963,0.01036404360967184,-0.00013130403023278275,0.0005807313428201531
selected,task_init,0.02,libero_goal,2,0,3,0,73,1,2,0.0,0.0,0.05263157894736842,0.0,0.0023124357656731757
selected,task_init,0.02,libero_long,2,6,0,1,179,2,22,0.0,-0.0387672601744186,0.0,-0.0008066901730844881,0.0
selected,task_init,0.02,libero_object,1,3,0,0,13,0,1,0.0,-0.1388888888888889,0.03389830508474576,0.0,0.0
selected,task_init,0.02,libero_spatial,7,24,0,0,46,0,0,0.0,-0.2984552174034773,0.0647142515542802,0.0,0.0
recent4,task_init,0.05,all,0,0,0,0,449,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.05,libero_goal,0,0,0,0,94,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.05,libero_long,0,0,0,0,218,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.05,libero_object,0,0,0,0,25,0,0,0.0,0.0,0.0,0.0,0.0
recent4,task_init,0.05,libero_spatial,0,0,0,0,112,0,0,0.0,0.0,0.0,0.0,0.0
absolute_gate,task_init,0.05,all,52,88,111,150,361,117,203,1.0,-0.1696626552795031,0.024463585434173565,-0.009989993642166194,0.004414768828589281
absolute_gate,task_init,0.05,libero_goal,5,5,44,4,89,43,38,0.0,-0.06557377049180328,0.14460021905805026,0.002032507418673374,0.02217340237817468
absolute_gate,task_init,0.05,libero_long,15,22,60,34,196,21,145,1.0,-0.10938035102739727,0.045454545454545456,-0.002841661343175284,0.02166354207627074
absolute_gate,task_init,0.05,libero_object,12,6,3,109,19,9,10,1.0,-0.1875,0.4418604651162791,-0.05167632972019158,-0.004578697063807675
absolute_gate,task_init,0.05,libero_spatial,20,55,4,3,57,44,10,-2.0,-0.4814871273712737,0.03249854078505747,-0.0007882394724583962,0.0013010838114017357
recovery,task_init,0.05,all,52,88,111,150,361,117,203,1.0,-0.1696626552795031,0.024463585434173565,-0.009989993642166194,0.004414768828589281
recovery,task_init,0.05,libero_goal,5,5,44,4,89,43,38,0.0,-0.06557377049180328,0.14460021905805026,0.002032507418673374,0.02217340237817468
recovery,task_init,0.05,libero_long,15,22,60,34,196,21,145,1.0,-0.10938035102739727,0.045454545454545456,-0.002841661343175284,0.02166354207627074
recovery,task_init,0.05,libero_object,12,6,3,109,19,9,10,1.0,-0.1875,0.4418604651162791,-0.05167632972019158,-0.004578697063807675
recovery,task_init,0.05,libero_spatial,20,55,4,3,57,44,10,-2.0,-0.4814871273712737,0.03249854078505747,-0.0007882394724583962,0.0013010838114017357
recovery_fixed,task_init,0.05,all,38,75,98,138,374,121,175,0.0,-0.16632882882882885,0.009277580123064339,-0.0099079106389401,0.0035058731926833914
recovery_fixed,task_init,0.05,libero_goal,4,1,51,3,93,45,32,0.0,0.0,0.1084501642935377,0.003032485670618498,0.02383587622488767
recovery_fixed,task_init,0.05,libero_long,5,16,37,23,202,22,122,1.0,-0.09412957074721781,-0.01586989126359207,-0.0007853505988442731,0.008505593955014054
recovery_fixed,task_init,0.05,libero_object,11,2,3,109,23,9,14,2.0,0.0,0.48962765957446663,-0.0518115170641362,-0.004808757187068384
recovery_fixed,task_init,0.05,libero_spatial,18,56,7,3,56,45,7,-2.0,-0.48717948717948717,-0.018557632398754624,-0.0005260840476647634,0.0028623843850838185
recovery_confirm2,task_init,0.05,all,54,88,103,149,361,102,238,1.0,-0.17170365464669946,0.037509964129134925,-0.010087009401499772,0.003181384781270197
recovery_confirm2,task_init,0.05,libero_goal,5,9,30,4,85,34,43,1.0,-0.13114754098360656,0.14460021905805026,0.0005149330587023687,0.014937793185949857
recovery_confirm2,task_init,0.05,libero_long,17,21,63,34,197,19,174,2.0,-0.09560237556561085,0.05883320433436527,0.00026023569399122673,0.01632790870473065
recovery_confirm2,task_init,0.05,libero_object,11,4,3,109,21,8,11,1.0,-0.10531015037593984,0.46511627906976744,-0.05155365546153087,-0.00482797368140921
recovery_confirm2,task_init,0.05,libero_spatial,21,54,7,2,58,41,10,-1.0,-0.49573170731707317,0.07051470588235292,-0.0007670044058080868,0.0039124652177643755
recovery_confirm3,task_init,0.05,all,59,84,88,145,365,81,255,2.0,-0.15046296296296297,0.05736536412078135,-0.010583643763928943,0.002063531947621861
recovery_confirm3,task_init,0.05,libero_goal,6,6,18,3,88,24,56,2.0,-0.08196721311475409,0.18075027382256284,0.00025246149962130775,0.008808404311611426
recovery_confirm3,task_init,0.05,libero_long,18,22,63,32,196,19,174,3.0,-0.08767695030004616,0.08721160944998153,0.0010405219604006015,0.015420788887430214
recovery_confirm3,task_init,0.05,libero_object,13,3,0,109,22,7,13,2.0,-0.07897368421052631,0.5652915019762842,-0.05223715145956521,-0.005797797240265962
recovery_confirm3,task_init,0.05,libero_spatial,22,53,7,1,59,31,12,-1.0,-0.4744960027806743,0.08090947444551577,-0.0005215191888461929,0.004363449691991786
reference_confirm3,task_init,0.05,all,14,21,45,52,428,25,381,1.0,-0.04502471370746293,0.01212682379349043,-0.0016842051272745054,0.0006501136892341859
reference_confirm3,task_init,0.05,libero_goal,0,4,2,3,90,7,78,1.0,-0.07407407407407407,0.0,-0.0015151610829180922,0.0007855459544383347
reference_confirm3,task_init,0.05,libero_long,5,4,14,15,214,8,197,1.0,-0.03704569055036345,0.018520239570425433,-0.0031866172805317086,0.0022890334252663354
reference_confirm3,task_init,0.05,libero_object,4,0,28,33,25,4,21,1.0,0.0,0.2,-0.005022886149009582,0.0020151387421792474
reference_confirm3,task_init,0.05,libero_spatial,5,13,1,1,99,6,85,1.0,-0.12074258923169995,0.022580716497125033,-0.0007867923838835818,0.0007764075672824236
recent4_confirm2,task_init,0.05,all,4,12,21,38,437,12,316,1.0,-0.03210058584053222,-0.0021973233737939647,-0.0019417731672407993,-0.00038879430699512196
recent4_confirm2,task_init,0.05,libero_goal,0,1,1,4,93,1,71,1.0,-0.01653006712022282,0.0,-0.0018144116122343183,0.0
recent4_confirm2,task_init,0.05,libero_long,1,2,4,9,216,5,158,1.0,-0.037386098130841115,0.017021881044487423,-0.002232174014915849,-0.0005126824862043231
recent4_confirm2,task_init,0.05,libero_object,1,0,16,24,25,2,20,1.0,0.0,0.07142857142857142,-0.004799222028316776,0.0005045536087412979
recent4_confirm2,task_init,0.05,libero_spatial,2,9,0,1,103,4,67,1.0,-0.06977484817064139,-0.022222222222222223,-0.0007936560440529745,0.0
selected,task_init,0.05,all,4,31,15,13,418,15,43,0.0,-0.12308704453441296,-0.00909090909090909,-0.0011182468269698427,0.0017222847763701682
selected,task_init,0.05,libero_goal,0,0,13,0,94,3,4,0.0,0.0,0.0,0.0,0.008992805755395683
selected,task_init,0.05,libero_long,1,5,2,5,213,2,34,0.0,-0.02390773444682807,0.0,-0.002414086309782881,0.0005436049631519944
selected,task_init,0.05,libero_object,1,1,0,7,24,2,4,0.0,-0.07897368421052631,0.06060606060606061,-0.0042994707924332454,-0.0002518241515843846
selected,task_init,0.05,libero_spatial,2,25,0,1,87,8,1,0.0,-0.3248015873015873,-0.022218137254901984,-0.0007936560440529745,0.0
