dataset,grouping,task,fold,method,budget,reference_size,calibration_size,calibration_alarms,threshold
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,hidden_descriptor__deviation,0.05,256,128,6,0.8283887010472794
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,hidden_descriptor__deviation,0.1,256,128,12,0.771094685311759
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,hidden_descriptor__knn5,0.01,256,128,1,0.6764455153541288
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,hidden_descriptor__knn5,0.03,256,128,3,0.6357420410534601
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,hidden_descriptor__knn5,0.05,256,128,6,0.5806721780920816
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,hidden_descriptor__knn5,0.1,256,128,12,0.5464793483174744
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,proprio__deviation,0.01,256,128,1,4.5707347964033485
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,proprio__deviation,0.03,256,128,3,4.217821411270124
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,proprio__deviation,0.05,256,128,6,4.191998489430401
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,proprio__deviation,0.1,256,128,12,3.721531494029061
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,proprio__knn5,0.01,256,128,1,1.236429552012238
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,proprio__knn5,0.03,256,128,3,1.0324879804209086
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,proprio__knn5,0.05,256,128,6,1.0058272564027422
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,proprio__knn5,0.1,256,128,12,0.9261537095694831
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,action__deviation,0.01,256,128,1,4.276911785794713
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,action__deviation,0.03,256,128,3,4.108462475587819
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,action__deviation,0.05,256,128,6,4.021373380528196
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,action__deviation,0.1,256,128,12,3.928311666656964
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,action__knn5,0.01,256,128,1,1.8081157940485846
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,action__knn5,0.03,256,128,3,1.703767896673663
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,action__knn5,0.05,256,128,6,1.5329444022915868
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,action__knn5,0.1,256,128,12,1.3506652998213702
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d0__deviation,0.01,256,128,1,1.0203063377907668
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d0__deviation,0.03,256,128,3,0.9676502177772338
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d0__deviation,0.05,256,128,6,0.9452881562423968
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d0__deviation,0.1,256,128,12,0.9285860285285846
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d0__knn5,0.01,256,128,1,1.0980303341281894
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d0__knn5,0.03,256,128,3,1.0770281452246573
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d0__knn5,0.05,256,128,6,1.0512757606917944
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d0__knn5,0.1,256,128,12,1.0196313039588847
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d9__deviation,0.01,256,128,1,1.102448427736254
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d9__deviation,0.03,256,128,3,1.0735141459621613
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d9__deviation,0.05,256,128,6,1.0360204770749053
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d9__deviation,0.1,256,128,12,1.009529164705413
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d9__knn5,0.01,256,128,1,1.369612178895239
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d9__knn5,0.03,256,128,3,1.2782510465858195
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d9__knn5,0.05,256,128,6,1.239258982574181
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_d9__knn5,0.1,256,128,12,1.1426607238847444
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_flowmean__deviation,0.01,256,128,1,1.0948232409515182
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_flowmean__deviation,0.03,256,128,3,1.027535331193178
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_flowmean__deviation,0.05,256,128,6,1.0216636079520929
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_flowmean__deviation,0.1,256,128,12,0.9488851537535421
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_flowmean__knn5,0.01,256,128,1,1.2758856882941472
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_flowmean__knn5,0.03,256,128,3,1.246889726149282
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_flowmean__knn5,0.05,256,128,6,1.2269917656992533
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_flowmean__knn5,0.1,256,128,12,1.1825542104299371
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,clock,0.01,256,128,0,34.0
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,clock,0.03,256,128,0,34.0
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,clock,0.05,256,128,0,34.0
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,clock,0.1,256,128,0,34.0
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,random,0.01,256,128,1,0.952128227963633
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,random,0.03,256,128,3,0.9386856859027491
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,random,0.05,256,128,6,0.9216972625318288
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,random,0.1,256,128,12,0.8628374914890652
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__d0,0.01,256,128,1,-3.4612598693101733
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__d0,0.03,256,128,3,-3.4613871460890913
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__d0,0.05,256,128,6,-3.4615665304937515
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__d0,0.1,256,128,12,-3.461704659978737
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__d9,0.01,256,128,1,-3.454262395317657
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__d9,0.03,256,128,3,-3.45461939670552
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__d9,0.05,256,128,6,-3.4552344282047875
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__d9,0.1,256,128,12,-3.457314180525753
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__flowmean,0.01,256,128,1,-3.4590946905315954
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__flowmean,0.03,256,128,3,-3.459380871455545
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__flowmean,0.05,256,128,6,-3.459615016841135
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_entropy_low__flowmean,0.1,256,128,12,-3.4603090290580285
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__d0,0.01,256,128,1,-0.000685108467193402
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__d0,0.03,256,128,3,-0.000710296352756476
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__d0,0.05,256,128,6,-0.0008010854490336529
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__d0,0.1,256,128,12,-0.0008789159600934042
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__d9,0.01,256,128,1,-0.0009963899404609557
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__d9,0.03,256,128,3,-0.0010528604174928182
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__d9,0.05,256,128,6,-0.0010803238398087612
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__d9,0.1,256,128,12,-0.0011276433234644917
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__flowmean,0.01,256,128,1,-0.000988151728852971
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__flowmean,0.03,256,128,3,-0.0010177598896318754
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__flowmean,0.05,256,128,6,-0.0010290575936852367
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_margin_low__flowmean,0.1,256,128,12,-0.001093446438870401
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__d0,0.01,256,128,1,-0.001667967901033851
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__d0,0.03,256,128,3,-0.0017050451394413635
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__d0,0.05,256,128,6,-0.001768653504098383
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__d0,0.1,256,128,12,-0.0018494916728646338
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__d9,0.01,256,128,1,-0.0024689469595748914
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__d9,0.03,256,128,3,-0.0025003811883587135
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__d9,0.05,256,128,6,-0.002525297750600286
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__d9,0.1,256,128,12,-0.0026076451615457685
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__flowmean,0.01,256,128,1,-0.002064403275676385
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__flowmean,0.03,256,128,3,-0.002128210200492242
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__flowmean,0.05,256,128,6,-0.002224184482547642
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,route_token_collapse__flowmean,0.1,256,128,12,-0.0023036077035052728
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden_descriptor__deviation,0.01,256,128,1,1.70251579599068
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden_descriptor__deviation,0.03,256,128,3,1.6688688271243557
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden_descriptor__deviation,0.05,256,128,6,1.6422235998076478
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden_descriptor__deviation,0.1,256,128,12,1.6161093850595643
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden_descriptor__knn5,0.01,256,128,1,1.0952237213400564
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden_descriptor__knn5,0.03,256,128,3,1.054597487028684
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden_descriptor__knn5,0.05,256,128,6,0.9948785197918812
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden_descriptor__knn5,0.1,256,128,12,0.7879239292044505
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,proprio__deviation,0.01,256,128,1,2.4046528937177016
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,proprio__deviation,0.03,256,128,3,2.3457162313800617
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,proprio__deviation,0.05,256,128,6,2.3269474934173484
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,proprio__deviation,0.1,256,128,12,2.2861073099771616
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,proprio__knn5,0.01,256,128,1,1.0564195985045064
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,proprio__knn5,0.03,256,128,3,0.8896960705781407
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,proprio__knn5,0.05,256,128,6,0.7921698624053446
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,proprio__knn5,0.1,256,128,12,0.6009542682928286
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,action__deviation,0.01,256,128,1,19.111509400195008
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,action__deviation,0.03,256,128,3,19.056792559251235
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,action__deviation,0.05,256,128,6,19.017836093533806
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,action__deviation,0.1,256,128,12,18.985026989023254
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,action__knn5,0.01,256,128,1,13.221561074902127
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,action__knn5,0.03,256,128,3,6.6270472336161586
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,action__knn5,0.05,256,128,6,1.3622132915794762
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,action__knn5,0.1,256,128,12,0.8469557438219812
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d0__deviation,0.01,256,128,1,1.0429848290150576
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d0__deviation,0.03,256,128,3,0.9970032756388848
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d0__deviation,0.05,256,128,6,0.9790125631690053
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d0__deviation,0.1,256,128,12,0.9546056126947053
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d0__knn5,0.01,256,128,1,1.1527670874977496
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d0__knn5,0.03,256,128,3,1.1329931836373488
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d0__knn5,0.05,256,128,6,1.0718210587570687
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d0__knn5,0.1,256,128,12,1.0394643245420303
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d9__deviation,0.01,256,128,1,1.2998723773629897
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d9__deviation,0.03,256,128,3,1.24887464028034
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d9__deviation,0.05,256,128,6,1.2184980559087437
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d9__deviation,0.1,256,128,12,1.186959664843131
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d9__knn5,0.01,256,128,1,1.6349869713589116
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d9__knn5,0.03,256,128,3,1.575883046876935
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d9__knn5,0.05,256,128,6,1.4116658351191282
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_d9__knn5,0.1,256,128,12,1.2887702700705375
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_flowmean__deviation,0.01,256,128,1,1.12562802686822
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_flowmean__deviation,0.03,256,128,3,1.0793225628875096
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_flowmean__deviation,0.05,256,128,6,1.0310869306183092
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_flowmean__deviation,0.1,256,128,12,0.9838965002563755
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_flowmean__knn5,0.01,256,128,1,1.3608791374136493
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_flowmean__knn5,0.03,256,128,3,1.346003383364194
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_flowmean__knn5,0.05,256,128,6,1.2620932418191642
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_flowmean__knn5,0.1,256,128,12,1.207412030543289
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,clock,0.01,256,128,0,34.0
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,clock,0.03,256,128,0,34.0
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,clock,0.05,256,128,0,34.0
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,clock,0.1,256,128,0,34.0
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,random,0.01,256,128,1,0.9936288769691041
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,random,0.03,256,128,3,0.9822441231259211
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,random,0.05,256,128,6,0.960047583480925
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,random,0.1,256,128,12,0.9251444611355447
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__d0,0.01,256,128,1,-3.461165096716546
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__d0,0.03,256,128,3,-3.4611991566686187
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__d0,0.05,256,128,6,-3.461320274332755
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__d0,0.1,256,128,12,-3.461715957361021
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__d9,0.01,256,128,1,-3.45369001811313
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__d9,0.03,256,128,3,-3.455010979609843
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__d9,0.05,256,128,6,-3.456009724258847
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__d9,0.1,256,128,12,-3.4568602570229032
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__flowmean,0.01,256,128,1,-3.459098745131469
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__flowmean,0.03,256,128,3,-3.459393835525147
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__flowmean,0.05,256,128,6,-3.459849637608957
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_entropy_low__flowmean,0.1,256,128,12,-3.4600750990005613
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__d0,0.01,256,128,1,-0.0007965259976530834
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__d0,0.03,256,128,3,-0.0008438120851839168
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__d0,0.05,256,128,6,-0.0008590698963110869
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__d0,0.1,256,128,12,-0.0009658759717737133
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__d9,0.01,256,128,1,-0.0009574833712777123
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__d9,0.03,256,128,3,-0.0010703909250679648
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__d9,0.05,256,128,6,-0.0010994053591672486
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__d9,0.1,256,128,12,-0.0011733903924884392
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__flowmean,0.01,256,128,1,-0.0009766428522636702
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__flowmean,0.03,256,128,3,-0.0010238672989520562
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__flowmean,0.05,256,128,6,-0.0011308250874418227
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_margin_low__flowmean,0.1,256,128,12,-0.0011881202350931934
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__d0,0.01,256,128,1,-0.001686564029527382
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__d0,0.03,256,128,3,-0.0017506442307158032
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__d0,0.05,256,128,6,-0.001796010514464097
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__d0,0.1,256,128,12,-0.0019313464506910405
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__d9,0.01,256,128,1,-0.0024191037522708347
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__d9,0.03,256,128,3,-0.002622384269828304
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__d9,0.05,256,128,6,-0.002637289051579228
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__d9,0.1,256,128,12,-0.0026867810741890708
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__flowmean,0.01,256,128,1,-0.0020671270145744213
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__flowmean,0.03,256,128,3,-0.002209998966901405
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__flowmean,0.05,256,128,6,-0.0022628489776040815
q34,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,route_token_collapse__flowmean,0.1,256,128,12,-0.0023474053616997282
