dataset,setting,scope,method,budget,tp,fp,failures,successes,recall,fpr,precision,coverage
q0,init_state_id,all,route_margin_low__flowmean,0.03,14,76,307,1741,0.04560260586319218,0.043653072946582425,0.15555555555555556,0.9560546875
q0,init_state_id,all,route_margin_low__flowmean,0.05,16,151,307,1741,0.05211726384364821,0.08673176335439403,0.09580838323353294,0.91845703125
q0,init_state_id,all,route_margin_low__flowmean,0.1,34,223,307,1741,0.11074918566775244,0.12808730614589317,0.13229571984435798,0.87451171875
q0,init_state_id,all,route_token_collapse__d0,0.01,9,37,307,1741,0.029315960912052116,0.02125215393452039,0.1956521739130435,0.9775390625
q0,init_state_id,all,route_token_collapse__d0,0.03,14,64,307,1741,0.04560260586319218,0.03676048248133257,0.1794871794871795,0.9619140625
q0,init_state_id,all,route_token_collapse__d0,0.05,22,114,307,1741,0.07166123778501629,0.06547960941987363,0.16176470588235295,0.93359375
q0,init_state_id,all,route_token_collapse__d0,0.1,37,203,307,1741,0.12052117263843648,0.11659965537047674,0.15416666666666667,0.8828125
q0,init_state_id,all,route_token_collapse__d9,0.01,15,161,307,1741,0.048859934853420196,0.09247558874210224,0.08522727272727272,0.9140625
q0,init_state_id,all,route_token_collapse__d9,0.03,22,212,307,1741,0.07166123778501629,0.12176909821941413,0.09401709401709402,0.8857421875
q0,init_state_id,all,route_token_collapse__d9,0.05,29,257,307,1741,0.09446254071661238,0.1476163124641011,0.10139860139860139,0.8603515625
q0,init_state_id,all,route_token_collapse__d9,0.1,41,343,307,1741,0.13355048859934854,0.19701321079839174,0.10677083333333333,0.8125
q0,init_state_id,all,route_token_collapse__flowmean,0.01,9,69,307,1741,0.029315960912052116,0.03963239517518667,0.11538461538461539,0.9619140625
q0,init_state_id,all,route_token_collapse__flowmean,0.03,20,109,307,1741,0.06514657980456026,0.06260769672601953,0.15503875968992248,0.93701171875
q0,init_state_id,all,route_token_collapse__flowmean,0.05,23,146,307,1741,0.0749185667752443,0.08385985066053991,0.13609467455621302,0.91748046875
q0,init_state_id,all,route_token_collapse__flowmean,0.1,30,213,307,1741,0.09771986970684039,0.12234348075818495,0.12345679012345678,0.88134765625
q0,init_state_id,all,clock,0.01,0,0,307,1741,0.0,0.0,,1.0
q0,init_state_id,all,clock,0.03,0,0,307,1741,0.0,0.0,,1.0
q0,init_state_id,all,clock,0.05,0,0,307,1741,0.0,0.0,,1.0
q0,init_state_id,all,clock,0.1,0,0,307,1741,0.0,0.0,,1.0
q0,init_state_id,all,random,0.01,7,49,307,1741,0.02280130293159609,0.028144744399770247,0.125,0.97265625
q0,init_state_id,all,random,0.03,8,56,307,1741,0.026058631921824105,0.032165422171166,0.125,0.96875
q0,init_state_id,all,random,0.05,13,87,307,1741,0.04234527687296417,0.049971280873061456,0.13,0.951171875
q0,init_state_id,all,random,0.1,26,162,307,1741,0.08469055374592833,0.09304997128087306,0.13829787234042554,0.908203125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__deviation,0.01,0,9,42,470,0.0,0.019148936170212766,0.0,0.982421875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__deviation,0.03,0,26,42,470,0.0,0.05531914893617021,0.0,0.94921875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__deviation,0.05,3,43,42,470,0.07142857142857142,0.09148936170212765,0.06521739130434782,0.91015625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__deviation,0.1,5,61,42,470,0.11904761904761904,0.12978723404255318,0.07575757575757576,0.87109375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__knn5,0.01,4,19,42,470,0.09523809523809523,0.04042553191489362,0.17391304347826086,0.955078125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__knn5,0.03,5,24,42,470,0.11904761904761904,0.05106382978723404,0.1724137931034483,0.943359375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__knn5,0.05,5,29,42,470,0.11904761904761904,0.06170212765957447,0.14705882352941177,0.93359375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__knn5,0.1,6,35,42,470,0.14285714285714285,0.07446808510638298,0.14634146341463414,0.919921875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__deviation,0.01,0,9,42,470,0.0,0.019148936170212766,0.0,0.982421875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__deviation,0.03,0,15,42,470,0.0,0.031914893617021274,0.0,0.970703125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__deviation,0.05,0,20,42,470,0.0,0.0425531914893617,0.0,0.9609375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__deviation,0.1,2,30,42,470,0.047619047619047616,0.06382978723404255,0.0625,0.9375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__knn5,0.01,1,23,42,470,0.023809523809523808,0.04893617021276596,0.041666666666666664,0.953125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__knn5,0.03,1,27,42,470,0.023809523809523808,0.0574468085106383,0.03571428571428571,0.9453125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__knn5,0.05,1,33,42,470,0.023809523809523808,0.07021276595744681,0.029411764705882353,0.93359375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__knn5,0.1,3,54,42,470,0.07142857142857142,0.1148936170212766,0.05263157894736842,0.888671875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__deviation,0.01,2,12,42,470,0.047619047619047616,0.02553191489361702,0.14285714285714285,0.97265625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__deviation,0.03,2,20,42,470,0.047619047619047616,0.0425531914893617,0.09090909090909091,0.95703125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__deviation,0.05,3,25,42,470,0.07142857142857142,0.05319148936170213,0.10714285714285714,0.9453125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__deviation,0.1,4,41,42,470,0.09523809523809523,0.08723404255319149,0.08888888888888889,0.912109375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__knn5,0.01,2,16,42,470,0.047619047619047616,0.03404255319148936,0.1111111111111111,0.96484375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__knn5,0.03,2,16,42,470,0.047619047619047616,0.03404255319148936,0.1111111111111111,0.96484375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__knn5,0.05,4,23,42,470,0.09523809523809523,0.04893617021276596,0.14814814814814814,0.947265625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__knn5,0.1,5,29,42,470,0.11904761904761904,0.06170212765957447,0.14705882352941177,0.93359375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__deviation,0.01,1,6,42,470,0.023809523809523808,0.01276595744680851,0.14285714285714285,0.986328125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__deviation,0.03,1,14,42,470,0.023809523809523808,0.029787234042553193,0.06666666666666667,0.970703125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__deviation,0.05,2,27,42,470,0.047619047619047616,0.0574468085106383,0.06896551724137931,0.943359375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__deviation,0.1,4,47,42,470,0.09523809523809523,0.1,0.0784313725490196,0.900390625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__knn5,0.01,5,27,42,470,0.11904761904761904,0.0574468085106383,0.15625,0.9375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__knn5,0.03,5,27,42,470,0.11904761904761904,0.0574468085106383,0.15625,0.9375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__knn5,0.05,5,27,42,470,0.11904761904761904,0.0574468085106383,0.15625,0.9375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__knn5,0.1,5,27,42,470,0.11904761904761904,0.0574468085106383,0.15625,0.9375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__deviation,0.01,3,31,42,470,0.07142857142857142,0.06595744680851064,0.08823529411764706,0.93359375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__deviation,0.03,4,39,42,470,0.09523809523809523,0.08297872340425531,0.09302325581395349,0.916015625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__deviation,0.05,4,45,42,470,0.09523809523809523,0.09574468085106383,0.08163265306122448,0.904296875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__deviation,0.1,4,52,42,470,0.09523809523809523,0.11063829787234042,0.07142857142857142,0.890625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__knn5,0.01,0,28,42,470,0.0,0.059574468085106386,0.0,0.9453125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__knn5,0.03,0,30,42,470,0.0,0.06382978723404255,0.0,0.94140625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__knn5,0.05,0,30,42,470,0.0,0.06382978723404255,0.0,0.94140625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__knn5,0.1,0,37,42,470,0.0,0.07872340425531915,0.0,0.927734375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__deviation,0.01,0,2,42,470,0.0,0.00425531914893617,0.0,0.99609375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__deviation,0.03,2,14,42,470,0.047619047619047616,0.029787234042553193,0.125,0.96875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__deviation,0.05,2,25,42,470,0.047619047619047616,0.05319148936170213,0.07407407407407407,0.947265625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__deviation,0.1,6,41,42,470,0.14285714285714285,0.08723404255319149,0.1276595744680851,0.908203125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__knn5,0.01,5,25,42,470,0.11904761904761904,0.05319148936170213,0.16666666666666666,0.94140625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__knn5,0.03,5,27,42,470,0.11904761904761904,0.0574468085106383,0.15625,0.9375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__knn5,0.05,5,28,42,470,0.11904761904761904,0.059574468085106386,0.15151515151515152,0.935546875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__knn5,0.1,5,30,42,470,0.11904761904761904,0.06382978723404255,0.14285714285714285,0.931640625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__deviation,0.01,0,5,42,470,0.0,0.010638297872340425,0.0,0.990234375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__deviation,0.03,1,10,42,470,0.023809523809523808,0.02127659574468085,0.09090909090909091,0.978515625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__deviation,0.05,1,25,42,470,0.023809523809523808,0.05319148936170213,0.038461538461538464,0.94921875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__deviation,0.1,4,46,42,470,0.09523809523809523,0.09787234042553192,0.08,0.90234375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__knn5,0.01,3,20,42,470,0.07142857142857142,0.0425531914893617,0.13043478260869565,0.955078125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__knn5,0.03,4,22,42,470,0.09523809523809523,0.04680851063829787,0.15384615384615385,0.94921875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__knn5,0.05,5,23,42,470,0.11904761904761904,0.04893617021276596,0.17857142857142858,0.9453125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__knn5,0.1,5,39,42,470,0.11904761904761904,0.08297872340425531,0.11363636363636363,0.9140625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,0.01,3,21,42,470,0.07142857142857142,0.04468085106382979,0.125,0.953125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,0.03,3,28,42,470,0.07142857142857142,0.059574468085106386,0.0967741935483871,0.939453125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,0.05,3,32,42,470,0.07142857142857142,0.06808510638297872,0.08571428571428572,0.931640625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,0.1,3,41,42,470,0.07142857142857142,0.08723404255319149,0.06818181818181818,0.9140625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,0.01,3,93,42,470,0.07142857142857142,0.19787234042553192,0.03125,0.8125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,0.03,3,95,42,470,0.07142857142857142,0.20212765957446807,0.030612244897959183,0.80859375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,0.05,3,97,42,470,0.07142857142857142,0.20638297872340425,0.03,0.8046875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,0.1,4,117,42,470,0.09523809523809523,0.24893617021276596,0.03305785123966942,0.763671875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__deviation,0.01,0,6,42,470,0.0,0.01276595744680851,0.0,0.98828125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__deviation,0.03,0,13,42,470,0.0,0.027659574468085105,0.0,0.974609375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__deviation,0.05,0,24,42,470,0.0,0.05106382978723404,0.0,0.953125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__deviation,0.1,2,46,42,470,0.047619047619047616,0.09787234042553192,0.041666666666666664,0.90625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__knn5,0.01,1,27,42,470,0.023809523809523808,0.0574468085106383,0.03571428571428571,0.9453125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__knn5,0.03,1,33,42,470,0.023809523809523808,0.07021276595744681,0.029411764705882353,0.93359375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__knn5,0.05,2,36,42,470,0.047619047619047616,0.07659574468085106,0.05263157894736842,0.92578125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__knn5,0.1,4,53,42,470,0.09523809523809523,0.1127659574468085,0.07017543859649122,0.888671875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__deviation,0.01,0,7,42,470,0.0,0.014893617021276596,0.0,0.986328125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__deviation,0.03,3,17,42,470,0.07142857142857142,0.036170212765957444,0.15,0.9609375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__deviation,0.05,3,33,42,470,0.07142857142857142,0.07021276595744681,0.08333333333333333,0.9296875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__deviation,0.1,5,59,42,470,0.11904761904761904,0.125531914893617,0.078125,0.875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__knn5,0.01,1,12,42,470,0.023809523809523808,0.02553191489361702,0.07692307692307693,0.974609375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__knn5,0.03,2,27,42,470,0.047619047619047616,0.0574468085106383,0.06896551724137931,0.943359375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__knn5,0.05,2,37,42,470,0.047619047619047616,0.07872340425531915,0.05128205128205128,0.923828125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__knn5,0.1,2,53,42,470,0.047619047619047616,0.1127659574468085,0.03636363636363636,0.892578125
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d9__deviation,0.01,0,19,42,470,0.0,0.04042553191489362,0.0,0.962890625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d9__deviation,0.03,0,27,42,470,0.0,0.0574468085106383,0.0,0.947265625
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d9__deviation,0.05,0,49,42,470,0.0,0.10425531914893617,0.0,0.904296875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d9__deviation,0.1,1,72,42,470,0.023809523809523808,0.15319148936170213,0.0136986301369863,0.857421875
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d9__knn5,0.01,0,5,42,470,0.0,0.010638297872340425,0.0,0.990234375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d9__knn5,0.03,0,16,42,470,0.0,0.03404255319148936,0.0,0.96875
