comparison,signal,signal_block,window,matched_initial_states,effect_sd,ci95_low,ci95_high,separated,earliest_separation
active_return_minus_success,action_gripper_flip,action,lead_-6_-2,9,5.91264904113043,5.700345652444022,6.018800735473633,True,lead_-6_-2
active_return_minus_success,action_gripper_flip,action,sync_-1_+1,9,1.3391789165232177,0.6707743876753247,2.05328493730873,True,lead_-6_-2
active_return_minus_success,action_gripper_flip,action,after_+2_+6,9,3.628851168283551,2.38692499747691,4.654258862599239,True,lead_-6_-2
active_return_minus_success,route_speed,routing,lead_-6_-2,9,3.919181197880673,3.5068906835565703,4.368007355082868,True,lead_-6_-2
active_return_minus_success,route_speed,routing,sync_-1_+1,9,3.4542364580194262,2.9027448995927627,4.073548365009092,True,lead_-6_-2
active_return_minus_success,route_speed,routing,after_+2_+6,9,3.1924824950523827,2.2702276748240107,4.168119444962636,True,lead_-6_-2
active_return_minus_success,route_recurrence_advantage,routing,lead_-6_-2,9,1.580208572879017,0.45744489242631625,2.7967583502187616,True,lead_-6_-2
active_return_minus_success,route_recurrence_advantage,routing,sync_-1_+1,9,-2.742837978400372,-3.9002347336794916,-1.6521239187183145,True,lead_-6_-2
active_return_minus_success,route_recurrence_advantage,routing,after_+2_+6,9,-1.64413329676885,-3.041293441672516,-0.22123558099006055,True,lead_-6_-2
active_return_minus_success,route_recurrence_lag_fraction,routing,lead_-6_-2,9,0.4426475823852544,-0.17573173107318021,1.0611169123913509,False,none
active_return_minus_success,route_recurrence_lag_fraction,routing,sync_-1_+1,9,-0.5539931237255844,-1.5821414428753655,0.4244090297347104,False,none
active_return_minus_success,route_recurrence_lag_fraction,routing,after_+2_+6,9,0.30202326176071764,-0.8084897945367626,1.6060442202839451,False,none
active_return_minus_success,route_anchor_advantage,routing,lead_-6_-2,9,3.3030680121516736,2.8650573692539756,3.7812623283825166,True,lead_-6_-2
active_return_minus_success,route_anchor_advantage,routing,sync_-1_+1,9,2.8467560760487656,2.310979964180625,3.378918110679529,True,lead_-6_-2
active_return_minus_success,route_anchor_advantage,routing,after_+2_+6,9,3.027474396449628,2.3376524293121057,3.8090824454619554,True,lead_-6_-2
active_return_minus_success,route_entropy,routing,lead_-6_-2,9,-4.736966723452167,-5.36323697473343,-3.9785440630774853,True,lead_-6_-2
active_return_minus_success,route_entropy,routing,sync_-1_+1,9,-7.148286156123392,-8.248950039066635,-6.201035886660288,True,lead_-6_-2
active_return_minus_success,route_entropy,routing,after_+2_+6,9,-5.478035125547145,-6.8618293891691655,-4.144544912666549,True,lead_-6_-2
active_return_minus_success,route_top1_mass,routing,lead_-6_-2,9,3.858182015568814,2.997044226102832,4.642074577360403,True,lead_-6_-2
active_return_minus_success,route_top1_mass,routing,sync_-1_+1,9,4.848474268208999,3.966171861742663,5.896431523654679,True,lead_-6_-2
active_return_minus_success,route_top1_mass,routing,after_+2_+6,9,3.1553753441575405,2.219336508096977,4.119125052337926,True,lead_-6_-2
active_return_minus_success,expert_speed,routing,lead_-6_-2,9,2.3258122302629802,1.76347382852515,2.923154273660674,True,lead_-6_-2
active_return_minus_success,expert_speed,routing,sync_-1_+1,9,2.3762889772915,1.712292710563128,3.113898096626774,True,lead_-6_-2
active_return_minus_success,expert_speed,routing,after_+2_+6,9,2.5298743635780623,1.5630090994116925,3.5537483376748633,True,lead_-6_-2
active_return_minus_success,expert_entropy,routing,lead_-6_-2,9,-1.0431083414000948,-1.555238030584138,-0.5564239856768487,True,lead_-6_-2
active_return_minus_success,expert_entropy,routing,sync_-1_+1,9,-3.703798153886104,-4.49000205407234,-2.7573632286746856,True,lead_-6_-2
active_return_minus_success,expert_entropy,routing,after_+2_+6,9,-0.7560932415832329,-1.7885539961466457,0.14070829822148997,False,lead_-6_-2
active_return_minus_success,expert_top1_mass,routing,lead_-6_-2,9,0.24461839096795904,-0.20398587395014825,0.6859185891648452,False,sync_-1_+1
active_return_minus_success,expert_top1_mass,routing,sync_-1_+1,9,2.1834245292244248,1.175514403206506,3.1125947474650926,True,sync_-1_+1
active_return_minus_success,expert_top1_mass,routing,after_+2_+6,9,-0.15956347276796684,-1.1150409689426652,0.7462784956204117,False,sync_-1_+1
active_return_minus_success,route_layer_synchrony,routing,lead_-6_-2,9,-1.469331360061378,-2.57134770357721,-0.514900699470619,True,lead_-6_-2
active_return_minus_success,route_layer_synchrony,routing,sync_-1_+1,9,-2.9821806550196417,-4.035911565145836,-1.9906067471559847,True,lead_-6_-2
active_return_minus_success,route_layer_synchrony,routing,after_+2_+6,9,-2.0396675009243066,-3.1144756370251683,-1.0787386238653416,True,lead_-6_-2
