fold,method,alpha,units,ascending_rank,descending_rank,threshold,tau_over_alpha005
libero_object_full_1,c32_union_radius,0.05,70,68,3,2.1332783699035645,1.0
libero_object_full_1,c32_union_radius,0.1,70,64,7,1.4478667974472046,0.6787050475333212
libero_object_full_2,knn20,0.02,70,70,1,2.49825119972229,1.1882263317194235
libero_object_full_2,knn20,0.03,70,69,2,2.357637882232666,1.121347369968032
libero_object_full_2,knn20,0.05,70,68,3,2.1025044918060303,1.0
libero_object_full_2,knn20,0.1,70,64,7,1.907114863395691,0.9070681517343625
libero_object_full_2,norm_only,0.02,70,70,1,8.012550354003906,1.0652646676363606
libero_object_full_2,norm_only,0.03,70,69,2,7.689486026763916,1.0223134226547301
libero_object_full_2,norm_only,0.05,70,68,3,7.5216522216796875,1.0
libero_object_full_2,norm_only,0.1,70,64,7,7.161005973815918,0.9520522569729724
libero_object_full_2,c1_centroid_distance,0.02,70,70,1,7.942052364349365,1.0918090384271995
libero_object_full_2,c1_centroid_distance,0.03,70,69,2,7.754830837249756,1.0660713391401662
libero_object_full_2,c1_centroid_distance,0.05,70,68,3,7.274213790893555,1.0
libero_object_full_2,c1_centroid_distance,0.1,70,64,7,7.049879550933838,0.969160345515201
libero_object_full_2,c4_centroid_distance,0.02,70,70,1,4.186011791229248,1.0772359783711087
libero_object_full_2,c4_centroid_distance,0.03,70,69,2,4.050969123840332,1.0424838498101368
libero_object_full_2,c4_centroid_distance,0.05,70,68,3,3.8858819007873535,1.0
libero_object_full_2,c4_centroid_distance,0.1,70,64,7,3.3616838455200195,0.865101907713376
libero_object_full_2,c4_assigned_radius,0.02,70,70,1,2.0133650302886963,1.215013034751039
libero_object_full_2,c4_assigned_radius,0.03,70,69,2,1.8358937501907349,1.1079137679171174
libero_object_full_2,c4_assigned_radius,0.05,70,68,3,1.6570727825164795,1.0
libero_object_full_2,c4_assigned_radius,0.1,70,64,7,1.4817826747894287,0.894217013533437
libero_object_full_2,c8_centroid_distance,0.02,70,70,1,3.920224666595459,1.2391807664501284
libero_object_full_2,c8_centroid_distance,0.03,70,69,2,3.3537657260894775,1.060123420568894
libero_object_full_2,c8_centroid_distance,0.05,70,68,3,3.1635615825653076,1.0
libero_object_full_2,c8_centroid_distance,0.1,70,64,7,2.8464410305023193,0.8997583755566289
libero_object_full_2,c32_centroid_distance,0.02,70,70,1,3.1205809116363525,1.313432253198569
libero_object_full_2,c32_centroid_distance,0.03,70,69,2,3.025963306427002,1.2736083172323631
libero_object_full_2,c32_centroid_distance,0.05,70,68,3,2.3758978843688965,1.0
libero_object_full_2,c32_centroid_distance,0.1,70,64,7,2.2476117610931396,0.9460052032876686
libero_object_full_2,c32_union_radius,0.02,70,70,1,1.9287587404251099,1.0681262154939026
libero_object_full_2,c32_union_radius,0.03,70,69,2,1.8917913436889648,1.0476540616963068
libero_object_full_2,c32_union_radius,0.05,70,68,3,1.805740475654602,1.0
libero_object_full_2,c32_union_radius,0.1,70,64,7,1.489321231842041,0.8247703653550462
libero_object_full_3,knn20,0.02,70,70,1,3.4803082942962646,1.2603831036923276
libero_object_full_3,knn20,0.03,70,69,2,2.8221895694732666,1.0220474015506953
libero_object_full_3,knn20,0.05,70,68,3,2.761309862136841,1.0
libero_object_full_3,knn20,0.1,70,64,7,1.7281146049499512,0.6258314681180507
libero_object_full_3,norm_only,0.02,70,70,1,9.546978950500488,1.3220443939319304
libero_object_full_3,norm_only,0.03,70,69,2,8.6682767868042,1.2003636742536246
libero_object_full_3,norm_only,0.05,70,68,3,7.221375465393066,1.0
libero_object_full_3,norm_only,0.1,70,64,7,6.3874030113220215,0.8845133509443341
libero_object_full_3,c1_centroid_distance,0.02,70,70,1,9.814672470092773,1.3077513912306296
libero_object_full_3,c1_centroid_distance,0.03,70,69,2,8.402195930480957,1.119546622769261
libero_object_full_3,c1_centroid_distance,0.05,70,68,3,7.504998683929443,1.0
libero_object_full_3,c1_centroid_distance,0.1,70,64,7,6.213924884796143,0.8279714822738218
libero_object_full_3,c4_centroid_distance,0.02,70,70,1,7.109585285186768,1.4912754687828345
libero_object_full_3,c4_centroid_distance,0.03,70,69,2,4.968348979949951,1.0421391202084642
libero_object_full_3,c4_centroid_distance,0.05,70,68,3,4.767452716827393,1.0
libero_object_full_3,c4_centroid_distance,0.1,70,64,7,3.344017505645752,0.7014264648797823
libero_object_full_3,c4_assigned_radius,0.02,70,70,1,3.6170480251312256,1.5217456372559788
libero_object_full_3,c4_assigned_radius,0.03,70,69,2,2.4254727363586426,1.020432277700592
libero_object_full_3,c4_assigned_radius,0.05,70,68,3,2.3769071102142334,1.0
libero_object_full_3,c4_assigned_radius,0.1,70,64,7,1.7012908458709717,0.7157582383257848
libero_object_full_3,c8_centroid_distance,0.02,70,70,1,5.963254451751709,1.5882003663216486
libero_object_full_3,c8_centroid_distance,0.03,70,69,2,4.363513946533203,1.1621396511594313
libero_object_full_3,c8_centroid_distance,0.05,70,68,3,3.7547242641448975,1.0
libero_object_full_3,c8_centroid_distance,0.1,70,64,7,2.6253035068511963,0.6992000802618416
libero_object_full_3,c32_centroid_distance,0.02,70,70,1,3.4212512969970703,1.2036850974665165
libero_object_full_3,c32_centroid_distance,0.03,70,69,2,3.118765115737915,1.0972625996830945
libero_object_full_3,c32_centroid_distance,0.05,70,68,3,2.8423142433166504,1.0
libero_object_full_3,c32_centroid_distance,0.1,70,64,7,2.185927391052246,0.7690660510857248
libero_object_full_3,c32_union_radius,0.02,70,70,1,2.2337005138397217,1.1272943768534043
libero_object_full_3,c32_union_radius,0.03,70,69,2,2.109074115753174,1.0643984618012308
libero_object_full_3,c32_union_radius,0.05,70,68,3,1.9814704656600952,1.0
libero_object_full_3,c32_union_radius,0.1,70,64,7,1.5445822477340698,0.7795131315366424
libero_spatial_full_0,knn20,0.02,70,70,1,2.431532621383667,1.2028252618866215
libero_spatial_full_0,knn20,0.03,70,69,2,2.2368083000183105,1.1064994586536399
libero_spatial_full_0,knn20,0.05,70,68,3,2.021517753601074,1.0
libero_spatial_full_0,knn20,0.1,70,64,7,1.8651412725448608,0.9226440228993048
libero_spatial_full_0,norm_only,0.02,70,70,1,7.5375165939331055,1.0946806667369338
libero_spatial_full_0,norm_only,0.03,70,69,2,6.915268421173096,1.0043109758521365
libero_spatial_full_0,norm_only,0.05,70,68,3,6.885584831237793,1.0
libero_spatial_full_0,norm_only,0.1,70,64,7,6.0730977058410645,0.8820017260246765
libero_spatial_full_0,c1_centroid_distance,0.02,70,70,1,7.292149543762207,1.0927977408802252
libero_spatial_full_0,c1_centroid_distance,0.03,70,69,2,6.675003528594971,1.0003125597795588
libero_spatial_full_0,c1_centroid_distance,0.05,70,68,3,6.67291784286499,1.0
libero_spatial_full_0,c1_centroid_distance,0.1,70,64,7,5.787933826446533,0.867376755227891
libero_spatial_full_0,c4_centroid_distance,0.02,70,70,1,4.094465732574463,1.069245084604144
libero_spatial_full_0,c4_centroid_distance,0.03,70,69,2,3.943944215774536,1.0299372963657294
libero_spatial_full_0,c4_centroid_distance,0.05,70,68,3,3.8293051719665527,1.0
libero_spatial_full_0,c4_centroid_distance,0.1,70,64,7,3.5897414684295654,0.937439380572022
libero_spatial_full_0,c4_assigned_radius,0.02,70,70,1,1.5909706354141235,1.0287894690915191
libero_spatial_full_0,c4_assigned_radius,0.03,70,69,2,1.581202745437622,1.0224731348240084
libero_spatial_full_0,c4_assigned_radius,0.05,70,68,3,1.5464491844177246,1.0
libero_spatial_full_0,c4_assigned_radius,0.1,70,64,7,1.489598274230957,0.9632377767342072
libero_spatial_full_0,c8_centroid_distance,0.02,70,70,1,3.6674463748931885,1.067419578102944
libero_spatial_full_0,c8_centroid_distance,0.03,70,69,2,3.5478875637054443,1.0326216825780972
libero_spatial_full_0,c8_centroid_distance,0.05,70,68,3,3.4358057975769043,1.0
libero_spatial_full_0,c8_centroid_distance,0.1,70,64,7,2.8844218254089355,0.8395182950803473
libero_spatial_full_0,c32_centroid_distance,0.02,70,70,1,2.8402650356292725,1.1928693997640283
libero_spatial_full_0,c32_centroid_distance,0.03,70,69,2,2.462127447128296,1.0340571929576163
libero_spatial_full_0,c32_centroid_distance,0.05,70,68,3,2.3810360431671143,1.0
libero_spatial_full_0,c32_centroid_distance,0.1,70,64,7,2.278470277786255,0.9569238921539246
libero_spatial_full_0,c32_union_radius,0.02,70,70,1,1.5967365503311157,1.082591771059237
libero_spatial_full_0,c32_union_radius,0.03,70,69,2,1.4874212741851807,1.0084757132899598
libero_spatial_full_0,c32_union_radius,0.05,70,68,3,1.4749202728271484,1.0
libero_spatial_full_0,c32_union_radius,0.1,70,64,7,1.3471877574920654,0.913397003425654
libero_spatial_full_1,knn20,0.02,70,70,1,2.4401607513427734,1.113187123944434
libero_spatial_full_1,knn20,0.03,70,69,2,2.3634958267211914,1.0782130318072856
libero_spatial_full_1,knn20,0.05,70,68,3,2.192049026489258,1.0
libero_spatial_full_1,knn20,0.1,70,64,7,1.6891483068466187,0.7705796204530722
libero_spatial_full_1,norm_only,0.02,70,70,1,6.581629753112793,1.1038124522673747
libero_spatial_full_1,norm_only,0.03,70,69,2,5.991518974304199,1.0048443166687326
libero_spatial_full_1,norm_only,0.05,70,68,3,5.962634086608887,1.0
libero_spatial_full_1,norm_only,0.1,70,64,7,5.459599494934082,0.9156355086748423
libero_spatial_full_1,c1_centroid_distance,0.02,70,70,1,6.525491237640381,1.1041813901507929
libero_spatial_full_1,c1_centroid_distance,0.03,70,69,2,6.062056541442871,1.0257633908835817
libero_spatial_full_1,c1_centroid_distance,0.05,70,68,3,5.909800052642822,1.0
libero_spatial_full_1,c1_centroid_distance,0.1,70,64,7,5.533951282501221,0.9364024557863807
libero_spatial_full_1,c4_centroid_distance,0.02,70,70,1,4.079317092895508,1.1508201711820099
libero_spatial_full_1,c4_centroid_distance,0.03,70,69,2,3.9137446880340576,1.1041103766339173
libero_spatial_full_1,c4_centroid_distance,0.05,70,68,3,3.5447041988372803,1.0
libero_spatial_full_1,c4_centroid_distance,0.1,70,64,7,3.063303232192993,0.864191498178552
libero_spatial_full_1,c4_assigned_radius,0.02,70,70,1,1.9303627014160156,1.1700475792172869
libero_spatial_full_1,c4_assigned_radius,0.03,70,69,2,1.7483421564102173,1.0597197647109147
libero_spatial_full_1,c4_assigned_radius,0.05,70,68,3,1.649815559387207,1.0
libero_spatial_full_1,c4_assigned_radius,0.1,70,64,7,1.5108166933059692,0.9157488452025108
libero_spatial_full_1,c8_centroid_distance,0.02,70,70,1,3.3709166049957275,1.1272235592782114
libero_spatial_full_1,c8_centroid_distance,0.03,70,69,2,3.3484628200531006,1.1197150865545655
libero_spatial_full_1,c8_centroid_distance,0.05,70,68,3,2.990459680557251,1.0
libero_spatial_full_1,c8_centroid_distance,0.1,70,64,7,2.5819220542907715,0.8633863452757365
libero_spatial_full_1,c32_centroid_distance,0.02,70,70,1,2.9363064765930176,1.0455716223185803
libero_spatial_full_1,c32_centroid_distance,0.03,70,69,2,2.841379404067993,1.0117696149282938
libero_spatial_full_1,c32_centroid_distance,0.05,70,68,3,2.808326482772827,1.0
libero_spatial_full_1,c32_centroid_distance,0.1,70,64,7,2.1624133586883545,0.7700007004005017
libero_spatial_full_1,c32_union_radius,0.02,70,70,1,2.1285219192504883,1.1202945299598013
libero_spatial_full_1,c32_union_radius,0.03,70,69,2,2.035749673843384,1.0714661678359736
libero_spatial_full_1,c32_union_radius,0.05,70,68,3,1.8999663591384888,1.0
libero_spatial_full_1,c32_union_radius,0.1,70,64,7,1.5442323684692383,0.8127682687863207
libero_spatial_full_2,knn20,0.02,70,70,1,3.0450398921966553,1.5233704692832097
libero_spatial_full_2,knn20,0.03,70,69,2,2.103532314300537,1.0523537038054196
libero_spatial_full_2,knn20,0.05,70,68,3,1.9988833665847778,1.0
libero_spatial_full_2,knn20,0.1,70,64,7,1.8871406316757202,0.9440974212017296
libero_spatial_full_2,norm_only,0.02,70,70,1,7.322845935821533,1.0895650614279413
libero_spatial_full_2,norm_only,0.03,70,69,2,7.030622959136963,1.0460852520297308
libero_spatial_full_2,norm_only,0.05,70,68,3,6.720889091491699,1.0
libero_spatial_full_2,norm_only,0.1,70,64,7,6.259748458862305,0.9313869599167802
libero_spatial_full_2,c1_centroid_distance,0.02,70,70,1,7.301546573638916,1.0901139160970292
libero_spatial_full_2,c1_centroid_distance,0.03,70,69,2,7.001454830169678,1.045310505975302
libero_spatial_full_2,c1_centroid_distance,0.05,70,68,3,6.697966575622559,1.0
libero_spatial_full_2,c1_centroid_distance,0.1,70,64,7,6.199463367462158,0.9255739480733276
libero_spatial_full_2,c4_centroid_distance,0.02,70,70,1,4.5534281730651855,1.2160610926978692
libero_spatial_full_2,c4_centroid_distance,0.03,70,69,2,4.053455352783203,1.0825358736666741
libero_spatial_full_2,c4_centroid_distance,0.05,70,68,3,3.7444074153900146,1.0
libero_spatial_full_2,c4_centroid_distance,0.1,70,64,7,3.455735683441162,0.922905896734855
libero_spatial_full_2,c4_assigned_radius,0.02,70,70,1,1.9729748964309692,1.172364381656459
libero_spatial_full_2,c4_assigned_radius,0.03,70,69,2,1.756339430809021,1.0436370956893817
libero_spatial_full_2,c4_assigned_radius,0.05,70,68,3,1.682902455329895,1.0
libero_spatial_full_2,c4_assigned_radius,0.1,70,64,7,1.497350811958313,0.8897430788196166
libero_spatial_full_2,c8_centroid_distance,0.02,70,70,1,4.136772632598877,1.2716775740762172
libero_spatial_full_2,c8_centroid_distance,0.03,70,69,2,3.5723721981048584,1.0981762871819438
libero_spatial_full_2,c8_centroid_distance,0.05,70,68,3,3.253004312515259,1.0
libero_spatial_full_2,c8_centroid_distance,0.1,70,64,7,2.7925381660461426,0.8584489591060275
libero_spatial_full_2,c32_centroid_distance,0.02,70,70,1,3.7977166175842285,1.481106126187277
libero_spatial_full_2,c32_centroid_distance,0.03,70,69,2,2.6254007816314697,1.0239039857178058
libero_spatial_full_2,c32_centroid_distance,0.05,70,68,3,2.564108371734619,1.0
libero_spatial_full_2,c32_centroid_distance,0.1,70,64,7,2.3891537189483643,0.9317678399575997
libero_spatial_full_2,c32_union_radius,0.02,70,70,1,1.958335518836975,1.2723984787644411
libero_spatial_full_2,c32_union_radius,0.03,70,69,2,1.6063041687011719,1.0436715062504545
libero_spatial_full_2,c32_union_radius,0.05,70,68,3,1.5390897989273071,1.0
libero_spatial_full_2,c32_union_radius,0.1,70,64,7,1.4103081226348877,0.9163260802701858
libero_spatial_full_3,knn20,0.02,70,70,1,3.829882860183716,1.661259644414973
libero_spatial_full_3,knn20,0.03,70,69,2,2.5446343421936035,1.1037670071914143
libero_spatial_full_3,knn20,0.05,70,68,3,2.3054089546203613,1.0
libero_spatial_full_3,knn20,0.1,70,64,7,2.0104196071624756,0.8720446769903075
libero_spatial_full_3,norm_only,0.02,70,70,1,8.330849647521973,1.0548508548121651
libero_spatial_full_3,norm_only,0.03,70,69,2,8.229586601257324,1.0420289440308415
libero_spatial_full_3,norm_only,0.05,70,68,3,7.897656440734863,1.0
libero_spatial_full_3,norm_only,0.1,70,64,7,6.970236778259277,0.8825702701256917
libero_spatial_full_3,c1_centroid_distance,0.02,70,70,1,8.18405818939209,1.0736824892157655
libero_spatial_full_3,c1_centroid_distance,0.03,70,69,2,7.919337272644043,1.0389532379978395
libero_spatial_full_3,c1_centroid_distance,0.05,70,68,3,7.622419357299805,1.0
libero_spatial_full_3,c1_centroid_distance,0.1,70,64,7,6.639970779418945,0.8711106629235779
libero_spatial_full_3,c4_centroid_distance,0.02,70,70,1,5.633427619934082,1.3831607351378892
libero_spatial_full_3,c4_centroid_distance,0.03,70,69,2,4.2638373374938965,1.0468888186949754
libero_spatial_full_3,c4_centroid_distance,0.05,70,68,3,4.0728654861450195,1.0
libero_spatial_full_3,c4_centroid_distance,0.1,70,64,7,3.8800337314605713,0.9526545241082921
libero_spatial_full_3,c4_assigned_radius,0.02,70,70,1,2.022775173187256,1.2428184021817827
libero_spatial_full_3,c4_assigned_radius,0.03,70,69,2,1.776572823524475,1.0915485948016763
libero_spatial_full_3,c4_assigned_radius,0.05,70,68,3,1.6275709867477417,1.0
libero_spatial_full_3,c4_assigned_radius,0.1,70,64,7,1.4224754571914673,0.873986737766749
libero_spatial_full_3,c8_centroid_distance,0.02,70,70,1,5.323997497558594,1.6364909526209437
libero_spatial_full_3,c8_centroid_distance,0.03,70,69,2,3.3719897270202637,1.0364825834591211
libero_spatial_full_3,c8_centroid_distance,0.05,70,68,3,3.253300905227661,1.0
libero_spatial_full_3,c8_centroid_distance,0.1,70,64,7,2.9360086917877197,0.9024706835663153
libero_spatial_full_3,c32_centroid_distance,0.02,70,70,1,4.4607391357421875,1.7249587422993309
libero_spatial_full_3,c32_centroid_distance,0.03,70,69,2,3.2733898162841797,1.2658131777556918
libero_spatial_full_3,c32_centroid_distance,0.05,70,68,3,2.5859975814819336,1.0
libero_spatial_full_3,c32_centroid_distance,0.1,70,64,7,2.4276328086853027,0.9387606647698881
libero_spatial_full_3,c32_union_radius,0.02,70,70,1,2.237746238708496,1.3829686787208386
libero_spatial_full_3,c32_union_radius,0.03,70,69,2,1.6388717889785767,1.012853161538398
libero_spatial_full_3,c32_union_radius,0.05,70,68,3,1.6180744171142578,1.0
libero_spatial_full_3,c32_union_radius,0.1,70,64,7,1.3145242929458618,0.8124003933578283
