cohort,quantity,layer,chunk,alive,alive_risk,auc_pooled,auc_within_suite,auc_within_task
external_8b,spectral_erank,L15,20,3995,564,0.5400003307349965,0.45762850284009704,0.4783075574865155
external_8b,spectral_erank,L15,24,2174,424,0.6972385444743935,0.709995817649519,0.5266339182995198
external_8b,spectral_erank,L15,28,769,380,0.5321472060614261,0.5551880320998327,0.579784126984127
external_8b,spectral_erank,L15,32,569,274,0.6946183347766918,0.6946183347766918,0.756934922476532
external_8b,kirchhoff_efficiency,L2,4,15600,564,0.415043022042606,0.4178405408551399,0.4805188723424183
external_8b,kirchhoff_efficiency,L2,6,15600,564,0.5836050806669195,0.6018452025578348,0.5428100902250944
external_8b,kirchhoff_efficiency,L2,8,14456,564,0.5453934914323872,0.5578409913196477,0.5136654459049986
external_8b,kirchhoff_efficiency,L2,10,11342,564,0.3954051232547519,0.45327296254796773,0.43086610041648904
external_8b,kirchhoff_efficiency,L2,12,9146,564,0.40547209564468595,0.49189759373821584,0.48037456500124287
external_8b,kirchhoff_efficiency,L2,14,5753,564,0.5220332768855012,0.5506657485983063,0.4965644871373625
external_8b,kirchhoff_efficiency,L2,16,4793,564,0.49545669130237185,0.5134869424323294,0.42788196630982367
external_8b,kirchhoff_efficiency,L2,18,4300,564,0.4546866220177077,0.34074917980478947,0.43864262734290077
external_8b,kirchhoff_efficiency,L2,20,3995,564,0.5325696455554384,0.3835125005104223,0.46394672854515606
external_8b,kirchhoff_efficiency,L2,24,2174,424,0.6516145552560647,0.6212296110414053,0.5972316064352368
external_8b,kirchhoff_efficiency,L2,28,769,380,0.4552766878636179,0.4496795654870417,0.5143619047619048
external_8b,kirchhoff_efficiency,L2,32,569,274,0.2691513052084622,0.2691513052084622,0.26402805611222446
external_8b,kirchhoff_efficiency,L3,4,15600,564,0.4604439888004015,0.4995243016833196,0.5036110850946479
external_8b,kirchhoff_efficiency,L3,6,15600,564,0.4219243791260313,0.4747260334410988,0.539532015859636
external_8b,kirchhoff_efficiency,L3,8,14456,564,0.4649238783278503,0.5001103434609114,0.5344320188346086
external_8b,kirchhoff_efficiency,L3,10,11342,564,0.35706823000359283,0.3860511755198366,0.4678155642278556
external_8b,kirchhoff_efficiency,L3,12,9146,564,0.30509872634625335,0.34592979661722717,0.4578051205567984
external_8b,kirchhoff_efficiency,L3,14,5753,564,0.4297484176155506,0.42252859276216365,0.544410406076654
external_8b,kirchhoff_efficiency,L3,16,4793,564,0.5332433182567513,0.4558044224170797,0.5926086272040302
external_8b,kirchhoff_efficiency,L3,18,4300,564,0.5287767001533858,0.40179491847136883,0.5424494636170983
external_8b,kirchhoff_efficiency,L3,20,3995,564,0.5280437438374769,0.3827425687888055,0.5542403633715548
external_8b,kirchhoff_efficiency,L3,24,2174,424,0.5603706199460916,0.5887996654119615,0.4610945746060152
external_8b,kirchhoff_efficiency,L3,28,769,380,0.558736977404952,0.5428311000018793,0.5094857142857143
external_8b,kirchhoff_efficiency,L3,32,569,274,0.6211926265000619,0.6211926265000619,0.7332823541820483
external_8b,kirchhoff_efficiency,L4,4,15600,564,0.43808382341010416,0.4660191349471874,0.49932617360265574
external_8b,kirchhoff_efficiency,L4,6,15600,564,0.5136286387846474,0.5188662374821174,0.5089054353594955
external_8b,kirchhoff_efficiency,L4,8,14456,564,0.5428775018225704,0.5614568039129142,0.4836668628605062
external_8b,kirchhoff_efficiency,L4,10,11342,564,0.4237200417451362,0.48464938918581246,0.45981044829960976
external_8b,kirchhoff_efficiency,L4,12,9146,564,0.4049551799825133,0.45112094206306336,0.49097765970668655
external_8b,kirchhoff_efficiency,L4,14,5753,564,0.4680772474232863,0.4534919385848036,0.44642339434469164
external_8b,kirchhoff_efficiency,L4,16,4793,564,0.5068182123098028,0.5515011437285551,0.45827593671284633
external_8b,kirchhoff_efficiency,L4,18,4300,564,0.48551661427248016,0.45026620550287577,0.49650829554313575
external_8b,kirchhoff_efficiency,L4,20,3995,564,0.5046938530833803,0.4081470918824589,0.5683296510695022
external_8b,kirchhoff_efficiency,L4,24,2174,424,0.7191408355795148,0.7727519866164785,0.5681689523566041
external_8b,kirchhoff_efficiency,L4,28,769,380,0.4950717088350697,0.5125824578548742,0.4737396825396825
external_8b,kirchhoff_efficiency,L4,32,569,274,0.5529815662501546,0.5529815662501546,0.6534516401223499
external_8b,kirchhoff_efficiency,L5,4,15600,564,0.5351385988049485,0.5243033260863851,0.518073636997492
external_8b,kirchhoff_efficiency,L5,6,15600,564,0.591433986328792,0.5798091292772952,0.5600433954606475
external_8b,kirchhoff_efficiency,L5,8,14456,564,0.5874213537869645,0.6219492910495189,0.5550214723257689
external_8b,kirchhoff_efficiency,L5,10,11342,564,0.43688079802697644,0.539710049182441,0.5145508805299577
external_8b,kirchhoff_efficiency,L5,12,9146,564,0.340689154770582,0.35388114723666453,0.5433911260253542
external_8b,kirchhoff_efficiency,L5,14,5753,564,0.3953418920821323,0.3921952266406746,0.535239374553045
external_8b,kirchhoff_efficiency,L5,16,4793,564,0.5075225687544127,0.6824113610369805,0.463397355163728
external_8b,kirchhoff_efficiency,L5,18,4300,564,0.529069519112488,0.6631978818100747,0.5097943408035313
external_8b,kirchhoff_efficiency,L5,20,3995,564,0.5191141573182353,0.5762232404400592,0.5369234377121416
external_8b,kirchhoff_efficiency,L5,24,2174,424,0.5589535040431267,0.5388299874529485,0.4346250068479392
external_8b,kirchhoff_efficiency,L5,28,769,380,0.4635502638343932,0.40181172358059725,0.3799111111111111
external_8b,kirchhoff_efficiency,L5,32,569,274,0.4107385871582333,0.4107385871582333,0.40797384242168544
external_8b,kirchhoff_efficiency,L12,4,15600,564,0.5784909951341367,0.594604590735171,0.5140436868450355
external_8b,kirchhoff_efficiency,L12,6,15600,564,0.65747861161581,0.6551996853397617,0.5541064385543172
external_8b,kirchhoff_efficiency,L12,8,14456,564,0.6428488103771138,0.6489276417125305,0.5242026900355329
external_8b,kirchhoff_efficiency,L12,10,11342,564,0.512264607836557,0.5958202361947069,0.44650247597809334
external_8b,kirchhoff_efficiency,L12,12,9146,564,0.5056859689834075,0.6014325898726474,0.5301236639323887
external_8b,kirchhoff_efficiency,L12,14,5753,564,0.5192235279485108,0.5977130261381216,0.559964436885135
external_8b,kirchhoff_efficiency,L12,16,4793,564,0.6132290718091395,0.6866350552802135,0.5965443954659949
external_8b,kirchhoff_efficiency,L12,18,4300,564,0.6425356793020183,0.702745710849485,0.5827742580128029
external_8b,kirchhoff_efficiency,L12,20,3995,564,0.6431759551523345,0.6802612717359301,0.5642627038102174
external_8b,kirchhoff_efficiency,L12,24,2174,424,0.6855411051212938,0.6786752404851527,0.45683972169974985
external_8b,kirchhoff_efficiency,L12,28,769,380,0.5211067514544716,0.4698641207314552,0.446552380952381
external_8b,kirchhoff_efficiency,L12,32,569,274,0.44706173450451564,0.44706173450451564,0.44053897268220654
external_8b,kirchhoff_efficiency,L13,4,15600,564,0.5324998962301352,0.5712747212928856,0.5346851487621367
external_8b,kirchhoff_efficiency,L13,6,15600,564,0.5984695242057361,0.5863677582147725,0.5297888503845233
external_8b,kirchhoff_efficiency,L13,8,14456,564,0.5456624099180507,0.5733090928016029,0.4832554007804155
external_8b,kirchhoff_efficiency,L13,10,11342,564,0.4346482820928895,0.5569387772808853,0.4792181812219198
external_8b,kirchhoff_efficiency,L13,12,9146,564,0.4568695653611137,0.5177430321490085,0.5154735272184937
external_8b,kirchhoff_efficiency,L13,14,5753,564,0.48713266197315924,0.5165153940391133,0.5663522681149616
external_8b,kirchhoff_efficiency,L13,16,4793,564,0.5481379415015203,0.58027640106748,0.5549433249370277
external_8b,kirchhoff_efficiency,L13,18,4300,564,0.5854324228894255,0.6019680594304041,0.5010486093573288
external_8b,kirchhoff_efficiency,L13,20,3995,564,0.525727048541562,0.514463755719416,0.4626815932065318
external_8b,kirchhoff_efficiency,L13,24,2174,424,0.6681765498652291,0.711082183186951,0.5384488961121966
external_8b,kirchhoff_efficiency,L13,28,769,380,0.538939250439724,0.5381232498261572,0.47812063492063495
external_8b,kirchhoff_efficiency,L13,32,569,274,0.5480762093282198,0.5480762093282198,0.6179200506275709
external_8b,kirchhoff_efficiency,L14,4,15600,564,0.567495752510759,0.5889112305167863,0.49224189066841495
external_8b,kirchhoff_efficiency,L14,6,15600,564,0.6142262117018447,0.6050758207262719,0.5136378300188359
external_8b,kirchhoff_efficiency,L14,8,14456,564,0.611376158123559,0.6125640917857426,0.5201534671811305
external_8b,kirchhoff_efficiency,L14,10,11342,564,0.5129997045465612,0.5898654795783795,0.4879349358869249
external_8b,kirchhoff_efficiency,L14,12,9146,564,0.528979713436171,0.5863124660579792,0.5373710539398459
external_8b,kirchhoff_efficiency,L14,14,5753,564,0.5789813489801804,0.6046271539582756,0.5504600011596668
external_8b,kirchhoff_efficiency,L14,16,4793,564,0.6112048855504629,0.6737209302325582,0.5411681360201511
external_8b,kirchhoff_efficiency,L14,18,4300,564,0.6284995899585403,0.6284413427475107,0.5475607479714075
external_8b,kirchhoff_efficiency,L14,20,3995,564,0.6021702417052697,0.529291254478284,0.5152865377257186
external_8b,kirchhoff_efficiency,L14,24,2174,424,0.7124393530997305,0.697564826432455,0.5026570004200069
external_8b,kirchhoff_efficiency,L14,28,769,380,0.5017859558923015,0.4368339942490932,0.4217904761904762
external_8b,kirchhoff_efficiency,L14,32,569,274,0.39687615984164293,0.39687615984164293,0.5166517245016349
external_8b,kirchhoff_efficiency,L15,4,15600,564,0.516469102994421,0.5162732474964234,0.4861956646165694
external_8b,kirchhoff_efficiency,L15,6,15600,564,0.5911580528245214,0.5665029532252674,0.5346539290062752
external_8b,kirchhoff_efficiency,L15,8,14456,564,0.5689732521191849,0.5698744336452976,0.4913020731149042
external_8b,kirchhoff_efficiency,L15,10,11342,564,0.45132108484712097,0.521633209055122,0.4662053586068934
external_8b,kirchhoff_efficiency,L15,12,9146,564,0.5088189696065161,0.5936763376250122,0.5276224210787969
external_8b,kirchhoff_efficiency,L15,14,5753,564,0.5501334998066012,0.5651557288359906,0.48679429443939776
external_8b,kirchhoff_efficiency,L15,16,4793,564,0.5169934377457911,0.4974818909645444,0.4721150818639798
external_8b,kirchhoff_efficiency,L15,18,4300,564,0.5225114659741522,0.46641801729568755,0.47618394035553896
external_8b,kirchhoff_efficiency,L15,20,3995,564,0.5385034964890413,0.4548813563693179,0.47881361162196523
external_8b,kirchhoff_efficiency,L15,24,2174,424,0.6965849056603773,0.708866583019657,0.5257025985646719
external_8b,kirchhoff_efficiency,L15,28,769,380,0.5323569205790827,0.5550282846886804,0.5777523809523809
external_8b,kirchhoff_efficiency,L15,32,569,274,0.6954843498700978,0.6954843498700978,0.7581478746967619
external_8b,res_cv,L2,4,15600,564,0.587044521045472,0.5800290253417894,0.5163383389008565
external_8b,res_cv,L2,6,15600,564,0.42658034428954433,0.40205542976655817,0.46419094002684896
external_8b,res_cv,L2,8,14456,564,0.45046794624387115,0.44139035763291506,0.47805353911887166
external_8b,res_cv,L2,10,11342,564,0.6070753860306456,0.5554492359864748,0.5635391729249336
external_8b,res_cv,L2,12,9146,564,0.6059650249326067,0.5211463339705577,0.5281428660203829
external_8b,res_cv,L2,14,5753,564,0.4927923088803511,0.45893730606551075,0.5112584317439456
external_8b,res_cv,L2,16,4793,564,0.5211420133525857,0.5021892870758673,0.5685807619647355
external_8b,res_cv,L2,18,4300,564,0.5793287849104742,0.688118214469798,0.5594742678949853
external_8b,res_cv,L2,20,3995,564,0.49194298542078796,0.6315600009456245,0.541181698120194
external_8b,res_cv,L2,24,2174,424,0.354811320754717,0.38292555416143875,0.40618323259253847
external_8b,res_cv,L2,28,769,380,0.5466107427952915,0.5518333364656355,0.4884825396825397
external_8b,res_cv,L2,32,569,274,0.7354571322528765,0.7354571322528765,0.7498945258938932
external_8b,res_cv,L3,4,15600,564,0.5420458983545873,0.49805731096917605,0.502882624124546
external_8b,res_cv,L3,6,15600,564,0.5822071944590665,0.5304193467232905,0.4596224490857815
external_8b,res_cv,L3,8,14456,564,0.5464062432993733,0.5164023928267243,0.4654208357857563
external_8b,res_cv,L3,10,11342,564,0.6444221154466216,0.6236155043679164,0.5334011084511199
external_8b,res_cv,L3,12,9146,564,0.6910931010146587,0.6583871188483955,0.5395460477255779
external_8b,res_cv,L3,14,5753,564,0.5680739671618494,0.5842563199170162,0.4547633313361294
external_8b,res_cv,L3,16,4793,564,0.48454231085933164,0.5705337399923751,0.41667978589420657
external_8b,res_cv,L3,18,4300,564,0.4988823522711741,0.6306319389332963,0.4602351959417171
external_8b,res_cv,L3,20,3995,564,0.4883224707557915,0.6248202776267405,0.45263456720028633
external_8b,res_cv,L3,24,2174,424,0.45074393530997303,0.41758678377248015,0.5440368145212834
external_8b,res_cv,L3,28,769,380,0.4444256528209985,0.4610216316788513,0.4842920634920635
external_8b,res_cv,L3,32,569,274,0.3827415563528393,0.3827415563528393,0.27541925957177515
external_8b,res_cv,L4,4,15600,564,0.5649262101924648,0.5322137173840394,0.49589980539685513
external_8b,res_cv,L4,6,15600,564,0.4939703812504835,0.4853685805368749,0.5002653679248228
external_8b,res_cv,L4,8,14456,564,0.4764675265931921,0.4552796218396982,0.5278377258954069
external_8b,res_cv,L4,10,11342,564,0.5875203494378488,0.5267584457951988,0.551142885252353
external_8b,res_cv,L4,12,9146,564,0.6027687011078772,0.5568413282413629,0.5178038777032066
external_8b,res_cv,L4,14,5753,564,0.5438731550237887,0.5626519060351072,0.5741606911614063
external_8b,res_cv,L4,16,4793,564,0.5208015744043576,0.48104651162790696,0.5599811083123426
external_8b,res_cv,L4,18,4300,564,0.5435545658875879,0.5754906853641176,0.5177494976557268
external_8b,res_cv,L4,20,3995,564,0.5070901314878321,0.5883019808682981,0.45421444352559276
external_8b,res_cv,L4,24,2174,424,0.2768018867924528,0.21641990798828942,0.4421942623399865
external_8b,res_cv,L4,28,769,380,0.5116019483155189,0.4925764438346896,0.5320888888888888
external_8b,res_cv,L4,32,569,274,0.4718050228875418,0.4718050228875418,0.3735629153042928
external_8b,res_cv,L5,4,15600,564,0.4710612968591692,0.4816089914726324,0.4851550060878524
external_8b,res_cv,L5,6,15600,564,0.42159101843518815,0.4331422091551861,0.4423683306796541
external_8b,res_cv,L5,8,14456,564,0.4388494424057522,0.39553001392179177,0.4525919386131275
external_8b,res_cv,L5,10,11342,564,0.5733190081187183,0.47328431615583694,0.488925327124258
external_8b,res_cv,L5,12,9146,564,0.6588503316358997,0.6463179550196336,0.4576031568481233
external_8b,res_cv,L5,14,5753,564,0.6049666575092701,0.5922381493172612,0.48031465625543596
external_8b,res_cv,L5,16,4793,564,0.5077156378869977,0.3266117041555471,0.5457336272040302
external_8b,res_cv,L5,18,4300,564,0.49191829164578493,0.3448706096034428,0.49294521976875694
external_8b,res_cv,L5,20,3995,564,0.5028742938291051,0.43200960238641223,0.47230896456386773
external_8b,res_cv,L5,24,2174,424,0.45490835579514827,0.4808594730238394,0.5721590182794325
external_8b,res_cv,L5,28,769,380,0.545190096062779,0.606833430434701,0.6266920634920635
external_8b,res_cv,L5,32,569,274,0.6226772238030435,0.6226772238030435,0.6312361565235735
external_8b,res_cv,L12,4,15600,564,0.42431792539512736,0.40297725659829003,0.4871634770482762
external_8b,res_cv,L12,6,15600,564,0.35384144247659044,0.34850404965473736,0.4539040304704817
external_8b,res_cv,L12,8,14456,564,0.37569022836756905,0.363874201448627,0.49600527543435136
external_8b,res_cv,L12,10,11342,564,0.4925730309574666,0.41141892829874366,0.554651887318401
external_8b,res_cv,L12,12,9146,564,0.5045497668714496,0.405303763797022,0.47403212776534925
external_8b,res_cv,L12,14,5753,564,0.49723569635166587,0.41210956013198724,0.4469452443997758
external_8b,res_cv,L12,16,4793,564,0.39894623244768895,0.3246263820053374,0.41275385705289674
external_8b,res_cv,L12,18,4300,564,0.369716444940544,0.3095807391165618,0.4186202277294039
external_8b,res_cv,L12,20,3995,564,0.3607910560988567,0.3249176339616721,0.4414026339500611
external_8b,res_cv,L12,24,2174,424,0.3240256064690027,0.3278335424508574,0.5493690765325688
external_8b,res_cv,L12,28,769,380,0.5016980110945745,0.5518427333721739,0.5834412698412699
external_8b,res_cv,L12,32,569,274,0.5820982308548807,0.5820982308548807,0.5903649404071301
external_8b,res_cv,L13,4,15600,564,0.47396809123823863,0.43451039918293477,0.4704140780285765
external_8b,res_cv,L13,6,15600,564,0.41054801808991753,0.42106364923268713,0.47919203271830413
external_8b,res_cv,L13,8,14456,564,0.473961236938245,0.4437983972424644,0.5353530399145466
external_8b,res_cv,L13,10,11342,564,0.5723918502228732,0.45468348719372526,0.5373036434591546
external_8b,res_cv,L13,12,9146,564,0.556699160869443,0.4887832995793737,0.4964190280884912
external_8b,res_cv,L13,14,5753,564,0.5241314482764277,0.4921970150855324,0.44660700825296196
external_8b,res_cv,L13,16,4793,564,0.45312088601332573,0.4215459397636294,0.461045733627204
external_8b,res_cv,L13,18,4300,564,0.41974387595486506,0.4084909635350618,0.5163220713054363
external_8b,res_cv,L13,20,3995,564,0.4751431979180232,0.4856351050180421,0.5389723398215234
external_8b,res_cv,L13,24,2174,424,0.34185040431266844,0.29531367628607275,0.47285476890487754
external_8b,res_cv,L13,28,769,380,0.4724597483425788,0.4748350842902517,0.5389714285714285
external_8b,res_cv,L13,32,569,274,0.4802424842261537,0.4802424842261537,0.4177038287100517
external_8b,res_cv,L14,4,15600,564,0.4325155088779836,0.40889684926723213,0.5185237218111621
external_8b,res_cv,L14,6,15600,564,0.3799005318677255,0.38733107664117095,0.4913052979925697
external_8b,res_cv,L14,8,14456,564,0.39041986509915394,0.38518825445152044,0.4840211017374054
external_8b,res_cv,L14,10,11342,564,0.49869020028979444,0.41599073862903946,0.5149116190601122
external_8b,res_cv,L14,12,9146,564,0.486791792486666,0.41929770409983214,0.47764417101665424
external_8b,res_cv,L14,14,5753,564,0.42559991197965147,0.40021014227078844,0.449457855776107
external_8b,res_cv,L14,16,4793,564,0.3960726258575959,0.33626477316050324,0.4611933249370277
external_8b,res_cv,L14,18,4300,564,0.38755514677965586,0.38526164431754034,0.4590822746587902
external_8b,res_cv,L14,20,3995,564,0.40575086146131123,0.47687196030096646,0.4853676298152285
external_8b,res_cv,L14,24,2174,424,0.3027601078167116,0.3204516938519448,0.5046657292598747
external_8b,res_cv,L14,28,769,380,0.5050669733459613,0.5752880151854008,0.5858539682539682
external_8b,res_cv,L14,32,569,274,0.6184213782011629,0.6184213782011629,0.501608480118131
external_8b,res_cv,L15,4,15600,564,0.494055637628085,0.49101359647640613,0.5211305714255982
external_8b,res_cv,L15,6,15600,564,0.41891882649489925,0.44123119266744015,0.475258343479754
external_8b,res_cv,L15,8,14456,564,0.44556589536709734,0.440860909190084,0.5233525167309746
external_8b,res_cv,L15,10,11342,564,0.5710292439682094,0.5004641840771847,0.5403469648771849
external_8b,res_cv,L15,12,9146,564,0.5143337696746118,0.4378815519929881,0.47508078548347005
external_8b,res_cv,L15,14,5753,564,0.462420163220342,0.4550438616101369,0.5136744042211872
external_8b,res_cv,L15,16,4793,564,0.4923459933019056,0.5220005718642775,0.5198067537783375
external_8b,res_cv,L15,18,4300,564,0.49550615441857637,0.5687900382075973,0.5366903473038113
external_8b,res_cv,L15,20,3995,564,0.462931324945067,0.548874814367474,0.5248398523803058
external_8b,res_cv,L15,24,2174,424,0.3110566037735849,0.29680886658301964,0.4710834352915396
external_8b,res_cv,L15,28,769,380,0.47783114598836424,0.45361686932661766,0.4348698412698413
external_8b,res_cv,L15,32,569,274,0.31577384634417915,0.31577384634417915,0.2560911296276764
external_8b,vol,L2,4,15600,564,0.48684905635458353,0.581060213503355,0.5114264306453123
external_8b,vol,L2,6,15600,564,0.5735396985768435,0.6330556588151803,0.5117906611303633
external_8b,vol,L2,8,14456,564,0.6149432527113926,0.6075250737374557,0.5343284720859764
external_8b,vol,L2,10,11342,564,0.5366066152617165,0.5597446429810905,0.4889646804184567
external_8b,vol,L2,12,9146,564,0.5281907042779627,0.5637789681043281,0.523319040517027
external_8b,vol,L2,14,5753,564,0.6299704503115565,0.5999391928748357,0.5460001159666789
external_8b,vol,L2,16,4793,564,0.6102338798803936,0.4990659550133435,0.5261826983627204
external_8b,vol,L2,18,4300,564,0.5217065697753884,0.3004450735107628,0.44734443797832507
external_8b,vol,L2,20,3995,564,0.49371396797244976,0.2878222913769796,0.4605709771781928
external_8b,vol,L2,24,2174,424,0.5188692722371968,0.5048787118360518,0.5429776665875349
external_8b,vol,L2,28,769,380,0.38881748071979433,0.40772237779323045,0.4046222222222222
external_8b,vol,L2,32,569,274,0.29492762588147964,0.29492762588147964,0.21569454698871426
external_8b,vol,L3,4,15600,564,0.46520667183629266,0.5388317206057397,0.4670423443955335
external_8b,vol,L3,6,15600,564,0.39123007854435404,0.446425621153579,0.5360119883862509
external_8b,vol,L3,8,14456,564,0.397131659529542,0.4325013286253457,0.5556318531598108
external_8b,vol,L3,10,11342,564,0.4311641194500486,0.4293076778153477,0.5203226970124291
external_8b,vol,L3,12,9146,564,0.42662111528169633,0.4096781896035863,0.5146579045488442
external_8b,vol,L3,14,5753,564,0.47409618546598165,0.39711166155469513,0.5293685614333482
external_8b,vol,L3,16,4793,564,0.48763602883836527,0.3469462447579108,0.5685020465994962
external_8b,vol,L3,18,4300,564,0.5066422919798927,0.29816754890490643,0.5494273824294796
external_8b,vol,L3,20,3995,564,0.5169563698526782,0.27778900109821386,0.5320603808983078
external_8b,vol,L3,24,2174,424,0.5443328840970351,0.5019489753241322,0.5148006793155713
external_8b,vol,L3,28,769,380,0.5134352590989041,0.4832829032682441,0.4734984126984127
external_8b,vol,L3,32,569,274,0.5902016578003216,0.5902016578003216,0.6239320746756671
external_8b,vol,L4,4,15600,564,0.3886998626464334,0.43790200849357347,0.5107239861384284
external_8b,vol,L4,6,15600,564,0.4285918877436469,0.4790101344628059,0.4935427138293112
external_8b,vol,L4,8,14456,564,0.5230465822464279,0.545028138833592,0.5153848669151788
external_8b,vol,L4,10,11342,564,0.5159613949613673,0.5437299824490079,0.5746302430065917
external_8b,vol,L4,12,9146,564,0.5146362335153075,0.5312688819552933,0.5747576435495898
external_8b,vol,L4,14,5753,564,0.524550023303524,0.4826333062085863,0.40126403680009276
external_8b,vol,L4,16,4793,564,0.466615181564644,0.468846740373618,0.4068797229219144
external_8b,vol,L4,18,4300,564,0.4229321381384118,0.39097335285984275,0.4239346458335621
external_8b,vol,L4,20,3995,564,0.46857759146372974,0.44178821880890007,0.4975993285525617
external_8b,vol,L4,24,2174,424,0.7283719676549866,0.7781953157674613,0.4727269407059769
external_8b,vol,L4,28,769,380,0.45663644973616563,0.4927267943393035,0.43702857142857143
external_8b,vol,L4,32,569,274,0.557800321662749,0.557800321662749,0.6476373800232043
external_8b,vol,L5,4,15600,564,0.45116873168697724,0.4953908658413406,0.5444048994203532
external_8b,vol,L5,6,15600,564,0.4640078940566282,0.4935415798347095,0.556591010791629
external_8b,vol,L5,8,14456,564,0.43895078140794336,0.45905932324679005,0.5279031238419114
external_8b,vol,L5,10,11342,564,0.4178851653420614,0.42785501095697526,0.5212015872495327
external_8b,vol,L5,12,9146,564,0.45052092372126384,0.47262871760675446,0.5419929157345265
external_8b,vol,L5,14,5753,564,0.5445363828830491,0.6294181294655232,0.5278223390479135
external_8b,vol,L5,16,4793,564,0.5432516782969332,0.7007043461685093,0.469753620906801
external_8b,vol,L5,18,4300,564,0.6100206729235956,0.7411322784654781,0.5171126458994433
external_8b,vol,L5,20,3995,564,0.5624308815534623,0.6518081843795737,0.5523148891000876
external_8b,vol,L5,24,2174,424,0.35187870619946093,0.32150146382266837,0.412318986139771
external_8b,vol,L5,28,769,380,0.3622513868218103,0.32876956905786614,0.2721269841269841
external_8b,vol,L5,32,569,274,0.21881727081529134,0.21881727081529134,0.1698396793587174
external_8b,vol,L12,4,15600,564,0.4733344465009745,0.586309557335376,0.5194134848532151
external_8b,vol,L12,6,15600,564,0.5206546840773633,0.6424771608484562,0.5406012924978927
external_8b,vol,L12,8,14456,564,0.5068849258617134,0.5941502452577333,0.524496980794803
external_8b,vol,L12,10,11342,564,0.47024852964207364,0.5226762288173408,0.4771258977470239
external_8b,vol,L12,12,9146,564,0.522370754556378,0.5346103055619051,0.5278865274670643
external_8b,vol,L12,14,5753,564,0.6064376497473515,0.5285775603823695,0.5464639826823093
external_8b,vol,L12,16,4793,564,0.6112380070737512,0.43026401067479986,0.5800141687657431
external_8b,vol,L12,18,4300,564,0.5416054451987182,0.33465294083958536,0.5528312452647876
external_8b,vol,L12,20,3995,564,0.6199668851584738,0.5122705517503724,0.5556597835075723
external_8b,vol,L12,24,2174,424,0.6690350404312668,0.658310330405688,0.4604736947827834
external_8b,vol,L12,28,769,380,0.5811527533486673,0.5740100358961829,0.6238476190476191
external_8b,vol,L12,32,569,274,0.49924532970431773,0.49924532970431773,0.4772439616074254
external_8b,vol,L13,4,15600,564,0.4656402647829606,0.6028245262260672,0.5313186184217372
external_8b,vol,L13,6,15600,564,0.47158167914735133,0.5794427922904487,0.5160261413422413
external_8b,vol,L13,8,14456,564,0.399479112423498,0.44570251002599204,0.5103383253765832
external_8b,vol,L13,10,11342,564,0.35736820736751645,0.3120643238901724,0.5018200898566885
external_8b,vol,L13,12,9146,564,0.458660795893103,0.37949618029419085,0.5427619313944817
external_8b,vol,L13,14,5753,564,0.6051976425854474,0.509002137191605,0.5399118653240302
external_8b,vol,L13,16,4793,564,0.5775777349573781,0.36077106366755624,0.5198461114609572
external_8b,vol,L13,18,4300,564,0.5272967067596094,0.2575095928068266,0.5277634425131488
external_8b,vol,L13,20,3995,564,0.5711953589611614,0.3731369586568694,0.5157432207260025
external_8b,vol,L13,24,2174,424,0.6442129380053908,0.6260581346716855,0.5051405197129344
external_8b,vol,L13,28,769,380,0.5830266540386957,0.5271664568024207,0.47174603174603175
external_8b,vol,L13,32,569,274,0.539354200173203,0.539354200173203,0.4493196920156102
external_8b,vol,L14,4,15600,564,0.4855779934304242,0.5853497121872642,0.5371046798414036
external_8b,vol,L14,6,15600,564,0.440911552227373,0.5182497305862518,0.5330669247499817
external_8b,vol,L14,8,14456,564,0.426561641681625,0.46525857401218834,0.5641662851786454
external_8b,vol,L14,10,11342,564,0.45200839245692237,0.4375390435205109,0.5723149575312366
external_8b,vol,L14,12,9146,564,0.49317214737757237,0.4337509991511765,0.5915517027094208
external_8b,vol,L14,14,5753,564,0.6907960647796962,0.6459183217233455,0.5417286766269158
external_8b,vol,L14,16,4793,564,0.7370440340170622,0.705805375524209,0.6034910264483627
external_8b,vol,L14,18,4300,564,0.6305775604811154,0.5035845189688039,0.6417050058744085
external_8b,vol,L14,20,3995,564,0.5694956911431235,0.40580076122767844,0.5897999234747405
external_8b,vol,L14,24,2174,424,0.5976832884097035,0.6007862818904224,0.48302624130311717
external_8b,vol,L14,28,769,380,0.4106616154782844,0.39747035275987147,0.3532952380952381
external_8b,vol,L14,32,569,274,0.22756402325869107,0.22756402325869107,0.12277185950849066
external_8b,vol,L15,4,15600,564,0.4260909750405174,0.49531389048471947,0.5010510651140041
external_8b,vol,L15,6,15600,564,0.4216943166188382,0.4547356741351537,0.5122641607609295
external_8b,vol,L15,8,14456,564,0.4298533724190462,0.45359469470641633,0.5225949905172977
external_8b,vol,L15,10,11342,564,0.45955364157878736,0.453465081458418,0.5325746892729479
external_8b,vol,L15,12,9146,564,0.5663001152007088,0.5590856874960871,0.5862074322644792
external_8b,vol,L15,14,5753,564,0.6430873957321065,0.5375090540020925,0.5926187208875316
external_8b,vol,L15,16,4793,564,0.5749410101477639,0.3818356843309188,0.5532509445843828
external_8b,vol,L15,18,4300,564,0.5055526447674153,0.25422778927732825,0.5023662336806738
external_8b,vol,L15,20,3995,564,0.5088838520705045,0.248218894865904,0.5288389143287378
