episode_id,group,success,n_q,scale_level,abstain,n_alarms,alarm_steps,alarm_channels,first_alarm_q,first_alarm_channel,first_loop_alarm_q,first_static_alarm_q,loop_n_entries,static_max_run,loop_onset_q,static_onset_q
367,36,1,40,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
368,36,1,40,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
369,36,1,39,group,0,1,35,loop,35,loop,35,-1,2,1,-1,-1
370,36,1,39,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
371,36,1,39,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
372,36,1,39,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
373,36,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
374,36,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
375,36,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
376,36,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
377,36,1,38,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
378,36,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
379,36,1,40,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
380,36,1,39,group,0,1,35,loop,35,loop,35,-1,2,1,-1,-1
381,36,1,40,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
382,36,1,40,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
383,36,1,39,group,0,1,35,loop,35,loop,35,-1,1,2,-1,-1
384,39,0,52,group,0,1,51,loop,51,loop,51,-1,3,0,-1,37
385,39,1,51,group,0,0,,,-1,none,-1,-1,4,0,-1,38
386,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
387,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,40
388,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
389,39,0,52,group,0,1,44,loop,44,loop,44,-1,3,0,-1,39
390,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,39
391,39,0,52,group,0,1,40,loop,40,loop,40,-1,3,2,-1,-1
392,39,0,52,group,0,0,,,-1,none,-1,-1,3,0,-1,39
393,39,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,38
394,39,0,52,group,0,1,43,loop,43,loop,43,-1,3,0,-1,-1
395,39,0,52,group,0,0,,,-1,none,-1,-1,3,0,-1,39
396,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,40
397,39,1,46,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
398,39,1,48,group,0,1,44,loop,44,loop,44,-1,2,0,-1,-1
399,39,0,52,group,0,1,42,loop,42,loop,42,-1,3,0,48,-1
400,39,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,38
401,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
402,39,1,48,group,0,0,,,-1,none,-1,-1,3,0,-1,37
403,39,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,37
404,39,0,52,group,0,1,39,loop,39,loop,39,-1,3,0,-1,-1
405,39,0,52,group,0,1,42,loop,42,loop,42,-1,2,0,-1,-1
406,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
407,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,37
408,39,0,52,group,0,1,44,loop,44,loop,44,-1,3,1,-1,39
409,39,0,52,group,0,1,40,loop,40,loop,40,-1,3,1,46,-1
410,39,0,52,group,0,1,47,loop,47,loop,47,-1,2,0,-1,39
411,39,0,52,group,0,1,40,loop,40,loop,40,-1,3,1,46,-1
412,39,0,52,group,0,1,42,loop,42,loop,42,-1,3,0,48,-1
413,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
414,39,0,52,group,0,1,42,loop,42,loop,42,-1,3,0,49,-1
415,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
416,42,0,52,group,0,1,34,loop,34,loop,34,-1,2,0,47,-1
417,42,1,38,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
418,42,1,40,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
419,42,1,40,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
420,42,1,39,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
421,42,1,38,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
422,42,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,37
423,42,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
424,42,1,39,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
425,42,0,52,group,0,1,42,loop,42,loop,42,-1,3,0,-1,50
426,42,1,39,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
427,42,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,39
428,42,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,39
429,42,1,38,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
430,42,0,52,group,0,1,43,loop,43,loop,43,-1,2,0,-1,49
431,42,0,52,group,0,1,34,loop,34,loop,34,-1,2,0,30,-1
432,42,0,52,group,0,0,,,-1,none,-1,-1,3,1,31,-1
433,42,0,52,group,0,1,41,loop,41,loop,41,-1,3,0,46,-1
434,42,0,52,group,0,1,36,loop,36,loop,36,-1,4,0,33,-1
435,42,0,52,group,0,2,17|46,loop|loop,17,loop,17,-1,2,2,-1,41
436,42,0,52,group,0,1,39,loop,39,loop,39,-1,3,0,31,-1
437,42,1,37,group,0,1,34,loop,34,loop,34,-1,3,1,-1,-1
438,42,1,38,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
439,42,0,52,group,0,1,44,loop,44,loop,44,-1,4,0,-1,-1
440,42,1,38,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
441,42,0,52,group,0,1,35,loop,35,loop,35,-1,3,0,41,-1
442,42,0,52,group,0,1,35,loop,35,loop,35,-1,3,0,31,-1
443,42,0,52,group,0,1,44,loop,44,loop,44,-1,3,1,-1,-1
444,42,0,52,group,0,0,,,-1,none,-1,-1,0,0,-1,37
445,42,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
446,42,1,35,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
447,42,1,37,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
448,46,1,38,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
449,46,1,41,group,0,1,36,loop,36,loop,36,-1,2,1,-1,-1
450,46,1,39,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
451,46,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
452,46,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
453,46,1,41,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
454,46,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
455,46,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
456,46,1,38,group,0,1,35,loop,35,loop,35,-1,2,1,-1,-1
457,46,1,41,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
458,46,1,38,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
459,46,1,39,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
460,46,1,40,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
461,46,1,42,group,0,1,36,loop,36,loop,36,-1,2,1,-1,-1
462,46,1,41,group,0,1,36,loop,36,loop,36,-1,1,1,-1,-1
463,46,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,-1
464,46,1,39,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
465,46,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
466,46,1,37,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
467,46,1,48,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
468,46,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
469,46,1,41,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
470,46,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
471,46,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
472,46,1,41,group,0,1,36,loop,36,loop,36,-1,2,1,-1,-1
473,46,1,38,group,0,1,35,loop,35,loop,35,-1,2,1,-1,-1
474,46,1,42,group,0,1,36,loop,36,loop,36,-1,2,1,-1,-1
475,46,1,42,group,0,1,36,loop,36,loop,36,-1,2,1,-1,-1
476,46,1,41,group,0,1,36,loop,36,loop,36,-1,2,0,-1,-1
477,46,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
478,46,1,40,group,0,1,36,loop,36,loop,36,-1,2,1,-1,-1
479,46,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
480,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,36
481,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
482,49,0,52,group,0,0,,,-1,none,-1,-1,3,0,-1,36
483,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
484,49,0,52,group,0,2,15|34,loop|loop,15,loop,15,-1,2,0,-1,34
485,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,37
486,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
487,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,35
488,49,0,52,group,0,1,16,loop,16,loop,16,-1,2,0,-1,36
489,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
490,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
491,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,35
492,49,0,52,group,0,1,15,loop,15,loop,15,-1,3,0,-1,35
493,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
494,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
495,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,36
496,49,0,52,group,0,1,16,loop,16,loop,16,-1,1,0,-1,36
497,49,0,52,group,0,1,16,loop,16,loop,16,-1,1,0,-1,35
498,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,35
499,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,36
500,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,36
501,49,0,52,group,0,0,,,-1,none,-1,-1,3,0,-1,35
502,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,36
503,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
504,49,0,52,group,0,1,16,loop,16,loop,16,-1,1,0,-1,35
505,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
506,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
507,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,35
508,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,35
509,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
510,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,35
511,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,34
