cohort,quantity,layer,from_step,to_step,normalised_increment,span
development_extra,mobility,L14,0,1,0.01595232966055343,0.023561296984553302
development_extra,mobility,L14,1,2,0.04629683284747601,0.023561296984553302
development_extra,mobility,L14,2,3,0.05788444093087582,0.023561296984553302
development_extra,mobility,L14,3,4,0.06338811206086972,0.023561296984553302
development_extra,mobility,L14,4,5,0.08145714709224805,0.023561296984553302
development_extra,mobility,L14,5,6,0.09754537279509931,0.023561296984553302
development_extra,mobility,L14,6,7,0.13971631009437452,0.023561296984553302
development_extra,mobility,L14,7,8,0.20140995108454005,0.023561296984553302
development_extra,mobility,L14,8,9,0.2963495034339631,0.023561296984553302
development_extra,mobility,L15,0,1,0.0354670743207248,0.025441199541091995
development_extra,mobility,L15,1,2,0.06090811383856565,0.025441199541091995
development_extra,mobility,L15,2,3,0.07292951567652231,0.025441199541091995
development_extra,mobility,L15,3,4,0.07566521996333815,0.025441199541091995
development_extra,mobility,L15,4,5,0.0895840288637812,0.025441199541091995
development_extra,mobility,L15,5,6,0.09625804618907857,0.025441199541091995
development_extra,mobility,L15,6,7,0.11221439323387591,0.025441199541091995
development_extra,mobility,L15,7,8,0.17306466822465763,0.025441199541091995
development_extra,mobility,L15,8,9,0.2839089396894558,0.025441199541091995
development_extra,mobility,L2,0,1,-0.07836910450171827,0.007125239819288205
development_extra,mobility,L2,1,2,0.031286679803637356,0.007125239819288205
development_extra,mobility,L2,2,3,0.0004977343154969647,0.007125239819288205
development_extra,mobility,L2,3,4,-0.059868236342242656,0.007125239819288205
development_extra,mobility,L2,4,5,-0.09408328789067602,0.007125239819288205
development_extra,mobility,L2,5,6,-0.23611585289023485,0.007125239819288205
development_extra,mobility,L2,6,7,-0.296386145628073,0.007125239819288205
development_extra,mobility,L2,7,8,-0.20176800248030377,0.007125239819288205
development_extra,mobility,L2,8,9,-0.06519378438588577,0.007125239819288205
development_extra,mobility,L3,0,1,0.017214683645373444,0.002220716327428797
development_extra,mobility,L3,1,2,-0.01165706847122192,0.002220716327428797
development_extra,mobility,L3,2,3,0.22334466775928238,0.002220716327428797
development_extra,mobility,L3,3,4,0.025273477275498165,0.002220716327428797
development_extra,mobility,L3,4,5,0.06323737374583727,0.002220716327428797
development_extra,mobility,L3,5,6,-0.18975238165533304,0.002220716327428797
development_extra,mobility,L3,6,7,-0.17220890459790594,0.002220716327428797
development_extra,mobility,L3,7,8,0.17891729671426707,0.002220716327428797
development_extra,mobility,L3,8,9,0.821082703285733,0.002220716327428797
development_extra,mobility,L4,0,1,-0.07744238713525957,0.005976106971502304
development_extra,mobility,L4,1,2,0.14450326923281528,0.005976106971502304
development_extra,mobility,L4,2,3,0.09839864006896668,0.005976106971502304
development_extra,mobility,L4,3,4,0.08367166417631912,0.005976106971502304
development_extra,mobility,L4,4,5,0.05785067812659849,0.005976106971502304
development_extra,mobility,L4,5,6,0.002620622503810741,0.005976106971502304
development_extra,mobility,L4,6,7,0.010954376607894315,0.005976106971502304
development_extra,mobility,L4,7,8,0.15988103720298924,0.005976106971502304
development_extra,mobility,L4,8,9,0.44211971208060613,0.005976106971502304
development_extra,mobility,L5,0,1,-0.06136968921409245,0.008855637162923799
development_extra,mobility,L5,1,2,0.08026108388682374,0.008855637162923799
development_extra,mobility,L5,2,3,0.08130223917798668,0.008855637162923799
development_extra,mobility,L5,3,4,0.08808005495616648,0.008855637162923799
development_extra,mobility,L5,4,5,0.07648726404161636,0.008855637162923799
development_extra,mobility,L5,5,6,0.05592118685813445,0.008855637162923799
development_extra,mobility,L5,6,7,0.11386621133475598,0.008855637162923799
development_extra,mobility,L5,7,8,0.192236388945325,0.008855637162923799
development_extra,mobility,L5,8,9,0.3118455707991913,0.008855637162923799
development_extra,state_action_alignment,L12,0,1,-0.0827019915619471,0.0013138651847839355
development_extra,state_action_alignment,L12,1,2,-0.05062831737958252,0.0013138651847839355
development_extra,state_action_alignment,L12,2,3,-0.09585809554053441,0.0013138651847839355
development_extra,state_action_alignment,L12,3,4,-0.05208002540505944,0.0013138651847839355
development_extra,state_action_alignment,L12,4,5,-0.10080297600136721,0.0013138651847839355
development_extra,state_action_alignment,L12,5,6,-0.06124393231411333,0.0013138651847839355
development_extra,state_action_alignment,L12,6,7,-0.10824297963072177,0.0013138651847839355
development_extra,state_action_alignment,L12,7,8,-0.19094497119266887,0.0013138651847839355
development_extra,state_action_alignment,L12,8,9,-0.25749671097400534,0.0013138651847839355
development_extra,state_action_alignment,L13,0,1,-0.032009211283894175,0.0015529990196228027
development_extra,state_action_alignment,L13,1,2,-0.06087123392808577,0.0015529990196228027
development_extra,state_action_alignment,L13,2,3,-0.06589905968151459,0.0015529990196228027
development_extra,state_action_alignment,L13,3,4,-0.05925925925925926,0.0015529990196228027
development_extra,state_action_alignment,L13,4,5,-0.08643254653617348,0.0015529990196228027
development_extra,state_action_alignment,L13,5,6,-0.09679524083676311,0.0015529990196228027
development_extra,state_action_alignment,L13,6,7,-0.11372097486079974,0.0015529990196228027
development_extra,state_action_alignment,L13,7,8,-0.18038764152746642,0.0015529990196228027
development_extra,state_action_alignment,L13,8,9,-0.30462483208604346,0.0015529990196228027
development_extra,state_action_alignment,L14,0,1,-0.03509186041937134,0.0015150904655456543
development_extra,state_action_alignment,L14,1,2,-0.06648569967347259,0.0015150904655456543
development_extra,state_action_alignment,L14,2,3,-0.03355757504236448,0.0015150904655456543
development_extra,state_action_alignment,L14,3,4,-0.09060151854904352,0.0015150904655456543
development_extra,state_action_alignment,L14,4,5,-0.09119162830945896,0.0015150904655456543
development_extra,state_action_alignment,L14,5,6,-0.10157756009291721,0.0015150904655456543
development_extra,state_action_alignment,L14,6,7,-0.10393799913450569,0.0015150904655456543
development_extra,state_action_alignment,L14,7,8,-0.1757740273024116,0.0015150904655456543
development_extra,state_action_alignment,L14,8,9,-0.3017821314764546,0.0015150904655456543
development_extra,state_action_alignment,L15,0,1,-0.030488225951184108,0.0017262697219847523
development_extra,state_action_alignment,L15,1,2,-0.01567571300324664,0.0017262697219847523
development_extra,state_action_alignment,L15,2,3,-0.0717146605898072,0.0017262697219847523
development_extra,state_action_alignment,L15,3,4,-0.07140390856979043,0.0017262697219847523
development_extra,state_action_alignment,L15,4,5,-0.07240522063393878,0.0017262697219847523
development_extra,state_action_alignment,L15,5,6,-0.11166355914647497,0.0017262697219847523
development_extra,state_action_alignment,L15,6,7,-0.13500448864029596,0.0017262697219847523
development_extra,state_action_alignment,L15,7,8,-0.20174711691182845,0.0017262697219847523
development_extra,state_action_alignment,L15,8,9,-0.2898971065534335,0.0017262697219847523
development_extra,state_action_alignment,L2,0,1,-0.4152672994239658,0.0007347464561463513
development_extra,state_action_alignment,L2,1,2,0.19696600957245342,0.0007347464561463513
development_extra,state_action_alignment,L2,2,3,0.05573132148955617,0.0007347464561463513
development_extra,state_action_alignment,L2,3,4,0.06773748681739362,0.0007347464561463513
development_extra,state_action_alignment,L2,4,5,-0.43368216110984464,0.0007347464561463513
development_extra,state_action_alignment,L2,5,6,0.05475784862526351,0.0007347464561463513
development_extra,state_action_alignment,L2,6,7,0.4185933317105131,0.0007347464561463513
development_extra,state_action_alignment,L2,7,8,-0.04567210189000181,0.0007347464561463513
development_extra,state_action_alignment,L2,8,9,0.5723209215542252,0.0007347464561463513
development_extra,state_action_alignment,L3,0,1,0.22577610536212245,0.0010137557983396217
development_extra,state_action_alignment,L3,1,2,-0.27451787394162513,0.0010137557983396217
development_extra,state_action_alignment,L3,2,3,0.13205550329259713,0.0010137557983396217
development_extra,state_action_alignment,L3,3,4,-0.1673918156162173,0.0010137557983396217
development_extra,state_action_alignment,L3,4,5,-0.07443555973661085,0.0010137557983396217
development_extra,state_action_alignment,L3,5,6,-0.3087370649106979,0.0010137557983396217
development_extra,state_action_alignment,L3,6,7,-0.306973189087446,0.0010137557983396217
development_extra,state_action_alignment,L3,7,8,0.05174035747873531,0.0010137557983396217
development_extra,state_action_alignment,L3,8,9,0.48553621825034154,0.0010137557983396217
development_extra,state_action_alignment,L4,0,1,0.09321120689655173,0.001216888427734375
development_extra,state_action_alignment,L4,1,2,-0.35981583072100315,0.001216888427734375
development_extra,state_action_alignment,L4,2,3,-0.06196120689655173,0.001216888427734375
development_extra,state_action_alignment,L4,3,4,-0.12935932601880878,0.001216888427734375
development_extra,state_action_alignment,L4,4,5,-0.4166829937304075,0.001216888427734375
development_extra,state_action_alignment,L4,5,6,0.2072884012539185,0.001216888427734375
development_extra,state_action_alignment,L4,6,7,0.4443083855799373,0.001216888427734375
development_extra,state_action_alignment,L4,7,8,-0.3536442006269592,0.001216888427734375
development_extra,state_action_alignment,L4,8,9,-0.3301332288401254,0.001216888427734375
development_extra,state_action_alignment,L5,0,1,-0.22744312543649714,0.003243565559387318
development_extra,state_action_alignment,L5,1,2,-0.05556984821195255,0.003243565559387318
development_extra,state_action_alignment,L5,2,3,-0.08206843323903322,0.003243565559387318
development_extra,state_action_alignment,L5,3,4,-0.15399316402653512,0.003243565559387318
development_extra,state_action_alignment,L5,4,5,-0.05713183137935529,0.003243565559387318
development_extra,state_action_alignment,L5,5,6,-0.05808739755227851,0.003243565559387318
development_extra,state_action_alignment,L5,6,7,-0.06929692381197161,0.003243565559387318
development_extra,state_action_alignment,L5,7,8,-0.21253996839280392,0.003243565559387318
development_extra,state_action_alignment,L5,8,9,-0.08386930794957263,0.003243565559387318
development_extra,state_mobility,L12,0,1,-0.005681818182118842,1.3113021849892048e-06
development_extra,state_mobility,L12,1,2,-0.48295454544835187,1.3113021849892048e-06
development_extra,state_mobility,L12,2,3,-0.051136363660235995,1.3113021849892048e-06
development_extra,state_mobility,L12,3,4,-0.16477272727086317,1.3113021849892048e-06
development_extra,state_mobility,L12,4,5,0.32954545454172635,1.3113021849892048e-06
development_extra,state_mobility,L12,5,6,0.6704545454582737,1.3113021849892048e-06
development_extra,state_mobility,L12,6,7,-0.32954545454172635,1.3113021849892048e-06
development_extra,state_mobility,L12,7,8,0.034090909103296256,1.3113021849892048e-06
development_extra,state_mobility,L12,8,9,0.06250000003505689,1.3113021849892048e-06
development_extra,state_mobility,L13,0,1,0.07888631090419054,3.2112002373019255e-06
development_extra,state_mobility,L13,1,2,0.0,3.2112002373019255e-06
development_extra,state_mobility,L13,2,3,0.5313225058001934,3.2112002373019255e-06
development_extra,state_mobility,L13,3,4,-0.27842227377085266,3.2112002373019255e-06
development_extra,state_mobility,L13,4,5,0.11136890949451168,3.2112002373019255e-06
development_extra,state_mobility,L13,5,6,0.1067285382951052,3.2112002373019255e-06
development_extra,state_mobility,L13,6,7,0.2575406032287471,3.2112002373019255e-06
development_extra,state_mobility,L13,7,8,-0.2668213456923853,3.2112002373019255e-06
development_extra,state_mobility,L13,8,9,0.45939675174049016,3.2112002373019255e-06
development_extra,state_mobility,L14,0,1,0.12916666665589824,1.7881393433033521e-06
development_extra,state_mobility,L14,1,2,0.04166666668121858,1.7881393433033521e-06
development_extra,state_mobility,L14,2,3,-0.17083333333711684,1.7881393433033521e-06
development_extra,state_mobility,L14,3,4,-0.004166666674330675,1.7881393433033521e-06
development_extra,state_mobility,L14,4,5,0.2208333333126696,1.7881393433033521e-06
development_extra,state_mobility,L14,5,6,0.36666666669693465,1.7881393433033521e-06
development_extra,state_mobility,L14,6,7,0.08333333330811002,1.7881393433033521e-06
development_extra,state_mobility,L14,7,8,0.3291666666822857,1.7881393433033521e-06
development_extra,state_mobility,L14,8,9,-0.8291666666551222,1.7881393433033521e-06
development_extra,state_mobility,L15,0,1,0.048245614059202066,1.6987323761125106e-06
development_extra,state_mobility,L15,1,2,-0.18859649125103792,1.6987323761125106e-06
development_extra,state_mobility,L15,2,3,0.37280701758166146,1.6987323761125106e-06
development_extra,state_mobility,L15,3,4,0.6271929824183385,1.6987323761125106e-06
development_extra,state_mobility,L15,4,5,-0.6622807017326364,1.6987323761125106e-06
development_extra,state_mobility,L15,5,6,0.3903508771734545,1.6987323761125106e-06
development_extra,state_mobility,L15,6,7,-0.27631578946325736,1.6987323761125106e-06
development_extra,state_mobility,L15,7,8,0.35087719300409814,1.6987323761125106e-06
development_extra,state_mobility,L15,8,9,-0.32456140352245944,1.6987323761125106e-06
development_extra,state_mobility,L3,0,1,0.38235294134082165,5.066394805908203e-07
development_extra,state_mobility,L3,1,2,0.3529411764158046,5.066394805908203e-07
development_extra,state_mobility,L3,2,3,0.1764705882900778,5.066394805908203e-07
development_extra,state_mobility,L3,3,4,-0.6176470588783131,5.066394805908203e-07
development_extra,state_mobility,L3,4,5,0.29411764700403986,5.066394805908203e-07
development_extra,state_mobility,L3,5,6,0.0,5.066394805908203e-07
development_extra,state_mobility,L3,6,7,-0.6764705881257268,5.066394805908203e-07
development_extra,state_mobility,L3,7,8,0.4117647058823529,5.066394805908203e-07
development_extra,state_mobility,L3,8,9,-0.23529411775662618,5.066394805908203e-07
development_extra,state_mobility,L4,0,1,-0.05434782604756457,1.3709068298062288e-06
development_extra,state_mobility,L4,1,2,0.771739130409915,1.3709068298062288e-06
development_extra,state_mobility,L4,2,3,-0.3695652173380482,1.3709068298062288e-06
development_extra,state_mobility,L4,3,4,0.0,1.3709068298062288e-06
development_extra,state_mobility,L4,4,5,-0.2717391304807766,1.3709068298062288e-06
development_extra,state_mobility,L4,5,6,-0.09782608691801005,1.3709068298062288e-06
development_extra,state_mobility,L4,6,7,-0.054347826108303,1.3709068298062288e-06
development_extra,state_mobility,L4,7,8,-0.2065217391548622,1.3709068298062288e-06
development_extra,state_mobility,L4,8,9,0.03260869567308026,1.3709068298062288e-06
development_extra,state_mobility,L5,0,1,0.023668639065058603,2.518296241676987e-06
development_extra,state_mobility,L5,1,2,0.502958579898287,2.518296241676987e-06
development_extra,state_mobility,L5,2,3,-0.21893491126086415,2.518296241676987e-06
development_extra,state_mobility,L5,3,4,0.33136094673447536,2.518296241676987e-06
development_extra,state_mobility,L5,4,5,-0.08875739644161731,2.518296241676987e-06
development_extra,state_mobility,L5,5,6,-0.19526627219580553,2.518296241676987e-06
development_extra,state_mobility,L5,6,7,-0.2603550295833858,2.518296241676987e-06
development_extra,state_mobility,L5,7,8,-0.45562130177919136,2.518296241676987e-06
development_extra,state_mobility,L5,8,9,0.5739644970493765,2.518296241676987e-06
development_extra,token_differentiation,L12,0,1,0.029638809354494346,0.0024329305160790994
development_extra,token_differentiation,L12,1,2,0.05044315166952759,0.0024329305160790994
development_extra,token_differentiation,L12,2,3,0.061129694391717906,0.0024329305160790994
development_extra,token_differentiation,L12,3,4,0.06748711906388938,0.0024329305160790994
development_extra,token_differentiation,L12,4,5,0.08073616395726678,0.0024329305160790994
development_extra,token_differentiation,L12,5,6,0.08936176647041225,0.0024329305160790994
development_extra,token_differentiation,L12,6,7,0.1289742517171002,0.0024329305160790994
development_extra,token_differentiation,L12,7,8,0.19804701858687795,0.0024329305160790994
development_extra,token_differentiation,L12,8,9,0.2941820247887137,0.0024329305160790994
development_extra,token_differentiation,L13,0,1,0.027838436699073037,0.002628528745845
development_extra,token_differentiation,L13,1,2,0.053258641146683224,0.002628528745845
development_extra,token_differentiation,L13,2,3,0.06668228597597216,0.002628528745845
development_extra,token_differentiation,L13,3,4,0.06864854738208014,0.002628528745845
development_extra,token_differentiation,L13,4,5,0.09083006294817919,0.002628528745845
development_extra,token_differentiation,L13,5,6,0.09708608350541828,0.002628528745845
development_extra,token_differentiation,L13,6,7,0.13271830457564696,0.002628528745845
development_extra,token_differentiation,L13,7,8,0.18980782491964437,0.002628528745845
development_extra,token_differentiation,L13,8,9,0.2731298128473026,0.002628528745845
development_extra,token_differentiation,L14,0,1,0.01603105014421368,0.0027678598416970004
development_extra,token_differentiation,L14,1,2,0.04304863761307602,0.0027678598416970004
development_extra,token_differentiation,L14,2,3,0.05294116038894471,0.0027678598416970004
development_extra,token_differentiation,L14,3,4,0.056830293574532585,0.0027678598416970004
development_extra,token_differentiation,L14,4,5,0.07176682445358648,0.0027678598416970004
development_extra,token_differentiation,L14,5,6,0.08927496878642525,0.0027678598416970004
development_extra,token_differentiation,L14,6,7,0.1363302543538648,0.0027678598416970004
development_extra,token_differentiation,L14,7,8,0.21458869725793014,0.0027678598416970004
development_extra,token_differentiation,L14,8,9,0.3191881134274263,0.0027678598416970004
development_extra,token_differentiation,L15,0,1,0.040186054114882575,0.0029340642504394
development_extra,token_differentiation,L15,1,2,0.06668714007861205,0.0029340642504394
development_extra,token_differentiation,L15,2,3,0.0810446360057347,0.0029340642504394
development_extra,token_differentiation,L15,3,4,0.082106634734506,0.0029340642504394
development_extra,token_differentiation,L15,4,5,0.0963138335987632,0.0029340642504394
development_extra,token_differentiation,L15,5,6,0.10109826364834279,0.0029340642504394
development_extra,token_differentiation,L15,6,7,0.09909591634786373,0.0029340642504394
development_extra,token_differentiation,L15,7,8,0.14493271151295214,0.0029340642504394
development_extra,token_differentiation,L15,8,9,0.28853480995834285,0.0029340642504394
development_extra,token_differentiation,L2,0,1,0.0245396257641594,0.0008063805289566005
development_extra,token_differentiation,L2,1,2,0.211719887346993,0.0008063805289566005
development_extra,token_differentiation,L2,2,3,0.19225536456032624,0.0008063805289566005
development_extra,token_differentiation,L2,3,4,0.12707016098154741,0.0008063805289566005
development_extra,token_differentiation,L2,4,5,0.0771125762188965,0.0008063805289566005
development_extra,token_differentiation,L2,5,6,-0.08535481833044749,0.0008063805289566005
development_extra,token_differentiation,L2,6,7,-0.22800485537541412,0.0008063805289566005
development_extra,token_differentiation,L2,7,8,-0.21797245348326091,0.0008063805289566005
development_extra,token_differentiation,L2,8,9,-0.46866787281087746,0.0008063805289566005
development_extra,token_differentiation,L3,0,1,0.10912913199326264,0.000878821592778
development_extra,token_differentiation,L3,1,2,0.12033403011254208,0.000878821592778
development_extra,token_differentiation,L3,2,3,0.22994401922364674,0.000878821592778
development_extra,token_differentiation,L3,3,4,0.1487207611053952,0.000878821592778
development_extra,token_differentiation,L3,4,5,0.15512053220162128,0.000878821592778
development_extra,token_differentiation,L3,5,6,0.045352111929694586,0.000878821592778
development_extra,token_differentiation,L3,6,7,0.04697695859861361,0.000878821592778
development_extra,token_differentiation,L3,7,8,0.1444224548352239,0.000878821592778
development_extra,token_differentiation,L3,8,9,-0.09044193815886194,0.000878821592778
development_extra,token_differentiation,L4,0,1,0.04677592073021947,0.0015874232631177
development_extra,token_differentiation,L4,1,2,0.17903275935173688,0.0015874232631177
development_extra,token_differentiation,L4,2,3,0.1733006684873071,0.0015874232631177
development_extra,token_differentiation,L4,3,4,0.1621601919995385,0.0015874232631177
development_extra,token_differentiation,L4,4,5,0.1403488829676304,0.0015874232631177
development_extra,token_differentiation,L4,5,6,0.09756258900239964,0.0015874232631177
development_extra,token_differentiation,L4,6,7,0.06639990929803101,0.0015874232631177
development_extra,token_differentiation,L4,7,8,0.11089023928222988,0.0015874232631177
development_extra,token_differentiation,L4,8,9,0.023528838880907177,0.0015874232631177
development_extra,token_differentiation,L5,0,1,0.020480464851577077,0.0032353857532144
development_extra,token_differentiation,L5,1,2,0.10028399792860755,0.0032353857532144
development_extra,token_differentiation,L5,2,3,0.1078472490687197,0.0032353857532144
development_extra,token_differentiation,L5,3,4,0.1087891112442182,0.0032353857532144
development_extra,token_differentiation,L5,4,5,0.0924944926106216,0.0032353857532144
development_extra,token_differentiation,L5,5,6,0.0812728898847244,0.0032353857532144
development_extra,token_differentiation,L5,6,7,0.15352468602914185,0.0032353857532144
development_extra,token_differentiation,L5,7,8,0.24396087011714535,0.0032353857532144
development_extra,token_differentiation,L5,8,9,0.09134623826524427,0.0032353857532144
development_extra,token_entropy,L12,0,1,-0.026264591439590698,0.004411697387694868
development_extra,token_entropy,L12,1,2,-0.043828361435369736,0.004411697387694868
development_extra,token_entropy,L12,2,3,-0.05123216601816339,0.004411697387694868
development_extra,token_entropy,L12,3,4,-0.04728707306528794,0.004411697387694868
development_extra,token_entropy,L12,4,5,-0.06279723303060172,0.004411697387694868
development_extra,token_entropy,L12,5,6,-0.060743623000539114,0.004411697387694868
development_extra,token_entropy,L12,6,7,-0.11278642455696458,0.004411697387694868
development_extra,token_entropy,L12,7,8,-0.1986057068741087,0.004411697387694868
development_extra,token_entropy,L12,8,9,-0.3964548205793741,0.004411697387694868
development_extra,token_entropy,L13,0,1,-0.014659482549390807,0.004911661148071289
development_extra,token_entropy,L13,1,2,-0.03606621037813698,0.004911661148071289
development_extra,token_entropy,L13,2,3,-0.043784282316392406,0.004911661148071289
development_extra,token_entropy,L13,3,4,-0.043881364982282414,0.004911661148071289
development_extra,token_entropy,L13,4,5,-0.05965729818940828,0.004911661148071289
development_extra,token_entropy,L13,5,6,-0.08150089801465948,0.004911661148071289
development_extra,token_entropy,L13,6,7,-0.12683850298529198,0.004911661148071289
development_extra,token_entropy,L13,7,8,-0.23052279015581767,0.004911661148071289
development_extra,token_entropy,L13,8,9,-0.36308917042862,0.004911661148071289
development_extra,token_entropy,L14,0,1,-0.022861703126466997,0.005078792572021484
development_extra,token_entropy,L14,1,2,-0.038869589709886396,0.005078792572021484
development_extra,token_entropy,L14,2,3,-0.03868181391418646,0.005078792572021484
development_extra,token_entropy,L14,3,4,-0.04670922918035865,0.005078792572021484
development_extra,token_entropy,L14,4,5,-0.04849309923950803,0.005078792572021484
development_extra,token_entropy,L14,5,6,-0.05957187118580415,0.005078792572021484
development_extra,token_entropy,L14,6,7,-0.10097643413755222,0.005078792572021484
development_extra,token_entropy,L14,7,8,-0.20885362876733934,0.005078792572021484
development_extra,token_entropy,L14,8,9,-0.43498263073889776,0.005078792572021484
development_extra,token_entropy,L15,0,1,-0.018240373927665518,0.008365392684936523
development_extra,token_entropy,L15,1,2,-0.0350272180579171,0.008365392684936523
development_extra,token_entropy,L15,2,3,-0.04380539801065922,0.008365392684936523
development_extra,token_entropy,L15,3,4,-0.058226693647272856,0.008365392684936523
development_extra,token_entropy,L15,4,5,-0.07849060905748567,0.008365392684936523
development_extra,token_entropy,L15,5,6,-0.09846951862513181,0.008365392684936523
development_extra,token_entropy,L15,6,7,-0.14714851654458916,0.008365392684936523
development_extra,token_entropy,L15,7,8,-0.2124718556730413,0.008365392684936523
development_extra,token_entropy,L15,8,9,-0.30811981645623737,0.008365392684936523
development_extra,token_entropy,L2,0,1,-0.24113475177333923,0.00036978721618607935
development_extra,token_entropy,L2,1,2,0.07736943907165965,0.00036978721618607935
development_extra,token_entropy,L2,2,3,-0.2417794970989364,0.00036978721618607935
development_extra,token_entropy,L2,3,4,0.0012894906511943275,0.00036978721618607935
development_extra,token_entropy,L2,4,5,-0.23275306254177702,0.00036978721618607935
development_extra,token_entropy,L2,5,6,0.13990973565578546,0.00036978721618607935
development_extra,token_entropy,L2,6,7,0.19213410702795478,0.00036978721618607935
development_extra,token_entropy,L2,7,8,-0.1785944551892134,0.00036978721618607935
development_extra,token_entropy,L2,8,9,-0.5164410058033282,0.00036978721618607935
development_extra,token_entropy,L3,0,1,0.028258488499242576,0.0021767616271977097
development_extra,token_entropy,L3,1,2,-0.012267250821465186,0.0021767616271977097
development_extra,token_entropy,L3,2,3,-0.022453450164288957,0.0021767616271977097
development_extra,token_entropy,L3,3,4,-0.023110624315438876,0.0021767616271977097
development_extra,token_entropy,L3,4,5,-0.07141292442495804,0.0021767616271977097
development_extra,token_entropy,L3,5,6,-0.06549835706460876,0.0021767616271977097
development_extra,token_entropy,L3,6,7,-0.16133625410730554,0.0021767616271977097
development_extra,token_entropy,L3,7,8,-0.287294633077707,0.0021767616271977097
development_extra,token_entropy,L3,8,9,-0.35662650602422763,0.0021767616271977097
development_extra,token_entropy,L4,0,1,-0.008210332103321033,0.0025844573974609375
development_extra,token_entropy,L4,1,2,-0.06789667896678966,0.0025844573974609375
development_extra,token_entropy,L4,2,3,-0.04815498154964367,0.0025844573974609375
development_extra,token_entropy,L4,3,4,-0.05359778597803161,0.0025844573974609375
development_extra,token_entropy,L4,4,5,-0.06485239852398524,0.0025844573974609375
development_extra,token_entropy,L4,5,6,-0.04215867158654404,0.0025844573974609375
development_extra,token_entropy,L4,6,7,-0.10839483394851132,0.0025844573974609375
development_extra,token_entropy,L4,7,8,-0.19787822878228783,0.0025844573974609375
development_extra,token_entropy,L4,8,9,-0.4088560885608856,0.0025844573974609375
development_extra,token_entropy,L5,0,1,-0.026191658391261172,0.0057621002197265625
development_extra,token_entropy,L5,1,2,-0.0454319761667551,0.0057621002197265625
development_extra,token_entropy,L5,2,3,-0.054907315458534535,0.0057621002197265625
development_extra,token_entropy,L5,3,4,-0.0732787156570672,0.0057621002197265625
development_extra,token_entropy,L5,4,5,-0.09376034425686859,0.0057621002197265625
development_extra,token_entropy,L5,5,6,-0.08358159549817941,0.0057621002197265625
development_extra,token_entropy,L5,6,7,-0.13526150281363786,0.0057621002197265625
development_extra,token_entropy,L5,7,8,-0.251324064879102,0.0057621002197265625
development_extra,token_entropy,L5,8,9,-0.23626282687859412,0.0057621002197265625
development_main,action_consensus,L12,0,1,-0.009670400515903347,0.0007396340370179333
development_main,action_consensus,L12,1,2,-0.02328954790862229,0.0007396340370179333
development_main,action_consensus,L12,2,3,-0.03191232170228591,0.0007396340370179333
development_main,action_consensus,L12,3,4,-0.0350552018694554,0.0007396340370179333
development_main,action_consensus,L12,4,5,-0.045047949069367293,0.0007396340370179333
development_main,action_consensus,L12,5,6,-0.052623096139740456,0.0007396340370179333
development_main,action_consensus,L12,6,7,-0.10435973889932051,0.0007396340370179333
development_main,action_consensus,L12,7,8,-0.22709323877812188,0.0007396340370179333
development_main,action_consensus,L12,8,9,-0.4709485051171829,0.0007396340370179333
development_main,action_consensus,L13,0,1,-0.013036361510475034,0.00101959705352761
development_main,action_consensus,L13,1,2,-0.026365018122193124,0.00101959705352761
development_main,action_consensus,L13,2,3,-0.03454928095416762,0.00101959705352761
development_main,action_consensus,L13,3,4,-0.037647609025972036,0.00101959705352761
development_main,action_consensus,L13,4,5,-0.05448380685151792,0.00101959705352761
development_main,action_consensus,L13,5,6,-0.07096925055526726,0.00101959705352761
development_main,action_consensus,L13,6,7,-0.10475856424659494,0.00101959705352761
development_main,action_consensus,L13,7,8,-0.21442768619191724,0.00101959705352761
development_main,action_consensus,L13,8,9,-0.44376242254189485,0.00101959705352761
development_main,action_consensus,L14,0,1,-0.006007067137939241,0.0008434057235719994
development_main,action_consensus,L14,1,2,-0.02000000000012637,0.0008434057235719994
development_main,action_consensus,L14,2,3,-0.026360424028261612,0.0008434057235719994
development_main,action_consensus,L14,3,4,-0.029257950529764362,0.0008434057235719994
development_main,action_consensus,L14,4,5,-0.040000000000121105,0.0008434057235719994
development_main,action_consensus,L14,5,6,-0.05201413427560468,0.0008434057235719994
development_main,action_consensus,L14,6,7,-0.09399293286203443,0.0008434057235719994
development_main,action_consensus,L14,7,8,-0.2115194346289196,0.0008434057235719994
development_main,action_consensus,L14,8,9,-0.5208480565372287,0.0008434057235719994
development_main,action_consensus,L15,0,1,-0.020490093847660967,0.0011432170867919922
development_main,action_consensus,L15,1,2,-0.03550573514086875,0.0011432170867919922
development_main,action_consensus,L15,2,3,-0.047393117831074034,0.0011432170867919922
development_main,action_consensus,L15,3,4,-0.06173096976026395,0.0011432170867919922
development_main,action_consensus,L15,4,5,-0.09144942648592283,0.0011432170867919922
development_main,action_consensus,L15,5,6,-0.12299270072982989,0.0011432170867919922
development_main,action_consensus,L15,6,7,-0.12857142857142856,0.0011432170867919922
development_main,action_consensus,L15,7,8,-0.14994786235662147,0.0011432170867919922
development_main,action_consensus,L15,8,9,-0.3419186652763295,0.0011432170867919922
development_main,action_consensus,L2,0,1,0.007850834151132144,0.00024294853210438117
development_main,action_consensus,L2,1,2,-0.11825318940188491,0.00024294853210438117
development_main,action_consensus,L2,2,3,-0.09298331697701437,0.00024294853210438117
