cohort,quantity,layer,group,chunk,alive,alive_risk,prior,auc_pooled,auc_within_suite,auc_within_task
development_main,bandedness,L15,back,10,10516,487,0.04631038417649296,0.34064682646198713,0.3474296078415629,0.4755484055153044
development_main,bandedness,L15,back,12,8342,487,0.058379285543035245,0.29591583592239734,0.28212034775856326,0.48515251679660837
development_main,bandedness,L15,back,14,4808,487,0.10128951747088186,0.4124104761284724,0.4326333398055352,0.45320314091104524
development_main,bandedness,L15,back,16,3554,487,0.13702870005627463,0.46882224434581815,0.6761340168412077,0.4042748766638741
development_main,bandedness,L15,back,18,3059,487,0.15920235371036287,0.43461012770604934,0.5840056107643553,0.4654977527787496
development_main,bandedness,L15,back,20,2776,487,0.17543227665706052,0.3157207535727966,0.3846543378230739,0.4256350112650844
development_main,bandedness,L15,back,24,1312,361,0.27515243902439024,0.3802048288577995,0.35594331258163237,0.4727422153228016
development_main,bandedness,L15,back,28,671,324,0.4828614008941878,0.6034706656704736,0.5891554378586079,0.6503279346807657
development_main,bandedness,L15,back,32,515,222,0.43106796116504853,0.40932570796052026,0.40932570796052026,0.4238966453630304
development_main,d_cv,L2,front,4,14800,487,0.0329054054054054,0.5251294360420468,0.5045127743014595,0.5087819881155006
development_main,d_cv,L2,front,6,14800,487,0.0329054054054054,0.47235422027705315,0.48564811266138086,0.5236435844605691
development_main,d_cv,L2,front,8,13666,487,0.03563588467730133,0.539193786144437,0.48676290575334735,0.5616136012364761
development_main,d_cv,L2,front,10,10516,487,0.04631038417649296,0.6079379041027427,0.5373503767957684,0.5585055901483762
development_main,d_cv,L2,front,12,8342,487,0.058379285543035245,0.6630484251911899,0.5993242930225479,0.555042575360184
development_main,d_cv,L2,front,14,4808,487,0.10128951747088186,0.6130819972371214,0.5793116066494407,0.5792582199995474
development_main,d_cv,L2,front,16,3554,487,0.13702870005627463,0.5354435405311493,0.5168695206118261,0.6156567066927302
development_main,d_cv,L2,front,18,3059,487,0.15920235371036287,0.5598963406261077,0.5191459911979279,0.5348790268320909
development_main,d_cv,L2,front,20,2776,487,0.17543227665706052,0.4995250026239232,0.5291494214375144,0.4365065893027993
development_main,d_cv,L2,front,24,1312,361,0.27515243902439024,0.5047828353883214,0.6059647634210752,0.37978266824947493
development_main,d_cv,L2,front,28,671,324,0.4828614008941878,0.43489166399829227,0.4882908845444868,0.46092892517735246
development_main,d_cv,L2,front,32,515,222,0.43106796116504853,0.7088368231712942,0.7088368231712942,0.7478947801519598
development_main,d_cv,L3,front,4,14800,487,0.0329054054054054,0.5405706619863248,0.47452337463162136,0.48699572994117474
development_main,d_cv,L3,front,6,14800,487,0.0329054054054054,0.5462598367303255,0.48486913484230687,0.5004986712054704
development_main,d_cv,L3,front,8,13666,487,0.03563588467730133,0.5934020475920484,0.5328896774903569,0.5014652241112828
development_main,d_cv,L3,front,10,10516,487,0.04631038417649296,0.5998759654496826,0.5349804041220485,0.5307516029721534
development_main,d_cv,L3,front,12,8342,487,0.058379285543035245,0.5702236506913683,0.5326448313820998,0.5088923220637372
development_main,d_cv,L3,front,14,4808,487,0.10128951747088186,0.6066927811124412,0.657506011679835,0.5227874454074359
development_main,d_cv,L3,front,16,3554,487,0.13702870005627463,0.5559941591921421,0.6698543715191728,0.521711812342921
development_main,d_cv,L3,front,18,3059,487,0.15920235371036287,0.5118433070086639,0.591661966290884,0.5582528191188739
development_main,d_cv,L3,front,20,2776,487,0.17543227665706052,0.5460402083708981,0.5877841973890923,0.5068825036264313
development_main,d_cv,L3,front,24,1312,361,0.27515243902439024,0.4619368444355118,0.3621759731530827,0.421970596292576
development_main,d_cv,L3,front,28,671,324,0.4828614008941878,0.5054345892482299,0.40428901524002386,0.33915138535671263
development_main,d_cv,L3,front,32,515,222,0.43106796116504853,0.24845493958121945,0.24845493958121945,0.24900567792193543
development_main,d_cv,L4,front,4,14800,487,0.0329054054054054,0.5254319280974161,0.46169859540951486,0.5262802711338052
development_main,d_cv,L4,front,6,14800,487,0.0329054054054054,0.5392778437947381,0.502303281615438,0.5093851712502613
development_main,d_cv,L4,front,8,13666,487,0.03563588467730133,0.6577514348709516,0.587184348421413,0.5178299845440495
development_main,d_cv,L4,front,10,10516,487,0.04631038417649296,0.6234400730694128,0.5293536705804894,0.5167704451285849
development_main,d_cv,L4,front,12,8342,487,0.058379285543035245,0.559568252607254,0.4553113480387291,0.4927244637660331
development_main,d_cv,L4,front,14,4808,487,0.10128951747088186,0.5012108384295787,0.5217675085507745,0.4879613495960716
development_main,d_cv,L4,front,16,3554,487,0.13702870005627463,0.40215207390858104,0.5471860260612359,0.4510960625523597
development_main,d_cv,L4,front,18,3059,487,0.15920235371036287,0.4200308327558512,0.5353019867746269,0.48304491751217804
development_main,d_cv,L4,front,20,2776,487,0.17543227665706052,0.34865749325180784,0.39953407976267374,0.45376685904756026
development_main,d_cv,L4,front,24,1312,361,0.27515243902439024,0.43041003638100733,0.5312657902012565,0.4248013880010958
development_main,d_cv,L4,front,28,671,324,0.4828614008941878,0.2776399117657523,0.3255575460186411,0.3759871503145496
development_main,d_cv,L4,front,32,515,222,0.43106796116504853,0.3315807274851644,0.3315807274851644,0.33614943632224265
development_main,d_cv,L5,front,4,14800,487,0.0329054054054054,0.4767696574286439,0.4213603196177151,0.4985219027143241
development_main,d_cv,L5,front,6,14800,487,0.0329054054054054,0.39200065247041394,0.43391370296765625,0.5004777688196124
development_main,d_cv,L5,front,8,13666,487,0.03563588467730133,0.37362860116110924,0.4135917623554878,0.5383802163833076
development_main,d_cv,L5,front,10,10516,487,0.04631038417649296,0.5807595345162274,0.5265563623484364,0.5624098207603219
development_main,d_cv,L5,front,12,8342,487,0.058379285543035245,0.683726866707534,0.679985021056556,0.5147037689074121
development_main,d_cv,L5,front,14,4808,487,0.10128951747088186,0.5934830945950891,0.6630457186384479,0.5390577266864294
development_main,d_cv,L5,front,16,3554,487,0.13702870005627463,0.4327577330113435,0.4450370733072188,0.48860886158428746
development_main,d_cv,L5,front,18,3059,487,0.15920235371036287,0.45983079507314595,0.5619800209290416,0.4799633985520898
development_main,d_cv,L5,front,20,2776,487,0.17543227665706052,0.5218924900178785,0.6611402186655183,0.4771149038609919
development_main,d_cv,L5,front,24,1312,361,0.27515243902439024,0.4414262869526464,0.414577990485361,0.47180622774175873
development_main,d_cv,L5,front,28,671,324,0.4828614008941878,0.4804052371295407,0.5041150660747202,0.4466604202917949
development_main,d_cv,L5,front,32,515,222,0.43106796116504853,0.3568551486640224,0.3568551486640224,0.3008475738541295
development_main,d_cv,L12,back,4,14800,487,0.0329054054054054,0.4047149308270895,0.44443831648560106,0.5229060288452925
development_main,d_cv,L12,back,6,14800,487,0.0329054054054054,0.4716293009714894,0.479640012538427,0.516420317119054
development_main,d_cv,L12,back,8,13666,487,0.03563588467730133,0.5439946850918478,0.5190675462813862,0.5261947449768161
development_main,d_cv,L12,back,10,10516,487,0.04631038417649296,0.47308953930930897,0.47068201506112506,0.5601413547525906
development_main,d_cv,L12,back,12,8342,487,0.058379285543035245,0.45859998405389263,0.4397500126846723,0.5243326267380448
development_main,d_cv,L12,back,14,4808,487,0.10128951747088186,0.492623294763599,0.5281144982301017,0.5067887126337942
development_main,d_cv,L12,back,16,3554,487,0.13702870005627463,0.5136657094901077,0.6614995536547019,0.4943858791771386
development_main,d_cv,L12,back,18,3059,487,0.15920235371036287,0.4680120137573809,0.6433602244305742,0.5264553112468714
development_main,d_cv,L12,back,20,2776,487,0.17543227665706052,0.3723158611446764,0.457502970565484,0.4936961822165983
development_main,d_cv,L12,back,24,1312,361,0.27515243902439024,0.42903664607309405,0.3509786349639149,0.4710985298146288
development_main,d_cv,L12,back,28,671,324,0.4828614008941878,0.4117123848151706,0.3502479424669626,0.31944853433275333
development_main,d_cv,L12,back,32,515,222,0.43106796116504853,0.4528641269255604,0.4528641269255604,0.4421647420248512
development_main,d_cv,L13,back,4,14800,487,0.0329054054054054,0.6051217636326935,0.5464323750659794,0.5026307145629908
development_main,d_cv,L13,back,6,14800,487,0.0329054054054054,0.6068983395718285,0.542984619238758,0.495476126489295
development_main,d_cv,L13,back,8,13666,487,0.03563588467730133,0.6515635368507517,0.5964386001513736,0.5293477588871716
development_main,d_cv,L13,back,10,10516,487,0.04631038417649296,0.6499448314467101,0.5952222278724488,0.5443778307600904
development_main,d_cv,L13,back,12,8342,487,0.058379285543035245,0.5964829683809604,0.5466101040584334,0.5010688750763482
development_main,d_cv,L13,back,14,4808,487,0.10128951747088186,0.5133603285040775,0.5383799082938778,0.48256998031273335
development_main,d_cv,L13,back,16,3554,487,0.13702870005627463,0.5321934027794051,0.6142902110480454,0.5384203667504421
development_main,d_cv,L13,back,18,3059,487,0.15920235371036287,0.5605082854049773,0.6215294528020424,0.5981847296606292
development_main,d_cv,L13,back,20,2776,487,0.17543227665706052,0.5654442324374318,0.5348293818831391,0.5425295515570507
development_main,d_cv,L13,back,24,1312,361,0.27515243902439024,0.45444072575594724,0.38701842865450803,0.46011779746141906
development_main,d_cv,L13,back,28,671,324,0.4828614008941878,0.5377263670971644,0.5082560947114261,0.5324588408512917
development_main,d_cv,L13,back,32,515,222,0.43106796116504853,0.48645573901546596,0.48645573901546596,0.49450037029925664
development_main,d_cv,L14,back,4,14800,487,0.0329054054054054,0.47504888865552214,0.46671739370224474,0.5203320493296306
development_main,d_cv,L14,back,6,14800,487,0.0329054054054054,0.6046048658971016,0.5588897883486107,0.5387619815461794
development_main,d_cv,L14,back,8,13666,487,0.03563588467730133,0.6717947615310463,0.61037956171853,0.5494775888717156
development_main,d_cv,L14,back,10,10516,487,0.04631038417649296,0.6196049935679343,0.5928928476160653,0.5598018564385083
development_main,d_cv,L14,back,12,8342,487,0.058379285543035245,0.5398005690930455,0.5578410025964973,0.5296859842632846
development_main,d_cv,L14,back,14,4808,487,0.10128951747088186,0.48035856594531173,0.5396673786088749,0.47273200425425993
development_main,d_cv,L14,back,16,3554,487,0.13702870005627463,0.4869140864297627,0.619601387001359,0.44122917248440846
development_main,d_cv,L14,back,18,3059,487,0.15920235371036287,0.48656435918643676,0.6279770077407768,0.4722797857738784
development_main,d_cv,L14,back,20,2776,487,0.17543227665706052,0.4579203457657953,0.5203204622120147,0.48984599240764176
development_main,d_cv,L14,back,24,1312,361,0.27515243902439024,0.36217452979951126,0.3977057135502569,0.3947927129942471
development_main,d_cv,L14,back,28,671,324,0.4828614008941878,0.39532856583769166,0.3959550328426409,0.4269040289117922
development_main,d_cv,L14,back,32,515,222,0.43106796116504853,0.5498109030532239,0.5498109030532239,0.5412677949365006
development_main,d_cv,L15,back,4,14800,487,0.0329054054054054,0.4575679753518828,0.48985552765776325,0.5298456209501627
development_main,d_cv,L15,back,6,14800,487,0.0329054054054054,0.5176674871324313,0.5369213674862137,0.5524201976768491
development_main,d_cv,L15,back,8,13666,487,0.03563588467730133,0.6430472503623694,0.6048789314450109,0.5705100463678516
development_main,d_cv,L15,back,10,10516,487,0.04631038417649296,0.5911390847445898,0.577135406490683,0.5583589886036588
development_main,d_cv,L15,back,12,8342,487,0.058379285543035245,0.5666919800229258,0.553005384919138,0.537401645528689
development_main,d_cv,L15,back,14,4808,487,0.10128951747088186,0.550289237366626,0.58644720923633,0.5387861781810775
development_main,d_cv,L15,back,16,3554,487,0.13702870005627463,0.5816588322803052,0.6189268726516908,0.5855498929535512
development_main,d_cv,L15,back,18,3059,487,0.15920235371036287,0.517256204074203,0.5361202232431108,0.5512487552816427
development_main,d_cv,L15,back,20,2776,487,0.17543227665706052,0.39915254009220064,0.405227995885069,0.5116354433505139
development_main,d_cv,L15,back,24,1312,361,0.27515243902439024,0.5004296395979156,0.42583729776625256,0.46212674641585244
development_main,d_cv,L15,back,28,671,324,0.4828614008941878,0.5289518625253495,0.5337123867383233,0.4822112167045911
development_main,d_cv,L15,back,32,515,222,0.43106796116504853,0.456046490176183,0.456046490176183,0.3771017911512192
development_main,size,L2,front,4,14800,487,0.0329054054054054,0.4211315627398076,0.46395326880904264,0.4855206187106214
development_main,size,L2,front,6,14800,487,0.0329054054054054,0.40690202657482727,0.4630683500065746,0.5134999552091731
development_main,size,L2,front,8,13666,487,0.03563588467730133,0.4670861941552526,0.4744187271243121,0.5627140649149923
development_main,size,L2,front,10,10516,487,0.04631038417649296,0.6723761870861975,0.6680066625092894,0.57467805529193
development_main,size,L2,front,12,8342,487,0.058379285543035245,0.7421121011349184,0.7426257933435252,0.5961942657995905
development_main,size,L2,front,14,4808,487,0.10128951747088186,0.664343279347744,0.6484100787119322,0.6543187526871987
development_main,size,L2,front,16,3554,487,0.13702870005627463,0.6038705059957995,0.40735920137500997,0.6967327562133482
development_main,size,L2,front,18,3059,487,0.15920235371036287,0.5804841109915342,0.38397833621540584,0.5598541324649461
development_main,size,L2,front,20,2776,487,0.17543227665706052,0.6199141864985921,0.518684657527692,0.5221443782599302
development_main,size,L2,front,24,1312,361,0.27515243902439024,0.5146033771128802,0.5280910659637147,0.45733266368368186
development_main,size,L2,front,28,671,324,0.4828614008941878,0.4171736578076636,0.49729989355349585,0.3037076696560032
development_main,size,L2,front,32,515,222,0.43106796116504853,0.6936014512806322,0.6936014512806322,0.6788545409660696
development_main,size,L3,front,4,14800,487,0.0329054054054054,0.431315438026716,0.43009453051630026,0.4683269133148198
development_main,size,L3,front,6,14800,487,0.0329054054054054,0.4069264153106171,0.4083361220739256,0.491743557586073
development_main,size,L3,front,8,13666,487,0.03563588467730133,0.4623999695863605,0.431861929926548,0.5130015455950541
development_main,size,L3,front,10,10516,487,0.04631038417649296,0.6518192723647623,0.6029396939420947,0.5681195651335231
development_main,size,L3,front,12,8342,487,0.058379285543035245,0.7224065028748741,0.7047377802485313,0.5908903100635936
development_main,size,L3,front,14,4808,487,0.10128951747088186,0.6626455869263664,0.6486087255238749,0.638320019913557
development_main,size,L3,front,16,3554,487,0.13702870005627463,0.6055255354576002,0.49133956884376584,0.6626524248347762
development_main,size,L3,front,18,3059,487,0.15920235371036287,0.5640909366707011,0.4368065399544311,0.5435045886374035
development_main,size,L3,front,20,2776,487,0.17543227665706052,0.6334226812816945,0.6033896345207621,0.5408166414616833
development_main,size,L3,front,24,1312,361,0.27515243902439024,0.39175849302818727,0.37942244806513425,0.5351566067025842
development_main,size,L3,front,28,671,324,0.4828614008941878,0.37061052406873735,0.43871537243295167,0.30046847811537947
development_main,size,L3,front,32,515,222,0.43106796116504853,0.40646619315561294,0.40646619315561294,0.36511506706530983
development_main,size,L4,front,4,14800,487,0.0329054054054054,0.4404033265661765,0.4503164831083334,0.5184269461614261
development_main,size,L4,front,6,14800,487,0.0329054054054054,0.4242351728322108,0.4411030450554539,0.4926453462330915
development_main,size,L4,front,8,13666,487,0.03563588467730133,0.4663185302110118,0.5083015833470056,0.5541576506955178
development_main,size,L4,front,10,10516,487,0.04631038417649296,0.6436678601255538,0.6444184534021352,0.5665841068493784
development_main,size,L4,front,12,8342,487,0.058379285543035245,0.6665004960285044,0.6339369031310184,0.5644603528185966
development_main,size,L4,front,14,4808,487,0.10128951747088186,0.5962450227554938,0.5379758935372575,0.6384331651241203
development_main,size,L4,front,16,3554,487,0.13702870005627463,0.5574781287722721,0.40513496948863487,0.6872149306525179
development_main,size,L4,front,18,3059,487,0.15920235371036287,0.5196365215669618,0.3627784044945488,0.534482062599241
development_main,size,L4,front,20,2776,487,0.17543227665706052,0.5758556007976726,0.5139257717489254,0.522669053424277
development_main,size,L4,front,24,1312,361,0.27515243902439024,0.35594548383244345,0.3837030822472853,0.6440279426536389
development_main,size,L4,front,28,671,324,0.4828614008941878,0.26755790372505067,0.3720305319728951,0.26323116048721723
development_main,size,L4,front,32,515,222,0.43106796116504853,0.519893613750269,0.519893613750269,0.5041281509723784
development_main,size,L5,front,4,14800,487,0.0329054054054054,0.43761555060225116,0.4392849108257352,0.5007674161665024
development_main,size,L5,front,6,14800,487,0.0329054054054054,0.38925125289956963,0.40454748555307735,0.4951954373077727
development_main,size,L5,front,8,13666,487,0.03563588467730133,0.3988391244673523,0.4350453682154448,0.5351901081916538
development_main,size,L5,front,10,10516,487,0.04631038417649296,0.639399949591769,0.6015742720798216,0.5873166516207187
development_main,size,L5,front,12,8342,487,0.058379285543035245,0.7142752951663689,0.7094073941712277,0.5461682175834441
development_main,size,L5,front,14,4808,487,0.10128951747088186,0.6401037006130701,0.6477670903469598,0.5791337602679278
development_main,size,L5,front,16,3554,487,0.13702870005627463,0.5791404692865497,0.4535467796519839,0.6111421390672996
development_main,size,L5,front,18,3059,487,0.15920235371036287,0.5152746685997681,0.4124811675733444,0.5029267701913502
development_main,size,L5,front,20,2776,487,0.17543227665706052,0.5786445844468187,0.5761920141630182,0.4882719669146014
development_main,size,L5,front,24,1312,361,0.27515243902439024,0.4083018021560626,0.4061072923320399,0.5935531001735002
development_main,size,L5,front,28,671,324,0.4828614008941878,0.4298751200768492,0.5146558662408807,0.44216303038415206
development_main,size,L5,front,32,515,222,0.43106796116504853,0.42818928143160223,0.42818928143160223,0.3733713690100667
development_main,size,L12,back,4,14800,487,0.0329054054054054,0.3888334882018056,0.432441746480734,0.5361581414792917
development_main,size,L12,back,6,14800,487,0.0329054054054054,0.3673599236546492,0.39183207481676885,0.5267102630714563
development_main,size,L12,back,8,13666,487,0.03563588467730133,0.37145726673307183,0.41133601106742745,0.5448778979907264
development_main,size,L12,back,10,10516,487,0.04631038417649296,0.4922117031041192,0.4655397141044822,0.5925402961351204
development_main,size,L12,back,12,8342,487,0.058379285543035245,0.5644621391049528,0.4962486460491106,0.561464807961772
development_main,size,L12,back,14,4808,487,0.10128951747088186,0.6050511636261855,0.5887988589010201,0.6015987418252585
development_main,size,L12,back,16,3554,487,0.13702870005627463,0.5883281591345642,0.4534351933274709,0.6796635018151355
development_main,size,L12,back,18,3059,487,0.15920235371036287,0.4670288304629544,0.27347188309423265,0.562161907581344
development_main,size,L12,back,20,2776,487,0.17543227665706052,0.4455596491747425,0.2972977822435943,0.4797691429276874
development_main,size,L12,back,24,1312,361,0.27515243902439024,0.34811876112329637,0.28752705189196404,0.4932882841749612
development_main,size,L12,back,28,671,324,0.4828614008941878,0.4684331305368769,0.4204117662330919,0.292972828269308
development_main,size,L12,back,32,515,222,0.43106796116504853,0.3194969713741045,0.3194969713741045,0.2529555366596264
development_main,size,L13,back,4,14800,487,0.0329054054054054,0.41634046732547814,0.4411937180735941,0.5254800083609543
development_main,size,L13,back,6,14800,487,0.0329054054054054,0.37135171411925605,0.4032359984968844,0.5057272537251037
development_main,size,L13,back,8,13666,487,0.03563588467730133,0.4031183017347772,0.4545619042024761,0.5714930448222566
development_main,size,L13,back,10,10516,487,0.04631038417649296,0.5458089405201302,0.47572885692644923,0.6206414974961999
development_main,size,L13,back,12,8342,487,0.058379285543035245,0.5750996304947084,0.4943492542515712,0.5654528796752057
development_main,size,L13,back,14,4808,487,0.10128951747088186,0.6141222348047618,0.5995101041028781,0.5932882261093888
development_main,size,L13,back,16,3554,487,0.13702870005627463,0.5958755487473797,0.44918075652197087,0.6625477054826399
development_main,size,L13,back,18,3059,487,0.15920235371036287,0.4857284737546345,0.28370726059625506,0.5998600532874021
development_main,size,L13,back,20,2776,487,0.17543227665706052,0.4689959927983401,0.2891257366603667,0.5026696706891762
development_main,size,L13,back,24,1312,361,0.27515243902439024,0.3300447699025082,0.25678561554375495,0.43662679207378324
development_main,size,L13,back,28,671,324,0.4828614008941878,0.5470345465542391,0.4798660331801542,0.40310534065051534
development_main,size,L13,back,32,515,222,0.43106796116504853,0.3297205054884236,0.3297205054884236,0.2811257097402419
development_main,size,L14,back,4,14800,487,0.0329054054054054,0.3976598434157084,0.431486096492294,0.5364806354325301
development_main,size,L14,back,6,14800,487,0.0329054054054054,0.37834905761207593,0.42552068435382545,0.5419570605273374
development_main,size,L14,back,8,13666,487,0.03563588467730133,0.38755024210160743,0.4461809880879318,0.5676166924265842
development_main,size,L14,back,10,10516,487,0.04631038417649296,0.5000237504256138,0.45515296204207517,0.6113322994066496
development_main,size,L14,back,12,8342,487,0.058379285543035245,0.5437400418519966,0.45923091177424374,0.5644199331728523
development_main,size,L14,back,14,4808,487,0.10128951747088186,0.5828785165043265,0.5757501530924678,0.6126247425946459
development_main,size,L14,back,16,3554,487,0.13702870005627463,0.5520718330991163,0.4220519559250673,0.6470608768500419
development_main,size,L14,back,18,3059,487,0.15920235371036287,0.4348687971233406,0.2496047973519567,0.489490540140485
development_main,size,L14,back,20,2776,487,0.17543227665706052,0.41345628543978297,0.28504469803902804,0.4660504305422672
development_main,size,L14,back,24,1312,361,0.27515243902439024,0.29983600875008376,0.2653850187337331,0.45434206921742304
development_main,size,L14,back,28,671,324,0.4828614008941878,0.4605080584907674,0.4077030921411325,0.27064649979922367
development_main,size,L14,back,32,515,222,0.43106796116504853,0.311425760231221,0.311425760231221,0.20037304221411525
development_main,size,L15,back,4,14800,487,0.0329054054054054,0.40989115307217017,0.45086955735987594,0.5550807727910657
development_main,size,L15,back,6,14800,487,0.0329054054054054,0.37913573780444854,0.4317668400982883,0.5744931171429425
development_main,size,L15,back,8,13666,487,0.03563588467730133,0.39574050122986715,0.45110637140023346,0.5835548686244204
development_main,size,L15,back,10,10516,487,0.04631038417649296,0.539748384715127,0.4693188235514529,0.5954568952879177
development_main,size,L15,back,12,8342,487,0.058379285543035245,0.5583797447838583,0.44972071660677293,0.5754050946717925
development_main,size,L15,back,14,4808,487,0.10128951747088186,0.5691121199319308,0.5279688736875121,0.5932090244619945
development_main,size,L15,back,16,3554,487,0.13702870005627463,0.5531306636386948,0.3962380419431343,0.6626873312854882
development_main,size,L15,back,18,3059,487,0.15920235371036287,0.4310925429758479,0.23879888081578732,0.5469225179643136
development_main,size,L15,back,20,2776,487,0.17543227665706052,0.37989473806967167,0.24183991642543282,0.47754698929045397
development_main,size,L15,back,24,1312,361,0.27515243902439024,0.3480313767982966,0.3056696952074058,0.49253492831704865
development_main,size,L15,back,28,671,324,0.4828614008941878,0.5192300850321984,0.4739335877664408,0.3685985811805649
development_main,size,L15,back,32,515,222,0.43106796116504853,0.3857885188943209,0.3857885188943209,0.22999698274679758
development_main,kernel_trace,L2,front,4,14800,487,0.0329054054054054,0.4571315604443972,0.5646349055598451,0.5090387888560423
development_main,kernel_trace,L2,front,6,14800,487,0.0329054054054054,0.540736720584423,0.5844932313059346,0.48738988921735493
development_main,kernel_trace,L2,front,8,13666,487,0.03563588467730133,0.5983225288567323,0.5690900632839174,0.48268933539412673
development_main,kernel_trace,L2,front,10,10516,487,0.04631038417649296,0.5133039237545819,0.5135413627811248,0.4365716842974314
development_main,kernel_trace,L2,front,12,8342,487,0.058379285543035245,0.46565718221826036,0.49555705565592995,0.4567330147666439
development_main,kernel_trace,L2,front,14,4808,487,0.10128951747088186,0.568359385209618,0.5484130658820366,0.4981783621099319
development_main,kernel_trace,L2,front,16,3554,487,0.13702870005627463,0.6111608036533838,0.4919199842779865,0.5196523317509075
development_main,kernel_trace,L2,front,18,3059,487,0.15920235371036287,0.5399688159646933,0.2968704774344854,0.4808447937131631
development_main,kernel_trace,L2,front,20,2776,487,0.17543227665706052,0.48406673107613146,0.25204151614472436,0.5046140551217555
development_main,kernel_trace,L2,front,24,1312,361,0.27515243902439024,0.5263973481770173,0.5127799334547292,0.5973883663592366
development_main,kernel_trace,L2,front,28,671,324,0.4828614008941878,0.3463283167894119,0.33738349300308956,0.36731361263552403
development_main,kernel_trace,L2,front,32,515,222,0.43106796116504853,0.3216031731390093,0.3216031731390093,0.25959349370491264
development_main,kernel_trace,L3,front,4,14800,487,0.0329054054054054,0.4542552677158701,0.5480289680039535,0.46337006181134105
development_main,kernel_trace,L3,front,6,14800,487,0.0329054054054054,0.3825060458958707,0.45786259703726695,0.5164501776702798
development_main,kernel_trace,L3,front,8,13666,487,0.03563588467730133,0.38722522749075167,0.4513889310871695,0.5622565687789799
development_main,kernel_trace,L3,front,10,10516,487,0.04631038417649296,0.404109601662366,0.43412564379127827,0.5056750229547156
development_main,kernel_trace,L3,front,12,8342,487,0.058379285543035245,0.40957995077619636,0.40534035733273327,0.5024700894621492
development_main,kernel_trace,L3,front,14,4808,487,0.10128951747088186,0.46875129198076154,0.39863038250713184,0.5344414020954493
development_main,kernel_trace,L3,front,16,3554,487,0.13702870005627463,0.5329111178210921,0.3839668771817625,0.6044051940798659
development_main,kernel_trace,L3,front,18,3059,487,0.15920235371036287,0.5668836083425677,0.33154347971293074,0.5971687703528272
development_main,kernel_trace,L3,front,20,2776,487,0.17543227665706052,0.5451938249444043,0.28910978731548603,0.5360328384926392
development_main,kernel_trace,L3,front,24,1312,361,0.27515243902439024,0.45982360017593377,0.4128762238895615,0.4117432197972788
development_main,kernel_trace,L3,front,28,671,324,0.4828614008941878,0.4843811150247269,0.45077498247527065,0.45121135055548117
development_main,kernel_trace,L3,front,32,515,222,0.43106796116504853,0.6196384097407989,0.6196384097407989,0.6118989494472941
development_main,kernel_trace,L4,front,4,14800,487,0.0329054054054054,0.3647732830294138,0.4254184824639629,0.5227507539789185
development_main,kernel_trace,L4,front,6,14800,487,0.0329054054054054,0.40537034223565227,0.44466982869342986,0.4928125653199558
development_main,kernel_trace,L4,front,8,13666,487,0.03563588467730133,0.5281024677895095,0.5369768341567062,0.5051375579598145
development_main,kernel_trace,L4,front,10,10516,487,0.04631038417649296,0.5383464953687693,0.5438295511013927,0.5544316103793894
development_main,kernel_trace,L4,front,12,8342,487,0.058379285543035245,0.5358399219947796,0.5403096824861076,0.582689613049258
development_main,kernel_trace,L4,front,14,4808,487,0.10128951747088186,0.5696835615377268,0.5162367631024749,0.4047996198320925
development_main,kernel_trace,L4,front,16,3554,487,0.13702870005627463,0.50008201501176,0.4929617342180297,0.40232011542399704
development_main,kernel_trace,L4,front,18,3059,487,0.15920235371036287,0.4416916021855969,0.3905177340230516,0.3951610732836343
development_main,kernel_trace,L4,front,20,2776,487,0.17543227665706052,0.43942415426694764,0.39811359123424006,0.4544612820591957
development_main,kernel_trace,L4,front,24,1312,361,0.27515243902439024,0.6276146118242643,0.6674833875165648,0.33522052780567985
development_main,kernel_trace,L4,front,28,671,324,0.4828614008941878,0.34616821432383393,0.3793000493288678,0.38618658814081114
development_main,kernel_trace,L4,front,32,515,222,0.43106796116504853,0.546613166067091,0.546613166067091,0.6301944756836821
development_main,kernel_trace,L5,front,4,14800,487,0.0329054054054054,0.42444685271255106,0.5107997484836417,0.5386007345695601
development_main,kernel_trace,L5,front,6,14800,487,0.0329054054054054,0.43508572138509083,0.49219183793272997,0.5326166801039147
development_main,kernel_trace,L5,front,8,13666,487,0.03563588467730133,0.41228056644780375,0.4527382633078186,0.5111221020092735
development_main,kernel_trace,L5,front,10,10516,487,0.04631038417649296,0.39461434529801975,0.41374914242942495,0.4949113832241538
development_main,kernel_trace,L5,front,12,8342,487,0.058379285543035245,0.40292807129217056,0.3996057824457372,0.5079851255703661
development_main,kernel_trace,L5,front,14,4808,487,0.10128951747088186,0.46953467783286534,0.5339297716308455,0.46945079314792604
development_main,kernel_trace,L5,front,16,3554,487,0.13702870005627463,0.49354022986966645,0.6583426599515015,0.4404961370194545
development_main,kernel_trace,L5,front,18,3059,487,0.15920235371036287,0.5758851443918235,0.7360231852220186,0.48204914282638534
development_main,kernel_trace,L5,front,20,2776,487,0.17543227665706052,0.5282993479214492,0.6423877764220834,0.5443659146322645
development_main,kernel_trace,L5,front,24,1312,361,0.27515243902439024,0.3614943884699296,0.32989484321819795,0.39338873162268284
development_main,kernel_trace,L5,front,28,671,324,0.4828614008941878,0.3622051446258939,0.3037489939507231,0.2336233435952349
development_main,kernel_trace,L5,front,32,515,222,0.43106796116504853,0.21503243858192664,0.21503243858192664,0.15980470142908085
