evidence_step,authority_steps,gate_close_count,gate_open_count,reached_query,min_horizontal_m,closures,closed_fully,closed_holding,lifted,success,stage,kind,main_id,failed,base_task,arm,timing,replicate,physical_class,target
28,84,4,0,49,0.0,0,0,0,True,False,lifted_not_placed,fork,98a0e941e0da967a0d3c710d,True,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,shared_full,late,0,displaced_reachable,white_yellow_mug_1
29,122,2,0,49,0.003,0,0,0,True,False,lifted_not_placed,fork,98a0e941e0da967a0d3c710d,True,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,shared_full,late,1,displaced_reachable,white_yellow_mug_1
229,61,1,0,34,0.003,1,0,1,True,False,lifted_not_placed,fork,93a1b0caef39ebbf1041c473,True,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,shared_full,mid,0,displaced_reachable,white_yellow_mug_1
116,61,1,0,34,0.003,0,0,0,True,False,lifted_not_placed,fork,93a1b0caef39ebbf1041c473,True,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,shared_full,mid,1,displaced_reachable,white_yellow_mug_1
8,122,2,0,46,0.001,1,1,0,True,False,lifted_not_placed,fork,93a1b0caef39ebbf1041c473,True,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,shared_full,late,0,displaced_reachable,white_yellow_mug_1
9,122,2,0,46,0.0,0,0,0,True,False,lifted_not_placed,fork,93a1b0caef39ebbf1041c473,True,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,shared_full,late,1,displaced_reachable,white_yellow_mug_1
,0,0,0,,0.127,1,0,1,False,False,no_evidence,fork,50c371fbf0ed6693136c3f64,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,0,untouched,red_coffee_mug_1
,0,0,0,,0.126,1,0,1,False,False,no_evidence,fork,50c371fbf0ed6693136c3f64,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,1,untouched,red_coffee_mug_1
,0,0,0,,0.126,3,0,3,False,False,no_evidence,fork,50c371fbf0ed6693136c3f64,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,0,untouched,red_coffee_mug_1
,0,0,0,,0.125,2,0,2,False,False,no_evidence,fork,50c371fbf0ed6693136c3f64,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,1,untouched,red_coffee_mug_1
,0,0,0,20,0.036,0,0,0,True,False,lifted_not_placed,fork,50c371fbf0ed6693136c3f64,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,early,0,untouched,red_coffee_mug_1
,0,0,0,20,0.036,0,0,0,True,False,lifted_not_placed,fork,50c371fbf0ed6693136c3f64,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,early,1,untouched,red_coffee_mug_1
17,63,3,0,41,0.005,1,0,1,True,True,success,fork,9280f2fd11eae200674fad6d,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,0,untouched,chocolate_pudding_1
9,61,1,0,40,0.006,1,0,1,True,True,success,fork,9280f2fd11eae200674fad6d,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,1,untouched,chocolate_pudding_1
19,61,1,0,47,0.005,1,0,1,True,True,success,fork,9280f2fd11eae200674fad6d,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,0,untouched,chocolate_pudding_1
9,61,1,0,46,0.006,1,0,1,True,True,success,fork,9280f2fd11eae200674fad6d,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,1,untouched,chocolate_pudding_1
7,74,3,12,37,0.003,3,1,2,True,False,lifted_not_placed,fork,b0006f82189c5a0f9d5b9bac,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,0,untouched,chocolate_pudding_1
9,88,1,4,38,0.01,2,1,1,True,True,success,fork,b0006f82189c5a0f9d5b9bac,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,1,untouched,chocolate_pudding_1
7,63,3,0,47,0.036,0,0,0,False,False,reached_never_closed,fork,b0006f82189c5a0f9d5b9bac,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,0,untouched,chocolate_pudding_1
9,61,1,0,47,0.017,0,0,0,False,False,reached_never_closed,fork,b0006f82189c5a0f9d5b9bac,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,1,untouched,chocolate_pudding_1
,0,0,0,17,0.016,0,0,0,True,False,lifted_not_placed,fork,4d508b57d7e87837b989ec87,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,0,displaced_reachable,porcelain_mug_1
289,11,5,0,17,0.016,0,0,0,True,False,lifted_not_placed,fork,4d508b57d7e87837b989ec87,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,1,displaced_reachable,porcelain_mug_1
38,72,4,0,50,0.002,1,0,1,True,False,lifted_not_placed,fork,4d508b57d7e87837b989ec87,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,0,displaced_reachable,porcelain_mug_1
29,81,5,0,50,0.001,2,0,2,True,False,lifted_not_placed,fork,4d508b57d7e87837b989ec87,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,1,displaced_reachable,porcelain_mug_1
136,61,1,0,32,0.003,2,0,2,True,True,success,fork,b9508583916967f0260c06d1,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,0,displaced_reachable,chocolate_pudding_1
144,79,4,0,32,0.006,1,1,0,False,False,closed_missed,fork,b9508583916967f0260c06d1,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,1,displaced_reachable,chocolate_pudding_1
0,64,4,0,45,0.004,1,0,1,True,True,success,fork,b9508583916967f0260c06d1,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,0,untouched,chocolate_pudding_1
0,64,4,0,45,0.004,1,0,1,True,True,success,fork,b9508583916967f0260c06d1,True,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,late,1,untouched,chocolate_pudding_1
,0,0,0,10,0.016,1,0,1,True,True,success,fork,449f0e133f5aac5acdc9955d,False,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,0,displaced_reachable,porcelain_mug_1
,0,0,0,10,0.015,1,0,1,True,True,success,fork,449f0e133f5aac5acdc9955d,False,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,1,displaced_reachable,porcelain_mug_1
,0,0,0,19,0.017,1,0,1,True,True,success,fork,ab02d2c13b7b919fd9626111,False,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,0,untouched,green_chocolate_pudding_1
,0,0,0,19,0.018,1,0,1,True,True,success,fork,ab02d2c13b7b919fd9626111,False,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,shared_full,mid,1,untouched,green_chocolate_pudding_1
13,62,2,0,15,0.004,0,0,0,False,False,reached_never_closed,fork,3a82645233116606ab67128b,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,mid,0,dropped_or_tipped,black_book_1
12,62,2,0,15,0.003,0,0,0,False,False,reached_never_closed,fork,3a82645233116606ab67128b,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,mid,1,dropped_or_tipped,black_book_1
102,65,3,0,44,0.004,0,0,0,False,False,reached_never_closed,fork,3a82645233116606ab67128b,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,late,0,dropped_or_tipped,black_book_1
131,61,1,0,44,0.002,0,0,0,False,False,reached_never_closed,fork,3a82645233116606ab67128b,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,late,1,dropped_or_tipped,black_book_1
0,131,11,0,20,0.001,1,0,1,False,False,closed_not_lifted,fork,3a82645233116606ab67128b,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,early,0,dropped_or_tipped,black_book_1
0,130,10,0,20,0.002,1,1,0,False,False,closed_missed,fork,3a82645233116606ab67128b,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,early,1,dropped_or_tipped,black_book_1
14,184,4,0,17,0.002,0,0,0,False,False,reached_never_closed,fork,9d87870d2ffb3532e6ada0eb,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,mid,0,dropped_or_tipped,black_book_1
13,211,4,0,17,0.002,0,0,0,False,False,reached_never_closed,fork,9d87870d2ffb3532e6ada0eb,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,mid,1,dropped_or_tipped,black_book_1
0,197,33,0,48,0.003,3,1,2,False,False,closed_not_lifted,fork,9d87870d2ffb3532e6ada0eb,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,late,0,dropped_or_tipped,black_book_1
0,187,34,0,48,0.003,3,1,2,False,False,closed_not_lifted,fork,9d87870d2ffb3532e6ada0eb,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,late,1,dropped_or_tipped,black_book_1
0,120,39,0,48,0.068,0,0,0,False,False,reached_never_closed,fork,9f2376260f4168064d059e12,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,mid,0,dropped_or_tipped,black_book_1
0,130,41,0,48,0.041,0,0,0,False,False,reached_never_closed,fork,9f2376260f4168064d059e12,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,mid,1,dropped_or_tipped,black_book_1
0,120,40,0,56,0.042,0,0,0,False,False,reached_never_closed,fork,9f2376260f4168064d059e12,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,late,0,dropped_or_tipped,black_book_1
0,120,33,0,,0.073,0,0,0,False,False,never_reached,fork,9f2376260f4168064d059e12,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,late,1,dropped_or_tipped,black_book_1
,0,0,0,,0.072,0,0,0,True,True,success,fork,b9033af8891b723d3dbfe8aa,False,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,mid,0,displaced_reachable,black_book_1
,0,0,0,,0.072,0,0,0,True,True,success,fork,b9033af8891b723d3dbfe8aa,False,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full,mid,1,displaced_reachable,black_book_1
