level,cohort,suite,task,calibration,method,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
cohort_task,A,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,norm_only,0.05,400,138,262,101,37,13,249,0.7318840579710145,0.04961832061068702,0.8859649122807017
cohort_task,A,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,euclidean,0.05,400,138,262,107,31,16,246,0.7753623188405797,0.061068702290076333,0.8699186991869918
cohort_task,A,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine,0.05,400,138,262,0,138,2,260,0.0,0.007633587786259542,0.0
cohort_task,A,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine_neighbors_euclidean_score,0.05,400,138,262,94,44,14,248,0.6811594202898551,0.05343511450381679,0.8703703703703703
cohort_task,A,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,euclidean_neighbors_cosine_score,0.05,400,138,262,0,138,2,260,0.0,0.007633587786259542,0.0
cohort_task,A,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine_without_center,0.05,400,138,262,0,138,6,256,0.0,0.022900763358778626,0.0
cohort_task,A,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,norm_only,0.05,400,138,262,72,66,7,255,0.5217391304347826,0.026717557251908396,0.9113924050632911
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,euclidean,0.05,400,26,374,26,0,4,370,1.0,0.0106951871657754,0.8666666666666667
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine,0.05,400,26,374,3,23,120,254,0.11538461538461539,0.32085561497326204,0.024390243902439025
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,26,374,26,0,27,347,1.0,0.07219251336898395,0.49056603773584906
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,26,374,1,25,95,279,0.038461538461538464,0.2540106951871658,0.010416666666666666
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine_without_center,0.05,400,26,374,2,24,56,318,0.07692307692307693,0.1497326203208556,0.034482758620689655
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,norm_only,0.05,400,26,374,23,3,2,372,0.8846153846153846,0.0053475935828877,0.92
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,euclidean,0.05,400,26,374,21,5,2,372,0.8076923076923077,0.0053475935828877,0.9130434782608695
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine,0.05,400,26,374,1,25,30,344,0.038461538461538464,0.08021390374331551,0.03225806451612903
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,26,374,21,5,6,368,0.8076923076923077,0.016042780748663103,0.7777777777777778
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,26,374,1,25,23,351,0.038461538461538464,0.06149732620320856,0.041666666666666664
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine_without_center,0.05,400,26,374,0,26,6,368,0.0,0.016042780748663103,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,norm_only,0.05,400,26,374,21,5,1,373,0.8076923076923077,0.00267379679144385,0.9545454545454546
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,euclidean,0.05,400,13,387,11,2,38,349,0.8461538461538461,0.09819121447028424,0.22448979591836735
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine,0.05,400,13,387,0,13,1,386,0.0,0.002583979328165375,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,13,387,10,3,5,382,0.7692307692307693,0.012919896640826873,0.6666666666666666
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,13,387,0,13,2,385,0.0,0.00516795865633075,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine_without_center,0.05,400,13,387,0,13,6,381,0.0,0.015503875968992248,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,norm_only,0.05,400,13,387,11,2,21,366,0.8461538461538461,0.05426356589147287,0.34375
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,euclidean,0.05,400,13,387,10,3,2,385,0.7692307692307693,0.00516795865633075,0.8333333333333334
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine,0.05,400,13,387,0,13,1,386,0.0,0.002583979328165375,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,13,387,8,5,2,385,0.6153846153846154,0.00516795865633075,0.8
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,13,387,0,13,0,387,0.0,0.0,
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine_without_center,0.05,400,13,387,0,13,0,387,0.0,0.0,
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,norm_only,0.05,400,13,387,7,6,1,386,0.5384615384615384,0.002583979328165375,0.875
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,euclidean,0.05,400,6,394,6,0,4,390,1.0,0.01015228426395939,0.6
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine,0.05,400,6,394,1,5,98,296,0.16666666666666666,0.24873096446700507,0.010101010101010102
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,6,394,6,0,31,363,1.0,0.07868020304568528,0.16216216216216217
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,6,394,1,5,57,337,0.16666666666666666,0.1446700507614213,0.017241379310344827
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine_without_center,0.05,400,6,394,2,4,40,354,0.3333333333333333,0.10152284263959391,0.047619047619047616
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,norm_only,0.05,400,6,394,6,0,0,394,1.0,0.0,1.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,euclidean,0.05,400,6,394,6,0,0,394,1.0,0.0,1.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine,0.05,400,6,394,0,6,10,384,0.0,0.025380710659898477,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,6,394,6,0,1,393,1.0,0.0025380710659898475,0.8571428571428571
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,6,394,0,6,8,386,0.0,0.02030456852791878,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine_without_center,0.05,400,6,394,0,6,8,386,0.0,0.02030456852791878,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,norm_only,0.05,400,6,394,4,2,0,394,0.6666666666666666,0.0,1.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,euclidean,0.05,400,17,383,17,0,28,355,1.0,0.0731070496083551,0.37777777777777777
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine,0.05,400,17,383,0,17,0,383,0.0,0.0,
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine_neighbors_euclidean_score,0.05,400,17,383,17,0,5,378,1.0,0.013054830287206266,0.7727272727272727
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,euclidean_neighbors_cosine_score,0.05,400,17,383,0,17,1,382,0.0,0.0026109660574412533,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine_without_center,0.05,400,17,383,2,15,35,348,0.11764705882352941,0.09138381201044386,0.05405405405405406
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,norm_only,0.05,400,17,383,17,0,33,350,1.0,0.08616187989556136,0.34
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,euclidean,0.05,400,17,383,16,1,1,382,0.9411764705882353,0.0026109660574412533,0.9411764705882353
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine,0.05,400,17,383,0,17,0,383,0.0,0.0,
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine_neighbors_euclidean_score,0.05,400,17,383,16,1,1,382,0.9411764705882353,0.0026109660574412533,0.9411764705882353
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,euclidean_neighbors_cosine_score,0.05,400,17,383,0,17,1,382,0.0,0.0026109660574412533,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine_without_center,0.05,400,17,383,1,16,8,375,0.058823529411764705,0.020887728459530026,0.1111111111111111
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,norm_only,0.05,400,17,383,8,9,1,382,0.47058823529411764,0.0026109660574412533,0.8888888888888888
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,euclidean,0.05,400,43,357,42,1,44,313,0.9767441860465116,0.12324929971988796,0.4883720930232558
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine,0.05,400,43,357,1,42,13,344,0.023255813953488372,0.036414565826330535,0.07142857142857142
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine_neighbors_euclidean_score,0.05,400,43,357,36,7,38,319,0.8372093023255814,0.10644257703081232,0.4864864864864865
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,euclidean_neighbors_cosine_score,0.05,400,43,357,0,43,20,337,0.0,0.056022408963585436,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine_without_center,0.05,400,43,357,6,37,57,300,0.13953488372093023,0.15966386554621848,0.09523809523809523
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,norm_only,0.05,400,43,357,35,8,18,339,0.813953488372093,0.05042016806722689,0.660377358490566
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,euclidean,0.05,400,43,357,33,10,10,347,0.7674418604651163,0.028011204481792718,0.7674418604651163
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine,0.05,400,43,357,0,43,7,350,0.0,0.0196078431372549,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine_neighbors_euclidean_score,0.05,400,43,357,27,16,11,346,0.627906976744186,0.03081232492997199,0.7105263157894737
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,euclidean_neighbors_cosine_score,0.05,400,43,357,0,43,7,350,0.0,0.0196078431372549,0.0
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine_without_center,0.05,400,43,357,2,41,13,344,0.046511627906976744,0.036414565826330535,0.13333333333333333
cohort_task,A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,norm_only,0.05,400,43,357,30,13,11,346,0.6976744186046512,0.03081232492997199,0.7317073170731707
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,euclidean,0.05,400,8,392,8,0,203,189,1.0,0.5178571428571429,0.037914691943127965
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine,0.05,400,8,392,0,8,15,377,0.0,0.03826530612244898,0.0
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine_neighbors_euclidean_score,0.05,400,8,392,8,0,115,277,1.0,0.29336734693877553,0.06504065040650407
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,euclidean_neighbors_cosine_score,0.05,400,8,392,0,8,2,390,0.0,0.00510204081632653,0.0
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine_without_center,0.05,400,8,392,0,8,8,384,0.0,0.02040816326530612,0.0
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,norm_only,0.05,400,8,392,8,0,197,195,1.0,0.5025510204081632,0.03902439024390244
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,euclidean,0.05,400,8,392,8,0,40,352,1.0,0.10204081632653061,0.16666666666666666
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine,0.05,400,8,392,0,8,1,391,0.0,0.002551020408163265,0.0
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine_neighbors_euclidean_score,0.05,400,8,392,6,2,27,365,0.75,0.06887755102040816,0.18181818181818182
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,euclidean_neighbors_cosine_score,0.05,400,8,392,0,8,0,392,0.0,0.0,
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine_without_center,0.05,400,8,392,0,8,2,390,0.0,0.00510204081632653,0.0
cohort_task,A,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,norm_only,0.05,400,8,392,8,0,6,386,1.0,0.015306122448979591,0.5714285714285714
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,euclidean,0.05,400,3,397,3,0,53,344,1.0,0.13350125944584382,0.05357142857142857
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine,0.05,400,3,397,0,3,17,380,0.0,0.042821158690176324,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,3,397,3,0,39,358,1.0,0.0982367758186398,0.07142857142857142
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,3,397,0,3,14,383,0.0,0.03526448362720403,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,3,397,2,1,6,391,0.6666666666666666,0.015113350125944584,0.25
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,norm_only,0.05,400,3,397,3,0,11,386,1.0,0.027707808564231738,0.21428571428571427
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,euclidean,0.05,400,3,397,3,0,18,379,1.0,0.04534005037783375,0.14285714285714285
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine,0.05,400,3,397,0,3,1,396,0.0,0.0025188916876574307,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,3,397,3,0,6,391,1.0,0.015113350125944584,0.3333333333333333
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,3,397,0,3,2,395,0.0,0.005037783375314861,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,3,397,0,3,1,396,0.0,0.0025188916876574307,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,norm_only,0.05,400,3,397,3,0,1,396,1.0,0.0025188916876574307,0.75
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,euclidean,0.05,400,11,389,11,0,83,306,1.0,0.2133676092544987,0.11702127659574468
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine,0.05,400,11,389,2,9,46,343,0.18181818181818182,0.11825192802056556,0.041666666666666664
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,11,389,11,0,73,316,1.0,0.18766066838046272,0.13095238095238096
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,11,389,1,10,45,344,0.09090909090909091,0.11568123393316196,0.021739130434782608
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,11,389,7,4,65,324,0.6363636363636364,0.16709511568123395,0.09722222222222222
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,norm_only,0.05,400,11,389,11,0,54,335,1.0,0.13881748071979436,0.16923076923076924
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,euclidean,0.05,400,11,389,11,0,28,361,1.0,0.07197943444730077,0.28205128205128205
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine,0.05,400,11,389,0,11,4,385,0.0,0.010282776349614395,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,11,389,11,0,43,346,1.0,0.11053984575835475,0.2037037037037037
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,11,389,0,11,7,382,0.0,0.017994858611825194,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,11,389,6,5,15,374,0.5454545454545454,0.038560411311053984,0.2857142857142857
cohort_task,A,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,norm_only,0.05,400,11,389,11,0,47,342,1.0,0.12082262210796915,0.1896551724137931
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,euclidean,0.05,400,2,398,2,0,50,348,1.0,0.12562814070351758,0.038461538461538464
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine,0.05,400,2,398,0,2,3,395,0.0,0.007537688442211055,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,2,398,2,0,25,373,1.0,0.06281407035175879,0.07407407407407407
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,2,398,0,2,1,397,0.0,0.002512562814070352,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,2,398,1,1,3,395,0.5,0.007537688442211055,0.25
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,norm_only,0.05,400,2,398,2,0,97,301,1.0,0.24371859296482412,0.020202020202020204
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,euclidean,0.05,400,2,398,2,0,13,385,1.0,0.032663316582914576,0.13333333333333333
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine,0.05,400,2,398,0,2,0,398,0.0,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,2,398,2,0,7,391,1.0,0.017587939698492462,0.2222222222222222
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,2,398,0,2,0,398,0.0,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,2,398,0,2,0,398,0.0,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,norm_only,0.05,400,2,398,2,0,44,354,1.0,0.11055276381909548,0.043478260869565216
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,euclidean,0.05,400,0,400,0,0,35,365,,0.0875,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,9,391,,0.0225,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,0,400,0,0,4,396,,0.01,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,norm_only,0.05,400,0,400,0,0,81,319,,0.2025,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,euclidean,0.05,400,0,400,0,0,4,396,,0.01,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,1,399,,0.0025,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,norm_only,0.05,400,0,400,0,0,21,379,,0.0525,0.0
