level,cohort,suite,task,calibration,method,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,cosine_neighbors_euclidean_score,0.05,800,0,800,0,0,185,615,,0.23125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,euclidean_neighbors_cosine_score,0.05,800,0,800,0,0,158,642,,0.1975,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,cosine_without_center,0.05,800,0,800,0,0,38,762,,0.0475,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,norm_only,0.05,800,0,800,0,0,27,773,,0.03375,0.0
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,episode,euclidean,0.05,800,103,697,103,0,555,142,1.0,0.7962697274031564,0.15653495440729484
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,episode,cosine,0.05,800,103,697,81,22,548,149,0.7864077669902912,0.7862266857962698,0.1287758346581876
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,episode,cosine_neighbors_euclidean_score,0.05,800,103,697,103,0,443,254,1.0,0.6355810616929699,0.18864468864468864
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,episode,euclidean_neighbors_cosine_score,0.05,800,103,697,82,21,537,160,0.7961165048543689,0.7704447632711621,0.13247172859450726
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,episode,cosine_without_center,0.05,800,103,697,102,1,676,21,0.9902912621359223,0.96987087517934,0.13110539845758354
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,episode,norm_only,0.05,800,103,697,99,4,2,695,0.9611650485436893,0.0028694404591104736,0.9801980198019802
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,task_init,euclidean,0.05,800,103,697,101,2,9,688,0.9805825242718447,0.01291248206599713,0.9181818181818182
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,task_init,cosine,0.05,800,103,697,25,78,236,461,0.24271844660194175,0.3385939741750359,0.09578544061302682
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,task_init,cosine_neighbors_euclidean_score,0.05,800,103,697,84,19,41,656,0.8155339805825242,0.058823529411764705,0.672
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,task_init,euclidean_neighbors_cosine_score,0.05,800,103,697,25,78,195,502,0.24271844660194175,0.2797704447632712,0.11363636363636363
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,task_init,cosine_without_center,0.05,800,103,697,76,27,440,257,0.7378640776699029,0.6312769010043041,0.14728682170542637
task,all,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,task_init,norm_only,0.05,800,103,697,96,7,1,696,0.9320388349514563,0.0014347202295552368,0.9896907216494846
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,episode,euclidean,0.05,800,3,797,3,0,794,3,1.0,0.9962358845671268,0.0037641154328732747
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,episode,cosine,0.05,800,3,797,0,3,11,786,0.0,0.013801756587202008,0.0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,episode,cosine_neighbors_euclidean_score,0.05,800,3,797,3,0,759,38,1.0,0.9523212045169385,0.003937007874015748
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,episode,euclidean_neighbors_cosine_score,0.05,800,3,797,0,3,4,793,0.0,0.005018820577164366,0.0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,episode,cosine_without_center,0.05,800,3,797,0,3,29,768,0.0,0.03638644918444166,0.0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,episode,norm_only,0.05,800,3,797,3,0,738,59,1.0,0.9259723964868256,0.004048582995951417
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,task_init,euclidean,0.05,800,3,797,3,0,771,26,1.0,0.9673776662484316,0.003875968992248062
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,task_init,cosine,0.05,800,3,797,0,3,1,796,0.0,0.0012547051442910915,0.0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,task_init,cosine_neighbors_euclidean_score,0.05,800,3,797,3,0,680,117,1.0,0.8531994981179423,0.004392386530014641
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,task_init,euclidean_neighbors_cosine_score,0.05,800,3,797,0,3,0,797,0.0,0.0,
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,task_init,cosine_without_center,0.05,800,3,797,0,3,12,785,0.0,0.015056461731493099,0.0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,task_init,norm_only,0.05,800,3,797,3,0,637,160,1.0,0.7992471769134254,0.0046875
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,episode,euclidean,0.05,800,30,770,30,0,2,768,1.0,0.0025974025974025974,0.9375
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,episode,cosine,0.05,800,30,770,2,28,1,769,0.06666666666666667,0.0012987012987012987,0.6666666666666666
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,episode,cosine_neighbors_euclidean_score,0.05,800,30,770,30,0,2,768,1.0,0.0025974025974025974,0.9375
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,episode,euclidean_neighbors_cosine_score,0.05,800,30,770,1,29,0,770,0.03333333333333333,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,episode,cosine_without_center,0.05,800,30,770,2,28,1,769,0.06666666666666667,0.0012987012987012987,0.6666666666666666
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,episode,norm_only,0.05,800,30,770,22,8,1,769,0.7333333333333333,0.0012987012987012987,0.9565217391304348
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,task_init,euclidean,0.05,800,30,770,30,0,2,768,1.0,0.0025974025974025974,0.9375
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,task_init,cosine,0.05,800,30,770,0,30,0,770,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,task_init,cosine_neighbors_euclidean_score,0.05,800,30,770,29,1,2,768,0.9666666666666667,0.0025974025974025974,0.9354838709677419
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,task_init,euclidean_neighbors_cosine_score,0.05,800,30,770,0,30,0,770,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,task_init,cosine_without_center,0.05,800,30,770,0,30,0,770,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,task_init,norm_only,0.05,800,30,770,14,16,1,769,0.4666666666666667,0.0012987012987012987,0.9333333333333333
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,episode,euclidean,0.05,800,15,785,15,0,0,785,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,episode,cosine,0.05,800,15,785,0,15,0,785,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,episode,cosine_neighbors_euclidean_score,0.05,800,15,785,15,0,0,785,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,episode,euclidean_neighbors_cosine_score,0.05,800,15,785,0,15,0,785,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,episode,cosine_without_center,0.05,800,15,785,1,14,0,785,0.06666666666666667,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,episode,norm_only,0.05,800,15,785,15,0,0,785,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,task_init,euclidean,0.05,800,15,785,15,0,0,785,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,task_init,cosine,0.05,800,15,785,0,15,0,785,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,task_init,cosine_neighbors_euclidean_score,0.05,800,15,785,15,0,0,785,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,task_init,euclidean_neighbors_cosine_score,0.05,800,15,785,0,15,0,785,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,task_init,cosine_without_center,0.05,800,15,785,0,15,0,785,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,task_init,norm_only,0.05,800,15,785,15,0,0,785,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,euclidean,0.05,800,31,769,31,0,0,769,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,cosine,0.05,800,31,769,6,25,16,753,0.1935483870967742,0.02080624187256177,0.2727272727272727
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,cosine_neighbors_euclidean_score,0.05,800,31,769,31,0,27,742,1.0,0.035110533159947985,0.5344827586206896
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,euclidean_neighbors_cosine_score,0.05,800,31,769,3,28,17,752,0.0967741935483871,0.022106631989596878,0.15
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,cosine_without_center,0.05,800,31,769,6,25,2,767,0.1935483870967742,0.002600780234070221,0.75
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,norm_only,0.05,800,31,769,31,0,0,769,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,euclidean,0.05,800,31,769,31,0,0,769,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,cosine,0.05,800,31,769,0,31,1,768,0.0,0.0013003901170351106,0.0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,cosine_neighbors_euclidean_score,0.05,800,31,769,31,0,11,758,1.0,0.014304291287386216,0.7380952380952381
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,euclidean_neighbors_cosine_score,0.05,800,31,769,0,31,4,765,0.0,0.005201560468140442,0.0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,cosine_without_center,0.05,800,31,769,1,30,0,769,0.03225806451612903,0.0,1.0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,norm_only,0.05,800,31,769,31,0,0,769,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,euclidean,0.05,800,19,781,19,0,385,396,1.0,0.49295774647887325,0.04702970297029703
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,cosine,0.05,800,19,781,0,19,0,781,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,cosine_neighbors_euclidean_score,0.05,800,19,781,19,0,51,730,1.0,0.06530089628681178,0.2714285714285714
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,euclidean_neighbors_cosine_score,0.05,800,19,781,0,19,0,781,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,cosine_without_center,0.05,800,19,781,2,17,1,780,0.10526315789473684,0.0012804097311139564,0.6666666666666666
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,norm_only,0.05,800,19,781,19,0,0,781,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,euclidean,0.05,800,19,781,19,0,45,736,1.0,0.05761843790012804,0.296875
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,cosine,0.05,800,19,781,0,19,0,781,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,cosine_neighbors_euclidean_score,0.05,800,19,781,19,0,7,774,1.0,0.008962868117797696,0.7307692307692307
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,euclidean_neighbors_cosine_score,0.05,800,19,781,0,19,0,781,0.0,0.0,
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,cosine_without_center,0.05,800,19,781,2,17,1,780,0.10526315789473684,0.0012804097311139564,0.6666666666666666
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,norm_only,0.05,800,19,781,17,2,0,781,0.8947368421052632,0.0,1.0
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,euclidean,0.05,800,4,796,4,0,773,23,1.0,0.9711055276381909,0.005148005148005148
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,cosine,0.05,800,4,796,1,3,39,757,0.25,0.048994974874371856,0.025
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,cosine_neighbors_euclidean_score,0.05,800,4,796,4,0,720,76,1.0,0.9045226130653267,0.0055248618784530384
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,euclidean_neighbors_cosine_score,0.05,800,4,796,1,3,36,760,0.25,0.04522613065326633,0.02702702702702703
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,cosine_without_center,0.05,800,4,796,4,0,240,556,1.0,0.3015075376884422,0.01639344262295082
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,norm_only,0.05,800,4,796,4,0,605,191,1.0,0.7600502512562815,0.006568144499178982
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,euclidean,0.05,800,4,796,4,0,702,94,1.0,0.8819095477386935,0.0056657223796034
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,cosine,0.05,800,4,796,1,3,9,787,0.25,0.011306532663316583,0.1
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,cosine_neighbors_euclidean_score,0.05,800,4,796,4,0,519,277,1.0,0.6520100502512562,0.0076481835564053535
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,euclidean_neighbors_cosine_score,0.05,800,4,796,1,3,21,775,0.25,0.026381909547738693,0.045454545454545456
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,cosine_without_center,0.05,800,4,796,1,3,63,733,0.25,0.07914572864321608,0.015625
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,norm_only,0.05,800,4,796,4,0,205,591,1.0,0.25753768844221103,0.019138755980861243
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,euclidean,0.05,800,3,797,3,0,352,445,1.0,0.44165621079046424,0.008450704225352112
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,cosine,0.05,800,3,797,0,3,16,781,0.0,0.020075282308657464,0.0
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,cosine_neighbors_euclidean_score,0.05,800,3,797,3,0,255,542,1.0,0.3199498117942284,0.011627906976744186
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,euclidean_neighbors_cosine_score,0.05,800,3,797,0,3,15,782,0.0,0.018820577164366373,0.0
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,cosine_without_center,0.05,800,3,797,0,3,5,792,0.0,0.006273525721455458,0.0
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,norm_only,0.05,800,3,797,3,0,0,797,1.0,0.0,1.0
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,euclidean,0.05,800,3,797,3,0,144,653,1.0,0.1806775407779172,0.02040816326530612
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,cosine,0.05,800,3,797,0,3,2,795,0.0,0.002509410288582183,0.0
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,cosine_neighbors_euclidean_score,0.05,800,3,797,3,0,63,734,1.0,0.07904642409033877,0.045454545454545456
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,euclidean_neighbors_cosine_score,0.05,800,3,797,0,3,10,787,0.0,0.012547051442910916,0.0
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,cosine_without_center,0.05,800,3,797,0,3,1,796,0.0,0.0012547051442910915,0.0
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,norm_only,0.05,800,3,797,3,0,0,797,1.0,0.0,1.0
task,all,libero_goal,libero_goal/turn_on_the_stove,episode,euclidean,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_goal,libero_goal/turn_on_the_stove,episode,cosine,0.05,800,0,800,0,0,8,792,,0.01,0.0
task,all,libero_goal,libero_goal/turn_on_the_stove,episode,cosine_neighbors_euclidean_score,0.05,800,0,800,0,0,3,797,,0.00375,0.0
task,all,libero_goal,libero_goal/turn_on_the_stove,episode,euclidean_neighbors_cosine_score,0.05,800,0,800,0,0,14,786,,0.0175,0.0
task,all,libero_goal,libero_goal/turn_on_the_stove,episode,cosine_without_center,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_goal,libero_goal/turn_on_the_stove,episode,norm_only,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_goal,libero_goal/turn_on_the_stove,task_init,euclidean,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_goal,libero_goal/turn_on_the_stove,task_init,cosine,0.05,800,0,800,0,0,1,799,,0.00125,0.0
task,all,libero_goal,libero_goal/turn_on_the_stove,task_init,cosine_neighbors_euclidean_score,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_goal,libero_goal/turn_on_the_stove,task_init,euclidean_neighbors_cosine_score,0.05,800,0,800,0,0,5,795,,0.00625,0.0
task,all,libero_goal,libero_goal/turn_on_the_stove,task_init,cosine_without_center,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_goal,libero_goal/turn_on_the_stove,task_init,norm_only,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,euclidean,0.05,800,10,790,10,0,13,777,1.0,0.016455696202531647,0.43478260869565216
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,cosine,0.05,800,10,790,2,8,82,708,0.2,0.10379746835443038,0.023809523809523808
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,cosine_neighbors_euclidean_score,0.05,800,10,790,10,0,8,782,1.0,0.010126582278481013,0.5555555555555556
