window,task,suite,query,method,auc,failures,successes
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,17,eef_motion_low,0.5514508364584164,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,17,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,17,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,v7,0.42868161387270937,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,v7,0.42868161387270937,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,v8_fixed,0.620043086252294,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,v8_fixed,0.620043086252294,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,v82,0.6214261017580255,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,v82,0.6214261017580255,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,eef_motion_low,0.4437883986276231,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,eef_motion_low,0.4437883986276231,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,18,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,v7,0.43849570467299664,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,v7,0.43849570467299664,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,v8_fixed,0.581052687571478,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,v8_fixed,0.581052687571478,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,v82,0.5896433415782335,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,v82,0.5896433415782335,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,eef_motion_low,0.42902736774914224,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,eef_motion_low,0.42902736774914224,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,19,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,v7,0.46831032740232453,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,v7,0.46831032740232453,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,v8_fixed,0.5957871219979255,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,v8_fixed,0.5957871219979255,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,v82,0.5962658581345248,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,v82,0.5962658581345248,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,eef_motion_low,0.42346870927418284,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,eef_motion_low,0.42346870927418284,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,20,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,v7,0.5108114577515359,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,v7,0.5108114577515359,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,v8_fixed,0.6076491396047767,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,v8_fixed,0.6076491396047767,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,v82,0.5970637516955238,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,v82,0.5970637516955238,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,eef_motion_low,0.4492938641985159,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,eef_motion_low,0.4492938641985159,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,21,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,v7,0.5297215351472113,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,v7,0.5297215351472113,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,v8_fixed,0.5588712465757067,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,v8_fixed,0.5588712465757067,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,v82,0.5504667677331844,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,v82,0.5504667677331844,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,eef_motion_low,0.49578446235272217,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,eef_motion_low,0.49578446235272217,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,22,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,v7,0.5475677544615548,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,v7,0.5475677544615548,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,v8_fixed,0.4967153381738876,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,v8_fixed,0.4967153381738876,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,v82,0.4834171121572382,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,v82,0.4834171121572382,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,eef_motion_low,0.4960770233250884,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,eef_motion_low,0.4960770233250884,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,23,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,v7,0.5188701827176254,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,v7,0.5188701827176254,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,v8_fixed,0.47288491715205194,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,v8_fixed,0.47288491715205194,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,v82,0.45860262241017047,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,v82,0.45860262241017047,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,eef_motion_low,0.4668475225404931,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,eef_motion_low,0.4668475225404931,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,24,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,v7,0.4878587196467991,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,v7,0.4878587196467991,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,v8_fixed,0.4619803718183994,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,v8_fixed,0.4619803718183994,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,v82,0.44791084869278436,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,v82,0.44791084869278436,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,eef_motion_low,0.44059682438362724,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,eef_motion_low,0.44059682438362724,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,25,clock,0.5,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v7,0.4729381100561185,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v7,0.4729381100561185,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v7,0.4729381100561185,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v8_fixed,0.44458629218862206,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v8_fixed,0.44458629218862206,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v8_fixed,0.44458629218862206,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v82,0.43360195749886965,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v82,0.43360195749886965,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,v82,0.43360195749886965,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,eef_motion_low,0.4534961036197771,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,eef_motion_low,0.4534961036197771,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,eef_motion_low,0.4534961036197771,151,249
through_50pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,clock,0.5,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,26,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,v7,0.4910236974387617,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,v7,0.4910236974387617,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,v8_fixed,0.47498603686268254,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,v8_fixed,0.47498603686268254,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,v82,0.4607303385728344,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,v82,0.4607303385728344,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,eef_motion_low,0.4921939413282268,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,eef_motion_low,0.4921939413282268,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,clock,0.5,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,27,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,v7,0.5632064682571345,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,v7,0.5632064682571345,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,v8_fixed,0.5576744062342084,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,v8_fixed,0.5576744062342084,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,v82,0.5540572887576797,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,v82,0.5540572887576797,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,eef_motion_low,0.5503337854730179,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,eef_motion_low,0.5503337854730179,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,clock,0.5,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,28,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,v7,0.7020665443229873,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,v7,0.7020665443229873,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,v8_fixed,0.7011622649538551,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,v8_fixed,0.7011622649538551,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,v82,0.6985558126545919,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,v82,0.6985558126545919,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,eef_motion_low,0.6112928535333386,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,eef_motion_low,0.6112928535333386,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,clock,0.5,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,29,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,v7,0.7975478071225298,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,v7,0.7975478071225298,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,v8_fixed,0.7970690709859305,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,v8_fixed,0.7970690709859305,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,v82,0.7932657783451688,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,v82,0.7932657783451688,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,eef_motion_low,0.6544854916354158,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,eef_motion_low,0.6544854916354158,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,clock,0.5,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,30,clock,0.5,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,v7,0.8393574297188755,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,v7,0.8393574297188755,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,v8_fixed,0.8348094364211814,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,v8_fixed,0.8348094364211814,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,v82,0.8299954786031544,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,v82,0.8299954786031544,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,eef_motion_low,0.7348599696800446,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,eef_motion_low,0.7348599696800446,151,249
through_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,clock,0.5,151,249
band_50_60pct,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,libero_long,31,clock,0.5,151,249
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v7,0.9018018018018018,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v7,0.9018018018018018,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v7,0.9018018018018018,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v8_fixed,0.9002702702702703,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v8_fixed,0.9002702702702703,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v8_fixed,0.9002702702702703,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v82,0.8945045045045045,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v82,0.8945045045045045,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,v82,0.8945045045045045,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,eef_motion_low,0.9081981981981982,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,eef_motion_low,0.9081981981981982,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,eef_motion_low,0.9081981981981982,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,clock,0.5,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,clock,0.5,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,7,clock,0.5,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v7,0.8151351351351351,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v7,0.8151351351351351,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v7,0.8151351351351351,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v8_fixed,0.8877477477477478,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v8_fixed,0.8877477477477478,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v8_fixed,0.8877477477477478,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v82,0.8897297297297297,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v82,0.8897297297297297,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,v82,0.8897297297297297,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,eef_motion_low,0.9734234234234235,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,eef_motion_low,0.9734234234234235,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,eef_motion_low,0.9734234234234235,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,clock,0.5,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,clock,0.5,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,8,clock,0.5,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v7,0.7576576576576577,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v7,0.7576576576576577,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v7,0.7576576576576577,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v8_fixed,0.9058558558558558,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v8_fixed,0.9058558558558558,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v8_fixed,0.9058558558558558,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v82,0.9136036036036036,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v82,0.9136036036036036,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,v82,0.9136036036036036,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,eef_motion_low,0.982072072072072,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,eef_motion_low,0.982072072072072,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,eef_motion_low,0.982072072072072,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,clock,0.5,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,clock,0.5,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,9,clock,0.5,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,10,v7,0.7072072072072072,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,10,v7,0.7072072072072072,30,370
through_60pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,10,v7,0.7072072072072072,30,370
early_q7_q13,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,10,v8_fixed,0.957027027027027,30,370
through_50pct,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,libero_long,10,v8_fixed,0.957027027027027,30,370
