scope,variant,phantom_episodes,coupled_episodes,detected,detection_rate,detection_rate_ci95_low,detection_rate_ci95_high,false_events,realised_false_event_rate,median_latency_chunks,p25_latency_chunks,p75_latency_chunks,median_report_chunk,median_closure_chunk,earlier_than_clock,share_earlier_of_detected,share_earlier_ci95_low,share_earlier_ci95_high,share_earlier_of_all_phantom,median_lead_chunks,median_lead_env_steps,median_clock_chunk,latency_histogram,report_chunk_histogram,held_out_suite,target_false_event_rate,threshold,calibration,train_calibration_false_event_rate
both_cohorts,oracle_timing,51,7940,0,0.0,0.0,0.0,3,0.0003778337531486146,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.01,0.9999999959252674,train_suites_out_of_fold,0.009942843534174803
development_main,oracle_timing,23,3974,0,0.0,0.0,0.0,1,0.0002516356316054353,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.01,0.9999999959252674,train_suites_out_of_fold,0.009942843534174803
external_8b,oracle_timing,28,3966,0,0.0,0.0,0.0,2,0.0005042864346949068,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.01,0.9999999959252674,train_suites_out_of_fold,0.009942843534174803
both_cohorts,routing_timing,51,7940,0,0.0,0.0,0.0,7,0.0008816120906801007,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.01,0.9999999959252674,train_suites_out_of_fold,0.009942843534174803
development_main,routing_timing,23,3974,0,0.0,0.0,0.0,3,0.000754906894816306,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.01,0.9999999959252674,train_suites_out_of_fold,0.009942843534174803
external_8b,routing_timing,28,3966,0,0.0,0.0,0.0,4,0.0010085728693898135,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.01,0.9999999959252674,train_suites_out_of_fold,0.009942843534174803
both_cohorts,oracle_timing_local_calibration,51,7940,8,0.1568627450980392,0.0,0.3333333333333333,79,0.009949622166246851,3.0,2.75,3.0,7.0,4.0,8,1.0,1.0,1.0,0.1568627450980392,8.0,80.0,15.0,"{'0': 1, '2': 1, '3': 6}","{'5': 1, '6': 1, '7': 6}",libero_spatial,0.01,0.9999862798366339,held_out_suite,
development_main,oracle_timing_local_calibration,23,3974,4,0.17391304347826086,0.15,0.3333333333333333,35,0.008807247106190236,3.0,2.25,3.0,7.0,4.0,4,1.0,1.0,1.0,0.17391304347826086,7.0,70.0,14.0,"{'0': 1, '3': 3}","{'5': 1, '7': 3}",libero_spatial,0.01,0.9999862798366339,held_out_suite,
external_8b,oracle_timing_local_calibration,28,3966,4,0.14285714285714285,0.0,0.3333333333333333,44,0.011094301563287948,3.0,2.75,3.0,7.0,4.0,4,1.0,1.0,1.0,0.14285714285714285,8.0,80.0,15.0,"{'2': 1, '3': 3}","{'6': 1, '7': 3}",libero_spatial,0.01,0.9999862798366339,held_out_suite,
both_cohorts,closure_index_baseline,51,7940,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.01,21.0,train_suites_out_of_fold,
development_main,closure_index_baseline,23,3974,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.01,21.0,train_suites_out_of_fold,
external_8b,closure_index_baseline,28,3966,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.01,21.0,train_suites_out_of_fold,
both_cohorts,closure_index_local_calibration,51,7940,1,0.0196078431372549,0.0,0.5,5,0.0006297229219143577,0.0,0.0,0.0,12.0,4.0,1,1.0,1.0,1.0,0.0196078431372549,3.0,30.0,15.0,{'0': 1},{'12': 1},libero_spatial,0.01,7.0,held_out_suite,
development_main,closure_index_local_calibration,23,3974,0,0.0,0.0,0.0,3,0.000754906894816306,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.01,7.0,held_out_suite,
external_8b,closure_index_local_calibration,28,3966,1,0.03571428571428571,0.0,0.5,2,0.0005042864346949068,0.0,0.0,0.0,12.0,4.0,1,1.0,1.0,1.0,0.03571428571428571,3.0,30.0,15.0,{'0': 1},{'12': 1},libero_spatial,0.01,7.0,held_out_suite,
both_cohorts,oracle_timing,51,7940,0,0.0,0.0,0.0,5,0.0006297229219143577,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.02,0.9999999693799131,train_suites_out_of_fold,0.019945225053584186
development_main,oracle_timing,23,3974,0,0.0,0.0,0.0,2,0.0005032712632108706,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.02,0.9999999693799131,train_suites_out_of_fold,0.019945225053584186
external_8b,oracle_timing,28,3966,0,0.0,0.0,0.0,3,0.0007564296520423601,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.02,0.9999999693799131,train_suites_out_of_fold,0.019945225053584186
both_cohorts,routing_timing,51,7940,0,0.0,0.0,0.0,13,0.00163727959697733,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.02,0.9999999693799131,train_suites_out_of_fold,0.019945225053584186
development_main,routing_timing,23,3974,0,0.0,0.0,0.0,6,0.001509813789632612,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.02,0.9999999693799131,train_suites_out_of_fold,0.019945225053584186
external_8b,routing_timing,28,3966,0,0.0,0.0,0.0,7,0.0017650025214321734,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.02,0.9999999693799131,train_suites_out_of_fold,0.019945225053584186
both_cohorts,oracle_timing_local_calibration,51,7940,18,0.35294117647058826,0.3023255813953488,1.0,158,0.019899244332493703,3.0,2.25,3.0,7.0,4.0,17,0.9444444444444444,0.5,1.0,0.3333333333333333,8.0,80.0,15.0,"{'0': 2, '2': 3, '3': 13}","{'5': 2, '6': 6, '7': 8, '9': 1, '15': 1}",libero_spatial,0.02,0.9999453452427745,held_out_suite,
development_main,oracle_timing_local_calibration,23,3974,6,0.2608695652173913,0.2,0.6666666666666666,70,0.017614494212380472,3.0,0.75,3.0,7.0,4.0,6,1.0,1.0,1.0,0.2608695652173913,7.0,70.0,14.0,"{'0': 2, '3': 4}","{'5': 2, '7': 4}",libero_spatial,0.02,0.9999453452427745,held_out_suite,
external_8b,oracle_timing_local_calibration,28,3966,12,0.42857142857142855,0.3333333333333333,1.0,88,0.022188603126575897,3.0,2.75,3.0,6.5,4.0,11,0.9166666666666666,0.5,1.0,0.39285714285714285,9.0,90.0,15.0,"{'2': 3, '3': 9}","{'6': 6, '7': 4, '9': 1, '15': 1}",libero_spatial,0.02,0.9999453452427745,held_out_suite,
both_cohorts,closure_index_baseline,51,7940,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.02,20.0,train_suites_out_of_fold,
development_main,closure_index_baseline,23,3974,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.02,20.0,train_suites_out_of_fold,
external_8b,closure_index_baseline,28,3966,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.02,20.0,train_suites_out_of_fold,
both_cohorts,closure_index_local_calibration,51,7940,1,0.0196078431372549,0.0,0.5,5,0.0006297229219143577,0.0,0.0,0.0,12.0,4.0,1,1.0,1.0,1.0,0.0196078431372549,3.0,30.0,15.0,{'0': 1},{'12': 1},libero_spatial,0.02,7.0,held_out_suite,
development_main,closure_index_local_calibration,23,3974,0,0.0,0.0,0.0,3,0.000754906894816306,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.02,7.0,held_out_suite,
external_8b,closure_index_local_calibration,28,3966,1,0.03571428571428571,0.0,0.5,2,0.0005042864346949068,0.0,0.0,0.0,12.0,4.0,1,1.0,1.0,1.0,0.03571428571428571,3.0,30.0,15.0,{'0': 1},{'12': 1},libero_spatial,0.02,7.0,held_out_suite,
