calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,precision,median_failure_q,median_failure_cap_percent,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.01,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,1.0,33.5,0.4461538461538481,1,0,1,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,18,1,399,1.0,0.045112781954887216,0.05263157894736842,19.0,36.53846153846154,1,18,1,18,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,21,1,399,1.0,0.05263157894736842,0.045454545454545456,41.0,-47.184615384615384,0,20,0,20,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,16,151,249,0.8344370860927153,0.0642570281124498,0.8873239436619719,33.0,-42.37692307692308,0,1,23,6,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,14,30,370,1.0,0.03783783783783784,0.6818181818181818,12.0,23.076923076923077,27,14,28,14,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,4,10,390,0.9,0.010256410256410256,0.6923076923076923,10.0,19.23076923076923,8,3,8,4,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,8,4,396,1.0,0.020202020202020204,0.3333333333333333,26.5,50.96153846153846,2,7,3,8,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,5,20,380,0.9,0.013157894736842105,0.782608695652174,30.0,55.76923076923077,4,4,15,4,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,27,47,353,1.0,0.0764872521246459,0.6351351351351351,30.0,55.76923076923077,14,21,35,26,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,35,6,394,1.0,0.08883248730964467,0.14634146341463414,23.5,45.19230769230769,6,34,6,35,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,4,3,397,0.6666666666666666,0.010075566750629723,0.3333333333333333,21.5,76.78571428571428,0,1,0,2,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,1.0,20.0,71.42857142857143,0,0,1,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,0.0,,,0,2,0,2,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,0.0,,,0,1,0,1,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,0.7142857142857143,24.0,85.71428571428571,0,1,0,1,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,21.0,75.0,0,0,0,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,0.8571428571428571,18.0,64.28571428571429,0,0,0,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4,2,5,395,0.8,0.005063291139240506,0.6666666666666666,15.5,55.35714285714286,0,0,3,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,1.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,17.0,60.714285714285715,1,0,1,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,0,0,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,1.0,19.5,88.63636363636363,0,0,0,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,0.9047619047619048,17.0,77.27272727272727,2,1,2,1,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,1.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,0.9285714285714286,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,1.0,17.0,77.27272727272727,2,0,3,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,1.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.02,v82_reference,all,461,308,564,15436,0.8173758865248227,0.01995335579165587,0.599479843953186,22.0,59.61538461538461,90,270,193,288,0.7565781151170146,0.8920318392353601,0.010307449705232867,0.031276798318665554
episode,0.02,v82_reference,libero_goal,95,25,106,3894,0.8962264150943396,0.0064201335387776065,0.7916666666666666,21.0,70.0,29,23,43,25,,,,
episode,0.02,v82_reference,libero_long,224,105,274,3726,0.8175182481751825,0.02818035426731079,0.6808510638297872,31.0,43.269230769230774,53,82,136,93,,,,
episode,0.02,v82_reference,libero_object,27,174,44,3956,0.6136363636363636,0.04398382204246714,0.13432835820895522,20.0,71.42857142857143,5,165,7,170,,,,
episode,0.02,v82_reference,libero_spatial,115,4,140,3860,0.8214285714285714,0.0010362694300518134,0.9663865546218487,18.0,81.81818181818181,3,0,7,0,,,,
episode,0.02,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,45,1,51,349,0.8823529411764706,0.0028653295128939827,0.9782608695652174,24.0,80.0,1,1,4,1,,,,
episode,0.02,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,1,17,1,399,1.0,0.042606516290726815,0.05555555555555555,16.0,53.333333333333336,0,16,1,17,,,,
episode,0.02,v82_reference,libero_goal/put_the_bowl_on_the_plate,13,1,18,382,0.7222222222222222,0.002617801047120419,0.9285714285714286,16.0,53.333333333333336,3,0,7,1,,,,
episode,0.02,v82_reference,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,17.0,56.666666666666664,1,0,7,0,,,,
episode,0.02,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,14.0,46.666666666666664,16,0,16,0,,,,
episode,0.02,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,9,6,9,391,1.0,0.015345268542199489,0.6,10.0,33.333333333333336,7,6,7,6,,,,
episode,0.02,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,1.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.02,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,15.0,50.0,1,0,1,0,,,,
episode,0.02,v82_reference,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,1,4,396,1.0,0.0025252525252525255,0.8,27.0,-12.053846153846152,2,1,2,1,,,,
episode,0.02,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,7,1,399,1.0,0.017543859649122806,0.125,28.0,53.84615384615385,0,6,1,6,,,,
episode,0.02,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,13,1,399,1.0,0.03258145363408521,0.07142857142857142,39.0,-51.03076923076923,0,12,0,12,,,,
episode,0.02,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,116,26,151,249,0.7682119205298014,0.10441767068273092,0.8169014084507042,31.0,57.69230769230769,10,9,67,17,,,,
episode,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,29,3,30,370,0.9666666666666667,0.008108108108108109,0.90625,14.0,19.23076923076923,22,3,22,3,,,,
episode,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,1,10,390,0.8,0.002564102564102564,0.8888888888888888,9.0,17.307692307692307,8,0,8,1,,,,
episode,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,2,4,396,0.5,0.005050505050505051,0.5,26.5,50.96153846153846,1,2,2,2,,,,
episode,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,19,3,20,380,0.95,0.007894736842105263,0.8636363636363636,31.0,55.76923076923077,0,2,13,2,,,,
episode,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,9,47,353,0.8085106382978723,0.025495750708215296,0.8085106382978723,33.5,-30.838461538461537,4,7,15,9,,,,
episode,0.02,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,40,6,394,1.0,0.10152284263959391,0.13043478260869565,23.0,44.23076923076923,6,40,6,40,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,11,3,397,1.0,0.027707808564231738,0.21428571428571427,21.0,75.0,0,9,0,10,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,8,0,10,390,0.8,0.0,1.0,21.5,76.78571428571428,0,0,0,0,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,52,0,400,,0.13,0.0,,,0,52,0,52,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,63,0,400,,0.1575,0.0,,,0,62,0,63,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1,0,7,393,0.14285714285714285,0.0,1.0,20.0,71.42857142857143,0,0,0,0,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,7,1,399,1.0,0.017543859649122806,0.125,20.0,71.42857142857143,0,7,0,7,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,35,7,393,0.8571428571428571,0.089058524173028,0.14634146341463414,16.0,57.14285714285714,2,31,3,34,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,2,6,5,395,0.4,0.015189873417721518,0.25,19.0,67.85714285714286,1,4,1,4,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,1.0,22.0,78.57142857142857,1,0,1,0,,,,
episode,0.02,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,16.0,57.142857142857146,1,0,2,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,11,0,14,386,0.7857142857142857,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,2,24,376,0.3333333333333333,0.005319148936170213,0.8,17.5,79.54545454545453,1,0,2,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,12,1,13,387,0.9230769230769231,0.002583979328165375,0.9230769230769231,15.0,68.18181818181819,0,0,0,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,1.0,17.0,77.27272727272727,2,0,2,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,1,41,359,1.0,0.002785515320334262,0.9761904761904762,18.0,81.81818181818181,0,0,3,0,,,,
episode,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.02,dynamics_only,all,288,227,564,15436,0.5106382978723404,0.014705882352941176,0.5592233009708738,21.5,53.84615384615385,56,206,103,216,0.3932288395100503,0.712552068692341,0.009106648696340357,0.021029897734224163
episode,0.02,dynamics_only,libero_goal,30,1,106,3894,0.2830188679245283,0.00025680534155110427,0.967741935483871,19.0,63.333333333333336,1,1,14,1,,,,
episode,0.02,dynamics_only,libero_long,155,212,274,3726,0.5656934306569343,0.05689747718733226,0.4223433242506812,32.0,21.153846153846153,51,202,74,208,,,,
episode,0.02,dynamics_only,libero_object,22,11,44,3956,0.5,0.002780586450960566,0.6666666666666666,17.0,60.714285714285715,2,3,9,7,,,,
episode,0.02,dynamics_only,libero_spatial,81,3,140,3860,0.5785714285714286,0.0007772020725388601,0.9642857142857143,17.0,77.27272727272727,2,0,6,0,,,,
episode,0.02,dynamics_only,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,1,51,349,0.13725490196078433,0.0028653295128939827,0.875,27.0,90.0,1,1,1,1,,,,
episode,0.02,dynamics_only,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,1,399,1.0,0.0,1.0,17.0,56.666666666666664,0,0,1,0,,,,
episode,0.02,dynamics_only,libero_goal/put_the_bowl_on_the_plate,5,0,18,382,0.2777777777777778,0.0,1.0,17.0,56.666666666666664,0,0,3,0,,,,
episode,0.02,dynamics_only,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,16.0,53.333333333333336,0,0,7,0,,,,
episode,0.02,dynamics_only,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,16,384,0.0,0.0,,,,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_goal/put_the_cream_cheese_in_the_bowl,7,0,9,391,0.7777777777777778,0.0,1.0,20.0,66.66666666666667,0,0,2,0,,,,
episode,0.02,dynamics_only,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,29.0,96.66666666666667,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,13,4,396,1.0,0.03282828282828283,0.23529411764705882,22.5,30.769230769230766,3,13,3,13,,,,
episode,0.02,dynamics_only,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,25,1,399,1.0,0.06265664160401002,0.038461538461538464,17.0,32.69230769230769,1,25,1,25,,,,
episode,0.02,dynamics_only,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,23,1,399,1.0,0.05764411027568922,0.041666666666666664,51.0,-27.953846153846154,0,23,0,23,,,,
episode,0.02,dynamics_only,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,8,151,249,0.32450331125827814,0.0321285140562249,0.8596491228070176,44.0,-39.49230769230769,0,4,2,4,,,,
episode,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,20,24,30,370,0.6666666666666666,0.06486486486486487,0.45454545454545453,11.0,21.153846153846153,14,24,15,24,,,,
episode,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,10,10,390,0.9,0.02564102564102564,0.47368421052631576,11.0,21.153846153846153,6,10,6,10,,,,
episode,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,3,12,4,396,0.75,0.030303030303030304,0.2,23.0,44.23076923076923,2,11,3,12,,,,
episode,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,15,2,20,380,0.75,0.005263157894736842,0.8823529411764706,44.0,-41.41538461538462,1,2,1,2,,,,
episode,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,40,47,353,1.0,0.11331444759206799,0.5402298850574713,28.0,51.92307692307692,18,35,37,40,,,,
episode,0.02,dynamics_only,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,55,6,394,1.0,0.13959390862944163,0.09836065573770492,21.5,41.34615384615385,6,55,6,55,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,8,3,397,0.0,0.020151133501259445,0.0,,,0,1,0,5,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,4,1,10,390,0.4,0.002564102564102564,0.8,17.5,62.5,0,1,2,1,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,2,2,7,393,0.2857142857142857,0.005089058524173028,0.5,21.5,76.78571428571429,0,1,1,1,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,26.0,92.85714285714286,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,0,7,393,0.8571428571428571,0.0,1.0,18.5,66.07142857142857,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,0,5,395,1.0,0.0,1.0,15.0,53.57142857142857,2,0,4,0,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,1,0,4,396,0.25,0.0,1.0,23.0,82.14285714285714,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,16.0,57.142857142857146,0,0,2,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,0,14,386,0.2857142857142857,0.0,1.0,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,1.0,15.5,70.45454545454545,0,0,1,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,1,24,376,0.7916666666666666,0.0026595744680851063,0.95,17.0,77.27272727272727,1,0,1,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,5,0,8,392,0.625,0.0,1.0,14.0,63.63636363636363,0,0,2,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,12,1,13,387,0.9230769230769231,0.002583979328165375,0.9230769230769231,17.0,77.27272727272727,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,1.0,18.0,81.81818181818181,1,0,2,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,14,0,41,359,0.34146341463414637,0.0,1.0,16.5,75.0,0,0,0,0,,,,
episode,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,13,0,21,379,0.6190476190476191,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,v82_integrated,all,470,219,564,15436,0.8333333333333334,0.014187613371339725,0.6821480406386067,23.0,59.61538461538461,85,179,170,199,0.7770772385432847,0.9132412266718982,0.009168625342757933,0.01986800998717018
episode,0.02,v82_integrated,libero_goal,90,9,106,3894,0.8490566037735849,0.0023112480739599386,0.9090909090909091,22.5,75.0,21,8,33,9,,,,
episode,0.02,v82_integrated,libero_long,233,175,274,3726,0.8503649635036497,0.04696725711218465,0.571078431372549,31.0,46.15384615384615,60,149,123,164,,,,
episode,0.02,v82_integrated,libero_object,28,31,44,3956,0.6363636363636364,0.007836198179979777,0.4745762711864407,17.0,60.714285714285715,2,22,9,26,,,,
episode,0.02,v82_integrated,libero_spatial,119,4,140,3860,0.85,0.0010362694300518134,0.967479674796748,18.0,81.81818181818181,2,0,5,0,,,,
episode,0.02,v82_integrated,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,43,1,51,349,0.8431372549019608,0.0028653295128939827,0.9772727272727273,25.0,83.33333333333333,1,1,1,1,,,,
episode,0.02,v82_integrated,libero_goal/push_the_plate_to_the_front_of_the_stove,1,3,1,399,1.0,0.007518796992481203,0.25,16.0,53.333333333333336,0,2,1,3,,,,
episode,0.02,v82_integrated,libero_goal/put_the_bowl_on_the_plate,10,0,18,382,0.5555555555555556,0.0,1.0,20.5,68.33333333333334,1,0,4,0,,,,
episode,0.02,v82_integrated,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,17.0,56.666666666666664,0,0,7,0,,,,
episode,0.02,v82_integrated,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,14.0,46.666666666666664,16,0,16,0,,,,
episode,0.02,v82_integrated,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,0.6428571428571429,20.0,66.66666666666667,2,5,3,5,,,,
episode,0.02,v82_integrated,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,1.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,15.0,50.0,1,0,1,0,,,,
episode,0.02,v82_integrated,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,3,4,396,1.0,0.007575757575757576,0.5714285714285714,33.0,-1.4769230769230752,1,3,2,3,,,,
episode,0.02,v82_integrated,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,20,1,399,1.0,0.05012531328320802,0.047619047619047616,18.0,34.61538461538461,1,20,1,20,,,,
episode,0.02,v82_integrated,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,25,1,399,1.0,0.06265664160401002,0.038461538461538464,40.0,-49.10769230769231,0,24,0,24,,,,
episode,0.02,v82_integrated,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,113,16,151,249,0.7483443708609272,0.0642570281124498,0.875968992248062,32.0,57.69230769230769,0,1,32,8,,,,
