calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,precision,median_failure_q,median_failure_cap_percent,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.005,v82_integrated,libero_goal/put_the_cream_cheese_in_the_bowl,8,0,9,391,0.8888888888888888,0.0,1.0,21.0,70.0,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,1.0,23.0,76.66666666666667,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,16.0,53.333333333333336,0,0,1,0,,,,
episode,0.005,v82_integrated,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,1.0,39.5,-50.06923076923077,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,8,1,399,1.0,0.020050125313283207,0.1111111111111111,30.0,57.69230769230769,0,8,1,8,,,,
episode,0.005,v82_integrated,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,12,1,399,1.0,0.03007518796992481,0.07692307692307693,42.0,-45.261538461538464,0,12,0,12,,,,
episode,0.005,v82_integrated,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,93,7,151,249,0.6158940397350994,0.028112449799196786,0.93,33.0,-58.723076923076924,0,0,8,1,,,,
episode,0.005,v82_integrated,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,28,5,30,370,0.9333333333333333,0.013513513513513514,0.8484848484848485,15.5,21.153846153846153,19,5,21,5,,,,
episode,0.005,v82_integrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,1,10,390,0.8,0.002564102564102564,0.8888888888888888,10.5,20.192307692307693,8,1,8,1,,,,
episode,0.005,v82_integrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,3,4,4,396,0.75,0.010101010101010102,0.42857142857142855,25.0,44.23076923076923,2,2,2,4,,,,
episode,0.005,v82_integrated,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,13,0,20,380,0.65,0.0,1.0,30.0,55.76923076923077,0,0,7,0,,,,
episode,0.005,v82_integrated,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,42,13,47,353,0.8936170212765957,0.036827195467422094,0.7636363636363637,32.5,8.138461538461538,5,11,17,12,,,,
episode,0.005,v82_integrated,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,12,6,394,1.0,0.030456852791878174,0.3333333333333333,26.0,50.0,4,11,6,12,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,2,3,397,0.6666666666666666,0.005037783375314861,0.5,22.5,80.35714285714286,0,0,0,1,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,3,0,10,390,0.3,0.0,1.0,21.0,75.0,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1,0,7,393,0.14285714285714285,0.0,1.0,17.0,60.714285714285715,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,21.0,75.0,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_milk_and_place_it_in_the_basket,5,0,7,393,0.7142857142857143,0.0,1.0,19.0,67.85714285714286,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,1,5,395,0.2,0.002531645569620253,0.5,15.0,53.57142857142857,0,0,1,0,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,2,0,4,396,0.5,0.0,1.0,24.0,85.71428571428572,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,21.0,95.45454545454545,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,5,0,14,386,0.35714285714285715,0.0,1.0,20.0,90.9090909090909,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,3,397,0.0,0.0,,,,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,5,1,24,376,0.20833333333333334,0.0026595744680851063,0.8333333333333334,18.0,81.81818181818181,0,0,1,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,3,0,8,392,0.375,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,11,1,13,387,0.8461538461538461,0.002583979328165375,0.9166666666666666,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,7,0,12,388,0.5833333333333334,0.0,1.0,18.0,81.81818181818181,0,0,1,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,26,0,41,359,0.6341463414634146,0.0,1.0,20.0,90.9090909090909,0,0,0,0,,,,
episode,0.005,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,6,0,21,379,0.2857142857142857,0.0,1.0,19.5,88.63636363636363,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,all,480,127,564,15436,0.851063829787234,0.008227520082923037,0.7907742998352554,24.0,59.61538461538461,78,91,161,106,0.807546016301376,0.9112833262801523,0.005238565048451758,0.011228881319767806
episode,0.005,v82_frozen_plus_dynamics,libero_goal,87,10,106,3894,0.8207547169811321,0.0025680534155110425,0.8969072164948454,21.0,70.0,21,8,37,10,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long,241,102,274,3726,0.8795620437956204,0.027375201288244767,0.7026239067055393,32.0,28.846153846153847,52,78,114,89,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object,30,11,44,3956,0.6818181818181818,0.002780586450960566,0.7317073170731707,19.5,69.64285714285714,1,4,4,6,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial,122,4,140,3860,0.8714285714285714,0.0010362694300518134,0.9682539682539683,18.5,84.0909090909091,4,1,6,1,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,0.975,25.0,83.33333333333333,0,1,3,1,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,0.2,16.0,53.333333333333336,0,2,1,4,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_the_plate,11,0,18,382,0.6111111111111112,0.0,1.0,16.0,53.333333333333336,2,0,6,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,18.0,60.0,0,0,7,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,14.0,46.666666666666664,15,0,16,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,0.6428571428571429,20.0,66.66666666666667,3,5,3,5,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,1.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,15.0,50.0,1,0,1,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,1.0,35.5,-50.06923076923077,1,0,1,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,10,1,399,1.0,0.02506265664160401,0.09090909090909091,29.0,55.76923076923077,0,10,1,10,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,16,1,399,1.0,0.040100250626566414,0.058823529411764705,41.0,-47.184615384615384,0,15,0,15,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,123,15,151,249,0.8145695364238411,0.060240963855421686,0.8913043478260869,33.0,-43.33846153846154,0,0,22,5,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,7,30,370,1.0,0.01891891891891892,0.8108108108108109,14.0,22.115384615384613,23,7,25,7,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,2,10,390,0.8,0.005128205128205128,0.8,10.0,19.23076923076923,8,1,8,2,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,7,4,396,1.0,0.017676767676767676,0.36363636363636365,27.5,52.88461538461539,2,5,3,7,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,5,20,380,0.85,0.013157894736842105,0.7727272727272727,30.0,57.69230769230769,3,4,15,4,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,18,47,353,1.0,0.05099150141643059,0.7230769230769231,31.0,55.76923076923077,10,14,33,17,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,22,6,394,1.0,0.05583756345177665,0.21428571428571427,24.5,47.11538461538461,5,22,6,22,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,3,3,397,0.6666666666666666,0.007556675062972292,0.4,21.5,76.78571428571428,0,0,0,2,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,1.0,20.0,71.42857142857143,0,0,1,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,0.0,,,0,2,0,2,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,0.0,,,0,1,0,1,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,0.7142857142857143,24.0,85.71428571428571,0,1,0,1,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,21.0,75.0,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,0.8571428571428571,19.0,67.85714285714286,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,2,5,395,0.2,0.005063291139240506,0.3333333333333333,15.0,53.57142857142857,0,0,1,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,1.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,17.0,60.714285714285715,1,0,1,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,11,0,14,386,0.7857142857142857,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,18,2,24,376,0.75,0.005319148936170213,0.9,19.0,86.36363636363636,2,1,2,1,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,1.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,0.9285714285714286,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,1.0,17.0,77.27272727272727,2,0,2,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,1.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.005,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,v82_reference,all,435,165,564,15436,0.7712765957446809,0.01068929774552993,0.725,23.0,59.61538461538461,72,133,157,146,0.7111082693947144,0.8473594544009982,0.0056106886823584015,0.016820731598623115
episode,0.01,v82_reference,libero_goal,93,13,106,3894,0.8773584905660378,0.003338469440164355,0.8773584905660378,22.0,73.33333333333333,23,10,37,13,,,,
episode,0.01,v82_reference,libero_long,213,82,274,3726,0.7773722627737226,0.02200751476113795,0.7220338983050848,31.0,40.38461538461539,44,60,110,70,,,,
episode,0.01,v82_reference,libero_object,23,67,44,3956,0.5227272727272727,0.01693629929221436,0.25555555555555554,20.0,71.42857142857143,3,63,6,63,,,,
episode,0.01,v82_reference,libero_spatial,106,3,140,3860,0.7571428571428571,0.0007772020725388601,0.9724770642201835,19.0,86.36363636363636,2,0,4,0,,,,
episode,0.01,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.01,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,44,1,51,349,0.8627450980392157,0.0028653295128939827,0.9777777777777777,24.0,80.0,1,0,3,1,,,,
episode,0.01,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,1,7,1,399,1.0,0.017543859649122806,0.125,16.0,53.333333333333336,0,5,1,7,,,,
episode,0.01,v82_reference,libero_goal/put_the_bowl_on_the_plate,12,0,18,382,0.6666666666666666,0.0,1.0,18.5,61.66666666666667,2,0,6,0,,,,
episode,0.01,v82_reference,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,17.0,56.666666666666664,0,0,7,0,,,,
episode,0.01,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,14.0,46.666666666666664,16,0,16,0,,,,
episode,0.01,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,0.6428571428571429,21.0,70.0,3,5,3,5,,,,
episode,0.01,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,1.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.01,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,15.0,50.0,1,0,1,0,,,,
episode,0.01,v82_reference,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.01,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,1,4,396,1.0,0.0025252525252525255,0.8,27.5,-10.130769230769232,2,1,2,1,,,,
episode,0.01,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,4,1,399,1.0,0.010025062656641603,0.2,29.0,55.76923076923077,0,3,1,3,,,,
episode,0.01,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,10,1,399,1.0,0.02506265664160401,0.09090909090909091,40.0,-49.10769230769231,0,9,0,9,,,,
episode,0.01,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,108,17,151,249,0.7152317880794702,0.06827309236947791,0.864,32.0,57.69230769230769,4,1,43,8,,,,
episode,0.01,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,28,3,30,370,0.9333333333333333,0.008108108108108109,0.9032258064516129,14.0,15.384615384615385,20,3,20,3,,,,
episode,0.01,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,1,10,390,0.8,0.002564102564102564,0.8888888888888888,9.0,17.307692307692307,8,0,8,1,,,,
episode,0.01,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,2,4,396,0.5,0.005050505050505051,0.5,26.5,50.96153846153846,1,2,2,2,,,,
episode,0.01,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,2,20,380,0.85,0.005263157894736842,0.8947368421052632,30.0,55.76923076923077,0,1,13,1,,,,
episode,0.01,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,9,47,353,0.8085106382978723,0.025495750708215296,0.8085106382978723,33.5,-34.684615384615384,4,7,15,9,,,,
episode,0.01,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,33,6,394,1.0,0.08375634517766498,0.15384615384615385,24.0,46.15384615384616,5,33,6,33,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,3,3,397,0.6666666666666666,0.007556675062972292,0.4,21.0,75.0,0,2,0,2,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,7,0,10,390,0.7,0.0,1.0,24.0,85.71428571428571,0,0,0,0,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,27,0,400,,0.0675,0.0,,,0,27,0,27,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,24,0,400,,0.06,0.0,,,0,24,0,24,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,7,393,0.0,0.0,,,,0,0,0,0,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,2,1,399,1.0,0.005012531328320802,0.3333333333333333,20.0,71.42857142857143,0,2,0,2,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,8,7,393,0.8571428571428571,0.020356234096692113,0.42857142857142855,17.0,60.714285714285715,1,7,2,7,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,3,5,395,0.2,0.007594936708860759,0.25,14.0,50.0,1,1,1,1,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,1.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.01,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,16.0,57.142857142857146,1,0,2,0,,,,
episode,0.01,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
episode,0.01,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,11,0,14,386,0.7857142857142857,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,7,1,24,376,0.2916666666666667,0.0026595744680851063,0.875,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,1.0,19.5,88.63636363636363,0,0,0,0,,,,
