task,episode,full_invariant,nontrap_only,trap_only,init_state_id,primary_behavior,primary_physical_pattern,coverage_status,nontrap_coverage_status
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,324,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,327,False,False,False,33,regrasp_or_drop,bowl_transport_loss_proxy,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,329,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,330,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,334,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,335,False,False,True,33,other,bowl_never_transported,trap_only,trap_only
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,336,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,338,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,340,False,False,True,33,other,bowl_never_transported,trap_only,trap_only
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,341,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,342,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,345,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,346,False,False,False,33,stagnation,bowl_never_transported,uncovered,uncovered
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,349,False,False,True,33,other,bowl_never_transported,trap_only,trap_only
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,350,False,False,True,33,other,bowl_never_transported,trap_only,trap_only
