protocol,family,signal,endpoint_estimator,direction,min_stage,saving,outside_reference_rate,outside_reference_count,outside_reference_query_count,outside_reference_rollout_count,mean_controller_score,p95_controller_score,mean_completed_rounds
compute_matched_20,layer_route,route_layer_hellinger_cv,constant_velocity,le,6,0.19872159090909092,0.3309659090909091,233,31,4,0.00770173106418073,0.013841266768112197,8.012784090909092
safety_calibrated,layer_route,route_layer_hellinger_cv,constant_velocity,le,8,0.005681818181818182,0.002840909090909091,2,2,1,0.00032515095773649386,0.004265018345257213,9.943181818181818
compute_matched_10,layer_route,route_layer_hellinger_cv,constant_velocity,le,8,0.10014204545454546,0.08948863636363637,63,14,4,0.004808040269973252,0.010037739569052804,8.998579545454545
compute_matched_20,layer_route,route_layer_hellinger_cv,constant_velocity,le,8,0.19943181818181815,0.28551136363636365,201,34,4,0.008427038909992805,0.01065557059988988,8.005681818181818
safety_calibrated,layer_route,route_layer_hellinger_cv,constant_acceleration,le,6,0.0140625,0.018465909090909092,13,1,1,0.0006446858558742184,0.005712862157791716,9.859375
compute_matched_10,layer_route,route_layer_hellinger_cv,constant_acceleration,le,6,0.09872159090909091,0.046875,33,12,4,0.004322771115215508,0.009157966477858678,9.012784090909092
compute_matched_20,layer_route,route_layer_hellinger_cv,constant_acceleration,le,6,0.19872159090909092,0.22727272727272727,160,25,4,0.007250103447705005,0.013447586736347425,8.012784090909092
safety_calibrated,layer_route,route_layer_hellinger_cv,constant_acceleration,le,8,0.02755681818181818,0.0014204545454545455,1,1,1,0.001382954697579054,0.005895761406597773,9.724431818181818
compute_matched_10,layer_route,route_layer_hellinger_cv,constant_acceleration,le,8,0.10014204545454546,0.018465909090909092,13,8,4,0.004428073632947316,0.008768539036820488,8.998579545454545
compute_matched_20,layer_route,route_layer_hellinger_cv,constant_acceleration,le,8,0.19943181818181815,0.05113636363636364,36,20,4,0.0074526877802354894,0.009266790592843676,8.005681818181818
safety_calibrated,layer_route,route_layer_hellinger_range,constant_velocity,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,layer_route,route_layer_hellinger_range,constant_velocity,le,6,0.0990056818181818,0.2059659090909091,145,35,4,0.0032389984123550545,0.013685969470034627,9.009943181818182
compute_matched_20,layer_route,route_layer_hellinger_range,constant_velocity,le,6,0.20099431818181818,0.4303977272727273,303,42,4,0.006691233207256283,0.015700224272903865,7.990056818181818
safety_calibrated,layer_route,route_layer_hellinger_range,constant_velocity,le,8,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,layer_route,route_layer_hellinger_range,constant_velocity,le,8,0.0990056818181818,0.140625,99,19,4,0.004293281346125028,0.01045730171545031,9.009943181818182
compute_matched_20,layer_route,route_layer_hellinger_range,constant_velocity,le,8,0.19957386363636365,0.28551136363636365,201,34,4,0.008429556147498905,0.01065557059988988,8.004261363636363
safety_calibrated,layer_route,route_layer_hellinger_range,constant_acceleration,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,layer_route,route_layer_hellinger_range,constant_acceleration,le,6,0.0990056818181818,0.1846590909090909,130,28,4,0.003147152323822032,0.013334904306352662,9.009943181818182
compute_matched_20,layer_route,route_layer_hellinger_range,constant_acceleration,le,6,0.20099431818181818,0.390625,275,38,4,0.00646383689019903,0.014859117467675709,7.990056818181818
safety_calibrated,layer_route,route_layer_hellinger_range,constant_acceleration,le,8,0.009232954545454546,0.0014204545454545455,1,1,1,0.0003800945455819275,0.004473597028381788,9.907670454545455
compute_matched_10,layer_route,route_layer_hellinger_range,constant_acceleration,le,8,0.0990056818181818,0.028409090909090908,20,10,4,0.003811520671132562,0.008954886130223974,9.009943181818182
compute_matched_20,layer_route,route_layer_hellinger_range,constant_acceleration,le,8,0.19957386363636365,0.05113636363636364,36,20,4,0.00745483507066498,0.009266790592843676,8.004261363636363
safety_calibrated,layer_route,router_weight_amplitude_layer_cv,constant_velocity,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,layer_route,router_weight_amplitude_layer_cv,constant_velocity,le,6,0.10042613636363637,0.1903409090909091,134,26,4,0.0033086297390011923,0.013593107333070472,8.995738636363637
compute_matched_20,layer_route,router_weight_amplitude_layer_cv,constant_velocity,le,6,0.19943181818181815,0.42329545454545453,298,37,4,0.006457868935185871,0.014862815759282258,8.005681818181818
safety_calibrated,layer_route,router_weight_amplitude_layer_cv,constant_velocity,le,8,0.0008522727272727274,0.002840909090909091,2,1,1,3.718831869202741e-05,0.0,9.991477272727273
compute_matched_10,layer_route,router_weight_amplitude_layer_cv,constant_velocity,le,8,0.09943181818181818,0.11647727272727272,82,22,4,0.004186785454029502,0.010168807558893158,9.005681818181818
compute_matched_20,layer_route,router_weight_amplitude_layer_cv,constant_velocity,le,8,0.19602272727272727,0.2684659090909091,189,34,4,0.008236133474399485,0.0106149267183395,8.039772727272727
safety_calibrated,layer_route,router_weight_amplitude_layer_cv,constant_acceleration,le,6,0.0035511363636363635,0.007102272727272727,5,3,1,0.0001189728391157888,0.0,9.964488636363637
compute_matched_10,layer_route,router_weight_amplitude_layer_cv,constant_acceleration,le,6,0.10042613636363637,0.19176136363636365,135,26,4,0.0032483029245144695,0.013246673883651845,8.995738636363637
compute_matched_20,layer_route,router_weight_amplitude_layer_cv,constant_acceleration,le,6,0.19943181818181815,0.43323863636363635,305,38,4,0.006514088644842966,0.015219454838843465,8.005681818181818
safety_calibrated,layer_route,router_weight_amplitude_layer_cv,constant_acceleration,le,8,0.012215909090909093,0.002840909090909091,2,2,1,0.0004738245518205434,0.0063265647792849385,9.877840909090908
compute_matched_10,layer_route,router_weight_amplitude_layer_cv,constant_acceleration,le,8,0.09943181818181818,0.024147727272727272,17,9,3,0.0037216015070870357,0.008787321820996468,9.005681818181818
compute_matched_20,layer_route,router_weight_amplitude_layer_cv,constant_acceleration,le,8,0.19602272727272727,0.048295454545454544,34,19,4,0.007289648321469169,0.009258993067960419,8.039772727272727
safety_calibrated,candidate_consistency,candidate_cv_endpoint_spread,constant_velocity,le,6,0.056818181818181816,0.015625,11,2,1,0.0028348104359984887,0.007849079063662955,9.431818181818182
compute_matched_10,candidate_consistency,candidate_cv_endpoint_spread,constant_velocity,le,6,0.10454545454545455,0.046875,33,5,3,0.004696144586661601,0.009229569889365444,8.954545454545455
compute_matched_20,candidate_consistency,candidate_cv_endpoint_spread,constant_velocity,le,6,0.1954545454545455,0.27698863636363635,195,27,4,0.007483277627274929,0.011230377072524021,8.045454545454545
safety_calibrated,candidate_consistency,candidate_cv_endpoint_spread,constant_velocity,le,8,0.05454545454545454,0.009943181818181818,7,1,1,0.0027882907444525496,0.007387109422909973,9.454545454545455
compute_matched_10,candidate_consistency,candidate_cv_endpoint_spread,constant_velocity,le,8,0.09772727272727272,0.022727272727272728,16,3,3,0.004684367375399682,0.008499100688239407,9.022727272727273
compute_matched_20,candidate_consistency,candidate_cv_endpoint_spread,constant_velocity,le,8,0.19772727272727272,0.2741477272727273,193,33,4,0.008365202648708082,0.01065557059988988,8.022727272727273
safety_calibrated,candidate_consistency,candidate_cv_endpoint_spread,constant_acceleration,le,6,0.056818181818181816,0.015625,11,2,1,0.0028355889095894276,0.007663908505192128,9.431818181818182
compute_matched_10,candidate_consistency,candidate_cv_endpoint_spread,constant_acceleration,le,6,0.10454545454545455,0.03977272727272727,28,4,2,0.004506979747203447,0.008819576697546235,8.954545454545455
compute_matched_20,candidate_consistency,candidate_cv_endpoint_spread,constant_acceleration,le,6,0.1954545454545455,0.20738636363636365,146,19,4,0.007043959852167816,0.011822918988976402,8.045454545454545
safety_calibrated,candidate_consistency,candidate_cv_endpoint_spread,constant_acceleration,le,8,0.05454545454545454,0.005681818181818182,4,1,1,0.002756138958766748,0.007279249176396021,9.454545454545455
compute_matched_10,candidate_consistency,candidate_cv_endpoint_spread,constant_acceleration,le,8,0.09772727272727272,0.007102272727272727,5,2,2,0.004419778286614853,0.007886139668942938,9.022727272727273
compute_matched_20,candidate_consistency,candidate_cv_endpoint_spread,constant_acceleration,le,8,0.19772727272727272,0.048295454545454544,34,19,4,0.007395496496634104,0.009258993067960419,8.022727272727273
safety_calibrated,candidate_consistency,candidate_ca_endpoint_spread,constant_velocity,le,6,0.03863636363636364,0.009943181818181818,7,1,1,0.002058905177833637,0.006713129742086305,9.613636363636363
compute_matched_10,candidate_consistency,candidate_ca_endpoint_spread,constant_velocity,le,6,0.1,0.02556818181818182,18,4,4,0.0047345303832525875,0.008593564861788179,9.0
compute_matched_20,candidate_consistency,candidate_ca_endpoint_spread,constant_velocity,le,6,0.2,0.3181818181818182,224,25,4,0.008037897954022558,0.013936047643794941,8.0
safety_calibrated,candidate_consistency,candidate_ca_endpoint_spread,constant_velocity,le,8,0.03863636363636364,0.009943181818181818,7,1,1,0.002058905177833637,0.006713129742086305,9.613636363636363
compute_matched_10,candidate_consistency,candidate_ca_endpoint_spread,constant_velocity,le,8,0.1,0.02556818181818182,18,4,4,0.0047345303832525875,0.008593564861788179,9.0
compute_matched_20,candidate_consistency,candidate_ca_endpoint_spread,constant_velocity,le,8,0.19772727272727272,0.2741477272727273,193,33,4,0.008365202648708082,0.01065557059988988,8.022727272727273
safety_calibrated,candidate_consistency,candidate_ca_endpoint_spread,constant_acceleration,le,6,0.03863636363636364,0.005681818181818182,4,1,1,0.002096550029926612,0.00694193357337496,9.613636363636363
compute_matched_10,candidate_consistency,candidate_ca_endpoint_spread,constant_acceleration,le,6,0.1,0.007102272727272727,5,2,2,0.0044565261660433845,0.007944382154061055,9.0
compute_matched_20,candidate_consistency,candidate_ca_endpoint_spread,constant_acceleration,le,6,0.2,0.24289772727272727,171,19,4,0.0073003074738656045,0.01200882808812021,8.0
safety_calibrated,candidate_consistency,candidate_ca_endpoint_spread,constant_acceleration,le,8,0.03863636363636364,0.005681818181818182,4,1,1,0.002096550029926612,0.00694193357337496,9.613636363636363
compute_matched_10,candidate_consistency,candidate_ca_endpoint_spread,constant_acceleration,le,8,0.1,0.007102272727272727,5,2,2,0.0044565261660433845,0.007944382154061055,9.0
compute_matched_20,candidate_consistency,candidate_ca_endpoint_spread,constant_acceleration,le,8,0.19772727272727272,0.048295454545454544,34,19,4,0.007395496496634104,0.009258993067960419,8.022727272727273
safety_calibrated,flow_consistency,velocity_change_relative__relative_to_early,constant_velocity,le,6,0.0005681818181818183,0.0014204545454545455,1,1,1,1.5022217628240832e-05,0.0,9.994318181818182
compute_matched_10,flow_consistency,velocity_change_relative__relative_to_early,constant_velocity,le,6,0.1009943181818182,0.21732954545454544,153,39,4,0.0029739165721455476,0.013412055033877704,8.990056818181818
compute_matched_20,flow_consistency,velocity_change_relative__relative_to_early,constant_velocity,le,6,0.20014204545454542,0.4403409090909091,310,44,4,0.006162612048397459,0.015750449141751898,7.998579545454546
safety_calibrated,flow_consistency,velocity_change_relative__relative_to_early,constant_velocity,le,8,0.001704545454545455,0.0,0,0,0,6.67440783810814e-05,0.0,9.982954545454545
compute_matched_10,flow_consistency,velocity_change_relative__relative_to_early,constant_velocity,le,8,0.09857954545454546,0.1278409090909091,90,25,4,0.004090153606645845,0.010177126704392445,9.014204545454545
compute_matched_20,flow_consistency,velocity_change_relative__relative_to_early,constant_velocity,le,8,0.19971590909090906,0.2840909090909091,200,34,4,0.008425232116691057,0.01065557059988988,8.002840909090908
safety_calibrated,flow_consistency,velocity_change_relative__relative_to_early,constant_acceleration,le,6,0.0005681818181818183,0.0014204545454545455,1,1,1,1.5769418100426992e-05,0.0,9.994318181818182
compute_matched_10,flow_consistency,velocity_change_relative__relative_to_early,constant_acceleration,le,6,0.1009943181818182,0.22727272727272727,160,39,4,0.003054661027620142,0.013670015402113718,8.990056818181818
compute_matched_20,flow_consistency,velocity_change_relative__relative_to_early,constant_acceleration,le,6,0.20014204545454542,0.4616477272727273,325,44,4,0.0062874205963855895,0.0156126417722372,7.998579545454546
safety_calibrated,flow_consistency,velocity_change_relative__relative_to_early,constant_acceleration,le,8,0.007670454545454546,0.005681818181818182,4,3,1,0.00028788857005715337,0.0,9.923295454545455
compute_matched_10,flow_consistency,velocity_change_relative__relative_to_early,constant_acceleration,le,8,0.09857954545454546,0.02556818181818182,18,11,4,0.003659041095692726,0.008893255728445865,9.014204545454545
compute_matched_20,flow_consistency,velocity_change_relative__relative_to_early,constant_acceleration,le,8,0.19971590909090906,0.04971590909090909,35,19,4,0.007443609352296516,0.009260517638161566,8.002840909090908
safety_calibrated,physical_scale,physical_acceleration_rms__relative_to_early,constant_velocity,le,6,0.0005681818181818183,0.0014204545454545455,1,1,1,1.5022217628240832e-05,0.0,9.994318181818182
compute_matched_10,physical_scale,physical_acceleration_rms__relative_to_early,constant_velocity,le,6,0.09914772727272729,0.21306818181818182,150,40,4,0.002919963983594985,0.013560066118364376,9.008522727272727
compute_matched_20,physical_scale,physical_acceleration_rms__relative_to_early,constant_velocity,le,6,0.19957386363636365,0.43892045454545453,309,44,4,0.006116841557324563,0.01554628125729747,8.004261363636363
safety_calibrated,physical_scale,physical_acceleration_rms__relative_to_early,constant_velocity,le,8,0.002840909090909091,0.0014204545454545455,1,1,1,0.00011004999224338766,0.0,9.971590909090908
compute_matched_10,physical_scale,physical_acceleration_rms__relative_to_early,constant_velocity,le,8,0.09914772727272726,0.13068181818181818,92,24,4,0.004118545343607686,0.01018028523544007,9.008522727272727
compute_matched_20,physical_scale,physical_acceleration_rms__relative_to_early,constant_velocity,le,8,0.19971590909090906,0.2840909090909091,200,34,4,0.008425232116691057,0.01065557059988988,8.002840909090908
safety_calibrated,physical_scale,physical_acceleration_rms__relative_to_early,constant_acceleration,le,6,0.0005681818181818183,0.0014204545454545455,1,1,1,1.5769418100426992e-05,0.0,9.994318181818182
compute_matched_10,physical_scale,physical_acceleration_rms__relative_to_early,constant_acceleration,le,6,0.09914772727272729,0.22585227272727273,159,40,4,0.0030107672198663297,0.013815027345838927,9.008522727272727
compute_matched_20,physical_scale,physical_acceleration_rms__relative_to_early,constant_acceleration,le,6,0.19957386363636365,0.4602272727272727,324,44,4,0.006270689046897293,0.0156126417722372,8.004261363636363
safety_calibrated,physical_scale,physical_acceleration_rms__relative_to_early,constant_acceleration,le,8,0.007102272727272727,0.004261363636363636,3,3,1,0.0002679742565887689,0.0,9.928977272727273
compute_matched_10,physical_scale,physical_acceleration_rms__relative_to_early,constant_acceleration,le,8,0.09914772727272726,0.02556818181818182,18,11,4,0.003682727609274361,0.00891244217697215,9.008522727272727
compute_matched_20,physical_scale,physical_acceleration_rms__relative_to_early,constant_acceleration,le,8,0.19971590909090906,0.04971590909090909,35,19,4,0.007443609352296516,0.009260517638161566,8.002840909090908
safety_calibrated,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_velocity,le,6,0.013210227272727275,0.0014204545454545455,1,1,1,0.0006743308755965648,0.005774018212619004,9.867897727272727
compute_matched_10,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_velocity,le,6,0.09985795454545454,0.06676136363636363,47,20,4,0.0048932136994546994,0.009517487093578286,9.001420454545455
compute_matched_20,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_velocity,le,6,0.1997159090909091,0.3196022727272727,225,40,4,0.00825342091930216,0.011379442976060626,8.002840909090908
safety_calibrated,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_velocity,le,8,0.013210227272727275,0.0014204545454545455,1,1,1,0.0006743308755965648,0.005774018212619004,9.867897727272727
compute_matched_10,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_velocity,le,8,0.09886363636363636,0.06534090909090909,46,19,4,0.004875223868036672,0.009509563449955896,9.011363636363637
compute_matched_20,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_velocity,le,8,0.19971590909090906,0.2840909090909091,200,34,4,0.008433945670816704,0.01065557059988988,8.002840909090908
safety_calibrated,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_acceleration,le,6,0.030681818181818185,0.002840909090909091,2,2,1,0.0014876003312431737,0.006445475511626053,9.693181818181818
compute_matched_10,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_acceleration,le,6,0.09985795454545454,0.02130681818181818,15,13,3,0.004589164306424538,0.00867852667327437,9.001420454545455
compute_matched_20,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_acceleration,le,6,0.1997159090909091,0.1690340909090909,119,36,4,0.0076515942442854454,0.01081606228942849,8.002840909090908
safety_calibrated,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_acceleration,le,8,0.030681818181818185,0.002840909090909091,2,2,1,0.0014876003312431737,0.006445475511626053,9.693181818181818
compute_matched_10,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_acceleration,le,8,0.09886363636363636,0.014204545454545454,10,8,3,0.004562303626486012,0.008399755814384902,9.011363636363637
compute_matched_20,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_acceleration,le,8,0.19971590909090906,0.04971590909090909,35,19,4,0.007453333445437017,0.009260517638161566,8.002840909090908
