feature_row,source_run,episode_index,offset,inference_calls,init_state_id,flow_noise_seed,suite,task_name,run_id,checkpoint_sha256,success,primary_failure_reason,completion_state,confidence,run_regime,matched_success_controls,primary_analysis
1221,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,101,1019,10,10,1005,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1222,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,102,1029,10,10,1006,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1223,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,103,1039,10,10,1007,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1224,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,104,1049,10,10,1008,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1225,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,105,1059,10,10,1009,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1226,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,106,1069,10,10,1010,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1227,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,107,1079,10,10,1011,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1228,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,108,1089,9,10,1012,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1229,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,109,1098,10,10,1013,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1230,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,110,1108,10,10,1014,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1231,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,111,1118,9,10,1015,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1232,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,112,1127,10,10,1016,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1233,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,113,1137,10,10,1017,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1234,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,114,1147,9,10,1018,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1235,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,115,1156,10,10,1019,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1236,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,116,1166,10,10,1020,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1237,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,117,1176,10,10,1021,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1238,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,118,1186,10,10,1022,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1239,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,119,1196,9,10,1023,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1240,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,120,1205,10,10,1024,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1241,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,121,1215,10,10,1025,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1242,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,122,1225,10,10,1026,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1243,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,123,1235,10,10,1027,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1244,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,124,1245,22,10,1028,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,False,object_released_or_dropped_before_goal,none,medium,front_layer_intervention,31,False
1245,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,125,1267,10,10,1029,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1246,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,126,1277,9,10,1030,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1247,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,127,1286,10,10,1031,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1248,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,384,3790,10,39,1000,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1249,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,385,3800,9,39,1001,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1250,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,386,3809,9,39,1002,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1251,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,387,3818,10,39,1003,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1252,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,388,3828,22,39,1004,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,False,object_released_or_dropped_before_goal,none,medium,front_layer_intervention,30,False
1253,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,389,3850,9,39,1005,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1254,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,390,3859,9,39,1006,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1255,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,391,3868,9,39,1007,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1256,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,392,3877,10,39,1008,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1257,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,393,3887,9,39,1009,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1258,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,394,3896,22,39,1010,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,False,object_released_or_dropped_before_goal,none,medium,front_layer_intervention,30,False
1259,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,395,3918,9,39,1011,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1260,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,396,3927,9,39,1012,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1261,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,397,3936,10,39,1013,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1262,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,398,3946,10,39,1014,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1263,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,399,3956,9,39,1015,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1264,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,400,3965,10,39,1016,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1265,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,401,3975,9,39,1017,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1266,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,402,3984,10,39,1018,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1267,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,403,3994,9,39,1019,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1268,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,404,4003,10,39,1020,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1269,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,405,4013,9,39,1021,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1270,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,406,4022,9,39,1022,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1271,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,407,4031,10,39,1023,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1272,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,408,4041,9,39,1024,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1273,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,409,4050,10,39,1025,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1274,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,410,4060,10,39,1026,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1275,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,411,4070,9,39,1027,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1276,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,412,4079,10,39,1028,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1277,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,413,4089,9,39,1029,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1278,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,414,4098,10,39,1030,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1279,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/pin-on,415,4108,9,39,1031,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pin-on,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,front_layer_intervention,,False
1280,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,96,930,9,10,1000,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1281,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,97,939,9,10,1001,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1282,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,98,948,9,10,1002,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1283,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,99,957,10,10,1003,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1284,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,100,967,10,10,1004,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1285,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,101,977,10,10,1005,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1286,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,102,987,10,10,1006,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1287,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,103,997,9,10,1007,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1288,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,104,1006,10,10,1008,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1289,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,105,1016,10,10,1009,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1290,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,106,1026,9,10,1010,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1291,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,107,1035,10,10,1011,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1292,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,108,1045,9,10,1012,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1293,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,109,1054,10,10,1013,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1294,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,110,1064,9,10,1014,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1295,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,111,1073,9,10,1015,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
1296,cache/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-16x32,112,1082,9,10,1016,spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,right-16x32,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,True,success,success,success,observational,,False
