level,cohort,suite,task,method,k,failure,episodes,progress_bin,alarms,count
cohort,A,all,all,cosine_neighbors_euclidean_score,9,True,532,"[50,75%)",420,224
cohort,A,all,all,cosine_neighbors_euclidean_score,9,True,532,"[75,100%)",420,132
cohort,A,all,all,cosine_neighbors_euclidean_score,10,True,532,"[0,25%)",429,8
cohort,A,all,all,cosine_neighbors_euclidean_score,10,True,532,"[25,50%)",429,62
cohort,A,all,all,cosine_neighbors_euclidean_score,10,True,532,"[50,75%)",429,219
cohort,A,all,all,cosine_neighbors_euclidean_score,10,True,532,"[75,100%)",429,140
cohort,A,all,all,cosine_neighbors_euclidean_score,20,True,532,"[0,25%)",446,12
cohort,A,all,all,cosine_neighbors_euclidean_score,20,True,532,"[25,50%)",446,63
cohort,A,all,all,cosine_neighbors_euclidean_score,20,True,532,"[50,75%)",446,227
cohort,A,all,all,cosine_neighbors_euclidean_score,20,True,532,"[75,100%)",446,144
cohort,A,all,all,euclidean_neighbors_cosine_score,1,False,15468,"[0,25%)",267,0
cohort,A,all,all,euclidean_neighbors_cosine_score,1,False,15468,"[25,50%)",267,39
cohort,A,all,all,euclidean_neighbors_cosine_score,1,False,15468,"[50,75%)",267,157
cohort,A,all,all,euclidean_neighbors_cosine_score,1,False,15468,"[75,100%)",267,71
cohort,A,all,all,euclidean_neighbors_cosine_score,2,False,15468,"[0,25%)",311,0
cohort,A,all,all,euclidean_neighbors_cosine_score,2,False,15468,"[25,50%)",311,46
cohort,A,all,all,euclidean_neighbors_cosine_score,2,False,15468,"[50,75%)",311,191
cohort,A,all,all,euclidean_neighbors_cosine_score,2,False,15468,"[75,100%)",311,74
cohort,A,all,all,euclidean_neighbors_cosine_score,3,False,15468,"[0,25%)",297,0
cohort,A,all,all,euclidean_neighbors_cosine_score,3,False,15468,"[25,50%)",297,36
cohort,A,all,all,euclidean_neighbors_cosine_score,3,False,15468,"[50,75%)",297,189
cohort,A,all,all,euclidean_neighbors_cosine_score,3,False,15468,"[75,100%)",297,72
cohort,A,all,all,euclidean_neighbors_cosine_score,4,False,15468,"[0,25%)",253,0
cohort,A,all,all,euclidean_neighbors_cosine_score,4,False,15468,"[25,50%)",253,32
cohort,A,all,all,euclidean_neighbors_cosine_score,4,False,15468,"[50,75%)",253,151
cohort,A,all,all,euclidean_neighbors_cosine_score,4,False,15468,"[75,100%)",253,70
cohort,A,all,all,euclidean_neighbors_cosine_score,5,False,15468,"[0,25%)",324,0
cohort,A,all,all,euclidean_neighbors_cosine_score,5,False,15468,"[25,50%)",324,55
cohort,A,all,all,euclidean_neighbors_cosine_score,5,False,15468,"[50,75%)",324,182
cohort,A,all,all,euclidean_neighbors_cosine_score,5,False,15468,"[75,100%)",324,87
cohort,A,all,all,euclidean_neighbors_cosine_score,6,False,15468,"[0,25%)",336,0
cohort,A,all,all,euclidean_neighbors_cosine_score,6,False,15468,"[25,50%)",336,63
cohort,A,all,all,euclidean_neighbors_cosine_score,6,False,15468,"[50,75%)",336,181
cohort,A,all,all,euclidean_neighbors_cosine_score,6,False,15468,"[75,100%)",336,92
cohort,A,all,all,euclidean_neighbors_cosine_score,7,False,15468,"[0,25%)",338,0
cohort,A,all,all,euclidean_neighbors_cosine_score,7,False,15468,"[25,50%)",338,77
cohort,A,all,all,euclidean_neighbors_cosine_score,7,False,15468,"[50,75%)",338,178
cohort,A,all,all,euclidean_neighbors_cosine_score,7,False,15468,"[75,100%)",338,83
cohort,A,all,all,euclidean_neighbors_cosine_score,8,False,15468,"[0,25%)",293,0
cohort,A,all,all,euclidean_neighbors_cosine_score,8,False,15468,"[25,50%)",293,61
cohort,A,all,all,euclidean_neighbors_cosine_score,8,False,15468,"[50,75%)",293,154
cohort,A,all,all,euclidean_neighbors_cosine_score,8,False,15468,"[75,100%)",293,78
cohort,A,all,all,euclidean_neighbors_cosine_score,9,False,15468,"[0,25%)",293,0
cohort,A,all,all,euclidean_neighbors_cosine_score,9,False,15468,"[25,50%)",293,59
cohort,A,all,all,euclidean_neighbors_cosine_score,9,False,15468,"[50,75%)",293,161
cohort,A,all,all,euclidean_neighbors_cosine_score,9,False,15468,"[75,100%)",293,73
cohort,A,all,all,euclidean_neighbors_cosine_score,10,False,15468,"[0,25%)",295,0
cohort,A,all,all,euclidean_neighbors_cosine_score,10,False,15468,"[25,50%)",295,60
cohort,A,all,all,euclidean_neighbors_cosine_score,10,False,15468,"[50,75%)",295,161
cohort,A,all,all,euclidean_neighbors_cosine_score,10,False,15468,"[75,100%)",295,74
cohort,A,all,all,euclidean_neighbors_cosine_score,20,False,15468,"[0,25%)",322,0
cohort,A,all,all,euclidean_neighbors_cosine_score,20,False,15468,"[25,50%)",322,62
cohort,A,all,all,euclidean_neighbors_cosine_score,20,False,15468,"[50,75%)",322,175
cohort,A,all,all,euclidean_neighbors_cosine_score,20,False,15468,"[75,100%)",322,85
cohort,A,all,all,euclidean_neighbors_cosine_score,1,True,532,"[0,25%)",12,3
cohort,A,all,all,euclidean_neighbors_cosine_score,1,True,532,"[25,50%)",12,8
cohort,A,all,all,euclidean_neighbors_cosine_score,1,True,532,"[50,75%)",12,1
cohort,A,all,all,euclidean_neighbors_cosine_score,1,True,532,"[75,100%)",12,0
cohort,A,all,all,euclidean_neighbors_cosine_score,2,True,532,"[0,25%)",10,4
cohort,A,all,all,euclidean_neighbors_cosine_score,2,True,532,"[25,50%)",10,5
cohort,A,all,all,euclidean_neighbors_cosine_score,2,True,532,"[50,75%)",10,1
cohort,A,all,all,euclidean_neighbors_cosine_score,2,True,532,"[75,100%)",10,0
cohort,A,all,all,euclidean_neighbors_cosine_score,3,True,532,"[0,25%)",9,4
cohort,A,all,all,euclidean_neighbors_cosine_score,3,True,532,"[25,50%)",9,4
cohort,A,all,all,euclidean_neighbors_cosine_score,3,True,532,"[50,75%)",9,1
cohort,A,all,all,euclidean_neighbors_cosine_score,3,True,532,"[75,100%)",9,0
cohort,A,all,all,euclidean_neighbors_cosine_score,4,True,532,"[0,25%)",9,3
cohort,A,all,all,euclidean_neighbors_cosine_score,4,True,532,"[25,50%)",9,5
cohort,A,all,all,euclidean_neighbors_cosine_score,4,True,532,"[50,75%)",9,1
cohort,A,all,all,euclidean_neighbors_cosine_score,4,True,532,"[75,100%)",9,0
cohort,A,all,all,euclidean_neighbors_cosine_score,5,True,532,"[0,25%)",10,4
cohort,A,all,all,euclidean_neighbors_cosine_score,5,True,532,"[25,50%)",10,5
cohort,A,all,all,euclidean_neighbors_cosine_score,5,True,532,"[50,75%)",10,1
cohort,A,all,all,euclidean_neighbors_cosine_score,5,True,532,"[75,100%)",10,0
cohort,A,all,all,euclidean_neighbors_cosine_score,6,True,532,"[0,25%)",12,5
cohort,A,all,all,euclidean_neighbors_cosine_score,6,True,532,"[25,50%)",12,6
cohort,A,all,all,euclidean_neighbors_cosine_score,6,True,532,"[50,75%)",12,1
cohort,A,all,all,euclidean_neighbors_cosine_score,6,True,532,"[75,100%)",12,0
cohort,A,all,all,euclidean_neighbors_cosine_score,7,True,532,"[0,25%)",16,7
cohort,A,all,all,euclidean_neighbors_cosine_score,7,True,532,"[25,50%)",16,7
cohort,A,all,all,euclidean_neighbors_cosine_score,7,True,532,"[50,75%)",16,2
cohort,A,all,all,euclidean_neighbors_cosine_score,7,True,532,"[75,100%)",16,0
cohort,A,all,all,euclidean_neighbors_cosine_score,8,True,532,"[0,25%)",12,5
cohort,A,all,all,euclidean_neighbors_cosine_score,8,True,532,"[25,50%)",12,6
cohort,A,all,all,euclidean_neighbors_cosine_score,8,True,532,"[50,75%)",12,1
cohort,A,all,all,euclidean_neighbors_cosine_score,8,True,532,"[75,100%)",12,0
cohort,A,all,all,euclidean_neighbors_cosine_score,9,True,532,"[0,25%)",11,5
cohort,A,all,all,euclidean_neighbors_cosine_score,9,True,532,"[25,50%)",11,5
cohort,A,all,all,euclidean_neighbors_cosine_score,9,True,532,"[50,75%)",11,1
cohort,A,all,all,euclidean_neighbors_cosine_score,9,True,532,"[75,100%)",11,0
cohort,A,all,all,euclidean_neighbors_cosine_score,10,True,532,"[0,25%)",10,4
cohort,A,all,all,euclidean_neighbors_cosine_score,10,True,532,"[25,50%)",10,5
cohort,A,all,all,euclidean_neighbors_cosine_score,10,True,532,"[50,75%)",10,1
cohort,A,all,all,euclidean_neighbors_cosine_score,10,True,532,"[75,100%)",10,0
cohort,A,all,all,euclidean_neighbors_cosine_score,20,True,532,"[0,25%)",14,4
cohort,A,all,all,euclidean_neighbors_cosine_score,20,True,532,"[25,50%)",14,9
cohort,A,all,all,euclidean_neighbors_cosine_score,20,True,532,"[50,75%)",14,1
cohort,A,all,all,euclidean_neighbors_cosine_score,20,True,532,"[75,100%)",14,0
cohort,A,all,all,cosine_without_center,1,False,15468,"[0,25%)",615,7
cohort,A,all,all,cosine_without_center,1,False,15468,"[25,50%)",615,182
cohort,A,all,all,cosine_without_center,1,False,15468,"[50,75%)",615,227
cohort,A,all,all,cosine_without_center,1,False,15468,"[75,100%)",615,199
cohort,A,all,all,cosine_without_center,2,False,15468,"[0,25%)",607,7
cohort,A,all,all,cosine_without_center,2,False,15468,"[25,50%)",607,152
cohort,A,all,all,cosine_without_center,2,False,15468,"[50,75%)",607,229
cohort,A,all,all,cosine_without_center,2,False,15468,"[75,100%)",607,219
cohort,A,all,all,cosine_without_center,3,False,15468,"[0,25%)",612,8
cohort,A,all,all,cosine_without_center,3,False,15468,"[25,50%)",612,158
cohort,A,all,all,cosine_without_center,3,False,15468,"[50,75%)",612,236
cohort,A,all,all,cosine_without_center,3,False,15468,"[75,100%)",612,210
cohort,A,all,all,cosine_without_center,4,False,15468,"[0,25%)",624,7
cohort,A,all,all,cosine_without_center,4,False,15468,"[25,50%)",624,156
cohort,A,all,all,cosine_without_center,4,False,15468,"[50,75%)",624,244
cohort,A,all,all,cosine_without_center,4,False,15468,"[75,100%)",624,217
cohort,A,all,all,cosine_without_center,5,False,15468,"[0,25%)",646,7
cohort,A,all,all,cosine_without_center,5,False,15468,"[25,50%)",646,158
cohort,A,all,all,cosine_without_center,5,False,15468,"[50,75%)",646,258
cohort,A,all,all,cosine_without_center,5,False,15468,"[75,100%)",646,223
cohort,A,all,all,cosine_without_center,6,False,15468,"[0,25%)",650,7
cohort,A,all,all,cosine_without_center,6,False,15468,"[25,50%)",650,163
cohort,A,all,all,cosine_without_center,6,False,15468,"[50,75%)",650,265
cohort,A,all,all,cosine_without_center,6,False,15468,"[75,100%)",650,215
cohort,A,all,all,cosine_without_center,7,False,15468,"[0,25%)",650,7
cohort,A,all,all,cosine_without_center,7,False,15468,"[25,50%)",650,166
cohort,A,all,all,cosine_without_center,7,False,15468,"[50,75%)",650,265
cohort,A,all,all,cosine_without_center,7,False,15468,"[75,100%)",650,212
cohort,A,all,all,cosine_without_center,8,False,15468,"[0,25%)",654,7
cohort,A,all,all,cosine_without_center,8,False,15468,"[25,50%)",654,171
cohort,A,all,all,cosine_without_center,8,False,15468,"[50,75%)",654,267
cohort,A,all,all,cosine_without_center,8,False,15468,"[75,100%)",654,209
cohort,A,all,all,cosine_without_center,9,False,15468,"[0,25%)",651,7
cohort,A,all,all,cosine_without_center,9,False,15468,"[25,50%)",651,171
cohort,A,all,all,cosine_without_center,9,False,15468,"[50,75%)",651,268
cohort,A,all,all,cosine_without_center,9,False,15468,"[75,100%)",651,205
cohort,A,all,all,cosine_without_center,10,False,15468,"[0,25%)",645,8
cohort,A,all,all,cosine_without_center,10,False,15468,"[25,50%)",645,170
cohort,A,all,all,cosine_without_center,10,False,15468,"[50,75%)",645,267
cohort,A,all,all,cosine_without_center,10,False,15468,"[75,100%)",645,200
cohort,A,all,all,cosine_without_center,20,False,15468,"[0,25%)",575,8
cohort,A,all,all,cosine_without_center,20,False,15468,"[25,50%)",575,136
cohort,A,all,all,cosine_without_center,20,False,15468,"[50,75%)",575,233
cohort,A,all,all,cosine_without_center,20,False,15468,"[75,100%)",575,198
cohort,A,all,all,cosine_without_center,1,True,532,"[0,25%)",79,13
cohort,A,all,all,cosine_without_center,1,True,532,"[25,50%)",79,44
cohort,A,all,all,cosine_without_center,1,True,532,"[50,75%)",79,17
cohort,A,all,all,cosine_without_center,1,True,532,"[75,100%)",79,5
cohort,A,all,all,cosine_without_center,2,True,532,"[0,25%)",77,9
cohort,A,all,all,cosine_without_center,2,True,532,"[25,50%)",77,41
cohort,A,all,all,cosine_without_center,2,True,532,"[50,75%)",77,22
cohort,A,all,all,cosine_without_center,2,True,532,"[75,100%)",77,5
cohort,A,all,all,cosine_without_center,3,True,532,"[0,25%)",76,8
cohort,A,all,all,cosine_without_center,3,True,532,"[25,50%)",76,39
cohort,A,all,all,cosine_without_center,3,True,532,"[50,75%)",76,23
cohort,A,all,all,cosine_without_center,3,True,532,"[75,100%)",76,6
cohort,A,all,all,cosine_without_center,4,True,532,"[0,25%)",79,8
cohort,A,all,all,cosine_without_center,4,True,532,"[25,50%)",79,40
cohort,A,all,all,cosine_without_center,4,True,532,"[50,75%)",79,25
cohort,A,all,all,cosine_without_center,4,True,532,"[75,100%)",79,6
cohort,A,all,all,cosine_without_center,5,True,532,"[0,25%)",83,9
cohort,A,all,all,cosine_without_center,5,True,532,"[25,50%)",83,45
cohort,A,all,all,cosine_without_center,5,True,532,"[50,75%)",83,23
cohort,A,all,all,cosine_without_center,5,True,532,"[75,100%)",83,6
cohort,A,all,all,cosine_without_center,6,True,532,"[0,25%)",86,9
cohort,A,all,all,cosine_without_center,6,True,532,"[25,50%)",86,45
cohort,A,all,all,cosine_without_center,6,True,532,"[50,75%)",86,24
cohort,A,all,all,cosine_without_center,6,True,532,"[75,100%)",86,8
cohort,A,all,all,cosine_without_center,7,True,532,"[0,25%)",86,9
cohort,A,all,all,cosine_without_center,7,True,532,"[25,50%)",86,48
cohort,A,all,all,cosine_without_center,7,True,532,"[50,75%)",86,22
cohort,A,all,all,cosine_without_center,7,True,532,"[75,100%)",86,7
cohort,A,all,all,cosine_without_center,8,True,532,"[0,25%)",88,9
cohort,A,all,all,cosine_without_center,8,True,532,"[25,50%)",88,49
cohort,A,all,all,cosine_without_center,8,True,532,"[50,75%)",88,23
cohort,A,all,all,cosine_without_center,8,True,532,"[75,100%)",88,7
cohort,A,all,all,cosine_without_center,9,True,532,"[0,25%)",89,10
cohort,A,all,all,cosine_without_center,9,True,532,"[25,50%)",89,50
cohort,A,all,all,cosine_without_center,9,True,532,"[50,75%)",89,23
cohort,A,all,all,cosine_without_center,9,True,532,"[75,100%)",89,6
cohort,A,all,all,cosine_without_center,10,True,532,"[0,25%)",89,10
cohort,A,all,all,cosine_without_center,10,True,532,"[25,50%)",89,51
cohort,A,all,all,cosine_without_center,10,True,532,"[50,75%)",89,21
cohort,A,all,all,cosine_without_center,10,True,532,"[75,100%)",89,7
cohort,A,all,all,cosine_without_center,20,True,532,"[0,25%)",76,7
cohort,A,all,all,cosine_without_center,20,True,532,"[25,50%)",76,43
cohort,A,all,all,cosine_without_center,20,True,532,"[50,75%)",76,20
cohort,A,all,all,cosine_without_center,20,True,532,"[75,100%)",76,6
cohort,B,all,all,euclidean,1,False,15436,"[0,25%)",1721,0
cohort,B,all,all,euclidean,1,False,15436,"[25,50%)",1721,43
cohort,B,all,all,euclidean,1,False,15436,"[50,75%)",1721,625
cohort,B,all,all,euclidean,1,False,15436,"[75,100%)",1721,1053
cohort,B,all,all,euclidean,2,False,15436,"[0,25%)",1659,1
cohort,B,all,all,euclidean,2,False,15436,"[25,50%)",1659,44
cohort,B,all,all,euclidean,2,False,15436,"[50,75%)",1659,618
cohort,B,all,all,euclidean,2,False,15436,"[75,100%)",1659,996
cohort,B,all,all,euclidean,3,False,15436,"[0,25%)",1631,1
cohort,B,all,all,euclidean,3,False,15436,"[25,50%)",1631,47
cohort,B,all,all,euclidean,3,False,15436,"[50,75%)",1631,625
cohort,B,all,all,euclidean,3,False,15436,"[75,100%)",1631,958
cohort,B,all,all,euclidean,4,False,15436,"[0,25%)",1606,1
cohort,B,all,all,euclidean,4,False,15436,"[25,50%)",1606,50
cohort,B,all,all,euclidean,4,False,15436,"[50,75%)",1606,620
cohort,B,all,all,euclidean,4,False,15436,"[75,100%)",1606,935
cohort,B,all,all,euclidean,5,False,15436,"[0,25%)",1588,1
cohort,B,all,all,euclidean,5,False,15436,"[25,50%)",1588,54
cohort,B,all,all,euclidean,5,False,15436,"[50,75%)",1588,607
cohort,B,all,all,euclidean,5,False,15436,"[75,100%)",1588,926
cohort,B,all,all,euclidean,6,False,15436,"[0,25%)",1572,3
cohort,B,all,all,euclidean,6,False,15436,"[25,50%)",1572,52
cohort,B,all,all,euclidean,6,False,15436,"[50,75%)",1572,605
cohort,B,all,all,euclidean,6,False,15436,"[75,100%)",1572,912
cohort,B,all,all,euclidean,7,False,15436,"[0,25%)",1573,2
cohort,B,all,all,euclidean,7,False,15436,"[25,50%)",1573,53
cohort,B,all,all,euclidean,7,False,15436,"[50,75%)",1573,603
cohort,B,all,all,euclidean,7,False,15436,"[75,100%)",1573,915
cohort,B,all,all,euclidean,8,False,15436,"[0,25%)",1545,2
cohort,B,all,all,euclidean,8,False,15436,"[25,50%)",1545,54
cohort,B,all,all,euclidean,8,False,15436,"[50,75%)",1545,602
cohort,B,all,all,euclidean,8,False,15436,"[75,100%)",1545,887
cohort,B,all,all,euclidean,9,False,15436,"[0,25%)",1524,2
cohort,B,all,all,euclidean,9,False,15436,"[25,50%)",1524,50
cohort,B,all,all,euclidean,9,False,15436,"[50,75%)",1524,600
cohort,B,all,all,euclidean,9,False,15436,"[75,100%)",1524,872
cohort,B,all,all,euclidean,10,False,15436,"[0,25%)",1510,2
cohort,B,all,all,euclidean,10,False,15436,"[25,50%)",1510,44
cohort,B,all,all,euclidean,10,False,15436,"[50,75%)",1510,593
cohort,B,all,all,euclidean,10,False,15436,"[75,100%)",1510,871
cohort,B,all,all,euclidean,20,False,15436,"[0,25%)",1405,1
cohort,B,all,all,euclidean,20,False,15436,"[25,50%)",1405,27
cohort,B,all,all,euclidean,20,False,15436,"[50,75%)",1405,565
cohort,B,all,all,euclidean,20,False,15436,"[75,100%)",1405,812
cohort,B,all,all,euclidean,1,True,564,"[0,25%)",506,22
cohort,B,all,all,euclidean,1,True,564,"[25,50%)",506,87
cohort,B,all,all,euclidean,1,True,564,"[50,75%)",506,300
cohort,B,all,all,euclidean,1,True,564,"[75,100%)",506,97
cohort,B,all,all,euclidean,2,True,564,"[0,25%)",513,23
cohort,B,all,all,euclidean,2,True,564,"[25,50%)",513,89
cohort,B,all,all,euclidean,2,True,564,"[50,75%)",513,309
cohort,B,all,all,euclidean,2,True,564,"[75,100%)",513,92
cohort,B,all,all,euclidean,3,True,564,"[0,25%)",516,29
cohort,B,all,all,euclidean,3,True,564,"[25,50%)",516,91
cohort,B,all,all,euclidean,3,True,564,"[50,75%)",516,306
cohort,B,all,all,euclidean,3,True,564,"[75,100%)",516,90
cohort,B,all,all,euclidean,4,True,564,"[0,25%)",519,34
cohort,B,all,all,euclidean,4,True,564,"[25,50%)",519,93
cohort,B,all,all,euclidean,4,True,564,"[50,75%)",519,304
cohort,B,all,all,euclidean,4,True,564,"[75,100%)",519,88
cohort,B,all,all,euclidean,5,True,564,"[0,25%)",522,39
cohort,B,all,all,euclidean,5,True,564,"[25,50%)",522,91
cohort,B,all,all,euclidean,5,True,564,"[50,75%)",522,303
cohort,B,all,all,euclidean,5,True,564,"[75,100%)",522,89
cohort,B,all,all,euclidean,6,True,564,"[0,25%)",521,43
cohort,B,all,all,euclidean,6,True,564,"[25,50%)",521,86
cohort,B,all,all,euclidean,6,True,564,"[50,75%)",521,303
cohort,B,all,all,euclidean,6,True,564,"[75,100%)",521,89
cohort,B,all,all,euclidean,7,True,564,"[0,25%)",521,41
cohort,B,all,all,euclidean,7,True,564,"[25,50%)",521,87
cohort,B,all,all,euclidean,7,True,564,"[50,75%)",521,303
cohort,B,all,all,euclidean,7,True,564,"[75,100%)",521,90
cohort,B,all,all,euclidean,8,True,564,"[0,25%)",519,40
cohort,B,all,all,euclidean,8,True,564,"[25,50%)",519,86
cohort,B,all,all,euclidean,8,True,564,"[50,75%)",519,305
cohort,B,all,all,euclidean,8,True,564,"[75,100%)",519,88
cohort,B,all,all,euclidean,9,True,564,"[0,25%)",517,34
cohort,B,all,all,euclidean,9,True,564,"[25,50%)",517,85
cohort,B,all,all,euclidean,9,True,564,"[50,75%)",517,308
cohort,B,all,all,euclidean,9,True,564,"[75,100%)",517,90
cohort,B,all,all,euclidean,10,True,564,"[0,25%)",516,33
cohort,B,all,all,euclidean,10,True,564,"[25,50%)",516,85
cohort,B,all,all,euclidean,10,True,564,"[50,75%)",516,308
cohort,B,all,all,euclidean,10,True,564,"[75,100%)",516,90
cohort,B,all,all,euclidean,20,True,564,"[0,25%)",499,15
cohort,B,all,all,euclidean,20,True,564,"[25,50%)",499,79
cohort,B,all,all,euclidean,20,True,564,"[50,75%)",499,313
cohort,B,all,all,euclidean,20,True,564,"[75,100%)",499,92
cohort,B,all,all,cosine,1,False,15436,"[0,25%)",302,1
cohort,B,all,all,cosine,1,False,15436,"[25,50%)",302,47
cohort,B,all,all,cosine,1,False,15436,"[50,75%)",302,149
cohort,B,all,all,cosine,1,False,15436,"[75,100%)",302,105
cohort,B,all,all,cosine,2,False,15436,"[0,25%)",332,0
cohort,B,all,all,cosine,2,False,15436,"[25,50%)",332,51
cohort,B,all,all,cosine,2,False,15436,"[50,75%)",332,169
cohort,B,all,all,cosine,2,False,15436,"[75,100%)",332,112
cohort,B,all,all,cosine,3,False,15436,"[0,25%)",353,0
cohort,B,all,all,cosine,3,False,15436,"[25,50%)",353,51
cohort,B,all,all,cosine,3,False,15436,"[50,75%)",353,173
cohort,B,all,all,cosine,3,False,15436,"[75,100%)",353,129
cohort,B,all,all,cosine,4,False,15436,"[0,25%)",351,0
cohort,B,all,all,cosine,4,False,15436,"[25,50%)",351,49
cohort,B,all,all,cosine,4,False,15436,"[50,75%)",351,168
cohort,B,all,all,cosine,4,False,15436,"[75,100%)",351,134
cohort,B,all,all,cosine,5,False,15436,"[0,25%)",358,0
cohort,B,all,all,cosine,5,False,15436,"[25,50%)",358,49
cohort,B,all,all,cosine,5,False,15436,"[50,75%)",358,168
cohort,B,all,all,cosine,5,False,15436,"[75,100%)",358,141
cohort,B,all,all,cosine,6,False,15436,"[0,25%)",361,0
cohort,B,all,all,cosine,6,False,15436,"[25,50%)",361,51
cohort,B,all,all,cosine,6,False,15436,"[50,75%)",361,168
cohort,B,all,all,cosine,6,False,15436,"[75,100%)",361,142
cohort,B,all,all,cosine,7,False,15436,"[0,25%)",358,0
cohort,B,all,all,cosine,7,False,15436,"[25,50%)",358,53
cohort,B,all,all,cosine,7,False,15436,"[50,75%)",358,169
cohort,B,all,all,cosine,7,False,15436,"[75,100%)",358,136
cohort,B,all,all,cosine,8,False,15436,"[0,25%)",361,0
cohort,B,all,all,cosine,8,False,15436,"[25,50%)",361,55
cohort,B,all,all,cosine,8,False,15436,"[50,75%)",361,173
cohort,B,all,all,cosine,8,False,15436,"[75,100%)",361,133
cohort,B,all,all,cosine,9,False,15436,"[0,25%)",361,0
cohort,B,all,all,cosine,9,False,15436,"[25,50%)",361,57
cohort,B,all,all,cosine,9,False,15436,"[50,75%)",361,176
cohort,B,all,all,cosine,9,False,15436,"[75,100%)",361,128
cohort,B,all,all,cosine,10,False,15436,"[0,25%)",358,0
cohort,B,all,all,cosine,10,False,15436,"[25,50%)",358,57
cohort,B,all,all,cosine,10,False,15436,"[50,75%)",358,174
cohort,B,all,all,cosine,10,False,15436,"[75,100%)",358,127
cohort,B,all,all,cosine,20,False,15436,"[0,25%)",350,0
cohort,B,all,all,cosine,20,False,15436,"[25,50%)",350,58
cohort,B,all,all,cosine,20,False,15436,"[50,75%)",350,171
cohort,B,all,all,cosine,20,False,15436,"[75,100%)",350,121
cohort,B,all,all,cosine,1,True,564,"[0,25%)",20,0
cohort,B,all,all,cosine,1,True,564,"[25,50%)",20,13
cohort,B,all,all,cosine,1,True,564,"[50,75%)",20,6
cohort,B,all,all,cosine,1,True,564,"[75,100%)",20,1
cohort,B,all,all,cosine,2,True,564,"[0,25%)",21,0
cohort,B,all,all,cosine,2,True,564,"[25,50%)",21,14
cohort,B,all,all,cosine,2,True,564,"[50,75%)",21,6
cohort,B,all,all,cosine,2,True,564,"[75,100%)",21,1
cohort,B,all,all,cosine,3,True,564,"[0,25%)",25,1
cohort,B,all,all,cosine,3,True,564,"[25,50%)",25,16
cohort,B,all,all,cosine,3,True,564,"[50,75%)",25,7
cohort,B,all,all,cosine,3,True,564,"[75,100%)",25,1
cohort,B,all,all,cosine,4,True,564,"[0,25%)",22,1
cohort,B,all,all,cosine,4,True,564,"[25,50%)",22,14
cohort,B,all,all,cosine,4,True,564,"[50,75%)",22,6
cohort,B,all,all,cosine,4,True,564,"[75,100%)",22,1
cohort,B,all,all,cosine,5,True,564,"[0,25%)",23,0
cohort,B,all,all,cosine,5,True,564,"[25,50%)",23,14
cohort,B,all,all,cosine,5,True,564,"[50,75%)",23,8
cohort,B,all,all,cosine,5,True,564,"[75,100%)",23,1
cohort,B,all,all,cosine,6,True,564,"[0,25%)",24,0
cohort,B,all,all,cosine,6,True,564,"[25,50%)",24,15
cohort,B,all,all,cosine,6,True,564,"[50,75%)",24,8
cohort,B,all,all,cosine,6,True,564,"[75,100%)",24,1
cohort,B,all,all,cosine,7,True,564,"[0,25%)",24,0
cohort,B,all,all,cosine,7,True,564,"[25,50%)",24,15
cohort,B,all,all,cosine,7,True,564,"[50,75%)",24,7
cohort,B,all,all,cosine,7,True,564,"[75,100%)",24,2
cohort,B,all,all,cosine,8,True,564,"[0,25%)",24,0
cohort,B,all,all,cosine,8,True,564,"[25,50%)",24,16
cohort,B,all,all,cosine,8,True,564,"[50,75%)",24,7
cohort,B,all,all,cosine,8,True,564,"[75,100%)",24,1
cohort,B,all,all,cosine,9,True,564,"[0,25%)",23,0
cohort,B,all,all,cosine,9,True,564,"[25,50%)",23,16
cohort,B,all,all,cosine,9,True,564,"[50,75%)",23,6
cohort,B,all,all,cosine,9,True,564,"[75,100%)",23,1
cohort,B,all,all,cosine,10,True,564,"[0,25%)",22,0
cohort,B,all,all,cosine,10,True,564,"[25,50%)",22,15
cohort,B,all,all,cosine,10,True,564,"[50,75%)",22,6
cohort,B,all,all,cosine,10,True,564,"[75,100%)",22,1
cohort,B,all,all,cosine,20,True,564,"[0,25%)",21,1
cohort,B,all,all,cosine,20,True,564,"[25,50%)",21,16
cohort,B,all,all,cosine,20,True,564,"[50,75%)",21,3
cohort,B,all,all,cosine,20,True,564,"[75,100%)",21,1
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,"[0,25%)",660,0
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,"[25,50%)",660,36
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,"[50,75%)",660,314
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,"[75,100%)",660,310
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,"[0,25%)",675,0
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,"[25,50%)",675,37
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,"[50,75%)",675,322
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,"[75,100%)",675,316
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,"[0,25%)",666,0
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,"[25,50%)",666,27
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,"[50,75%)",666,350
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,"[75,100%)",666,289
