level,cohort,suite,task,method,k,failure,episodes,query_bin,count
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,no_alarm,28937
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,q7,92
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,q8-10,1226
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,q11-14,535
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,q15-19,65
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,q20-29,19
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,q30-39,30
all,all,all,all,cosine_neighbors_euclidean_score,20,False,30904,q40-51,0
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,no_alarm,525
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,q7,2
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,q8-10,14
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,q11-14,88
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,q15-19,230
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,q20-29,148
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,q30-39,52
all,all,all,all,cosine_neighbors_euclidean_score,1,True,1096,q40-51,37
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,no_alarm,504
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,q7,0
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,q8-10,16
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,q11-14,91
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,q15-19,242
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,q20-29,150
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,q30-39,57
all,all,all,all,cosine_neighbors_euclidean_score,2,True,1096,q40-51,36
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,no_alarm,449
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,q7,0
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,q8-10,12
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,q11-14,88
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,q15-19,254
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,q20-29,148
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,q30-39,87
all,all,all,all,cosine_neighbors_euclidean_score,3,True,1096,q40-51,58
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,no_alarm,345
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,q7,1
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,q8-10,11
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,q11-14,98
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,q15-19,259
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,q20-29,149
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,q30-39,166
all,all,all,all,cosine_neighbors_euclidean_score,4,True,1096,q40-51,67
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,no_alarm,313
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,q7,2
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,q8-10,15
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,q11-14,101
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,q15-19,262
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,q20-29,154
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,q30-39,212
all,all,all,all,cosine_neighbors_euclidean_score,5,True,1096,q40-51,37
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,no_alarm,272
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,q7,2
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,q8-10,22
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,q11-14,114
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,q15-19,269
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,q20-29,165
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,q30-39,213
all,all,all,all,cosine_neighbors_euclidean_score,6,True,1096,q40-51,39
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,no_alarm,264
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,q7,2
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,q8-10,24
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,q11-14,116
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,q15-19,267
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,q20-29,158
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,q30-39,223
all,all,all,all,cosine_neighbors_euclidean_score,7,True,1096,q40-51,42
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,no_alarm,244
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,q7,3
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,q8-10,32
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,q11-14,125
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,q15-19,261
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,q20-29,160
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,q30-39,227
all,all,all,all,cosine_neighbors_euclidean_score,8,True,1096,q40-51,44
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,no_alarm,236
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,q7,2
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,q8-10,32
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,q11-14,120
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,q15-19,274
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,q20-29,159
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,q30-39,229
all,all,all,all,cosine_neighbors_euclidean_score,9,True,1096,q40-51,44
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,no_alarm,221
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,q7,5
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,q8-10,30
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,q11-14,131
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,q15-19,275
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,q20-29,160
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,q30-39,220
all,all,all,all,cosine_neighbors_euclidean_score,10,True,1096,q40-51,54
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,no_alarm,186
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,q0-6,0
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,q7,3
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,q8-10,35
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,q11-14,141
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,q15-19,275
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,q20-29,163
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,q30-39,237
all,all,all,all,cosine_neighbors_euclidean_score,20,True,1096,q40-51,56
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,no_alarm,30352
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,q7,246
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,q8-10,116
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,q11-14,135
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,q15-19,52
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,q20-29,2
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,q30-39,1
all,all,all,all,euclidean_neighbors_cosine_score,1,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,no_alarm,30282
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,q7,295
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,q8-10,130
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,q11-14,142
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,q15-19,52
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,q20-29,2
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,q30-39,1
all,all,all,all,euclidean_neighbors_cosine_score,2,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,no_alarm,30325
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,q7,284
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,q8-10,117
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,q11-14,138
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,q15-19,39
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,q20-29,0
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,q30-39,1
all,all,all,all,euclidean_neighbors_cosine_score,3,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,no_alarm,30395
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,q7,243
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,q8-10,102
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,q11-14,121
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,q15-19,41
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,q20-29,1
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,q30-39,1
all,all,all,all,euclidean_neighbors_cosine_score,4,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,no_alarm,30276
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,q7,294
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,q8-10,137
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,q11-14,143
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,q15-19,51
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,q20-29,2
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,q30-39,1
all,all,all,all,euclidean_neighbors_cosine_score,5,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,no_alarm,30236
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,q7,288
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,q8-10,142
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,q11-14,172
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,q15-19,62
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,q20-29,2
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,q30-39,2
all,all,all,all,euclidean_neighbors_cosine_score,6,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,no_alarm,30224
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,q7,294
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,q8-10,144
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,q11-14,174
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,q15-19,62
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,q20-29,4
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,q30-39,2
all,all,all,all,euclidean_neighbors_cosine_score,7,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,no_alarm,30322
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,q7,253
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,q8-10,121
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,q11-14,147
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,q15-19,56
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,q20-29,4
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,q30-39,1
all,all,all,all,euclidean_neighbors_cosine_score,8,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,no_alarm,30315
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,q7,262
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,q8-10,126
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,q11-14,148
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,q15-19,50
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,q20-29,2
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,q30-39,1
all,all,all,all,euclidean_neighbors_cosine_score,9,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,no_alarm,30310
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,q7,252
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,q8-10,131
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,q11-14,154
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,q15-19,54
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,q20-29,2
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,q30-39,1
all,all,all,all,euclidean_neighbors_cosine_score,10,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,no_alarm,30262
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,q7,286
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,q8-10,146
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,q11-14,151
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,q15-19,54
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,q20-29,3
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,q30-39,2
all,all,all,all,euclidean_neighbors_cosine_score,20,False,30904,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,no_alarm,1069
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,q7,7
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,q8-10,4
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,q11-14,12
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,q15-19,3
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,q20-29,1
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,q30-39,0
all,all,all,all,euclidean_neighbors_cosine_score,1,True,1096,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,no_alarm,1073
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,q7,5
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,q8-10,2
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,q11-14,13
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,q15-19,2
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,q20-29,1
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,q30-39,0
all,all,all,all,euclidean_neighbors_cosine_score,2,True,1096,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,no_alarm,1073
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,q7,8
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,q8-10,1
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,q11-14,13
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,q15-19,0
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,q20-29,1
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,q30-39,0
all,all,all,all,euclidean_neighbors_cosine_score,3,True,1096,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,no_alarm,1076
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,q7,6
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,q8-10,1
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,q11-14,11
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,q15-19,1
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,q20-29,1
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,q30-39,0
all,all,all,all,euclidean_neighbors_cosine_score,4,True,1096,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,no_alarm,1072
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,q7,7
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,q8-10,1
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,q11-14,14
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,q15-19,1
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,q20-29,1
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,q30-39,0
all,all,all,all,euclidean_neighbors_cosine_score,5,True,1096,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,no_alarm,1066
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,q7,9
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,q8-10,2
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,q11-14,16
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,q15-19,2
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,q20-29,1
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,q30-39,0
all,all,all,all,euclidean_neighbors_cosine_score,6,True,1096,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,no_alarm,1058
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,q7,14
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,q8-10,1
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,q11-14,18
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,q15-19,3
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,q20-29,2
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,q30-39,0
all,all,all,all,euclidean_neighbors_cosine_score,7,True,1096,q40-51,0
all,all,all,all,euclidean_neighbors_cosine_score,8,True,1096,no_alarm,1067
all,all,all,all,euclidean_neighbors_cosine_score,8,True,1096,q0-6,0
all,all,all,all,euclidean_neighbors_cosine_score,8,True,1096,q7,8
all,all,all,all,euclidean_neighbors_cosine_score,8,True,1096,q8-10,4
all,all,all,all,euclidean_neighbors_cosine_score,8,True,1096,q11-14,15
all,all,all,all,euclidean_neighbors_cosine_score,8,True,1096,q15-19,0
