level,cohort,suite,task,method,k,failure,episodes,query_bin,count
cohort,A,all,all,cosine_without_center,8,True,532,q15-19,13
cohort,A,all,all,cosine_without_center,8,True,532,q20-29,9
cohort,A,all,all,cosine_without_center,8,True,532,q30-39,0
cohort,A,all,all,cosine_without_center,8,True,532,q40-51,2
cohort,A,all,all,cosine_without_center,9,True,532,no_alarm,443
cohort,A,all,all,cosine_without_center,9,True,532,q0-6,0
cohort,A,all,all,cosine_without_center,9,True,532,q7,10
cohort,A,all,all,cosine_without_center,9,True,532,q8-10,36
cohort,A,all,all,cosine_without_center,9,True,532,q11-14,20
cohort,A,all,all,cosine_without_center,9,True,532,q15-19,13
cohort,A,all,all,cosine_without_center,9,True,532,q20-29,8
cohort,A,all,all,cosine_without_center,9,True,532,q30-39,0
cohort,A,all,all,cosine_without_center,9,True,532,q40-51,2
cohort,A,all,all,cosine_without_center,10,True,532,no_alarm,443
cohort,A,all,all,cosine_without_center,10,True,532,q0-6,0
cohort,A,all,all,cosine_without_center,10,True,532,q7,10
cohort,A,all,all,cosine_without_center,10,True,532,q8-10,36
cohort,A,all,all,cosine_without_center,10,True,532,q11-14,20
cohort,A,all,all,cosine_without_center,10,True,532,q15-19,14
cohort,A,all,all,cosine_without_center,10,True,532,q20-29,7
cohort,A,all,all,cosine_without_center,10,True,532,q30-39,0
cohort,A,all,all,cosine_without_center,10,True,532,q40-51,2
cohort,A,all,all,cosine_without_center,20,True,532,no_alarm,456
cohort,A,all,all,cosine_without_center,20,True,532,q0-6,0
cohort,A,all,all,cosine_without_center,20,True,532,q7,6
cohort,A,all,all,cosine_without_center,20,True,532,q8-10,29
cohort,A,all,all,cosine_without_center,20,True,532,q11-14,24
cohort,A,all,all,cosine_without_center,20,True,532,q15-19,10
cohort,A,all,all,cosine_without_center,20,True,532,q20-29,6
cohort,A,all,all,cosine_without_center,20,True,532,q30-39,0
cohort,A,all,all,cosine_without_center,20,True,532,q40-51,1
cohort,B,all,all,euclidean,1,False,15436,no_alarm,13715
cohort,B,all,all,euclidean,1,False,15436,q0-6,0
cohort,B,all,all,euclidean,1,False,15436,q7,11
cohort,B,all,all,euclidean,1,False,15436,q8-10,1041
cohort,B,all,all,euclidean,1,False,15436,q11-14,553
cohort,B,all,all,euclidean,1,False,15436,q15-19,72
cohort,B,all,all,euclidean,1,False,15436,q20-29,30
cohort,B,all,all,euclidean,1,False,15436,q30-39,14
cohort,B,all,all,euclidean,1,False,15436,q40-51,0
cohort,B,all,all,euclidean,2,False,15436,no_alarm,13777
cohort,B,all,all,euclidean,2,False,15436,q0-6,0
cohort,B,all,all,euclidean,2,False,15436,q7,6
cohort,B,all,all,euclidean,2,False,15436,q8-10,995
cohort,B,all,all,euclidean,2,False,15436,q11-14,544
cohort,B,all,all,euclidean,2,False,15436,q15-19,69
cohort,B,all,all,euclidean,2,False,15436,q20-29,29
cohort,B,all,all,euclidean,2,False,15436,q30-39,16
cohort,B,all,all,euclidean,2,False,15436,q40-51,0
cohort,B,all,all,euclidean,3,False,15436,no_alarm,13805
cohort,B,all,all,euclidean,3,False,15436,q0-6,0
cohort,B,all,all,euclidean,3,False,15436,q7,6
cohort,B,all,all,euclidean,3,False,15436,q8-10,1003
cohort,B,all,all,euclidean,3,False,15436,q11-14,516
cohort,B,all,all,euclidean,3,False,15436,q15-19,66
cohort,B,all,all,euclidean,3,False,15436,q20-29,24
cohort,B,all,all,euclidean,3,False,15436,q30-39,16
cohort,B,all,all,euclidean,3,False,15436,q40-51,0
cohort,B,all,all,euclidean,4,False,15436,no_alarm,13830
cohort,B,all,all,euclidean,4,False,15436,q0-6,0
cohort,B,all,all,euclidean,4,False,15436,q7,7
cohort,B,all,all,euclidean,4,False,15436,q8-10,979
cohort,B,all,all,euclidean,4,False,15436,q11-14,510
cohort,B,all,all,euclidean,4,False,15436,q15-19,69
cohort,B,all,all,euclidean,4,False,15436,q20-29,23
cohort,B,all,all,euclidean,4,False,15436,q30-39,18
cohort,B,all,all,euclidean,4,False,15436,q40-51,0
cohort,B,all,all,euclidean,5,False,15436,no_alarm,13848
cohort,B,all,all,euclidean,5,False,15436,q0-6,0
cohort,B,all,all,euclidean,5,False,15436,q7,6
cohort,B,all,all,euclidean,5,False,15436,q8-10,953
cohort,B,all,all,euclidean,5,False,15436,q11-14,519
cohort,B,all,all,euclidean,5,False,15436,q15-19,68
cohort,B,all,all,euclidean,5,False,15436,q20-29,24
cohort,B,all,all,euclidean,5,False,15436,q30-39,18
cohort,B,all,all,euclidean,5,False,15436,q40-51,0
cohort,B,all,all,euclidean,6,False,15436,no_alarm,13864
cohort,B,all,all,euclidean,6,False,15436,q0-6,0
cohort,B,all,all,euclidean,6,False,15436,q7,6
cohort,B,all,all,euclidean,6,False,15436,q8-10,943
cohort,B,all,all,euclidean,6,False,15436,q11-14,509
cohort,B,all,all,euclidean,6,False,15436,q15-19,72
cohort,B,all,all,euclidean,6,False,15436,q20-29,25
cohort,B,all,all,euclidean,6,False,15436,q30-39,17
cohort,B,all,all,euclidean,6,False,15436,q40-51,0
cohort,B,all,all,euclidean,7,False,15436,no_alarm,13863
cohort,B,all,all,euclidean,7,False,15436,q0-6,0
cohort,B,all,all,euclidean,7,False,15436,q7,6
cohort,B,all,all,euclidean,7,False,15436,q8-10,945
cohort,B,all,all,euclidean,7,False,15436,q11-14,506
cohort,B,all,all,euclidean,7,False,15436,q15-19,74
cohort,B,all,all,euclidean,7,False,15436,q20-29,25
cohort,B,all,all,euclidean,7,False,15436,q30-39,17
cohort,B,all,all,euclidean,7,False,15436,q40-51,0
cohort,B,all,all,euclidean,8,False,15436,no_alarm,13891
cohort,B,all,all,euclidean,8,False,15436,q0-6,0
cohort,B,all,all,euclidean,8,False,15436,q7,6
cohort,B,all,all,euclidean,8,False,15436,q8-10,945
cohort,B,all,all,euclidean,8,False,15436,q11-14,497
cohort,B,all,all,euclidean,8,False,15436,q15-19,59
cohort,B,all,all,euclidean,8,False,15436,q20-29,22
cohort,B,all,all,euclidean,8,False,15436,q30-39,16
cohort,B,all,all,euclidean,8,False,15436,q40-51,0
cohort,B,all,all,euclidean,9,False,15436,no_alarm,13912
cohort,B,all,all,euclidean,9,False,15436,q0-6,0
cohort,B,all,all,euclidean,9,False,15436,q7,7
cohort,B,all,all,euclidean,9,False,15436,q8-10,948
cohort,B,all,all,euclidean,9,False,15436,q11-14,478
cohort,B,all,all,euclidean,9,False,15436,q15-19,53
cohort,B,all,all,euclidean,9,False,15436,q20-29,22
cohort,B,all,all,euclidean,9,False,15436,q30-39,16
cohort,B,all,all,euclidean,9,False,15436,q40-51,0
cohort,B,all,all,euclidean,10,False,15436,no_alarm,13926
cohort,B,all,all,euclidean,10,False,15436,q0-6,0
cohort,B,all,all,euclidean,10,False,15436,q7,7
cohort,B,all,all,euclidean,10,False,15436,q8-10,951
cohort,B,all,all,euclidean,10,False,15436,q11-14,464
cohort,B,all,all,euclidean,10,False,15436,q15-19,51
cohort,B,all,all,euclidean,10,False,15436,q20-29,21
cohort,B,all,all,euclidean,10,False,15436,q30-39,16
cohort,B,all,all,euclidean,10,False,15436,q40-51,0
cohort,B,all,all,euclidean,20,False,15436,no_alarm,14031
cohort,B,all,all,euclidean,20,False,15436,q0-6,0
cohort,B,all,all,euclidean,20,False,15436,q7,4
cohort,B,all,all,euclidean,20,False,15436,q8-10,933
cohort,B,all,all,euclidean,20,False,15436,q11-14,405
cohort,B,all,all,euclidean,20,False,15436,q15-19,36
cohort,B,all,all,euclidean,20,False,15436,q20-29,12
cohort,B,all,all,euclidean,20,False,15436,q30-39,15
cohort,B,all,all,euclidean,20,False,15436,q40-51,0
cohort,B,all,all,euclidean,1,True,564,no_alarm,58
cohort,B,all,all,euclidean,1,True,564,q0-6,0
cohort,B,all,all,euclidean,1,True,564,q7,0
cohort,B,all,all,euclidean,1,True,564,q8-10,23
cohort,B,all,all,euclidean,1,True,564,q11-14,183
cohort,B,all,all,euclidean,1,True,564,q15-19,72
cohort,B,all,all,euclidean,1,True,564,q20-29,76
cohort,B,all,all,euclidean,1,True,564,q30-39,101
cohort,B,all,all,euclidean,1,True,564,q40-51,51
cohort,B,all,all,euclidean,2,True,564,no_alarm,51
cohort,B,all,all,euclidean,2,True,564,q0-6,0
cohort,B,all,all,euclidean,2,True,564,q7,0
cohort,B,all,all,euclidean,2,True,564,q8-10,23
cohort,B,all,all,euclidean,2,True,564,q11-14,186
cohort,B,all,all,euclidean,2,True,564,q15-19,74
cohort,B,all,all,euclidean,2,True,564,q20-29,80
cohort,B,all,all,euclidean,2,True,564,q30-39,102
cohort,B,all,all,euclidean,2,True,564,q40-51,48
cohort,B,all,all,euclidean,3,True,564,no_alarm,48
cohort,B,all,all,euclidean,3,True,564,q0-6,0
cohort,B,all,all,euclidean,3,True,564,q7,0
cohort,B,all,all,euclidean,3,True,564,q8-10,27
cohort,B,all,all,euclidean,3,True,564,q11-14,189
cohort,B,all,all,euclidean,3,True,564,q15-19,76
cohort,B,all,all,euclidean,3,True,564,q20-29,76
cohort,B,all,all,euclidean,3,True,564,q30-39,103
cohort,B,all,all,euclidean,3,True,564,q40-51,45
cohort,B,all,all,euclidean,4,True,564,no_alarm,45
cohort,B,all,all,euclidean,4,True,564,q0-6,0
cohort,B,all,all,euclidean,4,True,564,q7,0
cohort,B,all,all,euclidean,4,True,564,q8-10,30
cohort,B,all,all,euclidean,4,True,564,q11-14,189
cohort,B,all,all,euclidean,4,True,564,q15-19,82
cohort,B,all,all,euclidean,4,True,564,q20-29,75
cohort,B,all,all,euclidean,4,True,564,q30-39,99
cohort,B,all,all,euclidean,4,True,564,q40-51,44
cohort,B,all,all,euclidean,5,True,564,no_alarm,42
cohort,B,all,all,euclidean,5,True,564,q0-6,0
cohort,B,all,all,euclidean,5,True,564,q7,0
cohort,B,all,all,euclidean,5,True,564,q8-10,32
cohort,B,all,all,euclidean,5,True,564,q11-14,188
cohort,B,all,all,euclidean,5,True,564,q15-19,84
cohort,B,all,all,euclidean,5,True,564,q20-29,76
cohort,B,all,all,euclidean,5,True,564,q30-39,101
cohort,B,all,all,euclidean,5,True,564,q40-51,41
cohort,B,all,all,euclidean,6,True,564,no_alarm,43
cohort,B,all,all,euclidean,6,True,564,q0-6,0
cohort,B,all,all,euclidean,6,True,564,q7,0
cohort,B,all,all,euclidean,6,True,564,q8-10,32
cohort,B,all,all,euclidean,6,True,564,q11-14,187
cohort,B,all,all,euclidean,6,True,564,q15-19,88
cohort,B,all,all,euclidean,6,True,564,q20-29,75
cohort,B,all,all,euclidean,6,True,564,q30-39,101
cohort,B,all,all,euclidean,6,True,564,q40-51,38
cohort,B,all,all,euclidean,7,True,564,no_alarm,43
cohort,B,all,all,euclidean,7,True,564,q0-6,0
cohort,B,all,all,euclidean,7,True,564,q7,0
cohort,B,all,all,euclidean,7,True,564,q8-10,32
cohort,B,all,all,euclidean,7,True,564,q11-14,186
cohort,B,all,all,euclidean,7,True,564,q15-19,88
cohort,B,all,all,euclidean,7,True,564,q20-29,74
cohort,B,all,all,euclidean,7,True,564,q30-39,102
cohort,B,all,all,euclidean,7,True,564,q40-51,39
cohort,B,all,all,euclidean,8,True,564,no_alarm,45
cohort,B,all,all,euclidean,8,True,564,q0-6,0
cohort,B,all,all,euclidean,8,True,564,q7,0
cohort,B,all,all,euclidean,8,True,564,q8-10,32
cohort,B,all,all,euclidean,8,True,564,q11-14,187
cohort,B,all,all,euclidean,8,True,564,q15-19,86
cohort,B,all,all,euclidean,8,True,564,q20-29,73
cohort,B,all,all,euclidean,8,True,564,q30-39,102
cohort,B,all,all,euclidean,8,True,564,q40-51,39
cohort,B,all,all,euclidean,9,True,564,no_alarm,47
cohort,B,all,all,euclidean,9,True,564,q0-6,0
cohort,B,all,all,euclidean,9,True,564,q7,0
cohort,B,all,all,euclidean,9,True,564,q8-10,31
cohort,B,all,all,euclidean,9,True,564,q11-14,180
cohort,B,all,all,euclidean,9,True,564,q15-19,86
cohort,B,all,all,euclidean,9,True,564,q20-29,72
cohort,B,all,all,euclidean,9,True,564,q30-39,108
cohort,B,all,all,euclidean,9,True,564,q40-51,40
cohort,B,all,all,euclidean,10,True,564,no_alarm,48
cohort,B,all,all,euclidean,10,True,564,q0-6,0
cohort,B,all,all,euclidean,10,True,564,q7,0
cohort,B,all,all,euclidean,10,True,564,q8-10,31
cohort,B,all,all,euclidean,10,True,564,q11-14,178
cohort,B,all,all,euclidean,10,True,564,q15-19,86
cohort,B,all,all,euclidean,10,True,564,q20-29,69
cohort,B,all,all,euclidean,10,True,564,q30-39,112
cohort,B,all,all,euclidean,10,True,564,q40-51,40
cohort,B,all,all,euclidean,20,True,564,no_alarm,65
cohort,B,all,all,euclidean,20,True,564,q0-6,0
cohort,B,all,all,euclidean,20,True,564,q7,0
cohort,B,all,all,euclidean,20,True,564,q8-10,28
cohort,B,all,all,euclidean,20,True,564,q11-14,153
cohort,B,all,all,euclidean,20,True,564,q15-19,85
cohort,B,all,all,euclidean,20,True,564,q20-29,69
cohort,B,all,all,euclidean,20,True,564,q30-39,128
cohort,B,all,all,euclidean,20,True,564,q40-51,36
cohort,B,all,all,cosine,1,False,15436,no_alarm,15134
cohort,B,all,all,cosine,1,False,15436,q0-6,0
cohort,B,all,all,cosine,1,False,15436,q7,64
cohort,B,all,all,cosine,1,False,15436,q8-10,58
cohort,B,all,all,cosine,1,False,15436,q11-14,117
cohort,B,all,all,cosine,1,False,15436,q15-19,52
cohort,B,all,all,cosine,1,False,15436,q20-29,9
cohort,B,all,all,cosine,1,False,15436,q30-39,2
cohort,B,all,all,cosine,1,False,15436,q40-51,0
cohort,B,all,all,cosine,2,False,15436,no_alarm,15104
cohort,B,all,all,cosine,2,False,15436,q0-6,0
cohort,B,all,all,cosine,2,False,15436,q7,77
cohort,B,all,all,cosine,2,False,15436,q8-10,66
cohort,B,all,all,cosine,2,False,15436,q11-14,126
cohort,B,all,all,cosine,2,False,15436,q15-19,51
cohort,B,all,all,cosine,2,False,15436,q20-29,10
cohort,B,all,all,cosine,2,False,15436,q30-39,2
cohort,B,all,all,cosine,2,False,15436,q40-51,0
cohort,B,all,all,cosine,3,False,15436,no_alarm,15083
cohort,B,all,all,cosine,3,False,15436,q0-6,0
cohort,B,all,all,cosine,3,False,15436,q7,75
cohort,B,all,all,cosine,3,False,15436,q8-10,69
cohort,B,all,all,cosine,3,False,15436,q11-14,138
cohort,B,all,all,cosine,3,False,15436,q15-19,55
cohort,B,all,all,cosine,3,False,15436,q20-29,14
cohort,B,all,all,cosine,3,False,15436,q30-39,2
cohort,B,all,all,cosine,3,False,15436,q40-51,0
cohort,B,all,all,cosine,4,False,15436,no_alarm,15085
cohort,B,all,all,cosine,4,False,15436,q0-6,0
cohort,B,all,all,cosine,4,False,15436,q7,71
cohort,B,all,all,cosine,4,False,15436,q8-10,66
cohort,B,all,all,cosine,4,False,15436,q11-14,141
cohort,B,all,all,cosine,4,False,15436,q15-19,58
cohort,B,all,all,cosine,4,False,15436,q20-29,13
cohort,B,all,all,cosine,4,False,15436,q30-39,2
cohort,B,all,all,cosine,4,False,15436,q40-51,0
cohort,B,all,all,cosine,5,False,15436,no_alarm,15078
cohort,B,all,all,cosine,5,False,15436,q0-6,0
cohort,B,all,all,cosine,5,False,15436,q7,76
cohort,B,all,all,cosine,5,False,15436,q8-10,67
cohort,B,all,all,cosine,5,False,15436,q11-14,140
cohort,B,all,all,cosine,5,False,15436,q15-19,61
cohort,B,all,all,cosine,5,False,15436,q20-29,12
cohort,B,all,all,cosine,5,False,15436,q30-39,2
cohort,B,all,all,cosine,5,False,15436,q40-51,0
cohort,B,all,all,cosine,6,False,15436,no_alarm,15075
cohort,B,all,all,cosine,6,False,15436,q0-6,0
cohort,B,all,all,cosine,6,False,15436,q7,76
cohort,B,all,all,cosine,6,False,15436,q8-10,68
cohort,B,all,all,cosine,6,False,15436,q11-14,141
cohort,B,all,all,cosine,6,False,15436,q15-19,60
cohort,B,all,all,cosine,6,False,15436,q20-29,14
cohort,B,all,all,cosine,6,False,15436,q30-39,2
cohort,B,all,all,cosine,6,False,15436,q40-51,0
cohort,B,all,all,cosine,7,False,15436,no_alarm,15078
cohort,B,all,all,cosine,7,False,15436,q0-6,0
cohort,B,all,all,cosine,7,False,15436,q7,76
cohort,B,all,all,cosine,7,False,15436,q8-10,69
cohort,B,all,all,cosine,7,False,15436,q11-14,141
cohort,B,all,all,cosine,7,False,15436,q15-19,56
cohort,B,all,all,cosine,7,False,15436,q20-29,14
cohort,B,all,all,cosine,7,False,15436,q30-39,2
cohort,B,all,all,cosine,7,False,15436,q40-51,0
cohort,B,all,all,cosine,8,False,15436,no_alarm,15075
cohort,B,all,all,cosine,8,False,15436,q0-6,0
cohort,B,all,all,cosine,8,False,15436,q7,75
cohort,B,all,all,cosine,8,False,15436,q8-10,71
cohort,B,all,all,cosine,8,False,15436,q11-14,143
cohort,B,all,all,cosine,8,False,15436,q15-19,57
cohort,B,all,all,cosine,8,False,15436,q20-29,14
cohort,B,all,all,cosine,8,False,15436,q30-39,1
cohort,B,all,all,cosine,8,False,15436,q40-51,0
cohort,B,all,all,cosine,9,False,15436,no_alarm,15075
cohort,B,all,all,cosine,9,False,15436,q0-6,0
cohort,B,all,all,cosine,9,False,15436,q7,72
cohort,B,all,all,cosine,9,False,15436,q8-10,72
cohort,B,all,all,cosine,9,False,15436,q11-14,143
cohort,B,all,all,cosine,9,False,15436,q15-19,59
cohort,B,all,all,cosine,9,False,15436,q20-29,14
cohort,B,all,all,cosine,9,False,15436,q30-39,1
cohort,B,all,all,cosine,9,False,15436,q40-51,0
cohort,B,all,all,cosine,10,False,15436,no_alarm,15078
cohort,B,all,all,cosine,10,False,15436,q0-6,0
cohort,B,all,all,cosine,10,False,15436,q7,71
cohort,B,all,all,cosine,10,False,15436,q8-10,73
cohort,B,all,all,cosine,10,False,15436,q11-14,139
cohort,B,all,all,cosine,10,False,15436,q15-19,59
cohort,B,all,all,cosine,10,False,15436,q20-29,15
cohort,B,all,all,cosine,10,False,15436,q30-39,1
cohort,B,all,all,cosine,10,False,15436,q40-51,0
cohort,B,all,all,cosine,20,False,15436,no_alarm,15086
cohort,B,all,all,cosine,20,False,15436,q0-6,0
cohort,B,all,all,cosine,20,False,15436,q7,72
cohort,B,all,all,cosine,20,False,15436,q8-10,70
cohort,B,all,all,cosine,20,False,15436,q11-14,131
cohort,B,all,all,cosine,20,False,15436,q15-19,60
cohort,B,all,all,cosine,20,False,15436,q20-29,16
cohort,B,all,all,cosine,20,False,15436,q30-39,1
cohort,B,all,all,cosine,20,False,15436,q40-51,0
cohort,B,all,all,cosine,1,True,564,no_alarm,544
cohort,B,all,all,cosine,1,True,564,q0-6,0
cohort,B,all,all,cosine,1,True,564,q7,2
cohort,B,all,all,cosine,1,True,564,q8-10,1
cohort,B,all,all,cosine,1,True,564,q11-14,10
cohort,B,all,all,cosine,1,True,564,q15-19,3
cohort,B,all,all,cosine,1,True,564,q20-29,4
cohort,B,all,all,cosine,1,True,564,q30-39,0
cohort,B,all,all,cosine,1,True,564,q40-51,0
cohort,B,all,all,cosine,2,True,564,no_alarm,543
cohort,B,all,all,cosine,2,True,564,q0-6,0
cohort,B,all,all,cosine,2,True,564,q7,2
cohort,B,all,all,cosine,2,True,564,q8-10,2
cohort,B,all,all,cosine,2,True,564,q11-14,10
cohort,B,all,all,cosine,2,True,564,q15-19,3
cohort,B,all,all,cosine,2,True,564,q20-29,4
cohort,B,all,all,cosine,2,True,564,q30-39,0
cohort,B,all,all,cosine,2,True,564,q40-51,0
cohort,B,all,all,cosine,3,True,564,no_alarm,539
cohort,B,all,all,cosine,3,True,564,q0-6,0
cohort,B,all,all,cosine,3,True,564,q7,4
cohort,B,all,all,cosine,3,True,564,q8-10,3
cohort,B,all,all,cosine,3,True,564,q11-14,10
cohort,B,all,all,cosine,3,True,564,q15-19,3
cohort,B,all,all,cosine,3,True,564,q20-29,5
cohort,B,all,all,cosine,3,True,564,q30-39,0
cohort,B,all,all,cosine,3,True,564,q40-51,0
cohort,B,all,all,cosine,4,True,564,no_alarm,542
cohort,B,all,all,cosine,4,True,564,q0-6,0
cohort,B,all,all,cosine,4,True,564,q7,2
cohort,B,all,all,cosine,4,True,564,q8-10,3
cohort,B,all,all,cosine,4,True,564,q11-14,10
cohort,B,all,all,cosine,4,True,564,q15-19,3
cohort,B,all,all,cosine,4,True,564,q20-29,4
cohort,B,all,all,cosine,4,True,564,q30-39,0
cohort,B,all,all,cosine,4,True,564,q40-51,0
cohort,B,all,all,cosine,5,True,564,no_alarm,541
cohort,B,all,all,cosine,5,True,564,q0-6,0
cohort,B,all,all,cosine,5,True,564,q7,0
cohort,B,all,all,cosine,5,True,564,q8-10,2
cohort,B,all,all,cosine,5,True,564,q11-14,12
cohort,B,all,all,cosine,5,True,564,q15-19,3
cohort,B,all,all,cosine,5,True,564,q20-29,6
cohort,B,all,all,cosine,5,True,564,q30-39,0
cohort,B,all,all,cosine,5,True,564,q40-51,0
cohort,B,all,all,cosine,6,True,564,no_alarm,540
cohort,B,all,all,cosine,6,True,564,q0-6,0
cohort,B,all,all,cosine,6,True,564,q7,1
cohort,B,all,all,cosine,6,True,564,q8-10,3
cohort,B,all,all,cosine,6,True,564,q11-14,11
cohort,B,all,all,cosine,6,True,564,q15-19,3
cohort,B,all,all,cosine,6,True,564,q20-29,6
cohort,B,all,all,cosine,6,True,564,q30-39,0
cohort,B,all,all,cosine,6,True,564,q40-51,0
cohort,B,all,all,cosine,7,True,564,no_alarm,540
cohort,B,all,all,cosine,7,True,564,q0-6,0
cohort,B,all,all,cosine,7,True,564,q7,1
cohort,B,all,all,cosine,7,True,564,q8-10,3
cohort,B,all,all,cosine,7,True,564,q11-14,11
cohort,B,all,all,cosine,7,True,564,q15-19,2
cohort,B,all,all,cosine,7,True,564,q20-29,6
cohort,B,all,all,cosine,7,True,564,q30-39,0
cohort,B,all,all,cosine,7,True,564,q40-51,1
cohort,B,all,all,cosine,8,True,564,no_alarm,540
cohort,B,all,all,cosine,8,True,564,q0-6,0
cohort,B,all,all,cosine,8,True,564,q7,1
cohort,B,all,all,cosine,8,True,564,q8-10,3
cohort,B,all,all,cosine,8,True,564,q11-14,12
cohort,B,all,all,cosine,8,True,564,q15-19,2
cohort,B,all,all,cosine,8,True,564,q20-29,5
cohort,B,all,all,cosine,8,True,564,q30-39,0
cohort,B,all,all,cosine,8,True,564,q40-51,1
cohort,B,all,all,cosine,9,True,564,no_alarm,541
cohort,B,all,all,cosine,9,True,564,q0-6,0
cohort,B,all,all,cosine,9,True,564,q7,1
cohort,B,all,all,cosine,9,True,564,q8-10,3
cohort,B,all,all,cosine,9,True,564,q11-14,12
cohort,B,all,all,cosine,9,True,564,q15-19,2
cohort,B,all,all,cosine,9,True,564,q20-29,4
cohort,B,all,all,cosine,9,True,564,q30-39,0
cohort,B,all,all,cosine,9,True,564,q40-51,1
cohort,B,all,all,cosine,10,True,564,no_alarm,542
cohort,B,all,all,cosine,10,True,564,q0-6,0
cohort,B,all,all,cosine,10,True,564,q7,1
cohort,B,all,all,cosine,10,True,564,q8-10,3
cohort,B,all,all,cosine,10,True,564,q11-14,12
cohort,B,all,all,cosine,10,True,564,q15-19,1
cohort,B,all,all,cosine,10,True,564,q20-29,4
cohort,B,all,all,cosine,10,True,564,q30-39,0
cohort,B,all,all,cosine,10,True,564,q40-51,1
cohort,B,all,all,cosine,20,True,564,no_alarm,543
cohort,B,all,all,cosine,20,True,564,q0-6,0
cohort,B,all,all,cosine,20,True,564,q7,1
cohort,B,all,all,cosine,20,True,564,q8-10,3
cohort,B,all,all,cosine,20,True,564,q11-14,12
cohort,B,all,all,cosine,20,True,564,q15-19,2
cohort,B,all,all,cosine,20,True,564,q20-29,2
cohort,B,all,all,cosine,20,True,564,q30-39,0
cohort,B,all,all,cosine,20,True,564,q40-51,1
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,no_alarm,14776
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,q7,44
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,q8-10,423
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,q11-14,155
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,q15-19,26
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,q20-29,9
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,q30-39,3
cohort,B,all,all,cosine_neighbors_euclidean_score,1,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,no_alarm,14761
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,q7,46
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,q8-10,428
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,q11-14,165
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,q15-19,27
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,q20-29,7
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,q30-39,2
cohort,B,all,all,cosine_neighbors_euclidean_score,2,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,no_alarm,14770
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,q7,37
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,q8-10,437
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,q11-14,163
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,q15-19,23
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,q20-29,4
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,q30-39,2
cohort,B,all,all,cosine_neighbors_euclidean_score,3,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,no_alarm,14650
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,q7,36
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,q8-10,512
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,q11-14,197
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,q15-19,32
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,q20-29,2
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,q30-39,7
cohort,B,all,all,cosine_neighbors_euclidean_score,4,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,no_alarm,14640
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,q7,31
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,q8-10,521
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,q11-14,196
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,q15-19,32
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,q20-29,3
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,q30-39,12
cohort,B,all,all,cosine_neighbors_euclidean_score,5,False,15436,q40-51,1
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,no_alarm,14600
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,q7,35
