level,cohort,suite,task,method,k,failure,episodes,query,count
all,all,all,all,euclidean,20,False,30904,49,0
all,all,all,all,euclidean,20,False,30904,50,0
all,all,all,all,euclidean,20,False,30904,51,0
all,all,all,all,euclidean,1,True,1096,-1,113
all,all,all,all,euclidean,1,True,1096,0,0
all,all,all,all,euclidean,1,True,1096,1,0
all,all,all,all,euclidean,1,True,1096,2,0
all,all,all,all,euclidean,1,True,1096,3,0
all,all,all,all,euclidean,1,True,1096,4,0
all,all,all,all,euclidean,1,True,1096,5,0
all,all,all,all,euclidean,1,True,1096,6,0
all,all,all,all,euclidean,1,True,1096,7,0
all,all,all,all,euclidean,1,True,1096,8,8
all,all,all,all,euclidean,1,True,1096,9,6
all,all,all,all,euclidean,1,True,1096,10,42
all,all,all,all,euclidean,1,True,1096,11,115
all,all,all,all,euclidean,1,True,1096,12,81
all,all,all,all,euclidean,1,True,1096,13,80
all,all,all,all,euclidean,1,True,1096,14,58
all,all,all,all,euclidean,1,True,1096,15,37
all,all,all,all,euclidean,1,True,1096,16,27
all,all,all,all,euclidean,1,True,1096,17,36
all,all,all,all,euclidean,1,True,1096,18,27
all,all,all,all,euclidean,1,True,1096,19,15
all,all,all,all,euclidean,1,True,1096,20,7
all,all,all,all,euclidean,1,True,1096,21,13
all,all,all,all,euclidean,1,True,1096,22,20
all,all,all,all,euclidean,1,True,1096,23,26
all,all,all,all,euclidean,1,True,1096,24,14
all,all,all,all,euclidean,1,True,1096,25,10
all,all,all,all,euclidean,1,True,1096,26,11
all,all,all,all,euclidean,1,True,1096,27,7
all,all,all,all,euclidean,1,True,1096,28,17
all,all,all,all,euclidean,1,True,1096,29,38
all,all,all,all,euclidean,1,True,1096,30,31
all,all,all,all,euclidean,1,True,1096,31,42
all,all,all,all,euclidean,1,True,1096,32,31
all,all,all,all,euclidean,1,True,1096,33,31
all,all,all,all,euclidean,1,True,1096,34,14
all,all,all,all,euclidean,1,True,1096,35,13
all,all,all,all,euclidean,1,True,1096,36,12
all,all,all,all,euclidean,1,True,1096,37,9
all,all,all,all,euclidean,1,True,1096,38,8
all,all,all,all,euclidean,1,True,1096,39,3
all,all,all,all,euclidean,1,True,1096,40,9
all,all,all,all,euclidean,1,True,1096,41,4
all,all,all,all,euclidean,1,True,1096,42,8
all,all,all,all,euclidean,1,True,1096,43,12
all,all,all,all,euclidean,1,True,1096,44,17
all,all,all,all,euclidean,1,True,1096,45,12
all,all,all,all,euclidean,1,True,1096,46,13
all,all,all,all,euclidean,1,True,1096,47,7
all,all,all,all,euclidean,1,True,1096,48,5
all,all,all,all,euclidean,1,True,1096,49,2
all,all,all,all,euclidean,1,True,1096,50,1
all,all,all,all,euclidean,1,True,1096,51,4
all,all,all,all,euclidean,2,True,1096,-1,102
all,all,all,all,euclidean,2,True,1096,0,0
all,all,all,all,euclidean,2,True,1096,1,0
all,all,all,all,euclidean,2,True,1096,2,0
all,all,all,all,euclidean,2,True,1096,3,0
all,all,all,all,euclidean,2,True,1096,4,0
all,all,all,all,euclidean,2,True,1096,5,0
all,all,all,all,euclidean,2,True,1096,6,0
all,all,all,all,euclidean,2,True,1096,7,0
all,all,all,all,euclidean,2,True,1096,8,8
all,all,all,all,euclidean,2,True,1096,9,8
all,all,all,all,euclidean,2,True,1096,10,44
all,all,all,all,euclidean,2,True,1096,11,112
all,all,all,all,euclidean,2,True,1096,12,74
all,all,all,all,euclidean,2,True,1096,13,87
all,all,all,all,euclidean,2,True,1096,14,59
all,all,all,all,euclidean,2,True,1096,15,44
all,all,all,all,euclidean,2,True,1096,16,25
all,all,all,all,euclidean,2,True,1096,17,44
all,all,all,all,euclidean,2,True,1096,18,20
all,all,all,all,euclidean,2,True,1096,19,13
all,all,all,all,euclidean,2,True,1096,20,10
all,all,all,all,euclidean,2,True,1096,21,9
all,all,all,all,euclidean,2,True,1096,22,20
all,all,all,all,euclidean,2,True,1096,23,29
all,all,all,all,euclidean,2,True,1096,24,13
all,all,all,all,euclidean,2,True,1096,25,9
all,all,all,all,euclidean,2,True,1096,26,10
all,all,all,all,euclidean,2,True,1096,27,5
all,all,all,all,euclidean,2,True,1096,28,19
all,all,all,all,euclidean,2,True,1096,29,40
all,all,all,all,euclidean,2,True,1096,30,29
all,all,all,all,euclidean,2,True,1096,31,41
all,all,all,all,euclidean,2,True,1096,32,37
all,all,all,all,euclidean,2,True,1096,33,36
all,all,all,all,euclidean,2,True,1096,34,13
all,all,all,all,euclidean,2,True,1096,35,7
all,all,all,all,euclidean,2,True,1096,36,17
all,all,all,all,euclidean,2,True,1096,37,8
all,all,all,all,euclidean,2,True,1096,38,8
all,all,all,all,euclidean,2,True,1096,39,1
all,all,all,all,euclidean,2,True,1096,40,11
all,all,all,all,euclidean,2,True,1096,41,4
all,all,all,all,euclidean,2,True,1096,42,6
all,all,all,all,euclidean,2,True,1096,43,10
all,all,all,all,euclidean,2,True,1096,44,15
all,all,all,all,euclidean,2,True,1096,45,11
all,all,all,all,euclidean,2,True,1096,46,14
all,all,all,all,euclidean,2,True,1096,47,9
all,all,all,all,euclidean,2,True,1096,48,4
all,all,all,all,euclidean,2,True,1096,49,3
all,all,all,all,euclidean,2,True,1096,50,4
all,all,all,all,euclidean,2,True,1096,51,4
all,all,all,all,euclidean,3,True,1096,-1,88
all,all,all,all,euclidean,3,True,1096,0,0
all,all,all,all,euclidean,3,True,1096,1,0
all,all,all,all,euclidean,3,True,1096,2,0
all,all,all,all,euclidean,3,True,1096,3,0
all,all,all,all,euclidean,3,True,1096,4,0
all,all,all,all,euclidean,3,True,1096,5,0
all,all,all,all,euclidean,3,True,1096,6,0
all,all,all,all,euclidean,3,True,1096,7,0
all,all,all,all,euclidean,3,True,1096,8,8
all,all,all,all,euclidean,3,True,1096,9,9
all,all,all,all,euclidean,3,True,1096,10,47
all,all,all,all,euclidean,3,True,1096,11,115
all,all,all,all,euclidean,3,True,1096,12,77
all,all,all,all,euclidean,3,True,1096,13,98
all,all,all,all,euclidean,3,True,1096,14,57
all,all,all,all,euclidean,3,True,1096,15,46
all,all,all,all,euclidean,3,True,1096,16,25
all,all,all,all,euclidean,3,True,1096,17,40
all,all,all,all,euclidean,3,True,1096,18,22
all,all,all,all,euclidean,3,True,1096,19,14
all,all,all,all,euclidean,3,True,1096,20,9
all,all,all,all,euclidean,3,True,1096,21,10
all,all,all,all,euclidean,3,True,1096,22,19
all,all,all,all,euclidean,3,True,1096,23,29
all,all,all,all,euclidean,3,True,1096,24,14
all,all,all,all,euclidean,3,True,1096,25,9
all,all,all,all,euclidean,3,True,1096,26,7
all,all,all,all,euclidean,3,True,1096,27,5
all,all,all,all,euclidean,3,True,1096,28,20
all,all,all,all,euclidean,3,True,1096,29,41
all,all,all,all,euclidean,3,True,1096,30,35
all,all,all,all,euclidean,3,True,1096,31,38
all,all,all,all,euclidean,3,True,1096,32,41
all,all,all,all,euclidean,3,True,1096,33,33
all,all,all,all,euclidean,3,True,1096,34,14
all,all,all,all,euclidean,3,True,1096,35,8
all,all,all,all,euclidean,3,True,1096,36,9
all,all,all,all,euclidean,3,True,1096,37,12
all,all,all,all,euclidean,3,True,1096,38,3
all,all,all,all,euclidean,3,True,1096,39,1
all,all,all,all,euclidean,3,True,1096,40,9
all,all,all,all,euclidean,3,True,1096,41,5
all,all,all,all,euclidean,3,True,1096,42,8
all,all,all,all,euclidean,3,True,1096,43,9
all,all,all,all,euclidean,3,True,1096,44,18
all,all,all,all,euclidean,3,True,1096,45,12
all,all,all,all,euclidean,3,True,1096,46,14
all,all,all,all,euclidean,3,True,1096,47,5
all,all,all,all,euclidean,3,True,1096,48,4
all,all,all,all,euclidean,3,True,1096,49,3
all,all,all,all,euclidean,3,True,1096,50,2
all,all,all,all,euclidean,3,True,1096,51,4
all,all,all,all,euclidean,4,True,1096,-1,82
all,all,all,all,euclidean,4,True,1096,0,0
all,all,all,all,euclidean,4,True,1096,1,0
all,all,all,all,euclidean,4,True,1096,2,0
all,all,all,all,euclidean,4,True,1096,3,0
all,all,all,all,euclidean,4,True,1096,4,0
all,all,all,all,euclidean,4,True,1096,5,0
all,all,all,all,euclidean,4,True,1096,6,0
all,all,all,all,euclidean,4,True,1096,7,0
all,all,all,all,euclidean,4,True,1096,8,8
all,all,all,all,euclidean,4,True,1096,9,14
all,all,all,all,euclidean,4,True,1096,10,52
all,all,all,all,euclidean,4,True,1096,11,109
all,all,all,all,euclidean,4,True,1096,12,83
all,all,all,all,euclidean,4,True,1096,13,91
all,all,all,all,euclidean,4,True,1096,14,62
all,all,all,all,euclidean,4,True,1096,15,46
all,all,all,all,euclidean,4,True,1096,16,28
all,all,all,all,euclidean,4,True,1096,17,40
all,all,all,all,euclidean,4,True,1096,18,22
all,all,all,all,euclidean,4,True,1096,19,16
all,all,all,all,euclidean,4,True,1096,20,7
all,all,all,all,euclidean,4,True,1096,21,8
all,all,all,all,euclidean,4,True,1096,22,21
all,all,all,all,euclidean,4,True,1096,23,30
all,all,all,all,euclidean,4,True,1096,24,13
all,all,all,all,euclidean,4,True,1096,25,8
all,all,all,all,euclidean,4,True,1096,26,8
all,all,all,all,euclidean,4,True,1096,27,4
all,all,all,all,euclidean,4,True,1096,28,24
all,all,all,all,euclidean,4,True,1096,29,41
all,all,all,all,euclidean,4,True,1096,30,41
all,all,all,all,euclidean,4,True,1096,31,32
all,all,all,all,euclidean,4,True,1096,32,45
all,all,all,all,euclidean,4,True,1096,33,31
all,all,all,all,euclidean,4,True,1096,34,10
all,all,all,all,euclidean,4,True,1096,35,9
all,all,all,all,euclidean,4,True,1096,36,7
all,all,all,all,euclidean,4,True,1096,37,8
all,all,all,all,euclidean,4,True,1096,38,4
all,all,all,all,euclidean,4,True,1096,39,2
all,all,all,all,euclidean,4,True,1096,40,7
all,all,all,all,euclidean,4,True,1096,41,5
all,all,all,all,euclidean,4,True,1096,42,10
all,all,all,all,euclidean,4,True,1096,43,8
all,all,all,all,euclidean,4,True,1096,44,19
all,all,all,all,euclidean,4,True,1096,45,13
all,all,all,all,euclidean,4,True,1096,46,10
all,all,all,all,euclidean,4,True,1096,47,7
all,all,all,all,euclidean,4,True,1096,48,3
all,all,all,all,euclidean,4,True,1096,49,3
all,all,all,all,euclidean,4,True,1096,50,2
all,all,all,all,euclidean,4,True,1096,51,3
all,all,all,all,euclidean,5,True,1096,-1,77
all,all,all,all,euclidean,5,True,1096,0,0
all,all,all,all,euclidean,5,True,1096,1,0
all,all,all,all,euclidean,5,True,1096,2,0
all,all,all,all,euclidean,5,True,1096,3,0
all,all,all,all,euclidean,5,True,1096,4,0
all,all,all,all,euclidean,5,True,1096,5,0
all,all,all,all,euclidean,5,True,1096,6,0
all,all,all,all,euclidean,5,True,1096,7,0
all,all,all,all,euclidean,5,True,1096,8,11
all,all,all,all,euclidean,5,True,1096,9,13
all,all,all,all,euclidean,5,True,1096,10,52
all,all,all,all,euclidean,5,True,1096,11,105
all,all,all,all,euclidean,5,True,1096,12,86
all,all,all,all,euclidean,5,True,1096,13,85
all,all,all,all,euclidean,5,True,1096,14,64
all,all,all,all,euclidean,5,True,1096,15,51
all,all,all,all,euclidean,5,True,1096,16,30
all,all,all,all,euclidean,5,True,1096,17,41
all,all,all,all,euclidean,5,True,1096,18,23
all,all,all,all,euclidean,5,True,1096,19,14
all,all,all,all,euclidean,5,True,1096,20,8
all,all,all,all,euclidean,5,True,1096,21,9
all,all,all,all,euclidean,5,True,1096,22,22
all,all,all,all,euclidean,5,True,1096,23,27
all,all,all,all,euclidean,5,True,1096,24,14
all,all,all,all,euclidean,5,True,1096,25,8
all,all,all,all,euclidean,5,True,1096,26,9
all,all,all,all,euclidean,5,True,1096,27,3
all,all,all,all,euclidean,5,True,1096,28,24
all,all,all,all,euclidean,5,True,1096,29,41
all,all,all,all,euclidean,5,True,1096,30,44
all,all,all,all,euclidean,5,True,1096,31,38
all,all,all,all,euclidean,5,True,1096,32,42
all,all,all,all,euclidean,5,True,1096,33,29
all,all,all,all,euclidean,5,True,1096,34,10
all,all,all,all,euclidean,5,True,1096,35,6
all,all,all,all,euclidean,5,True,1096,36,6
all,all,all,all,euclidean,5,True,1096,37,9
all,all,all,all,euclidean,5,True,1096,38,3
all,all,all,all,euclidean,5,True,1096,39,5
all,all,all,all,euclidean,5,True,1096,40,6
all,all,all,all,euclidean,5,True,1096,41,5
all,all,all,all,euclidean,5,True,1096,42,9
all,all,all,all,euclidean,5,True,1096,43,11
all,all,all,all,euclidean,5,True,1096,44,18
all,all,all,all,euclidean,5,True,1096,45,10
all,all,all,all,euclidean,5,True,1096,46,9
all,all,all,all,euclidean,5,True,1096,47,8
all,all,all,all,euclidean,5,True,1096,48,4
all,all,all,all,euclidean,5,True,1096,49,3
all,all,all,all,euclidean,5,True,1096,50,2
all,all,all,all,euclidean,5,True,1096,51,2
all,all,all,all,euclidean,6,True,1096,-1,77
all,all,all,all,euclidean,6,True,1096,0,0
all,all,all,all,euclidean,6,True,1096,1,0
all,all,all,all,euclidean,6,True,1096,2,0
all,all,all,all,euclidean,6,True,1096,3,0
all,all,all,all,euclidean,6,True,1096,4,0
all,all,all,all,euclidean,6,True,1096,5,0
all,all,all,all,euclidean,6,True,1096,6,0
all,all,all,all,euclidean,6,True,1096,7,0
all,all,all,all,euclidean,6,True,1096,8,12
all,all,all,all,euclidean,6,True,1096,9,14
all,all,all,all,euclidean,6,True,1096,10,50
all,all,all,all,euclidean,6,True,1096,11,107
all,all,all,all,euclidean,6,True,1096,12,87
all,all,all,all,euclidean,6,True,1096,13,81
all,all,all,all,euclidean,6,True,1096,14,62
all,all,all,all,euclidean,6,True,1096,15,53
all,all,all,all,euclidean,6,True,1096,16,27
all,all,all,all,euclidean,6,True,1096,17,46
all,all,all,all,euclidean,6,True,1096,18,23
all,all,all,all,euclidean,6,True,1096,19,17
all,all,all,all,euclidean,6,True,1096,20,7
all,all,all,all,euclidean,6,True,1096,21,10
all,all,all,all,euclidean,6,True,1096,22,22
all,all,all,all,euclidean,6,True,1096,23,28
all,all,all,all,euclidean,6,True,1096,24,12
all,all,all,all,euclidean,6,True,1096,25,9
all,all,all,all,euclidean,6,True,1096,26,7
all,all,all,all,euclidean,6,True,1096,27,4
all,all,all,all,euclidean,6,True,1096,28,25
all,all,all,all,euclidean,6,True,1096,29,40
all,all,all,all,euclidean,6,True,1096,30,46
all,all,all,all,euclidean,6,True,1096,31,44
all,all,all,all,euclidean,6,True,1096,32,42
all,all,all,all,euclidean,6,True,1096,33,24
all,all,all,all,euclidean,6,True,1096,34,11
all,all,all,all,euclidean,6,True,1096,35,4
all,all,all,all,euclidean,6,True,1096,36,5
all,all,all,all,euclidean,6,True,1096,37,8
all,all,all,all,euclidean,6,True,1096,38,3
all,all,all,all,euclidean,6,True,1096,39,5
all,all,all,all,euclidean,6,True,1096,40,6
all,all,all,all,euclidean,6,True,1096,41,5
all,all,all,all,euclidean,6,True,1096,42,9
all,all,all,all,euclidean,6,True,1096,43,12
all,all,all,all,euclidean,6,True,1096,44,17
all,all,all,all,euclidean,6,True,1096,45,11
all,all,all,all,euclidean,6,True,1096,46,9
all,all,all,all,euclidean,6,True,1096,47,5
all,all,all,all,euclidean,6,True,1096,48,4
all,all,all,all,euclidean,6,True,1096,49,2
all,all,all,all,euclidean,6,True,1096,50,2
all,all,all,all,euclidean,6,True,1096,51,2
all,all,all,all,euclidean,7,True,1096,-1,76
all,all,all,all,euclidean,7,True,1096,0,0
all,all,all,all,euclidean,7,True,1096,1,0
all,all,all,all,euclidean,7,True,1096,2,0
all,all,all,all,euclidean,7,True,1096,3,0
all,all,all,all,euclidean,7,True,1096,4,0
all,all,all,all,euclidean,7,True,1096,5,0
all,all,all,all,euclidean,7,True,1096,6,0
all,all,all,all,euclidean,7,True,1096,7,0
all,all,all,all,euclidean,7,True,1096,8,13
all,all,all,all,euclidean,7,True,1096,9,13
all,all,all,all,euclidean,7,True,1096,10,50
all,all,all,all,euclidean,7,True,1096,11,107
all,all,all,all,euclidean,7,True,1096,12,85
all,all,all,all,euclidean,7,True,1096,13,82
all,all,all,all,euclidean,7,True,1096,14,61
all,all,all,all,euclidean,7,True,1096,15,53
all,all,all,all,euclidean,7,True,1096,16,27
all,all,all,all,euclidean,7,True,1096,17,48
all,all,all,all,euclidean,7,True,1096,18,24
all,all,all,all,euclidean,7,True,1096,19,15
all,all,all,all,euclidean,7,True,1096,20,8
all,all,all,all,euclidean,7,True,1096,21,9
all,all,all,all,euclidean,7,True,1096,22,21
all,all,all,all,euclidean,7,True,1096,23,27
all,all,all,all,euclidean,7,True,1096,24,13
all,all,all,all,euclidean,7,True,1096,25,9
all,all,all,all,euclidean,7,True,1096,26,6
all,all,all,all,euclidean,7,True,1096,27,4
all,all,all,all,euclidean,7,True,1096,28,23
all,all,all,all,euclidean,7,True,1096,29,42
all,all,all,all,euclidean,7,True,1096,30,50
all,all,all,all,euclidean,7,True,1096,31,40
all,all,all,all,euclidean,7,True,1096,32,46
all,all,all,all,euclidean,7,True,1096,33,23
all,all,all,all,euclidean,7,True,1096,34,11
all,all,all,all,euclidean,7,True,1096,35,4
all,all,all,all,euclidean,7,True,1096,36,4
all,all,all,all,euclidean,7,True,1096,37,8
all,all,all,all,euclidean,7,True,1096,38,3
all,all,all,all,euclidean,7,True,1096,39,5
all,all,all,all,euclidean,7,True,1096,40,6
all,all,all,all,euclidean,7,True,1096,41,5
all,all,all,all,euclidean,7,True,1096,42,9
all,all,all,all,euclidean,7,True,1096,43,12
all,all,all,all,euclidean,7,True,1096,44,18
all,all,all,all,euclidean,7,True,1096,45,11
all,all,all,all,euclidean,7,True,1096,46,10
all,all,all,all,euclidean,7,True,1096,47,5
all,all,all,all,euclidean,7,True,1096,48,4
all,all,all,all,euclidean,7,True,1096,49,2
all,all,all,all,euclidean,7,True,1096,50,2
all,all,all,all,euclidean,7,True,1096,51,2
all,all,all,all,euclidean,8,True,1096,-1,77
all,all,all,all,euclidean,8,True,1096,0,0
all,all,all,all,euclidean,8,True,1096,1,0
all,all,all,all,euclidean,8,True,1096,2,0
all,all,all,all,euclidean,8,True,1096,3,0
all,all,all,all,euclidean,8,True,1096,4,0
all,all,all,all,euclidean,8,True,1096,5,0
all,all,all,all,euclidean,8,True,1096,6,0
all,all,all,all,euclidean,8,True,1096,7,0
all,all,all,all,euclidean,8,True,1096,8,13
all,all,all,all,euclidean,8,True,1096,9,13
all,all,all,all,euclidean,8,True,1096,10,50
all,all,all,all,euclidean,8,True,1096,11,105
all,all,all,all,euclidean,8,True,1096,12,84
all,all,all,all,euclidean,8,True,1096,13,81
all,all,all,all,euclidean,8,True,1096,14,64
all,all,all,all,euclidean,8,True,1096,15,53
all,all,all,all,euclidean,8,True,1096,16,28
all,all,all,all,euclidean,8,True,1096,17,49
all,all,all,all,euclidean,8,True,1096,18,24
all,all,all,all,euclidean,8,True,1096,19,12
all,all,all,all,euclidean,8,True,1096,20,8
all,all,all,all,euclidean,8,True,1096,21,10
all,all,all,all,euclidean,8,True,1096,22,20
all,all,all,all,euclidean,8,True,1096,23,25
all,all,all,all,euclidean,8,True,1096,24,14
all,all,all,all,euclidean,8,True,1096,25,8
all,all,all,all,euclidean,8,True,1096,26,6
all,all,all,all,euclidean,8,True,1096,27,4
all,all,all,all,euclidean,8,True,1096,28,22
all,all,all,all,euclidean,8,True,1096,29,43
all,all,all,all,euclidean,8,True,1096,30,49
all,all,all,all,euclidean,8,True,1096,31,41
all,all,all,all,euclidean,8,True,1096,32,48
all,all,all,all,euclidean,8,True,1096,33,24
all,all,all,all,euclidean,8,True,1096,34,9
all,all,all,all,euclidean,8,True,1096,35,4
all,all,all,all,euclidean,8,True,1096,36,4
all,all,all,all,euclidean,8,True,1096,37,9
all,all,all,all,euclidean,8,True,1096,38,3
all,all,all,all,euclidean,8,True,1096,39,4
all,all,all,all,euclidean,8,True,1096,40,6
all,all,all,all,euclidean,8,True,1096,41,4
all,all,all,all,euclidean,8,True,1096,42,10
all,all,all,all,euclidean,8,True,1096,43,12
all,all,all,all,euclidean,8,True,1096,44,18
all,all,all,all,euclidean,8,True,1096,45,11
all,all,all,all,euclidean,8,True,1096,46,11
all,all,all,all,euclidean,8,True,1096,47,5
all,all,all,all,euclidean,8,True,1096,48,4
all,all,all,all,euclidean,8,True,1096,49,3
all,all,all,all,euclidean,8,True,1096,50,1
all,all,all,all,euclidean,8,True,1096,51,3
all,all,all,all,euclidean,9,True,1096,-1,81
all,all,all,all,euclidean,9,True,1096,0,0
