timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W]
2026/08/29 07:30:05.058, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:30:10.058, 42 %, 15 %, 22681 MiB, 17764 MiB, 60.80 W
2026/08/29 07:30:15.058, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.27 W
2026/08/29 07:30:20.059, 19 %, 1 %, 22681 MiB, 17764 MiB, 62.39 W
2026/08/29 07:30:25.059, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:30:30.060, 44 %, 15 %, 22681 MiB, 17764 MiB, 65.43 W
2026/08/29 07:30:35.060, 40 %, 15 %, 22681 MiB, 17764 MiB, 56.77 W
2026/08/29 07:30:40.061, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.78 W
2026/08/29 07:30:45.061, 25 %, 2 %, 22681 MiB, 17764 MiB, 60.49 W
2026/08/29 07:30:50.062, 27 %, 2 %, 22681 MiB, 17764 MiB, 51.64 W
2026/08/29 07:30:55.062, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 07:31:00.063, 41 %, 15 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 07:31:05.063, 26 %, 2 %, 22681 MiB, 17764 MiB, 237.41 W
2026/08/29 07:31:10.064, 15 %, 1 %, 22681 MiB, 17764 MiB, 53.32 W
2026/08/29 07:31:15.064, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:31:20.065, 27 %, 3 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:31:25.065, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:31:30.066, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 07:31:35.066, 30 %, 5 %, 22681 MiB, 17764 MiB, 62.39 W
2026/08/29 07:31:40.067, 42 %, 15 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:31:45.067, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.46 W
2026/08/29 07:31:50.067, 23 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:31:55.068, 22 %, 3 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:32:00.068, 49 %, 14 %, 22681 MiB, 17764 MiB, 62.98 W
2026/08/29 07:32:05.069, 46 %, 14 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:32:10.069, 27 %, 3 %, 22681 MiB, 17764 MiB, 93.03 W
2026/08/29 07:32:15.070, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:32:20.070, 31 %, 10 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:32:25.071, 43 %, 15 %, 22681 MiB, 17764 MiB, 55.10 W
2026/08/29 07:32:30.071, 42 %, 14 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 07:32:35.072, 41 %, 14 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 07:32:40.072, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 07:32:45.073, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:32:50.073, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.37 W
2026/08/29 07:32:55.074, 24 %, 2 %, 22681 MiB, 17764 MiB, 95.83 W
2026/08/29 07:33:00.074, 27 %, 2 %, 22681 MiB, 17764 MiB, 51.35 W
2026/08/29 07:33:05.075, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:33:10.075, 38 %, 14 %, 22681 MiB, 17764 MiB, 54.90 W
2026/08/29 07:33:15.076, 25 %, 2 %, 22681 MiB, 17764 MiB, 103.68 W
2026/08/29 07:33:20.076, 20 %, 1 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:33:25.076, 25 %, 2 %, 22681 MiB, 17764 MiB, 54.00 W
2026/08/29 07:33:30.077, 40 %, 15 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:33:35.077, 26 %, 2 %, 22681 MiB, 17764 MiB, 93.63 W
2026/08/29 07:33:40.078, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 07:33:45.078, 41 %, 13 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 07:33:50.079, 31 %, 3 %, 22681 MiB, 17764 MiB, 49.78 W
2026/08/29 07:33:55.079, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.39 W
2026/08/29 07:34:00.080, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:34:05.151, 38 %, 14 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 07:34:10.152, 40 %, 12 %, 22681 MiB, 17764 MiB, 63.66 W
2026/08/29 07:34:15.153, 43 %, 14 %, 22681 MiB, 17764 MiB, 58.44 W
2026/08/29 07:34:20.153, 26 %, 2 %, 22681 MiB, 17764 MiB, 81.82 W
2026/08/29 07:34:25.153, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 07:34:30.154, 40 %, 13 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 07:34:35.154, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:34:40.155, 25 %, 2 %, 22681 MiB, 17764 MiB, 84.11 W
2026/08/29 07:34:45.155, 26 %, 2 %, 22681 MiB, 17764 MiB, 59.81 W
2026/08/29 07:34:50.156, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:34:55.156, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:35:00.157, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:35:05.157, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:35:10.158, 39 %, 14 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:35:15.158, 30 %, 6 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:35:20.159, 26 %, 2 %, 22681 MiB, 17764 MiB, 99.74 W
2026/08/29 07:35:25.159, 25 %, 2 %, 22681 MiB, 17764 MiB, 82.05 W
2026/08/29 07:35:30.160, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:35:35.160, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 07:35:40.161, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.19 W
2026/08/29 07:35:45.161, 24 %, 2 %, 22681 MiB, 17764 MiB, 55.60 W
2026/08/29 07:35:50.161, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 07:35:55.162, 35 %, 9 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 07:36:00.162, 29 %, 2 %, 22681 MiB, 17764 MiB, 59.34 W
2026/08/29 07:36:05.163, 27 %, 3 %, 22681 MiB, 17764 MiB, 66.90 W
2026/08/29 07:36:10.163, 26 %, 2 %, 22681 MiB, 17764 MiB, 175.31 W
2026/08/29 07:36:15.164, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:36:20.164, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:36:25.165, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.78 W
2026/08/29 07:36:30.166, 25 %, 3 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:36:35.166, 26 %, 2 %, 22681 MiB, 17764 MiB, 69.87 W
2026/08/29 07:36:40.167, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 07:36:45.167, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:36:50.168, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 07:36:55.168, 43 %, 15 %, 22681 MiB, 17764 MiB, 64.64 W
2026/08/29 07:37:00.169, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.20 W
2026/08/29 07:37:05.169, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:37:10.169, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 07:37:15.170, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.35 W
2026/08/29 07:37:20.170, 26 %, 2 %, 22681 MiB, 17764 MiB, 228.77 W
2026/08/29 07:37:25.171, 26 %, 2 %, 22681 MiB, 17764 MiB, 212.01 W
2026/08/29 07:37:30.171, 27 %, 3 %, 22681 MiB, 17764 MiB, 166.95 W
2026/08/29 07:37:35.172, 30 %, 2 %, 22681 MiB, 17764 MiB, 47.81 W
2026/08/29 07:37:40.172, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.58 W
2026/08/29 07:37:45.173, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:37:50.173, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:37:55.174, 27 %, 2 %, 22681 MiB, 17764 MiB, 55.60 W
2026/08/29 07:38:00.174, 44 %, 15 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 07:38:05.175, 18 %, 1 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:38:10.175, 41 %, 14 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:38:15.176, 49 %, 15 %, 22681 MiB, 17764 MiB, 60.61 W
2026/08/29 07:38:20.176, 42 %, 15 %, 22681 MiB, 17764 MiB, 67.50 W
2026/08/29 07:38:25.176, 43 %, 14 %, 22681 MiB, 17764 MiB, 102.14 W
2026/08/29 07:38:30.177, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:38:35.177, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:38:40.178, 36 %, 10 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 07:38:45.178, 41 %, 14 %, 22681 MiB, 17764 MiB, 59.63 W
2026/08/29 07:38:50.179, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 07:38:55.179, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:39:00.180, 42 %, 15 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:39:05.251, 27 %, 3 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:39:10.252, 26 %, 2 %, 22681 MiB, 17764 MiB, 94.27 W
2026/08/29 07:39:15.253, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:39:20.253, 20 %, 1 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:39:25.254, 41 %, 15 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:39:30.254, 44 %, 15 %, 22681 MiB, 17764 MiB, 63.45 W
2026/08/29 07:39:35.255, 28 %, 2 %, 22681 MiB, 17764 MiB, 50.67 W
2026/08/29 07:39:40.255, 26 %, 2 %, 22681 MiB, 17764 MiB, 60.81 W
2026/08/29 07:39:45.256, 34 %, 9 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:39:50.256, 28 %, 4 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 07:39:55.257, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 07:40:00.257, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:40:05.258, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:40:10.258, 29 %, 4 %, 22681 MiB, 17764 MiB, 65.03 W
2026/08/29 07:40:15.259, 25 %, 2 %, 22681 MiB, 17764 MiB, 59.05 W
2026/08/29 07:40:20.259, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.88 W
2026/08/29 07:40:25.260, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.88 W
2026/08/29 07:40:30.260, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:40:35.260, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:40:40.261, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:40:45.261, 27 %, 2 %, 22681 MiB, 17764 MiB, 57.07 W
2026/08/29 07:40:50.262, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.37 W
2026/08/29 07:40:55.262, 43 %, 14 %, 22681 MiB, 17764 MiB, 64.53 W
2026/08/29 07:41:00.263, 42 %, 14 %, 22681 MiB, 17764 MiB, 64.15 W
2026/08/29 07:41:05.263, 32 %, 7 %, 22681 MiB, 17764 MiB, 76.74 W
2026/08/29 07:41:10.264, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:41:15.264, 31 %, 2 %, 22681 MiB, 17764 MiB, 46.52 W
2026/08/29 07:41:20.265, 24 %, 2 %, 22681 MiB, 17764 MiB, 58.46 W
2026/08/29 07:41:25.265, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 07:41:30.266, 43 %, 15 %, 22681 MiB, 17764 MiB, 115.04 W
2026/08/29 07:41:35.266, 25 %, 2 %, 22681 MiB, 17764 MiB, 79.69 W
2026/08/29 07:41:40.267, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 07:41:45.267, 23 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:41:50.268, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 07:41:55.268, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:42:00.268, 20 %, 1 %, 22681 MiB, 17764 MiB, 59.83 W
2026/08/29 07:42:05.269, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:42:10.269, 43 %, 14 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 07:42:15.270, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:42:20.270, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:42:25.271, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:42:30.271, 25 %, 2 %, 22681 MiB, 17764 MiB, 69.35 W
2026/08/29 07:42:35.272, 26 %, 2 %, 22681 MiB, 17764 MiB, 50.86 W
2026/08/29 07:42:40.272, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:42:45.273, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.88 W
2026/08/29 07:42:50.273, 43 %, 15 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 07:42:55.274, 27 %, 3 %, 22681 MiB, 17764 MiB, 91.94 W
2026/08/29 07:43:00.274, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:43:05.275, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:43:10.275, 44 %, 12 %, 22681 MiB, 17764 MiB, 56.37 W
2026/08/29 07:43:15.275, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 07:43:20.276, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 07:43:25.276, 26 %, 2 %, 22681 MiB, 17764 MiB, 55.89 W
2026/08/29 07:43:30.277, 27 %, 3 %, 22681 MiB, 17764 MiB, 60.59 W
2026/08/29 07:43:35.277, 41 %, 15 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:43:40.278, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 07:43:45.278, 25 %, 2 %, 22681 MiB, 17764 MiB, 85.60 W
2026/08/29 07:43:50.279, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:43:55.279, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:44:00.280, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:44:05.451, 49 %, 15 %, 22681 MiB, 17764 MiB, 63.65 W
2026/08/29 07:44:10.451, 32 %, 6 %, 22681 MiB, 17764 MiB, 69.18 W
2026/08/29 07:44:15.452, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:44:20.452, 23 %, 2 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 07:44:25.453, 34 %, 14 %, 22681 MiB, 17764 MiB, 55.88 W
2026/08/29 07:44:30.453, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:44:35.454, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:44:40.454, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 07:44:45.455, 25 %, 2 %, 22681 MiB, 17764 MiB, 60.81 W
2026/08/29 07:44:50.455, 23 %, 2 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 07:44:55.455, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:45:00.456, 40 %, 14 %, 22681 MiB, 17764 MiB, 57.27 W
2026/08/29 07:45:05.456, 34 %, 8 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 07:45:10.457, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:45:15.457, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 07:45:20.458, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 07:45:25.458, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.01 W
2026/08/29 07:45:30.459, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.21 W
2026/08/29 07:45:35.459, 41 %, 15 %, 22681 MiB, 17764 MiB, 56.39 W
2026/08/29 07:45:40.460, 44 %, 15 %, 22681 MiB, 17764 MiB, 69.28 W
2026/08/29 07:45:45.460, 43 %, 14 %, 22681 MiB, 17764 MiB, 78.59 W
2026/08/29 07:45:50.461, 43 %, 14 %, 22681 MiB, 17764 MiB, 81.97 W
2026/08/29 07:45:55.461, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:46:00.462, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:46:05.462, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:46:10.463, 37 %, 11 %, 22681 MiB, 17764 MiB, 216.37 W
2026/08/29 07:46:15.463, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 07:46:20.464, 28 %, 2 %, 22681 MiB, 17764 MiB, 52.33 W
2026/08/29 07:46:25.464, 21 %, 1 %, 22681 MiB, 17764 MiB, 61.28 W
2026/08/29 07:46:30.465, 30 %, 5 %, 22681 MiB, 17764 MiB, 63.35 W
2026/08/29 07:46:35.465, 40 %, 12 %, 22681 MiB, 17764 MiB, 63.85 W
2026/08/29 07:46:40.465, 28 %, 3 %, 22681 MiB, 17764 MiB, 66.98 W
2026/08/29 07:46:45.466, 43 %, 14 %, 22681 MiB, 17764 MiB, 63.47 W
2026/08/29 07:46:50.467, 44 %, 15 %, 22681 MiB, 17764 MiB, 66.51 W
2026/08/29 07:46:55.468, 46 %, 14 %, 22681 MiB, 17764 MiB, 58.74 W
2026/08/29 07:47:00.468, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:47:05.469, 22 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 07:47:10.469, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 07:47:15.469, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:47:20.470, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.37 W
2026/08/29 07:47:25.470, 26 %, 2 %, 22681 MiB, 17764 MiB, 124.54 W
2026/08/29 07:47:30.471, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.01 W
2026/08/29 07:47:35.471, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:47:40.472, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 07:47:45.472, 44 %, 15 %, 22681 MiB, 17764 MiB, 57.28 W
2026/08/29 07:47:50.473, 26 %, 2 %, 22681 MiB, 17764 MiB, 86.48 W
2026/08/29 07:47:55.473, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 07:48:00.473, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 07:48:05.474, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:48:10.474, 21 %, 3 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 07:48:15.475, 38 %, 11 %, 22681 MiB, 17764 MiB, 63.45 W
2026/08/29 07:48:20.475, 26 %, 2 %, 22681 MiB, 17764 MiB, 102.96 W
2026/08/29 07:48:25.476, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.30 W
2026/08/29 07:48:30.476, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:48:35.476, 22 %, 2 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 07:48:40.477, 42 %, 15 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:48:45.477, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.00 W
2026/08/29 07:48:50.478, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.08 W
2026/08/29 07:48:55.478, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:49:00.479, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:49:05.479, 44 %, 15 %, 22681 MiB, 17764 MiB, 61.68 W
2026/08/29 07:49:10.479, 36 %, 9 %, 22681 MiB, 17764 MiB, 63.86 W
2026/08/29 07:49:15.480, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.60 W
2026/08/29 07:49:20.480, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:49:25.481, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:49:30.481, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:49:35.482, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 07:49:40.482, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.59 W
2026/08/29 07:49:45.483, 23 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:49:50.483, 44 %, 15 %, 22681 MiB, 17764 MiB, 60.90 W
2026/08/29 07:49:55.483, 26 %, 2 %, 22681 MiB, 17764 MiB, 105.13 W
2026/08/29 07:50:00.484, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:50:05.484, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:50:10.485, 47 %, 15 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:50:15.485, 28 %, 3 %, 22681 MiB, 17764 MiB, 60.41 W
2026/08/29 07:50:20.486, 38 %, 13 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:50:25.486, 29 %, 4 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 07:50:30.486, 26 %, 2 %, 22681 MiB, 17764 MiB, 183.40 W
2026/08/29 07:50:35.487, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:50:40.487, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.78 W
2026/08/29 07:50:45.488, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:50:50.488, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.01 W
2026/08/29 07:50:55.489, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 07:51:00.489, 21 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:51:05.490, 39 %, 11 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 07:51:10.490, 35 %, 10 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:51:15.490, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:51:20.491, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:51:25.491, 18 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:51:30.492, 30 %, 5 %, 22681 MiB, 17764 MiB, 65.04 W
2026/08/29 07:51:35.492, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:51:40.493, 28 %, 2 %, 22681 MiB, 17764 MiB, 48.49 W
2026/08/29 07:51:45.493, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:51:50.493, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:51:55.494, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:52:00.494, 25 %, 3 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 07:52:05.495, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.60 W
2026/08/29 07:52:10.495, 25 %, 2 %, 22681 MiB, 17764 MiB, 60.70 W
2026/08/29 07:52:15.496, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 07:52:20.496, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 07:52:25.496, 40 %, 12 %, 22681 MiB, 17764 MiB, 67.11 W
2026/08/29 07:52:30.497, 26 %, 2 %, 22681 MiB, 17764 MiB, 242.32 W
2026/08/29 07:52:35.497, 25 %, 2 %, 22681 MiB, 17764 MiB, 240.57 W
2026/08/29 07:52:40.498, 26 %, 2 %, 22681 MiB, 17764 MiB, 83.46 W
2026/08/29 07:52:45.498, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 07:52:50.499, 23 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:52:55.499, 24 %, 1 %, 22681 MiB, 17764 MiB, 50.36 W
2026/08/29 07:53:00.499, 29 %, 4 %, 22681 MiB, 17764 MiB, 58.33 W
2026/08/29 07:53:05.500, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:53:10.500, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:53:15.501, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.10 W
2026/08/29 07:53:20.501, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 07:53:25.502, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:53:30.502, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:53:35.502, 24 %, 2 %, 22681 MiB, 17764 MiB, 60.22 W
2026/08/29 07:53:40.503, 39 %, 14 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 07:53:45.503, 26 %, 2 %, 22681 MiB, 17764 MiB, 65.52 W
2026/08/29 07:53:50.504, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:53:55.504, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:54:00.505, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:54:05.551, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:54:10.551, 41 %, 13 %, 22681 MiB, 17764 MiB, 216.38 W
