task,head,quantile,threshold,reference_episodes,calibration_statistic,outcomes_used
libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,lock,0.99,-0.021030515,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,lock,0.995,-0.018160373,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,lock,1.0,-0.017749488,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.5,-0.044689134,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.6,-0.043773882,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.7,-0.043148823,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.75,-0.042751376,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.8,-0.04230556,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.85,-0.04175806,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.9,-0.041010015,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.925,-0.04063256,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.95,-0.03954973,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.96,-0.038456462,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.975,-0.02559203,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.98,-0.020160124,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.99,-0.019271173,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,0.995,-0.018808119,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,lock,1.0,-0.018607527,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.5,-0.050002187,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.6,-0.04936678,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.7,-0.048848927,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.75,-0.04841061,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.8,-0.047921464,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.85,-0.047314152,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.9,-0.046336696,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.925,-0.045267537,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.95,-0.044215575,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.96,-0.0402558,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.975,-0.03753607,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.98,-0.036832683,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.99,-0.02605462,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,0.995,-0.021474764,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock,1.0,-0.018293768,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.5,-0.042759538,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.6,-0.04222907,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.7,-0.0417414,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.75,-0.041307032,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.8,-0.040875286,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.85,-0.04033088,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.9,-0.03947854,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.925,-0.039010942,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.95,-0.035324454,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.96,-0.032295376,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.975,-0.0292027,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.98,-0.02490303,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.99,-0.021556228,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,0.995,-0.021152467,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock,1.0,-0.020527929,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.5,-0.04257779,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.6,-0.041474983,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.7,-0.039802644,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.75,-0.039113313,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.8,-0.038048983,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.85,-0.03635086,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.9,-0.028372556,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.925,-0.025609553,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.95,-0.02405274,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.96,-0.023099244,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.975,-0.022055864,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.98,-0.021377593,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.99,-0.019707084,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,0.995,-0.019514441,400,trajectory_max_persistent_score,False
libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock,1.0,-0.018591017,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.5,-0.029141136,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.6,-0.028516166,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.7,-0.028045759,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.75,-0.027655885,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.8,-0.027354002,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.85,-0.026873134,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.9,-0.026114568,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.925,-0.025606126,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.95,-0.024874404,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.96,-0.024345934,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.975,-0.022796765,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.98,-0.02242291,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.99,-0.021319777,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,0.995,-0.020941794,400,trajectory_max_persistent_score,False
libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock,1.0,-0.02041611,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.5,-0.046037912,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.6,-0.045274124,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.7,-0.044723503,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.75,-0.0443969,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.8,-0.044042982,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.85,-0.04353048,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.9,-0.04284191,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.925,-0.042657867,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.95,-0.041900516,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.96,-0.04158429,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.975,-0.040108606,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.98,-0.039973408,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.99,-0.039316803,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,0.995,-0.027878016,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock,1.0,-0.026768953,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.5,-0.054177254,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.6,-0.053178713,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.7,-0.05225285,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.75,-0.051897705,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.8,-0.05151645,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.85,-0.050970823,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.9,-0.05033852,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.925,-0.04976444,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.95,-0.048816115,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.96,-0.048494413,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.975,-0.04754807,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.98,-0.04643593,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.99,-0.026777297,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,0.995,-0.024694681,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock,1.0,-0.02322185,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.5,-0.045219302,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.6,-0.04442469,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.7,-0.043486595,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.75,-0.043041795,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.8,-0.04230637,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.85,-0.04162263,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.9,-0.040361285,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.925,-0.039872654,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.95,-0.039477862,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.96,-0.039137036,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.975,-0.03877186,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.98,-0.03842956,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.99,-0.037593275,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,0.995,-0.03678158,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock,1.0,-0.036605887,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.5,-0.054406837,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.6,-0.0536931,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.7,-0.05299215,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.75,-0.052673094,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.8,-0.05230537,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.85,-0.051949143,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.9,-0.051412933,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.925,-0.05103445,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.95,-0.05049006,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.96,-0.050379075,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.975,-0.050057083,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.98,-0.04981888,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.99,-0.04926835,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,0.995,-0.048808873,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock,1.0,-0.048710197,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.5,-0.043818735,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.6,-0.043291003,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.7,-0.042665802,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.75,-0.04233347,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.8,-0.0421141,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.85,-0.0416407,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.9,-0.04111977,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.925,-0.040792733,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.95,-0.04053987,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.96,-0.040280297,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.975,-0.039917797,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.98,-0.039558582,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.99,-0.039167456,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,0.995,-0.038995706,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock,1.0,-0.03891024,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.5,-0.046150506,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.6,-0.0452106,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.7,-0.044316113,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.75,-0.043900043,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.8,-0.043589137,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.85,-0.04293532,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.9,-0.04218588,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.925,-0.04181458,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.95,-0.04077199,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.96,-0.040100664,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.975,-0.039098993,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.98,-0.03809817,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.99,-0.029433176,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,0.995,-0.021870062,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_milk_and_place_it_in_the_basket,lock,1.0,-0.021317855,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.5,-0.049302638,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.6,-0.048641566,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.7,-0.047765657,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.75,-0.047223642,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.8,-0.04643131,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.85,-0.04526578,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.9,-0.044310033,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.925,-0.043868557,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.95,-0.043606177,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.96,-0.04336743,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.975,-0.043144003,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.98,-0.04305634,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.99,-0.041431323,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,0.995,-0.030009985,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,lock,1.0,-0.028907493,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.5,-0.055581525,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.6,-0.05409468,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.7,-0.052920535,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.75,-0.0521164,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.8,-0.051300988,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.85,-0.05075568,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.9,-0.04995033,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.925,-0.049584962,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.95,-0.04904054,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.96,-0.048711926,400,trajectory_max_persistent_score,False
