corpus,suite,task,scene,K,n_fail,n_loop,n_static,n_anyloop,loop_valid,med_nq
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,34,8,0,0,0,0,0,25.5
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,35,8,0,0,0,5,0,28.5
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,36,8,1,1,1,6,0,25.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,37,8,0,0,0,3,0,24.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,38,8,1,1,1,7,0,26.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,39,8,0,0,0,6,0,24.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,40,8,0,0,0,8,0,26.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,41,8,0,0,0,5,0,24.5
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,42,8,0,0,0,5,0,27.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,43,8,0,0,0,6,0,25.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,44,8,0,0,0,7,0,24.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,45,8,0,0,0,2,0,25.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,46,8,0,0,0,5,0,27.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,47,8,0,0,0,5,0,27.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,48,8,0,0,0,7,0,25.0
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,49,8,0,0,0,1,0,25.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,8,0,0,0,0,1,23.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,2,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,3,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,4,8,0,0,0,0,1,23.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,5,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,6,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,7,8,0,0,0,0,1,23.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,8,8,0,0,0,0,1,22.5
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,9,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,10,8,0,0,0,0,1,23.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,11,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,12,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,13,8,0,0,0,0,1,22.5
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,14,8,0,0,0,0,1,21.5
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,15,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,16,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,17,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,18,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,19,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,20,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,21,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,22,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,23,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,24,8,1,0,1,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,25,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,26,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,27,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,28,8,1,0,1,0,1,24.5
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,29,8,0,0,0,0,1,26.5
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,30,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,31,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,32,8,1,0,1,0,1,21.5
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,33,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,34,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,35,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,36,8,0,0,0,0,1,23.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,37,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,38,8,0,0,0,0,1,21.5
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,39,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,40,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,41,8,0,0,0,0,1,21.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,42,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,43,8,0,0,0,0,1,23.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,44,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,45,8,0,0,0,0,1,21.5
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,46,8,0,0,0,0,1,23.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,47,8,0,0,0,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,48,8,1,0,1,0,1,22.0
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,49,8,0,0,0,0,1,23.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,8,0,0,0,0,1,27.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,2,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,3,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,4,8,0,0,0,0,1,26.5
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,5,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,6,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,7,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,8,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,9,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,10,8,0,0,0,0,1,24.5
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,11,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,12,8,1,0,0,3,1,34.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,13,8,1,0,0,1,1,25.5
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,14,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,15,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,16,8,1,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,17,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,18,8,0,0,0,0,1,27.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,19,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,20,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,21,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,22,8,0,0,0,0,1,27.5
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,23,8,0,0,0,0,1,25.5
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,24,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,25,8,1,0,1,0,1,27.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,26,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,27,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,28,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,29,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,30,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,31,8,1,0,1,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,32,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,33,8,1,0,1,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,34,8,0,0,0,3,1,31.5
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,35,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,36,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,37,8,0,0,0,0,1,28.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,38,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,39,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,40,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,41,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,42,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,43,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,44,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,45,8,0,0,0,0,1,31.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,46,8,0,0,0,0,1,25.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,47,8,0,0,0,0,1,24.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,48,8,0,0,0,0,1,27.0
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,49,8,0,0,0,0,1,26.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,8,3,2,1,2,1,44.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,8,5,2,3,2,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,8,8,3,5,3,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,8,7,2,5,2,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,8,1,1,0,1,1,40.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,5,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,6,8,0,0,0,0,1,38.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,7,8,0,0,0,0,1,40.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,8,5,5,0,5,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,9,8,0,0,0,1,1,38.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,10,8,4,3,1,6,1,50.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,11,8,4,1,2,1,1,45.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,8,8,7,0,7,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,8,6,0,6,0,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,14,8,0,0,0,0,1,37.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,15,8,4,0,4,0,1,44.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,8,5,2,4,2,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,17,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,18,8,0,0,0,0,1,42.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,19,8,2,0,2,0,1,40.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,20,8,0,0,0,0,1,39.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,8,7,4,3,4,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,22,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,23,8,1,1,0,1,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,24,8,0,0,0,0,1,40.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,25,8,0,0,0,0,1,41.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,8,6,3,2,3,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,27,8,4,2,3,2,1,45.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,28,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,29,8,1,1,0,1,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,8,6,1,4,1,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,31,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,32,8,0,0,0,0,1,40.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,33,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,34,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,35,8,1,0,0,0,1,41.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,36,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,37,8,1,0,1,0,1,39.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,8,8,6,2,6,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,8,7,0,6,0,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,8,5,2,3,2,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,8,8,6,3,6,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,42,8,2,1,1,1,1,38.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,43,8,0,0,0,0,1,39.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,44,8,1,0,1,0,1,37.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,45,8,0,0,0,0,1,36.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,46,8,0,0,0,0,1,38.5
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,8,4,4,0,4,1,48.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,8,7,3,1,3,1,52.0
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,8,7,0,6,0,1,52.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0,8,0,0,0,0,1,25.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,8,3,1,3,1,1,27.5
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,2,8,0,0,0,0,1,25.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,8,8,5,4,5,1,52.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,4,8,2,2,2,2,1,28.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,5,8,0,0,0,0,1,26.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,6,8,0,0,0,0,1,25.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,7,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,8,8,0,0,0,0,1,27.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,9,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,10,8,0,0,0,0,1,25.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,11,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,12,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,13,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,14,8,0,0,0,0,1,27.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,15,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,16,8,0,0,0,0,1,25.5
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,17,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,18,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,19,8,3,2,0,2,1,25.5
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,20,8,0,0,0,0,1,25.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,21,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,22,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,23,8,3,3,0,3,1,33.5
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,24,8,0,0,0,0,1,24.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,25,8,0,0,0,0,1,25.5
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,26,8,0,0,0,0,1,27.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,27,8,0,0,0,0,1,25.5
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,28,8,0,0,0,0,1,26.0
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,29,8,0,0,0,0,1,24.0
