representation,family,direction,width,confirmations,quantile,risk_n,timely_n,tp,fp,recall,timely_fpr,precision,late_recall,persistent_recall,risk_task_macro_recall,risk_tasks_detected,risk_tasks,detected_risk_lead_median,early4_recall,pareto
all_max,mobility,low,1,1,0.925,487,14313,306,861,0.6283367556468172,0.060155103751834,0.2622107969151671,0.4666666666666667,0.6389496717724289,0.7960921477620795,30,32,8.0,0.5318275154004107,False
all_max,mobility,low,1,1,0.95,487,14313,263,539,0.5400410677618069,0.0376580730804164,0.327930174563591,0.43333333333333335,0.5470459518599562,0.7494793528411209,30,32,8.0,0.43121149897330596,False
all_max,mobility,low,1,1,0.96,487,14313,241,396,0.4948665297741273,0.027667155732550828,0.3783359497645212,0.36666666666666664,0.5032822757111597,0.7089019083463672,30,32,8.0,0.39014373716632444,False
all_max,mobility,low,1,1,0.975,487,14313,189,218,0.38809034907597534,0.015230908963878992,0.4643734643734644,0.3,0.3938730853391685,0.627810959439582,29,32,8.0,0.2813141683778234,False
all_max,mobility,low,1,1,0.98,487,14313,170,161,0.3490759753593429,0.011248515335708796,0.513595166163142,0.3,0.3522975929978118,0.6022481916579211,29,32,8.0,0.2402464065708419,False
all_max,mobility,low,1,1,0.99,487,14313,108,66,0.22176591375770022,0.004611192622091804,0.6206896551724138,0.23333333333333334,0.2210065645514223,0.4570011413044799,29,32,8.0,0.1540041067761807,False
all_max,mobility,low,1,1,0.995,487,14313,63,28,0.1293634496919918,0.001956263536645008,0.6923076923076923,0.16666666666666666,0.12691466083150985,0.3028259963166917,29,32,5.0,0.08213552361396304,False
all_max,mobility,low,1,2,0.5,487,14313,390,904,0.8008213552361396,0.06315936561168169,0.30139103554868624,0.6333333333333333,0.811816192560175,0.746342050580865,29,32,11.0,0.731006160164271,False
all_max,mobility,low,1,2,0.6,487,14313,383,576,0.7864476386036962,0.04024313561098302,0.3993743482794578,0.6333333333333333,0.7964989059080962,0.7392747266846735,29,32,10.0,0.704312114989733,False
all_max,mobility,low,1,2,0.7,487,14313,367,351,0.7535934291581109,0.02452316076294278,0.5111420612813371,0.6,0.7636761487964989,0.7097580929560834,28,32,8.0,0.675564681724846,False
all_max,mobility,low,1,2,0.75,487,14313,347,262,0.7125256673511293,0.01830503737860686,0.5697865353037767,0.5333333333333333,0.7242888402625821,0.7023510951468483,28,32,8.0,0.6386036960985626,False
all_max,mobility,low,1,2,0.8,487,14313,315,193,0.6468172484599589,0.013484245091874519,0.6200787401574803,0.4666666666666667,0.6586433260393874,0.6951047183352542,28,32,8.0,0.5646817248459959,False
all_max,mobility,low,1,2,0.85,487,14313,286,126,0.5872689938398358,0.008803185914902536,0.6941747572815534,0.36666666666666664,0.6017505470459519,0.6831582024943375,28,32,8.0,0.5030800821355236,False
all_max,mobility,low,1,2,0.9,487,14313,239,71,0.49075975359342916,0.004960525396492699,0.7709677419354839,0.36666666666666664,0.4989059080962801,0.6279976947309797,26,32,7.0,0.3655030800821355,False
all_max,mobility,low,1,2,0.925,487,14313,222,49,0.45585215605749485,0.003423461189128764,0.8191881918819188,0.3333333333333333,0.4638949671772429,0.6171121050299829,26,32,7.0,0.3408624229979466,False
all_max,mobility,low,1,2,0.95,487,14313,174,32,0.35728952772073924,0.0022357297561657235,0.8446601941747572,0.26666666666666666,0.36323851203501095,0.5413638746921492,26,32,6.0,0.24435318275154005,False
all_max,mobility,low,1,2,0.96,487,14313,156,20,0.3203285420944558,0.0013973310976035773,0.8863636363636364,0.26666666666666666,0.3238512035010941,0.5147448472734895,26,32,6.0,0.22792607802874743,False
all_max,mobility,low,1,2,0.975,487,14313,111,12,0.22792607802874743,0.0008383986585621463,0.9024390243902439,0.26666666666666666,0.22538293216630198,0.43058639229937107,26,32,5.0,0.1457905544147844,False
all_max,mobility,low,1,2,0.98,487,14313,95,8,0.19507186858316222,0.0005589324390414309,0.9223300970873787,0.23333333333333334,0.1925601750547046,0.39151492557165435,26,32,6.0,0.1293634496919918,False
all_max,mobility,low,1,2,0.99,487,14313,51,1,0.10472279260780287,6.986655488017886e-05,0.9807692307692307,0.16666666666666666,0.10065645514223195,0.2612096722057392,22,32,5.0,0.06365503080082136,False
all_max,mobility,low,1,2,0.995,487,14313,27,1,0.055441478439425054,6.986655488017886e-05,0.9642857142857143,0.03333333333333333,0.05689277899343545,0.15624126438806668,17,32,4.0,0.03285420944558522,False
all_max,mobility,low,1,4,0.5,487,14313,331,73,0.6796714579055442,0.005100258506253057,0.8193069306930693,0.5333333333333333,0.6892778993435449,0.6055650276375124,27,32,7.0,0.5256673511293635,False
all_max,mobility,low,1,4,0.6,487,14313,313,62,0.6427104722792608,0.0043317264025710895,0.8346666666666667,0.5333333333333333,0.649890590809628,0.5775406649893654,25,32,7.0,0.4887063655030801,False
all_max,mobility,low,1,4,0.7,487,14313,277,50,0.5687885010266941,0.003493327744008943,0.8470948012232415,0.4666666666666667,0.5754923413566739,0.5460322259732873,25,32,6.0,0.41683778234086244,False
all_max,mobility,low,1,4,0.75,487,14313,249,37,0.5112936344969199,0.002585062530566618,0.8706293706293706,0.4,0.5185995623632386,0.5328826151674264,25,32,6.0,0.36344969199178645,False
all_max,mobility,low,1,4,0.8,487,14313,232,31,0.47638603696098564,0.0021658632012855447,0.8821292775665399,0.3333333333333333,0.48577680525164113,0.5247798630998108,25,32,6.0,0.32854209445585214,False
all_max,mobility,low,1,4,0.85,487,14313,206,17,0.42299794661190965,0.0011877314329630407,0.9237668161434978,0.3,0.4310722100656455,0.5014944711011743,24,32,5.0,0.27104722792607805,False
all_max,mobility,low,1,4,0.9,487,14313,164,10,0.33675564681724846,0.0006986655488017886,0.9425287356321839,0.26666666666666666,0.3413566739606127,0.4434424217625739,23,32,5.0,0.2053388090349076,False
all_max,mobility,low,1,4,0.925,487,14313,146,8,0.2997946611909651,0.0005589324390414309,0.948051948051948,0.26666666666666666,0.30196936542669583,0.4244887619220724,23,32,5.0,0.18275154004106775,False
all_max,mobility,low,1,4,0.95,487,14313,106,5,0.21765913757700206,0.0003493327744008943,0.954954954954955,0.23333333333333334,0.21663019693654267,0.3673702125792584,22,32,4.0,0.13141683778234087,False
all_max,mobility,low,1,4,0.96,487,14313,91,4,0.1868583162217659,0.00027946621952071543,0.9578947368421052,0.23333333333333334,0.1838074398249453,0.34389247700828585,21,32,6.0,0.11909650924024641,False
all_max,mobility,low,1,4,0.975,487,14313,57,1,0.11704312114989733,6.986655488017886e-05,0.9827586206896551,0.23333333333333334,0.10940919037199125,0.25712956161485573,18,32,5.0,0.06981519507186858,False
all_max,mobility,low,1,4,0.98,487,14313,52,0,0.10677618069815195,0.0,1.0,0.23333333333333334,0.09846827133479212,0.24572998896528306,17,32,4.0,0.059548254620123205,False
all_max,mobility,low,1,4,0.99,487,14313,20,0,0.04106776180698152,0.0,1.0,0.06666666666666667,0.03938730853391685,0.13803075396825398,12,32,5.5,0.026694045174537988,False
all_max,mobility,low,1,4,0.995,487,14313,13,0,0.026694045174537988,0.0,1.0,0.03333333333333333,0.0262582056892779,0.095,9,32,4.0,0.014373716632443531,False
all_max,mobility,low,1,6,0.5,487,14313,243,30,0.4989733059548255,0.0020959966464053656,0.8901098901098901,0.5333333333333333,0.49671772428884026,0.4545654866256205,23,32,10.0,0.351129363449692,False
all_max,mobility,low,1,6,0.6,487,14313,226,24,0.46406570841889117,0.0016767973171242926,0.904,0.5333333333333333,0.45951859956236324,0.44760109421823013,23,32,7.0,0.3059548254620123,False
all_max,mobility,low,1,6,0.7,487,14313,187,20,0.3839835728952772,0.0013973310976035773,0.9033816425120773,0.4666666666666667,0.3785557986870897,0.4261842185214631,23,32,5.0,0.22381930184804927,False
all_max,mobility,low,1,6,0.75,487,14313,166,12,0.3408624229979466,0.0008383986585621463,0.9325842696629213,0.4,0.33698030634573306,0.4196791693912876,23,32,5.0,0.1868583162217659,False
all_max,mobility,low,1,6,0.8,487,14313,155,9,0.3182751540041068,0.0006287989939216097,0.9451219512195121,0.3333333333333333,0.3172866520787746,0.4143122405457819,22,32,4.0,0.16837782340862423,False
all_max,mobility,low,1,6,0.85,487,14313,139,4,0.28542094455852157,0.00027946621952071543,0.972027972027972,0.26666666666666666,0.28665207877461707,0.38244582087049594,21,32,3.0,0.14168377823408623,False
all_max,mobility,low,1,6,0.9,487,14313,119,3,0.24435318275154005,0.00020959966464053657,0.9754098360655737,0.23333333333333334,0.24507658643326038,0.35611851445598025,21,32,3.0,0.11293634496919917,False
all_max,mobility,low,1,6,0.925,487,14313,107,2,0.21971252566735114,0.00013973310976035772,0.981651376146789,0.23333333333333334,0.2188183807439825,0.33774208226414104,19,32,3.0,0.1026694045174538,False
all_max,mobility,low,1,6,0.95,487,14313,74,0,0.15195071868583163,0.0,1.0,0.2,0.1487964989059081,0.2739386246923011,16,32,4.0,0.08624229979466119,False
all_max,mobility,low,1,6,0.96,487,14313,69,0,0.14168377823408623,0.0,1.0,0.2,0.13785557986870897,0.2650323746923011,16,32,5.0,0.08624229979466119,False
all_max,mobility,low,1,6,0.975,487,14313,39,0,0.08008213552361396,0.0,1.0,0.2,0.07221006564551423,0.19933413706391648,14,32,4.0,0.045174537987679675,False
all_max,mobility,low,1,6,0.98,487,14313,31,0,0.06365503080082136,0.0,1.0,0.13333333333333333,0.05908096280087528,0.17135211092012562,13,32,4.0,0.03285420944558522,False
all_max,mobility,low,1,6,0.99,487,14313,13,0,0.026694045174537988,0.0,1.0,0.03333333333333333,0.0262582056892779,0.10422867063492064,9,32,4.0,0.014373716632443531,False
all_max,mobility,low,1,6,0.995,487,14313,5,0,0.01026694045174538,0.0,1.0,0.0,0.010940919037199124,0.05598958333333333,3,32,2.0,0.004106776180698152,False
all_max,mobility,low,1,8,0.5,487,14313,192,11,0.3942505133470226,0.0007685321036819675,0.9458128078817734,0.5,0.387308533916849,0.38279376165780105,22,32,9.0,0.2546201232032854,False
all_max,mobility,low,1,8,0.6,487,14313,177,9,0.36344969199178645,0.0006287989939216097,0.9516129032258065,0.5,0.3544857768052516,0.37864799800116783,22,32,8.0,0.22176591375770022,False
all_max,mobility,low,1,8,0.7,487,14313,127,7,0.26078028747433263,0.000489065884161252,0.9477611940298507,0.36666666666666664,0.2538293216630197,0.35037124494717764,22,32,5.0,0.14784394250513347,False
all_max,mobility,low,1,8,0.75,487,14313,114,4,0.23408624229979466,0.00027946621952071543,0.9661016949152542,0.3,0.22975929978118162,0.33714589429513336,21,32,6.0,0.13141683778234087,False
all_max,mobility,low,1,8,0.8,487,14313,106,3,0.21765913757700206,0.00020959966464053657,0.9724770642201835,0.3,0.212253829321663,0.3279639425259723,20,32,6.0,0.12114989733059549,False
all_max,mobility,low,1,8,0.85,487,14313,95,1,0.19507186858316222,6.986655488017886e-05,0.9895833333333334,0.26666666666666666,0.19037199124726478,0.29754628202110245,20,32,5.0,0.10061601642710473,False
all_max,mobility,low,1,8,0.9,487,14313,78,1,0.1601642710472279,6.986655488017886e-05,0.9873417721518988,0.23333333333333334,0.15536105032822758,0.26222158975600324,19,32,3.5,0.08008213552361396,False
all_max,mobility,low,1,8,0.925,487,14313,70,1,0.1437371663244353,6.986655488017886e-05,0.9859154929577465,0.2,0.1400437636761488,0.23925024424105307,16,32,5.5,0.07597535934291581,False
all_max,mobility,low,1,8,0.95,487,14313,51,0,0.10472279260780287,0.0,1.0,0.16666666666666666,0.10065645514223195,0.21202372994652405,14,32,10.0,0.06776180698151951,False
all_max,mobility,low,1,8,0.96,487,14313,49,0,0.10061601642710473,0.0,1.0,0.16666666666666666,0.0962800875273523,0.2055133132798574,14,32,11.0,0.06776180698151951,False
all_max,mobility,low,1,8,0.975,487,14313,26,0,0.053388090349075976,0.0,1.0,0.16666666666666666,0.045951859956236324,0.15312360739750447,12,32,5.5,0.028747433264887063,False
all_max,mobility,low,1,8,0.98,487,14313,19,0,0.039014373716632446,0.0,1.0,0.13333333333333333,0.03282275711159737,0.1295770202020202,9,32,3.0,0.018480492813141684,False
all_max,mobility,low,1,8,0.99,487,14313,8,0,0.01642710472279261,0.0,1.0,0.03333333333333333,0.015317286652078774,0.07248263888888888,7,32,7.0,0.01026694045174538,False
all_max,mobility,low,1,8,0.995,487,14313,3,0,0.006160164271047228,0.0,1.0,0.0,0.006564551422319475,0.041666666666666664,2,32,9.0,0.004106776180698152,False
all_max,mobility,high,1,1,0.5,487,14313,314,7074,0.6447638603696099,0.49423600922238525,0.04250135354629128,0.6333333333333333,0.6455142231947484,0.7705669529370126,32,32,18.0,0.6344969199178645,False
all_max,mobility,high,1,1,0.6,487,14313,280,5629,0.5749486652977412,0.3932788374205268,0.04738534438991369,0.5333333333333333,0.5776805251641138,0.7177588285519556,32,32,17.0,0.5626283367556468,False
all_max,mobility,high,1,1,0.7,487,14313,225,4226,0.4620123203285421,0.2952560609236359,0.0505504381037969,0.4,0.4660831509846827,0.6107921462215758,30,32,17.0,0.45585215605749485,False
all_max,mobility,high,1,1,0.75,487,14313,192,3530,0.3942505133470226,0.24662893872703137,0.05158516926383665,0.3333333333333333,0.3982494529540481,0.5486085762348736,30,32,17.0,0.38809034907597534,False
all_max,mobility,high,1,1,0.8,487,14313,171,2831,0.351129363449692,0.19779221686578635,0.056962025316455694,0.3,0.3544857768052516,0.47387294706283356,29,32,17.0,0.34496919917864477,False
all_max,mobility,high,1,1,0.85,487,14313,145,2111,0.29774127310061604,0.14748829735205757,0.06427304964539007,0.26666666666666666,0.29978118161925604,0.42485322622783217,28,32,16.0,0.2915811088295688,False
all_max,mobility,high,1,1,0.9,487,14313,113,1433,0.23203285420944558,0.1001187731432963,0.07309184993531695,0.2,0.23413566739606126,0.3596666197773228,27,32,16.0,0.22381930184804927,False
all_max,mobility,high,1,1,0.925,487,14313,90,1079,0.18480492813141683,0.07538601271571299,0.07698887938408897,0.16666666666666666,0.18599562363238512,0.2714947878526471,24,32,16.0,0.17659137577002054,False
all_max,mobility,high,1,1,0.95,487,14313,76,719,0.15605749486652978,0.0502340529588486,0.09559748427672957,0.16666666666666666,0.15536105032822758,0.21511671582777273,22,32,15.5,0.14784394250513347,False
all_max,mobility,high,1,1,0.96,487,14313,70,573,0.1437371663244353,0.040033535946342486,0.1088646967340591,0.13333333333333333,0.14442013129102846,0.19948275739490126,22,32,15.0,0.13552361396303902,False
all_max,mobility,high,1,1,0.975,487,14313,62,342,0.1273100616016427,0.02389436176902117,0.15346534653465346,0.1,0.12910284463894967,0.18477200769773852,21,32,15.5,0.11704312114989733,False
all_max,mobility,high,1,1,0.98,487,14313,57,280,0.11704312114989733,0.01956263536645008,0.16913946587537093,0.1,0.11816192560175055,0.17073430928504013,21,32,15.0,0.10677618069815195,False
all_max,mobility,high,1,1,0.99,487,14313,37,146,0.07597535934291581,0.010200517012506113,0.20218579234972678,0.0,0.08096280087527352,0.1174671726800381,17,32,16.0,0.06570841889117043,False
all_max,mobility,high,1,1,0.995,487,14313,26,81,0.053388090349075976,0.005659190945294487,0.24299065420560748,0.0,0.05689277899343545,0.08813179754161063,14,32,15.5,0.045174537987679675,False
all_max,mobility,high,1,2,0.5,487,14313,110,1169,0.22587268993839835,0.08167400265492908,0.08600469116497264,0.2,0.2275711159737418,0.3764980609897118,26,32,14.0,0.21971252566735114,False
all_max,mobility,high,1,2,0.6,487,14313,94,802,0.19301848049281314,0.056032977013903446,0.10491071428571429,0.2,0.1925601750547046,0.3213271732534171,26,32,14.0,0.1868583162217659,False
all_max,mobility,high,1,2,0.7,487,14313,72,528,0.14784394250513347,0.036889540976734435,0.12,0.06666666666666667,0.15317286652078774,0.21989110631858247,24,32,15.0,0.1437371663244353,False
all_max,mobility,high,1,2,0.75,487,14313,59,415,0.12114989733059549,0.028994620275274226,0.12447257383966245,0.03333333333333333,0.12691466083150985,0.19610615298057676,22,32,15.0,0.11704312114989733,False
all_max,mobility,high,1,2,0.8,487,14313,53,331,0.10882956878850103,0.0231258296653392,0.13802083333333334,0.03333333333333333,0.1137855579868709,0.168333925208349,21,32,15.0,0.10472279260780287,False
all_max,mobility,high,1,2,0.85,487,14313,39,236,0.08008213552361396,0.01648850695172221,0.14181818181818182,0.03333333333333333,0.08315098468271334,0.12367025975863816,17,32,14.0,0.07392197125256673,False
all_max,mobility,high,1,2,0.9,487,14313,30,160,0.061601642710472276,0.011178648780828618,0.15789473684210525,0.0,0.06564551422319474,0.10224513069084605,14,32,14.5,0.055441478439425054,False
all_max,mobility,high,1,2,0.925,487,14313,24,118,0.049281314168377825,0.008244253475861106,0.16901408450704225,0.0,0.0525164113785558,0.07827326921898459,12,32,15.5,0.043121149897330596,False
all_max,mobility,high,1,2,0.95,487,14313,22,79,0.045174537987679675,0.00551945783553413,0.21782178217821782,0.0,0.04814004376367615,0.07492181994362228,11,32,16.0,0.04106776180698152,False
all_max,mobility,high,1,2,0.96,487,14313,22,60,0.045174537987679675,0.004191993292810731,0.2682926829268293,0.0,0.04814004376367615,0.07492181994362228,11,32,16.0,0.04106776180698152,False
all_max,mobility,high,1,2,0.975,487,14313,18,31,0.03696098562628337,0.0021658632012855447,0.3673469387755102,0.0,0.03938730853391685,0.06398431994362228,11,32,14.5,0.03285420944558522,False
all_max,mobility,high,1,2,0.98,487,14313,11,25,0.022587268993839837,0.0017466638720044715,0.3055555555555556,0.0,0.024070021881838075,0.036025432900432905,7,32,13.0,0.018480492813141684,False
all_max,mobility,high,1,2,0.99,487,14313,7,9,0.014373716632443531,0.0006287989939216097,0.4375,0.0,0.015317286652078774,0.02537202380952381,5,32,17.0,0.012320328542094456,False
all_max,mobility,high,1,2,0.995,487,14313,3,4,0.006160164271047228,0.00027946621952071543,0.42857142857142855,0.0,0.006564551422319475,0.0109375,3,32,17.0,0.006160164271047228,False
all_max,mobility,high,1,4,0.5,487,14313,3,15,0.006160164271047228,0.0010479983232026828,0.16666666666666666,0.0,0.006564551422319475,0.015625,2,32,19.0,0.004106776180698152,False
all_max,mobility,high,1,4,0.6,487,14313,2,10,0.004106776180698152,0.0006986655488017886,0.16666666666666666,0.0,0.00437636761487965,0.013020833333333332,2,32,9.5,0.002053388090349076,False
all_max,mobility,high,1,4,0.7,487,14313,1,8,0.002053388090349076,0.0005589324390414309,0.1111111111111111,0.0,0.002188183807439825,0.0026041666666666665,1,32,0.0,0.0,False
all_max,mobility,high,1,4,0.75,487,14313,1,5,0.002053388090349076,0.0003493327744008943,0.16666666666666666,0.0,0.002188183807439825,0.0026041666666666665,1,32,0.0,0.0,False
all_max,mobility,high,1,4,0.8,487,14313,1,3,0.002053388090349076,0.00020959966464053657,0.25,0.0,0.002188183807439825,0.0026041666666666665,1,32,0.0,0.0,False
all_max,mobility,high,1,4,0.85,487,14313,0,1,0.0,6.986655488017886e-05,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,4,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,4,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,4,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,4,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,4,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,4,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,4,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,4,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.5,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.010416666666666666,1,32,17.0,0.002053388090349076,False
all_max,mobility,high,1,6,0.6,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.7,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.75,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.8,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,6,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.5,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.6,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.7,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.75,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.8,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,high,1,8,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
all_max,mobility,low,2,1,0.5,487,14313,440,6938,0.9034907597535934,0.4847341577586809,0.059636757928978046,0.8666666666666667,0.9059080962800875,0.8694339575153529,30,32,19.0,0.86652977412731,False
all_max,mobility,low,2,1,0.6,487,14313,429,5482,0.8809034907597536,0.38300845385314053,0.07257655219083066,0.7,0.8927789934354485,0.8633279658494522,30,32,18.0,0.8295687885010267,False
all_max,mobility,low,2,1,0.7,487,14313,420,4056,0.8624229979466119,0.28337874659400547,0.0938337801608579,0.7,0.8730853391684902,0.8601232195930123,30,32,15.0,0.8069815195071869,False
all_max,mobility,low,2,1,0.75,487,14313,405,3315,0.8316221765913757,0.23160762942779292,0.10887096774193548,0.6666666666666666,0.8424507658643327,0.8419161096739458,30,32,12.0,0.7761806981519507,False
all_max,mobility,low,2,1,0.8,487,14313,392,2620,0.8049281314168378,0.18305037378606862,0.1301460823373174,0.6333333333333333,0.8161925601750547,0.8369665755124552,30,32,9.5,0.7412731006160165,False
all_max,mobility,low,2,1,0.85,487,14313,373,1898,0.7659137577002053,0.13260672116257946,0.16424482606781154,0.5666666666666667,0.7789934354485777,0.829048989643656,30,32,9.0,0.6940451745379876,False
all_max,mobility,low,2,1,0.9,487,14313,334,1214,0.6858316221765913,0.08481799762453714,0.2157622739018088,0.4666666666666667,0.700218818380744,0.8051706216874632,30,32,8.0,0.5811088295687885,False
all_max,mobility,low,2,1,0.925,487,14313,300,869,0.6160164271047228,0.060714036190875426,0.2566295979469632,0.43333333333333335,0.6280087527352297,0.7686547414184232,30,32,8.0,0.49691991786447637,False
all_max,mobility,low,2,1,0.95,487,14313,261,537,0.5359342915811088,0.037518339970656046,0.32706766917293234,0.4,0.5448577680525164,0.7363391381432016,30,32,8.0,0.4127310061601643,False
all_max,mobility,low,2,1,0.96,487,14313,243,423,0.4989733059548255,0.029553552714315656,0.36486486486486486,0.4,0.5054704595185996,0.7217846735946848,30,32,8.0,0.38193018480492813,False
all_max,mobility,low,2,1,0.975,487,14313,192,232,0.3942505133470226,0.016209040732201495,0.4528301886792453,0.3,0.40043763676148797,0.6216508850370669,29,32,7.0,0.2813141683778234,False
all_max,mobility,low,2,1,0.98,487,14313,177,169,0.36344969199178645,0.011807447774750226,0.5115606936416185,0.26666666666666666,0.36980306345733044,0.5911123943157284,29,32,7.0,0.23613963039014374,False
all_max,mobility,low,2,1,0.99,487,14313,103,73,0.21149897330595482,0.005100258506253057,0.5852272727272727,0.2,0.212253829321663,0.4220276682195937,28,32,6.0,0.13347022587268995,False
all_max,mobility,low,2,1,0.995,487,14313,61,38,0.12525667351129363,0.0026549290854467967,0.6161616161616161,0.16666666666666666,0.12253829321663019,0.2817934954540279,28,32,6.0,0.08008213552361396,False
all_max,mobility,low,2,2,0.5,487,14313,403,2002,0.8275154004106776,0.13987284287011809,0.16756756756756758,0.6333333333333333,0.8402625820568927,0.7973842714940099,29,32,11.0,0.7535934291581109,False
all_max,mobility,low,2,2,0.6,487,14313,400,1351,0.8213552361396304,0.09438971564312164,0.2284408909194746,0.6333333333333333,0.8336980306345733,0.7946992300861424,29,32,11.0,0.7433264887063655,False
all_max,mobility,low,2,2,0.7,487,14313,393,884,0.8069815195071869,0.061762034514078114,0.307752545027408,0.6333333333333333,0.8183807439824945,0.7868372272212957,29,32,9.0,0.7268993839835729,False
all_max,mobility,low,2,2,0.75,487,14313,383,674,0.7864476386036962,0.04709005798924055,0.3623462630085147,0.6333333333333333,0.7964989059080962,0.781694722165684,29,32,9.0,0.704312114989733,False
all_max,mobility,low,2,2,0.8,487,14313,360,453,0.7392197125256673,0.03164954936072102,0.44280442804428044,0.5666666666666667,0.75054704595186,0.7733716341061198,29,32,8.0,0.6509240246406571,False
all_max,mobility,low,2,2,0.85,487,14313,327,305,0.6714579055441479,0.02130929923845455,0.5174050632911392,0.43333333333333335,0.687089715536105,0.7382511707516447,29,32,8.0,0.5852156057494866,False
all_max,mobility,low,2,2,0.9,487,14313,288,178,0.5913757700205339,0.012436246768671836,0.6180257510729614,0.4,0.6039387308533917,0.7044182253855851,28,32,7.0,0.46406570841889117,False
all_max,mobility,low,2,2,0.925,487,14313,250,119,0.5133470225872689,0.008314120030741284,0.6775067750677507,0.36666666666666664,0.5229759299781181,0.666677635328103,28,32,7.0,0.3921971252566735,False
all_max,mobility,low,2,2,0.95,487,14313,209,76,0.42915811088295686,0.005309858170893593,0.7333333333333333,0.3333333333333333,0.43544857768052514,0.6212657231509924,28,32,7.0,0.3080082135523614,False
