sample,fold,suite,scope,method,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query,tp_lead0,recall_lead0,legacy_filtered_fp_lead0,tp_lead2,recall_lead2,legacy_filtered_fp_lead2,tp_lead4,recall_lead4,legacy_filtered_fp_lead4,tp_lead8,recall_lead8,legacy_filtered_fp_lead8,tp_lead12,recall_lead12,legacy_filtered_fp_lead12,tp_lead16,recall_lead16,legacy_filtered_fp_lead16,tp_lead20,recall_lead20,legacy_filtered_fp_lead20,recall_by_q7,fpr_by_q7,recall_by_q10,fpr_by_q10,recall_by_q14,fpr_by_q14,recall_by_q21,fpr_by_q21,recall_by_q29,fpr_by_q29,recall_by_q39,fpr_by_q39,recall_by_q51,fpr_by_q51
historical_coverage,libero_goal_20260908,libero_goal,unseen,v82_frozen,1200,9,1191,9,0,1.0,0.0,1.0,1.0,0.6333333333333333,18.0,9,1.0,0,9,1.0,0,9,1.0,0,9,1.0,0,7,0.7777777777777778,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
historical_coverage,libero_goal_20260908,libero_goal,seen,knn10_cross_task_or_v82_frozen,560,22,538,19,1,0.8636363636363636,0.0018587360594795538,0.95,0.9308888137884421,0.7787878787878789,24.0,19,0.8636363636363636,1,15,0.6818181818181818,1,13,0.5909090909090909,1,9,0.4090909090909091,0,9,0.4090909090909091,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0018587360594795538,0.4090909090909091,0.0018587360594795538,0.8636363636363636,0.0018587360594795538,0.8636363636363636,0.0018587360594795538,0.8636363636363636,0.0018587360594795538
historical_coverage,libero_goal_20260908,libero_goal,unseen,knn10_cross_task_or_v82_frozen,1200,9,1191,9,0,1.0,0.0,1.0,1.0,0.6296296296296295,18.0,9,1.0,0,9,1.0,0,9,1.0,0,9,1.0,0,7,0.7777777777777778,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
historical_coverage,libero_goal_20260908,libero_goal,seen,knn12_cross_task_or_v82_frozen,560,22,538,19,1,0.8636363636363636,0.0018587360594795538,0.95,0.9308888137884421,0.7787878787878789,24.0,19,0.8636363636363636,1,15,0.6818181818181818,1,13,0.5909090909090909,1,9,0.4090909090909091,0,9,0.4090909090909091,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0018587360594795538,0.4090909090909091,0.0018587360594795538,0.8636363636363636,0.0018587360594795538,0.8636363636363636,0.0018587360594795538,0.8636363636363636,0.0018587360594795538
historical_coverage,libero_goal_20260908,libero_goal,unseen,knn12_cross_task_or_v82_frozen,1200,9,1191,9,0,1.0,0.0,1.0,1.0,0.6148148148148148,17.0,9,1.0,0,9,1.0,0,9,1.0,0,9,1.0,0,7,0.7777777777777778,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
all_test_rows,libero_goal_20260909,libero_goal,seen,knn10_cross_task,560,23,537,22,2,0.9565217391304348,0.0037243947858473,0.9166666666666666,0.9763986721722937,0.7014492753623188,22.5,22,0.9565217391304348,2,22,0.9565217391304348,2,22,0.9565217391304348,2,11,0.4782608695652174,2,8,0.34782608695652173,1,7,0.30434782608695654,0,0,0.0,0,0.0,0.0,0.0,0.0037243947858473,0.30434782608695654,0.0037243947858473,0.34782608695652173,0.0037243947858473,0.9565217391304348,0.0037243947858473,0.9565217391304348,0.0037243947858473,0.9565217391304348,0.0037243947858473
all_test_rows,libero_goal_20260909,libero_goal,unseen,knn10_cross_task,1200,2,1198,2,333,1.0,0.27796327212020033,0.005970149253731343,0.8610183639398998,0.5333333333333333,15.0,2,1.0,333,2,1.0,310,2,1.0,155,2,1.0,14,1,0.5,3,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.17696160267111852,0.5,0.27545909849749584,1.0,0.27712854757929883,1.0,0.27796327212020033,1.0,0.27796327212020033,1.0,0.27796327212020033
all_test_rows,libero_goal_20260909,libero_goal,seen,knn12_cross_task,560,23,537,22,4,0.9565217391304348,0.0074487895716946,0.8461538461538461,0.9745364747793701,0.6942028985507246,22.5,22,0.9565217391304348,4,22,0.9565217391304348,4,22,0.9565217391304348,4,11,0.4782608695652174,3,9,0.391304347826087,1,7,0.30434782608695654,0,0,0.0,0,0.0,0.0,0.0,0.00558659217877095,0.30434782608695654,0.0074487895716946,0.391304347826087,0.0074487895716946,0.9565217391304348,0.0074487895716946,0.9565217391304348,0.0074487895716946,0.9565217391304348,0.0074487895716946
all_test_rows,libero_goal_20260909,libero_goal,unseen,knn12_cross_task,1200,2,1198,2,366,1.0,0.3055091819699499,0.005434782608695652,0.847245409015025,0.5333333333333333,15.0,2,1.0,366,2,1.0,347,2,1.0,185,2,1.0,15,1,0.5,3,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.2270450751252087,0.5,0.3038397328881469,1.0,0.3055091819699499,1.0,0.3055091819699499,1.0,0.3055091819699499,1.0,0.3055091819699499
all_test_rows,libero_goal_20260909,libero_goal,seen,knn10,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672,0.5913043478260871,17.0,23,1.0,7,23,1.0,7,23,1.0,6,21,0.9130434782608695,6,15,0.6521739130434783,1,9,0.391304347826087,0,0,0.0,0,0.0,0.0,0.0,0.0111731843575419,0.391304347826087,0.0111731843575419,0.6956521739130435,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555
all_test_rows,libero_goal_20260909,libero_goal,unseen,knn10,1200,2,1198,2,480,1.0,0.4006677796327212,0.004149377593360996,0.7996661101836394,0.5,14.0,2,1.0,480,2,1.0,438,2,1.0,287,2,1.0,19,1,0.5,11,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.31552587646076796,0.5,0.39398998330550916,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212
all_test_rows,libero_goal_20260909,libero_goal,seen,knn12_v8,560,23,537,23,8,1.0,0.0148975791433892,0.7419354838709677,0.9925512104283054,0.5797101449275364,17.0,23,1.0,8,23,1.0,8,23,1.0,7,21,0.9130434782608695,7,15,0.6521739130434783,1,10,0.43478260869565216,0,0,0.0,0,0.0,0.0,0.0,0.0111731843575419,0.43478260869565216,0.01303538175046555,0.6956521739130435,0.0148975791433892,1.0,0.0148975791433892,1.0,0.0148975791433892,1.0,0.0148975791433892
all_test_rows,libero_goal_20260909,libero_goal,unseen,knn12_v8,1200,2,1198,2,589,1.0,0.49165275459098495,0.00338409475465313,0.7541736227045075,0.4,11.0,2,1.0,589,2,1.0,505,2,1.0,429,2,1.0,26,2,1.0,16,2,1.0,0,1,0.5,0,0.0,0.03923205342237062,0.5,0.3797996661101836,1.0,0.48497495826377296,1.0,0.49165275459098495,1.0,0.49165275459098495,1.0,0.49165275459098495,1.0,0.49165275459098495
historical_coverage,libero_goal_20260909,libero_goal,seen,knn10_cross_task,560,23,537,22,2,0.9565217391304348,0.0037243947858473,0.9166666666666666,0.9763986721722937,0.7014492753623188,22.5,22,0.9565217391304348,2,22,0.9565217391304348,2,22,0.9565217391304348,2,11,0.4782608695652174,2,8,0.34782608695652173,1,7,0.30434782608695654,0,0,0.0,0,0.0,0.0,0.0,0.0037243947858473,0.30434782608695654,0.0037243947858473,0.34782608695652173,0.0037243947858473,0.9565217391304348,0.0037243947858473,0.9565217391304348,0.0037243947858473,0.9565217391304348,0.0037243947858473
historical_coverage,libero_goal_20260909,libero_goal,unseen,knn10_cross_task,1200,2,1198,2,333,1.0,0.27796327212020033,0.005970149253731343,0.8610183639398998,0.5333333333333333,15.0,2,1.0,333,2,1.0,310,2,1.0,155,2,1.0,14,1,0.5,3,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.17696160267111852,0.5,0.27545909849749584,1.0,0.27712854757929883,1.0,0.27796327212020033,1.0,0.27796327212020033,1.0,0.27796327212020033
historical_coverage,libero_goal_20260909,libero_goal,seen,knn12_cross_task,560,23,537,22,4,0.9565217391304348,0.0074487895716946,0.8461538461538461,0.9745364747793701,0.6942028985507246,22.5,22,0.9565217391304348,4,22,0.9565217391304348,4,22,0.9565217391304348,4,11,0.4782608695652174,3,9,0.391304347826087,1,7,0.30434782608695654,0,0,0.0,0,0.0,0.0,0.0,0.00558659217877095,0.30434782608695654,0.0074487895716946,0.391304347826087,0.0074487895716946,0.9565217391304348,0.0074487895716946,0.9565217391304348,0.0074487895716946,0.9565217391304348,0.0074487895716946
historical_coverage,libero_goal_20260909,libero_goal,unseen,knn12_cross_task,1200,2,1198,2,366,1.0,0.3055091819699499,0.005434782608695652,0.847245409015025,0.5333333333333333,15.0,2,1.0,366,2,1.0,347,2,1.0,185,2,1.0,15,1,0.5,3,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.2270450751252087,0.5,0.3038397328881469,1.0,0.3055091819699499,1.0,0.3055091819699499,1.0,0.3055091819699499,1.0,0.3055091819699499
historical_coverage,libero_goal_20260909,libero_goal,seen,knn10,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672,0.5913043478260871,17.0,23,1.0,7,23,1.0,7,23,1.0,6,21,0.9130434782608695,6,15,0.6521739130434783,1,9,0.391304347826087,0,0,0.0,0,0.0,0.0,0.0,0.0111731843575419,0.391304347826087,0.0111731843575419,0.6956521739130435,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555
historical_coverage,libero_goal_20260909,libero_goal,unseen,knn10,1200,2,1198,2,480,1.0,0.4006677796327212,0.004149377593360996,0.7996661101836394,0.5,14.0,2,1.0,480,2,1.0,438,2,1.0,287,2,1.0,19,1,0.5,11,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.31552587646076796,0.5,0.39398998330550916,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212
historical_coverage,libero_goal_20260909,libero_goal,seen,knn12_v8,560,23,537,23,8,1.0,0.0148975791433892,0.7419354838709677,0.9925512104283054,0.5797101449275364,17.0,23,1.0,8,23,1.0,8,23,1.0,7,21,0.9130434782608695,7,15,0.6521739130434783,1,10,0.43478260869565216,0,0,0.0,0,0.0,0.0,0.0,0.0111731843575419,0.43478260869565216,0.01303538175046555,0.6956521739130435,0.0148975791433892,1.0,0.0148975791433892,1.0,0.0148975791433892,1.0,0.0148975791433892
historical_coverage,libero_goal_20260909,libero_goal,unseen,knn12_v8,1200,2,1198,2,589,1.0,0.49165275459098495,0.00338409475465313,0.7541736227045075,0.4,11.0,2,1.0,589,2,1.0,505,2,1.0,429,2,1.0,26,2,1.0,16,2,1.0,0,1,0.5,0,0.0,0.03923205342237062,0.5,0.3797996661101836,1.0,0.48497495826377296,1.0,0.49165275459098495,1.0,0.49165275459098495,1.0,0.49165275459098495,1.0,0.49165275459098495
historical_coverage,libero_goal_20260909,libero_goal,seen,v8_frozen,560,23,537,17,5,0.7391304347826086,0.00931098696461825,0.7727272727272727,0.8649097239089952,0.8231884057971015,24.0,17,0.7391304347826086,5,14,0.6086956521739131,4,12,0.5217391304347826,4,6,0.2608695652173913,1,6,0.2608695652173913,1,5,0.21739130434782608,0,0,0.0,0,0.0,0.0,0.0,0.0037243947858473,0.21739130434782608,0.00931098696461825,0.2608695652173913,0.00931098696461825,0.7391304347826086,0.00931098696461825,0.7391304347826086,0.00931098696461825,0.7391304347826086,0.00931098696461825
historical_coverage,libero_goal_20260909,libero_goal,unseen,v8_frozen,1200,2,1198,2,3,1.0,0.0025041736227045075,0.4,0.9987479131886478,0.6666666666666667,19.0,2,1.0,3,2,1.0,3,2,1.0,3,2,1.0,0,1,0.5,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008347245409015025,0.5,0.0025041736227045075,1.0,0.0025041736227045075,1.0,0.0025041736227045075,1.0,0.0025041736227045075
historical_coverage,libero_goal_20260909,libero_goal,seen,knn10_cross_task_or_v8_frozen,560,23,537,22,6,0.9565217391304348,0.0111731843575419,0.7857142857142857,0.9726742773864464,0.7014492753623188,22.5,22,0.9565217391304348,6,22,0.9565217391304348,5,22,0.9565217391304348,5,11,0.4782608695652174,2,8,0.34782608695652173,1,7,0.30434782608695654,0,0,0.0,0,0.0,0.0,0.0,0.00558659217877095,0.30434782608695654,0.0111731843575419,0.34782608695652173,0.0111731843575419,0.9565217391304348,0.0111731843575419,0.9565217391304348,0.0111731843575419,0.9565217391304348,0.0111731843575419
historical_coverage,libero_goal_20260909,libero_goal,unseen,knn10_cross_task_or_v8_frozen,1200,2,1198,2,333,1.0,0.27796327212020033,0.005970149253731343,0.8610183639398998,0.5333333333333333,15.0,2,1.0,333,2,1.0,310,2,1.0,155,2,1.0,14,1,0.5,3,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.17696160267111852,0.5,0.27545909849749584,1.0,0.27712854757929883,1.0,0.27796327212020033,1.0,0.27796327212020033,1.0,0.27796327212020033
historical_coverage,libero_goal_20260909,libero_goal,seen,knn12_cross_task_or_v8_frozen,560,23,537,22,6,0.9565217391304348,0.0111731843575419,0.7857142857142857,0.9726742773864464,0.6942028985507246,22.5,22,0.9565217391304348,6,22,0.9565217391304348,5,22,0.9565217391304348,5,11,0.4782608695652174,3,9,0.391304347826087,1,7,0.30434782608695654,0,0,0.0,0,0.0,0.0,0.0,0.00558659217877095,0.30434782608695654,0.0111731843575419,0.391304347826087,0.0111731843575419,0.9565217391304348,0.0111731843575419,0.9565217391304348,0.0111731843575419,0.9565217391304348,0.0111731843575419
historical_coverage,libero_goal_20260909,libero_goal,unseen,knn12_cross_task_or_v8_frozen,1200,2,1198,2,366,1.0,0.3055091819699499,0.005434782608695652,0.847245409015025,0.5333333333333333,15.0,2,1.0,366,2,1.0,347,2,1.0,185,2,1.0,15,1,0.5,3,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.2270450751252087,0.5,0.3038397328881469,1.0,0.3055091819699499,1.0,0.3055091819699499,1.0,0.3055091819699499,1.0,0.3055091819699499
historical_coverage,libero_goal_20260909,libero_goal,seen,v82_frozen,560,23,537,19,5,0.8260869565217391,0.00931098696461825,0.7916666666666666,0.9083879847785605,0.8144927536231883,24.0,19,0.8260869565217391,5,16,0.6956521739130435,5,12,0.5217391304347826,4,7,0.30434782608695654,1,6,0.2608695652173913,1,5,0.21739130434782608,0,0,0.0,0,0.0,0.0,0.0,0.0037243947858473,0.21739130434782608,0.00931098696461825,0.30434782608695654,0.00931098696461825,0.8260869565217391,0.00931098696461825,0.8260869565217391,0.00931098696461825,0.8260869565217391,0.00931098696461825
historical_coverage,libero_goal_20260909,libero_goal,unseen,v82_frozen,1200,2,1198,2,4,1.0,0.00333889816360601,0.3333333333333333,0.998330550918197,0.6666666666666667,19.0,2,1.0,4,2,1.0,4,2,1.0,4,2,1.0,1,1,0.5,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001669449081803005,0.5,0.00333889816360601,1.0,0.00333889816360601,1.0,0.00333889816360601,1.0,0.00333889816360601
historical_coverage,libero_goal_20260909,libero_goal,seen,knn10_cross_task_or_v82_frozen,560,23,537,23,6,1.0,0.0111731843575419,0.7931034482758621,0.994413407821229,0.7000000000000001,23.0,23,1.0,6,23,1.0,6,22,0.9565217391304348,5,11,0.4782608695652174,2,8,0.34782608695652173,1,7,0.30434782608695654,0,0,0.0,0,0.0,0.0,0.0,0.00558659217877095,0.30434782608695654,0.0111731843575419,0.34782608695652173,0.0111731843575419,1.0,0.0111731843575419,1.0,0.0111731843575419,1.0,0.0111731843575419
historical_coverage,libero_goal_20260909,libero_goal,unseen,knn10_cross_task_or_v82_frozen,1200,2,1198,2,333,1.0,0.27796327212020033,0.005970149253731343,0.8610183639398998,0.5333333333333333,15.0,2,1.0,333,2,1.0,310,2,1.0,155,2,1.0,14,1,0.5,3,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.17696160267111852,0.5,0.27545909849749584,1.0,0.27712854757929883,1.0,0.27796327212020033,1.0,0.27796327212020033,1.0,0.27796327212020033
historical_coverage,libero_goal_20260909,libero_goal,seen,knn12_cross_task_or_v82_frozen,560,23,537,23,6,1.0,0.0111731843575419,0.7931034482758621,0.994413407821229,0.6927536231884058,23.0,23,1.0,6,23,1.0,6,22,0.9565217391304348,5,11,0.4782608695652174,3,9,0.391304347826087,1,7,0.30434782608695654,0,0,0.0,0,0.0,0.0,0.0,0.00558659217877095,0.30434782608695654,0.0111731843575419,0.391304347826087,0.0111731843575419,1.0,0.0111731843575419,1.0,0.0111731843575419,1.0,0.0111731843575419
historical_coverage,libero_goal_20260909,libero_goal,unseen,knn12_cross_task_or_v82_frozen,1200,2,1198,2,366,1.0,0.3055091819699499,0.005434782608695652,0.847245409015025,0.5333333333333333,15.0,2,1.0,366,2,1.0,347,2,1.0,185,2,1.0,15,1,0.5,3,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.2270450751252087,0.5,0.3038397328881469,1.0,0.3055091819699499,1.0,0.3055091819699499,1.0,0.3055091819699499,1.0,0.3055091819699499
all_test_rows,libero_long_20260907,libero_long,seen,knn10_cross_task,560,42,518,26,4,0.6190476190476191,0.007722007722007722,0.8666666666666667,0.8056628056628057,0.8232600732600733,35.0,26,0.6190476190476191,4,26,0.6190476190476191,4,26,0.6190476190476191,4,24,0.5714285714285714,4,23,0.5476190476190477,2,17,0.40476190476190477,1,3,0.07142857142857142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019305019305019305,0.5238095238095238,0.007722007722007722,0.6190476190476191,0.007722007722007722
all_test_rows,libero_long_20260907,libero_long,unseen,knn10_cross_task,1200,49,1151,16,5,0.32653061224489793,0.004344048653344918,0.7619047619047619,0.6610932817957765,0.9179748822605964,38.0,16,0.32653061224489793,5,16,0.32653061224489793,5,16,0.32653061224489793,5,16,0.32653061224489793,5,9,0.1836734693877551,4,7,0.14285714285714285,3,4,0.08163265306122448,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017376194613379669,0.0,0.0034752389226759338,0.1836734693877551,0.004344048653344918,0.32653061224489793,0.004344048653344918
all_test_rows,libero_long_20260907,libero_long,seen,knn12_cross_task,560,42,518,26,3,0.6190476190476191,0.005791505791505791,0.896551724137931,0.8066280566280566,0.8131868131868133,35.0,26,0.6190476190476191,3,26,0.6190476190476191,3,26,0.6190476190476191,3,24,0.5714285714285714,3,24,0.5714285714285714,2,19,0.4523809523809524,1,3,0.07142857142857142,1,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0019305019305019305,0.5238095238095238,0.005791505791505791,0.6190476190476191,0.005791505791505791
all_test_rows,libero_long_20260907,libero_long,unseen,knn12_cross_task,1200,49,1151,26,26,0.5306122448979592,0.022589052997393572,0.5,0.7540115959502829,0.84850863422292,35.5,26,0.5306122448979592,26,26,0.5306122448979592,26,26,0.5306122448979592,25,25,0.5102040816326531,25,19,0.3877551020408163,19,14,0.2857142857142857,5,7,0.14285714285714285,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016507384882710686,0.061224489795918366,0.021720243266724587,0.3877551020408163,0.022589052997393572,0.5306122448979592,0.022589052997393572
all_test_rows,libero_long_20260907,libero_long,seen,knn10,560,42,518,27,7,0.6428571428571429,0.013513513513513514,0.7941176470588235,0.8146718146718146,0.7884615384615384,34.0,27,0.6428571428571429,7,27,0.6428571428571429,7,27,0.6428571428571429,7,27,0.6428571428571429,6,26,0.6190476190476191,4,23,0.5476190476190477,2,5,0.11904761904761904,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0019305019305019305,0.023809523809523808,0.005791505791505791,0.5952380952380952,0.013513513513513514,0.6428571428571429,0.013513513513513514
all_test_rows,libero_long_20260907,libero_long,unseen,knn10,1200,49,1151,27,14,0.5510204081632653,0.01216333622936577,0.6585365853658537,0.7694285359669497,0.8406593406593407,34.0,27,0.5510204081632653,14,27,0.5510204081632653,14,27,0.5510204081632653,14,26,0.5306122448979592,14,20,0.40816326530612246,11,16,0.32653061224489793,6,7,0.14285714285714285,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008688097306689836,0.02040816326530612,0.01216333622936577,0.3877551020408163,0.01216333622936577,0.5510204081632653,0.01216333622936577
all_test_rows,libero_long_20260907,libero_long,seen,knn12_v8,560,42,518,28,8,0.6666666666666666,0.015444015444015444,0.7777777777777778,0.8256113256113256,0.788003663003663,34.0,28,0.6666666666666666,8,28,0.6666666666666666,8,27,0.6428571428571429,8,27,0.6428571428571429,6,26,0.6190476190476191,4,24,0.5714285714285714,3,6,0.14285714285714285,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0019305019305019305,0.023809523809523808,0.005791505791505791,0.5952380952380952,0.015444015444015444,0.6666666666666666,0.015444015444015444
all_test_rows,libero_long_20260907,libero_long,unseen,knn12_v8,1200,49,1151,37,35,0.7551020408163265,0.030408340573414423,0.5138888888888888,0.8623468501214561,0.7492150706436422,33.0,37,0.7551020408163265,35,37,0.7551020408163265,34,37,0.7551020408163265,33,37,0.7551020408163265,30,31,0.6326530612244898,25,28,0.5714285714285714,5,16,0.32653061224489793,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022589052997393572,0.12244897959183673,0.029539530842745437,0.6122448979591837,0.030408340573414423,0.7551020408163265,0.030408340573414423
historical_coverage,libero_long_20260907,libero_long,seen,knn10_cross_task,560,42,518,26,4,0.6190476190476191,0.007722007722007722,0.8666666666666667,0.8056628056628057,0.8232600732600733,35.0,26,0.6190476190476191,4,26,0.6190476190476191,4,26,0.6190476190476191,4,24,0.5714285714285714,4,23,0.5476190476190477,2,17,0.40476190476190477,1,3,0.07142857142857142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019305019305019305,0.5238095238095238,0.007722007722007722,0.6190476190476191,0.007722007722007722
historical_coverage,libero_long_20260907,libero_long,unseen,knn10_cross_task,1200,49,1151,16,5,0.32653061224489793,0.004344048653344918,0.7619047619047619,0.6610932817957765,0.9179748822605964,38.0,16,0.32653061224489793,5,16,0.32653061224489793,5,16,0.32653061224489793,5,16,0.32653061224489793,5,9,0.1836734693877551,4,7,0.14285714285714285,3,4,0.08163265306122448,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017376194613379669,0.0,0.0034752389226759338,0.1836734693877551,0.004344048653344918,0.32653061224489793,0.004344048653344918
historical_coverage,libero_long_20260907,libero_long,seen,knn12_cross_task,560,42,518,26,3,0.6190476190476191,0.005791505791505791,0.896551724137931,0.8066280566280566,0.8131868131868133,35.0,26,0.6190476190476191,3,26,0.6190476190476191,3,26,0.6190476190476191,3,24,0.5714285714285714,3,24,0.5714285714285714,2,19,0.4523809523809524,1,3,0.07142857142857142,1,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0019305019305019305,0.5238095238095238,0.005791505791505791,0.6190476190476191,0.005791505791505791
historical_coverage,libero_long_20260907,libero_long,unseen,knn12_cross_task,1200,49,1151,26,26,0.5306122448979592,0.022589052997393572,0.5,0.7540115959502829,0.84850863422292,35.5,26,0.5306122448979592,26,26,0.5306122448979592,26,26,0.5306122448979592,25,25,0.5102040816326531,25,19,0.3877551020408163,19,14,0.2857142857142857,5,7,0.14285714285714285,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016507384882710686,0.061224489795918366,0.021720243266724587,0.3877551020408163,0.022589052997393572,0.5306122448979592,0.022589052997393572
historical_coverage,libero_long_20260907,libero_long,seen,knn10,560,42,518,27,7,0.6428571428571429,0.013513513513513514,0.7941176470588235,0.8146718146718146,0.7884615384615384,34.0,27,0.6428571428571429,7,27,0.6428571428571429,7,27,0.6428571428571429,7,27,0.6428571428571429,6,26,0.6190476190476191,4,23,0.5476190476190477,2,5,0.11904761904761904,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0019305019305019305,0.023809523809523808,0.005791505791505791,0.5952380952380952,0.013513513513513514,0.6428571428571429,0.013513513513513514
historical_coverage,libero_long_20260907,libero_long,unseen,knn10,1200,49,1151,27,14,0.5510204081632653,0.01216333622936577,0.6585365853658537,0.7694285359669497,0.8406593406593407,34.0,27,0.5510204081632653,14,27,0.5510204081632653,14,27,0.5510204081632653,14,26,0.5306122448979592,14,20,0.40816326530612246,11,16,0.32653061224489793,6,7,0.14285714285714285,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008688097306689836,0.02040816326530612,0.01216333622936577,0.3877551020408163,0.01216333622936577,0.5510204081632653,0.01216333622936577
historical_coverage,libero_long_20260907,libero_long,seen,knn12_v8,560,42,518,28,8,0.6666666666666666,0.015444015444015444,0.7777777777777778,0.8256113256113256,0.788003663003663,34.0,28,0.6666666666666666,8,28,0.6666666666666666,8,27,0.6428571428571429,8,27,0.6428571428571429,6,26,0.6190476190476191,4,24,0.5714285714285714,3,6,0.14285714285714285,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0019305019305019305,0.023809523809523808,0.005791505791505791,0.5952380952380952,0.015444015444015444,0.6666666666666666,0.015444015444015444
historical_coverage,libero_long_20260907,libero_long,unseen,knn12_v8,1200,49,1151,37,35,0.7551020408163265,0.030408340573414423,0.5138888888888888,0.8623468501214561,0.7492150706436422,33.0,37,0.7551020408163265,35,37,0.7551020408163265,34,37,0.7551020408163265,33,37,0.7551020408163265,30,31,0.6326530612244898,25,28,0.5714285714285714,5,16,0.32653061224489793,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022589052997393572,0.12244897959183673,0.029539530842745437,0.6122448979591837,0.030408340573414423,0.7551020408163265,0.030408340573414423
historical_coverage,libero_long_20260907,libero_long,seen,v8_frozen,560,42,518,32,8,0.7619047619047619,0.015444015444015444,0.8,0.8732303732303732,0.7403846153846154,33.0,32,0.7619047619047619,8,32,0.7619047619047619,8,32,0.7619047619047619,8,32,0.7619047619047619,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005791505791505791,0.07142857142857142,0.005791505791505791,0.7142857142857143,0.015444015444015444,0.7619047619047619,0.015444015444015444
historical_coverage,libero_long_20260907,libero_long,unseen,v8_frozen,1200,49,1151,48,21,0.9795918367346939,0.018245004344048653,0.6956521739130435,0.9806734161953226,0.6287284144427001,31.0,48,0.9795918367346939,21,48,0.9795918367346939,18,48,0.9795918367346939,18,47,0.9591836734693877,18,45,0.9183673469387755,9,43,0.8775510204081632,6,36,0.7346938775510204,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011294526498696786,0.3469387755102041,0.015638575152041704,0.8979591836734694,0.018245004344048653,0.9795918367346939,0.018245004344048653
historical_coverage,libero_long_20260907,libero_long,seen,knn10_cross_task_or_v8_frozen,560,42,518,33,8,0.7857142857142857,0.015444015444015444,0.8048780487804879,0.8851351351351351,0.7380952380952381,33.0,33,0.7857142857142857,8,33,0.7857142857142857,8,33,0.7857142857142857,8,32,0.7619047619047619,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005791505791505791,0.07142857142857142,0.005791505791505791,0.7142857142857143,0.015444015444015444,0.7857142857142857,0.015444015444015444
