window,threshold_mode,method,alpha,level,group,episodes,failures,successes,tp,fp,fn,tn,recall,fpr,precision,auc_peak_ratio,ap_peak_ratio,auc_peak_raw,ap_peak_raw,auc_endpoint_ratio,auc_endpoint_raw
task_common,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,29,4,27,740,0.5178571428571429,0.005376344086021506,0.8787878787878788,0.9772705453149001,0.840736636366643,0.9772705453149001,0.840736636366643,0.7583285330261136,0.7583285330261136
task_common,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,32,8,24,736,0.5714285714285714,0.010752688172043012,0.8,0.9723742319508448,0.8132650533450196,0.9723742319508448,0.8132650533450196,0.7606086789554531,0.7606086789554531
task_common,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,17,1,6,776,0.7391304347826086,0.001287001287001287,0.9444444444444444,0.9383358513793296,0.7930315600721098,0.9383358513793296,0.7930315600721098,0.8654803872195177,0.8654803872195177
task_common,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,18,1,5,776,0.782608695652174,0.001287001287001287,0.9473684210526315,0.9313412791673661,0.7947245666263664,0.9313412791673661,0.7947245666263664,0.863298080689385,0.863298080689385
task_common,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,15,1,8,776,0.6521739130434783,0.001287001287001287,0.9375,0.9278719713502322,0.7940846225035388,0.9278719713502322,0.7940846225035388,0.8477981086676738,0.8477981086676738
task_common,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,17,1,6,776,0.7391304347826086,0.001287001287001287,0.9444444444444444,0.9171283084326562,0.7857028382412878,0.9171283084326562,0.7857028382412878,0.7935761848805327,0.7935761848805327
task_common,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,18,1,5,776,0.782608695652174,0.001287001287001287,0.9473684210526315,0.9383358513793296,0.7930315600721098,0.9383358513793296,0.7930315600721098,0.8654803872195177,0.8654803872195177
task_common,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,18,1,5,776,0.782608695652174,0.001287001287001287,0.9473684210526315,0.9313412791673661,0.7947245666263664,0.9313412791673661,0.7947245666263664,0.863298080689385,0.863298080689385
task_common,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,18,1,5,776,0.782608695652174,0.001287001287001287,0.9473684210526315,0.9278719713502322,0.7940846225035388,0.9278719713502322,0.7940846225035388,0.8477981086676738,0.8477981086676738
task_common,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,18,1,5,776,0.782608695652174,0.001287001287001287,0.9473684210526315,0.9171283084326562,0.7857028382412878,0.9171283084326562,0.7857028382412878,0.7935761848805327,0.7935761848805327
task_common,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,3,1,7,789,0.3,0.0012658227848101266,0.75,0.9370886075949367,0.5013916721717233,0.9370886075949367,0.5013916721717233,0.9379746835443038,0.9379746835443038
task_common,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,1,0,9,790,0.1,0.0,1.0,0.9222784810126582,0.3973738508419316,0.9222784810126582,0.3973738508419316,0.8872151898734177,0.8872151898734177
task_common,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,2,1,8,789,0.2,0.0012658227848101266,0.6666666666666666,0.9779746835443038,0.4975427112824833,0.9779746835443038,0.4975427112824833,0.9669620253164557,0.9669620253164557
task_common,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,2,1,8,789,0.2,0.0012658227848101266,0.6666666666666666,0.9370886075949367,0.41235095218790874,0.9370886075949367,0.41235095218790874,0.9608860759493671,0.9608860759493671
task_common,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,3,2,7,788,0.3,0.002531645569620253,0.6,0.9370886075949367,0.5013916721717233,0.9370886075949367,0.5013916721717233,0.9379746835443038,0.9379746835443038
task_common,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,1,0,9,790,0.1,0.0,1.0,0.9222784810126582,0.3973738508419316,0.9222784810126582,0.3973738508419316,0.8872151898734177,0.8872151898734177
task_common,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,2,2,8,788,0.2,0.002531645569620253,0.5,0.9779746835443038,0.4975427112824833,0.9779746835443038,0.4975427112824833,0.9669620253164557,0.9669620253164557
task_common,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,2,1,8,789,0.2,0.0012658227848101266,0.6666666666666666,0.9370886075949367,0.41235095218790874,0.9370886075949367,0.41235095218790874,0.9608860759493671,0.9608860759493671
task_common,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,1,37,762,0.0,0.001310615989515072,0.0,0.5532924798979846,0.05154456674491224,0.5532924798979846,0.05154456674491224,0.61839821472849,0.61839821472849
task_common,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,6,37,757,0.0,0.007863695937090432,0.0,0.5221564946335588,0.04862639077240725,0.5221564946335588,0.04862639077240725,0.5900251496581772,0.5900251496581772
task_common,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.6327441465056144,0.06634989517094086,0.6327441465056144,0.06634989517094086,0.7153483758988347,0.7153483758988347
task_common,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.5823031419361695,0.10810759420040408,0.5823031419361695,0.10810759420040408,0.634763203570543,0.634763203570543
task_common,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,11,37,752,0.0,0.014416775884665793,0.0,0.5532924798979846,0.05154456674491224,0.5532924798979846,0.05154456674491224,0.61839821472849,0.61839821472849
task_common,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,11,37,752,0.0,0.014416775884665793,0.0,0.5221564946335588,0.04862639077240725,0.5221564946335588,0.04862639077240725,0.5900251496581772,0.5900251496581772
task_common,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,11,37,752,0.0,0.014416775884665793,0.0,0.6327441465056144,0.06634989517094086,0.6327441465056144,0.06634989517094086,0.7153483758988347,0.7153483758988347
task_common,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.5823031419361695,0.10810759420040408,0.5823031419361695,0.10810759420040408,0.634763203570543,0.634763203570543
task_common,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,8,90,702,0.0,0.011267605633802818,0.0,0.6308607198748044,0.15649658550777423,0.6308607198748044,0.15649658550777423,0.6616901408450705,0.6616901408450705
task_common,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,2,90,708,0.0,0.0028169014084507044,0.0,0.6192957746478873,0.15154536105047256,0.6192957746478873,0.15154536105047256,0.61283255086072,0.61283255086072
task_common,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,8,90,702,0.0,0.011267605633802818,0.0,0.6055086071987481,0.13956018969617212,0.6055086071987481,0.13956018969617212,0.5896244131455399,0.5896244131455399
task_common,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,2,90,708,0.0,0.0028169014084507044,0.0,0.5625665101721439,0.12618941034627568,0.5625665101721439,0.12618941034627568,0.5985446009389672,0.5985446009389672
task_common,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,3,27,87,683,0.03333333333333333,0.038028169014084505,0.1,0.6308607198748044,0.15649658550777423,0.6308607198748044,0.15649658550777423,0.6616901408450705,0.6616901408450705
task_common,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,1,18,89,692,0.011111111111111112,0.02535211267605634,0.05263157894736842,0.6192957746478873,0.15154536105047256,0.6192957746478873,0.15154536105047256,0.61283255086072,0.61283255086072
task_common,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,11,90,699,0.0,0.015492957746478873,0.0,0.6055086071987481,0.13956018969617212,0.6055086071987481,0.13956018969617212,0.5896244131455399,0.5896244131455399
task_common,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,8,90,702,0.0,0.011267605633802818,0.0,0.5625665101721439,0.12618941034627568,0.5625665101721439,0.12618941034627568,0.5985446009389672,0.5985446009389672
task_common,frozen_full,knn20,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,7,36,7,750,0.5,0.04580152671755725,0.16279069767441862,0.9326608505997819,0.22355344310065756,0.9326608505997819,0.22355344310065756,0.9326608505997819,0.9326608505997819
task_common,frozen_full,c32_centroid_distance,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,11,87,3,699,0.7857142857142857,0.11068702290076336,0.11224489795918367,0.9289349327517267,0.23614408550168042,0.9289349327517267,0.23614408550168042,0.9290258087968012,0.9290258087968012
task_common,frozen_full,c4_centroid_distance,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.9352962559069429,0.2330615359825494,0.9352962559069429,0.2330615359825494,0.9352962559069429,0.9352962559069429
task_common,frozen_full,c4_assigned_radius,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.8949472918938568,0.18342137394723482,0.8949472918938568,0.18342137394723482,0.9168484187568157,0.9168484187568157
task_common,prefix_calibration,knn20,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,13,138,1,648,0.9285714285714286,0.17557251908396945,0.08609271523178808,0.9326608505997819,0.22355344310065756,0.9326608505997819,0.22355344310065756,0.9326608505997819,0.9326608505997819
task_common,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,13,124,1,662,0.9285714285714286,0.15776081424936386,0.0948905109489051,0.9289349327517267,0.23614408550168042,0.9289349327517267,0.23614408550168042,0.9290258087968012,0.9290258087968012
task_common,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,13,117,1,669,0.9285714285714286,0.14885496183206107,0.1,0.9352962559069429,0.2330615359825494,0.9352962559069429,0.2330615359825494,0.9352962559069429,0.9352962559069429
task_common,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,6,18,8,768,0.42857142857142855,0.022900763358778626,0.25,0.8949472918938568,0.18342137394723482,0.8949472918938568,0.18342137394723482,0.9168484187568157,0.9168484187568157
task_common,frozen_full,knn20,0.05,fold,libero_long_full_0,2400,74,2326,24,38,50,2288,0.32432432432432434,0.01633705932932072,0.3870967741935484,0.7599927958913342,0.3437261887484015,0.7599927958913342,0.3437261887484015,0.6556668448327948,0.6556668448327948
task_common,frozen_full,c32_centroid_distance,0.05,fold,libero_long_full_0,2400,74,2326,29,94,45,2232,0.3918918918918919,0.040412725709372314,0.23577235772357724,0.7267377007273825,0.21815389877631902,0.7267377007273825,0.21815389877631902,0.6718063721503102,0.6718063721503102
task_common,frozen_full,c4_centroid_distance,0.05,fold,libero_long_full_0,2400,74,2326,15,1,59,2325,0.20270270270270271,0.0004299226139294927,0.9375,0.8023634124236018,0.34966967567303325,0.8023634124236018,0.34966967567303325,0.7014884618066045,0.7014884618066045
task_common,frozen_full,c4_assigned_radius,0.05,fold,libero_long_full_0,2400,74,2326,17,1,57,2325,0.22972972972972974,0.0004299226139294927,0.9444444444444444,0.7237689107852479,0.35523283565242725,0.7237689107852479,0.35523283565242725,0.681084566940113,0.681084566940113
task_common,prefix_calibration,knn20,0.05,fold,libero_long_full_0,2400,74,2326,31,150,43,2176,0.4189189189189189,0.0644883920894239,0.1712707182320442,0.730432711301155,0.3131491000644266,0.7599927958913342,0.3437261887484015,0.6366050056935697,0.6556668448327948
task_common,prefix_calibration,c32_centroid_distance,0.05,fold,libero_long_full_0,2400,74,2326,31,136,43,2190,0.4189189189189189,0.058469475494411005,0.18562874251497005,0.6863017359577979,0.13346408453925046,0.7267377007273825,0.21815389877631902,0.6395563663405452,0.6718063721503102
task_common,prefix_calibration,c4_centroid_distance,0.05,fold,libero_long_full_0,2400,74,2326,31,129,43,2197,0.4189189189189189,0.055460017196904556,0.19375,0.7904766331249564,0.3424444536903438,0.8023634124236018,0.34966967567303325,0.693302502846785,0.7014884618066045
task_common,prefix_calibration,c4_assigned_radius,0.05,fold,libero_long_full_0,2400,74,2326,24,19,50,2307,0.32432432432432434,0.00816852966466036,0.5581395348837209,0.7028072784736585,0.3530745895930649,0.7237689107852479,0.35523283565242725,0.6646138830145708,0.681084566940113
task_common,frozen_full,knn20,0.05,fold,libero_long_full_1,2400,355,2045,195,37,160,2008,0.5492957746478874,0.018092909535452322,0.8405172413793104,0.9385185440269983,0.7735588167946112,0.9385185440269983,0.7735588167946112,0.8718179000654294,0.8718179000654294
task_common,frozen_full,c32_centroid_distance,0.05,fold,libero_long_full_1,2400,355,2045,223,75,132,1970,0.6281690140845071,0.03667481662591687,0.7483221476510067,0.9364055236061847,0.7306093689289009,0.9364055236061847,0.7306093689289009,0.8694555597644548,0.8694555597644548
task_common,frozen_full,c4_centroid_distance,0.05,fold,libero_long_full_1,2400,355,2045,165,18,190,2027,0.4647887323943662,0.008801955990220049,0.9016393442622951,0.9464733634078308,0.7834536672868899,0.9464733634078308,0.7834536672868899,0.8979813354454353,0.8979813354454353
task_common,frozen_full,c4_assigned_radius,0.05,fold,libero_long_full_1,2400,355,2045,162,35,193,2010,0.4563380281690141,0.017114914425427872,0.8223350253807107,0.9341988360480733,0.7348989867997182,0.9341988360480733,0.7348989867997182,0.8968132511450121,0.8968132511450121
task_common,prefix_calibration,knn20,0.05,fold,libero_long_full_1,2400,355,2045,202,39,153,2006,0.5690140845070423,0.019070904645476772,0.8381742738589212,0.9268886669651157,0.7671625468310339,0.9385185440269983,0.7735588167946112,0.8450855745721272,0.8718179000654294
task_common,prefix_calibration,c32_centroid_distance,0.05,fold,libero_long_full_1,2400,355,2045,224,75,131,1970,0.6309859154929578,0.03667481662591687,0.7491638795986622,0.9362677778160404,0.7304749896897662,0.9364055236061847,0.7306093689289009,0.8684541478701057,0.8694555597644548
task_common,prefix_calibration,c4_centroid_distance,0.05,fold,libero_long_full_1,2400,355,2045,165,20,190,2025,0.4647887323943662,0.009779951100244499,0.8918918918918919,0.9466813595509488,0.7833544632806861,0.9464733634078308,0.7834536672868899,0.8906408622886463,0.8979813354454353
task_common,prefix_calibration,c4_assigned_radius,0.05,fold,libero_long_full_1,2400,355,2045,165,39,190,2006,0.4647887323943662,0.019070904645476772,0.8088235294117647,0.9348462412617514,0.7348807990209094,0.9341988360480733,0.7348989867997182,0.8886834946106958,0.8968132511450121
task_common,frozen_full,knn20,0.05,fold,libero_long_full_2,2400,105,2295,0,8,105,2287,0.0,0.003485838779956427,0.0,0.5810436767299513,0.06675387652524349,0.5810436767299513,0.06675387652524349,0.46070754227616967,0.46070754227616967
task_common,frozen_full,c32_centroid_distance,0.05,fold,libero_long_full_2,2400,105,2295,0,2,105,2293,0.0,0.0008714596949891067,0.0,0.6016101255316941,0.0754873122557857,0.6016101255316941,0.0754873122557857,0.46789086004772273,0.46789086004772273
task_common,frozen_full,c4_centroid_distance,0.05,fold,libero_long_full_2,2400,105,2295,1,9,104,2286,0.009523809523809525,0.00392156862745098,0.1,0.5889366116817096,0.060407941051135935,0.5889366116817096,0.060407941051135935,0.46153750389044507,0.46153750389044507
task_common,frozen_full,c4_assigned_radius,0.05,fold,libero_long_full_2,2400,105,2295,1,2,104,2293,0.009523809523809525,0.0008714596949891067,0.3333333333333333,0.52125116713352,0.05376003694571562,0.52125116713352,0.05376003694571562,0.46277414669571537,0.46277414669571537
task_common,prefix_calibration,knn20,0.05,fold,libero_long_full_2,2400,105,2295,7,66,98,2229,0.06666666666666667,0.02875816993464052,0.0958904109589041,0.5810436767299513,0.06675387652524349,0.5810436767299513,0.06675387652524349,0.46070754227616967,0.46070754227616967
task_common,prefix_calibration,c32_centroid_distance,0.05,fold,libero_long_full_2,2400,105,2295,3,42,102,2253,0.02857142857142857,0.018300653594771243,0.06666666666666667,0.6016101255316941,0.0754873122557857,0.6016101255316941,0.0754873122557857,0.46789086004772273,0.46789086004772273
task_common,prefix_calibration,c4_centroid_distance,0.05,fold,libero_long_full_2,2400,105,2295,2,32,103,2263,0.01904761904761905,0.013943355119825708,0.058823529411764705,0.5889366116817096,0.060407941051135935,0.5889366116817096,0.060407941051135935,0.46153750389044507,0.46153750389044507
task_common,prefix_calibration,c4_assigned_radius,0.05,fold,libero_long_full_2,2400,105,2295,2,20,103,2275,0.01904761904761905,0.008714596949891068,0.09090909090909091,0.52125116713352,0.05376003694571562,0.52125116713352,0.05376003694571562,0.46277414669571537,0.46277414669571537
task_common,frozen_full,knn20,0.05,fold,libero_long_full_3,800,7,793,1,1,6,792,0.14285714285714285,0.0012610340479192938,0.5,0.7980544046117817,0.20330285668645554,0.7980544046117817,0.20330285668645554,0.711403350747613,0.711403350747613
task_common,frozen_full,c32_centroid_distance,0.05,fold,libero_long_full_3,800,7,793,0,2,7,791,0.0,0.0025220680958385876,0.0,0.742749054224464,0.031843768713511765,0.742749054224464,0.031843768713511765,0.7346424067735544,0.7346424067735544
task_common,frozen_full,c4_centroid_distance,0.05,fold,libero_long_full_3,800,7,793,1,1,6,792,0.14285714285714285,0.0012610340479192938,0.5,0.7953521887948117,0.16695451971031147,0.7953521887948117,0.16695451971031147,0.648171500630517,0.648171500630517
task_common,frozen_full,c4_assigned_radius,0.05,fold,libero_long_full_3,800,7,793,1,1,6,792,0.14285714285714285,0.0012610340479192938,0.5,0.7218519185732301,0.15157294845579714,0.7218519185732301,0.15157294845579714,0.5971896955503513,0.5971896955503513
task_common,prefix_calibration,knn20,0.05,fold,libero_long_full_3,800,7,793,2,17,5,776,0.2857142857142857,0.021437578814627996,0.10526315789473684,0.7980544046117817,0.20330285668645554,0.7980544046117817,0.20330285668645554,0.711403350747613,0.711403350747613
task_common,prefix_calibration,c32_centroid_distance,0.05,fold,libero_long_full_3,800,7,793,0,17,7,776,0.0,0.021437578814627996,0.0,0.742749054224464,0.031843768713511765,0.742749054224464,0.031843768713511765,0.7346424067735544,0.7346424067735544
task_common,prefix_calibration,c4_centroid_distance,0.05,fold,libero_long_full_3,800,7,793,2,18,5,775,0.2857142857142857,0.02269861286254729,0.1,0.7953521887948117,0.16695451971031147,0.7953521887948117,0.16695451971031147,0.648171500630517,0.648171500630517
task_common,prefix_calibration,c4_assigned_radius,0.05,fold,libero_long_full_3,800,7,793,2,14,5,779,0.2857142857142857,0.017654476670870115,0.125,0.7218519185732301,0.15157294845579714,0.7218519185732301,0.15157294845579714,0.5971896955503513,0.5971896955503513
task_common,frozen_full,knn20,0.05,cohort,A,4000,267,3733,103,38,164,3695,0.3857677902621723,0.01017948031074203,0.7304964539007093,0.851674156300071,0.5501619394804128,0.8375366580683867,0.5324347046964644,0.7529685134407065,0.7371966397481315
task_common,frozen_full,c32_centroid_distance,0.05,cohort,A,4000,267,3733,122,82,145,3651,0.45692883895131087,0.021966246986338065,0.5980392156862745,0.8323947463206486,0.5044161278073352,0.8403719834535789,0.475669000270966,0.7452892563641819,0.7378066460588877
task_common,frozen_full,c4_centroid_distance,0.05,cohort,A,4000,267,3733,87,15,180,3718,0.3258426966292135,0.004018215912135012,0.8529411764705882,0.8851101272083884,0.5516685631465681,0.8466506339350122,0.5377671906713343,0.7818996680080785,0.750282679733644
task_common,frozen_full,c4_assigned_radius,0.05,cohort,A,4000,267,3733,88,19,179,3714,0.3295880149812734,0.005089740155371015,0.822429906542056,0.8465844161446999,0.556060832603201,0.8419401411241574,0.5546206029589359,0.7600357576067687,0.7560687099871477
task_common,prefix_calibration,knn20,0.05,cohort,A,4000,267,3733,115,134,152,3599,0.4307116104868914,0.035896062148406106,0.46184738955823296,0.8297229588115311,0.44648972549965504,0.8375366580683867,0.5324347046964644,0.7174888207313854,0.7371966397481315
task_common,prefix_calibration,c32_centroid_distance,0.05,cohort,A,4000,267,3733,125,131,142,3602,0.4681647940074906,0.0350924189659791,0.48828125,0.8450343178714793,0.4213298909479293,0.8403719834535789,0.475669000270966,0.7364853001522006,0.7378066460588877
task_common,prefix_calibration,c4_centroid_distance,0.05,cohort,A,4000,267,3733,99,102,168,3631,0.3707865168539326,0.027323868202518083,0.4925373134328358,0.8188281257054452,0.4077513034582713,0.8466506339350122,0.5377671906713343,0.7192175063784789,0.750282679733644
task_common,prefix_calibration,c4_assigned_radius,0.05,cohort,A,4000,267,3733,94,44,173,3689,0.352059925093633,0.011786766675596035,0.6811594202898551,0.8308195655510977,0.5120710837103455,0.8419401411241574,0.5546206029589359,0.7336268988703847,0.7560687099871477
task_common,frozen_full,knn20,0.05,cohort,B,4000,274,3726,117,46,157,3680,0.42700729927007297,0.012345679012345678,0.7177914110429447,0.8412859331350817,0.5396813919198764,0.8276747338685349,0.5176374362977583,0.7517288260438584,0.7354582711347759
task_common,frozen_full,c32_centroid_distance,0.05,cohort,B,4000,274,3726,130,91,144,3635,0.4744525547445255,0.024422973698336018,0.5882352941176471,0.8260663869200842,0.47589450450423365,0.8299697137103251,0.433402662022973,0.7651597964197139,0.750586723399587
task_common,frozen_full,c4_centroid_distance,0.05,cohort,B,4000,274,3726,95,14,179,3712,0.3467153284671533,0.003757380568974772,0.8715596330275229,0.8805983599170948,0.5642858616302956,0.8435397737735619,0.5299274692353844,0.7992641959636565,0.7753838679470754
task_common,frozen_full,c4_assigned_radius,0.05,cohort,B,4000,274,3726,93,20,181,3706,0.33941605839416056,0.005367686527106817,0.8230088495575221,0.8405366119319363,0.5486831654270903,0.8337290532889814,0.5454472376581314,0.7853777558368695,0.7809680250439797
task_common,prefix_calibration,knn20,0.05,cohort,B,4000,274,3726,127,138,147,3588,0.4635036496350365,0.037037037037037035,0.47924528301886793,0.8140762681649173,0.41694795781846855,0.8276747338685349,0.5176374362977583,0.7176988688678099,0.7354582711347759
task_common,prefix_calibration,c32_centroid_distance,0.05,cohort,B,4000,274,3726,133,139,141,3587,0.4854014598540146,0.03730542136339238,0.4889705882352941,0.8320384279339109,0.37869666279205855,0.8299697137103251,0.433402662022973,0.7461564230050426,0.750586723399587
task_common,prefix_calibration,c4_centroid_distance,0.05,cohort,B,4000,274,3726,101,97,173,3629,0.3686131386861314,0.026033279656468063,0.51010101010101,0.8077555234277968,0.37757070257579634,0.8435397737735619,0.5299274692353844,0.7351497271099514,0.7753838679470754
task_common,prefix_calibration,c4_assigned_radius,0.05,cohort,B,4000,274,3726,99,48,175,3678,0.3613138686131387,0.01288244766505636,0.673469387755102,0.8186143140919402,0.4856349411306309,0.8337290532889814,0.5454472376581314,0.7545880006738994,0.7809680250439797
fixed_q07,frozen_full,knn20,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.6086366406224638,0.13999235035475868,0.5644898210029988,0.12542169148245103,0.6086366406224638,0.5644898210029988
fixed_q07,frozen_full,c32_centroid_distance,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.555812068389141,0.12932382786274743,0.5029729991606611,0.10028013019353713,0.555812068389141,0.5029729991606611
fixed_q07,frozen_full,c4_centroid_distance,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.6938603862544697,0.13653643049988778,0.6751733877792561,0.17432118174572636,0.6938603862544697,0.6751733877792561
fixed_q07,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.6713268517309288,0.1768904929796343,0.6640224725728003,0.172864951457212,0.6713268517309288,0.6640224725728003
fixed_q07,prefix_calibration,knn20,0.05,all,all,8000,541,7459,43,405,498,7054,0.07948243992606285,0.05429682263037941,0.09598214285714286,0.5363516490270038,0.10097760728092836,0.5644898210029988,0.12542169148245103,0.5363516490270038,0.5644898210029988
