tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,n_alarm,median_alarm_chunk,mode__approached_target_without_observed_contact__n,mode__approached_target_without_observed_contact__hit,mode__approached_target_without_observed_contact__coverage,mode__goal_predicate_regressed__n,mode__goal_predicate_regressed__hit,mode__goal_predicate_regressed__coverage,mode__object_moved_but_goal_unmet__n,mode__object_moved_but_goal_unmet__hit,mode__object_moved_but_goal_unmet__coverage,mode__object_released_or_dropped_before_goal__n,mode__object_released_or_dropped_before_goal__hit,mode__object_released_or_dropped_before_goal__coverage,mode__object_released_outside_goal__n,mode__object_released_outside_goal__hit,mode__object_released_outside_goal__coverage,mode__stable_grasp_not_observed__n,mode__stable_grasp_not_observed__hit,mode__stable_grasp_not_observed__coverage,mode__timeout_while_holding_target__n,mode__timeout_while_holding_target__hit,mode__timeout_while_holding_target__coverage,worst_mode_coverage,mean_mode_coverage,mode_cv,n_modes_scored,heads,n_heads,k,frames,n_frames,has_duplicate_pair,fits_dev_fp_cap,pool,mode,role
334,28,0.6858316221765913,0.001956263536645008,0.9226519337016574,31,14,0.6888888888888889,0.09281437125748503,0.6481742277912209,1.423462850174979,362,26.0,14,3,0.21428571428571427,28,21,0.75,72,39,0.5416666666666666,218,159,0.7293577981651376,18,10,0.5555555555555556,116,85,0.7327586206896551,14,11,0.7857142857142857,0.21428571428571427,0.615619805868145,0.30314454412253405,7,mobility|global+flow_path|global+expert_load_effective_rank|global,3,1,adjacent_query+denoising_steps+expert_load,3,False,True,primary,global,reference_controller_trio
75,0,0.1540041067761807,0.0,1.0,3,0,1.0,0.04,0.8581048952261771,1.1653586939816054,75,19.0,14,0,0.0,28,0,0.0,72,7,0.09722222222222222,218,48,0.22018348623853212,18,4,0.2222222222222222,116,15,0.12931034482758622,14,1,0.07142857142857142,0.0,0.10576669241987631,0.8057005051779237,7,expert_load_effective_rank|global+flow_endpoint|global+partial_query_d1|global,3,2,adjacent_query+denoising_steps+expert_load,3,False,True,primary,global,act_a
123,6,0.25256673511293637,0.00041919932928107315,0.9534883720930233,12,0,1.0,0.0975609756097561,0.4993930795122062,1.9092943238708178,129,34.0,14,1,0.07142857142857142,28,5,0.17857142857142858,72,13,0.18055555555555555,218,38,0.1743119266055046,18,1,0.05555555555555555,116,56,0.4827586206896552,14,5,0.35714285714285715,0.05555555555555555,0.21433207364987547,0.6647548054446738,7,action_consensus|global+conditional_query_d1|global+mobility|global,3,2,adjacent_query+token_graph,2,False,True,primary,global,act_b
15,6,0.030800821355236138,0.00041919932928107315,0.7142857142857143,13,6,0.6842105263157895,0.8666666666666667,0.208327392940707,3.428669193249158,21,16.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,11,0.05045871559633028,18,1,0.05555555555555555,116,1,0.008620689655172414,14,0,0.0,0.0,0.02034467694069086,1.111750421774263,7,action_consensus|global,1,1,token_graph,1,False,True,secondary_with_v7,global,single
42,20,0.08624229979466119,0.0013973310976035773,0.6774193548387096,27,17,0.6136363636363636,0.6428571428571429,0.22657068539306316,2.9898808562259394,62,22.0,14,4,0.2857142857142857,28,3,0.10714285714285714,72,5,0.06944444444444445,218,8,0.03669724770642202,18,0,0.0,116,21,0.1810344827586207,14,1,0.07142857142857142,0.0,0.10735169845645734,0.8367843343056628,7,conditional_effective_rank|global,1,1,token_graph,1,False,True,secondary_with_v7,global,single
26,6,0.053388090349075976,0.00041919932928107315,0.8125,2,0,1.0,0.07692307692307693,0.5362986483126245,1.5150140738866256,32,31.5,14,0,0.0,28,3,0.10714285714285714,72,4,0.05555555555555555,218,14,0.06422018348623854,18,1,0.05555555555555555,116,3,0.02586206896551724,14,0,0.0,0.0,0.04404803152938914,0.8078617659246006,7,conditional_energy|global,1,1,token_graph,1,False,True,secondary_with_v7,global,single
178,30,0.3655030800821355,0.0020959966464053656,0.8557692307692307,24,11,0.6857142857142857,0.1348314606741573,0.5267333464783104,1.6246725909624353,208,29.0,14,7,0.5,28,9,0.32142857142857145,72,19,0.2638888888888889,218,65,0.2981651376146789,18,3,0.16666666666666666,116,65,0.5603448275862069,14,6,0.42857142857142855,0.16666666666666666,0.36272364582234873,0.355379369427376,7,conditional_query_d1|global,1,1,adjacent_query,1,False,True,secondary_with_v7,global,single
214,15,0.4394250513347023,0.0010479983232026828,0.9344978165938864,12,8,0.6,0.056074766355140186,0.7719441899794607,1.2105769156948392,229,19.0,14,1,0.07142857142857142,28,12,0.42857142857142855,72,29,0.4027777777777778,218,110,0.5045871559633027,18,6,0.3333333333333333,116,54,0.46551724137931033,14,2,0.14285714285714285,0.07142857142857142,0.3355818073301239,0.45824221593773345,7,expert_load_effective_rank|global,1,1,expert_load,1,False,True,secondary_with_v7,global,single
57,3,0.11704312114989733,0.00020959966464053657,0.95,5,3,0.625,0.08771929824561403,0.8599684336524185,1.1046917105610534,60,17.0,14,0,0.0,28,0,0.0,72,5,0.06944444444444445,218,43,0.19724770642201836,18,5,0.2777777777777778,116,3,0.02586206896551724,14,1,0.07142857142857142,0.0,0.09168008129118989,1.0736615427558276,7,flow_endpoint|global,1,1,denoising_steps,1,False,True,secondary_with_v7,global,single
49,1,0.10061601642710473,6.986655488017886e-05,0.98,2,1,0.6666666666666666,0.04081632653061224,0.9059632836927315,1.0817215417444874,50,18.0,14,0,0.0,28,3,0.10714285714285714,72,4,0.05555555555555555,218,30,0.13761467889908258,18,5,0.2777777777777778,116,4,0.034482758620689655,14,3,0.21428571428571427,0.0,0.11812276318309671,0.7844361361696439,7,flow_path|global,1,1,denoising_steps,1,False,True,secondary_with_v7,global,single
4,1,0.008213552361396304,6.986655488017886e-05,0.8,2,0,1.0,0.5,0.4601477594215897,1.7385719774135333,5,20.0,14,0,0.0,28,0,0.0,72,1,0.013888888888888888,218,3,0.013761467889908258,18,0,0.0,116,0,0.0,14,0,0.0,0.0,0.003950050968399592,1.5811623342774122,7,flow_settling_log_ratio|global,1,1,denoising_steps,1,False,True,secondary_with_v7,global,single
172,15,0.3531827515400411,0.0010479983232026828,0.9197860962566845,18,5,0.782608695652174,0.10465116279069768,0.5277507755702584,1.7428417708393027,187,33.0,14,2,0.14285714285714285,28,18,0.6428571428571429,72,17,0.2361111111111111,218,61,0.2798165137614679,18,2,0.1111111111111111,116,59,0.5086206896551724,14,7,0.5,0.1111111111111111,0.3459105301933069,0.5476218736918945,7,mobility|global,1,1,adjacent_query,1,False,True,secondary_with_v7,global,single
69,40,0.14168377823408623,0.0027946621952071545,0.6330275229357798,52,34,0.6046511627906976,0.7536231884057971,0.21558892757931186,2.9362710323001107,109,21.0,14,9,0.6428571428571429,28,5,0.17857142857142858,72,7,0.09722222222222222,218,6,0.027522935779816515,18,0,0.0,116,41,0.35344827586206895,14,1,0.07142857142857142,0.0,0.1958643681030358,1.0862323805216145,7,partial_edge_std|global,1,1,token_graph,1,False,True,secondary_with_v7,global,single
40,21,0.08213552361396304,0.001467197652483756,0.6557377049180327,30,20,0.6,0.75,0.20330720986407597,3.225353913205714,61,22.0,14,5,0.35714285714285715,28,1,0.03571428571428571,72,4,0.05555555555555555,218,8,0.03669724770642202,18,0,0.0,116,21,0.1810344827586207,14,1,0.07142857142857142,0.0,0.10536757147233035,1.0963806310484474,7,partial_query_d1|global,1,1,adjacent_query,1,False,True,secondary_with_v7,global,single
26,6,0.053388090349075976,0.00041919932928107315,0.8125,2,0,1.0,0.07692307692307693,0.5362986483126245,1.5150140738866256,32,31.5,14,0,0.0,28,3,0.10714285714285714,72,4,0.05555555555555555,218,14,0.06422018348623854,18,1,0.05555555555555555,116,3,0.02586206896551724,14,0,0.0,0.0,0.04404803152938914,0.8078617659246006,7,state_action_alignment|global,1,1,token_graph,1,False,True,secondary_with_v7,global,single
382,67,0.784394250513347,0.0046810591769719835,0.8507795100222717,31,29,0.5166666666666667,0.08115183246073299,0.6265708335487826,1.3578345247952448,449,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,45,0.625,218,175,0.8027522935779816,18,9,0.5,116,99,0.853448275862069,14,12,0.8571428571428571,0.5,0.7646613058383744,0.17443848626973513,7,v7_guard|global,1,1,adjacent_query,1,False,True,secondary_with_v7,global,single
410,77,0.8418891170431212,0.0053797247257737725,0.8418891170431212,42,37,0.5316455696202531,0.1024390243902439,0.6058948344721962,1.3894971027051304,487,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,50,0.6944444444444444,218,192,0.8807339449541285,18,10,0.5555555555555556,116,103,0.8879310344827587,14,13,0.9285714285714286,0.5555555555555556,0.808788874613433,0.1533394552545502,7,v7_guard|global+expert_load_effective_rank|global,2,1,adjacent_query+expert_load,2,False,False,secondary_with_v7,global,watch_a1
418,119,0.8583162217659137,0.008314120030741284,0.7783985102420856,97,74,0.5672514619883041,0.23205741626794257,0.5109615643488375,1.5233993406804798,537,22.0,14,13,0.9285714285714286,28,25,0.8928571428571429,72,52,0.7222222222222222,218,193,0.8853211009174312,18,11,0.6111111111111112,116,105,0.9051724137931034,14,13,0.9285714285714286,0.6111111111111112,0.839118121149124,0.13590872941474408,7,v7_guard|global+flow_endpoint|global+expert_load_effective_rank|global+partial_edge_std|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,False,secondary_with_v7,global,watch_a1_uncapped
333,32,0.6837782340862423,0.0022357297561657235,0.9123287671232877,34,16,0.68,0.1021021021021021,0.628527525761631,1.451533512422952,365,26.0,14,3,0.21428571428571427,28,21,0.75,72,40,0.5555555555555556,218,159,0.7293577981651376,18,10,0.5555555555555556,116,86,0.7413793103448276,14,8,0.5714285714285714,0.21428571428571427,0.5882232150479088,0.2957091610243288,7,mobility|global+flow_endpoint|global+expert_load_effective_rank|global+conditional_energy|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,secondary_with_v7,global,watch_a2
395,70,0.811088295687885,0.00489065884161252,0.8494623655913979,36,32,0.5294117647058824,0.09113924050632911,0.6214014324655956,1.367010633079654,465,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,47,0.6527777777777778,218,183,0.8394495412844036,18,11,0.6111111111111112,116,99,0.853448275862069,14,13,0.9285714285714286,0.6111111111111112,0.7999491212703579,0.13761227296164386,7,v7_guard|global+flow_endpoint|global,2,1,adjacent_query+denoising_steps,2,False,True,secondary_with_v7,global,watch_a3
400,70,0.8213552361396304,0.00489065884161252,0.851063829787234,36,32,0.5294117647058824,0.09,0.624014026803839,1.3638536847422005,470,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,47,0.6527777777777778,218,187,0.8577981651376146,18,12,0.6666666666666666,116,99,0.853448275862069,14,13,0.9285714285714286,0.6527777777777778,0.8105068611858959,0.12154877161594475,7,v7_guard|global+flow_endpoint|global+flow_path|global,3,1,adjacent_query+denoising_steps,2,False,True,secondary_with_v7,global,watch_a3_free
382,67,0.784394250513347,0.0046810591769719835,0.8507795100222717,31,29,0.5166666666666667,0.08115183246073299,0.6265708335487826,1.3578345247952448,449,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,45,0.625,218,175,0.8027522935779816,18,9,0.5,116,99,0.853448275862069,14,12,0.8571428571428571,0.5,0.7646613058383744,0.17443848626973513,7,v7_guard|global,1,1,adjacent_query,1,False,True,secondary_with_v7,global,watch_a3_prefix
400,70,0.8213552361396304,0.00489065884161252,0.851063829787234,36,32,0.5294117647058824,0.09,0.624014026803839,1.3638536847422005,470,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,47,0.6527777777777778,218,187,0.8577981651376146,18,12,0.6666666666666666,116,99,0.853448275862069,14,13,0.9285714285714286,0.6527777777777778,0.8105068611858959,0.12154877161594475,7,flow_endpoint|global+flow_path|global+v7_guard|global,3,1,adjacent_query+denoising_steps,2,False,True,secondary_with_v7,global,watch_b
400,71,0.8213552361396304,0.004960525396492699,0.8492569002123143,36,32,0.5294117647058824,0.09,0.6232681950542072,1.3625866151223267,471,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,47,0.6527777777777778,218,187,0.8577981651376146,18,12,0.6666666666666666,116,99,0.853448275862069,14,13,0.9285714285714286,0.6527777777777778,0.8105068611858959,0.12154877161594475,7,flow_endpoint|global+flow_path|global+flow_settling_log_ratio|global+v7_guard|global,4,1,adjacent_query+denoising_steps,2,False,True,secondary_with_v7,global,watch_b4
383,69,0.7864476386036962,0.004820792286732341,0.8473451327433629,31,31,0.5,0.08093994778067885,0.6251602818083876,1.355404617664235,452,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,45,0.625,218,176,0.8073394495412844,18,9,0.5,116,99,0.853448275862069,14,12,0.8571428571428571,0.5,0.7653166138331321,0.174546073049987,7,mobility|global+v7_guard|global,2,1,adjacent_query,1,False,True,secondary_with_v7,global,same_frame_control_size2
383,69,0.7864476386036962,0.004820792286732341,0.8473451327433629,31,31,0.5,0.08093994778067885,0.6251602818083876,1.355404617664235,452,25.0,14,12,0.8571428571428571,28,24,0.8571428571428571,72,45,0.625,218,176,0.8073394495412844,18,9,0.5,116,99,0.853448275862069,14,12,0.8571428571428571,0.5,0.7653166138331321,0.174546073049987,7,mobility|global+v7_guard|global,2,1,adjacent_query,1,False,True,secondary_with_v7,global,same_frame_maxtp_size2
246,54,0.5051334702258727,0.0037727939635296584,0.82,64,33,0.6597938144329897,0.2601626016260163,0.4676009867504001,1.7536318853786044,300,26.0,14,12,0.8571428571428571,28,23,0.8214285714285714,72,26,0.3611111111111111,218,95,0.43577981651376146,18,4,0.2222222222222222,116,71,0.6120689655172413,14,9,0.6428571428571429,0.2222222222222222,0.564658669541844,0.3875083789782943,7,conditional_query_d1|global+mobility|global+partial_query_d1|global,3,1,adjacent_query,1,False,True,secondary_with_v7,global,same_frame_control_size3
246,54,0.5051334702258727,0.0037727939635296584,0.82,64,33,0.6597938144329897,0.2601626016260163,0.4676009867504001,1.7536318853786044,300,26.0,14,12,0.8571428571428571,28,23,0.8214285714285714,72,26,0.3611111111111111,218,95,0.43577981651376146,18,4,0.2222222222222222,116,71,0.6120689655172413,14,9,0.6428571428571429,0.2222222222222222,0.564658669541844,0.3875083789782943,7,conditional_query_d1|global+mobility|global+partial_query_d1|global,3,1,adjacent_query,1,False,True,secondary_with_v7,global,same_frame_maxtp_size3
109,53,0.22381930184804927,0.0037029274086494797,0.6728395061728395,67,43,0.6090909090909091,0.6146788990825688,0.26213185778235243,2.5667979156180887,162,22.0,14,9,0.6428571428571429,28,8,0.2857142857142857,72,16,0.2222222222222222,218,29,0.13302752293577982,18,2,0.1111111111111111,116,43,0.3706896551724138,14,1,0.07142857142857142,0.07142857142857142,0.26243578734878953,0.6977665255014948,7,action_consensus|global+conditional_effective_rank|global+conditional_energy|global+partial_edge_std|global,4,1,token_graph,1,False,True,secondary_with_v7,global,same_frame_control_size4
109,53,0.22381930184804927,0.0037029274086494797,0.6728395061728395,67,43,0.6090909090909091,0.6146788990825688,0.26213185778235243,2.5667979156180887,162,22.0,14,9,0.6428571428571429,28,8,0.2857142857142857,72,16,0.2222222222222222,218,29,0.13302752293577982,18,2,0.1111111111111111,116,43,0.3706896551724138,14,1,0.07142857142857142,0.07142857142857142,0.26243578734878953,0.6977665255014948,7,action_consensus|global+conditional_effective_rank|global+conditional_energy|global+partial_edge_std|global,4,1,token_graph,1,False,True,secondary_with_v7,global,same_frame_maxtp_size4
334,28,0.6858316221765913,0.001956263536645008,0.9226519337016574,31,14,0.6888888888888889,0.09281437125748503,0.6481742277912209,1.423462850174979,362,26.0,14,3,0.21428571428571427,28,21,0.75,72,39,0.5416666666666666,218,159,0.7293577981651376,18,10,0.5555555555555556,116,85,0.7327586206896551,14,11,0.7857142857142857,0.21428571428571427,0.615619805868145,0.30314454412253405,7,mobility|global+flow_path|global+expert_load_effective_rank|global,3,1,adjacent_query+denoising_steps+expert_load,3,False,True,secondary_with_v7,global,reference_controller_trio
104,0,0.2135523613963039,0.0,1.0,0,0,0.0,0.0,0.8127772016223045,1.230349470930039,104,29.5,14,8,0.5714285714285714,28,4,0.14285714285714285,72,8,0.1111111111111111,218,39,0.17889908256880735,18,3,0.16666666666666666,116,41,0.35344827586206895,14,1,0.07142857142857142,0.07142857142857142,0.22797706027470568,0.7136317606535354,7,flow_endpoint|global+partial_edge_std|global+v7_guard|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,secondary_with_v7,global,act_a
294,15,0.6036960985626283,0.0010479983232026828,0.9514563106796117,18,3,0.8571428571428571,0.061224489795918366,0.6860738676087957,1.3868132217246014,309,28.0,14,3,0.21428571428571427,28,20,0.7142857142857143,72,33,0.4583333333333333,218,137,0.6284403669724771,18,7,0.3888888888888889,116,81,0.6982758620689655,14,7,0.5,0.21428571428571427,0.5146442685478705,0.3250928873760547,7,expert_load_effective_rank|global+mobility|global+v7_guard|global,3,2,adjacent_query+expert_load,2,False,True,secondary_with_v7,global,act_b
