tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,n_alarm,median_alarm_chunk,mode__approached_target_without_observed_contact__n,mode__approached_target_without_observed_contact__hit,mode__approached_target_without_observed_contact__coverage,mode__goal_predicate_regressed__n,mode__goal_predicate_regressed__hit,mode__goal_predicate_regressed__coverage,mode__object_moved_but_goal_unmet__n,mode__object_moved_but_goal_unmet__hit,mode__object_moved_but_goal_unmet__coverage,mode__object_released_or_dropped_before_goal__n,mode__object_released_or_dropped_before_goal__hit,mode__object_released_or_dropped_before_goal__coverage,mode__object_released_outside_goal__n,mode__object_released_outside_goal__hit,mode__object_released_outside_goal__coverage,mode__stable_grasp_not_observed__n,mode__stable_grasp_not_observed__hit,mode__stable_grasp_not_observed__coverage,mode__timeout_while_holding_target__n,mode__timeout_while_holding_target__hit,mode__timeout_while_holding_target__coverage,worst_mode_coverage,mean_mode_coverage,mode_cv,n_modes_scored,pool,mode,role,heads,n_heads,k,frames,n_frames,dev_tp,dev_fp,dev_worst_mode_coverage,dev_mode_cv,dev_fits_fp_cap,fits_ext_fp_cap,lift_vs_single_head_anchor,libero_goal__tp,libero_goal__fp,libero_goal__low_prior_tp,libero_goal__low_prior_fp,libero_goal__precision,libero_goal__lift,libero_long__tp,libero_long__fp,libero_long__low_prior_tp,libero_long__low_prior_fp,libero_long__precision,libero_long__lift,libero_object__tp,libero_object__fp,libero_object__low_prior_tp,libero_object__low_prior_fp,libero_object__precision,libero_object__lift,libero_spatial__tp,libero_spatial__fp,libero_spatial__low_prior_tp,libero_spatial__low_prior_fp,libero_spatial__precision,libero_spatial__lift
65,173,0.11524822695035461,0.011505719606278265,0.27310924369747897,37,168,0.18048780487804877,0.5692307692307692,0.15404120866125848,1.772962222713111,238,17.0,14,6,0.42857142857142855,26,5,0.19230769230769232,89,6,0.06741573033707865,241,15,0.06224066390041494,25,2,0.08,143,28,0.1958041958041958,23,3,0.13043478260869565,0.06224066390041494,0.16525349907564366,0.72206083717792,7,primary,global,single,partial_query_d1|global,1,1,adjacent_query,1,40,21,0.0,1.0963806310484474,True,False,0.008894795569325709,0,0,0,0,0.0,,62,171,37,166,0.26609442060085836,1.8047343129095335,0,0,0,0,0.0,,3,2,0,2,0.6,1.2999841532284235
33,8,0.05851063829787234,0.0005320563979781857,0.8048780487804879,3,2,0.6,0.09090909090909091,0.5457194138418074,1.4748935595203234,41,30.0,14,0,0.0,26,3,0.11538461538461539,89,3,0.033707865168539325,241,16,0.06639004149377593,25,3,0.12,143,6,0.04195804195804196,23,2,0.08695652173913043,0.0,0.06634244082058614,0.6180881841951049,7,primary,global,single,state_action_alignment|global,1,1,token_graph,1,26,6,0.0,0.8078617659246006,True,True,-0.28917386762346187,9,0,0,0,1.0,1.1330388269983784,24,8,3,2,0.75,1.6630569809212379,0,0,0,0,0.0,,0,0,0,0,0.0,
349,60,0.6187943262411347,0.0039904229848363925,0.8533007334963325,62,32,0.6595744680851063,0.17765042979942694,0.5696589563104493,1.497915066626822,409,19.0,14,8,0.5714285714285714,26,14,0.5384615384615384,89,50,0.5617977528089888,241,134,0.5560165975103735,25,11,0.44,143,119,0.8321678321678322,23,10,0.43478260869565216,0.43478260869565216,0.5620935572961366,0.21761749463941998,7,primary,global,watch_a1,conditional_query_d1|global+expert_load_effective_rank|global,2,1,adjacent_query+expert_load,2,303,43,0.4444444444444444,0.1956767169954316,True,True,-0.26615236051696334,13,0,0,0,1.0,1.0939289761293425,198,42,51,18,0.825,1.9559426471824461,2,0,0,0,1.0,1.033966033966034,136,18,11,14,0.8831168831168831,1.1531044443073992
378,208,0.6702127659574468,0.013833466347432828,0.6450511945392492,106,180,0.3706293706293706,0.2804232804232804,0.4043290136357285,1.5953621253615853,586,17.0,14,11,0.7857142857142857,26,17,0.6538461538461539,89,56,0.6292134831460674,241,144,0.5975103734439834,25,12,0.48,143,124,0.8671328671328671,23,11,0.4782608695652174,0.4782608695652174,0.6416682904069393,0.20964605654759288,7,primary,global,watch_a1_uncapped,conditional_query_d1|global+flow_endpoint|global+expert_load_effective_rank|global+partial_edge_std|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,322,77,0.5,0.2199684794745718,False,False,-0.1687053017822,14,0,0,0,1.0,1.0932794788436695,222,182,91,158,0.5495049504950495,2.103465874174526,2,0,0,0,1.0,1.033966033966034,140,26,15,22,0.8433734939759037,1.2001005370797742
378,60,0.6702127659574468,0.0039904229848363925,0.863013698630137,60,33,0.6451612903225806,0.15873015873015872,0.5790056913354016,1.4905098715691512,438,20.0,14,5,0.35714285714285715,26,16,0.6153846153846154,89,50,0.5617977528089888,241,167,0.6929460580912863,25,12,0.48,143,113,0.7902097902097902,23,12,0.5217391304347826,0.35714285714285715,0.5741743148674744,0.2293125748984031,7,primary,global,watch_a2,mobility|global+flow_endpoint|global+expert_load_effective_rank|global+conditional_energy|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,333,32,0.2142857142857142,0.2957091610243288,True,True,-0.2735575555746341,45,1,14,1,0.9782608695652174,1.457353427976015,191,34,31,11,0.8488888888888889,1.8538178373230842,2,0,0,0,1.0,1.033966033966034,140,25,15,21,0.8484848484848485,1.1888417038718768
410,197,0.7269503546099291,0.013101888800212822,0.6754530477759473,113,171,0.397887323943662,0.275609756097561,0.42126173688421553,1.6034046974496443,607,18.0,14,11,0.7857142857142857,26,21,0.8076923076923077,89,54,0.6067415730337079,241,170,0.7053941908713693,25,15,0.6,143,123,0.8601398601398601,23,13,0.5652173913043478,0.5652173913043478,0.7044142298222684,0.15303462756348532,7,primary,global,watch_a3,expert_load_effective_rank|global+mobility|global+partial_edge_std|global+flow_path|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,357,67,0.5555555555555556,0.1461752131510318,True,False,-0.16066272969414097,39,1,14,1,0.975,1.5059403497303,223,175,85,153,0.5603015075376885,2.1081755994756253,8,0,1,0,1.0,1.3887907435192715,140,21,13,17,0.8695652173913043,1.183738520240318
419,199,0.7429078014184397,0.01323490289970737,0.6779935275080906,113,172,0.39649122807017545,0.26968973747016706,0.42565696326683694,1.5928167186661721,618,18.0,14,11,0.7857142857142857,26,21,0.8076923076923077,89,55,0.6179775280898876,241,176,0.7302904564315352,25,16,0.64,143,124,0.8671328671328671,23,13,0.5652173913043478,0.5652173913043478,0.7162892623378901,0.1439603123241823,7,primary,global,watch_a3_free,expert_load_effective_rank|global+mobility|global+partial_edge_std|global+flow_path|global+conditional_energy|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,364,68,0.5833333333333334,0.1314878213891291,True,False,-0.17125070847761314,47,1,14,1,0.9791666666666666,1.4307446608729835,224,177,85,154,0.5586034912718204,2.1097005205413017,8,0,1,0,1.0,1.3887907435192715,140,21,13,17,0.8695652173913043,1.183738520240318
237,36,0.42021276595744683,0.0023942537909018356,0.8681318681318682,30,22,0.5769230769230769,0.12658227848101267,0.6711226645210323,1.293551706753098,273,17.0,14,3,0.21428571428571427,26,9,0.34615384615384615,89,36,0.4044943820224719,241,108,0.44813278008298757,25,9,0.36,143,65,0.45454545454545453,23,7,0.30434782608695654,0.21428571428571427,0.3617085718824901,0.21715463033136925,7,primary,global,watch_a3_prefix,expert_load_effective_rank|global,1,1,expert_load,1,214,15,0.0714285714285714,0.4582422159377334,True,True,-0.47051572039068734,0,0,0,0,0.0,,101,18,19,8,0.8487394957983193,1.5473234580159132,0,0,0,0,0.0,,136,18,11,14,0.8831168831168831,1.1531044443073992
363,50,0.6436170212765957,0.0033253524873636604,0.8789346246973365,56,25,0.691358024691358,0.15426997245179064,0.5949479533908814,1.477330276855118,413,20.0,14,5,0.35714285714285715,26,16,0.6153846153846154,89,49,0.550561797752809,241,156,0.6473029045643154,25,10,0.4,143,112,0.7832167832167832,23,12,0.5217391304347826,0.35714285714285715,0.5536211554994519,0.24476401600939343,7,primary,global,watch_a3_prefix,expert_load_effective_rank|global+mobility|global,2,1,adjacent_query+expert_load,2,323,27,0.2142857142857142,0.3099735643661055,True,True,-0.2867371502886673,37,1,14,1,0.9736842105263158,1.5464798007494602,188,31,31,10,0.8584474885844748,1.8447393030842827,2,0,0,0,1.0,1.033966033966034,136,18,11,14,0.8831168831168831,1.1531044443073992
397,194,0.7039007092198581,0.012902367650971002,0.6717428087986463,110,168,0.39568345323741005,0.2770780856423174,0.4220242922905805,1.5917159771839027,591,18.0,14,11,0.7857142857142857,26,21,0.8076923076923077,89,53,0.5955056179775281,241,164,0.6804979253112033,25,11,0.44,143,121,0.8461538461538461,23,13,0.5652173913043478,0.44,0.6743973391647884,0.2042236569137039,7,primary,global,watch_a3_prefix,expert_load_effective_rank|global+mobility|global+partial_edge_std|global,3,1,adjacent_query+expert_load+token_graph,3,347,66,0.4444444444444444,0.2056459728950309,True,False,-0.1723514499598826,37,1,14,1,0.9736842105263158,1.5464798007494602,221,174,85,152,0.5594936708860759,2.0901676469797414,2,0,0,0,1.0,1.033966033966034,137,19,11,15,0.8782051282051282,1.1627550977008247
419,199,0.7429078014184397,0.01323490289970737,0.6779935275080906,113,172,0.39649122807017545,0.26968973747016706,0.42565696326683694,1.5928167186661721,618,18.0,14,11,0.7857142857142857,26,21,0.8076923076923077,89,55,0.6179775280898876,241,176,0.7302904564315352,25,16,0.64,143,124,0.8671328671328671,23,13,0.5652173913043478,0.5652173913043478,0.7162892623378901,0.1439603123241823,7,primary,global,watch_b,conditional_energy|global+expert_load_effective_rank|global+flow_path|global+mobility|global+partial_edge_std|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,364,68,0.5833333333333334,0.1314878213891291,True,False,-0.17125070847761314,47,1,14,1,0.9791666666666666,1.4307446608729835,224,177,85,154,0.5586034912718204,2.1097005205413017,8,0,1,0,1.0,1.3887907435192715,140,21,13,17,0.8695652173913043,1.183738520240318
410,197,0.7269503546099291,0.013101888800212822,0.6754530477759473,113,171,0.397887323943662,0.275609756097561,0.42126173688421553,1.6034046974496443,607,18.0,14,11,0.7857142857142857,26,21,0.8076923076923077,89,54,0.6067415730337079,241,170,0.7053941908713693,25,15,0.6,143,123,0.8601398601398601,23,13,0.5652173913043478,0.5652173913043478,0.7044142298222684,0.15303462756348532,7,primary,global,watch_b4,expert_load_effective_rank|global+flow_path|global+mobility|global+partial_edge_std|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,357,67,0.5555555555555556,0.1461752131510318,True,False,-0.16066272969414097,39,1,14,1,0.975,1.5059403497303,223,175,85,153,0.5603015075376885,2.1081755994756253,8,0,1,0,1.0,1.3887907435192715,140,21,13,17,0.8695652173913043,1.183738520240318
249,39,0.44148936170212766,0.0025937749401436553,0.8645833333333334,64,14,0.8205128205128205,0.2570281124497992,0.4845249487950207,1.7843938387145821,288,29.0,14,8,0.5714285714285714,26,17,0.6538461538461539,89,32,0.3595505617977528,241,83,0.34439834024896265,25,6,0.24,143,89,0.6223776223776224,23,11,0.4782608695652174,0.24,0.4671231598948972,0.3114805160376289,7,primary,global,same_frame_control_size2,conditional_query_d1|global+mobility|global,2,1,adjacent_query,1,231,39,0.2222222222222222,0.3484544098466392,True,True,0.020326411570796843,37,1,14,1,0.9736842105263158,1.5464798007494602,193,36,50,13,0.8427947598253275,2.026222260129548,3,0,0,0,1.0,1.0301924353019243,16,2,0,0,0.8888888888888888,0.9166609787900719
249,39,0.44148936170212766,0.0025937749401436553,0.8645833333333334,64,14,0.8205128205128205,0.2570281124497992,0.4845249487950207,1.7843938387145821,288,29.0,14,8,0.5714285714285714,26,17,0.6538461538461539,89,32,0.3595505617977528,241,83,0.34439834024896265,25,6,0.24,143,89,0.6223776223776224,23,11,0.4782608695652174,0.24,0.4671231598948972,0.3114805160376289,7,primary,global,same_frame_maxtp_size2,conditional_query_d1|global+mobility|global,2,1,adjacent_query,1,231,39,0.2222222222222222,0.3484544098466392,True,True,0.020326411570796843,37,1,14,1,0.9736842105263158,1.5464798007494602,193,36,50,13,0.8427947598253275,2.026222260129548,3,0,0,0,1.0,1.0301924353019243,16,2,0,0,0.8888888888888888,0.9166609787900719
146,206,0.25886524822695034,0.013700452247938281,0.4147727272727273,77,197,0.28102189781021897,0.5273972602739726,0.20893177300472796,1.985206564361761,352,17.0,14,6,0.42857142857142855,26,9,0.34615384615384615,89,19,0.21348314606741572,241,44,0.1825726141078838,25,4,0.16,143,60,0.4195804195804196,23,4,0.17391304347826086,0.16,0.274896356851322,0.40161549234621036,7,primary,global,same_frame_control_size4,action_consensus|global+conditional_effective_rank|global+conditional_energy|global+partial_edge_std|global,4,1,token_graph,1,109,53,0.0714285714285714,0.6977665255014948,True,False,0.22113913721797562,22,5,13,5,0.8148148148148148,2.0078534035403313,115,200,64,191,0.36507936507936506,2.089405127020312,0,0,0,0,0.0,,9,1,0,1,0.9,1.1924605321250048
146,206,0.25886524822695034,0.013700452247938281,0.4147727272727273,77,197,0.28102189781021897,0.5273972602739726,0.20893177300472796,1.985206564361761,352,17.0,14,6,0.42857142857142855,26,9,0.34615384615384615,89,19,0.21348314606741572,241,44,0.1825726141078838,25,4,0.16,143,60,0.4195804195804196,23,4,0.17391304347826086,0.16,0.274896356851322,0.40161549234621036,7,primary,global,same_frame_maxtp_size4,action_consensus|global+conditional_effective_rank|global+conditional_energy|global+partial_edge_std|global,4,1,token_graph,1,109,53,0.0714285714285714,0.6977665255014948,True,False,0.22113913721797562,22,5,13,5,0.8148148148148148,2.0078534035403313,115,200,64,191,0.36507936507936506,2.089405127020312,0,0,0,0,0.0,,9,1,0,1,0.9,1.1924605321250048
146,206,0.25886524822695034,0.013700452247938281,0.4147727272727273,77,197,0.28102189781021897,0.5273972602739726,0.20893177300472796,1.985206564361761,352,17.0,14,6,0.42857142857142855,26,9,0.34615384615384615,89,19,0.21348314606741572,241,44,0.1825726141078838,25,4,0.16,143,60,0.4195804195804196,23,4,0.17391304347826086,0.16,0.274896356851322,0.40161549234621036,7,primary,global,same_frame_control_size5,action_consensus|global+conditional_effective_rank|global+conditional_energy|global+partial_edge_std|global+state_action_alignment|global,5,1,token_graph,1,109,53,0.0714285714285714,0.6977665255014948,True,False,0.22113913721797562,22,5,13,5,0.8148148148148148,2.0078534035403313,115,200,64,191,0.36507936507936506,2.089405127020312,0,0,0,0,0.0,,9,1,0,1,0.9,1.1924605321250048
146,206,0.25886524822695034,0.013700452247938281,0.4147727272727273,77,197,0.28102189781021897,0.5273972602739726,0.20893177300472796,1.985206564361761,352,17.0,14,6,0.42857142857142855,26,9,0.34615384615384615,89,19,0.21348314606741572,241,44,0.1825726141078838,25,4,0.16,143,60,0.4195804195804196,23,4,0.17391304347826086,0.16,0.274896356851322,0.40161549234621036,7,primary,global,same_frame_maxtp_size5,action_consensus|global+conditional_effective_rank|global+conditional_energy|global+partial_edge_std|global+state_action_alignment|global,5,1,token_graph,1,109,53,0.0714285714285714,0.6977665255014948,True,False,0.22113913721797562,22,5,13,5,0.8148148148148148,2.0078534035403313,115,200,64,191,0.36507936507936506,2.089405127020312,0,0,0,0,0.0,,9,1,0,1,0.9,1.1924605321250048
381,54,0.675531914893617,0.003591380686352753,0.8758620689655172,59,29,0.6704545454545454,0.15485564304461943,0.588476586988446,1.488354997176317,435,20.0,14,5,0.35714285714285715,26,17,0.6538461538461539,89,50,0.5617977528089888,241,165,0.6846473029045643,25,15,0.6,143,114,0.7972027972027972,23,12,0.5217391304347826,0.35714285714285715,0.596625142048592,0.21524000465632676,7,primary,global,reference_controller_trio,mobility|global+flow_path|global+expert_load_effective_rank|global,3,1,adjacent_query+denoising_steps+expert_load,3,334,28,0.2142857142857142,0.303144544122534,True,True,-0.27571242996746825,39,1,14,1,0.975,1.5059403497303,194,33,31,12,0.8546255506607929,1.8484056630265588,8,0,1,0,1.0,1.3887907435192715,140,20,13,16,0.875,1.1727831959246366
80,5,0.14184397163120568,0.00033253524873636604,0.9411764705882353,1,0,1.0,0.0125,0.8878953786679359,1.0600082996267357,85,19.0,14,1,0.07142857142857142,26,1,0.038461538461538464,89,10,0.11235955056179775,241,43,0.17842323651452283,25,4,0.16,143,19,0.13286713286713286,23,2,0.08695652173913043,0.038461538461538464,0.11149950736752769,0.4128221353040248,7,primary,global,act_a,expert_load_effective_rank|global+flow_endpoint|global+partial_query_d1|global,3,2,adjacent_query+denoising_steps+expert_load,3,75,0,0.0,0.8057005051779237,True,True,-0.7040591275170496,0,0,0,0,0.0,,22,3,0,0,0.88,1.1713246290692771,0,0,0,0,0.0,,58,2,1,0,0.9666666666666667,1.023127031239612
146,9,0.25886524822695034,0.0005985634477254589,0.9419354838709677,23,0,1.0,0.15753424657534246,0.5126090498890054,1.8375319048208842,155,35.0,14,0,0.0,26,4,0.15384615384615385,89,20,0.2247191011235955,241,39,0.16182572614107885,25,3,0.12,143,70,0.48951048951048953,23,7,0.30434782608695654,0.0,0.20774989952975348,0.6924982039908574,7,primary,global,act_b,action_consensus|global+conditional_query_d1|global+mobility|global,3,2,adjacent_query+token_graph,2,123,6,0.0555555555555555,0.6647548054446738,True,True,0.07346447767709896,19,0,13,0,1.0,2.379728913193492,126,9,10,0,0.9333333333333333,1.7868848190830953,1,0,0,0,1.0,1.0454545454545454,0,0,0,0,0.0,
15,5,0.026595744680851064,0.00033253524873636604,0.75,13,5,0.7222222222222222,0.8666666666666667,0.2247714134348656,3.3367232449127053,20,16.0,14,0,0.0,26,0,0.0,89,1,0.011235955056179775,241,13,0.05394190871369295,25,0,0.0,143,1,0.006993006993006993,23,0,0.0,0.0,0.010310124394697102,1.7736506709434634,7,secondary_with_v7,global,single,action_consensus|global,1,1,token_graph,1,15,6,0.0,1.111750421774263,True,True,1.57265581776892,14,5,13,5,0.7368421052631579,3.496163972028073,1,0,0,0,1.0,2.0364963503649633,0,0,0,0,0.0,,0,0,0,0,0.0,
88,158,0.15602836879432624,0.010508113860069168,0.35772357723577236,46,155,0.22885572139303484,0.5227272727272727,0.18227520306494632,1.962546584618601,246,17.0,14,5,0.35714285714285715,26,4,0.15384615384615385,89,15,0.16853932584269662,241,22,0.0912863070539419,25,2,0.08,143,37,0.25874125874125875,23,3,0.13043478260869565,0.08,0.1771415264622291,0.5167962209318199,7,secondary_with_v7,global,single,conditional_effective_rank|global,1,1,token_graph,1,42,20,0.0,0.8367843343056628,True,False,0.1984791574748157,0,0,0,0,0.0,,86,158,46,155,0.3524590163934426,1.9996735212856465,0,0,0,0,0.0,,2,0,0,0,1.0,1.0912982782689622
33,8,0.05851063829787234,0.0005320563979781857,0.8048780487804879,3,2,0.6,0.09090909090909091,0.547199161584969,1.4709051206313053,41,30.0,14,0,0.0,26,3,0.11538461538461539,89,3,0.033707865168539325,241,16,0.06639004149377593,25,3,0.12,143,6,0.04195804195804196,23,2,0.08695652173913043,0.0,0.06634244082058614,0.6180881841951049,7,secondary_with_v7,global,single,conditional_energy|global,1,1,token_graph,1,26,6,0.0,0.8078617659246006,True,True,-0.29316230651248,9,0,0,0,1.0,1.1330388269983784,24,8,3,2,0.75,1.6560946831493861,0,0,0,0,0.0,,0,0,0,0,0.0,
194,31,0.34397163120567376,0.0020617185421654693,0.8622222222222222,38,10,0.7916666666666666,0.1958762886597938,0.4994217760998185,1.7264409833220637,225,31.0,14,6,0.42857142857142855,26,9,0.34615384615384615,89,24,0.2696629213483146,241,56,0.23236514522821577,25,6,0.24,143,81,0.5664335664335665,23,9,0.391304347826087,0.23236514522821577,0.3534987507944941,0.31545165303880107,7,secondary_with_v7,global,single,conditional_query_d1|global,1,1,adjacent_query,1,178,30,0.1666666666666666,0.355379369427376,True,True,-0.037626443821721534,13,0,0,0,1.0,1.0939289761293425,163,29,38,10,0.8489583333333334,2.0099343368587443,2,0,0,0,1.0,1.033966033966034,16,2,0,0,0.8888888888888888,0.9166609787900719
237,36,0.42021276595744683,0.0023942537909018356,0.8681318681318682,30,22,0.5769230769230769,0.12658227848101267,0.6711226645210323,1.293551706753098,273,17.0,14,3,0.21428571428571427,26,9,0.34615384615384615,89,36,0.4044943820224719,241,108,0.44813278008298757,25,9,0.36,143,65,0.45454545454545453,23,7,0.30434782608695654,0.21428571428571427,0.3617085718824901,0.21715463033136925,7,secondary_with_v7,global,single,expert_load_effective_rank|global,1,1,expert_load,1,214,15,0.0714285714285714,0.4582422159377334,True,True,-0.47051572039068734,0,0,0,0,0.0,,101,18,19,8,0.8487394957983193,1.5473234580159132,0,0,0,0,0.0,,136,18,11,14,0.8831168831168831,1.1531044443073992
59,9,0.10460992907801418,0.0005985634477254589,0.8676470588235294,5,7,0.4166666666666667,0.0847457627118644,0.7899495654019094,1.0983575367651341,68,17.0,14,1,0.07142857142857142,26,0,0.0,89,8,0.0898876404494382,241,39,0.16182572614107885,25,4,0.16,143,7,0.04895104895104895,23,0,0.0,0.0,0.07601328385287677,0.8158206456963046,7,secondary_with_v7,global,single,flow_endpoint|global,1,1,denoising_steps,1,57,3,0.0,1.0736615427558276,True,True,-0.6657098903786511,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,59,9,5,7,0.8676470588235294,1.0983575367651341
50,4,0.08865248226950355,0.00026602819898909286,0.9259259259259259,3,4,0.42857142857142855,0.06,0.7499984373666172,1.2345704734759482,54,18.0,14,1,0.07142857142857142,26,2,0.07692307692307693,89,7,0.07865168539325842,241,24,0.0995850622406639,25,8,0.32,143,7,0.04895104895104895,23,1,0.043478260869565216,0.043478260869565216,0.10557395797231213,0.8455993159799646,7,secondary_with_v7,global,single,flow_path|global,1,1,denoising_steps,1,49,1,0.0,0.7844361361696439,True,True,-0.5294969536678371,2,0,0,0,1.0,1.0141290039491004,9,2,0,2,0.8181818181818182,1.5315721829727464,6,0,1,0,1.0,1.5681733816288497,33,2,2,2,0.9428571428571428,1.1448253393805359
3,2,0.005319148936170213,0.00013301409949454643,0.6,3,2,0.6,1.0,0.13219577022243054,4.538723130024882,5,15.0,14,0,0.0,26,0,0.0,89,0,0.0,241,3,0.012448132780082987,25,0,0.0,143,0,0.0,23,0,0.0,0.0,0.0017783046828689982,2.449489742783178,7,secondary_with_v7,global,single,flow_settling_log_ratio|global,1,1,denoising_steps,1,4,1,0.0,1.5811623342774122,True,True,2.7746557028810965,3,0,3,0,1.0,4.749572934996211,0,0,0,0,0.0,,0,2,0,2,0.0,0.0,0,0,0,0,0.0,
195,17,0.34574468085106386,0.0011306198457036445,0.9198113207547169,36,4,0.9,0.18461538461538463,0.5214150585184776,1.7640674271437853,212,34.0,14,2,0.14285714285714285,26,12,0.46153846153846156,89,27,0.30337078651685395,241,61,0.25311203319502074,25,3,0.12,143,78,0.5454545454545454,23,9,0.391304347826087,0.12,0.3168053310554445,0.46514535903220944,7,secondary_with_v7,global,single,mobility|global,1,1,adjacent_query,1,172,15,0.1111111111111111,0.5476218736918945,True,True,0.0,37,1,14,1,0.9736842105263158,1.5464798007494602,156,16,22,3,0.9069767441860465,1.8422211187945363,2,0,0,0,1.0,1.033966033966034,0,0,0,0,0.0,
99,147,0.17553191489361702,0.009776536312849162,0.4024390243902439,55,143,0.2777777777777778,0.5555555555555556,0.20027358768763975,2.0094463230863724,246,19.0,14,6,0.42857142857142855,26,6,0.23076923076923078,89,12,0.1348314606741573,241,18,0.07468879668049792,25,2,0.08,143,51,0.35664335664335667,23,4,0.17391304347826086,0.07468879668049792,0.21134533097384742,0.5981252107082204,7,secondary_with_v7,global,single,partial_edge_std|global,1,1,token_graph,1,69,40,0.0,1.0862323805216143,True,False,0.2453788959425871,1,0,0,0,1.0,1.0849056603773586,89,146,55,142,0.37872340425531914,2.181840504587911,0,0,0,0,0.0,,9,1,0,1,0.9,1.1913722221041567
65,173,0.11524822695035461,0.011505719606278265,0.27310924369747897,37,168,0.18048780487804877,0.5692307692307692,0.15404120866125848,1.772962222713111,238,17.0,14,6,0.42857142857142855,26,5,0.19230769230769232,89,6,0.06741573033707865,241,15,0.06224066390041494,25,2,0.08,143,28,0.1958041958041958,23,3,0.13043478260869565,0.06224066390041494,0.16525349907564366,0.72206083717792,7,secondary_with_v7,global,single,partial_query_d1|global,1,1,adjacent_query,1,40,21,0.0,1.0963806310484474,True,False,0.008894795569325709,0,0,0,0,0.0,,62,171,37,166,0.26609442060085836,1.8047343129095335,0,0,0,0,0.0,,3,2,0,2,0.6,1.2999841532284235
33,8,0.05851063829787234,0.0005320563979781857,0.8048780487804879,3,2,0.6,0.09090909090909091,0.5457194138418074,1.4748935595203234,41,30.0,14,0,0.0,26,3,0.11538461538461539,89,3,0.033707865168539325,241,16,0.06639004149377593,25,3,0.12,143,6,0.04195804195804196,23,2,0.08695652173913043,0.0,0.06634244082058614,0.6180881841951049,7,secondary_with_v7,global,single,state_action_alignment|global,1,1,token_graph,1,26,6,0.0,0.8078617659246006,True,True,-0.28917386762346187,9,0,0,0,1.0,1.1330388269983784,24,8,3,2,0.75,1.6630569809212379,0,0,0,0,0.0,,0,0,0,0,0.0,
439,80,0.7783687943262412,0.005320563979781857,0.8458574181117534,57,44,0.5643564356435643,0.12984054669703873,0.6060370916824788,1.3957188919963397,519,25.0,14,13,0.9285714285714286,26,22,0.8461538461538461,89,60,0.6741573033707865,241,188,0.7800829875518672,25,16,0.64,143,119,0.8321678321678322,23,18,0.782608695652174,0.64,0.7833917276382764,0.1180827066715281,7,secondary_with_v7,global,single,v7_guard|global,1,1,adjacent_query,1,382,67,0.5,0.1744384862697351,True,False,-0.3683485351474456,73,1,18,0,0.9864864864864865,1.2900170720918116,236,69,36,42,0.7737704918032787,1.795855500345823,22,7,3,2,0.7586206896551724,1.2005572484798814,108,3,0,0,0.972972972972973,0.9980931124149237
477,106,0.8457446808510638,0.00704974727321096,0.8181818181818182,72,63,0.5333333333333333,0.1509433962264151,0.5675610270030946,1.4415750540555652,583,24.0,14,13,0.9285714285714286,26,23,0.8846153846153846,89,66,0.7415730337078652,241,208,0.8630705394190872,25,18,0.72,143,127,0.8881118881118881,23,19,0.8260869565217391,0.72,0.8360041758496276,0.0867908021830171,7,secondary_with_v7,global,watch_a1,v7_guard|global+expert_load_effective_rank|global,2,1,adjacent_query+expert_load,2,410,77,0.5555555555555556,0.1533394552545502,False,False,-0.3224923730882201,73,1,18,0,0.9864864864864865,1.2900170720918116,244,80,40,47,0.7530864197530864,1.7929596520073154,22,7,3,2,0.7586206896551724,1.2005572484798814,138,18,11,14,0.8846153846153846,1.1510837446193414
489,256,0.8670212765957447,0.017025804735301943,0.6563758389261745,130,213,0.37900874635568516,0.2658486707566462,0.42407065841129615,1.5477982876371772,745,20.0,14,14,1.0,26,24,0.9230769230769231,89,69,0.7752808988764045,241,209,0.8672199170124482,25,19,0.76,143,131,0.916083916083916,23,20,0.8695652173913043,0.76,0.8730324103487137,0.08962458592691923,7,secondary_with_v7,global,watch_a1_uncapped,v7_guard|global+flow_endpoint|global+expert_load_effective_rank|global+partial_edge_std|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,418,119,0.6111111111111112,0.135908729414744,False,False,-0.2162691395066081,73,1,18,0,0.9864864864864865,1.2900170720918116,254,222,94,189,0.5336134453781513,2.042415907466654,22,7,3,2,0.7586206896551724,1.2005572484798814,140,26,15,22,0.8433734939759037,1.2001005370797742
