episode_id,init_state_id,flow_noise_seed,condition_present_in_old_B,success,failure_family,queries,score_max,raw_reject_queries,formal_alarm_queries,any_raw_reject,formal_alarm,missed_grasp_queries,borderline_15mm_queries,nearest_alarm_minus_missed_query,raw_within_5q_before_or_at_miss,alarm_within_5q_before_or_at_miss,alarm_within_5q_after_miss
288,36,1000,True,True,success,39,1.01486849832905,[],[],False,False,[],[],,False,False,False
289,36,1001,True,True,success,39,1.043078302197806,[],[],False,False,[],[],,False,False,False
290,36,1002,True,True,success,40,1.064095904710522,[11],[],True,False,[],[],,False,False,False
291,36,1003,True,True,success,39,1.157865801198641,"[10,29]",[],True,False,[],[],,False,False,False
292,36,1004,True,True,success,39,1.1929739069193452,"[10,11,28]",[11],True,True,[],[],,False,False,False
293,36,1005,True,True,success,39,1.05090422395322,[29],[],True,False,[],[],,False,False,False
294,36,1006,True,True,success,41,1.1151765675398715,"[11,30]",[],True,False,[],[],,False,False,False
295,36,1007,True,True,success,39,1.1036993238466133,"[19,29]",[],True,False,[],[],,False,False,False
296,37,1000,False,True,success,41,1.1203105208195603,[2],[],True,False,[],[],,False,False,False
297,37,1001,False,True,success,39,1.0869205269834747,"[2,12,30]",[],True,False,[],[],,False,False,False
298,37,1002,False,False,other_failure,52,1.0703827312082046,"[2,12,41,42,46]",[42],True,True,[],[],,False,False,False
299,37,1003,False,True,success,39,1.0805955296031242,"[2,30]",[],True,False,[],[],,False,False,False
300,37,1004,False,True,success,41,1.1105606894482618,"[2,12,30]",[],True,False,[],[],,False,False,False
301,37,1005,False,True,success,39,1.101295013385271,"[2,30]",[],True,False,[],[],,False,False,False
302,37,1006,False,True,success,40,1.1032978588943567,"[2,31]",[],True,False,[],[],,False,False,False
303,37,1007,False,True,success,39,1.1180923457622387,"[2,12,21,30]",[],True,False,[],[],,False,False,False
304,38,1000,False,False,target_missed_grasp_proxy,52,1.1010141643799476,"[11,12]",[12],True,True,[30],[],-18,False,False,False
305,38,1001,False,False,target_missed_grasp_proxy,52,1.0942568623388071,[36],[],True,False,[37],[],,True,False,False
306,38,1002,False,False,target_missed_grasp_proxy,52,1.0870064639988526,"[12,30]",[],True,False,[31],[],,True,False,False
307,38,1003,False,False,target_missed_grasp_proxy,52,1.1739537464639054,[32],[],True,False,[33],[],,True,False,False
308,38,1004,False,False,target_missed_grasp_proxy,52,1.1381883854471488,"[1,12,29,30,46]",[30],True,True,[31],[],-1,True,True,False
309,38,1005,False,False,other_failure,52,1.077601887180113,[12],[],True,False,[],[],,False,False,False
310,38,1006,False,False,target_missed_grasp_proxy,52,1.153789103424505,"[12,30]",[],True,False,[31],[],,True,False,False
311,38,1007,False,False,target_missed_grasp_proxy,52,1.101179145237212,"[12,13,29]",[13],True,True,[31],[],-18,True,False,False
312,39,1000,True,True,success,50,1.0677271080014723,[41],[],True,False,[],[],,False,False,False
313,39,1001,True,False,other_failure,52,1.0106978309163044,[],[],False,False,[],[],,False,False,False
314,39,1002,True,False,other_failure,52,1.022712786944263,[],[],False,False,[],[],,False,False,False
315,39,1003,True,False,other_failure,52,1.0576658131643815,"[12,40]",[],True,False,[],[],,False,False,False
316,39,1004,True,False,other_failure,52,1.0148699863268404,[],[],False,False,[],[],,False,False,False
317,39,1005,True,False,other_failure,52,1.063283244601051,"[45,49,50]",[50],True,True,[],[],,False,False,False
318,39,1006,True,False,other_failure,52,1.1206401651176234,"[44,45]",[45],True,True,[],[],,False,False,False
319,39,1007,True,False,target_missed_grasp_proxy,52,1.0698415768586576,[37],[],True,False,[37],[],,True,False,False
320,40,1000,False,False,other_failure,52,1.0781748426781042,"[12,31,36]",[],True,False,[],[],,False,False,False
321,40,1001,False,True,success,40,1.1227646667895275,"[12,30]",[],True,False,[],[],,False,False,False
322,40,1002,False,True,success,42,1.1388482530213087,"[12,32]",[],True,False,[],[],,False,False,False
323,40,1003,False,False,target_missed_grasp_proxy,52,1.0779210682944733,"[12,35]",[],True,False,[35],[],,True,False,False
324,40,1004,False,False,other_failure,52,1.0989657000414517,[12],[],True,False,[],[],,False,False,False
325,40,1005,False,True,success,39,1.1726685631770226,"[12,30]",[],True,False,[],[],,False,False,False
326,40,1006,False,False,target_missed_grasp_proxy,52,1.1438134255655168,"[12,35]",[],True,False,[35],[],,True,False,False
327,40,1007,False,False,other_failure,52,1.1400243914683996,"[12,45]",[],True,False,[],[],,False,False,False
328,41,1000,False,False,target_missed_grasp_proxy,52,1.0924395208319195,"[13,18,29]",[],True,False,[29],[],,True,False,False
329,41,1001,False,False,other_failure,52,1.0544627128037771,[13],[],True,False,[],[],,False,False,False
330,41,1002,False,False,target_missed_grasp_proxy,52,1.1067682018747658,"[10,28,32]",[],True,False,[30],[],,True,False,False
331,41,1003,False,False,other_failure,52,1.0618590958668692,"[35,40,42,43,48]",[43],True,True,[],[],,False,False,False
332,41,1004,False,False,target_missed_grasp_proxy,52,1.0787841167947065,"[10,14,29]",[],True,False,[30],[],,True,False,False
333,41,1005,False,False,other_failure,52,1.0910990276653154,"[18,19,31]",[19],True,True,[],[],,False,False,False
334,41,1006,False,False,target_missed_grasp_proxy,52,1.0954153423178281,"[14,30]",[],True,False,[30],[],,True,False,False
335,41,1007,False,False,other_failure,52,1.0589839880445606,[10],[],True,False,[],[],,False,False,False
336,42,1000,True,True,success,37,1.0297544485242105,[],[],False,False,[],[],,False,False,False
337,42,1001,True,True,success,38,1.0547220961418775,[29],[],True,False,[],[],,False,False,False
338,42,1002,True,True,success,38,1.0620441234450724,[11],[],True,False,[],[],,False,False,False
339,42,1003,True,True,success,40,1.0625042181508055,[19],[],True,False,[],[],,False,False,False
340,42,1004,True,True,success,39,1.1021666512227963,"[11,29]",[],True,False,[],[],,False,False,False
341,42,1005,True,True,success,36,1.0440766573994367,[],[],False,False,[],[],,False,False,False
342,42,1006,True,False,other_failure,52,1.1822005465894536,[29],[],True,False,[],[29],,False,False,False
343,42,1007,True,False,other_failure,52,1.0671858509937073,"[11,27,28]",[28],True,True,[],[],,False,False,False
344,43,1000,False,True,success,39,1.124654236157473,[11],[],True,False,[],[],,False,False,False
345,43,1001,False,True,success,38,1.060221995056616,[18],[],True,False,[],[],,False,False,False
346,43,1002,False,True,success,40,1.0797215382151568,[11],[],True,False,[],[],,False,False,False
347,43,1003,False,True,success,39,1.0710150464997048,"[11,29]",[],True,False,[],[],,False,False,False
348,43,1004,False,True,success,39,1.1422666998840176,[11],[],True,False,[],[],,False,False,False
349,43,1005,False,True,success,39,1.0771233329574172,"[11,29]",[],True,False,[],[],,False,False,False
350,43,1006,False,True,success,39,1.0664033580936223,[29],[],True,False,[],[],,False,False,False
351,43,1007,False,True,success,39,1.1414530017165156,"[11,29,37]",[],True,False,[],[],,False,False,False
352,44,1000,False,True,success,37,1.0829400166096612,"[27,28]",[28],True,True,[],[],,False,False,False
353,44,1001,False,True,success,37,1.0517508257770534,[11],[],True,False,[],[],,False,False,False
354,44,1002,False,True,success,37,1.0951163713033738,[28],[],True,False,[],[],,False,False,False
355,44,1003,False,False,other_failure,52,1.0319098754042195,[],[],False,False,[],[],,False,False,False
356,44,1004,False,True,success,41,1.0950413124077167,[28],[],True,False,[],[],,False,False,False
357,44,1005,False,True,success,38,1.0141631292775122,[],[],False,False,[],[],,False,False,False
358,44,1006,False,True,success,37,1.0611424441260593,[27],[],True,False,[],[],,False,False,False
359,44,1007,False,True,success,45,1.0435388315839564,[],[],False,False,[],[],,False,False,False
360,45,1000,False,True,success,36,1.0957657016118494,[27],[],True,False,[],[],,False,False,False
361,45,1001,False,True,success,36,1.066288234727975,"[15,25]",[],True,False,[],[],,False,False,False
362,45,1002,False,True,success,37,1.029369718303284,[],[],False,False,[],[],,False,False,False
363,45,1003,False,True,success,35,1.0078493218831535,[],[],False,False,[],[],,False,False,False
364,45,1004,False,True,success,36,1.099793457744217,[26],[],True,False,[],[],,False,False,False
365,45,1005,False,True,success,35,1.0467724988678366,[26],[],True,False,[],[],,False,False,False
366,45,1006,False,True,success,35,1.0580897814841694,[26],[],True,False,[],[],,False,False,False
367,45,1007,False,True,success,36,1.029796692015219,[],[],False,False,[],[],,False,False,False
368,46,1000,True,True,success,37,1.0886448669562687,"[19,28]",[],True,False,[],[],,False,False,False
369,46,1001,True,True,success,41,1.0432523341214741,[],[],False,False,[],[],,False,False,False
370,46,1002,True,True,success,39,1.084177642480909,"[11,29]",[],True,False,[],[],,False,False,False
371,46,1003,True,True,success,39,1.0787283734542306,"[11,29]",[],True,False,[],[],,False,False,False
372,46,1004,True,True,success,37,1.0896962883627987,"[11,28]",[],True,False,[],[],,False,False,False
373,46,1005,True,True,success,39,1.104717925606644,[11],[],True,False,[],[],,False,False,False
374,46,1006,True,True,success,38,1.0541192916526119,[29],[],True,False,[],[],,False,False,False
375,46,1007,True,True,success,38,1.078648037794169,"[11,28,29]",[29],True,True,[],[],,False,False,False
376,47,1000,False,False,target_missed_grasp_proxy,52,1.147937448904327,"[34,35]",[35],True,True,[36],[],-1,True,True,False
377,47,1001,False,True,success,38,1.0315983985335466,[],[],False,False,[],[],,False,False,False
378,47,1002,False,False,other_failure,52,1.1761421322408905,"[11,32]",[],True,False,[],[33],,False,False,False
379,47,1003,False,False,target_missed_grasp_proxy,52,1.083812044247183,"[32,34]",[],True,False,[33],[],,True,False,False
380,47,1004,False,False,other_failure,52,1.0728960259151137,"[29,30]",[30],True,True,[],[],,False,False,False
381,47,1005,False,True,success,36,1.1419982361835368,[27],[],True,False,[],[],,False,False,False
382,47,1006,False,True,success,39,1.0904035164343044,[29],[],True,False,[],[],,False,False,False
383,47,1007,False,True,success,44,1.1014854716666818,"[31,34]",[],True,False,[],[],,False,False,False
384,48,1000,False,False,target_missed_grasp_proxy,52,1.1101595625932414,"[11,31,32]",[32],True,True,[32],[],0,True,True,False
385,48,1001,False,False,target_missed_grasp_proxy,52,1.0742033021812278,"[11,28,33]",[],True,False,[33],[],,True,False,False
386,48,1002,False,False,other_failure,52,1.0687023975905672,[42],[],True,False,[],[],,False,False,False
387,48,1003,False,False,other_failure,52,1.0705767741182686,[30],[],True,False,[],[],,False,False,False
388,48,1004,False,False,target_missed_grasp_proxy,52,1.0534555064210505,[29],[],True,False,[32],[],,True,False,False
389,48,1005,False,True,success,39,1.0322619556211696,[],[],False,False,[],[],,False,False,False
390,48,1006,False,False,target_missed_grasp_proxy,52,1.0468529398139774,[30],[],True,False,[32],[],,True,False,False
391,48,1007,False,False,target_missed_grasp_proxy,52,1.0658799997569202,[28],[],True,False,[33],[],,True,False,False
392,49,1000,True,False,other_failure,52,1.0526603966296648,[17],[],True,False,[],[],,False,False,False
393,49,1001,True,False,other_failure,52,1.0123073990649882,[],[],False,False,[],[],,False,False,False
394,49,1002,True,True,success,36,1.1228303874590215,"[10,12,27]",[],True,False,[],[],,False,False,False
395,49,1003,True,False,other_failure,52,1.045023583761135,[],[],False,False,[],[],,False,False,False
396,49,1004,True,False,other_failure,52,1.0355794147900712,[],[],False,False,[],[],,False,False,False
397,49,1005,True,False,other_failure,52,1.0321779129960171,[],[],False,False,[],[],,False,False,False
398,49,1006,True,False,other_failure,52,1.063679024862767,[10],[],True,False,[],[],,False,False,False
399,49,1007,True,False,other_failure,52,1.0282596527035184,[],[],False,False,[],[],,False,False,False
