setting,method,budget,checkpoint,available_episodes,retained,coverage,retained_failures,selective_risk,detected_failures,false_alarms
state_heldout,token_collapse__current,0.01,q11,15600,15475,0.9919871794871795,559,0.03612277867528271,5,120
state_heldout,token_collapse__current,0.01,q15,15600,15475,0.9919871794871795,559,0.03612277867528271,5,120
state_heldout,token_collapse__current,0.01,q19,15600,15463,0.9912179487179488,547,0.03537476556942379,17,120
state_heldout,token_collapse__current,0.01,full_rollout,15600,15461,0.9910897435897436,545,0.03524998383028265,19,120
state_heldout,token_collapse__mean,0.01,q0,15600,15488,0.9928205128205129,548,0.03538223140495868,16,96
state_heldout,token_collapse__mean,0.01,q3,15600,15488,0.9928205128205129,548,0.03538223140495868,16,96
state_heldout,token_collapse__mean,0.01,q7,15600,15488,0.9928205128205129,548,0.03538223140495868,16,96
state_heldout,token_collapse__mean,0.01,q11,15600,15488,0.9928205128205129,548,0.03538223140495868,16,96
state_heldout,token_collapse__mean,0.01,q15,15600,15488,0.9928205128205129,548,0.03538223140495868,16,96
state_heldout,token_collapse__mean,0.01,q19,15600,15488,0.9928205128205129,548,0.03538223140495868,16,96
state_heldout,token_collapse__mean,0.01,full_rollout,15600,15488,0.9928205128205129,548,0.03538223140495868,16,96
state_heldout,flow_path_high__current,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,flow_path_high__current,0.01,q3,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,flow_path_high__current,0.01,q7,15600,15537,0.9959615384615385,558,0.03591426916393126,6,57
state_heldout,flow_path_high__current,0.01,q11,15600,15476,0.992051282051282,546,0.03528043422072887,18,106
state_heldout,flow_path_high__current,0.01,q15,15600,15441,0.9898076923076923,521,0.033741337996243764,43,116
state_heldout,flow_path_high__current,0.01,q19,15600,15420,0.9884615384615385,500,0.0324254215304799,64,116
state_heldout,flow_path_high__current,0.01,full_rollout,15600,15414,0.9880769230769231,495,0.03211366290385364,69,117
state_heldout,flow_path_high__mean,0.01,q0,15600,15438,0.9896153846153846,561,0.03633890400310921,3,159
state_heldout,flow_path_high__mean,0.01,q3,15600,15438,0.9896153846153846,561,0.03633890400310921,3,159
state_heldout,flow_path_high__mean,0.01,q7,15600,15417,0.9882692307692308,559,0.03625867548809755,5,178
state_heldout,flow_path_high__mean,0.01,q11,15600,15413,0.9880128205128205,555,0.036008564199052746,9,178
state_heldout,flow_path_high__mean,0.01,q15,15600,15411,0.9878846153846154,554,0.03594834858218156,10,179
state_heldout,flow_path_high__mean,0.01,q19,15600,15405,0.9875,548,0.03557286595261279,16,179
state_heldout,flow_path_high__mean,0.01,full_rollout,15600,15390,0.9865384615384616,534,0.03469785575048733,30,180
state_heldout,frontback_inversion__current,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,frontback_inversion__current,0.01,q3,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,frontback_inversion__current,0.01,q7,15600,15566,0.9978205128205129,560,0.03597584478992676,4,30
state_heldout,frontback_inversion__current,0.01,q11,15600,15517,0.9946794871794872,550,0.03544499581104595,14,69
state_heldout,frontback_inversion__current,0.01,q15,15600,15464,0.9912820512820513,521,0.03369115364718055,43,93
state_heldout,frontback_inversion__current,0.01,q19,15600,15432,0.9892307692307692,496,0.0321410057024365,68,100
state_heldout,frontback_inversion__current,0.01,full_rollout,15600,15397,0.9869871794871795,462,0.030005845294537897,102,101
state_heldout,frontback_inversion__mean,0.01,q0,15600,15486,0.9926923076923077,559,0.03609711997933617,5,109
state_heldout,frontback_inversion__mean,0.01,q3,15600,15480,0.9923076923076923,559,0.03611111111111111,5,115
state_heldout,frontback_inversion__mean,0.01,q7,15600,15478,0.9921794871794872,558,0.03605116940173149,6,116
state_heldout,frontback_inversion__mean,0.01,q11,15600,15475,0.9919871794871795,555,0.035864297253634894,9,116
state_heldout,frontback_inversion__mean,0.01,q15,15600,15474,0.9919230769230769,554,0.03580199043556934,10,116
state_heldout,frontback_inversion__mean,0.01,q19,15600,15473,0.9918589743589744,553,0.03573967556388548,11,116
state_heldout,frontback_inversion__mean,0.01,full_rollout,15600,15466,0.9914102564102564,546,0.03530324582956162,18,116
state_heldout,entropy_front_low__current,0.01,q0,15600,15597,0.9998076923076923,564,0.036160800153875745,0,3
state_heldout,entropy_front_low__current,0.01,q3,15600,15597,0.9998076923076923,564,0.036160800153875745,0,3
state_heldout,entropy_front_low__current,0.01,q7,15600,15562,0.9975641025641026,563,0.036177869168487344,1,37
state_heldout,entropy_front_low__current,0.01,q11,15600,15447,0.9901923076923077,555,0.035929306661487664,9,144
state_heldout,entropy_front_low__current,0.01,q15,15600,15434,0.9893589743589744,547,0.03544123364001555,17,149
state_heldout,entropy_front_low__current,0.01,q19,15600,15430,0.9891025641025641,543,0.03519118600129618,21,149
state_heldout,entropy_front_low__current,0.01,full_rollout,15600,15428,0.9889743589743589,541,0.03506611355976147,23,149
state_heldout,entropy_front_low__mean,0.01,q0,15600,15364,0.9848717948717949,562,0.036579015881280916,2,234
state_heldout,entropy_front_low__mean,0.01,q3,15600,15364,0.9848717948717949,562,0.036579015881280916,2,234
state_heldout,entropy_front_low__mean,0.01,q7,15600,15364,0.9848717948717949,562,0.036579015881280916,2,234
state_heldout,entropy_front_low__mean,0.01,q11,15600,15364,0.9848717948717949,562,0.036579015881280916,2,234
state_heldout,entropy_front_low__mean,0.01,q15,15600,15364,0.9848717948717949,562,0.036579015881280916,2,234
state_heldout,entropy_front_low__mean,0.01,q19,15600,15364,0.9848717948717949,562,0.036579015881280916,2,234
state_heldout,entropy_front_low__mean,0.01,full_rollout,15600,15364,0.9848717948717949,562,0.036579015881280916,2,234
state_heldout,entropy_first_flow_low__current,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,entropy_first_flow_low__current,0.01,q3,15600,15588,0.9992307692307693,563,0.036117526302283806,1,11
state_heldout,entropy_first_flow_low__current,0.01,q7,15600,15484,0.9925641025641025,560,0.03616636528028933,4,112
state_heldout,entropy_first_flow_low__current,0.01,q11,15600,15450,0.9903846153846154,552,0.03572815533980583,12,138
state_heldout,entropy_first_flow_low__current,0.01,q15,15600,15413,0.9880128205128205,526,0.034127035619282424,38,149
state_heldout,entropy_first_flow_low__current,0.01,q19,15600,15399,0.9871153846153846,512,0.03324891226703033,52,149
state_heldout,entropy_first_flow_low__current,0.01,full_rollout,15600,15394,0.9867948717948718,507,0.0329349097050799,57,149
state_heldout,entropy_first_flow_low__mean,0.01,q0,15600,15536,0.9958974358974358,560,0.03604531410916581,4,60
state_heldout,entropy_first_flow_low__mean,0.01,q3,15600,15520,0.9948717948717949,559,0.0360180412371134,5,75
state_heldout,entropy_first_flow_low__mean,0.01,q7,15600,15455,0.9907051282051282,554,0.03584600452927855,10,135
state_heldout,entropy_first_flow_low__mean,0.01,q11,15600,15439,0.9896794871794872,550,0.03562406891638059,14,147
state_heldout,entropy_first_flow_low__mean,0.01,q15,15600,15425,0.9887820512820513,538,0.034878444084278766,26,149
state_heldout,entropy_first_flow_low__mean,0.01,q19,15600,15396,0.9869230769230769,511,0.03319043907508444,53,151
state_heldout,entropy_first_flow_low__mean,0.01,full_rollout,15600,15384,0.9861538461538462,499,0.03243629745189808,65,151
state_heldout,token_front_collapse__current,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,token_front_collapse__current,0.01,q3,15600,15591,0.999423076923077,564,0.03617471618241293,0,9
state_heldout,token_front_collapse__current,0.01,q7,15600,15490,0.992948717948718,564,0.03641058747579083,0,110
state_heldout,token_front_collapse__current,0.01,q11,15600,15381,0.9859615384615384,564,0.03666861712502438,0,219
state_heldout,token_front_collapse__current,0.01,q15,15600,15350,0.9839743589743589,564,0.036742671009771986,0,250
state_heldout,token_front_collapse__current,0.01,q19,15600,15350,0.9839743589743589,564,0.036742671009771986,0,250
state_heldout,token_front_collapse__current,0.01,full_rollout,15600,15350,0.9839743589743589,564,0.036742671009771986,0,250
state_heldout,token_front_collapse__mean,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,token_front_collapse__mean,0.01,q3,15600,15577,0.998525641025641,564,0.03620722860627849,0,23
state_heldout,token_front_collapse__mean,0.01,q7,15600,15553,0.9969871794871795,564,0.03626310036648878,0,47
state_heldout,token_front_collapse__mean,0.01,q11,15600,15451,0.9904487179487179,564,0.03650249174810692,0,149
state_heldout,token_front_collapse__mean,0.01,q15,15600,15445,0.9900641025641026,564,0.03651667206215604,0,155
state_heldout,token_front_collapse__mean,0.01,q19,15600,15445,0.9900641025641026,564,0.03651667206215604,0,155
state_heldout,token_front_collapse__mean,0.01,full_rollout,15600,15445,0.9900641025641026,564,0.03651667206215604,0,155
state_heldout,freeze__current,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,freeze__current,0.01,q3,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,freeze__current,0.01,q7,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,freeze__current,0.01,q11,15600,15595,0.9996794871794872,560,0.035908945174735495,4,1
state_heldout,freeze__current,0.01,q15,15600,15586,0.9991025641025642,551,0.03535223918901578,13,1
state_heldout,freeze__current,0.01,q19,15600,15558,0.9973076923076923,525,0.03374469726185885,39,3
state_heldout,freeze__current,0.01,full_rollout,15600,15431,0.9891666666666666,402,0.026051454863586287,162,7
state_heldout,freeze__mean,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,freeze__mean,0.01,q3,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,freeze__mean,0.01,q7,15600,15592,0.9994871794871795,557,0.035723447922011285,7,1
state_heldout,freeze__mean,0.01,q11,15600,15583,0.9989102564102564,548,0.03516652762625939,16,1
state_heldout,freeze__mean,0.01,q15,15600,15575,0.9983974358974359,541,0.034735152487961475,23,2
state_heldout,freeze__mean,0.01,q19,15600,15550,0.9967948717948718,516,0.033183279742765276,48,2
state_heldout,freeze__mean,0.01,full_rollout,15600,15443,0.9899358974358974,419,0.027132033931230978,145,12
state_heldout,deviation_global__current,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,deviation_global__current,0.01,q3,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,deviation_global__current,0.01,q7,15600,15496,0.9933333333333333,558,0.036009292720702114,6,98
state_heldout,deviation_global__current,0.01,q11,15600,15445,0.9900641025641026,553,0.035804467465199094,11,144
state_heldout,deviation_global__current,0.01,q15,15600,15429,0.9890384615384615,548,0.03551753192040962,16,155
state_heldout,deviation_global__current,0.01,q19,15600,15422,0.9885897435897436,545,0.03533912592400467,19,159
state_heldout,deviation_global__current,0.01,full_rollout,15600,15413,0.9880128205128205,538,0.03490559916953221,26,161
state_heldout,deviation_global__mean,0.01,q0,15600,15458,0.990897435897436,561,0.03629188769569155,3,139
state_heldout,deviation_global__mean,0.01,q3,15600,15458,0.990897435897436,561,0.03629188769569155,3,139
state_heldout,deviation_global__mean,0.01,q7,15600,15441,0.9898076923076923,561,0.036331843792500484,3,156
state_heldout,deviation_global__mean,0.01,q11,15600,15439,0.9896794871794872,560,0.03627177926031479,4,157
state_heldout,deviation_global__mean,0.01,q15,15600,15436,0.9894871794871795,557,0.03608447784400104,7,157
state_heldout,deviation_global__mean,0.01,q19,15600,15436,0.9894871794871795,557,0.03608447784400104,7,157
state_heldout,deviation_global__mean,0.01,full_rollout,15600,15436,0.9894871794871795,557,0.03608447784400104,7,157
state_heldout,deviation_step__current,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,deviation_step__current,0.01,q3,15600,15598,0.9998717948717949,564,0.036158481856648286,0,2
state_heldout,deviation_step__current,0.01,q7,15600,15573,0.9982692307692308,561,0.036023887497591986,3,24
state_heldout,deviation_step__current,0.01,q11,15600,15507,0.9940384615384615,556,0.03585477526278455,8,85
state_heldout,deviation_step__current,0.01,q15,15600,15485,0.9926282051282052,550,0.03551824346141427,14,101
state_heldout,deviation_step__current,0.01,q19,15600,15453,0.990576923076923,530,0.034297547401799,34,113
state_heldout,deviation_step__current,0.01,full_rollout,15600,15414,0.9880769230769231,501,0.03250291942390035,63,123
state_heldout,deviation_step__mean,0.01,q0,15600,15596,0.9997435897435898,564,0.036163118748397026,0,4
state_heldout,deviation_step__mean,0.01,q3,15600,15503,0.9937820512820513,558,0.03599303360639876,6,91
state_heldout,deviation_step__mean,0.01,q7,15600,15469,0.9916025641025641,557,0.036007498868705155,7,124
state_heldout,deviation_step__mean,0.01,q11,15600,15458,0.990897435897436,555,0.03590373916418683,9,133
state_heldout,deviation_step__mean,0.01,q15,15600,15457,0.9908333333333333,554,0.03584136637122339,10,133
state_heldout,deviation_step__mean,0.01,q19,15600,15446,0.9901282051282051,544,0.03521947429755277,20,134
state_heldout,deviation_step__mean,0.01,full_rollout,15600,15438,0.9896153846153846,536,0.03471952325430755,28,134
state_heldout,clock,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,clock,0.01,q3,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,clock,0.01,q7,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,clock,0.01,q11,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,clock,0.01,q15,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,clock,0.01,q19,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,clock,0.01,full_rollout,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,random,0.01,q0,15600,15586,0.9991025641025642,563,0.03612216091364045,1,13
state_heldout,random,0.01,q3,15600,15545,0.996474358974359,561,0.036088774525570924,3,52
state_heldout,random,0.01,q7,15600,15498,0.9934615384615385,561,0.03619821912504839,3,99
state_heldout,random,0.01,q11,15600,15448,0.9902564102564102,557,0.03605644743656137,7,145
state_heldout,random,0.01,q15,15600,15426,0.9888461538461538,556,0.03604304421107222,8,166
state_heldout,random,0.01,q19,15600,15414,0.9880769230769231,555,0.03600622810432075,9,177
state_heldout,random,0.01,full_rollout,15600,15400,0.9871794871794872,548,0.03558441558441559,16,184
state_heldout,v7_unlabeled_budget,0.01,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,v7_unlabeled_budget,0.01,q3,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,v7_unlabeled_budget,0.01,q7,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,v7_unlabeled_budget,0.01,q11,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,v7_unlabeled_budget,0.01,q15,15600,15598,0.9998717948717949,562,0.03603026028978074,2,0
state_heldout,v7_unlabeled_budget,0.01,q19,15600,15569,0.9980128205128205,534,0.034298927355642626,30,1
state_heldout,v7_unlabeled_budget,0.01,full_rollout,15600,15405,0.9875,384,0.0249269717624148,180,15
state_heldout,entropy_high__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,entropy_high__current,0.03,q3,15600,15578,0.9985897435897436,564,0.03620490435229169,0,22
state_heldout,entropy_high__current,0.03,q7,15600,15498,0.9934615384615385,564,0.03639179248935347,0,102
state_heldout,entropy_high__current,0.03,q11,15600,15242,0.977051282051282,564,0.03700301797664349,0,358
state_heldout,entropy_high__current,0.03,q15,15600,15239,0.9768589743589744,564,0.037010302513288275,0,361
state_heldout,entropy_high__current,0.03,q19,15600,15238,0.9767948717948718,564,0.03701273132957081,0,362
state_heldout,entropy_high__current,0.03,full_rollout,15600,15238,0.9767948717948718,564,0.03701273132957081,0,362
state_heldout,entropy_high__mean,0.03,q0,15600,15552,0.9969230769230769,564,0.036265432098765434,0,48
state_heldout,entropy_high__mean,0.03,q3,15600,15263,0.9783974358974359,564,0.0369521064011007,0,337
state_heldout,entropy_high__mean,0.03,q7,15600,15260,0.9782051282051282,564,0.03695937090432503,0,340
state_heldout,entropy_high__mean,0.03,q11,15600,15150,0.9711538461538461,564,0.037227722772277226,0,450
state_heldout,entropy_high__mean,0.03,q15,15600,15150,0.9711538461538461,564,0.037227722772277226,0,450
state_heldout,entropy_high__mean,0.03,q19,15600,15150,0.9711538461538461,564,0.037227722772277226,0,450
state_heldout,entropy_high__mean,0.03,full_rollout,15600,15150,0.9711538461538461,564,0.037227722772277226,0,450
state_heldout,entropy_low__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,entropy_low__current,0.03,q3,15600,15587,0.9991666666666666,563,0.036119843459293,1,12
state_heldout,entropy_low__current,0.03,q7,15600,15263,0.9783974358974359,549,0.03596933761383739,15,322
state_heldout,entropy_low__current,0.03,q11,15600,15132,0.97,530,0.035025112344699974,34,434
state_heldout,entropy_low__current,0.03,q15,15600,15103,0.9681410256410257,518,0.034297821624842746,46,451
state_heldout,entropy_low__current,0.03,q19,15600,15090,0.9673076923076923,508,0.03366467859509609,56,454
state_heldout,entropy_low__current,0.03,full_rollout,15600,15083,0.9668589743589744,502,0.033282503480739904,62,455
state_heldout,entropy_low__mean,0.03,q0,15600,15249,0.9775,555,0.036395829234703914,9,342
state_heldout,entropy_low__mean,0.03,q3,15600,15238,0.9767948717948718,555,0.03642210263814149,9,353
state_heldout,entropy_low__mean,0.03,q7,15600,15180,0.9730769230769231,549,0.03616600790513834,15,405
state_heldout,entropy_low__mean,0.03,q11,15600,15154,0.9714102564102564,544,0.03589811270951564,20,426
state_heldout,entropy_low__mean,0.03,q15,15600,15152,0.9712820512820513,542,0.03577085533262936,22,426
state_heldout,entropy_low__mean,0.03,q19,15600,15147,0.9709615384615384,537,0.03545256486432957,27,426
state_heldout,entropy_low__mean,0.03,full_rollout,15600,15136,0.9702564102564103,526,0.034751585623678645,38,426
state_heldout,margin_low__current,0.03,q0,15600,15596,0.9997435897435898,564,0.036163118748397026,0,4
state_heldout,margin_low__current,0.03,q3,15600,15536,0.9958974358974358,563,0.0362384140061792,1,63
state_heldout,margin_low__current,0.03,q7,15600,15424,0.9887179487179487,560,0.03630705394190872,4,172
state_heldout,margin_low__current,0.03,q11,15600,15188,0.9735897435897436,555,0.036542006847511195,9,403
state_heldout,margin_low__current,0.03,q15,15600,15177,0.9728846153846153,555,0.03656849179679779,9,414
state_heldout,margin_low__current,0.03,q19,15600,15173,0.9726282051282051,554,0.036512225664008434,10,417
state_heldout,margin_low__current,0.03,full_rollout,15600,15162,0.9719230769230769,549,0.036208943411159475,15,423
state_heldout,margin_low__mean,0.03,q0,15600,15296,0.9805128205128205,556,0.03634937238493724,8,296
state_heldout,margin_low__mean,0.03,q3,15600,15133,0.9700641025641026,552,0.036476574373884886,12,455
state_heldout,margin_low__mean,0.03,q7,15600,15131,0.9699358974358975,552,0.03648139580992664,12,457
state_heldout,margin_low__mean,0.03,q11,15600,15125,0.969551282051282,552,0.03649586776859504,12,463
state_heldout,margin_low__mean,0.03,q15,15600,15125,0.969551282051282,552,0.03649586776859504,12,463
state_heldout,margin_low__mean,0.03,q19,15600,15125,0.969551282051282,552,0.03649586776859504,12,463
state_heldout,margin_low__mean,0.03,full_rollout,15600,15125,0.969551282051282,552,0.03649586776859504,12,463
state_heldout,token_collapse__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,token_collapse__current,0.03,q3,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,token_collapse__current,0.03,q7,15600,15566,0.9978205128205129,564,0.036232815109854814,0,34
state_heldout,token_collapse__current,0.03,q11,15600,15217,0.9754487179487179,553,0.03634093448117237,11,372
state_heldout,token_collapse__current,0.03,q15,15600,15202,0.9744871794871794,553,0.03637679252729904,11,387
state_heldout,token_collapse__current,0.03,q19,15600,15174,0.9726923076923077,527,0.03473045999736391,37,389
state_heldout,token_collapse__current,0.03,full_rollout,15600,15173,0.9726282051282051,526,0.034666842417452055,38,389
state_heldout,token_collapse__mean,0.03,q0,15600,15230,0.9762820512820513,514,0.03374917925147735,50,320
state_heldout,token_collapse__mean,0.03,q3,15600,15230,0.9762820512820513,514,0.03374917925147735,50,320
state_heldout,token_collapse__mean,0.03,q7,15600,15230,0.9762820512820513,514,0.03374917925147735,50,320
state_heldout,token_collapse__mean,0.03,q11,15600,15191,0.9737820512820513,514,0.03383582384306497,50,359
state_heldout,token_collapse__mean,0.03,q15,15600,15191,0.9737820512820513,514,0.03383582384306497,50,359
state_heldout,token_collapse__mean,0.03,q19,15600,15191,0.9737820512820513,514,0.03383582384306497,50,359
state_heldout,token_collapse__mean,0.03,full_rollout,15600,15191,0.9737820512820513,514,0.03383582384306497,50,359
state_heldout,flow_path_high__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,flow_path_high__current,0.03,q3,15600,15592,0.9994871794871795,563,0.036108260646485375,1,7
state_heldout,flow_path_high__current,0.03,q7,15600,15393,0.9867307692307692,548,0.03560059767426752,16,191
state_heldout,flow_path_high__current,0.03,q11,15600,15203,0.974551282051282,517,0.03400644609616523,47,350
state_heldout,flow_path_high__current,0.03,q15,15600,15113,0.9687820512820513,462,0.030569708198239925,102,385
state_heldout,flow_path_high__current,0.03,q19,15600,15094,0.9675641025641025,448,0.02968066781502584,116,390
state_heldout,flow_path_high__current,0.03,full_rollout,15600,15084,0.9669230769230769,444,0.0294351630867144,120,396
state_heldout,flow_path_high__mean,0.03,q0,15600,15190,0.9737179487179487,553,0.03640552995391705,11,399
state_heldout,flow_path_high__mean,0.03,q3,15600,15188,0.9735897435897436,552,0.03634448248617329,12,400
state_heldout,flow_path_high__mean,0.03,q7,15600,15131,0.9699358974358975,543,0.035886590443460445,21,448
state_heldout,flow_path_high__mean,0.03,q11,15600,15124,0.9694871794871794,540,0.03570483998942079,24,452
state_heldout,flow_path_high__mean,0.03,q15,15600,15113,0.9687820512820513,530,0.035069145768543634,34,453
state_heldout,flow_path_high__mean,0.03,q19,15600,15090,0.9673076923076923,508,0.03366467859509609,56,454
state_heldout,flow_path_high__mean,0.03,full_rollout,15600,15076,0.9664102564102565,494,0.03276731228442558,70,454
state_heldout,frontback_inversion__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,frontback_inversion__current,0.03,q3,15600,15597,0.9998076923076923,563,0.0360966852599859,1,2
state_heldout,frontback_inversion__current,0.03,q7,15600,15417,0.9882692307692308,548,0.0355451774015697,16,167
state_heldout,frontback_inversion__current,0.03,q11,15600,15292,0.9802564102564103,521,0.03407010201412503,43,265
state_heldout,frontback_inversion__current,0.03,q15,15600,15173,0.9726282051282051,452,0.02978975812298161,112,315
state_heldout,frontback_inversion__current,0.03,q19,15600,15106,0.9683333333333334,409,0.02707533430424997,155,339
state_heldout,frontback_inversion__current,0.03,full_rollout,15600,15054,0.965,372,0.024711040255081706,192,354
state_heldout,frontback_inversion__mean,0.03,q0,15600,15230,0.9762820512820513,547,0.035915955351280365,17,353
state_heldout,frontback_inversion__mean,0.03,q3,15600,15220,0.9756410256410256,545,0.03580814717477004,19,361
state_heldout,frontback_inversion__mean,0.03,q7,15600,15205,0.9746794871794872,541,0.03558040118382111,23,372
state_heldout,frontback_inversion__mean,0.03,q11,15600,15196,0.9741025641025641,538,0.03540405369834167,26,378
state_heldout,frontback_inversion__mean,0.03,q15,15600,15194,0.973974358974359,536,0.03527708305910228,28,378
state_heldout,frontback_inversion__mean,0.03,q19,15600,15182,0.9732051282051282,525,0.03458042418653669,39,379
state_heldout,frontback_inversion__mean,0.03,full_rollout,15600,15164,0.9720512820512821,507,0.033434450013189135,57,379
state_heldout,entropy_front_low__current,0.03,q0,15600,15557,0.9972435897435897,564,0.03625377643504532,0,43
state_heldout,entropy_front_low__current,0.03,q3,15600,15557,0.9972435897435897,564,0.03625377643504532,0,43
state_heldout,entropy_front_low__current,0.03,q7,15600,15479,0.9922435897435897,561,0.036242651334065505,3,118
state_heldout,entropy_front_low__current,0.03,q11,15600,15164,0.9720512820512821,534,0.0352149828541282,30,406
state_heldout,entropy_front_low__current,0.03,q15,15600,15123,0.9694230769230769,518,0.03425246313562124,46,431
state_heldout,entropy_front_low__current,0.03,q19,15600,15112,0.9687179487179487,508,0.033615669666490204,56,432
state_heldout,entropy_front_low__current,0.03,full_rollout,15600,15110,0.9685897435897436,506,0.033487756452680345,58,432
state_heldout,entropy_front_low__mean,0.03,q0,15600,15004,0.9617948717948718,559,0.03725673153825646,5,591
state_heldout,entropy_front_low__mean,0.03,q3,15600,15004,0.9617948717948718,559,0.03725673153825646,5,591
state_heldout,entropy_front_low__mean,0.03,q7,15600,15004,0.9617948717948718,559,0.03725673153825646,5,591
state_heldout,entropy_front_low__mean,0.03,q11,15600,15004,0.9617948717948718,559,0.03725673153825646,5,591
state_heldout,entropy_front_low__mean,0.03,q15,15600,15004,0.9617948717948718,559,0.03725673153825646,5,591
state_heldout,entropy_front_low__mean,0.03,q19,15600,15004,0.9617948717948718,559,0.03725673153825646,5,591
state_heldout,entropy_front_low__mean,0.03,full_rollout,15600,15004,0.9617948717948718,559,0.03725673153825646,5,591
state_heldout,entropy_first_flow_low__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,entropy_first_flow_low__current,0.03,q3,15600,15578,0.9985897435897436,563,0.03614071125946848,1,21
state_heldout,entropy_first_flow_low__current,0.03,q7,15600,15240,0.9769230769230769,550,0.03608923884514436,14,346
state_heldout,entropy_first_flow_low__current,0.03,q11,15600,15117,0.9690384615384615,526,0.03479526361050473,38,445
state_heldout,entropy_first_flow_low__current,0.03,q15,15600,15039,0.9640384615384615,472,0.03138506549637609,92,469
state_heldout,entropy_first_flow_low__current,0.03,q19,15600,15027,0.9632692307692308,461,0.03067811273041858,103,470
state_heldout,entropy_first_flow_low__current,0.03,full_rollout,15600,15023,0.9630128205128206,457,0.030420022631964323,107,470
state_heldout,entropy_first_flow_low__mean,0.03,q0,15600,15405,0.9875,554,0.03596234988640052,10,185
state_heldout,entropy_first_flow_low__mean,0.03,q3,15600,15363,0.9848076923076923,551,0.03586539087417822,13,224
state_heldout,entropy_first_flow_low__mean,0.03,q7,15600,15175,0.9727564102564102,543,0.035782537067545306,21,404
state_heldout,entropy_first_flow_low__mean,0.03,q11,15600,15120,0.9692307692307692,535,0.035383597883597885,29,451
state_heldout,entropy_first_flow_low__mean,0.03,q15,15600,15091,0.9673717948717949,511,0.03386124179974819,53,456
state_heldout,entropy_first_flow_low__mean,0.03,q19,15600,15065,0.9657051282051282,485,0.032193826750746765,79,456
state_heldout,entropy_first_flow_low__mean,0.03,full_rollout,15600,15060,0.9653846153846154,480,0.03187250996015936,84,456
state_heldout,token_front_collapse__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,token_front_collapse__current,0.03,q3,15600,15526,0.9952564102564102,564,0.03632616256601829,0,74
state_heldout,token_front_collapse__current,0.03,q7,15600,15255,0.9778846153846154,562,0.036840380203212064,2,343
state_heldout,token_front_collapse__current,0.03,q11,15600,14998,0.9614102564102565,562,0.03747166288838512,2,600
state_heldout,token_front_collapse__current,0.03,q15,15600,14946,0.958076923076923,562,0.037602033989027166,2,652
state_heldout,token_front_collapse__current,0.03,q19,15600,14946,0.958076923076923,562,0.037602033989027166,2,652
state_heldout,token_front_collapse__current,0.03,full_rollout,15600,14946,0.958076923076923,562,0.037602033989027166,2,652
state_heldout,token_front_collapse__mean,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
state_heldout,token_front_collapse__mean,0.03,q3,15600,15548,0.9966666666666667,564,0.03627476202727039,0,52
state_heldout,token_front_collapse__mean,0.03,q7,15600,15423,0.9886538461538461,564,0.03656876094145108,0,177
state_heldout,token_front_collapse__mean,0.03,q11,15600,15152,0.9712820512820513,563,0.03715681098204857,1,447
state_heldout,token_front_collapse__mean,0.03,q15,15600,15147,0.9709615384615384,563,0.03716907638476266,1,452
