setting,fold,method,budget,episodes,alarms,actual_rate
state_heldout,3,margin_low__mean,0.05,12800,640,0.05
state_heldout,3,margin_low__mean,0.1,12800,1280,0.1
state_heldout,3,token_collapse__current,0.01,12800,127,0.009921875
state_heldout,3,token_collapse__current,0.03,12800,383,0.029921875
state_heldout,3,token_collapse__current,0.05,12800,640,0.05
state_heldout,3,token_collapse__current,0.1,12800,1280,0.1
state_heldout,3,token_collapse__mean,0.01,12800,128,0.01
state_heldout,3,token_collapse__mean,0.03,12800,384,0.03
state_heldout,3,token_collapse__mean,0.05,12800,640,0.05
state_heldout,3,token_collapse__mean,0.1,12800,1280,0.1
state_heldout,3,flow_path_high__current,0.01,12800,128,0.01
state_heldout,3,flow_path_high__current,0.03,12800,384,0.03
state_heldout,3,flow_path_high__current,0.05,12800,640,0.05
state_heldout,3,flow_path_high__current,0.1,12800,1280,0.1
state_heldout,3,flow_path_high__mean,0.01,12800,128,0.01
state_heldout,3,flow_path_high__mean,0.03,12800,384,0.03
state_heldout,3,flow_path_high__mean,0.05,12800,640,0.05
state_heldout,3,flow_path_high__mean,0.1,12800,1280,0.1
state_heldout,3,frontback_inversion__current,0.01,12800,128,0.01
state_heldout,3,frontback_inversion__current,0.03,12800,384,0.03
state_heldout,3,frontback_inversion__current,0.05,12800,640,0.05
state_heldout,3,frontback_inversion__current,0.1,12800,1280,0.1
state_heldout,3,frontback_inversion__mean,0.01,12800,128,0.01
state_heldout,3,frontback_inversion__mean,0.03,12800,384,0.03
state_heldout,3,frontback_inversion__mean,0.05,12800,640,0.05
state_heldout,3,frontback_inversion__mean,0.1,12800,1280,0.1
state_heldout,3,entropy_front_low__current,0.01,12800,128,0.01
state_heldout,3,entropy_front_low__current,0.03,12800,384,0.03
state_heldout,3,entropy_front_low__current,0.05,12800,640,0.05
state_heldout,3,entropy_front_low__current,0.1,12800,1280,0.1
state_heldout,3,entropy_front_low__mean,0.01,12800,128,0.01
state_heldout,3,entropy_front_low__mean,0.03,12800,384,0.03
state_heldout,3,entropy_front_low__mean,0.05,12800,640,0.05
state_heldout,3,entropy_front_low__mean,0.1,12800,1280,0.1
state_heldout,3,entropy_first_flow_low__current,0.01,12800,128,0.01
state_heldout,3,entropy_first_flow_low__current,0.03,12800,384,0.03
state_heldout,3,entropy_first_flow_low__current,0.05,12800,639,0.049921875
state_heldout,3,entropy_first_flow_low__current,0.1,12800,1279,0.099921875
state_heldout,3,entropy_first_flow_low__mean,0.01,12800,128,0.01
state_heldout,3,entropy_first_flow_low__mean,0.03,12800,384,0.03
state_heldout,3,entropy_first_flow_low__mean,0.05,12800,640,0.05
state_heldout,3,entropy_first_flow_low__mean,0.1,12800,1280,0.1
state_heldout,3,token_front_collapse__current,0.01,12800,128,0.01
state_heldout,3,token_front_collapse__current,0.03,12800,384,0.03
state_heldout,3,token_front_collapse__current,0.05,12800,640,0.05
state_heldout,3,token_front_collapse__current,0.1,12800,1280,0.1
state_heldout,3,token_front_collapse__mean,0.01,12800,128,0.01
state_heldout,3,token_front_collapse__mean,0.03,12800,384,0.03
state_heldout,3,token_front_collapse__mean,0.05,12800,640,0.05
state_heldout,3,token_front_collapse__mean,0.1,12800,1280,0.1
state_heldout,3,freeze__current,0.01,12800,128,0.01
state_heldout,3,freeze__current,0.03,12800,384,0.03
state_heldout,3,freeze__current,0.05,12800,640,0.05
state_heldout,3,freeze__current,0.1,12800,1280,0.1
state_heldout,3,freeze__mean,0.01,12800,128,0.01
state_heldout,3,freeze__mean,0.03,12800,384,0.03
state_heldout,3,freeze__mean,0.05,12800,640,0.05
state_heldout,3,freeze__mean,0.1,12800,1280,0.1
state_heldout,3,deviation_global__current,0.01,12800,128,0.01
state_heldout,3,deviation_global__current,0.03,12800,384,0.03
state_heldout,3,deviation_global__current,0.05,12800,640,0.05
state_heldout,3,deviation_global__current,0.1,12800,1280,0.1
state_heldout,3,deviation_global__mean,0.01,12800,128,0.01
state_heldout,3,deviation_global__mean,0.03,12800,384,0.03
state_heldout,3,deviation_global__mean,0.05,12800,640,0.05
state_heldout,3,deviation_global__mean,0.1,12800,1280,0.1
state_heldout,3,deviation_step__current,0.01,12800,128,0.01
state_heldout,3,deviation_step__current,0.03,12800,384,0.03
state_heldout,3,deviation_step__current,0.05,12800,640,0.05
state_heldout,3,deviation_step__current,0.1,12800,1280,0.1
state_heldout,3,deviation_step__mean,0.01,12800,128,0.01
state_heldout,3,deviation_step__mean,0.03,12800,384,0.03
state_heldout,3,deviation_step__mean,0.05,12800,640,0.05
state_heldout,3,deviation_step__mean,0.1,12800,1280,0.1
state_heldout,3,clock,0.01,12800,0,0.0
state_heldout,3,clock,0.03,12800,356,0.0278125
state_heldout,3,clock,0.05,12800,618,0.04828125
state_heldout,3,clock,0.1,12800,1218,0.09515625
state_heldout,3,random,0.01,12800,128,0.01
state_heldout,3,random,0.03,12800,384,0.03
state_heldout,3,random,0.05,12800,640,0.05
state_heldout,3,random,0.1,12800,1280,0.1
state_heldout,3,v7_unlabeled_budget,0.01,12800,127,0.009921875
state_heldout,3,v7_unlabeled_budget,0.03,12800,383,0.029921875
state_heldout,3,v7_unlabeled_budget,0.05,12800,640,0.05
state_heldout,3,v7_unlabeled_budget,0.1,12800,1280,0.1
state_heldout,4,entropy_high__current,0.01,12800,128,0.01
state_heldout,4,entropy_high__current,0.03,12800,384,0.03
state_heldout,4,entropy_high__current,0.05,12800,638,0.04984375
state_heldout,4,entropy_high__current,0.1,12800,1280,0.1
state_heldout,4,entropy_high__mean,0.01,12800,128,0.01
state_heldout,4,entropy_high__mean,0.03,12800,383,0.029921875
state_heldout,4,entropy_high__mean,0.05,12800,640,0.05
state_heldout,4,entropy_high__mean,0.1,12800,1280,0.1
state_heldout,4,entropy_low__current,0.01,12800,128,0.01
state_heldout,4,entropy_low__current,0.03,12800,384,0.03
state_heldout,4,entropy_low__current,0.05,12800,640,0.05
state_heldout,4,entropy_low__current,0.1,12800,1280,0.1
state_heldout,4,entropy_low__mean,0.01,12800,128,0.01
state_heldout,4,entropy_low__mean,0.03,12800,384,0.03
state_heldout,4,entropy_low__mean,0.05,12800,640,0.05
state_heldout,4,entropy_low__mean,0.1,12800,1280,0.1
state_heldout,4,margin_low__current,0.01,12800,128,0.01
state_heldout,4,margin_low__current,0.03,12800,384,0.03
state_heldout,4,margin_low__current,0.05,12800,640,0.05
state_heldout,4,margin_low__current,0.1,12800,1280,0.1
state_heldout,4,margin_low__mean,0.01,12800,128,0.01
state_heldout,4,margin_low__mean,0.03,12800,384,0.03
state_heldout,4,margin_low__mean,0.05,12800,640,0.05
state_heldout,4,margin_low__mean,0.1,12800,1280,0.1
state_heldout,4,token_collapse__current,0.01,12800,128,0.01
state_heldout,4,token_collapse__current,0.03,12800,384,0.03
state_heldout,4,token_collapse__current,0.05,12800,640,0.05
state_heldout,4,token_collapse__current,0.1,12800,1280,0.1
state_heldout,4,token_collapse__mean,0.01,12800,128,0.01
state_heldout,4,token_collapse__mean,0.03,12800,384,0.03
state_heldout,4,token_collapse__mean,0.05,12800,640,0.05
state_heldout,4,token_collapse__mean,0.1,12800,1280,0.1
state_heldout,4,flow_path_high__current,0.01,12800,128,0.01
state_heldout,4,flow_path_high__current,0.03,12800,384,0.03
state_heldout,4,flow_path_high__current,0.05,12800,640,0.05
state_heldout,4,flow_path_high__current,0.1,12800,1280,0.1
state_heldout,4,flow_path_high__mean,0.01,12800,128,0.01
state_heldout,4,flow_path_high__mean,0.03,12800,384,0.03
state_heldout,4,flow_path_high__mean,0.05,12800,640,0.05
state_heldout,4,flow_path_high__mean,0.1,12800,1280,0.1
state_heldout,4,frontback_inversion__current,0.01,12800,128,0.01
state_heldout,4,frontback_inversion__current,0.03,12800,384,0.03
state_heldout,4,frontback_inversion__current,0.05,12800,640,0.05
state_heldout,4,frontback_inversion__current,0.1,12800,1280,0.1
state_heldout,4,frontback_inversion__mean,0.01,12800,128,0.01
state_heldout,4,frontback_inversion__mean,0.03,12800,384,0.03
state_heldout,4,frontback_inversion__mean,0.05,12800,640,0.05
state_heldout,4,frontback_inversion__mean,0.1,12800,1280,0.1
state_heldout,4,entropy_front_low__current,0.01,12800,128,0.01
state_heldout,4,entropy_front_low__current,0.03,12800,384,0.03
state_heldout,4,entropy_front_low__current,0.05,12800,640,0.05
state_heldout,4,entropy_front_low__current,0.1,12800,1280,0.1
state_heldout,4,entropy_front_low__mean,0.01,12800,128,0.01
state_heldout,4,entropy_front_low__mean,0.03,12800,384,0.03
state_heldout,4,entropy_front_low__mean,0.05,12800,640,0.05
state_heldout,4,entropy_front_low__mean,0.1,12800,1280,0.1
state_heldout,4,entropy_first_flow_low__current,0.01,12800,128,0.01
state_heldout,4,entropy_first_flow_low__current,0.03,12800,384,0.03
state_heldout,4,entropy_first_flow_low__current,0.05,12800,640,0.05
state_heldout,4,entropy_first_flow_low__current,0.1,12800,1280,0.1
state_heldout,4,entropy_first_flow_low__mean,0.01,12800,128,0.01
state_heldout,4,entropy_first_flow_low__mean,0.03,12800,384,0.03
state_heldout,4,entropy_first_flow_low__mean,0.05,12800,640,0.05
state_heldout,4,entropy_first_flow_low__mean,0.1,12800,1279,0.099921875
state_heldout,4,token_front_collapse__current,0.01,12800,128,0.01
state_heldout,4,token_front_collapse__current,0.03,12800,384,0.03
state_heldout,4,token_front_collapse__current,0.05,12800,640,0.05
state_heldout,4,token_front_collapse__current,0.1,12800,1280,0.1
state_heldout,4,token_front_collapse__mean,0.01,12800,128,0.01
state_heldout,4,token_front_collapse__mean,0.03,12800,384,0.03
state_heldout,4,token_front_collapse__mean,0.05,12800,640,0.05
state_heldout,4,token_front_collapse__mean,0.1,12800,1280,0.1
state_heldout,4,freeze__current,0.01,12800,128,0.01
state_heldout,4,freeze__current,0.03,12800,384,0.03
state_heldout,4,freeze__current,0.05,12800,640,0.05
state_heldout,4,freeze__current,0.1,12800,1280,0.1
state_heldout,4,freeze__mean,0.01,12800,128,0.01
state_heldout,4,freeze__mean,0.03,12800,384,0.03
state_heldout,4,freeze__mean,0.05,12800,640,0.05
state_heldout,4,freeze__mean,0.1,12800,1280,0.1
state_heldout,4,deviation_global__current,0.01,12800,128,0.01
state_heldout,4,deviation_global__current,0.03,12800,384,0.03
state_heldout,4,deviation_global__current,0.05,12800,640,0.05
state_heldout,4,deviation_global__current,0.1,12800,1280,0.1
state_heldout,4,deviation_global__mean,0.01,12800,128,0.01
state_heldout,4,deviation_global__mean,0.03,12800,384,0.03
state_heldout,4,deviation_global__mean,0.05,12800,640,0.05
state_heldout,4,deviation_global__mean,0.1,12800,1280,0.1
state_heldout,4,deviation_step__current,0.01,12800,128,0.01
state_heldout,4,deviation_step__current,0.03,12800,384,0.03
state_heldout,4,deviation_step__current,0.05,12800,640,0.05
state_heldout,4,deviation_step__current,0.1,12800,1280,0.1
state_heldout,4,deviation_step__mean,0.01,12800,128,0.01
state_heldout,4,deviation_step__mean,0.03,12800,384,0.03
state_heldout,4,deviation_step__mean,0.05,12800,640,0.05
state_heldout,4,deviation_step__mean,0.1,12800,1280,0.1
state_heldout,4,clock,0.01,12800,0,0.0
state_heldout,4,clock,0.03,12800,369,0.028828125
state_heldout,4,clock,0.05,12800,586,0.04578125
state_heldout,4,clock,0.1,12800,1218,0.09515625
state_heldout,4,random,0.01,12800,128,0.01
state_heldout,4,random,0.03,12800,384,0.03
state_heldout,4,random,0.05,12800,640,0.05
state_heldout,4,random,0.1,12800,1280,0.1
state_heldout,4,v7_unlabeled_budget,0.01,12800,127,0.009921875
state_heldout,4,v7_unlabeled_budget,0.03,12800,384,0.03
state_heldout,4,v7_unlabeled_budget,0.05,12800,640,0.05
state_heldout,4,v7_unlabeled_budget,0.1,12800,1280,0.1
task_heldout,0,entropy_high__current,0.01,12800,128,0.01
task_heldout,0,entropy_high__current,0.03,12800,384,0.03
task_heldout,0,entropy_high__current,0.05,12800,640,0.05
task_heldout,0,entropy_high__current,0.1,12800,1280,0.1
task_heldout,0,entropy_high__mean,0.01,12800,128,0.01
task_heldout,0,entropy_high__mean,0.03,12800,384,0.03
task_heldout,0,entropy_high__mean,0.05,12800,640,0.05
task_heldout,0,entropy_high__mean,0.1,12800,1280,0.1
task_heldout,0,entropy_low__current,0.01,12800,128,0.01
task_heldout,0,entropy_low__current,0.03,12800,384,0.03
task_heldout,0,entropy_low__current,0.05,12800,640,0.05
task_heldout,0,entropy_low__current,0.1,12800,1280,0.1
task_heldout,0,entropy_low__mean,0.01,12800,127,0.009921875
task_heldout,0,entropy_low__mean,0.03,12800,384,0.03
task_heldout,0,entropy_low__mean,0.05,12800,640,0.05
task_heldout,0,entropy_low__mean,0.1,12800,1279,0.099921875
task_heldout,0,margin_low__current,0.01,12800,128,0.01
task_heldout,0,margin_low__current,0.03,12800,384,0.03
task_heldout,0,margin_low__current,0.05,12800,640,0.05
task_heldout,0,margin_low__current,0.1,12800,1280,0.1
task_heldout,0,margin_low__mean,0.01,12800,128,0.01
task_heldout,0,margin_low__mean,0.03,12800,384,0.03
task_heldout,0,margin_low__mean,0.05,12800,640,0.05
task_heldout,0,margin_low__mean,0.1,12800,1280,0.1
task_heldout,0,token_collapse__current,0.01,12800,128,0.01
task_heldout,0,token_collapse__current,0.03,12800,383,0.029921875
task_heldout,0,token_collapse__current,0.05,12800,640,0.05
task_heldout,0,token_collapse__current,0.1,12800,1280,0.1
task_heldout,0,token_collapse__mean,0.01,12800,128,0.01
task_heldout,0,token_collapse__mean,0.03,12800,384,0.03
task_heldout,0,token_collapse__mean,0.05,12800,640,0.05
task_heldout,0,token_collapse__mean,0.1,12800,1280,0.1
task_heldout,0,flow_path_high__current,0.01,12800,128,0.01
task_heldout,0,flow_path_high__current,0.03,12800,384,0.03
task_heldout,0,flow_path_high__current,0.05,12800,640,0.05
task_heldout,0,flow_path_high__current,0.1,12800,1280,0.1
task_heldout,0,flow_path_high__mean,0.01,12800,128,0.01
task_heldout,0,flow_path_high__mean,0.03,12800,384,0.03
task_heldout,0,flow_path_high__mean,0.05,12800,640,0.05
task_heldout,0,flow_path_high__mean,0.1,12800,1280,0.1
task_heldout,0,frontback_inversion__current,0.01,12800,128,0.01
task_heldout,0,frontback_inversion__current,0.03,12800,384,0.03
task_heldout,0,frontback_inversion__current,0.05,12800,640,0.05
task_heldout,0,frontback_inversion__current,0.1,12800,1280,0.1
task_heldout,0,frontback_inversion__mean,0.01,12800,128,0.01
task_heldout,0,frontback_inversion__mean,0.03,12800,384,0.03
task_heldout,0,frontback_inversion__mean,0.05,12800,640,0.05
task_heldout,0,frontback_inversion__mean,0.1,12800,1280,0.1
task_heldout,0,entropy_front_low__current,0.01,12800,128,0.01
task_heldout,0,entropy_front_low__current,0.03,12800,384,0.03
task_heldout,0,entropy_front_low__current,0.05,12800,639,0.049921875
task_heldout,0,entropy_front_low__current,0.1,12800,1280,0.1
task_heldout,0,entropy_front_low__mean,0.01,12800,128,0.01
task_heldout,0,entropy_front_low__mean,0.03,12800,384,0.03
task_heldout,0,entropy_front_low__mean,0.05,12800,640,0.05
task_heldout,0,entropy_front_low__mean,0.1,12800,1280,0.1
task_heldout,0,entropy_first_flow_low__current,0.01,12800,128,0.01
task_heldout,0,entropy_first_flow_low__current,0.03,12800,383,0.029921875
task_heldout,0,entropy_first_flow_low__current,0.05,12800,640,0.05
task_heldout,0,entropy_first_flow_low__current,0.1,12800,1280,0.1
task_heldout,0,entropy_first_flow_low__mean,0.01,12800,127,0.009921875
task_heldout,0,entropy_first_flow_low__mean,0.03,12800,384,0.03
task_heldout,0,entropy_first_flow_low__mean,0.05,12800,640,0.05
task_heldout,0,entropy_first_flow_low__mean,0.1,12800,1280,0.1
task_heldout,0,token_front_collapse__current,0.01,12800,128,0.01
task_heldout,0,token_front_collapse__current,0.03,12800,383,0.029921875
task_heldout,0,token_front_collapse__current,0.05,12800,640,0.05
task_heldout,0,token_front_collapse__current,0.1,12800,1280,0.1
task_heldout,0,token_front_collapse__mean,0.01,12800,128,0.01
task_heldout,0,token_front_collapse__mean,0.03,12800,384,0.03
task_heldout,0,token_front_collapse__mean,0.05,12800,640,0.05
task_heldout,0,token_front_collapse__mean,0.1,12800,1280,0.1
task_heldout,0,freeze__current,0.01,12800,128,0.01
task_heldout,0,freeze__current,0.03,12800,384,0.03
task_heldout,0,freeze__current,0.05,12800,640,0.05
task_heldout,0,freeze__current,0.1,12800,1280,0.1
task_heldout,0,freeze__mean,0.01,12800,128,0.01
task_heldout,0,freeze__mean,0.03,12800,384,0.03
task_heldout,0,freeze__mean,0.05,12800,640,0.05
task_heldout,0,freeze__mean,0.1,12800,1280,0.1
task_heldout,0,deviation_global__current,0.01,12800,128,0.01
task_heldout,0,deviation_global__current,0.03,12800,384,0.03
task_heldout,0,deviation_global__current,0.05,12800,640,0.05
task_heldout,0,deviation_global__current,0.1,12800,1280,0.1
task_heldout,0,deviation_global__mean,0.01,12800,128,0.01
task_heldout,0,deviation_global__mean,0.03,12800,384,0.03
task_heldout,0,deviation_global__mean,0.05,12800,640,0.05
task_heldout,0,deviation_global__mean,0.1,12800,1280,0.1
task_heldout,0,deviation_step__current,0.01,12800,128,0.01
task_heldout,0,deviation_step__current,0.03,12800,384,0.03
task_heldout,0,deviation_step__current,0.05,12800,640,0.05
task_heldout,0,deviation_step__current,0.1,12800,1280,0.1
task_heldout,0,deviation_step__mean,0.01,12800,128,0.01
task_heldout,0,deviation_step__mean,0.03,12800,384,0.03
task_heldout,0,deviation_step__mean,0.05,12800,640,0.05
task_heldout,0,deviation_step__mean,0.1,12800,1280,0.1
task_heldout,0,clock,0.01,12800,0,0.0
task_heldout,0,clock,0.03,12800,350,0.02734375
task_heldout,0,clock,0.05,12800,571,0.044609375
task_heldout,0,clock,0.1,12800,1094,0.08546875
task_heldout,0,random,0.01,12800,128,0.01
task_heldout,0,random,0.03,12800,384,0.03
task_heldout,0,random,0.05,12800,640,0.05
task_heldout,0,random,0.1,12800,1280,0.1
task_heldout,0,v7_unlabeled_budget,0.01,12800,128,0.01
task_heldout,0,v7_unlabeled_budget,0.03,12800,383,0.029921875
task_heldout,0,v7_unlabeled_budget,0.05,12800,640,0.05
task_heldout,0,v7_unlabeled_budget,0.1,12800,1280,0.1
task_heldout,1,entropy_high__current,0.01,12800,128,0.01
task_heldout,1,entropy_high__current,0.03,12800,384,0.03
task_heldout,1,entropy_high__current,0.05,12800,640,0.05
task_heldout,1,entropy_high__current,0.1,12800,1280,0.1
task_heldout,1,entropy_high__mean,0.01,12800,128,0.01
task_heldout,1,entropy_high__mean,0.03,12800,384,0.03
task_heldout,1,entropy_high__mean,0.05,12800,640,0.05
task_heldout,1,entropy_high__mean,0.1,12800,1280,0.1
task_heldout,1,entropy_low__current,0.01,12800,128,0.01
task_heldout,1,entropy_low__current,0.03,12800,384,0.03
task_heldout,1,entropy_low__current,0.05,12800,640,0.05
task_heldout,1,entropy_low__current,0.1,12800,1280,0.1
task_heldout,1,entropy_low__mean,0.01,12800,128,0.01
task_heldout,1,entropy_low__mean,0.03,12800,384,0.03
task_heldout,1,entropy_low__mean,0.05,12800,640,0.05
task_heldout,1,entropy_low__mean,0.1,12800,1280,0.1
task_heldout,1,margin_low__current,0.01,12800,128,0.01
task_heldout,1,margin_low__current,0.03,12800,384,0.03
task_heldout,1,margin_low__current,0.05,12800,640,0.05
task_heldout,1,margin_low__current,0.1,12800,1280,0.1
task_heldout,1,margin_low__mean,0.01,12800,128,0.01
task_heldout,1,margin_low__mean,0.03,12800,384,0.03
task_heldout,1,margin_low__mean,0.05,12800,640,0.05
task_heldout,1,margin_low__mean,0.1,12800,1280,0.1
task_heldout,1,token_collapse__current,0.01,12800,128,0.01
task_heldout,1,token_collapse__current,0.03,12800,384,0.03
task_heldout,1,token_collapse__current,0.05,12800,640,0.05
task_heldout,1,token_collapse__current,0.1,12800,1280,0.1
task_heldout,1,token_collapse__mean,0.01,12800,128,0.01
task_heldout,1,token_collapse__mean,0.03,12800,384,0.03
task_heldout,1,token_collapse__mean,0.05,12800,640,0.05
task_heldout,1,token_collapse__mean,0.1,12800,1280,0.1
task_heldout,1,flow_path_high__current,0.01,12800,128,0.01
task_heldout,1,flow_path_high__current,0.03,12800,384,0.03
task_heldout,1,flow_path_high__current,0.05,12800,640,0.05
task_heldout,1,flow_path_high__current,0.1,12800,1280,0.1
task_heldout,1,flow_path_high__mean,0.01,12800,128,0.01
task_heldout,1,flow_path_high__mean,0.03,12800,384,0.03
task_heldout,1,flow_path_high__mean,0.05,12800,640,0.05
task_heldout,1,flow_path_high__mean,0.1,12800,1280,0.1
task_heldout,1,frontback_inversion__current,0.01,12800,128,0.01
task_heldout,1,frontback_inversion__current,0.03,12800,384,0.03
task_heldout,1,frontback_inversion__current,0.05,12800,640,0.05
task_heldout,1,frontback_inversion__current,0.1,12800,1280,0.1
task_heldout,1,frontback_inversion__mean,0.01,12800,128,0.01
task_heldout,1,frontback_inversion__mean,0.03,12800,384,0.03
task_heldout,1,frontback_inversion__mean,0.05,12800,640,0.05
task_heldout,1,frontback_inversion__mean,0.1,12800,1280,0.1
task_heldout,1,entropy_front_low__current,0.01,12800,128,0.01
task_heldout,1,entropy_front_low__current,0.03,12800,384,0.03
task_heldout,1,entropy_front_low__current,0.05,12800,640,0.05
task_heldout,1,entropy_front_low__current,0.1,12800,1280,0.1
task_heldout,1,entropy_front_low__mean,0.01,12800,128,0.01
task_heldout,1,entropy_front_low__mean,0.03,12800,384,0.03
task_heldout,1,entropy_front_low__mean,0.05,12800,640,0.05
task_heldout,1,entropy_front_low__mean,0.1,12800,1280,0.1
task_heldout,1,entropy_first_flow_low__current,0.01,12800,127,0.009921875
task_heldout,1,entropy_first_flow_low__current,0.03,12800,384,0.03
task_heldout,1,entropy_first_flow_low__current,0.05,12800,640,0.05
task_heldout,1,entropy_first_flow_low__current,0.1,12800,1280,0.1
task_heldout,1,entropy_first_flow_low__mean,0.01,12800,128,0.01
task_heldout,1,entropy_first_flow_low__mean,0.03,12800,384,0.03
task_heldout,1,entropy_first_flow_low__mean,0.05,12800,640,0.05
task_heldout,1,entropy_first_flow_low__mean,0.1,12800,1280,0.1
task_heldout,1,token_front_collapse__current,0.01,12800,128,0.01
task_heldout,1,token_front_collapse__current,0.03,12800,384,0.03
task_heldout,1,token_front_collapse__current,0.05,12800,640,0.05
task_heldout,1,token_front_collapse__current,0.1,12800,1280,0.1
task_heldout,1,token_front_collapse__mean,0.01,12800,128,0.01
task_heldout,1,token_front_collapse__mean,0.03,12800,384,0.03
task_heldout,1,token_front_collapse__mean,0.05,12800,640,0.05
task_heldout,1,token_front_collapse__mean,0.1,12800,1280,0.1
task_heldout,1,freeze__current,0.01,12800,128,0.01
task_heldout,1,freeze__current,0.03,12800,384,0.03
task_heldout,1,freeze__current,0.05,12800,640,0.05
task_heldout,1,freeze__current,0.1,12800,1280,0.1
task_heldout,1,freeze__mean,0.01,12800,128,0.01
task_heldout,1,freeze__mean,0.03,12800,384,0.03
task_heldout,1,freeze__mean,0.05,12800,640,0.05
task_heldout,1,freeze__mean,0.1,12800,1280,0.1
task_heldout,1,deviation_global__current,0.01,12800,128,0.01
task_heldout,1,deviation_global__current,0.03,12800,384,0.03
task_heldout,1,deviation_global__current,0.05,12800,640,0.05
task_heldout,1,deviation_global__current,0.1,12800,1280,0.1
task_heldout,1,deviation_global__mean,0.01,12800,128,0.01
task_heldout,1,deviation_global__mean,0.03,12800,384,0.03
task_heldout,1,deviation_global__mean,0.05,12800,640,0.05
task_heldout,1,deviation_global__mean,0.1,12800,1280,0.1
task_heldout,1,deviation_step__current,0.01,12800,128,0.01
task_heldout,1,deviation_step__current,0.03,12800,384,0.03
task_heldout,1,deviation_step__current,0.05,12800,640,0.05
task_heldout,1,deviation_step__current,0.1,12800,1280,0.1
task_heldout,1,deviation_step__mean,0.01,12800,128,0.01
task_heldout,1,deviation_step__mean,0.03,12800,384,0.03
task_heldout,1,deviation_step__mean,0.05,12800,640,0.05
task_heldout,1,deviation_step__mean,0.1,12800,1280,0.1
task_heldout,1,clock,0.01,12800,0,0.0
task_heldout,1,clock,0.03,12800,359,0.028046875
task_heldout,1,clock,0.05,12800,638,0.04984375
task_heldout,1,clock,0.1,12800,1010,0.07890625
task_heldout,1,random,0.01,12800,128,0.01
task_heldout,1,random,0.03,12800,384,0.03
task_heldout,1,random,0.05,12800,640,0.05
task_heldout,1,random,0.1,12800,1280,0.1
task_heldout,1,v7_unlabeled_budget,0.01,12800,128,0.01
task_heldout,1,v7_unlabeled_budget,0.03,12800,383,0.029921875
task_heldout,1,v7_unlabeled_budget,0.05,12800,640,0.05
task_heldout,1,v7_unlabeled_budget,0.1,12800,1280,0.1
task_heldout,2,entropy_high__current,0.01,12800,128,0.01
task_heldout,2,entropy_high__current,0.03,12800,383,0.029921875
task_heldout,2,entropy_high__current,0.05,12800,640,0.05
task_heldout,2,entropy_high__current,0.1,12800,1280,0.1
task_heldout,2,entropy_high__mean,0.01,12800,127,0.009921875
task_heldout,2,entropy_high__mean,0.03,12800,384,0.03
task_heldout,2,entropy_high__mean,0.05,12800,640,0.05
task_heldout,2,entropy_high__mean,0.1,12800,1280,0.1
task_heldout,2,entropy_low__current,0.01,12800,128,0.01
task_heldout,2,entropy_low__current,0.03,12800,384,0.03
task_heldout,2,entropy_low__current,0.05,12800,640,0.05
task_heldout,2,entropy_low__current,0.1,12800,1280,0.1
task_heldout,2,entropy_low__mean,0.01,12800,128,0.01
task_heldout,2,entropy_low__mean,0.03,12800,384,0.03
task_heldout,2,entropy_low__mean,0.05,12800,640,0.05
task_heldout,2,entropy_low__mean,0.1,12800,1280,0.1
task_heldout,2,margin_low__current,0.01,12800,128,0.01
task_heldout,2,margin_low__current,0.03,12800,384,0.03
task_heldout,2,margin_low__current,0.05,12800,640,0.05
task_heldout,2,margin_low__current,0.1,12800,1280,0.1
task_heldout,2,margin_low__mean,0.01,12800,128,0.01
task_heldout,2,margin_low__mean,0.03,12800,384,0.03
task_heldout,2,margin_low__mean,0.05,12800,640,0.05
task_heldout,2,margin_low__mean,0.1,12800,1280,0.1
task_heldout,2,token_collapse__current,0.01,12800,128,0.01
task_heldout,2,token_collapse__current,0.03,12800,384,0.03
task_heldout,2,token_collapse__current,0.05,12800,640,0.05
task_heldout,2,token_collapse__current,0.1,12800,1280,0.1
task_heldout,2,token_collapse__mean,0.01,12800,128,0.01
task_heldout,2,token_collapse__mean,0.03,12800,384,0.03
task_heldout,2,token_collapse__mean,0.05,12800,640,0.05
task_heldout,2,token_collapse__mean,0.1,12800,1280,0.1
task_heldout,2,flow_path_high__current,0.01,12800,128,0.01
task_heldout,2,flow_path_high__current,0.03,12800,384,0.03
task_heldout,2,flow_path_high__current,0.05,12800,640,0.05
task_heldout,2,flow_path_high__current,0.1,12800,1280,0.1
task_heldout,2,flow_path_high__mean,0.01,12800,128,0.01
task_heldout,2,flow_path_high__mean,0.03,12800,384,0.03
task_heldout,2,flow_path_high__mean,0.05,12800,640,0.05
task_heldout,2,flow_path_high__mean,0.1,12800,1280,0.1
task_heldout,2,frontback_inversion__current,0.01,12800,128,0.01
task_heldout,2,frontback_inversion__current,0.03,12800,384,0.03
task_heldout,2,frontback_inversion__current,0.05,12800,640,0.05
task_heldout,2,frontback_inversion__current,0.1,12800,1280,0.1
task_heldout,2,frontback_inversion__mean,0.01,12800,128,0.01
task_heldout,2,frontback_inversion__mean,0.03,12800,384,0.03
task_heldout,2,frontback_inversion__mean,0.05,12800,640,0.05
task_heldout,2,frontback_inversion__mean,0.1,12800,1280,0.1
task_heldout,2,entropy_front_low__current,0.01,12800,128,0.01
task_heldout,2,entropy_front_low__current,0.03,12800,384,0.03
task_heldout,2,entropy_front_low__current,0.05,12800,640,0.05
