representation,direction,width,confirmations,quantile,structure,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
L4,low,1,2,0.99,single,24,1,0.049281314168377825,6.986655488017886e-05,0.96,3,0,1.0,0.125,0.8199018185596759,1.1708718998653216
L4,low,1,2,0.99,or_l5,48,8,0.09856262833675565,0.0005589324390414309,0.8571428571428571,15,4,0.7894736842105263,0.3125,0.578001381843638,1.482942574304663
L4,low,1,2,0.995,single,14,1,0.028747433264887063,6.986655488017886e-05,0.9333333333333333,1,0,1.0,0.07142857142857142,0.8460372442407388,1.1031823240487917
L4,low,1,2,0.995,or_l5,38,8,0.07802874743326489,0.0005589324390414309,0.8260869565217391,13,4,0.7647058823529411,0.34210526315789475,0.5339367518013675,1.5471625688524546
L4,low,1,4,0.5,single,147,12,0.30184804928131415,0.0008383986585621463,0.9245283018867925,13,4,0.7647058823529411,0.08843537414965986,0.7742011977348981,1.1941705910449512
L4,low,1,4,0.5,or_l5,173,19,0.35523613963039014,0.0013274645427233983,0.9010416666666666,25,8,0.7575757575757576,0.14450867052023122,0.7133777206203158,1.2630639289984669
L4,low,1,4,0.6,single,129,11,0.2648870636550308,0.0007685321036819675,0.9214285714285714,11,4,0.7333333333333333,0.08527131782945736,0.7700781194199856,1.1965390889466918
L4,low,1,4,0.6,or_l5,155,18,0.3182751540041068,0.0012575979878432194,0.8959537572254336,23,8,0.7419354838709677,0.14838709677419354,0.7033610903933515,1.2738176300374755
L4,low,1,4,0.7,single,115,8,0.23613963039014374,0.0005589324390414309,0.9349593495934959,10,1,0.9090909090909091,0.08695652173913043,0.7914463647369055,1.181330019633481
L4,low,1,4,0.7,or_l5,141,15,0.28952772073921973,0.0010479983232026828,0.9038461538461539,22,5,0.8148148148148148,0.15602836879432624,0.7129386844993026,1.2677754391752858
L4,low,1,4,0.75,single,111,7,0.22792607802874743,0.000489065884161252,0.940677966101695,9,1,0.9,0.08108108108108109,0.8026783190517146,1.1719239747412304
L4,low,1,4,0.75,or_l5,137,14,0.2813141683778234,0.000978131768322504,0.9072847682119205,21,5,0.8076923076923077,0.15328467153284672,0.7191163812407559,1.2616661111884293
L4,low,1,4,0.8,single,104,4,0.2135523613963039,0.00027946621952071543,0.9629629629629629,8,0,1.0,0.07692307692307693,0.8180766422962721,1.1771060474969768
L4,low,1,4,0.8,or_l5,130,11,0.2669404517453799,0.0007685321036819675,0.9219858156028369,20,4,0.8333333333333334,0.15384615384615385,0.7249844630301363,1.2717318268440072
L4,low,1,4,0.85,single,88,2,0.1806981519507187,0.00013973310976035772,0.9777777777777777,7,0,1.0,0.07954545454545454,0.8248893670807493,1.185344140436789
L4,low,1,4,0.85,or_l5,114,9,0.23408624229979466,0.0006287989939216097,0.926829268292683,19,4,0.8260869565217391,0.16666666666666666,0.7163461378578801,1.2938288060911718
L4,low,1,4,0.9,single,66,1,0.13552361396303902,6.986655488017886e-05,0.9850746268656716,6,0,1.0,0.09090909090909091,0.8418909292969392,1.170073928327396
L4,low,1,4,0.9,or_l5,92,8,0.188911704312115,0.0005589324390414309,0.92,18,4,0.8181818181818182,0.1956521739130435,0.7027722418214676,1.309101221208616
L4,low,1,4,0.925,single,58,1,0.11909650924024641,6.986655488017886e-05,0.9830508474576272,5,0,1.0,0.08620689655172414,0.8385182474126952,1.1723666723901323
L4,low,1,4,0.925,or_l5,84,8,0.17248459958932238,0.0005589324390414309,0.9130434782608695,17,4,0.8095238095238095,0.20238095238095238,0.6885120490934875,1.3261111108556571
L4,low,1,4,0.95,single,40,1,0.08213552361396304,6.986655488017886e-05,0.975609756097561,3,0,1.0,0.075,0.8099585766389898,1.2045180880063748
L4,low,1,4,0.95,or_l5,66,8,0.13552361396303902,0.0005589324390414309,0.8918918918918919,15,4,0.7894736842105263,0.22727272727272727,0.6362004535331136,1.4019038919868827
L4,low,1,4,0.96,single,33,1,0.06776180698151951,6.986655488017886e-05,0.9705882352941176,2,0,1.0,0.06060606060606061,0.8161873838413997,1.189173288523559
L4,low,1,4,0.96,or_l5,59,8,0.12114989733059549,0.0005589324390414309,0.8805970149253731,14,4,0.7777777777777778,0.23728813559322035,0.6212075070128271,1.417556943508073
L4,low,1,4,0.975,single,17,1,0.03490759753593429,6.986655488017886e-05,0.9444444444444444,0,0,0.0,0.0,0.8991002680730309,1.0504328360045938
L4,low,1,4,0.975,or_l5,43,8,0.08829568788501027,0.0005589324390414309,0.8431372549019608,12,4,0.75,0.27906976744186046,0.5893007204816938,1.4307419380257693
L4,low,1,4,0.98,single,16,1,0.03285420944558522,6.986655488017886e-05,0.9411764705882353,0,0,0.0,0.0,0.8931649897243856,1.0537543246949985
L4,low,1,4,0.98,or_l5,42,8,0.08624229979466119,0.0005589324390414309,0.84,12,4,0.75,0.2857142857142857,0.5810867348913277,1.4455673302490601
L4,low,1,4,0.99,single,6,1,0.012320328542094456,6.986655488017886e-05,0.8571428571428571,0,0,0.0,0.0,0.8393003308502369,1.0212588100311424
L4,low,1,4,0.99,or_l5,32,8,0.06570841889117043,0.0005589324390414309,0.8,12,4,0.75,0.375,0.49364085588008716,1.6206114029474339
L4,low,1,4,0.995,single,5,0,0.01026694045174538,0.0,1.0,0,0,0.0,0.0,0.8677740863787375,1.1523736600306278
L4,low,1,4,0.995,or_l5,31,7,0.06365503080082136,0.000489065884161252,0.8157894736842105,12,4,0.75,0.3870967741935484,0.4791947987143556,1.7024172129432824
L4,low,1,6,0.5,single,93,6,0.19096509240246407,0.00041919932928107315,0.9393939393939394,3,1,0.75,0.03225806451612903,0.8039914977415258,1.1684127780365459
L4,low,1,6,0.5,or_l5,119,13,0.24435318275154005,0.0009082652134423251,0.9015151515151515,15,5,0.75,0.12605042016806722,0.7080734105732037,1.2731944711570962
L4,low,1,6,0.6,single,82,6,0.16837782340862423,0.00041919932928107315,0.9318181818181818,2,1,0.6666666666666666,0.024390243902439025,0.8087852650161299,1.1521206210397492
L4,low,1,6,0.6,or_l5,108,13,0.22176591375770022,0.0009082652134423251,0.8925619834710744,14,5,0.7368421052631579,0.12962962962962962,0.7028399606667046,1.269936306160512
L4,low,1,6,0.7,single,72,3,0.14784394250513347,0.00020959966464053657,0.96,2,0,1.0,0.027777777777777776,0.8260754027384597,1.1621215167738648
L4,low,1,6,0.7,or_l5,98,10,0.20123203285420946,0.0006986655488017886,0.9074074074074074,14,4,0.7777777777777778,0.14285714285714285,0.702094325228114,1.2924294853296048
L4,low,1,6,0.75,single,71,3,0.1457905544147844,0.00020959966464053657,0.9594594594594594,2,0,1.0,0.028169014084507043,0.8258818009763047,1.1617394381680861
L4,low,1,6,0.75,or_l5,97,10,0.19917864476386038,0.0006986655488017886,0.9065420560747663,14,4,0.7777777777777778,0.14432989690721648,0.7008017307616671,1.2935785062766472
L4,low,1,6,0.8,single,61,1,0.12525667351129363,6.986655488017886e-05,0.9838709677419355,2,0,1.0,0.03278688524590164,0.8547320843510239,1.15108697304719
L4,low,1,6,0.8,or_l5,87,8,0.17864476386036962,0.0005589324390414309,0.9157894736842105,14,4,0.7777777777777778,0.16091954022988506,0.7038307489370031,1.3011501345562537
L4,low,1,6,0.85,single,54,1,0.11088295687885011,6.986655488017886e-05,0.9818181818181818,2,0,1.0,0.037037037037037035,0.8661886474222784,1.1334923226482008
L4,low,1,6,0.85,or_l5,80,8,0.16427104722792607,0.0005589324390414309,0.9090909090909091,14,4,0.7777777777777778,0.175,0.6989875855395128,1.3005823392259939
L4,low,1,6,0.9,single,43,1,0.08829568788501027,6.986655488017886e-05,0.9772727272727273,0,0,0.0,0.0,0.915493259328326,1.0674821658323594
L4,low,1,6,0.9,or_l5,69,8,0.14168377823408623,0.0005589324390414309,0.8961038961038961,12,4,0.75,0.17391304347826086,0.7032757835025737,1.2741856283476263
L4,low,1,6,0.925,single,36,0,0.07392197125256673,0.0,1.0,0,0,0.0,0.0,0.9045047784400081,1.105577354411208
L4,low,1,6,0.925,or_l5,62,7,0.1273100616016427,0.000489065884161252,0.8985507246376812,12,4,0.75,0.1935483870967742,0.6729377383056829,1.3352657660425535
L4,low,1,6,0.95,single,25,0,0.0513347022587269,0.0,1.0,0,0,0.0,0.0,0.8909611062772993,1.1223834496864826
L4,low,1,6,0.95,or_l5,51,7,0.10472279260780287,0.000489065884161252,0.8793103448275862,12,4,0.75,0.23529411764705882,0.6231820616583501,1.4110007314518216
L4,low,1,6,0.96,single,16,0,0.03285420944558522,0.0,1.0,0,0,0.0,0.0,0.9520314193683485,1.050385501629219
L4,low,1,6,0.96,or_l5,42,7,0.08624229979466119,0.000489065884161252,0.8571428571428571,12,4,0.75,0.2857142857142857,0.5939394822274573,1.4431484735251232
L4,low,1,6,0.975,single,10,0,0.02053388090349076,0.0,1.0,0,0,0.0,0.0,0.9984375,1.001564945226917
L4,low,1,6,0.975,or_l5,36,7,0.07392197125256673,0.000489065884161252,0.8372093023255814,12,4,0.75,0.3333333333333333,0.5547652771919029,1.5091234739191801
L4,low,1,6,0.98,single,9,0,0.018480492813141684,0.0,1.0,0,0,0.0,0.0,0.9982638888888888,1.0017391304347827
L4,low,1,6,0.98,or_l5,35,7,0.07186858316221766,0.000489065884161252,0.8333333333333334,12,4,0.75,0.34285714285714286,0.5441644504583769,1.5313998050247035
L4,low,1,6,0.99,single,4,0,0.008213552361396304,0.0,1.0,0,0,0.0,0.0,1.0,1.0
L4,low,1,6,0.99,or_l5,30,7,0.061601642710472276,0.000489065884161252,0.8108108108108109,12,4,0.75,0.4,0.48298734916896824,1.678741300793692
L4,low,1,6,0.995,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
L4,low,1,6,0.995,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603478,1.8156714330470591
L4,low,1,8,0.5,single,57,3,0.11704312114989733,0.00020959966464053657,0.95,1,1,0.5,0.017543859649122806,0.807416565047865,1.1765921596415134
L4,low,1,8,0.5,or_l5,83,10,0.1704312114989733,0.0006986655488017886,0.8924731182795699,13,5,0.7222222222222222,0.1566265060240964,0.6700594174421906,1.3319313109371649
L4,low,1,8,0.6,single,48,3,0.09856262833675565,0.00020959966464053657,0.9411764705882353,1,1,0.5,0.020833333333333332,0.8348783194247025,1.1273217290356523
L4,low,1,8,0.6,or_l5,74,10,0.15195071868583163,0.0006986655488017886,0.8809523809523809,13,5,0.7222222222222222,0.17567567567567569,0.672015788213234,1.3109102440802332
L4,low,1,8,0.7,single,46,1,0.0944558521560575,6.986655488017886e-05,0.9787234042553191,1,0,1.0,0.021739130434782608,0.8552405212990157,1.1443838076904338
L4,low,1,8,0.7,or_l5,72,8,0.14784394250513347,0.0005589324390414309,0.9,13,4,0.7647058823529411,0.18055555555555555,0.6758354552538195,1.3316850913984564
L4,low,1,8,0.75,single,43,1,0.08829568788501027,6.986655488017886e-05,0.9772727272727273,1,0,1.0,0.023255813953488372,0.8619390724386833,1.1338072011374662
L4,low,1,8,0.75,or_l5,69,8,0.14168377823408623,0.0005589324390414309,0.8961038961038961,13,4,0.7647058823529411,0.18840579710144928,0.6726733909942064,1.3321530301346705
L4,low,1,8,0.8,single,35,1,0.07186858316221766,6.986655488017886e-05,0.9722222222222222,1,0,1.0,0.02857142857142857,0.8998607435957295,1.0804140853365214
L4,low,1,8,0.8,or_l5,61,8,0.12525667351129363,0.0005589324390414309,0.8840579710144928,13,4,0.7647058823529411,0.21311475409836064,0.6705147636043202,1.3184765183428346
L4,low,1,8,0.85,single,32,0,0.06570841889117043,0.0,1.0,1,0,1.0,0.03125,0.9094021753850172,1.099623496696196
L4,low,1,8,0.85,or_l5,58,7,0.11909650924024641,0.000489065884161252,0.8923076923076924,13,4,0.7647058823529411,0.22413793103448276,0.6610984851011136,1.3497348918765346
L4,low,1,8,0.9,single,20,0,0.04106776180698152,0.0,1.0,0,0,0.0,0.0,0.9503724319326305,1.0522190737019268
L4,low,1,8,0.9,or_l5,46,7,0.0944558521560575,0.000489065884161252,0.8679245283018868,12,4,0.75,0.2608695652173913,0.6203392558095177,1.3991126954706106
L4,low,1,8,0.925,single,18,0,0.03696098562628337,0.0,1.0,0,0,0.0,0.0,0.9515492619920912,1.0509177400931151
L4,low,1,8,0.925,or_l5,44,7,0.09034907597535935,0.000489065884161252,0.8627450980392157,12,4,0.75,0.2727272727272727,0.6078121301001856,1.419427246206833
L4,low,1,8,0.95,single,12,0,0.024640657084188913,0.0,1.0,0,0,0.0,0.0,0.9486247122910255,1.0541576526979757
L4,low,1,8,0.95,or_l5,38,7,0.07802874743326489,0.000489065884161252,0.8444444444444444,12,4,0.75,0.3157894736842105,0.5612006325943141,1.5047104286763773
L4,low,1,8,0.96,single,8,0,0.01642710472279261,0.0,1.0,0,0,0.0,0.0,0.9718901331719129,1.028922885281638
L4,low,1,8,0.96,or_l5,34,7,0.06981519507186858,0.000489065884161252,0.8292682926829268,12,4,0.75,0.35294117647058826,0.527942755722613,1.5707541844150876
L4,low,1,8,0.975,single,6,0,0.012320328542094456,0.0,1.0,0,0,0.0,0.0,1.0,1.0
L4,low,1,8,0.975,or_l5,32,7,0.06570841889117043,0.000489065884161252,0.8205128205128205,12,4,0.75,0.375,0.5095008184423545,1.6104249312519097
L4,low,1,8,0.98,single,5,0,0.01026694045174538,0.0,1.0,0,0,0.0,0.0,1.0,1.0
L4,low,1,8,0.98,or_l5,31,7,0.06365503080082136,0.000489065884161252,0.8157894736842105,12,4,0.75,0.3870967741935484,0.4965929452434691,1.6427729823754265
L4,low,1,8,0.99,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
L4,low,1,8,0.99,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
L4,low,1,8,0.995,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
L4,low,1,8,0.995,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
L4,low,2,1,0.5,single,386,6998,0.7926078028747433,0.4889261510514917,0.052275189599133264,217,6924,0.030387900854222098,0.5621761658031088,0.06054761963851292,0.863373158370742
L4,low,2,1,0.5,or_l5,397,6999,0.8151950718685832,0.48899601760637185,0.053677663601947,229,6927,0.03200111794298491,0.5768261964735516,0.06018077661788615,0.891940360669816
L4,low,2,1,0.6,single,363,5559,0.7453798767967146,0.3883881785789143,0.061296859169199594,186,5494,0.032746478873239435,0.512396694214876,0.06633228832650014,0.9240878117680005
L4,low,2,1,0.6,or_l5,375,5560,0.7700205338809035,0.38845804513379445,0.06318449873631002,198,5497,0.034767339771729584,0.528,0.06592351627085047,0.9584515861792469
L4,low,2,1,0.7,single,336,4133,0.6899383983572895,0.2887584713197792,0.07518460505705975,146,4080,0.03454803596781827,0.43452380952380953,0.0756634240896927,0.993671723975043
L4,low,2,1,0.7,or_l5,349,4134,0.7166324435318275,0.2888283378746594,0.07784965424938657,158,4083,0.03725536430087244,0.45272206303724927,0.07523674708231537,1.0347291352749801
L4,low,2,1,0.75,single,319,3393,0.6550308008213552,0.23705722070844687,0.0859375,122,3341,0.03522956973722206,0.3824451410658307,0.08494369607654953,1.0116995606425563
L4,low,2,1,0.75,or_l5,332,3395,0.6817248459958932,0.2371969538182072,0.08907968875771398,134,3344,0.03852788959171938,0.4036144578313253,0.08448961332626295,1.0543270971512926
L4,low,2,1,0.8,single,300,2704,0.6160164271047228,0.18891916439600362,0.09986684420772303,103,2655,0.03734590282813633,0.3433333333333333,0.0950686063221925,1.0504713182527263
L4,low,2,1,0.8,or_l5,314,2707,0.6447638603696099,0.18912876406064416,0.10393909301555776,115,2659,0.0414563806777217,0.3662420382165605,0.09447861748154612,1.1001335094246005
L4,low,2,1,0.85,single,277,1981,0.5687885010266941,0.13840564521763432,0.12267493356953056,82,1939,0.04057397328055418,0.296028880866426,0.11326270869543435,1.0831008279998482
L4,low,2,1,0.85,or_l5,292,1985,0.5995893223819302,0.13868511143715503,0.1282389108476065,94,1943,0.046146293568973984,0.3219178082191781,0.11288440771964522,1.1360196987177809
L4,low,2,1,0.9,single,244,1290,0.5010266940451745,0.09012785579543073,0.1590612777053455,65,1264,0.04890895410082769,0.26639344262295084,0.13484919206554918,1.1795493563508115
L4,low,2,1,0.9,or_l5,264,1296,0.5420944558521561,0.0905470551247118,0.16923076923076924,77,1268,0.05724907063197026,0.2916666666666667,0.13730295320629296,1.232535537502284
L4,low,2,1,0.925,single,226,930,0.46406570841889117,0.06497589603856634,0.19550173010380623,55,900,0.05759162303664921,0.24336283185840707,0.16367905302086405,1.1944211949887427
L4,low,2,1,0.925,or_l5,246,936,0.5051334702258727,0.0653950953678474,0.20812182741116753,67,904,0.0690010298661174,0.27235772357723576,0.1662833601229978,1.251609465055447
L4,low,2,1,0.95,single,195,579,0.4004106776180698,0.04045273527562356,0.25193798449612403,45,557,0.07475083056478406,0.23076923076923078,0.20730213915836723,1.2153178231492223
L4,low,2,1,0.95,or_l5,215,585,0.4414784394250513,0.04087193460490463,0.26875,57,561,0.09223300970873786,0.2651162790697674,0.209732252602301,1.2813956683601246
L4,low,2,1,0.96,single,177,454,0.36344969199178645,0.0317194159156012,0.2805071315372425,40,436,0.08403361344537816,0.22598870056497175,0.22981544136931098,1.2205756491639328
L4,low,2,1,0.96,or_l5,197,460,0.40451745379876797,0.032138615244882277,0.2998477929984779,52,440,0.10569105691056911,0.2639593908629442,0.23186876885758861,1.2931788721517787
L4,low,2,1,0.975,single,141,258,0.28952772073921973,0.018025571159086144,0.3533834586466165,26,246,0.09558823529411764,0.18439716312056736,0.28716267008489993,1.2306037499307914
L4,low,2,1,0.975,or_l5,161,265,0.33059548254620125,0.0185146370432474,0.3779342723004695,38,250,0.13194444444444445,0.2360248447204969,0.2875473386269707,1.314337576918964
L4,low,2,1,0.98,single,124,194,0.2546201232032854,0.013554111646754699,0.389937106918239,21,183,0.10294117647058823,0.1693548387096774,0.31313796997632204,1.2452565460130056
L4,low,2,1,0.98,or_l5,146,201,0.2997946611909651,0.01404317753091595,0.4207492795389049,33,187,0.15,0.22602739726027396,0.3155479404717143,1.3333925707451126
L4,low,2,1,0.99,single,71,91,0.1457905544147844,0.006357856494096276,0.4382716049382716,11,85,0.11458333333333333,0.15492957746478872,0.3598851921587938,1.2178094972712605
L4,low,2,1,0.99,or_l5,94,98,0.19301848049281314,0.006846922378257528,0.4895833333333333,23,89,0.20535714285714285,0.24468085106382978,0.36027048463008543,1.3589326748096566
L4,low,2,1,0.995,single,46,40,0.0944558521560575,0.0027946621952071545,0.5348837209302325,10,37,0.2127659574468085,0.21739130434782608,0.4110365380392932,1.301304559156004
L4,low,2,1,0.995,or_l5,69,47,0.14168377823408623,0.0032837280793684065,0.5948275862068966,22,41,0.3492063492063492,0.3188405797101449,0.39844546716061247,1.4928707570592663
L4,low,2,2,0.5,single,305,1471,0.6262833675564682,0.1027737022287431,0.17173423423423423,96,1432,0.06282722513089005,0.31475409836065577,0.14658795867038613,1.1715439371141756
L4,low,2,2,0.5,or_l5,324,1477,0.6652977412731006,0.10319290155802417,0.1799000555247085,108,1436,0.06994818652849741,0.3333333333333333,0.1483718625820893,1.2124944203971
L4,low,2,2,0.6,single,282,982,0.5790554414784395,0.06860895689233563,0.2231012658227848,85,947,0.08236434108527131,0.30141843971631205,0.17997127535246665,1.239649301733567
L4,low,2,2,0.6,or_l5,303,988,0.62217659137577,0.06902815622161672,0.23470178156467855,97,951,0.09255725190839695,0.3201320132013201,0.183083812515302,1.2819362801124887
L4,low,2,2,0.7,single,266,609,0.5462012320328542,0.042548731922028925,0.304,64,583,0.09891808346213292,0.24060150375939848,0.24064987871250768,1.2632460137791033
L4,low,2,2,0.7,or_l5,287,616,0.5893223819301848,0.04303779780619018,0.3178294573643411,76,587,0.11463046757164404,0.26480836236933797,0.24335755181743973,1.306018469493678
L4,low,2,2,0.75,single,254,466,0.5215605749486653,0.032557814574163346,0.3527777777777778,52,440,0.10569105691056911,0.2047244094488189,0.2845763691499795,1.2396594236953464
L4,low,2,2,0.75,or_l5,275,473,0.5646817248459959,0.0330468804583246,0.36764705882352944,64,444,0.12598425196850394,0.23272727272727273,0.28620081711990525,1.284577250768302
L4,low,2,2,0.8,single,234,323,0.4804928131416838,0.02256689722629777,0.42010771992818674,45,306,0.1282051282051282,0.19230769230769232,0.33212125696867745,1.26492270853897
L4,low,2,2,0.8,or_l5,256,330,0.5256673511293635,0.023055963110459023,0.43686006825938567,57,310,0.1553133514986376,0.22265625,0.33252913319250027,1.3137497579993644
L4,low,2,2,0.85,single,223,193,0.45790554414784396,0.013484245091874519,0.5360576923076923,38,178,0.17592592592592593,0.17040358744394618,0.4263304984502908,1.2573758955933467
L4,low,2,2,0.85,or_l5,245,200,0.5030800821355236,0.013973310976035772,0.550561797752809,50,182,0.21551724137931033,0.20408163265306123,0.42072813320128716,1.3085927807195297
L4,low,2,2,0.9,single,202,111,0.41478439425051333,0.007755187591699853,0.645367412140575,31,98,0.24031007751937986,0.15346534653465346,0.5142867075675823,1.254878655512922
L4,low,2,2,0.9,or_l5,224,118,0.459958932238193,0.008244253475861106,0.6549707602339181,43,102,0.296551724137931,0.19196428571428573,0.4995388052277927,1.3111509123605471
L4,low,2,2,0.925,single,178,67,0.3655030800821355,0.0046810591769719835,0.726530612244898,26,57,0.3132530120481928,0.14606741573033707,0.5867059613732444,1.238321510394031
L4,low,2,2,0.925,or_l5,200,74,0.4106776180698152,0.005170125061133236,0.7299270072992701,38,61,0.3838383838383838,0.19,0.5606331841448785,1.3019689664153786
L4,low,2,2,0.95,single,153,38,0.3141683778234086,0.0026549290854467967,0.8010471204188482,23,32,0.41818181818181815,0.1503267973856209,0.6287033093291986,1.2741258214045883
L4,low,2,2,0.95,or_l5,176,45,0.3613963039014374,0.0031439949696080486,0.7963800904977375,35,36,0.49295774647887325,0.19886363636363635,0.5925468959327094,1.343995042357248
L4,low,2,2,0.96,single,138,30,0.28336755646817247,0.0020959966464053656,0.8214285714285714,21,24,0.4666666666666667,0.15217391304347827,0.641330194391333,1.2808200496596989
L4,low,2,2,0.96,or_l5,162,37,0.3326488706365503,0.002585062530566618,0.8140703517587939,33,28,0.5409836065573771,0.2037037037037037,0.601075399884401,1.3543564616275368
L4,low,2,2,0.975,single,102,12,0.20944558521560575,0.0008383986585621463,0.8947368421052632,13,7,0.65,0.12745098039215685,0.6963477681649929,1.2848994180925757
L4,low,2,2,0.975,or_l5,126,19,0.2587268993839836,0.0013274645427233983,0.8689655172413793,25,11,0.6944444444444444,0.1984126984126984,0.6293391551038691,1.3807587056901953
L4,low,2,2,0.98,single,82,6,0.16837782340862423,0.00041919932928107315,0.9318181818181818,11,4,0.7333333333333333,0.13414634146341464,0.7058581059295215,1.3201211036474545
L4,low,2,2,0.98,or_l5,106,13,0.21765913757700206,0.0009082652134423251,0.8907563025210085,23,8,0.7419354838709677,0.2169811320754717,0.6217314726138632,1.4327026083722605
L4,low,2,2,0.99,single,49,3,0.10061601642710473,0.00020959966464053657,0.9423076923076923,6,1,0.8571428571428571,0.12244897959183673,0.752975501861941,1.2514453524418456
L4,low,2,2,0.99,or_l5,74,10,0.15195071868583163,0.0006986655488017886,0.8809523809523809,18,5,0.782608695652174,0.24324324324324326,0.6193483097151519,1.422386025978734
L4,low,2,2,0.995,single,27,1,0.055441478439425054,6.986655488017886e-05,0.9642857142857143,6,0,1.0,0.2222222222222222,0.6923668472130103,1.392738138989845
L4,low,2,2,0.995,or_l5,52,8,0.10677618069815195,0.0005589324390414309,0.8666666666666667,18,4,0.8181818181818182,0.34615384615384615,0.5376133940202686,1.612063010904063
L4,low,2,4,0.5,single,189,33,0.38809034907597534,0.002305596311045902,0.8513513513513513,26,23,0.5306122448979592,0.13756613756613756,0.6726157649007654,1.2657320803013825
L4,low,2,4,0.5,or_l5,214,40,0.4394250513347023,0.0027946621952071545,0.84251968503937,38,27,0.5846153846153846,0.17757009345794392,0.6393184405556489,1.3178404244168422
L4,low,2,4,0.6,single,183,20,0.3757700205338809,0.0013973310976035773,0.9014778325123153,22,11,0.6666666666666666,0.12021857923497267,0.7211102866627656,1.2501247717381412
L4,low,2,4,0.6,or_l5,208,27,0.4271047227926078,0.0018863969817648292,0.8851063829787233,34,15,0.6938775510204082,0.16346153846153846,0.6785173288753458,1.3044713013384677
L4,low,2,4,0.7,single,168,14,0.34496919917864477,0.000978131768322504,0.9230769230769231,21,5,0.8076923076923077,0.125,0.7413073619788795,1.245201343492421
L4,low,2,4,0.7,or_l5,194,21,0.39835728952772076,0.001467197652483756,0.9023255813953488,33,9,0.7857142857142857,0.17010309278350516,0.6920394037181762,1.303864457063212
L4,low,2,4,0.75,single,161,11,0.33059548254620125,0.0007685321036819675,0.936046511627907,18,2,0.9,0.11180124223602485,0.7644316700541688,1.2244999105826913
L4,low,2,4,0.75,or_l5,187,18,0.3839835728952772,0.0012575979878432194,0.9121951219512195,30,6,0.8333333333333334,0.16042780748663102,0.7090379471637505,1.2865251085645357
L4,low,2,4,0.8,single,151,10,0.31006160164271046,0.0006986655488017886,0.937888198757764,17,2,0.8947368421052632,0.11258278145695365,0.7649986812854026,1.2259997588255456
L4,low,2,4,0.8,or_l5,177,17,0.36344969199178645,0.0011877314329630407,0.9123711340206185,29,6,0.8285714285714286,0.1638418079096045,0.706367626836091,1.2916378092060121
L4,low,2,4,0.85,single,138,7,0.28336755646817247,0.000489065884161252,0.9517241379310345,14,2,0.875,0.10144927536231885,0.7774119114584056,1.2242211932997316
L4,low,2,4,0.85,or_l5,164,14,0.33675564681724846,0.000978131768322504,0.9213483146067416,26,6,0.8125,0.15853658536585366,0.7112093206782059,1.2954671540695617
L4,low,2,4,0.9,single,128,4,0.26283367556468173,0.00027946621952071543,0.9696969696969697,11,0,1.0,0.0859375,0.7987783773191134,1.2139749863428941
L4,low,2,4,0.9,or_l5,154,11,0.3162217659137577,0.0007685321036819675,0.9333333333333333,23,4,0.8518518518518519,0.14935064935064934,0.7230865316689382,1.29076298956797
L4,low,2,4,0.925,single,114,4,0.23408624229979466,0.00027946621952071543,0.9661016949152542,10,0,1.0,0.08771929824561403,0.794309456687659,1.2162787271147244
L4,low,2,4,0.925,or_l5,140,11,0.2874743326488706,0.0007685321036819675,0.9271523178807947,22,4,0.8461538461538461,0.15714285714285714,0.7125764755522888,1.3011267557804191
L4,low,2,4,0.95,single,96,4,0.1971252566735113,0.00027946621952071543,0.96,7,0,1.0,0.07291666666666667,0.8009339103799844,1.1986007678767783
L4,low,2,4,0.95,or_l5,122,11,0.25051334702258726,0.0007685321036819675,0.9172932330827067,19,4,0.8260869565217391,0.1557377049180328,0.7064956613327088,1.2983706529101067
L4,low,2,4,0.96,single,84,2,0.17248459958932238,0.00013973310976035772,0.9767441860465116,7,0,1.0,0.08333333333333333,0.8073305068203489,1.2098442679856038
L4,low,2,4,0.96,or_l5,110,9,0.22587268993839835,0.0006287989939216097,0.9243697478991597,19,4,0.8260869565217391,0.17272727272727273,0.7000080294605195,1.3205130641309224
L4,low,2,4,0.975,single,47,1,0.09650924024640657,6.986655488017886e-05,0.9791666666666666,0,0,0.0,0.0,0.8456743809678686,1.1578530563335938
L4,low,2,4,0.975,or_l5,73,8,0.14989733059548255,0.0005589324390414309,0.9012345679012346,12,4,0.75,0.1643835616438356,0.6723815087124632,1.3403619168929852
L4,low,2,4,0.98,single,39,1,0.08008213552361396,6.986655488017886e-05,0.975,0,0,0.0,0.0,0.8264942003419353,1.1796815992134309
L4,low,2,4,0.98,or_l5,65,8,0.13347022587268995,0.0005589324390414309,0.8904109589041096,12,4,0.75,0.18461538461538463,0.6428808209990308,1.3850326994051858
