representation,direction,width,confirmations,quantile,structure,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
L2,low,2,1,0.995,single,51,39,0.10472279260780287,0.0027247956403269754,0.5666666666666667,8,36,0.18181818181818182,0.1568627450980392,0.41909800001951947,1.352110166691977
L2,low,2,1,0.995,or_l5,71,46,0.1457905544147844,0.0032138615244882273,0.6068376068376068,20,40,0.3333333333333333,0.28169014084507044,0.38973556118694574,1.5570496184373666
L2,low,2,2,0.5,single,318,1720,0.6529774127310062,0.12017047439390764,0.1560353287536801,112,1667,0.0629567172568859,0.3522012578616352,0.13454319025211853,1.1597415555650774
L2,low,2,2,0.5,or_l5,335,1725,0.6878850102669405,0.12051980716830853,0.16262135922330098,119,1670,0.0665176076020123,0.35522388059701493,0.13723339646864938,1.1849984290117852
L2,low,2,2,0.6,single,296,1107,0.6078028747433265,0.077342276252358,0.21097647897362795,87,1060,0.07585004359197908,0.2939189189189189,0.1785143863240218,1.1818458070414792
L2,low,2,2,0.6,or_l5,313,1112,0.6427104722792608,0.0776916090267589,0.21964912280701754,96,1064,0.08275862068965517,0.30670926517571884,0.18029379996643763,1.2182843938499608
L2,low,2,2,0.7,single,272,678,0.5585215605749486,0.04736952420876127,0.2863157894736842,61,640,0.08701854493580599,0.22426470588235295,0.23782233869438338,1.2039062059751162
L2,low,2,2,0.7,or_l5,289,683,0.5934291581108829,0.04771885698316216,0.29732510288065844,71,644,0.0993006993006993,0.24567474048442905,0.23822086264751102,1.248106902041583
L2,low,2,2,0.75,single,262,504,0.5379876796714579,0.03521274365961014,0.34203655352480417,54,473,0.10246679316888045,0.20610687022900764,0.27975457801838716,1.2226307642490963
L2,low,2,2,0.75,or_l5,280,509,0.5749486652977412,0.03556207643401104,0.3548795944233207,64,477,0.11829944547134935,0.22857142857142856,0.279592864381938,1.2692727162683852
L2,low,2,2,0.8,single,254,369,0.5215605749486653,0.025780758750786,0.40770465489566615,48,344,0.12244897959183673,0.1889763779527559,0.3305164838328021,1.23353803770317
L2,low,2,2,0.8,or_l5,272,374,0.5585215605749486,0.02613009152518689,0.42105263157894735,58,348,0.14285714285714285,0.21323529411764705,0.3285116604691954,1.2816976754419636
L2,low,2,2,0.85,single,229,228,0.4702258726899384,0.015929574512680778,0.5010940919037199,37,207,0.15163934426229508,0.1615720524017467,0.4012339926334477,1.2488824503997114
L2,low,2,2,0.85,or_l5,247,234,0.5071868583162218,0.01634877384196185,0.5135135135135135,49,211,0.18846153846153846,0.19838056680161945,0.391872136902872,1.3104108844584454
L2,low,2,2,0.9,single,202,127,0.41478439425051333,0.008873052469782716,0.6139817629179332,27,109,0.19852941176470587,0.13366336633663367,0.5014759088233869,1.2243494694660781
L2,low,2,2,0.9,or_l5,221,133,0.4537987679671458,0.009292251799063789,0.6242937853107344,39,113,0.2565789473684211,0.17647058823529413,0.48323561651900415,1.2919035020800933
L2,low,2,2,0.925,single,182,70,0.3737166324435318,0.00489065884161252,0.7222222222222222,23,61,0.27380952380952384,0.12637362637362637,0.5717118844585765,1.2632625660846324
L2,low,2,2,0.925,or_l5,202,77,0.41478439425051333,0.0053797247257737725,0.7240143369175627,35,65,0.35,0.17326732673267325,0.5445947197233443,1.329455300788381
L2,low,2,2,0.95,single,162,33,0.3326488706365503,0.002305596311045902,0.8307692307692308,21,28,0.42857142857142855,0.12962962962962962,0.6361832261568588,1.3058647204325917
L2,low,2,2,0.95,or_l5,183,40,0.3757700205338809,0.0027946621952071545,0.820627802690583,33,32,0.5076923076923077,0.18032786885245902,0.5960818879813423,1.3767031329699941
L2,low,2,2,0.96,single,144,22,0.29568788501026694,0.001537064207363935,0.8674698795180723,19,18,0.5135135135135135,0.13194444444444445,0.6574441134462115,1.319457976391242
L2,low,2,2,0.96,or_l5,166,29,0.3408624229979466,0.002026130091525187,0.8512820512820513,31,22,0.5849056603773585,0.18674698795180722,0.6102884859042201,1.3948846667502968
L2,low,2,2,0.975,single,104,9,0.2135523613963039,0.0006287989939216097,0.9203539823008849,4,7,0.36363636363636365,0.038461538461538464,0.7544101799634758,1.2199649563920827
L2,low,2,2,0.975,or_l5,126,16,0.2587268993839836,0.0011178648780828617,0.8873239436619719,16,11,0.5925925925925926,0.12698412698412698,0.6698512834867929,1.324658122685327
L2,low,2,2,0.98,single,90,6,0.18480492813141683,0.00041919932928107315,0.9375,4,4,0.5,0.044444444444444446,0.7711160545439992,1.215770303932256
L2,low,2,2,0.98,or_l5,112,13,0.2299794661190965,0.0009082652134423251,0.896,16,8,0.6666666666666666,0.14285714285714285,0.6711813852438061,1.3349595499799636
L2,low,2,2,0.99,single,44,1,0.09034907597535935,6.986655488017886e-05,0.9777777777777777,3,0,1.0,0.06818181818181818,0.7876712361717093,1.2413526518119877
L2,low,2,2,0.99,or_l5,66,8,0.13552361396303902,0.0005589324390414309,0.8918918918918919,15,4,0.7894736842105263,0.22727272727272727,0.612374831715929,1.4564476619535964
L2,low,2,2,0.995,single,28,1,0.057494866529774126,6.986655488017886e-05,0.9655172413793104,3,0,1.0,0.10714285714285714,0.7388664332814643,1.306754777167561
L2,low,2,2,0.995,or_l5,50,8,0.1026694045174538,0.0005589324390414309,0.8620689655172413,15,4,0.7894736842105263,0.3,0.5396148014554188,1.5975636012802412
L2,low,2,4,0.5,single,201,26,0.4127310061601643,0.0018165304268846503,0.8854625550660793,26,15,0.6341463414634146,0.12935323383084577,0.7135542421070997,1.2409183532443737
L2,low,2,4,0.5,or_l5,224,33,0.459958932238193,0.002305596311045902,0.8715953307392996,38,19,0.6666666666666666,0.16964285714285715,0.6731753846285062,1.294752230461148
L2,low,2,4,0.6,single,185,18,0.3798767967145791,0.0012575979878432194,0.9113300492610837,22,9,0.7096774193548387,0.11891891891891893,0.7384585920502229,1.2340976990069388
L2,low,2,4,0.6,or_l5,209,25,0.42915811088295686,0.0017466638720044715,0.8931623931623932,34,13,0.723404255319149,0.16267942583732056,0.6915570729803834,1.2915237629096283
L2,low,2,4,0.7,single,170,12,0.3490759753593429,0.0008383986585621463,0.9340659340659341,19,3,0.8636363636363636,0.11176470588235295,0.7638832229600795,1.2227862924471484
L2,low,2,4,0.7,or_l5,195,19,0.4004106776180698,0.0013274645427233983,0.9112149532710281,31,7,0.8157894736842105,0.15897435897435896,0.7098003668130201,1.283762302578615
L2,low,2,4,0.75,single,160,11,0.32854209445585214,0.0007685321036819675,0.935672514619883,18,2,0.9,0.1125,0.7666253224018109,1.2205082290896065
L2,low,2,4,0.75,or_l5,185,18,0.3798767967145791,0.0012575979878432194,0.9113300492610837,30,6,0.8333333333333334,0.16216216216216217,0.7091796160096626,1.2850482849307767
L2,low,2,4,0.8,single,152,10,0.31211498973305957,0.0006986655488017886,0.9382716049382716,15,2,0.8823529411764706,0.09868421052631579,0.7723515844371617,1.2148244709331713
L2,low,2,4,0.8,or_l5,177,17,0.36344969199178645,0.0011877314329630407,0.9123711340206185,27,6,0.8181818181818182,0.15254237288135594,0.7112963329797526,1.282687807764348
L2,low,2,4,0.85,single,142,7,0.2915811088295688,0.000489065884161252,0.9530201342281879,15,1,0.9375,0.1056338028169014,0.7815725407503092,1.2193623554293362
L2,low,2,4,0.85,or_l5,167,14,0.34291581108829566,0.000978131768322504,0.9226519337016574,27,5,0.84375,0.16167664670658682,0.7145018811660107,1.2913219097421582
L2,low,2,4,0.9,single,124,5,0.2546201232032854,0.0003493327744008943,0.9612403100775194,14,1,0.9333333333333333,0.11290322580645161,0.7775151062366166,1.2362979218888526
L2,low,2,4,0.9,or_l5,149,12,0.3059548254620123,0.0008383986585621463,0.9254658385093167,26,5,0.8387096774193549,0.174496644295302,0.7029191343091639,1.3166035655280235
L2,low,2,4,0.925,single,109,3,0.22381930184804927,0.00020959966464053657,0.9732142857142857,13,0,1.0,0.11926605504587157,0.7859044867303503,1.2383365945182634
L2,low,2,4,0.925,or_l5,134,10,0.2751540041067762,0.0006986655488017886,0.9305555555555556,25,4,0.8620689655172413,0.1865671641791045,0.7006377391184101,1.3281550558872888
L2,low,2,4,0.95,single,85,3,0.17453798767967146,0.00020959966464053657,0.9659090909090909,12,0,1.0,0.1411764705882353,0.7864834092523608,1.2281366390516668
L2,low,2,4,0.95,or_l5,111,10,0.22792607802874743,0.0006986655488017886,0.9173553719008265,24,4,0.8571428571428571,0.21621621621621623,0.6866204292021453,1.3360443891347593
L2,low,2,4,0.96,single,70,2,0.1437371663244353,0.00013973310976035772,0.9722222222222222,11,0,1.0,0.15714285714285714,0.7823409192486719,1.2427091544130204
L2,low,2,4,0.96,or_l5,96,9,0.1971252566735113,0.0006287989939216097,0.9142857142857143,23,4,0.8518518518518519,0.23958333333333334,0.6685626486205353,1.3675393266019071
L2,low,2,4,0.975,single,43,1,0.08829568788501027,6.986655488017886e-05,0.9772727272727273,2,0,1.0,0.046511627906976744,0.8819860480167805,1.1080364927202724
L2,low,2,4,0.975,or_l5,69,8,0.14168377823408623,0.0005589324390414309,0.8961038961038961,14,4,0.7777777777777778,0.2028985507246377,0.6841288056102618,1.309846755107098
L2,low,2,4,0.98,single,36,1,0.07392197125256673,6.986655488017886e-05,0.972972972972973,1,0,1.0,0.027777777777777776,0.8867998399525839,1.0971731490445427
L2,low,2,4,0.98,or_l5,62,8,0.1273100616016427,0.0005589324390414309,0.8857142857142857,13,4,0.7647058823529411,0.20967741935483872,0.6668875142499634,1.3281314566376803
L2,low,2,4,0.99,single,13,1,0.026694045174537988,6.986655488017886e-05,0.9285714285714286,0,0,0.0,0.0,0.8245492001378177,1.1261564845569243
L2,low,2,4,0.99,or_l5,39,8,0.08008213552361396,0.0005589324390414309,0.8297872340425532,12,4,0.75,0.3076923076923077,0.5407281004506654,1.5345739075719826
L2,low,2,4,0.995,single,8,1,0.01642710472279261,6.986655488017886e-05,0.8888888888888888,0,0,0.0,0.0,0.7663456672512523,1.159905936543202
L2,low,2,4,0.995,or_l5,34,8,0.06981519507186858,0.0005589324390414309,0.8095238095238095,12,4,0.75,0.35294117647058826,0.4944676886788833,1.6371622010058773
L2,low,2,6,0.5,single,138,8,0.28336755646817247,0.0005589324390414309,0.9452054794520548,9,2,0.8181818181818182,0.06521739130434782,0.7595215777547898,1.24447482090787
L2,low,2,6,0.5,or_l5,164,15,0.33675564681724846,0.0010479983232026828,0.9162011173184358,21,6,0.7777777777777778,0.12804878048780488,0.6969870517958163,1.3145166972009097
L2,low,2,6,0.6,single,126,8,0.2587268993839836,0.0005589324390414309,0.9402985074626866,8,2,0.8,0.06349206349206349,0.7555919242800877,1.2444528286331058
L2,low,2,6,0.6,or_l5,152,15,0.31211498973305957,0.0010479983232026828,0.9101796407185628,20,6,0.7692307692307693,0.13157894736842105,0.6893404178010992,1.3203630850805328
L2,low,2,6,0.7,single,110,6,0.22587268993839835,0.00041919932928107315,0.9482758620689655,6,1,0.8571428571428571,0.05454545454545454,0.7539832685934963,1.2576882028667673
L2,low,2,6,0.7,or_l5,136,13,0.2792607802874743,0.0009082652134423251,0.912751677852349,18,5,0.782608695652174,0.1323529411764706,0.6800845038664255,1.3421150940260527
L2,low,2,6,0.75,single,104,5,0.2135523613963039,0.0003493327744008943,0.9541284403669725,4,1,0.8,0.038461538461538464,0.7449320357583133,1.2808261620749133
L2,low,2,6,0.75,or_l5,130,12,0.2669404517453799,0.0008383986585621463,0.9154929577464789,16,5,0.7619047619047619,0.12307692307692308,0.6694938296965351,1.3674404709023964
L2,low,2,6,0.8,single,98,5,0.20123203285420946,0.0003493327744008943,0.9514563106796117,3,1,0.75,0.030612244897959183,0.75826763132463,1.254776376274294
L2,low,2,6,0.8,or_l5,124,12,0.2546201232032854,0.0008383986585621463,0.9117647058823529,15,5,0.75,0.12096774193548387,0.6762654260712405,1.3482349839755137
L2,low,2,6,0.85,single,94,3,0.19301848049281314,0.00020959966464053657,0.9690721649484536,3,1,0.75,0.031914893617021274,0.7738966682314073,1.2521983938283163
L2,low,2,6,0.85,or_l5,120,10,0.2464065708418891,0.0006986655488017886,0.9230769230769231,15,5,0.75,0.125,0.684142374905372,1.3492468189893947
L2,low,2,6,0.9,single,78,2,0.1601642710472279,0.00013973310976035772,0.975,3,0,1.0,0.038461538461538464,0.7732365415587615,1.2609336827699646
L2,low,2,6,0.9,or_l5,104,9,0.2135523613963039,0.0006287989939216097,0.9203539823008849,15,4,0.7894736842105263,0.14423076923076922,0.670172170300467,1.373309759920724
L2,low,2,6,0.925,single,66,1,0.13552361396303902,6.986655488017886e-05,0.9850746268656716,2,0,1.0,0.030303030303030304,0.7918776717526329,1.2439732322360386
L2,low,2,6,0.925,or_l5,92,8,0.188911704312115,0.0005589324390414309,0.92,14,4,0.7777777777777778,0.15217391304347827,0.6692633592667824,1.3746457015186286
L2,low,2,6,0.95,single,53,1,0.10882956878850103,6.986655488017886e-05,0.9814814814814815,2,0,1.0,0.03773584905660377,0.8238503188887736,1.191334710903947
L2,low,2,6,0.95,or_l5,79,8,0.162217659137577,0.0005589324390414309,0.9080459770114943,14,4,0.7777777777777778,0.17721518987341772,0.6707867717154667,1.3537028684827253
L2,low,2,6,0.96,single,41,1,0.08418891170431211,6.986655488017886e-05,0.9761904761904762,1,0,1.0,0.024390243902439025,0.7876253825268532,1.239409620165706
L2,low,2,6,0.96,or_l5,67,8,0.1375770020533881,0.0005589324390414309,0.8933333333333333,13,4,0.7647058823529411,0.19402985074626866,0.6260106398050622,1.4270257988131232
L2,low,2,6,0.975,single,21,1,0.043121149897330596,6.986655488017886e-05,0.9545454545454546,1,0,1.0,0.047619047619047616,0.8927358650224366,1.0692361446926573
L2,low,2,6,0.975,or_l5,47,8,0.09650924024640657,0.0005589324390414309,0.8545454545454545,13,4,0.7647058823529411,0.2765957446808511,0.609285835449917,1.4025362232726608
L2,low,2,6,0.98,single,18,1,0.03696098562628337,6.986655488017886e-05,0.9473684210526315,0,0,0.0,0.0,0.94167058536647,1.0060507737787563
L2,low,2,6,0.98,or_l5,44,8,0.09034907597535935,0.0005589324390414309,0.8461538461538461,12,4,0.75,0.2727272727272727,0.6108129431002838,1.385291283873341
L2,low,2,6,0.99,single,6,1,0.012320328542094456,6.986655488017886e-05,0.8571428571428571,0,0,0.0,0.0,0.9057971014492754,0.9462857142857142
L2,low,2,6,0.99,or_l5,32,8,0.06570841889117043,0.0005589324390414309,0.8,12,4,0.75,0.375,0.505277790734919,1.5832874800145322
L2,low,2,6,0.995,single,4,1,0.008213552361396304,6.986655488017886e-05,0.8,0,0,0.0,0.0,0.8983308655269887,0.8905404797938177
L2,low,2,6,0.995,or_l5,30,8,0.061601642710472276,0.0005589324390414309,0.7894736842105263,12,4,0.75,0.4,0.4832154275496519,1.6337923816172144
L2,low,2,8,0.5,single,85,5,0.17453798767967146,0.0003493327744008943,0.9444444444444444,1,1,0.5,0.011764705882352941,0.763356649409705,1.2372256731827416
L2,low,2,8,0.5,or_l5,111,12,0.22792607802874743,0.0008383986585621463,0.9024390243902439,13,5,0.7222222222222222,0.11711711711711711,0.6713221980985795,1.3442710921019274
L2,low,2,8,0.6,single,80,4,0.16427104722792607,0.00027946621952071543,0.9523809523809523,0,1,0.0,0.0,0.7756438987526428,1.2278584978397051
L2,low,2,8,0.6,or_l5,106,11,0.21765913757700206,0.0007685321036819675,0.905982905982906,12,5,0.7058823529411765,0.11320754716981132,0.6754240975596053,1.3413541347670885
L2,low,2,8,0.7,single,69,4,0.14168377823408623,0.00027946621952071543,0.9452054794520548,0,1,0.0,0.0,0.7892978385542552,1.1975270085413807
L2,low,2,8,0.7,or_l5,95,11,0.19507186858316222,0.0007685321036819675,0.8962264150943396,12,5,0.7058823529411765,0.12631578947368421,0.6744271144689854,1.3288706753731119
L2,low,2,8,0.75,single,65,2,0.13347022587268995,0.00013973310976035772,0.9701492537313433,0,0,0.0,0.0,0.797798008668846,1.2160336867098371
L2,low,2,8,0.75,or_l5,91,9,0.1868583162217659,0.0006287989939216097,0.91,12,4,0.75,0.13186813186813187,0.673229985000645,1.3516926166013359
L2,low,2,8,0.8,single,60,2,0.12320328542094455,0.00013973310976035772,0.967741935483871,0,0,0.0,0.0,0.8106526944757055,1.1937811865410055
L2,low,2,8,0.8,or_l5,86,9,0.17659137577002054,0.0006287989939216097,0.9052631578947369,12,4,0.75,0.13953488372093023,0.6750631471236376,1.341005151520941
L2,low,2,8,0.85,single,55,2,0.11293634496919917,0.00013973310976035772,0.9649122807017544,0,0,0.0,0.0,0.8418828418352892,1.146136056886803
L2,low,2,8,0.85,or_l5,81,9,0.16632443531827515,0.0006287989939216097,0.9,12,4,0.75,0.14814814814814814,0.6873094878207036,1.3094537700238766
L2,low,2,8,0.9,single,46,2,0.0944558521560575,0.00013973310976035772,0.9583333333333334,0,0,0.0,0.0,0.8456630403096147,1.1332330817987124
L2,low,2,8,0.9,or_l5,72,9,0.14784394250513347,0.0006287989939216097,0.8888888888888888,12,4,0.75,0.16666666666666666,0.6723747883223868,1.322014008149706
L2,low,2,8,0.925,single,39,1,0.08008213552361396,6.986655488017886e-05,0.975,0,0,0.0,0.0,0.87708104534202,1.1116418547385165
L2,low,2,8,0.925,or_l5,65,8,0.13347022587268995,0.0005589324390414309,0.8904109589041096,12,4,0.75,0.18461538461538463,0.6705996401771593,1.3277832339261029
L2,low,2,8,0.95,single,31,1,0.06365503080082136,6.986655488017886e-05,0.96875,0,0,0.0,0.0,0.8989833692030719,1.0776061417674219
L2,low,2,8,0.95,or_l5,57,8,0.11704312114989733,0.0005589324390414309,0.8769230769230769,12,4,0.75,0.21052631578947367,0.6559692266730789,1.3368356948246243
L2,low,2,8,0.96,single,25,1,0.0513347022587269,6.986655488017886e-05,0.9615384615384616,0,0,0.0,0.0,0.894816398321901,1.074565087700324
L2,low,2,8,0.96,or_l5,51,8,0.10472279260780287,0.0005589324390414309,0.864406779661017,12,4,0.75,0.23529411764705882,0.6294196317901908,1.3733394003019535
L2,low,2,8,0.975,single,13,1,0.026694045174537988,6.986655488017886e-05,0.9285714285714286,0,0,0.0,0.0,0.967943435955618,0.9593240617977653
L2,low,2,8,0.975,or_l5,39,8,0.08008213552361396,0.0005589324390414309,0.8297872340425532,12,4,0.75,0.3076923076923077,0.5834412770772441,1.4222292227923639
L2,low,2,8,0.98,single,11,1,0.022587268993839837,6.986655488017886e-05,0.9166666666666666,0,0,0.0,0.0,0.9654992260061919,0.9494224769692233
L2,low,2,8,0.98,or_l5,37,8,0.07597535934291581,0.0005589324390414309,0.8222222222222222,12,4,0.75,0.32432432432432434,0.5657005029183585,1.453458531467639
L2,low,2,8,0.99,single,5,1,0.01026694045174538,6.986655488017886e-05,0.8333333333333334,0,0,0.0,0.0,0.9548913043478261,0.872699677480554
L2,low,2,8,0.99,or_l5,31,8,0.06365503080082136,0.0005589324390414309,0.7948717948717948,12,4,0.75,0.3870967741935484,0.5025610191112508,1.5816423571360114
L2,low,2,8,0.995,single,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.944,1.0593220338983051
L2,low,2,8,0.995,or_l5,28,7,0.057494866529774126,0.000489065884161252,0.8,12,4,0.75,0.42857142857142855,0.45024376912148073,1.7768152606774914
L2,low,4,1,0.5,single,376,7014,0.7720739219712526,0.49004401592957453,0.05087956698240866,211,6896,0.029689038975657802,0.5611702127659575,0.06443154937428633,0.7896685315891835
L2,low,4,1,0.5,or_l5,387,7014,0.7946611909650924,0.49004401592957453,0.052290231049858124,219,6899,0.03076706940151728,0.5658914728682171,0.06438333770411875,0.8121702433347595
L2,low,4,1,0.6,single,365,5561,0.7494866529774127,0.3885279116886746,0.061592980087748904,186,5453,0.0329845717325767,0.5095890410958904,0.07108855669545767,0.8664260881200939
L2,low,4,1,0.6,or_l5,377,5561,0.7741273100616016,0.3885279116886746,0.06348939036712697,195,5456,0.034507166873119804,0.5172413793103449,0.0709357769619755,0.8950263616786759
