corpus,block,feat,K,t,variant,auc_succ,det_auc,res_auc_succ,res_det_auc,base_det_auc,npairs,n_scored,p_raw,p_res,ndraw
A,perm,cell1280,16,25,emp_time,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,16,25,esteps,,,,,,,,0.03980099502487562,0.07462686567164178,200.0
A,perm,cell1280,16,25,esteps_w8,,,,,,,,0.208955223880597,0.18407960199004975,200.0
A,perm,cell1280,16,25,dwell,,,,,,,,0.835820895522388,0.43781094527363185,200.0
A,perm,cell1280,16,25,stayp_w8,,,,,,,,0.30845771144278605,0.2736318407960199,200.0
A,perm,cell1280,16,25,nll_w8,,,,,,,,0.6965174129353234,0.8059701492537313,200.0
A,perm,cell1280,16,30,absorb,,,,,,,,0.22388059701492538,0.3482587064676617,200.0
A,perm,cell1280,16,30,absorb_w8,,,,,,,,0.10945273631840796,0.845771144278607,200.0
A,perm,cell1280,16,30,absorb_drift,,,,,,,,0.5472636815920398,0.8905472636815921,200.0
A,perm,cell1280,16,30,absorb_max_w8,,,,,,,,0.417910447761194,0.7860696517412935,200.0
A,perm,cell1280,16,30,frac_hirisk_w8,,,,,,,,0.1890547263681592,0.6766169154228856,200.0
A,perm,cell1280,16,30,emp_pool,,,,,,,,0.1044776119402985,0.8407960199004975,200.0
A,perm,cell1280,16,30,emp_pool_w8,,,,,,,,0.004975124378109453,0.03482587064676617,200.0
A,perm,cell1280,16,30,emp_time,,,,,,,,0.06467661691542288,0.472636815920398,200.0
A,perm,cell1280,16,30,esteps,,,,,,,,0.7810945273631841,0.8059701492537313,200.0
A,perm,cell1280,16,30,esteps_w8,,,,,,,,0.024875621890547265,0.15422885572139303,200.0
A,perm,cell1280,16,30,dwell,,,,,,,,0.05970149253731343,0.6169154228855721,200.0
A,perm,cell1280,16,30,stayp_w8,,,,,,,,0.06965174129353234,0.35323383084577115,200.0
A,perm,cell1280,16,30,nll_w8,,,,,,,,0.42786069651741293,0.2835820895522388,200.0
A,detect,cell1280,32,20,absorb,0.41408114558472553,0.5859188544152745,0.4531196726900784,0.5468803273099216,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,absorb_w8,0.40709171496760993,0.5929082850323901,0.42277531537674734,0.5772246846232527,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,absorb_drift,0.4236276849642005,0.5763723150357996,0.4780088646437095,0.5219911353562905,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,absorb_max_w8,0.3804977838390726,0.6195022161609274,0.4142516195022162,0.5857483804977839,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,frac_hirisk_w8,0.41680872826457555,0.5831912717354244,0.42482100238663484,0.5751789976133652,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,emp_pool,0.32850323900443235,0.6714967609955677,0.3573133310603478,0.6426866689396522,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,emp_pool_w8,0.3068530514831231,0.6931469485168769,0.3440163654960791,0.6559836345039209,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,emp_time,0.3312308216842823,0.6687691783157177,0.3627684964200477,0.6372315035799523,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,esteps,0.6333106034776679,0.6333106034776679,0.605182407091715,0.605182407091715,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,esteps_w8,0.6065461984316399,0.6065461984316399,0.5833617456529151,0.5833617456529151,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,dwell,0.5519945448346403,0.5519945448346403,0.5165359699965906,0.5165359699965906,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,stayp_w8,0.5973406068871463,0.5973406068871463,0.5574497101943403,0.5574497101943403,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,20,nll_w8,0.5334128878281623,0.5334128878281623,0.5516535969996591,0.5516535969996591,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,32,25,absorb,0.34998295260825096,0.650017047391749,0.3467439481759291,0.6532560518240709,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,absorb_w8,0.32782134333446983,0.6721786566655301,0.319127173542448,0.680872826457552,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,absorb_drift,0.49454483464029997,0.5054551653597,0.4282304807364473,0.5717695192635527,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,absorb_max_w8,0.339072621888851,0.660927378111149,0.3467439481759291,0.6532560518240709,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,frac_hirisk_w8,0.4485168769178316,0.5514831230821684,0.37129219229457894,0.6287078077054211,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,emp_pool,0.3117967950903512,0.6882032049096488,0.33515172178656666,0.6648482782134333,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,emp_pool_w8,0.2763382202523014,0.7236617797476985,0.2877599727241732,0.7122400272758268,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,emp_time,0.3034435731333106,0.6965564268666894,0.29867030344357315,0.7013296965564269,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,esteps,0.6888851005796113,0.6888851005796113,0.7006478008864644,0.7006478008864644,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,esteps_w8,0.69672690078418,0.69672690078418,0.6757586089328332,0.6757586089328332,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,dwell,0.6019434026593932,0.6019434026593932,0.6389362427548585,0.6389362427548585,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,stayp_w8,0.418854415274463,0.581145584725537,0.5349471530855779,0.5349471530855779,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,25,nll_w8,0.5533583361745653,0.5533583361745653,0.5618820320490965,0.5618820320490965,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,32,30,absorb,0.3673712921922946,0.6326287078077054,0.5376747357654279,0.5376747357654279,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,absorb_w8,0.36208660075008525,0.6379133992499147,0.513126491646778,0.513126491646778,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,absorb_drift,0.42550289805659736,0.5744971019434026,0.5772246846232526,0.5772246846232526,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,absorb_max_w8,0.3723150357995227,0.6276849642004774,0.4459597681554722,0.5540402318445278,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,frac_hirisk_w8,0.4273781111489942,0.5726218888510057,0.5554040231844528,0.5554040231844528,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,emp_pool,0.2599727241732015,0.7400272758267985,0.43982270712580973,0.5601772928741903,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,emp_pool_w8,0.26048414592567337,0.7395158540743266,0.43675417661097854,0.5632458233890214,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,emp_time,0.3133310603477668,0.6866689396522332,0.48687350835322196,0.513126491646778,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,esteps,0.43351517217865665,0.5664848278213434,0.5025571087623594,0.5025571087623594,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,esteps_w8,0.6116604159563587,0.6116604159563587,0.6096147289464712,0.6096147289464712,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,dwell,0.3694169792021821,0.6305830207978179,0.48312308216842825,0.5168769178315717,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,stayp_w8,0.39481759290828505,0.6051824070917149,0.5339243095806342,0.5339243095806342,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,32,30,nll_w8,0.4728946471189908,0.5271053528810092,0.41902488919195363,0.5809751108080463,0.7988407773610637,2933.0,352.0,,,
A,perm,cell1280,32,20,absorb,,,,,,,,0.19402985074626866,0.5074626865671642,200.0
A,perm,cell1280,32,20,absorb_w8,,,,,,,,0.24378109452736318,0.36318407960199006,200.0
A,perm,cell1280,32,20,absorb_drift,,,,,,,,0.13930348258706468,0.6965174129353234,200.0
A,perm,cell1280,32,20,absorb_max_w8,,,,,,,,0.03980099502487562,0.1890547263681592,200.0
A,perm,cell1280,32,20,frac_hirisk_w8,,,,,,,,0.05970149253731343,0.09950248756218906,200.0
A,perm,cell1280,32,20,emp_pool,,,,,,,,0.009950248756218905,0.01990049751243781,200.0
A,perm,cell1280,32,20,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,32,20,emp_time,,,,,,,,0.009950248756218905,0.024875621890547265,200.0
A,perm,cell1280,32,20,esteps,,,,,,,,0.014925373134328358,0.03482587064676617,200.0
A,perm,cell1280,32,20,esteps_w8,,,,,,,,0.03482587064676617,0.09950248756218906,200.0
A,perm,cell1280,32,20,dwell,,,,,,,,0.2537313432835821,0.746268656716418,200.0
A,perm,cell1280,32,20,stayp_w8,,,,,,,,0.03980099502487562,0.2537313432835821,200.0
A,perm,cell1280,32,20,nll_w8,,,,,,,,0.527363184079602,0.34328358208955223,200.0
A,perm,cell1280,32,25,absorb,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,cell1280,32,25,absorb_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,32,25,absorb_drift,,,,,,,,0.900497512437811,0.19402985074626866,200.0
A,perm,cell1280,32,25,absorb_max_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,32,25,frac_hirisk_w8,,,,,,,,0.24378109452736318,0.014925373134328358,200.0
A,perm,cell1280,32,25,emp_pool,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,cell1280,32,25,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,32,25,emp_time,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,32,25,esteps,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,32,25,esteps_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,32,25,dwell,,,,,,,,0.06467661691542288,0.029850746268656716,200.0
A,perm,cell1280,32,25,stayp_w8,,,,,,,,0.11442786069651742,0.4079601990049751,200.0
A,perm,cell1280,32,25,nll_w8,,,,,,,,0.32338308457711445,0.24875621890547264,200.0
A,perm,cell1280,32,30,absorb,,,,,,,,0.014925373134328358,0.5671641791044776,200.0
A,perm,cell1280,32,30,absorb_w8,,,,,,,,0.024875621890547265,0.845771144278607,200.0
A,perm,cell1280,32,30,absorb_drift,,,,,,,,0.12935323383084577,0.08955223880597014,200.0
A,perm,cell1280,32,30,absorb_max_w8,,,,,,,,0.03482587064676617,0.3781094527363184,200.0
A,perm,cell1280,32,30,frac_hirisk_w8,,,,,,,,0.13432835820895522,0.23880597014925373,200.0
A,perm,cell1280,32,30,emp_pool,,,,,,,,0.004975124378109453,0.4079601990049751,200.0
A,perm,cell1280,32,30,emp_pool_w8,,,,,,,,0.004975124378109453,0.3383084577114428,200.0
A,perm,cell1280,32,30,emp_time,,,,,,,,0.009950248756218905,0.8706467661691543,200.0
A,perm,cell1280,32,30,esteps,,,,,,,,0.22885572139303484,0.9850746268656716,200.0
A,perm,cell1280,32,30,esteps_w8,,,,,,,,0.03482587064676617,0.029850746268656716,200.0
A,perm,cell1280,32,30,dwell,,,,,,,,0.014925373134328358,0.7213930348258707,200.0
A,perm,cell1280,32,30,stayp_w8,,,,,,,,0.03482587064676617,0.5074626865671642,200.0
A,perm,cell1280,32,30,nll_w8,,,,,,,,0.6169154228855721,0.11442786069651742,200.0
A,detect,cell1280,64,20,absorb,0.43419706784861917,0.5658029321513809,0.48107739515854075,0.5189226048414592,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,absorb_w8,0.42840095465393796,0.571599045346062,0.4340265939311285,0.5659734060688715,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,absorb_drift,0.4094783498124787,0.5905216501875212,0.45618820320490966,0.5438117967950904,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,absorb_max_w8,0.37708830548926014,0.6229116945107398,0.4139106716672349,0.5860893283327651,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,frac_hirisk_w8,0.5005114217524719,0.5005114217524719,0.5567678145243777,0.5567678145243777,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,emp_pool,0.3042959427207637,0.6957040572792363,0.34060688714626663,0.6593931128537334,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,emp_pool_w8,0.2814524377770201,0.7185475622229799,0.32151380838731675,0.6784861916126832,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,emp_time,0.31657006478008864,0.6834299352199114,0.3569723832253665,0.6430276167746335,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,esteps,0.6479713603818615,0.6479713603818615,0.59836345039209,0.59836345039209,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,esteps_w8,0.7321854756222298,0.7321854756222298,0.6975792703716331,0.6975792703716331,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,dwell,0.5746675758608932,0.5746675758608932,0.5141493351517218,0.5141493351517218,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,stayp_w8,0.5801227412205933,0.5801227412205933,0.5230139788612342,0.5230139788612342,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,20,nll_w8,0.5023866348448688,0.5023866348448688,0.490964882372997,0.5090351176270029,0.594272076372315,2933.0,352.0,,,
A,detect,cell1280,64,25,absorb,0.3639618138424821,0.636038186157518,0.3498124786907603,0.6501875213092396,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,absorb_w8,0.3832253665189226,0.6167746334810774,0.3897033753835663,0.6102966246164336,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,absorb_drift,0.44681213774292533,0.5531878622570747,0.37913399249914764,0.6208660075008523,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,absorb_max_w8,0.3233890214797136,0.6766109785202864,0.32730992158199795,0.6726900784180021,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,frac_hirisk_w8,0.5231844527787248,0.5231844527787248,0.4742584384589158,0.5257415615410842,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,emp_pool,0.260654619843164,0.7393453801568359,0.2782134333446983,0.7217865666553017,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,emp_pool_w8,0.30583020797817934,0.6941697920218206,0.31367200818274804,0.686327991817252,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,emp_time,0.2848619161268326,0.7151380838731674,0.27582679849982955,0.7241732015001705,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,esteps,0.6401295601772928,0.6401295601772928,0.6542788953290146,0.6542788953290146,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,esteps_w8,0.6713262870780771,0.6713262870780771,0.6628025912035459,0.6628025912035459,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,dwell,0.5141493351517218,0.5141493351517218,0.5669962495738153,0.5669962495738153,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,stayp_w8,0.4896010910330719,0.5103989089669281,0.5980225025571089,0.5980225025571089,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,25,nll_w8,0.5225025571087624,0.5225025571087624,0.519945448346403,0.519945448346403,0.6345039209001023,2933.0,352.0,,,
A,detect,cell1280,64,30,absorb,0.30020456870098877,0.6997954312990112,0.5025571087623594,0.5025571087623594,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,absorb_w8,0.3071939993181043,0.6928060006818957,0.484145925673372,0.515854074326628,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,absorb_drift,0.34844868735083534,0.6515513126491647,0.5243777702011593,0.5243777702011593,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,absorb_max_w8,0.37794067507671325,0.6220593249232867,0.4821002386634845,0.5178997613365155,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,frac_hirisk_w8,0.44118649846573477,0.5588135015342652,0.5322195704057279,0.5322195704057279,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,emp_pool,0.24258438458915785,0.7574156154108421,0.4207296283668599,0.5792703716331401,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,emp_pool_w8,0.20354585748380497,0.7964541425161951,0.36379133992499146,0.6362086600750085,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,emp_time,0.2843504943743607,0.7156495056256393,0.44186839413569723,0.5581316058643028,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,esteps,0.378963518581657,0.621036481418343,0.46334810773951585,0.5366518922604842,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,esteps_w8,0.5952949198772588,0.5952949198772588,0.5772246846232526,0.5772246846232526,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,dwell,0.3411183088987385,0.6588816911012615,0.3937947494033413,0.6062052505966586,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,stayp_w8,0.3914081145584726,0.6085918854415274,0.517217865666553,0.517217865666553,0.7988407773610637,2933.0,352.0,,,
A,detect,cell1280,64,30,nll_w8,0.485509717013297,0.5144902829867031,0.43845891578588475,0.5615410842141153,0.7988407773610637,2933.0,352.0,,,
A,perm,cell1280,64,20,absorb,,,,,,,,0.373134328358209,0.8407960199004975,200.0
A,perm,cell1280,64,20,absorb_w8,,,,,,,,0.48756218905472637,0.5124378109452736,200.0
A,perm,cell1280,64,20,absorb_drift,,,,,,,,0.09950248756218906,0.4129353233830846,200.0
A,perm,cell1280,64,20,absorb_max_w8,,,,,,,,0.0945273631840796,0.29850746268656714,200.0
A,perm,cell1280,64,20,frac_hirisk_w8,,,,,,,,0.9950248756218906,0.3383084577114428,200.0
A,perm,cell1280,64,20,emp_pool,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,64,20,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,64,20,emp_time,,,,,,,,0.009950248756218905,0.024875621890547265,200.0
A,perm,cell1280,64,20,esteps,,,,,,,,0.009950248756218905,0.0845771144278607,200.0
A,perm,cell1280,64,20,esteps_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,64,20,dwell,,,,,,,,0.07462686567164178,0.7711442786069652,200.0
A,perm,cell1280,64,20,stayp_w8,,,,,,,,0.11442786069651742,0.7014925373134329,200.0
A,perm,cell1280,64,20,nll_w8,,,,,,,,0.9552238805970149,0.9104477611940298,200.0
A,perm,cell1280,64,25,absorb,,,,,,,,0.04477611940298507,0.01990049751243781,200.0
A,perm,cell1280,64,25,absorb_w8,,,,,,,,0.13930348258706468,0.1691542288557214,200.0
A,perm,cell1280,64,25,absorb_drift,,,,,,,,0.2835820895522388,0.029850746268656716,200.0
A,perm,cell1280,64,25,absorb_max_w8,,,,,,,,0.014925373134328358,0.014925373134328358,200.0
A,perm,cell1280,64,25,frac_hirisk_w8,,,,,,,,0.582089552238806,0.6318407960199005,200.0
A,perm,cell1280,64,25,emp_pool,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,64,25,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,64,25,emp_time,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,64,25,esteps,,,,,,,,0.009950248756218905,0.004975124378109453,200.0
A,perm,cell1280,64,25,esteps_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,cell1280,64,25,dwell,,,,,,,,0.7313432835820896,0.24378109452736318,200.0
A,perm,cell1280,64,25,stayp_w8,,,,,,,,0.835820895522388,0.05970149253731343,200.0
A,perm,cell1280,64,25,nll_w8,,,,,,,,0.6965174129353234,0.7114427860696517,200.0
A,perm,cell1280,64,30,absorb,,,,,,,,0.004975124378109453,0.9850746268656716,200.0
A,perm,cell1280,64,30,absorb_w8,,,,,,,,0.004975124378109453,0.8606965174129353,200.0
A,perm,cell1280,64,30,absorb_drift,,,,,,,,0.014925373134328358,0.6716417910447762,200.0
A,perm,cell1280,64,30,absorb_max_w8,,,,,,,,0.08955223880597014,0.8407960199004975,200.0
A,perm,cell1280,64,30,frac_hirisk_w8,,,,,,,,0.30845771144278605,0.5472636815920398,200.0
A,perm,cell1280,64,30,emp_pool,,,,,,,,0.004975124378109453,0.263681592039801,200.0
A,perm,cell1280,64,30,emp_pool_w8,,,,,,,,0.004975124378109453,0.03482587064676617,200.0
A,perm,cell1280,64,30,emp_time,,,,,,,,0.004975124378109453,0.47761194029850745,200.0
A,perm,cell1280,64,30,esteps,,,,,,,,0.01990049751243781,0.4975124378109453,200.0
A,perm,cell1280,64,30,esteps_w8,,,,,,,,0.05970149253731343,0.13432835820895522,200.0
A,perm,cell1280,64,30,dwell,,,,,,,,0.004975124378109453,0.05472636815920398,200.0
A,perm,cell1280,64,30,stayp_w8,,,,,,,,0.04477611940298507,0.7860696517412935,200.0
A,perm,cell1280,64,30,nll_w8,,,,,,,,0.8159203980099502,0.2537313432835821,200.0
A,detect,mean32,4,20,absorb,0.6089328332765088,0.6089328332765088,0.5966587112171837,0.5966587112171837,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,absorb_w8,0.5115922263893624,0.5115922263893624,0.4964200477326969,0.5035799522673031,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,absorb_drift,0.5334128878281623,0.5334128878281623,0.548926014319809,0.548926014319809,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,absorb_max_w8,0.6481418342993521,0.6481418342993521,0.6307534947153085,0.6307534947153085,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,frac_hirisk_w8,0.5593249232867371,0.5593249232867371,0.5352881009205591,0.5352881009205591,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,emp_pool,0.4101602454824412,0.5898397545175589,0.45414251619502216,0.5458574838049779,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,emp_pool_w8,0.41476304125468805,0.5852369587453119,0.4589157858847596,0.5410842141152403,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,emp_time,0.39447664507330377,0.6055233549266963,0.4350494374360722,0.5649505625639277,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,esteps,0.5438117967950903,0.5438117967950903,0.5335833617456529,0.5335833617456529,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,esteps_w8,0.5528469144220933,0.5528469144220933,0.5349471530855779,0.5349471530855779,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,dwell,0.446982611660416,0.553017388339584,0.4224343675417661,0.5775656324582339,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,stayp_w8,0.5985339243095805,0.5985339243095805,0.5765427889532901,0.5765427889532901,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,20,nll_w8,0.6882032049096488,0.6882032049096488,0.6668939652233209,0.6668939652233209,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,4,25,absorb,0.6725196045005113,0.6725196045005113,0.6566655301738833,0.6566655301738833,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,absorb_w8,0.5939311285373338,0.5939311285373338,0.6297306512103649,0.6297306512103649,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,absorb_drift,0.5775656324582338,0.5775656324582338,0.49676099556767817,0.5032390044323218,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,absorb_max_w8,0.6213774292533243,0.6213774292533243,0.6406409819297647,0.6406409819297647,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,frac_hirisk_w8,0.6418342993521992,0.6418342993521992,0.6314353903852711,0.6314353903852711,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,emp_pool,0.40930787589498807,0.5906921241050119,0.42686668939652234,0.5731333106034777,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,emp_pool_w8,0.36174565291510397,0.638254347084896,0.35935901807023524,0.6406409819297647,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,emp_time,0.40930787589498807,0.5906921241050119,0.4292533242413911,0.5707466757586088,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,esteps,0.5763723150357994,0.5763723150357994,0.559836345039209,0.559836345039209,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,esteps_w8,0.557108762359359,0.557108762359359,0.5823389021479713,0.5823389021479713,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,dwell,0.5603477667916809,0.5603477667916809,0.5676781452437777,0.5676781452437777,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,stayp_w8,0.7043982270712581,0.7043982270712581,0.711217183770883,0.711217183770883,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,25,nll_w8,0.44408455506307537,0.5559154449369246,0.40640981929764747,0.5935901807023525,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,4,30,absorb,0.585236958745312,0.585236958745312,0.6225707466757586,0.6225707466757586,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,absorb_w8,0.6143879986362086,0.6143879986362086,0.640981929764746,0.640981929764746,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,absorb_drift,0.4710194340265939,0.5289805659734061,0.5560859188544153,0.5560859188544153,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,absorb_max_w8,0.6232526423457211,0.6232526423457211,0.6157517899761337,0.6157517899761337,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,frac_hirisk_w8,0.6148994203886805,0.6148994203886805,0.6068871462666212,0.6068871462666212,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,emp_pool,0.4597681554722127,0.5402318445277873,0.4780088646437095,0.5219911353562905,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,emp_pool_w8,0.37708830548926014,0.6229116945107398,0.4050460279577225,0.5949539720422775,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,emp_time,0.627855438117968,0.627855438117968,0.6587112171837709,0.6587112171837709,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,esteps,0.5658029321513809,0.5658029321513809,0.5697238322536653,0.5697238322536653,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,esteps_w8,0.5656324582338902,0.5656324582338902,0.59563586771224,0.59563586771224,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,dwell,0.4594272076372315,0.5405727923627686,0.5506307534947154,0.5506307534947154,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,stayp_w8,0.672690078418002,0.672690078418002,0.665871121718377,0.665871121718377,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,4,30,nll_w8,0.45823389021479716,0.5417661097852029,0.38697579270371635,0.6130242072962837,0.7988407773610637,2933.0,352.0,,,
A,perm,mean32,4,20,absorb,,,,,,,,0.20398009950248755,0.2885572139303483,200.0
A,perm,mean32,4,20,absorb_w8,,,,,,,,0.9353233830845771,0.9850746268656716,200.0
A,perm,mean32,4,20,absorb_drift,,,,,,,,0.5621890547263682,0.373134328358209,200.0
