corpus,block,feat,K,t,variant,mode,eps,stat,metric,name,value
B,nmi_ref,cell1280,64,,,,,,,nmi_sy_t25,0.07923545238848585
B,nmi_ref,cell1280,64,,,,,,,nmi_sT_t30,0.35467864304772745
B,nmi_ref,cell1280,64,,,,,,,nmi_sy_t30,0.20694994473896589
B,nmi_ref,mean32,4,,,,,,,nmi_t,0.2320554789722673
B,nmi_ref,mean32,4,,,,,,,clock_ceil,0.5084159341414635
B,nmi_ref,mean32,4,,,,,,,frac_of_clock,0.4564284149829564
B,nmi_ref,mean32,4,,,,,,,nmi_T,0.06959228662375488
B,nmi_ref,mean32,4,,,,,,,len_ceil,0.6085387669440399
B,nmi_ref,mean32,4,,,,,,,frac_of_len,0.11435966022876973
B,nmi_ref,mean32,4,,,,,,,nmi_sT_t20,0.06290872736472453
B,nmi_ref,mean32,4,,,,,,,nmi_sy_t20,0.04838605575116146
B,nmi_ref,mean32,4,,,,,,,nmi_sT_t25,0.030404622924087625
B,nmi_ref,mean32,4,,,,,,,nmi_sy_t25,0.024057580304363127
B,nmi_ref,mean32,4,,,,,,,nmi_sT_t30,0.299396813014672
B,nmi_ref,mean32,4,,,,,,,nmi_sy_t30,0.2675067639611109
B,nmi_ref,mean32,8,,,,,,,nmi_t,0.29802415917825703
B,nmi_ref,mean32,8,,,,,,,clock_ceil,0.6669967043468269
B,nmi_ref,mean32,8,,,,,,,frac_of_clock,0.4468150400684582
B,nmi_ref,mean32,8,,,,,,,nmi_T,0.05894633747688446
B,nmi_ref,mean32,8,,,,,,,len_ceil,0.6171120697266148
B,nmi_ref,mean32,8,,,,,,,frac_of_len,0.09551966388049762
B,nmi_ref,mean32,8,,,,,,,nmi_sT_t20,0.1045118061957389
B,nmi_ref,mean32,8,,,,,,,nmi_sy_t20,0.03165201860721043
B,nmi_ref,mean32,8,,,,,,,nmi_sT_t25,0.07568752385505916
B,nmi_ref,mean32,8,,,,,,,nmi_sy_t25,0.012430092558101105
B,nmi_ref,mean32,8,,,,,,,nmi_sT_t30,0.3282598792040334
B,nmi_ref,mean32,8,,,,,,,nmi_sy_t30,0.21880817021497834
B,nmi_ref,mean32,16,,,,,,,nmi_t,0.38121597507558885
B,nmi_ref,mean32,16,,,,,,,clock_ceil,0.7790223816258073
B,nmi_ref,mean32,16,,,,,,,frac_of_clock,0.48935176198660324
B,nmi_ref,mean32,16,,,,,,,nmi_T,0.05400807920191926
B,nmi_ref,mean32,16,,,,,,,len_ceil,0.6137150413360682
B,nmi_ref,mean32,16,,,,,,,frac_of_len,0.08800188290047892
B,nmi_ref,mean32,16,,,,,,,nmi_sT_t20,0.14521460556615842
B,nmi_ref,mean32,16,,,,,,,nmi_sy_t20,0.08237016006548166
B,nmi_ref,mean32,16,,,,,,,nmi_sT_t25,0.09622410161339955
B,nmi_ref,mean32,16,,,,,,,nmi_sy_t25,0.023403493636537903
B,nmi_ref,mean32,16,,,,,,,nmi_sT_t30,0.34741757147826713
B,nmi_ref,mean32,16,,,,,,,nmi_sy_t30,0.2279587256921344
B,nmi_ref,mean32,32,,,,,,,nmi_t,0.42676683366752743
B,nmi_ref,mean32,32,,,,,,,clock_ceil,0.8491661228577118
B,nmi_ref,mean32,32,,,,,,,frac_of_clock,0.5025716666973506
B,nmi_ref,mean32,32,,,,,,,nmi_T,0.06279727907600896
B,nmi_ref,mean32,32,,,,,,,len_ceil,0.5686758363918925
B,nmi_ref,mean32,32,,,,,,,frac_of_len,0.11042719781174837
B,nmi_ref,mean32,32,,,,,,,nmi_sT_t20,0.13968844471095918
B,nmi_ref,mean32,32,,,,,,,nmi_sy_t20,0.07941391631332671
B,nmi_ref,mean32,32,,,,,,,nmi_sT_t25,0.12237591268216931
B,nmi_ref,mean32,32,,,,,,,nmi_sy_t25,0.03405049444895511
B,nmi_ref,mean32,32,,,,,,,nmi_sT_t30,0.3470679848448142
B,nmi_ref,mean32,32,,,,,,,nmi_sy_t30,0.20732492459032292
B,nmi_ref,mean32,64,,,,,,,nmi_t,0.46718500520549155
B,nmi_ref,mean32,64,,,,,,,clock_ceil,0.8687886161079151
B,nmi_ref,mean32,64,,,,,,,frac_of_clock,0.5377430096844881
B,nmi_ref,mean32,64,,,,,,,nmi_T,0.07131729736054543
B,nmi_ref,mean32,64,,,,,,,len_ceil,0.5234906391037087
B,nmi_ref,mean32,64,,,,,,,frac_of_len,0.13623414065751185
B,nmi_ref,mean32,64,,,,,,,nmi_sT_t20,0.187543120516366
B,nmi_ref,mean32,64,,,,,,,nmi_sy_t20,0.11121720468513291
B,nmi_ref,mean32,64,,,,,,,nmi_sT_t25,0.18179298497778776
B,nmi_ref,mean32,64,,,,,,,nmi_sy_t25,0.08959449064476424
B,nmi_ref,mean32,64,,,,,,,nmi_sT_t30,0.3421114721157271
B,nmi_ref,mean32,64,,,,,,,nmi_sy_t30,0.20381058809795766
A,closed_class,cell1280,4,,,,0.0,,,size,4
A,closed_class,cell1280,4,,,,0.0,,,leak,0.0
A,closed_class,cell1280,4,,,,0.0,,,n_visit,352
A,closed_class,cell1280,4,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,4,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,cell1280,4,,,,0.0,,,states,0;1;2;3
A,closed_class,cell1280,4,,,,0.01,,,size,4
A,closed_class,cell1280,4,,,,0.01,,,leak,0.0
A,closed_class,cell1280,4,,,,0.01,,,n_visit,352
A,closed_class,cell1280,4,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,4,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,cell1280,4,,,,0.01,,,states,0;1;2;3
A,closed_class,cell1280,4,,,,0.02,,,size,4
A,closed_class,cell1280,4,,,,0.02,,,leak,0.0
A,closed_class,cell1280,4,,,,0.02,,,n_visit,352
A,closed_class,cell1280,4,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,4,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,cell1280,4,,,,0.02,,,states,0;1;2;3
A,closed_class,cell1280,4,,,,0.05,,,size,4
A,closed_class,cell1280,4,,,,0.05,,,leak,0.0
A,closed_class,cell1280,4,,,,0.05,,,n_visit,352
A,closed_class,cell1280,4,,,,0.05,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,4,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,cell1280,4,,,,0.05,,,states,0;1;2;3
A,structure,cell1280,4,,,,,,,self_p_max,0.8504250316512931
A,structure,cell1280,4,,,,,,,self_p_mean,0.7524655848136829
A,structure,cell1280,4,,,,,,,self_p_median,0.812057743283666
A,structure,cell1280,4,,,,,,,p_exit_max,0.049843014128728415
A,structure,cell1280,4,,,,,,,h_min,0.5649753337622518
A,structure,cell1280,4,,,,,,,h_max,0.6663494011018283
A,structure,cell1280,4,,,,,,,h_std,0.04388889183532331
A,structure,cell1280,4,,,,,,,esteps_min,43.34171375212709
A,structure,cell1280,4,,,,,,,esteps_max,47.00209086233458
A,structure,cell1280,4,,,,,,,spearman_h_esteps,0.0
A,structure,cell1280,4,,,,,,,nscc_eps0.0,1
A,structure,cell1280,4,,,,,,,maxscc_eps0.0,4
A,structure,cell1280,4,,,,,,,nclosed_eps0.0,1
A,structure,cell1280,4,,,,,,,closed_states_eps0.0,4
A,structure,cell1280,4,,,,,,,nscc_eps0.01,1
A,structure,cell1280,4,,,,,,,maxscc_eps0.01,4
A,structure,cell1280,4,,,,,,,nclosed_eps0.01,1
A,structure,cell1280,4,,,,,,,closed_states_eps0.01,4
A,structure,cell1280,4,,,,,,,nscc_eps0.02,1
A,structure,cell1280,4,,,,,,,maxscc_eps0.02,4
A,structure,cell1280,4,,,,,,,nclosed_eps0.02,1
A,structure,cell1280,4,,,,,,,closed_states_eps0.02,4
A,structure,cell1280,4,,,,,,,nscc_eps0.05,1
A,structure,cell1280,4,,,,,,,maxscc_eps0.05,4
A,structure,cell1280,4,,,,,,,nclosed_eps0.05,1
A,structure,cell1280,4,,,,,,,closed_states_eps0.05,4
A,structure,cell1280,4,,,,,,,dwell_mean_succ,3.848013816925734
A,structure,cell1280,4,,,,,,,dwell_mean_fail,4.941722972972973
A,structure,cell1280,4,,,,,,,dwell_p_ge7_succ,0.09153713298791019
A,structure,cell1280,4,,,,,,,dwell_p_ge7_fail,0.1875
A,structure,cell1280,4,,,,,,,dwell_max_succ,18.0
A,structure,cell1280,4,,,,,,,dwell_max_fail,44.0
A,structure,cell1280,4,,,,,,,dwell_mwu_p,7.793451733620779e-13
A,structure,cell1280,4,,,,,,,dwell_auc_runlevel,0.5733734260491061
A,structure,cell1280,4,,,,,,,maxdwell30_auc_succ,0.6070576201841118
A,structure,cell1280,4,,,,,,,maxdwell30_det_auc,0.6070576201841118
A,structure,cell1280,4,,,,,,,dwell7_fires,228
A,structure,cell1280,4,,,,,,,dwell7_fail_rate,0.8596491228070176
A,structure,cell1280,4,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,cell1280,8,,,,0.0,,,size,8
A,closed_class,cell1280,8,,,,0.0,,,leak,0.0
A,closed_class,cell1280,8,,,,0.0,,,n_visit,352
A,closed_class,cell1280,8,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,8,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,cell1280,8,,,,0.0,,,states,0;1;2;3;4;5;6;7
A,closed_class,cell1280,8,,,,0.01,,,size,8
A,closed_class,cell1280,8,,,,0.01,,,leak,0.0
A,closed_class,cell1280,8,,,,0.01,,,n_visit,352
A,closed_class,cell1280,8,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,8,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,cell1280,8,,,,0.01,,,states,0;1;2;3;4;5;6;7
A,closed_class,cell1280,8,,,,0.02,,,size,8
A,closed_class,cell1280,8,,,,0.02,,,leak,0.0
A,closed_class,cell1280,8,,,,0.02,,,n_visit,352
A,closed_class,cell1280,8,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,8,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,cell1280,8,,,,0.02,,,states,0;1;2;3;4;5;6;7
A,closed_class,cell1280,8,,,,0.05,,,size,1
A,closed_class,cell1280,8,,,,0.05,,,leak,0.049562682215743434
A,closed_class,cell1280,8,,,,0.05,,,n_visit,88
A,closed_class,cell1280,8,,,,0.05,,,fail_rate_visitors,0.9431818181818182
A,closed_class,cell1280,8,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,cell1280,8,,,,0.05,,,states,0
A,closed_class,cell1280,8,,,,0.05,,,size,6
A,closed_class,cell1280,8,,,,0.05,,,leak,0.062158285229460195
A,closed_class,cell1280,8,,,,0.05,,,n_visit,352
A,closed_class,cell1280,8,,,,0.05,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,8,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,cell1280,8,,,,0.05,,,states,2;3;4;5;6;7
A,structure,cell1280,8,,,,,,,self_p_max,0.9125364431486881
A,structure,cell1280,8,,,,,,,self_p_mean,0.739639577918787
A,structure,cell1280,8,,,,,,,self_p_median,0.7461332313804461
A,structure,cell1280,8,,,,,,,p_exit_max,0.06772255598033862
A,structure,cell1280,8,,,,,,,h_min,0.5751267312738063
A,structure,cell1280,8,,,,,,,h_max,0.7750867871905434
A,structure,cell1280,8,,,,,,,h_std,0.06421185152642651
A,structure,cell1280,8,,,,,,,esteps_min,35.264207170907724
A,structure,cell1280,8,,,,,,,esteps_max,45.85320792470944
A,structure,cell1280,8,,,,,,,spearman_h_esteps,0.14285714285714288
A,structure,cell1280,8,,,,,,,nscc_eps0.0,1
A,structure,cell1280,8,,,,,,,maxscc_eps0.0,8
A,structure,cell1280,8,,,,,,,nclosed_eps0.0,1
A,structure,cell1280,8,,,,,,,closed_states_eps0.0,8
A,structure,cell1280,8,,,,,,,nscc_eps0.01,1
A,structure,cell1280,8,,,,,,,maxscc_eps0.01,8
A,structure,cell1280,8,,,,,,,nclosed_eps0.01,1
A,structure,cell1280,8,,,,,,,closed_states_eps0.01,8
A,structure,cell1280,8,,,,,,,nscc_eps0.02,1
A,structure,cell1280,8,,,,,,,maxscc_eps0.02,8
A,structure,cell1280,8,,,,,,,nclosed_eps0.02,1
A,structure,cell1280,8,,,,,,,closed_states_eps0.02,8
A,structure,cell1280,8,,,,,,,nscc_eps0.05,3
A,structure,cell1280,8,,,,,,,maxscc_eps0.05,6
A,structure,cell1280,8,,,,,,,nclosed_eps0.05,2
A,structure,cell1280,8,,,,,,,closed_states_eps0.05,7
A,structure,cell1280,8,,,,,,,dwell_mean_succ,3.5619504396482813
A,structure,cell1280,8,,,,,,,dwell_mean_fail,3.950708980418636
A,structure,cell1280,8,,,,,,,dwell_p_ge7_succ,0.06634692246203037
A,structure,cell1280,8,,,,,,,dwell_p_ge7_fail,0.0675219446320054
A,structure,cell1280,8,,,,,,,dwell_max_succ,15.0
A,structure,cell1280,8,,,,,,,dwell_max_fail,31.0
A,structure,cell1280,8,,,,,,,dwell_mwu_p,0.3115300093784251
A,structure,cell1280,8,,,,,,,dwell_auc_runlevel,0.5097006796993195
A,structure,cell1280,8,,,,,,,maxdwell30_auc_succ,0.5427889532901466
A,structure,cell1280,8,,,,,,,maxdwell30_det_auc,0.5427889532901466
A,structure,cell1280,8,,,,,,,dwell7_fires,128
A,structure,cell1280,8,,,,,,,dwell7_fail_rate,0.4921875
A,structure,cell1280,8,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,cell1280,16,,,,0.0,,,size,16
A,closed_class,cell1280,16,,,,0.0,,,leak,0.0
A,closed_class,cell1280,16,,,,0.0,,,n_visit,352
A,closed_class,cell1280,16,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,16,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,cell1280,16,,,,0.0,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
A,closed_class,cell1280,16,,,,0.01,,,size,16
A,closed_class,cell1280,16,,,,0.01,,,leak,0.0
A,closed_class,cell1280,16,,,,0.01,,,n_visit,352
A,closed_class,cell1280,16,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,16,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,cell1280,16,,,,0.01,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
A,closed_class,cell1280,16,,,,0.02,,,size,16
A,closed_class,cell1280,16,,,,0.02,,,leak,0.0
A,closed_class,cell1280,16,,,,0.02,,,n_visit,352
A,closed_class,cell1280,16,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,16,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,cell1280,16,,,,0.02,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
A,closed_class,cell1280,16,,,,0.05,,,size,1
A,closed_class,cell1280,16,,,,0.05,,,leak,0.0509683995922528
A,closed_class,cell1280,16,,,,0.05,,,n_visit,82
A,closed_class,cell1280,16,,,,0.05,,,fail_rate_visitors,0.9390243902439024
A,closed_class,cell1280,16,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,cell1280,16,,,,0.05,,,states,7
A,structure,cell1280,16,,,,,,,self_p_max,0.9113149847094801
A,structure,cell1280,16,,,,,,,self_p_mean,0.5879479412592254
A,structure,cell1280,16,,,,,,,self_p_median,0.6232218658677091
A,structure,cell1280,16,,,,,,,p_exit_max,0.11088082901554404
A,structure,cell1280,16,,,,,,,h_min,0.5885600470972381
A,structure,cell1280,16,,,,,,,h_max,0.7824662925695061
A,structure,cell1280,16,,,,,,,h_std,0.06261342855837344
A,structure,cell1280,16,,,,,,,esteps_min,32.83528229796812
A,structure,cell1280,16,,,,,,,esteps_max,45.87045303600651
A,structure,cell1280,16,,,,,,,spearman_h_esteps,-0.16764705882352943
A,structure,cell1280,16,,,,,,,nscc_eps0.0,1
A,structure,cell1280,16,,,,,,,maxscc_eps0.0,16
A,structure,cell1280,16,,,,,,,nclosed_eps0.0,1
A,structure,cell1280,16,,,,,,,closed_states_eps0.0,16
A,structure,cell1280,16,,,,,,,nscc_eps0.01,1
A,structure,cell1280,16,,,,,,,maxscc_eps0.01,16
A,structure,cell1280,16,,,,,,,nclosed_eps0.01,1
A,structure,cell1280,16,,,,,,,closed_states_eps0.01,16
A,structure,cell1280,16,,,,,,,nscc_eps0.02,1
A,structure,cell1280,16,,,,,,,maxscc_eps0.02,16
A,structure,cell1280,16,,,,,,,nclosed_eps0.02,1
A,structure,cell1280,16,,,,,,,closed_states_eps0.02,16
A,structure,cell1280,16,,,,,,,nscc_eps0.05,2
A,structure,cell1280,16,,,,,,,maxscc_eps0.05,15
A,structure,cell1280,16,,,,,,,nclosed_eps0.05,1
A,structure,cell1280,16,,,,,,,closed_states_eps0.05,1
A,structure,cell1280,16,,,,,,,dwell_mean_succ,2.243705941591138
A,structure,cell1280,16,,,,,,,dwell_mean_fail,2.6409388399909726
A,structure,cell1280,16,,,,,,,dwell_p_ge7_succ,0.003524672708962739
A,structure,cell1280,16,,,,,,,dwell_p_ge7_fail,0.026179192055969306
A,structure,cell1280,16,,,,,,,dwell_max_succ,14.0
A,structure,cell1280,16,,,,,,,dwell_max_fail,26.0
A,structure,cell1280,16,,,,,,,dwell_mwu_p,0.0007383129116034333
A,structure,cell1280,16,,,,,,,dwell_auc_runlevel,0.5253844730763733
A,structure,cell1280,16,,,,,,,maxdwell30_auc_succ,0.5905216501875213
A,structure,cell1280,16,,,,,,,maxdwell30_det_auc,0.5905216501875213
A,structure,cell1280,16,,,,,,,dwell7_fires,35
A,structure,cell1280,16,,,,,,,dwell7_fail_rate,0.8571428571428571
A,structure,cell1280,16,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,cell1280,32,,,,0.0,,,size,32
A,closed_class,cell1280,32,,,,0.0,,,leak,0.0
A,closed_class,cell1280,32,,,,0.0,,,n_visit,352
A,closed_class,cell1280,32,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,32,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,cell1280,32,,,,0.0,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
A,closed_class,cell1280,32,,,,0.01,,,size,32
A,closed_class,cell1280,32,,,,0.01,,,leak,0.0
A,closed_class,cell1280,32,,,,0.01,,,n_visit,352
A,closed_class,cell1280,32,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,32,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,cell1280,32,,,,0.01,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
A,closed_class,cell1280,32,,,,0.02,,,size,1
A,closed_class,cell1280,32,,,,0.02,,,leak,0.056271981242672915
A,closed_class,cell1280,32,,,,0.02,,,n_visit,73
A,closed_class,cell1280,32,,,,0.02,,,fail_rate_visitors,0.9452054794520548
A,closed_class,cell1280,32,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,cell1280,32,,,,0.02,,,states,10
A,closed_class,cell1280,32,,,,0.05,,,size,1
A,closed_class,cell1280,32,,,,0.05,,,leak,0.10514541387024608
A,closed_class,cell1280,32,,,,0.05,,,n_visit,53
A,closed_class,cell1280,32,,,,0.05,,,fail_rate_visitors,0.8679245283018868
A,closed_class,cell1280,32,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,cell1280,32,,,,0.05,,,states,19
A,closed_class,cell1280,32,,,,0.05,,,size,1
A,closed_class,cell1280,32,,,,0.05,,,leak,0.056271981242672915
A,closed_class,cell1280,32,,,,0.05,,,n_visit,73
A,closed_class,cell1280,32,,,,0.05,,,fail_rate_visitors,0.9452054794520548
A,closed_class,cell1280,32,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,cell1280,32,,,,0.05,,,states,10
A,structure,cell1280,32,,,,,,,self_p_max,0.9050410316529894
A,structure,cell1280,32,,,,,,,self_p_mean,0.4658657328034244
A,structure,cell1280,32,,,,,,,self_p_median,0.4889400779035888
A,structure,cell1280,32,,,,,,,p_exit_max,0.1462882096069869
A,structure,cell1280,32,,,,,,,h_min,0.41505956880686606
A,structure,cell1280,32,,,,,,,h_max,0.7752851802913152
A,structure,cell1280,32,,,,,,,h_std,0.07010504126870722
A,structure,cell1280,32,,,,,,,esteps_min,24.592230158249667
A,structure,cell1280,32,,,,,,,esteps_max,45.66580134832988
A,structure,cell1280,32,,,,,,,spearman_h_esteps,-0.27382697947214074
A,structure,cell1280,32,,,,,,,nscc_eps0.0,1
A,structure,cell1280,32,,,,,,,maxscc_eps0.0,32
A,structure,cell1280,32,,,,,,,nclosed_eps0.0,1
A,structure,cell1280,32,,,,,,,closed_states_eps0.0,32
A,structure,cell1280,32,,,,,,,nscc_eps0.01,1
A,structure,cell1280,32,,,,,,,maxscc_eps0.01,32
A,structure,cell1280,32,,,,,,,nclosed_eps0.01,1
A,structure,cell1280,32,,,,,,,closed_states_eps0.01,32
A,structure,cell1280,32,,,,,,,nscc_eps0.02,2
A,structure,cell1280,32,,,,,,,maxscc_eps0.02,31
A,structure,cell1280,32,,,,,,,nclosed_eps0.02,1
A,structure,cell1280,32,,,,,,,closed_states_eps0.02,1
A,structure,cell1280,32,,,,,,,nscc_eps0.05,10
A,structure,cell1280,32,,,,,,,maxscc_eps0.05,23
A,structure,cell1280,32,,,,,,,nclosed_eps0.05,2
A,structure,cell1280,32,,,,,,,closed_states_eps0.05,2
A,structure,cell1280,32,,,,,,,dwell_mean_succ,1.8210053126277075
A,structure,cell1280,32,,,,,,,dwell_mean_fail,2.05010511562719
A,structure,cell1280,32,,,,,,,dwell_p_ge7_succ,0.002043318348998774
A,structure,cell1280,32,,,,,,,dwell_p_ge7_fail,0.018044849334267695
A,structure,cell1280,32,,,,,,,dwell_max_succ,11.0
A,structure,cell1280,32,,,,,,,dwell_max_fail,25.0
A,structure,cell1280,32,,,,,,,dwell_mwu_p,0.6202195774955311
A,structure,cell1280,32,,,,,,,dwell_auc_runlevel,0.4967918684807477
A,structure,cell1280,32,,,,,,,maxdwell30_auc_succ,0.5376747357654279
A,structure,cell1280,32,,,,,,,maxdwell30_det_auc,0.5376747357654279
A,structure,cell1280,32,,,,,,,dwell7_fires,19
A,structure,cell1280,32,,,,,,,dwell7_fail_rate,0.9473684210526315
A,structure,cell1280,32,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,cell1280,64,,,,0.0,,,size,58
A,closed_class,cell1280,64,,,,0.0,,,leak,0.0
A,closed_class,cell1280,64,,,,0.0,,,n_visit,352
A,closed_class,cell1280,64,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,64,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,cell1280,64,,,,0.0,,,states,0;1;2;3;4;5;6;8;9;10;11;12;13;14;15;16;18;19;20;21;22;23;24;26;27;28;29;30;31;32;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;60;61;62;63
A,closed_class,cell1280,64,,,,0.01,,,size,57
A,closed_class,cell1280,64,,,,0.01,,,leak,0.004608294930875576
A,closed_class,cell1280,64,,,,0.01,,,n_visit,352
A,closed_class,cell1280,64,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,64,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,cell1280,64,,,,0.01,,,states,0;2;3;4;5;6;8;9;10;11;12;13;14;15;16;18;19;20;21;22;23;24;26;27;28;29;30;31;32;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;60;61;62;63
A,closed_class,cell1280,64,,,,0.02,,,size,56
A,closed_class,cell1280,64,,,,0.02,,,leak,0.03302611367127496
A,closed_class,cell1280,64,,,,0.02,,,n_visit,352
A,closed_class,cell1280,64,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,cell1280,64,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,cell1280,64,,,,0.02,,,states,0;2;3;4;5;6;8;9;10;11;12;13;14;15;16;18;19;20;21;22;23;24;26;27;28;29;30;31;32;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;60;61;62
A,closed_class,cell1280,64,,,,0.05,,,size,1
A,closed_class,cell1280,64,,,,0.05,,,leak,0.12000000000000002
A,closed_class,cell1280,64,,,,0.05,,,n_visit,107
A,closed_class,cell1280,64,,,,0.05,,,fail_rate_visitors,0.1308411214953271
A,closed_class,cell1280,64,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,cell1280,64,,,,0.05,,,states,55
A,closed_class,cell1280,64,,,,0.05,,,size,1
A,closed_class,cell1280,64,,,,0.05,,,leak,0.07446808510638298
A,closed_class,cell1280,64,,,,0.05,,,n_visit,38
A,closed_class,cell1280,64,,,,0.05,,,fail_rate_visitors,0.9210526315789473
A,closed_class,cell1280,64,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,cell1280,64,,,,0.05,,,states,34
A,structure,cell1280,64,,,,,,,self_p_max,0.8962765957446809
A,structure,cell1280,64,,,,,,,self_p_mean,0.2806560767655124
A,structure,cell1280,64,,,,,,,self_p_median,0.24001804646965938
A,structure,cell1280,64,,,,,,,p_exit_max,0.736
A,structure,cell1280,64,,,,,,,h_min,0.23003725048714038
A,structure,cell1280,64,,,,,,,h_max,0.743423538271962
A,structure,cell1280,64,,,,,,,h_std,0.08420269018273967
A,structure,cell1280,64,,,,,,,esteps_min,14.271195672402099
A,structure,cell1280,64,,,,,,,esteps_max,45.27457218427841
A,structure,cell1280,64,,,,,,,spearman_h_esteps,-0.23635531135531135
A,structure,cell1280,64,,,,,,,nscc_eps0.0,7
A,structure,cell1280,64,,,,,,,maxscc_eps0.0,58
A,structure,cell1280,64,,,,,,,nclosed_eps0.0,1
A,structure,cell1280,64,,,,,,,closed_states_eps0.0,58
A,structure,cell1280,64,,,,,,,nscc_eps0.01,8
A,structure,cell1280,64,,,,,,,maxscc_eps0.01,57
A,structure,cell1280,64,,,,,,,nclosed_eps0.01,1
A,structure,cell1280,64,,,,,,,closed_states_eps0.01,57
A,structure,cell1280,64,,,,,,,nscc_eps0.02,9
A,structure,cell1280,64,,,,,,,maxscc_eps0.02,56
A,structure,cell1280,64,,,,,,,nclosed_eps0.02,1
A,structure,cell1280,64,,,,,,,closed_states_eps0.02,56
A,structure,cell1280,64,,,,,,,nscc_eps0.05,19
A,structure,cell1280,64,,,,,,,maxscc_eps0.05,46
A,structure,cell1280,64,,,,,,,nclosed_eps0.05,2
A,structure,cell1280,64,,,,,,,closed_states_eps0.05,2
A,structure,cell1280,64,,,,,,,dwell_mean_succ,1.3102028815054396
A,structure,cell1280,64,,,,,,,dwell_mean_fail,1.5244919228764982
A,structure,cell1280,64,,,,,,,dwell_p_ge7_succ,0.0005880623346074683
A,structure,cell1280,64,,,,,,,dwell_p_ge7_fail,0.012636789994788953
A,structure,cell1280,64,,,,,,,dwell_max_succ,8.0
A,structure,cell1280,64,,,,,,,dwell_max_fail,26.0
A,structure,cell1280,64,,,,,,,dwell_mwu_p,0.08853829990550333
A,structure,cell1280,64,,,,,,,dwell_auc_runlevel,0.507967589614004
A,structure,cell1280,64,,,,,,,maxdwell30_auc_succ,0.6285373337879304
A,structure,cell1280,64,,,,,,,maxdwell30_det_auc,0.6285373337879304
A,structure,cell1280,64,,,,,,,dwell7_fires,16
A,structure,cell1280,64,,,,,,,dwell7_fail_rate,0.875
